unit_id	pair_id	view_id	positive_surface	negative_surface	paragraph_id	page	physical_folio	section	language	hand	true_label	class_surface	basis_retained_token_count	basis_nonempty_retained_lines	post_mask_length_bin	model_feature_tokens	model_feature_types	model_feature_counts	exclusive_pair_membership	paragraph_vote_weight	semantic_credit
G807-P01:RAW_PAIRED:G807-P0180	G807-P01	RAW_PAIRED	cheol	otal	G807-P0180	f48r	f48r	H	B	5	0	otal	67	7	6	67	67	aiin=1|ar=1|cheockhy=1|cheody=1|chet=1|chetedy=1|cholkar=1|chtaiin=1|ckhy=1|cthar=1|ctheety=1|daiin=1|dain=1|dal=1|dam=1|dol=1|dr=1|kechodshey=1|kedy=1|l=1|ldy=1|octhey=1|od=1|odal=1|ody=1|okain=1|okeoam=1|okeody=1|olaiin=1|olkey=1|olsheey=1|opaldy=1|opchety=1|opchey=1|otaiin=1|otchdain=1|otchdy=1|oteodaiin=1|oteol=1|oteoly=1|pshdaiin=1|qoekaiin=1|qokdy=1|qotar=1|qotedy=1|qoteo=1|r=1|she=1|sheodaiin=1|sheody=1|sheokeol=1|shol=1|tedain=1|tedy=1|teol=1|teoteey=1|tolkeol=1|tshdy=1|y=1|ykeedy=1|ykeeody=1|ykeey=1|ypchdy=1|yteched=1|ytedy=1|yteeol=1|yteey=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0181	G807-P01	RAW_PAIRED	cheol	otal	G807-P0181	f48v	f48v	H	B	5	0	otal	58	5	5	57	52	aiin=2|air=1|alchdy=1|alchey=1|am=1|chdy=1|chedy=1|chedyty=1|chety=1|chey=1|chody=1|choolkeey=1|cthdy=1|dain=1|daly=1|dchedy=1|dshedy=1|dy=1|fchedy=1|kedy=1|keody=1|kor=1|lkeey=1|los=1|m=1|okain=1|okeeor=1|okeey=1|olkeeey=1|otar=3|otchody=1|otedy=1|oteed=1|otsh=1|pcheodchy=1|qocthedy=1|qokar=1|shed=1|shey=1|taiin=1|tchddy=1|tedy=1|teedy=1|tolkain=1|ty=1|y=3|ykeedy=1|ykeeedy=1|yotedy=1|ypair=1|ypchedy=1|yteedy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0185	G807-P01	RAW_PAIRED	cheol	otal	G807-P0185	f49r	f49r	H	A	1	1	cheol	42	8	5	42	37	chcthy=1|cheey=2|cheo=1|cho=1|chochy=1|chods=1|chody=1|chokan=1|chokchol=1|chol=2|chor=1|chs=1|cthodd=1|d=1|daiin=4|dcheo=1|dchey=1|dchodaiin=1|ety=1|kcho=1|keolchey=1|ochol=1|odcho=1|oriin=1|otol=1|podaiin=1|qo=1|qocho=1|qotcho=1|qotchody=1|r=1|sheor=1|shol=1|shoqoky=1|shor=1|tcheol=1|y=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0188	G807-P01	RAW_PAIRED	cheol	otal	G807-P0188	f49v	f49v	H	A	1	1	cheol	66	15	6	66	47	chaiin=2|chain=1|chariin=1|chctho=1|cheey=1|cheky=1|cheo=1|cheokchet=1|cheor=1|ches=1|chetcho=1|chey=1|chkalchy=1|cho=3|chokaiin=1|chokaly=1|chokchy=1|chokeeoky=1|chokeo=1|chokoran=1|chol=2|chor=5|choteey=1|chy=1|d=2|daiin=5|dain=1|daisin=1|dal=1|dls=1|dy=3|e=2|k=1|kcheol=1|kchor=1|kshardy=1|oaiin=2|qokeaiin=1|qokg=1|qotcheol=1|r=1|rchseesy=1|s=1|sho=1|sol=1|y=3|ykchokeo=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0189	G807-P01	RAW_PAIRED	cheol	otal	G807-P0189	f50r	f50r	H	B	2	0	otal	73	8	6	72	60	ald=1|alol=2|alosam=1|ar=4|chckhy=2|chedy=1|chefchdy=1|chkaiin=1|chky=1|chody=1|daiiin=1|dair=1|dar=1|darin=1|dy=1|kaiin=1|kar=4|kchdy=1|kchedy=1|keodaiin=1|laiin=1|o=1|ockhody=1|odam=1|okain=1|okar=2|okeody=1|oky=1|olfchedy=1|olkair=1|ols=1|opalke=1|opchey=1|or=1|orolkain=1|orsheckhy=1|otchdy=1|pchdy=1|psheor=1|qokaiin=1|qokain=1|qokas=1|qokchdy=4|qokedy=1|qopeeedar=1|shedain=1|sheedy=1|sheekar=1|shos=1|solkaiin=1|solkchy=1|sor=1|taipar=1|tchdy=1|tshol=1|y=1|yk=1|ykaiin=1|ykeey=1|ytchdy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0191	G807-P01	RAW_PAIRED	cheol	otal	G807-P0191	f51r	f51r	H	A	1	0	otal	63	11	5	63	56	al=1|cheeal=1|cheeey=1|cheody=1|chody=1|chokaiin=1|ckheey=1|ckheodar=1|ckheody=2|ckhey=2|ckhody=1|ckhol=1|ckhy=1|cpheo=1|cphodal=1|daiin=4|daiiy=1|daim=1|dal=1|dam=1|dcheodaiin=1|es=1|kaiiidal=1|kol=1|oaiin=1|odaiin=1|okeey=1|okeor=1|okol=1|opchear=1|oshol=1|otchey=1|oty=1|otydy=1|pchodal=1|qchodal=1|qockhey=2|qodaiin=2|qody=1|qoetam=1|qokey=1|qoky=1|qotchy=1|s=1|taiin=1|tcheody=1|tol=1|tsholdchy=1|ycho=1|ydchody=1|ykald=1|ykchodaiin=1|ykeoldy=1|ykieol=1|yoees=1|ypchedy=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0192	G807-P01	RAW_PAIRED	cheol	otal	G807-P0192	f51v	f51v	H	A	1	1	cheol	55	9	5	55	49	chckhey=1|cheodar=1|chey=1|cho=2|chod=1|chodaiin=1|chol=1|ckhey=1|ckhol=1|ctheody=1|cthy=1|daiin=4|dchol=1|fold=1|kcholol=1|l=1|ochockhy=1|ody=1|okor=1|olcheety=1|olkeeody=1|or=1|otaiin=1|oteo=1|otykol=1|qocphy=1|qod=1|qodaiin=1|qodal=1|qokal=2|qokcheody=1|qokody=1|qotaiin=1|qotol=1|r=1|s=2|saiin=1|shain=1|sheey=1|sheo=1|shokog=1|tchody=1|ycheoky=1|ycthol=1|ykeey=1|ykeol=1|ytam=1|ytchody=1|ytol=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0194	G807-P01	RAW_PAIRED	cheol	otal	G807-P0194	f52v	f52v	H	A	1	1	cheol	35	5	5	34	32	chcphol=1|cheos=1|chochar=1|chocphar=1|chol=1|chor=2|chteeor=1|chy=1|cphaiiin=1|cpheodar=1|ctho=1|cthor=2|daiir=1|dam=1|dy=1|ese=1|kcholy=1|kol=1|kor=1|ls=1|oor=1|otcheor=1|oty=1|pchor=1|qotodaiin=1|sarg=1|sheol=1|shy=1|ytchey=1|yteey=1|ytol=1|ytor=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0198	G807-P01	RAW_PAIRED	cheol	otal	G807-P0198	f54v	f54v	H	A	1	1	cheol	63	11	5	63	53	aiin=2|al=1|alchy=1|aldam=1|am=1|ar=1|chckhy=1|cheky=1|cheor=1|chodoldy=1|chody=1|chol=4|chor=1|chpal=1|chy=1|ckhey=1|cphaiin=1|cpheeain=1|cphey=1|cthaildy=1|cthol=1|daiin=2|dal=1|dar=2|dcheain=1|dol=1|dy=1|kol=1|oaiin=1|odaiin=1|okaiin=1|oldaiin=1|oloiin=1|or=1|pcheodar=1|qockhy=1|qoctheol=1|qocthy=1|qodaiin=1|qodaim=1|qokal=1|qokam=1|qokar=1|qokeey=1|qotchy=1|s=5|sheody=1|tam=1|tar=1|tol=1|ypchal=1|ytaiin=1|ytal=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0207	G807-P01	RAW_PAIRED	cheol	otal	G807-P0207	f58r	f58r	S	A	3	0	otal	109	12	6	107	93	aiin=2|airaldy=1|al=1|alam=2|am=1|ar=3|arary=1|ary=1|chairal=1|char=3|cheey=1|chekaiin=1|cheoly=1|chofchol=1|cholaly=1|choldal=1|choldy=1|cholfy=1|cholkeey=1|choty=1|chy=1|ckhy=1|daiin=1|daiir=1|dal=4|dalaldam=1|dalchal=1|dalchy=1|dalor=2|dchair=1|dshodal=1|dshor=1|dy=2|e=1|kal=1|kor=1|m=1|o=1|okair=1|okalal=1|okalys=1|olchear=1|olchokal=1|oleeam=1|oly=1|or=1|orar=1|otalal=1|otalchal=1|otaly=2|otar=2|otchy=1|oteodchy=1|oteom=1|otey=2|otoralchy=1|qoaiin=1|qoar=1|qocphody=1|qokalam=1|qopaim=1|qor=1|s=1|saiin=1|shal=1|shalom=1|shaly=1|shar=1|sharam=1|shedy=1|sheey=1|shoar=1|shofchy=1|sholaiin=1|sholala=1|sholar=1|sholteol=1|sholy=1|shom=1|shoty=1|tal=1|tchy=1|toleeshal=1|ykal=1|ykechod=1|ytal=1|ytalar=1|ytalody=1|ytam=1|ytar=1|ytchaly=1|yteochy=1|yteodaiin=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0208	G807-P01	RAW_PAIRED	cheol	otal	G807-P0208	f58r	f58r	S	A	3	0	otal	75	8	6	73	68	air=1|alaiin=1|aldar=1|alkar=1|aly=1|ar=3|arodaim=1|chalolky=1|chaly=1|cheekey=1|cheky=1|cheoekar=1|choky=1|chol=1|cholkor=1|chotam=1|chy=1|daiin=2|dal=3|dalchdy=1|daldy=1|dcholy=1|dshaly=1|ees=1|oar=1|ochaly=1|okalal=1|okeal=1|okey=1|olar=1|olchey=1|oleesey=1|olkeal=1|olkeol=1|olseeg=1|opy=1|or=1|osal=1|otakas=1|otalar=1|otalor=1|otar=1|otary=1|oteeoaly=1|oteeos=1|oty=1|pchdy=1|pydaly=1|qoaiir=1|qokaldy=1|qoky=1|qotaily=1|qotey=1|qotoly=1|qotyshey=1|s=1|sheain=1|tazain=1|tcheos=1|todal=1|typchey=1|ycheor=1|ykal=1|ysheockhy=1|ysholshy=1|ytar=1|ytashy=1|ytchody=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0209	G807-P01	RAW_PAIRED	cheol	otal	G807-P0209	f58r	f58r	S	A	3	1	cheol	116	13	6	114	100	aiin=2|air=1|airaly=1|al=2|aldam=1|alol=1|alols=1|am=1|ar=5|aram=1|chaltar=1|chcthy=1|cheal=1|chear=2|cheor=2|cheos=1|chkaiin=1|chockhy=1|chokey=1|chol=1|cholols=1|chor=2|chtaldy=1|chy=1|chykaldy=1|ckhol=1|cphol=1|dalal=1|dalam=1|dalol=1|dalols=1|daly=1|dar=1|dtos=1|dtshol=1|dy=1|dytal=1|kaldy=1|kar=1|kshar=1|ls=1|odalaly=1|odalar=1|oekeody=1|ofadain=1|okaiin=1|okalody=1|okaly=1|okar=1|olaldy=1|olchocfhy=1|olfcham=1|olol=1|omy=1|opcheear=1|opolkeor=1|opsheolaiin=1|opydaiin=1|oqotaly=1|otey=1|oty=1|pchody=1|podaiir=1|qockhy=1|qokaiin=1|qokaldy=1|qokalos=1|qokaly=3|qokar=1|qokor=1|qoky=2|r=1|s=2|salol=1|sar=1|schoy=1|sharal=1|sheeetchy=1|sheoctham=1|sheol=2|shoekar=1|shokal=1|shokalol=1|shokar=1|shoky=1|shol=1|skaiin=1|tal=1|taly=1|tshaly=1|ykaly=1|ykar=1|ykeeshy=1|yroleeey=1|yshealkair=1|ysheos=1|yssheol=1|ytaipom=1|yteor=1|ytolkal=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0212	G807-P01	RAW_PAIRED	cheol	otal	G807-P0212	f58v	f58v	S	A	3	0	otal	14	2	3	14	14	alam=1|ar=1|chey=1|choar=1|chol=1|ckhar=1|dalar=1|keeo=1|leeckhey=1|o=1|polal=1|qoair=1|yfair=1|ykeeody=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0218	G807-P01	RAW_PAIRED	cheol	otal	G807-P0218	f66r	f66r	T	B	5	1	cheol	62	7	5	61	54	aiin=1|ar=1|chckhedy=1|chdy=2|cheedy=1|cheky=1|cheo=1|cheoky=1|chety=1|chody=1|cphedy=1|daiin=1|dalol=1|daly=1|dcheol=1|dor=2|kedy=1|keody=2|kody=1|lchedy=1|lchey=1|ldaiin=1|ldy=1|lkeedy=1|lodaiin=1|lshedy=1|lsheody=1|okalchedy=1|olkeol=1|otchedy=1|oteey=1|oteochey=1|pchedy=1|qokal=1|qokey=1|qoky=3|qotchedy=1|qoteeod=1|qotol=1|shckhar=1|shedy=2|sheeol=1|shekaly=1|shekeefy=1|shekol=1|sheody=1|sheol=2|shey=1|shol=1|todeeey=1|tolchedy=1|ydaiin=1|ykchdy=1|ysheeod=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0219	G807-P01	RAW_PAIRED	cheol	otal	G807-P0219	f66v	f66v	H	B	5	0	otal	25	3	4	25	21	chckhy=1|chekal=1|cheos=1|chety=1|chokal=1|daiin=1|dal=5|daldeam=1|dol=1|dor=1|ko=1|okeodof=1|opch=1|qokedy=1|shdy=1|shedefam=1|sheefy=1|sheod=1|shokeshy=1|ychoopy=1|ytody=1	1	1	0
G807-P01:RAW_PAIRED:G807-P0221	G807-P01	RAW_PAIRED	cheol	otal	G807-P0221	f66v	f66v	H	B	5	0	otal	35	4	5	35	34	aiin=1|chckhy=1|chedy=1|chekal=1|cheky=1|cheoseesey=1|chkchody=1|chpadar=1|daiin=1|dal=1|dalkal=1|dar=1|fchdly=1|kal=2|kar=1|kchy=1|okchdy=1|okedy=1|otaiin=1|otar=1|oty=1|pody=1|qekar=1|qofchal=1|saiin=1|shedar=1|sheey=1|shekeod=1|sheody=1|shey=1|ydees=1|ykedaiin=1|ykofar=1|yteeod=1	1	1	0
