occurrence_id	surface	page	physical_folio	locus	token_index	strict_paragraph_id	in_strict_paragraph	legacy_rank_stable_all_three	it2a_alignment_status	it2a_aligned_token_ordinal	it2a_lcs_length	rf1b_alignment_status	rf1b_aligned_token_ordinal	rf1b_lcs_length	all_three_unique_forced_exact_alignment	audit_only_membership	primary_membership_replacement	semantic_credit
GDT800-O0041	ol	f100v	f100v	f100v.20	7	G807-P0373	1	1	UNIQUE_FORCED_EXACT	7	7	UNIQUE_FORCED_EXACT	8	7	1	1	0	0
GDT800-O0042	ol	f100v	f100v	f100v.21	3	G807-P0373	1	1	UNIQUE_FORCED_EXACT	3	10	UNIQUE_FORCED_EXACT	3	10	1	1	0	0
GDT800-O0048	qokeol	f102r1	f102r	f102r1.13	6	G807-P0376	1	0	UNIQUE_FORCED_EXACT	6	6	NO_EXACT_ALIGNMENT	NA	6	0	1	0	0
GDT800-O0055	qokol	f102r1	f102r	f102r1.5	9	G807-P0374	1	1	UNIQUE_FORCED_EXACT	9	10	UNIQUE_FORCED_EXACT	9	9	1	1	0	0
GDT800-O0057	qokeol	f102r1	f102r	f102r1.9	3	G807-P0375	1	1	UNIQUE_FORCED_EXACT	3	6	UNIQUE_FORCED_EXACT	3	5	1	1	0	0
GDT800-O0058	ol	f102v1	f102v	f102v1.10	2	G807-P0377	1	1	UNIQUE_FORCED_EXACT	2	9	UNIQUE_FORCED_EXACT	2	8	1	1	0	0
GDT800-O0061	qokol	f102v1	f102v	f102v1.11	4	G807-P0377	1	0	NO_EXACT_ALIGNMENT	NA	9	UNIQUE_FORCED_EXACT	5	8	0	1	0	0
GDT800-O0062	cheol	f102v1	f102v	f102v1.11	5	G807-P0377	1	1	UNIQUE_FORCED_EXACT	5	9	UNIQUE_FORCED_EXACT	6	8	1	1	0	0
GDT800-O0063	cheol	f102v1	f102v	f102v1.12	2	G807-P0377	1	1	OPTIONAL_OR_DUPLICATE_EXACT	NA	5	UNIQUE_FORCED_EXACT	2	9	0	1	0	0
GDT800-O0064	cheol	f102v1	f102v	f102v1.12	3	G807-P0377	1	0	OPTIONAL_OR_DUPLICATE_EXACT	NA	5	UNIQUE_FORCED_EXACT	3	9	0	1	0	0
GDT800-O0065	ol	f102v1	f102v	f102v1.13	2	G807-P0377	1	1	UNIQUE_FORCED_EXACT	2	10	UNIQUE_FORCED_EXACT	2	9	1	1	0	0
GDT800-O0066	cheol	f102v1	f102v	f102v1.13	5	G807-P0377	1	1	UNIQUE_FORCED_EXACT	5	10	UNIQUE_FORCED_EXACT	5	9	1	1	0	0
GDT800-O0072	cheol	f102v1	f102v	f102v1.22	4	G807-P0378	1	1	UNIQUE_FORCED_EXACT	4	6	UNIQUE_FORCED_EXACT	4	8	1	1	0	0
GDT800-O0073	cheol	f102v1	f102v	f102v1.24	4	G807-P0378	1	1	UNIQUE_FORCED_EXACT	4	4	UNIQUE_FORCED_EXACT	4	4	1	1	0	0
GDT800-O0075	ol	f102v1	f102v	f102v1.8	2	G807-P0377	1	1	UNIQUE_FORCED_EXACT	2	6	UNIQUE_FORCED_EXACT	2	9	1	1	0	0
GDT800-O0076	qokeol	f102v1	f102v	f102v1.9	3	G807-P0377	1	1	UNIQUE_FORCED_EXACT	3	9	UNIQUE_FORCED_EXACT	3	9	1	1	0	0
GDT800-O0080	ol	f102v2	f102v	f102v2.20	9	G807-P0379	1	1	UNIQUE_FORCED_EXACT	9	10	UNIQUE_FORCED_EXACT	10	10	1	1	0	0
GDT800-O0081	cheol	f102v2	f102v	f102v2.21	6	G807-P0379	1	1	UNIQUE_FORCED_EXACT	5	10	UNIQUE_FORCED_EXACT	5	11	1	1	0	0
GDT800-O0082	cheol	f102v2	f102v	f102v2.22	4	G807-P0379	1	1	UNIQUE_FORCED_EXACT	4	8	UNIQUE_FORCED_EXACT	5	12	1	1	0	0
GDT800-O0084	ol	f102v2	f102v	f102v2.22	10	G807-P0379	1	1	UNIQUE_FORCED_EXACT	9	8	UNIQUE_FORCED_EXACT	11	12	1	1	0	0
GDT800-O0086	ol	f102v2	f102v	f102v2.32	10	G807-P0380	1	1	UNIQUE_FORCED_EXACT	10	11	UNIQUE_FORCED_EXACT	11	9	1	1	0	0
GDT800-O0091	qokeol	f102v2	f102v	f102v2.35	9	G807-P0380	1	1	UNIQUE_FORCED_EXACT	9	8	UNIQUE_FORCED_EXACT	9	9	1	1	0	0
GDT800-O0093	qotal	f103r	f103r	f103r.1	7	G807-P0381	1	1	UNIQUE_FORCED_EXACT	7	8	UNIQUE_FORCED_EXACT	7	8	1	1	0	0
GDT800-O0094	okal	f103r	f103r	f103r.1	11	G807-P0381	1	0	NO_EXACT_ALIGNMENT	NA	8	UNIQUE_FORCED_EXACT	11	8	0	1	0	0
GDT800-O0095	ol	f103r	f103r	f103r.10	2	G807-P0383	1	0	UNIQUE_FORCED_EXACT	2	11	NO_EXACT_ALIGNMENT	NA	11	0	1	0	0
GDT800-O0099	qokeol	f103r	f103r	f103r.11	10	G807-P0383	1	1	UNIQUE_FORCED_EXACT	11	10	UNIQUE_FORCED_EXACT	10	9	1	1	0	0
GDT800-O0100	qokeol	f103r	f103r	f103r.12	5	G807-P0383	1	1	UNIQUE_FORCED_EXACT	5	9	UNIQUE_FORCED_EXACT	5	7	1	1	0	0
GDT800-O0105	qokeol	f103r	f103r	f103r.18	2	G807-P0386	1	1	UNIQUE_FORCED_EXACT	2	8	UNIQUE_FORCED_EXACT	3	6	1	1	0	0
GDT800-O0109	otal	f103r	f103r	f103r.21	4	G807-P0387	1	1	UNIQUE_FORCED_EXACT	4	12	UNIQUE_FORCED_EXACT	5	9	1	1	0	0
GDT800-O0116	ol	f103r	f103r	f103r.25	12	G807-P0388	1	1	UNIQUE_FORCED_EXACT	12	12	UNIQUE_FORCED_EXACT	11	9	1	1	0	0
GDT800-O0117	ol	f103r	f103r	f103r.28	9	G807-P0389	1	1	UNIQUE_FORCED_EXACT	9	10	UNIQUE_FORCED_EXACT	9	11	1	1	0	0
GDT800-O0127	qotal	f103r	f103r	f103r.39	4	G807-P0393	1	1	UNIQUE_FORCED_EXACT	4	6	UNIQUE_FORCED_EXACT	4	5	1	1	0	0
GDT800-O0128	ol	f103r	f103r	f103r.4	7	G807-P0381	1	0	NO_EXACT_ALIGNMENT	NA	6	UNIQUE_FORCED_EXACT	7	8	0	1	0	0
GDT800-O0131	cheol	f103r	f103r	f103r.41	1	G807-P0394	1	1	UNIQUE_FORCED_EXACT	1	9	UNIQUE_FORCED_EXACT	1	7	1	1	0	0
GDT800-O0137	ol	f103r	f103r	f103r.43	3	G807-P0395	1	1	UNIQUE_FORCED_EXACT	3	11	UNIQUE_FORCED_EXACT	3	9	1	1	0	0
GDT800-O0138	qotal	f103r	f103r	f103r.43	5	G807-P0395	1	1	UNIQUE_FORCED_EXACT	5	11	UNIQUE_FORCED_EXACT	5	9	1	1	0	0
GDT800-O0144	cheol	f103r	f103r	f103r.46	4	G807-P0396	1	1	UNIQUE_FORCED_EXACT	4	10	UNIQUE_FORCED_EXACT	3	7	1	1	0	0
GDT800-O0145	ol	f103r	f103r	f103r.46	9	G807-P0396	1	1	UNIQUE_FORCED_EXACT	9	10	UNIQUE_FORCED_EXACT	8	7	1	1	0	0
GDT800-O0147	ol	f103r	f103r	f103r.49	5	G807-P0397	1	0	UNIQUE_FORCED_EXACT	5	13	NO_EXACT_ALIGNMENT	NA	8	0	1	0	0
GDT800-O0151	ol	f103r	f103r	f103r.7	8	G807-P0382	1	0	NO_EXACT_ALIGNMENT	NA	4	UNIQUE_FORCED_EXACT	8	8	0	1	0	0
GDT800-O0157	ol	f103v	f103v	f103v.12	7	G807-P0402	1	0	NO_EXACT_ALIGNMENT	NA	11	NO_EXACT_ALIGNMENT	NA	10	0	1	0	0
GDT800-O0161	ol	f103v	f103v	f103v.16	7	G807-P0403	1	0	NO_EXACT_ALIGNMENT	NA	5	NO_EXACT_ALIGNMENT	NA	5	0	1	0	0
GDT800-O0163	ol	f103v	f103v	f103v.17	8	G807-P0404	1	1	UNIQUE_FORCED_EXACT	8	11	UNIQUE_FORCED_EXACT	9	9	1	1	0	0
GDT800-O0164	otal	f103v	f103v	f103v.17	10	G807-P0404	1	1	UNIQUE_FORCED_EXACT	10	11	UNIQUE_FORCED_EXACT	11	9	1	1	0	0
GDT800-O0165	ol	f103v	f103v	f103v.18	2	G807-P0404	1	0	UNIQUE_FORCED_EXACT	2	9	NO_EXACT_ALIGNMENT	NA	8	0	1	0	0
GDT800-O0167	qotal	f103v	f103v	f103v.20	8	G807-P0405	1	1	UNIQUE_FORCED_EXACT	8	9	UNIQUE_FORCED_EXACT	9	9	1	1	0	0
GDT800-O0170	otal	f103v	f103v	f103v.23	8	G807-P0405	1	1	UNIQUE_FORCED_EXACT	8	12	UNIQUE_FORCED_EXACT	8	12	1	1	0	0
GDT800-O0171	otal	f103v	f103v	f103v.25	6	G807-P0405	1	1	UNIQUE_FORCED_EXACT	6	10	UNIQUE_FORCED_EXACT	6	10	1	1	0	0
GDT800-O0178	ol	f103v	f103v	f103v.34	3	G807-P0408	1	1	UNIQUE_FORCED_EXACT	3	9	UNIQUE_FORCED_EXACT	3	8	1	1	0	0
GDT800-O0179	ol	f103v	f103v	f103v.37	3	G807-P0409	1	1	UNIQUE_FORCED_EXACT	4	6	UNIQUE_FORCED_EXACT	3	8	1	1	0	0
GDT800-O0180	ol	f103v	f103v	f103v.38	4	G807-P0409	1	1	UNIQUE_FORCED_EXACT	3	6	UNIQUE_FORCED_EXACT	4	6	1	1	0	0
GDT800-O0183	ol	f103v	f103v	f103v.4	6	G807-P0399	1	1	UNIQUE_FORCED_EXACT	6	8	UNIQUE_FORCED_EXACT	5	5	1	1	0	0
GDT800-O0185	ol	f103v	f103v	f103v.40	5	G807-P0410	1	1	UNIQUE_FORCED_EXACT	5	9	UNIQUE_FORCED_EXACT	5	9	1	1	0	0
GDT800-O0188	ol	f103v	f103v	f103v.45	2	G807-P0411	1	1	UNIQUE_FORCED_EXACT	2	9	UNIQUE_FORCED_EXACT	2	8	1	1	0	0
GDT800-O0190	cheol	f103v	f103v	f103v.6	4	G807-P0400	1	1	UNIQUE_FORCED_EXACT	4	10	UNIQUE_FORCED_EXACT	4	10	1	1	0	0
GDT800-O0193	ol	f103v	f103v	f103v.7	11	G807-P0400	1	1	UNIQUE_FORCED_EXACT	11	12	UNIQUE_FORCED_EXACT	11	11	1	1	0	0
GDT800-O0195	ol	f103v	f103v	f103v.9	10	G807-P0401	1	1	UNIQUE_FORCED_EXACT	10	10	UNIQUE_FORCED_EXACT	10	7	1	1	0	0
GDT800-O0202	qotal	f104r	f104r	f104r.14	4	G807-P0415	1	1	UNIQUE_FORCED_EXACT	4	9	UNIQUE_FORCED_EXACT	4	8	1	1	0	0
GDT800-O0203	otal	f104r	f104r	f104r.14	8	G807-P0415	1	1	UNIQUE_FORCED_EXACT	9	9	UNIQUE_FORCED_EXACT	9	8	1	1	0	0
GDT800-O0204	ol	f104r	f104r	f104r.14	9	G807-P0415	1	1	UNIQUE_FORCED_EXACT	10	9	UNIQUE_FORCED_EXACT	10	8	1	1	0	0
GDT800-O0205	okal	f104r	f104r	f104r.15	6	G807-P0415	1	1	UNIQUE_FORCED_EXACT	7	7	UNIQUE_FORCED_EXACT	8	5	1	1	0	0
GDT800-O0209	ol	f104r	f104r	f104r.23	1	G807-P0418	1	1	UNIQUE_FORCED_EXACT	1	12	UNIQUE_FORCED_EXACT	1	10	1	1	0	0
GDT800-O0215	qotal	f104r	f104r	f104r.24	3	G807-P0418	1	1	UNIQUE_FORCED_EXACT	3	8	UNIQUE_FORCED_EXACT	3	8	1	1	0	0
GDT800-O0221	okal	f104r	f104r	f104r.3	12	G807-P0412	1	1	UNIQUE_FORCED_EXACT	11	9	UNIQUE_FORCED_EXACT	13	9	1	1	0	0
GDT800-O0223	cheol	f104r	f104r	f104r.32	5	G807-P0420	1	1	UNIQUE_FORCED_EXACT	5	10	UNIQUE_FORCED_EXACT	5	9	1	1	0	0
GDT800-O0231	cheol	f104r	f104r	f104r.35	7	G807-P0421	1	1	UNIQUE_FORCED_EXACT	7	7	UNIQUE_FORCED_EXACT	7	8	1	1	0	0
GDT800-O0234	okal	f104r	f104r	f104r.37	9	G807-P0422	1	1	UNIQUE_FORCED_EXACT	9	10	UNIQUE_FORCED_EXACT	9	9	1	1	0	0
GDT800-O0235	qotal	f104r	f104r	f104r.39	5	G807-P0423	1	1	UNIQUE_FORCED_EXACT	5	11	UNIQUE_FORCED_EXACT	6	10	1	1	0	0
GDT800-O0240	cheol	f104r	f104r	f104r.44	6	G807-P0424	1	1	UNIQUE_FORCED_EXACT	6	9	UNIQUE_FORCED_EXACT	6	9	1	1	0	0
GDT800-O0242	ol	f104r	f104r	f104r.5	4	G807-P0413	1	1	UNIQUE_FORCED_EXACT	4	11	UNIQUE_FORCED_EXACT	5	8	1	1	0	0
GDT800-O0244	ol	f104r	f104r	f104r.5	6	G807-P0413	1	1	UNIQUE_FORCED_EXACT	6	11	UNIQUE_FORCED_EXACT	7	8	1	1	0	0
GDT800-O0250	qokol	f104r	f104r	f104r.9	3	G807-P0413	1	1	UNIQUE_FORCED_EXACT	3	5	UNIQUE_FORCED_EXACT	3	3	1	1	0	0
GDT800-O0252	ol	f104v	f104v	f104v.1	6	G807-P0425	1	1	UNIQUE_FORCED_EXACT	6	12	UNIQUE_FORCED_EXACT	8	9	1	1	0	0
GDT800-O0256	qokol	f104v	f104v	f104v.11	7	G807-P0427	1	1	UNIQUE_FORCED_EXACT	7	8	UNIQUE_FORCED_EXACT	7	9	1	1	0	0
GDT800-O0257	qokol	f104v	f104v	f104v.11	8	G807-P0427	1	1	UNIQUE_FORCED_EXACT	8	8	UNIQUE_FORCED_EXACT	8	9	1	1	0	0
GDT800-O0258	cheol	f104v	f104v	f104v.12	10	G807-P0428	1	1	UNIQUE_FORCED_EXACT	10	13	UNIQUE_FORCED_EXACT	11	11	1	1	0	0
GDT800-O0260	qokeol	f104v	f104v	f104v.13	4	G807-P0428	1	1	UNIQUE_FORCED_EXACT	4	10	UNIQUE_FORCED_EXACT	4	9	1	1	0	0
GDT800-O0263	cheol	f104v	f104v	f104v.17	12	G807-P0429	1	1	UNIQUE_FORCED_EXACT	11	9	UNIQUE_FORCED_EXACT	13	11	1	1	0	0
GDT800-O0268	qokol	f104v	f104v	f104v.20	8	G807-P0430	1	1	UNIQUE_FORCED_EXACT	8	12	UNIQUE_FORCED_EXACT	8	12	1	1	0	0
GDT800-O0271	ol	f104v	f104v	f104v.25	10	G807-P0431	1	1	UNIQUE_FORCED_EXACT	9	10	UNIQUE_FORCED_EXACT	10	9	1	1	0	0
GDT800-O0279	ol	f104v	f104v	f104v.3	11	G807-P0425	1	1	UNIQUE_FORCED_EXACT	11	11	UNIQUE_FORCED_EXACT	11	11	1	1	0	0
GDT800-O0283	ol	f104v	f104v	f104v.33	8	G807-P0434	1	1	UNIQUE_FORCED_EXACT	8	13	UNIQUE_FORCED_EXACT	8	15	1	1	0	0
GDT800-O0284	cheol	f104v	f104v	f104v.34	7	G807-P0434	1	1	UNIQUE_FORCED_EXACT	7	8	UNIQUE_FORCED_EXACT	7	8	1	1	0	0
GDT800-O0296	ol	f104v	f104v	f104v.9	7	G807-P0427	1	1	UNIQUE_FORCED_EXACT	7	11	UNIQUE_FORCED_EXACT	8	11	1	1	0	0
GDT800-O0301	ol	f105r	f105r	f105r.15	2	G807-P0441	1	1	UNIQUE_FORCED_EXACT	2	12	UNIQUE_FORCED_EXACT	2	11	1	1	0	0
GDT800-O0325	okal	f105r	f105r	f105r.31	7	G807-P0446	1	1	UNIQUE_FORCED_EXACT	7	11	UNIQUE_FORCED_EXACT	7	9	1	1	0	0
GDT800-O0326	okal	f105r	f105r	f105r.33	6	G807-P0446	1	0	NO_EXACT_ALIGNMENT	NA	7	UNIQUE_FORCED_EXACT	6	11	0	1	0	0
GDT800-O0332	ol	f105r	f105r	f105r.35	8	G807-P0447	1	0	UNIQUE_FORCED_EXACT	8	10	NO_EXACT_ALIGNMENT	NA	11	0	1	0	0
GDT800-O0334	ol	f105r	f105r	f105r.36	4	G807-P0447	1	1	UNIQUE_FORCED_EXACT	4	11	UNIQUE_FORCED_EXACT	4	11	1	1	0	0
GDT800-O0341	ol	f105v	f105v	f105v.11	3	G807-P0450	1	1	UNIQUE_FORCED_EXACT	3	8	UNIQUE_FORCED_EXACT	3	9	1	1	0	0
GDT800-O0343	otal	f105v	f105v	f105v.12	10	G807-P0450	1	1	UNIQUE_FORCED_EXACT	10	11	UNIQUE_FORCED_EXACT	10	9	1	1	0	0
GDT800-O0350	okal	f105v	f105v	f105v.16	9	G807-P0451	1	1	UNIQUE_FORCED_EXACT	9	12	UNIQUE_FORCED_EXACT	9	12	1	1	0	0
GDT800-O0359	otal	f105v	f105v	f105v.26	5	G807-P0455	1	1	UNIQUE_FORCED_EXACT	5	12	UNIQUE_FORCED_EXACT	6	11	1	1	0	0
GDT800-O0371	ol	f105v	f105v	f105v.4	6	G807-P0448	1	1	UNIQUE_FORCED_EXACT	6	8	UNIQUE_FORCED_EXACT	6	8	1	1	0	0
GDT800-O0374	ol	f105v	f105v	f105v.7	4	G807-P0449	1	1	UNIQUE_FORCED_EXACT	4	7	UNIQUE_FORCED_EXACT	4	6	1	1	0	0
GDT800-O0378	cheol	f106r	f106r	f106r.11	3	G807-P0461	1	1	UNIQUE_FORCED_EXACT	3	12	UNIQUE_FORCED_EXACT	3	12	1	1	0	0
GDT800-O0380	otal	f106r	f106r	f106r.14	6	G807-P0462	1	1	UNIQUE_FORCED_EXACT	6	7	UNIQUE_FORCED_EXACT	6	7	1	1	0	0
GDT800-O0390	ol	f106r	f106r	f106r.28	2	G807-P0467	1	1	UNIQUE_FORCED_EXACT	2	11	UNIQUE_FORCED_EXACT	2	10	1	1	0	0
GDT800-O0391	ol	f106r	f106r	f106r.28	11	G807-P0467	1	0	UNIQUE_FORCED_EXACT	11	11	NO_EXACT_ALIGNMENT	NA	10	0	1	0	0
GDT800-O0394	okal	f106r	f106r	f106r.29	4	G807-P0467	1	0	NO_EXACT_ALIGNMENT	NA	0	UNIQUE_FORCED_EXACT	4	10	0	1	0	0
GDT800-O0397	cheol	f106r	f106r	f106r.31	5	G807-P0467	1	1	UNIQUE_FORCED_EXACT	5	6	UNIQUE_FORCED_EXACT	5	6	1	1	0	0
GDT800-O0401	ol	f106r	f106r	f106r.39	3	G807-P0471	1	1	UNIQUE_FORCED_EXACT	3	11	UNIQUE_FORCED_EXACT	3	9	1	1	0	0
GDT800-O0404	cheol	f106r	f106r	f106r.41	5	G807-P0471	1	0	UNIQUE_FORCED_EXACT	7	4	NO_EXACT_ALIGNMENT	NA	1	0	1	0	0
GDT800-O0410	okal	f106r	f106r	f106r.45	11	G807-P0472	1	1	UNIQUE_FORCED_EXACT	9	6	UNIQUE_FORCED_EXACT	10	4	1	1	0	0
GDT800-O0413	qokeol	f106r	f106r	f106r.6	10	G807-P0459	1	1	UNIQUE_FORCED_EXACT	10	8	UNIQUE_FORCED_EXACT	13	9	1	1	0	0
GDT800-O0416	ol	f106r	f106r	f106r.8	3	G807-P0460	1	0	NO_EXACT_ALIGNMENT	NA	7	UNIQUE_FORCED_EXACT	3	9	0	1	0	0
GDT800-O0418	cheol	f106v	f106v	f106v.10	2	G807-P0475	1	1	UNIQUE_FORCED_EXACT	2	7	UNIQUE_FORCED_EXACT	2	5	1	1	0	0
GDT800-O0421	otal	f106v	f106v	f106v.12	9	G807-P0476	1	1	UNIQUE_FORCED_EXACT	10	8	UNIQUE_FORCED_EXACT	11	8	1	1	0	0
GDT800-O0431	otal	f106v	f106v	f106v.19	3	G807-P0478	1	1	UNIQUE_FORCED_EXACT	4	6	UNIQUE_FORCED_EXACT	4	7	1	1	0	0
GDT800-O0433	okal	f106v	f106v	f106v.21	6	G807-P0479	1	1	UNIQUE_FORCED_EXACT	5	6	UNIQUE_FORCED_EXACT	5	5	1	1	0	0
GDT800-O0434	ol	f106v	f106v	f106v.23	1	G807-P0480	1	0	NO_EXACT_ALIGNMENT	NA	8	UNIQUE_FORCED_EXACT	1	12	0	1	0	0
GDT800-O0435	okal	f106v	f106v	f106v.23	5	G807-P0480	1	1	UNIQUE_FORCED_EXACT	4	8	UNIQUE_FORCED_EXACT	5	12	1	1	0	0
GDT800-O0437	qokol	f106v	f106v	f106v.24	4	G807-P0480	1	1	UNIQUE_FORCED_EXACT	4	8	UNIQUE_FORCED_EXACT	5	5	1	1	0	0
GDT800-O0442	okal	f106v	f106v	f106v.26	4	G807-P0481	1	1	UNIQUE_FORCED_EXACT	4	10	UNIQUE_FORCED_EXACT	5	7	1	1	0	0
GDT800-O0449	ol	f106v	f106v	f106v.33	5	G807-P0483	1	1	UNIQUE_FORCED_EXACT	5	8	UNIQUE_FORCED_EXACT	5	7	1	1	0	0
GDT800-O0462	okal	f106v	f106v	f106v.44	3	G807-P0487	1	1	UNIQUE_FORCED_EXACT	3	10	UNIQUE_FORCED_EXACT	3	10	1	1	0	0
GDT800-O0463	ol	f106v	f106v	f106v.46	7	G807-P0487	1	1	UNIQUE_FORCED_EXACT	7	11	UNIQUE_FORCED_EXACT	7	10	1	1	0	0
GDT800-O0480	ol	f107r	f107r	f107r.19	2	G807-P0492	1	1	UNIQUE_FORCED_EXACT	2	12	UNIQUE_FORCED_EXACT	2	11	1	1	0	0
GDT800-O0482	qotal	f107r	f107r	f107r.21	5	G807-P0493	1	1	UNIQUE_FORCED_EXACT	5	11	UNIQUE_FORCED_EXACT	5	9	1	1	0	0
GDT800-O0483	qokeol	f107r	f107r	f107r.21	7	G807-P0493	1	1	UNIQUE_FORCED_EXACT	7	11	UNIQUE_FORCED_EXACT	7	9	1	1	0	0
GDT800-O0486	cheol	f107r	f107r	f107r.24	4	G807-P0494	1	0	NO_EXACT_ALIGNMENT	NA	9	UNIQUE_FORCED_EXACT	5	9	0	1	0	0
GDT800-O0491	ol	f107r	f107r	f107r.26	1	G807-P0494	1	0	NO_EXACT_ALIGNMENT	NA	7	NO_EXACT_ALIGNMENT	NA	7	0	1	0	0
GDT800-O0493	okal	f107r	f107r	f107r.26	8	G807-P0494	1	1	UNIQUE_FORCED_EXACT	7	7	UNIQUE_FORCED_EXACT	7	7	1	1	0	0
GDT800-O0502	okal	f107r	f107r	f107r.32	4	G807-P0496	1	1	UNIQUE_FORCED_EXACT	4	7	UNIQUE_FORCED_EXACT	3	8	1	1	0	0
GDT800-O0503	okal	f107r	f107r	f107r.33	11	G807-P0496	1	1	UNIQUE_FORCED_EXACT	11	11	UNIQUE_FORCED_EXACT	11	11	1	1	0	0
GDT800-O0505	qotal	f107r	f107r	f107r.34	5	G807-P0497	1	1	UNIQUE_FORCED_EXACT	5	10	UNIQUE_FORCED_EXACT	4	8	1	1	0	0
GDT800-O0508	ol	f107r	f107r	f107r.35	10	G807-P0497	1	1	UNIQUE_FORCED_EXACT	10	11	UNIQUE_FORCED_EXACT	11	9	1	1	0	0
GDT800-O0511	cheol	f107r	f107r	f107r.39	2	G807-P0498	1	1	UNIQUE_FORCED_EXACT	2	12	UNIQUE_FORCED_EXACT	2	10	1	1	0	0
GDT800-O0512	cheol	f107r	f107r	f107r.39	3	G807-P0498	1	1	UNIQUE_FORCED_EXACT	3	12	UNIQUE_FORCED_EXACT	3	10	1	1	0	0
GDT800-O0513	ol	f107r	f107r	f107r.39	6	G807-P0498	1	0	UNIQUE_FORCED_EXACT	6	12	NO_EXACT_ALIGNMENT	NA	10	0	1	0	0
GDT800-O0516	okal	f107r	f107r	f107r.40	9	G807-P0498	1	1	UNIQUE_FORCED_EXACT	9	10	OPTIONAL_OR_DUPLICATE_EXACT	NA	8	0	1	0	0
GDT800-O0517	okal	f107r	f107r	f107r.40	10	G807-P0498	1	0	UNIQUE_FORCED_EXACT	10	10	OPTIONAL_OR_DUPLICATE_EXACT	NA	8	0	1	0	0
GDT800-O0519	otal	f107r	f107r	f107r.41	5	G807-P0498	1	1	UNIQUE_FORCED_EXACT	5	5	UNIQUE_FORCED_EXACT	5	6	1	1	0	0
GDT800-O0521	otal	f107r	f107r	f107r.43	7	G807-P0499	1	1	UNIQUE_FORCED_EXACT	7	8	UNIQUE_FORCED_EXACT	7	9	1	1	0	0
GDT800-O0525	ol	f107r	f107r	f107r.46	5	G807-P0500	1	1	UNIQUE_FORCED_EXACT	5	12	UNIQUE_FORCED_EXACT	5	12	1	1	0	0
GDT800-O0526	otal	f107r	f107r	f107r.46	8	G807-P0500	1	1	UNIQUE_FORCED_EXACT	8	12	UNIQUE_FORCED_EXACT	8	12	1	1	0	0
GDT800-O0527	otal	f107r	f107r	f107r.46	11	G807-P0500	1	1	UNIQUE_FORCED_EXACT	11	12	UNIQUE_FORCED_EXACT	11	12	1	1	0	0
GDT800-O0536	ol	f107r	f107r	f107r.51	4	G807-P0501	1	1	NO_EXACT_ALIGNMENT	NA	9	UNIQUE_FORCED_EXACT	4	11	0	1	0	0
GDT800-O0537	otal	f107r	f107r	f107r.51	6	G807-P0501	1	1	UNIQUE_FORCED_EXACT	5	9	UNIQUE_FORCED_EXACT	6	11	1	1	0	0
