fold_id	context	pair_id	view_id	held_physical_folio	train_paragraphs	train_positive_paragraphs	train_negative_paragraphs	test_paragraphs	test_positive_paragraphs	test_negative_paragraphs	training_vocabulary_types	training_positive_vocabulary_tokens	training_negative_vocabulary_tokens	both_training_classes_present	empty_vocabulary_neutral_tie_policy	fold_scoreable	fold_status
TARGET:G807-P01:RAW_PAIRED:f45r	TARGET	G807-P01	RAW_PAIRED	f45r	137	72	65	1	1	0	588	2469	1815	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f45v	TARGET	G807-P01	RAW_PAIRED	f45v	137	72	65	1	1	0	591	2470	1820	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f48r	TARGET	G807-P01	RAW_PAIRED	f48r	137	73	64	1	0	1	586	2484	1777	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f48v	TARGET	G807-P01	RAW_PAIRED	f48v	137	73	64	1	0	1	585	2484	1771	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f49r	TARGET	G807-P01	RAW_PAIRED	f49r	137	72	65	1	1	0	586	2454	1818	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f49v	TARGET	G807-P01	RAW_PAIRED	f49v	137	72	65	1	1	0	587	2436	1817	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f50r	TARGET	G807-P01	RAW_PAIRED	f50r	137	73	64	1	0	1	587	2486	1763	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f51r	TARGET	G807-P01	RAW_PAIRED	f51r	137	73	64	1	0	1	588	2483	1781	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f51v	TARGET	G807-P01	RAW_PAIRED	f51v	137	72	65	1	1	0	584	2443	1815	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f52v	TARGET	G807-P01	RAW_PAIRED	f52v	137	72	65	1	1	0	589	2466	1818	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f54v	TARGET	G807-P01	RAW_PAIRED	f54v	137	72	65	1	1	0	588	2434	1818	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f58r	TARGET	G807-P01	RAW_PAIRED	f58r	135	72	63	3	1	2	563	2406	1709	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f58v	TARGET	G807-P01	RAW_PAIRED	f58v	137	73	64	1	0	1	589	2486	1810	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f66r	TARGET	G807-P01	RAW_PAIRED	f66r	137	72	65	1	1	0	587	2434	1819	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f66v	TARGET	G807-P01	RAW_PAIRED	f66v	136	73	63	2	0	2	588	2486	1777	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f76r	TARGET	G807-P01	RAW_PAIRED	f76r	136	72	64	2	1	1	575	2269	1760	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f76v	TARGET	G807-P01	RAW_PAIRED	f76v	137	72	65	1	1	0	587	2467	1819	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f77r	TARGET	G807-P01	RAW_PAIRED	f77r	136	71	65	2	2	0	587	2393	1818	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f77v	TARGET	G807-P01	RAW_PAIRED	f77v	137	72	65	1	1	0	586	2419	1817	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f78r	TARGET	G807-P01	RAW_PAIRED	f78r	137	73	64	1	0	1	584	2482	1719	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f79r	TARGET	G807-P01	RAW_PAIRED	f79r	135	72	63	3	1	2	587	2474	1781	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f7v	TARGET	G807-P01	RAW_PAIRED	f7v	137	72	65	1	1	0	588	2463	1819	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f80r	TARGET	G807-P01	RAW_PAIRED	f80r	135	72	63	3	1	2	590	2464	1759	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f80v	TARGET	G807-P01	RAW_PAIRED	f80v	137	73	64	1	0	1	590	2485	1793	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f81r	TARGET	G807-P01	RAW_PAIRED	f81r	136	71	65	2	2	0	583	2401	1818	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f81v	TARGET	G807-P01	RAW_PAIRED	f81v	137	72	65	1	1	0	588	2454	1818	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f82r	TARGET	G807-P01	RAW_PAIRED	f82r	137	72	65	1	1	0	584	2402	1815	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f82v	TARGET	G807-P01	RAW_PAIRED	f82v	137	73	64	1	0	1	591	2487	1789	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f83r	TARGET	G807-P01	RAW_PAIRED	f83r	135	72	63	3	1	2	577	2442	1732	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f83v	TARGET	G807-P01	RAW_PAIRED	f83v	137	72	65	1	1	0	590	2439	1819	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f85r	TARGET	G807-P01	RAW_PAIRED	f85r	137	72	65	1	1	0	589	2455	1819	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f86v	TARGET	G807-P01	RAW_PAIRED	f86v	130	72	58	8	1	7	557	2412	1540	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f87r	TARGET	G807-P01	RAW_PAIRED	f87r	137	72	65	1	1	0	590	2473	1818	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f87v	TARGET	G807-P01	RAW_PAIRED	f87v	137	72	65	1	1	0	590	2471	1820	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f88r	TARGET	G807-P01	RAW_PAIRED	f88r	135	70	65	3	3	0	585	2436	1818	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f89v	TARGET	G807-P01	RAW_PAIRED	f89v	137	72	65	1	1	0	592	2480	1820	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f93r	TARGET	G807-P01	RAW_PAIRED	f93r	137	72	65	1	1	0	583	2397	1816	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f93v	TARGET	G807-P01	RAW_PAIRED	f93v	137	73	64	1	0	1	584	2479	1773	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f95v	TARGET	G807-P01	RAW_PAIRED	f95v	137	73	64	1	0	1	590	2485	1803	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f96r	TARGET	G807-P01	RAW_PAIRED	f96r	137	72	65	1	1	0	584	2443	1817	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_PAIRED:f9v	TARGET	G807-P01	RAW_PAIRED	f9v	137	73	64	1	0	1	588	2483	1790	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f100r	TARGET	G807-P01	STABLE_PAIRED	f100r	127	67	60	2	1	1	549	2332	1621	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f100v	TARGET	G807-P01	STABLE_PAIRED	f100v	128	67	61	1	1	0	550	2327	1636	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f102v	TARGET	G807-P01	STABLE_PAIRED	f102v	126	65	61	3	3	0	543	2291	1631	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f103r	TARGET	G807-P01	STABLE_PAIRED	f103r	126	66	60	3	2	1	549	2323	1621	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f103v	TARGET	G807-P01	STABLE_PAIRED	f103v	127	67	60	2	1	1	544	2333	1607	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f104r	TARGET	G807-P01	STABLE_PAIRED	f104r	126	66	60	3	2	1	545	2305	1620	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f104v	TARGET	G807-P01	STABLE_PAIRED	f104v	128	67	61	1	1	0	550	2331	1636	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f105v	TARGET	G807-P01	STABLE_PAIRED	f105v	127	68	59	2	0	2	544	2345	1584	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f106r	TARGET	G807-P01	STABLE_PAIRED	f106r	127	66	61	2	2	0	545	2317	1631	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f106v	TARGET	G807-P01	STABLE_PAIRED	f106v	128	68	60	1	0	1	551	2348	1617	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f107r	TARGET	G807-P01	STABLE_PAIRED	f107r	126	68	58	3	0	3	544	2343	1587	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f107v	TARGET	G807-P01	STABLE_PAIRED	f107v	127	67	60	2	1	1	549	2334	1610	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f108r	TARGET	G807-P01	STABLE_PAIRED	f108r	124	66	58	5	2	3	540	2312	1574	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f108v	TARGET	G807-P01	STABLE_PAIRED	f108v	125	65	60	4	3	1	535	2123	1626	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f111r	TARGET	G807-P01	STABLE_PAIRED	f111r	128	67	61	1	1	0	529	2105	1628	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f112r	TARGET	G807-P01	STABLE_PAIRED	f112r	127	67	60	2	1	1	547	2337	1599	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f112v	TARGET	G807-P01	STABLE_PAIRED	f112v	126	67	59	3	1	2	543	2336	1586	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f113r	TARGET	G807-P01	STABLE_PAIRED	f113r	126	67	59	3	1	2	544	2322	1587	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f113v	TARGET	G807-P01	STABLE_PAIRED	f113v	127	66	61	2	2	0	547	2296	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f114r	TARGET	G807-P01	STABLE_PAIRED	f114r	126	67	59	3	1	2	544	2324	1599	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f114v	TARGET	G807-P01	STABLE_PAIRED	f114v	127	67	60	2	1	1	545	2331	1605	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f115r	TARGET	G807-P01	STABLE_PAIRED	f115r	127	66	61	2	2	0	546	2302	1636	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f115v	TARGET	G807-P01	STABLE_PAIRED	f115v	128	68	60	1	0	1	549	2348	1626	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f116r	TARGET	G807-P01	STABLE_PAIRED	f116r	128	68	60	1	0	1	551	2348	1613	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f13v	TARGET	G807-P01	STABLE_PAIRED	f13v	128	68	60	1	0	1	550	2347	1622	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f20v	TARGET	G807-P01	STABLE_PAIRED	f20v	128	67	61	1	1	0	548	2327	1635	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f24v	TARGET	G807-P01	STABLE_PAIRED	f24v	128	67	61	1	1	0	548	2324	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f26r	TARGET	G807-P01	STABLE_PAIRED	f26r	128	68	60	1	0	1	549	2348	1619	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f27r	TARGET	G807-P01	STABLE_PAIRED	f27r	128	68	60	1	0	1	546	2345	1605	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f2v	TARGET	G807-P01	STABLE_PAIRED	f2v	128	67	61	1	1	0	551	2327	1636	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f31r	TARGET	G807-P01	STABLE_PAIRED	f31r	128	67	61	1	1	0	551	2333	1636	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f33r	TARGET	G807-P01	STABLE_PAIRED	f33r	128	68	60	1	0	1	547	2345	1598	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f33v	TARGET	G807-P01	STABLE_PAIRED	f33v	127	67	60	2	1	1	547	2307	1594	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f34v	TARGET	G807-P01	STABLE_PAIRED	f34v	128	67	61	1	1	0	547	2306	1635	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f35v	TARGET	G807-P01	STABLE_PAIRED	f35v	128	67	61	1	1	0	544	2289	1632	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f37r	TARGET	G807-P01	STABLE_PAIRED	f37r	128	68	60	1	0	1	549	2346	1620	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f3r	TARGET	G807-P01	STABLE_PAIRED	f3r	128	67	61	1	1	0	548	2339	1635	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f41r	TARGET	G807-P01	STABLE_PAIRED	f41r	128	68	60	1	0	1	548	2347	1611	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f44v	TARGET	G807-P01	STABLE_PAIRED	f44v	126	66	60	3	2	1	545	2311	1615	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f45r	TARGET	G807-P01	STABLE_PAIRED	f45r	128	67	61	1	1	0	547	2330	1631	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f48r	TARGET	G807-P01	STABLE_PAIRED	f48r	128	68	60	1	0	1	544	2345	1592	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f48v	TARGET	G807-P01	STABLE_PAIRED	f48v	128	68	60	1	0	1	542	2344	1586	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f49r	TARGET	G807-P01	STABLE_PAIRED	f49r	128	67	61	1	1	0	547	2319	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f49v	TARGET	G807-P01	STABLE_PAIRED	f49v	128	67	61	1	1	0	545	2297	1632	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f50r	TARGET	G807-P01	STABLE_PAIRED	f50r	128	68	60	1	0	1	547	2346	1583	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f51v	TARGET	G807-P01	STABLE_PAIRED	f51v	128	67	61	1	1	0	543	2305	1631	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f52v	TARGET	G807-P01	STABLE_PAIRED	f52v	128	67	61	1	1	0	548	2327	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f54v	TARGET	G807-P01	STABLE_PAIRED	f54v	128	67	61	1	1	0	547	2295	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f55r	TARGET	G807-P01	STABLE_PAIRED	f55r	128	68	60	1	0	1	549	2347	1609	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f58r	TARGET	G807-P01	STABLE_PAIRED	f58r	126	67	59	3	1	2	519	2266	1524	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f58v	TARGET	G807-P01	STABLE_PAIRED	f58v	128	68	60	1	0	1	548	2347	1626	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f66r	TARGET	G807-P01	STABLE_PAIRED	f66r	128	67	61	1	1	0	546	2295	1635	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f66v	TARGET	G807-P01	STABLE_PAIRED	f66v	127	68	59	2	0	2	547	2347	1593	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f76r	TARGET	G807-P01	STABLE_PAIRED	f76r	127	67	60	2	1	1	531	2127	1576	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f76v	TARGET	G807-P01	STABLE_PAIRED	f76v	128	67	61	1	1	0	547	2330	1635	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f77r	TARGET	G807-P01	STABLE_PAIRED	f77r	127	66	61	2	2	0	546	2255	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f77v	TARGET	G807-P01	STABLE_PAIRED	f77v	128	67	61	1	1	0	546	2281	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f78r	TARGET	G807-P01	STABLE_PAIRED	f78r	128	68	60	1	0	1	543	2344	1535	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f79r	TARGET	G807-P01	STABLE_PAIRED	f79r	126	67	59	3	1	2	546	2335	1598	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f80r	TARGET	G807-P01	STABLE_PAIRED	f80r	126	67	59	3	1	2	549	2325	1575	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f80v	TARGET	G807-P01	STABLE_PAIRED	f80v	128	68	60	1	0	1	549	2346	1609	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f81r	TARGET	G807-P01	STABLE_PAIRED	f81r	127	66	61	2	2	0	542	2262	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f81v	TARGET	G807-P01	STABLE_PAIRED	f81v	128	67	61	1	1	0	548	2316	1635	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f82r	TARGET	G807-P01	STABLE_PAIRED	f82r	128	67	61	1	1	0	543	2262	1632	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f82v	TARGET	G807-P01	STABLE_PAIRED	f82v	127	68	59	2	0	2	547	2348	1584	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f83r	TARGET	G807-P01	STABLE_PAIRED	f83r	128	68	60	1	0	1	549	2348	1611	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f83v	TARGET	G807-P01	STABLE_PAIRED	f83v	128	67	61	1	1	0	549	2300	1636	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f85r	TARGET	G807-P01	STABLE_PAIRED	f85r	128	67	61	1	1	0	546	2315	1634	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f86v	TARGET	G807-P01	STABLE_PAIRED	f86v	122	67	55	7	1	6	515	2271	1403	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f87r	TARGET	G807-P01	STABLE_PAIRED	f87r	128	67	61	1	1	0	550	2335	1635	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f88r	TARGET	G807-P01	STABLE_PAIRED	f88r	126	65	61	3	3	0	544	2297	1635	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f89v	TARGET	G807-P01	STABLE_PAIRED	f89v	128	67	61	1	1	0	551	2341	1636	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f93r	TARGET	G807-P01	STABLE_PAIRED	f93r	128	67	61	1	1	0	540	2258	1630	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f93v	TARGET	G807-P01	STABLE_PAIRED	f93v	128	68	60	1	0	1	543	2340	1590	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f95v	TARGET	G807-P01	STABLE_PAIRED	f95v	128	68	60	1	0	1	548	2345	1619	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f96r	TARGET	G807-P01	STABLE_PAIRED	f96r	128	67	61	1	1	0	543	2304	1633	1	0	1	SCOREABLE
TARGET:G807-P01:STABLE_PAIRED:f9v	TARGET	G807-P01	STABLE_PAIRED	f9v	128	68	60	1	0	1	546	2343	1606	1	0	1	SCOREABLE
TARGET:G807-P01:RAW_ED1_SENSITIVITY:f100r	TARGET	G807-P01	RAW_ED1_SENSITIVITY	f100r	136	72	64	2	1	1	540	2160	1584	1	0	1	SCOREABLE
