locus_row	diagram_id	page	locus	local_namespace	groups	group_serials	common_action_reading_de	revised_groups	memorized_whole_names	orientation	cross_instrument_join
27	A1	f67r2	f67r2.27	A67_LEFT_CELESTIAL_WHEEL	4	66|67|68|69	ansetzen + kurz + Arbeitsgang; senken; Mass; Gegenfeld	1	0	UNSPECIFIED	NONE
28	A1	f67r2	f67r2.28	A67_LEFT_CELESTIAL_WHEEL	2	70|71	eine Portion zugeben; Gegenfeld	0	0	UNSPECIFIED	NONE
29	A1	f67r2	f67r2.29	A67_LEFT_CELESTIAL_WHEEL	2	72|73	dies + eintragen + Arbeitsgang + dies; Mass	0	0	UNSPECIFIED	NONE
30	A1	f67r2	f67r2.30	A67_LEFT_CELESTIAL_WHEEL	2	74|75	Arbeitsgang + fortsetzen; fortsetzen + fortsetzen	0	0	UNSPECIFIED	NONE
31	A1	f67r2	f67r2.31	A67_LEFT_CELESTIAL_WHEEL	1	76	Arbeitsgang + hinein + fortsetzen + Schluss	0	0	UNSPECIFIED	NONE
32	A1	f67r2	f67r2.32	A67_LEFT_CELESTIAL_WHEEL	4	77|78|79|80	Teiladresse + Arbeitsgang + von dort; Arbeitsgang + Teiladresse + Nebenadresse + Sternbezug; Lauf; Stelle + Mass	0	0	UNSPECIFIED	NONE
33	A1	f67r2	f67r2.33	A67_LEFT_CELESTIAL_WHEEL	3	81|82|83	Teiladresse + ansetzen + Abschnitt; Arbeitsgang + kurz + von dort; Arbeitsgang + Stelle	0	0	UNSPECIFIED	NONE
34	A1	f67r2	f67r2.34	A67_LEFT_CELESTIAL_WHEEL	2	84|85	Arbeitsgang + Aussenbezug + von dort; Arbeitsgang + kurz + fortsetzen + Teiladresse + Abschnitt	0	0	UNSPECIFIED	NONE
35	A1	f67r2	f67r2.35	A67_LEFT_CELESTIAL_WHEEL	3	86|87|88	fortsetzen; Strahlmarke + Sollstufe; ansetzen + fortsetzen	0	0	UNSPECIFIED	NONE
36	A1	f67r2	f67r2.36	A67_LEFT_CELESTIAL_WHEEL	3	89|90|91	dies + eintragen + Ansatz; Mass; Ansatz	0	0	UNSPECIFIED	NONE
37	A1	f67r2	f67r2.37	A67_LEFT_CELESTIAL_WHEEL	1	92	dies + eintragen + Arbeitsgang + Mass	0	0	UNSPECIFIED	NONE
38	A1	f67r2	f67r2.38	A67_LEFT_CELESTIAL_WHEEL	2	93|94	danach + fortsetzen + Teiladresse + Arbeitsgang + Sternbezug; Arbeitsgang + bereit + fortsetzen + kurz	0	0	UNSPECIFIED	NONE
39	A1	f67r2	f67r2.39	A67_LEFT_CELESTIAL_WHEEL	3	95|96|97	Ansatz; umsetzen + Mass; dies	0	0	UNSPECIFIED	NONE
40	A1	f67r2	f67r2.40	A67_LEFT_CELESTIAL_WHEEL	3	98|99|100	dies + eintragen + kurz + Arbeitsgang + Sternbezug; Arbeitsgang + Sollstufe; Arbeitsgang + Strahlmarke	0	0	UNSPECIFIED	NONE
41	A1	f67r2	f67r2.41	A67_LEFT_CELESTIAL_WHEEL	2	101|102	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies; entnehmen + kurz + zufuehren + Arbeitsgang + Schluss	1	0	UNSPECIFIED	NONE
42	A1	f67r2	f67r2.42	A67_LEFT_CELESTIAL_WHEEL	3	103|104|105	Sternbezug + Arbeitsgang + Gabe; Gabe + Sternbezug; Arbeitsgang + Durchgang + dies	1	0	UNSPECIFIED	NONE
43	A1	f67r2	f67r2.43	A67_LEFT_CELESTIAL_WHEEL	4	106|107|108|109	Mass; Mass; Fach; Sternbezug + Strahlmarke	0	0	UNSPECIFIED	NONE
44	A1	f67r2	f67r2.44	A67_LEFT_CELESTIAL_WHEEL	3	110|111|112	Arbeitsgang + Aussenbezug + dies + dies; halten + kurz + Arbeitsgang + dies; Mass	0	0	UNSPECIFIED	NONE
45	A1	f67r2	f67r2.45	A67_LEFT_CELESTIAL_WHEEL	3	113|114|115	dies + Entnahme + dies; kurz + Sternbezug; Arbeitsgang + Teiladresse + Nebenadresse + Zaehlstrich + Sollstufe	1	0	UNSPECIFIED	NONE
46	A1	f67r2	f67r2.46	A67_LEFT_CELESTIAL_WHEEL	2	116|117	dies + kurz + zufuehren + laenger + Sternbezug; Ansatz + Stelle + dies	0	0	UNSPECIFIED	NONE
47	A1	f67r2	f67r2.47	A67_LEFT_CELESTIAL_WHEEL	1	118	dies + Aussenbezug + Portion	0	0	UNSPECIFIED	NONE
48	A1	f67r2	f67r2.48	A67_LEFT_CELESTIAL_WHEEL	3	119|120|121	eintragen + Arbeitsgang + Mass; Portion; dies	0	0	UNSPECIFIED	NONE
49	A1	f67r2	f67r2.49	A67_LEFT_CELESTIAL_WHEEL	3	122|123|124	Fach; Gabe + kurz + senken; Mass	1	0	UNSPECIFIED	NONE
50	A1	f67r2	f67r2.50	A67_LEFT_CELESTIAL_WHEEL	2	125|126	Gabe + laenger + Nebenadresse; Stelle	0	0	UNSPECIFIED	NONE
51	A1	f67r2	f67r2.51	A67_LEFT_CELESTIAL_WHEEL	1	127	Teiladresse + Nebenadresse + Mass	0	0	UNSPECIFIED	NONE
52	A1	f67r2	f67r2.52	A67_LEFT_CELESTIAL_WHEEL	1	128	danach + Arbeitsgang + kurz + von dort	0	0	UNSPECIFIED	NONE
53	A1	f67r2	f67r2.53	A67_LEFT_CELESTIAL_WHEEL	1	129	Teiladresse + umsetzen + von dort	0	0	UNSPECIFIED	NONE
54	A1	f67r2	f67r2.54	A67_LEFT_CELESTIAL_WHEEL	2	130|131	dies; Stelle + Stelle	0	0	UNSPECIFIED	NONE
55	A1	f67r2	f67r2.55	A67_LEFT_CELESTIAL_WHEEL	1	132	dies + eintragen + Arbeitsgang + Stelle	0	0	UNSPECIFIED	NONE
56	A1	f67r2	f67r2.56	A67_LEFT_CELESTIAL_WHEEL	2	133|134	fortsetzen; Mass	0	0	UNSPECIFIED	NONE
57	A1	f67r2	f67r2.57	A67_LEFT_CELESTIAL_WHEEL	2	135|136	danach von dort; dies	0	0	UNSPECIFIED	NONE
58	A1	f67r2	f67r2.58	A67_LEFT_CELESTIAL_WHEEL	3	137|138|139	Gabe; Stelle; Strahlmarke	0	0	UNSPECIFIED	NONE
59	A1	f67r2	f67r2.59	A67_LEFT_CELESTIAL_WHEEL	1	140	dies + eintragen + Gabe + fuehren + dies	0	0	UNSPECIFIED	NONE
60	A1	f67r2	f67r2.60	A67_LEFT_CELESTIAL_WHEEL	1	141	Arbeitsgang + bereit + dies + Sternbezug	0	0	UNSPECIFIED	NONE
61	A1	f67r2	f67r2.61	A67_LEFT_CELESTIAL_WHEEL	1	142	dies + eintragen + ansetzen + von dort	0	0	UNSPECIFIED	NONE
62	A1	f67r2	f67r2.62	A67_LEFT_CELESTIAL_WHEEL	1	143	danach + fortsetzen + Ansatz	0	0	UNSPECIFIED	NONE
63	A1	f67r2	f67r2.63	A67_LEFT_CELESTIAL_WHEEL	1	144	ansetzen + Arbeitsgang + von dort	0	0	UNSPECIFIED	NONE
64	A1	f67r2	f67r2.64	A67_RIGHT_CELESTIAL_WHEEL	2	145|146	Sternbezug; Lauf	0	0	UNSPECIFIED	NONE
65	A1	f67r2	f67r2.65	A67_RIGHT_CELESTIAL_WHEEL	1	147	Sternbezug + Arbeitsgang + kurz + von dort	0	0	UNSPECIFIED	NONE
66	A1	f67r2	f67r2.66	A67_RIGHT_CELESTIAL_WHEEL	1	148	Sternfigur + laenger + dies	0	0	UNSPECIFIED	NONE
67	A1	f67r2	f67r2.67	A67_RIGHT_CELESTIAL_WHEEL	1	149	ansetzen + Arbeitsgang + von dort	0	0	UNSPECIFIED	NONE
68	A1	f67r2	f67r2.68	A67_RIGHT_CELESTIAL_WHEEL	1	150	Arbeitsgang + kurz + hinein + Gabe + Teiladresse	0	0	UNSPECIFIED	NONE
69	A1	f67r2	f67r2.69	A67_RIGHT_CELESTIAL_WHEEL	2	151|152	Sternbezug; Nebenadresse + dies	0	0	UNSPECIFIED	NONE
70	A1	f67r2	f67r2.70	A67_RIGHT_CELESTIAL_WHEEL	1	153	Arbeitsgang + von dort	0	0	UNSPECIFIED	NONE
71	A1	f67r2	f67r2.71	A67_RIGHT_CELESTIAL_WHEEL	1	154	Ansatz + Abschnitt	0	0	UNSPECIFIED	NONE
72	A1	f67r2	f67r2.72	A67_LEFT_CELESTIAL_WHEEL	12	155|156|157|158|159|160|161|162|163|164|165|166	von dort; Stelle + Mass; dies + Mass; zufuehren + Arbeitsgang + dies; dies + Mass; Arbeitsgang + Aussenbezug + Lauf; dies + hinein + Lauf; dies + zufuehren + Arbeitsgang + Mass; dies + Teiladresse + fortsetzen + dies; dies + Stelle + Gabe + Sternbezug; fortsetzen + dies; kurz ansetzen	0	0	UNSPECIFIED	NONE
73	A1	f67r2	f67r2.73	A67_RIGHT_CELESTIAL_WHEEL	11	167|168|169|170|171|172|173|174|175|176|177	Sternbezug + halten + kurz + dies; dies; halten + laenger + Sternbezug; kurz + dies + zufuehren + laenger + dies; dies + zufuehren + dies; dies + zufuehren + dies; ansetzen + kurz + Arbeitsgang + dies; Arbeitsgang + Mass; ansetzen + fortsetzen; von dort; fortsetzen + von dort	0	0	UNSPECIFIED	NONE
74	A1	f67r2	f67r2.74	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	13	178|179|180|181|182|183|184|185|186|187|188|189|190	dies + halten + kurz + dies; ansetzen + laenger + Arbeitsgang + dies; Entnahme + Sternbezug; Arbeitsgang + laenger + Arbeitsgang + Sternbezug; Arbeitsgang + Durchgang + dies; Gabe + Sternbezug; Mass; ansetzen + laenger + Arbeitsgang + dies; ansetzen + Arbeitsgang + Mass; Arbeitsgang + Portion; von dort; Lauf; Nebenadresse + dies	2	0	UNSPECIFIED	NONE
75	A2	f68r1	f68r1.1	A68_LEFT_STAR_PANEL	9	191|192|193|194|195|196|197|198|199	Gabe + zufuehren + dies; entnehmen + eintragen + laenger + dies; Gabe + eintragen + laenger + dies; Sternfigur + fortsetzen; Entnahme + senken; Arbeitsgang + hinein + entnehmen + laenger + fortsetzen; danach + Ansatz; Gabe + bereit + vollstaendig + dies; ansetzen + Gabe + Stelle	3	0	UNSPECIFIED	NONE
76	A2	f68r1	f68r1.2	A68_MIDDLE_STAR_PANEL	9	200|201|202|203|204|205|206|207|208	eintragen + Arbeitsgang + entnehmen + Sternbezug + Arbeitsgang; danach + entnehmen + fuehren; vollständig ansetzen; Schluss; Ergebnis; entnehmen + laenger + eintragen + laenger + dies; dies + eintragen + kurz + Arbeitsgang + dies; entnehmen + hinein + Ansatz; Entnahme + zufuehren + Ansatz + dies; Gabe + Teiladresse	5	0	UNSPECIFIED	NONE
77	A2	f68r1	f68r1.3	A68_RIGHT_STAR_PANEL	8	209|210|211|212|213|214|215|216	dies + zufuehren + Ansatz; Ergebnis; Arbeitsgang + entnehmen + laenger + dies; Gabe + zufuehren + Stelle; länger ansetzen; senken + Ansatz; kurz + trennen + von dort; von dort + Gegenfeld	3	0	UNSPECIFIED	NONE
78	A2	f68r1	f68r1.4	A68_MULTIPANEL_STAR_ATLAS	2	217|218	Teiladresse + Ansatz; ansetzen + Nebenadresse + Zaehlstrich + Sollstufe	0	0	UNSPECIFIED	NONE
79	A2	f68r1	f68r1.5	A68_MULTIPANEL_STAR_ATLAS	1	219	dies + zufuehren + dies	0	0	UNSPECIFIED	NONE
80	A2	f68r1	f68r1.6	A68_MULTIPANEL_STAR_ATLAS	1	220	von dort + dies	0	0	UNSPECIFIED	NONE
81	A2	f68r1	f68r1.7	A68_MULTIPANEL_STAR_ATLAS	1	221	anheben + dies + zufuehren + fortsetzen + dies	1	0	UNSPECIFIED	NONE
82	A2	f68r1	f68r1.8	A68_MULTIPANEL_STAR_ATLAS	1	222	ansetzen + Arbeitsgang + Stelle + dies	0	0	UNSPECIFIED	NONE
83	A2	f68r1	f68r1.9	A68_MULTIPANEL_STAR_ATLAS	1	223	Arbeitsgang + Teiladresse + entnehmen + kurz + bereit + dies	1	0	UNSPECIFIED	NONE
84	A2	f68r1	f68r1.10	A68_MULTIPANEL_STAR_ATLAS	1	224	danach + Entnahme + Schluss	1	0	UNSPECIFIED	NONE
85	A2	f68r1	f68r1.11	A68_MULTIPANEL_STAR_ATLAS	1	225	ansetzen + Arbeitsgang + Stelle + dies	0	0	UNSPECIFIED	NONE
86	A2	f68r1	f68r1.12	A68_MULTIPANEL_STAR_ATLAS	1	226	Gabe + Sternhaufen + dies	0	0	UNSPECIFIED	NONE
87	A2	f68r1	f68r1.13	A68_MULTIPANEL_STAR_ATLAS	1	227	Arbeitsgang + bereit + kurz + dies	0	0	UNSPECIFIED	NONE
88	A2	f68r1	f68r1.14	A68_MULTIPANEL_STAR_ATLAS	1	228	danach + halten + kurz + dies	0	0	UNSPECIFIED	NONE
89	A2	f68r1	f68r1.15	A68_MULTIPANEL_STAR_ATLAS	1	229	danach + dies + Schluss	0	0	UNSPECIFIED	NONE
90	A2	f68r1	f68r1.16	A68_MULTIPANEL_STAR_ATLAS	1	230	ansetzen + kurz + von dort	0	0	UNSPECIFIED	NONE
91	A2	f68r1	f68r1.17	A68_MULTIPANEL_STAR_ATLAS	1	231	Sternfigur + Arbeitsgang + bereit + dies	0	0	UNSPECIFIED	NONE
92	A2	f68r1	f68r1.18	A68_MULTIPANEL_STAR_ATLAS	1	232	dies + eintragen + Gabe + Schluss	0	0	UNSPECIFIED	NONE
93	A2	f68r1	f68r1.19	A68_MULTIPANEL_STAR_ATLAS	1	233	danach + dies + Sternbezug	0	0	UNSPECIFIED	NONE
94	A2	f68r1	f68r1.20	A68_MULTIPANEL_STAR_ATLAS	1	234	weiterer Ansatz	0	0	UNSPECIFIED	NONE
95	A2	f68r1	f68r1.21	A68_MULTIPANEL_STAR_ATLAS	1	235	Arbeitsgang + Durchgang + dies	1	0	UNSPECIFIED	NONE
96	A2	f68r1	f68r1.22	A68_MULTIPANEL_STAR_ATLAS	1	236	Arbeitsgang + Aussenbezug + Entnahme + senken	1	0	UNSPECIFIED	NONE
97	A2	f68r1	f68r1.23	A68_MULTIPANEL_STAR_ATLAS	1	237	danach umsetzen; Schluss	0	0	UNSPECIFIED	NONE
98	A2	f68r1	f68r1.24	A68_MULTIPANEL_STAR_ATLAS	1	238	danach + dies + zufuehren + entnehmen + Sternbezug	1	0	UNSPECIFIED	NONE
99	A2	f68r1	f68r1.25	A68_MULTIPANEL_STAR_ATLAS	1	239	danach fortsetzen	0	0	UNSPECIFIED	NONE
100	A2	f68r1	f68r1.26	A68_MULTIPANEL_STAR_ATLAS	1	240	danach + Ansatz	0	0	UNSPECIFIED	NONE
101	A2	f68r1	f68r1.27	A68_MULTIPANEL_STAR_ATLAS	1	241	Arbeitsgang + Sollstufe + von dort	0	0	UNSPECIFIED	NONE
102	A2	f68r1	f68r1.28	A68_MULTIPANEL_STAR_ATLAS	1	242	ansetzen + fortsetzen + Schluss	0	0	UNSPECIFIED	NONE
103	A2	f68r1	f68r1.29	A68_MULTIPANEL_STAR_ATLAS	1	243	dies + zufuehren + umsetzen + dies	0	0	UNSPECIFIED	NONE
104	A2	f68r1	f68r1.30	A68_MULTIPANEL_STAR_ATLAS	1	244	Arbeitsgang + laenger + Arbeitsgang + Schluss	0	0	UNSPECIFIED	NONE
105	A2	f68r1	f68r1.31	A68_MULTIPANEL_STAR_ATLAS	1	245	Arbeitsgang + Sternfigur + dies	0	0	UNSPECIFIED	NONE
106	A2	f68r1	f68r1.32	A68_MULTIPANEL_STAR_ATLAS	1	246	ansetzen + laenger + Arbeitsgang + Stelle	0	0	UNSPECIFIED	NONE
107	A2	f68r1	f68r1.33	A68_MULTIPANEL_STAR_ATLAS	1	247	ansetzen + Ansatz	0	0	UNSPECIFIED	NONE
108	A2	f68r1	f68r1.34	A68_MULTIPANEL_STAR_ATLAS	1	248	Arbeitsgang + Sternbezug + Mass	0	0	UNSPECIFIED	NONE
109	A2	f68r1	f68r1.35	A68_MULTIPANEL_STAR_ATLAS	1	249	danach + Arbeitsgang + umsetzen + dies	0	0	UNSPECIFIED	NONE
110	A2	f68r1	f68r1.36	A68_MULTIPANEL_STAR_ATLAS	1	250	Teiladresse + fortsetzen + umsetzen + dies	0	0	UNSPECIFIED	NONE
111	A2	f68r1	f68r1.37	A68_MULTIPANEL_STAR_ATLAS	5	251|252|253|254|255	verwende dies; ansetzen + umsetzen + dies; ansetzen + von dort + dies; kurz + von dort; Arbeitsgang + dies + Strahlmarke + dies	0	0	UNSPECIFIED	NONE
112	A3	f69v	f69v.1	A69_LEFT_28_PLACE_WHEEL	40	256|257|258|259|260|261|262|263|264|265|266|267|268|269|270|271|272|273|274|275|276|277|278|279|280|281|282|283|284|285|286|287|288|289|290|291|292|293|294|295	Teiladresse + Lauf; dies + zufuehren + dies; Himmelsname OTAZA; von dort; von dort; dies + zufuehren + von dort; ansetzen + Arbeitsgang + Zaehlstrich + senken + halten; von dort; entnehmen + kurz + eintragen + Arbeitsgang + dies; ansetzen + laenger + Arbeitsgang + Sternbezug; Arbeitsgang; eintragen + kurz + dies; danach + ansetzen + vollstaendig + dies; ansetzen + laenger + Arbeitsgang + dies; länger ansetzen; Teiladresse + Arbeitsgang + Zaehlstrich + Zaehlstrich + senken; eintragen + laenger + Arbeitsgang; dies; dies; danach; dies; ansetzen + kurz + dies; entnehmen + Sternbezug + dies; ansetzen + kurz + Arbeitsgang + Teiladresse; dies; dies; Gabe + Mass; ansetzen + von dort; ansetzen + von dort; fortsetzen; entnehmen + laenger + Sternbezug; dies + eintragen + Arbeitsgang; Arbeitsgang + Teiladresse + Lauf; danach + dies; danach + laenger + Arbeitsgang; von dort; Arbeitsgang; kurz + dies + zufuehren + kurz + Arbeitsgang + dies; Teiladresse + Ansatz; von dort	5	1	UNSPECIFIED	NONE
113	A3	f69v	f69v.2	A69_MIDDLE_CLOUD_WAVE_WHEEL	38	296|297|298|299|300|301|302|303|304|305|306|307|308|309|310|311|312|313|314|315|316|317|318|319|320|321|322|323|324|325|326|327|328|329|330|331|332|333	dies + zufuehren + Nebenadresse; fortsetzen; dies + zufuehren + von dort; Stelle; dies + zufuehren + Nebenadresse + dies; Zaehlstrich + ansetzen + laenger + Ansatz; Ergebnis; fortsetzen + dies; dies + zufuehren + laenger + Stelle; Entnahme; Arbeitsgang + von dort + Gegenfeld; Arbeitsgang + Durchgang + dies; dies länger halten; Mass; dies; Teiladresse + Nebenadresse + Zaehlstrich + Zaehlstrich + Stelle; Entnahme + dies; Stelle; dies + kurz + eintragen + kurz + dies; entnehmen + kurz + von dort; dies; dies; dies + zufuehren + kurz + dies; entnehmen; dies; dies; fortsetzen; dies + zufuehren + von dort; fortsetzen; dies; dies + zufuehren + laenger + Arbeitsgang + dies; dies; Stelle; Arbeitsgang abschließen; Lauf + dies; verwende dies; dies + dies; dies	5	0	UNSPECIFIED	NONE
114	A3	f69v	f69v.3	A69_RIGHT_FACE_RAY_WHEEL	29	334|335|336|337|338|339|340|341|342|343|344|345|346|347|348|349|350|351|352|353|354|355|356|357|358|359|360|361|362	Teiladresse + Arbeitsgang + Lauf; danach + Stelle + Stelle; Teiladresse + Lauf; dies umsetzen; danach + Arbeitsgang + von dort; von dort; dies; danach + kurz + Ansatz; Gabe; danach + Lauf; umsetzen + Nebenadresse; danach + laenger + Stelle; Entnahme + senken; von dort; Lauf; danach + kurz + Arbeitsgang + dies; dies + eintragen + dies + Teiladresse; Nebenadresse; Teiladresse + dies; danach + fortsetzen + dies; ansetzen + kurz + Arbeitsgang + Stelle; danach + kurz + Arbeitsgang + von dort + von dort; entnehmen + kurz + eintragen + laenger + Sternbezug + kurz + senken; Teiladresse + Lauf; dies; ansetzen + Arbeitsgang + dies; Stelle; nächsten Posten länger halten; nächsten Posten länger halten	2	0	UNSPECIFIED	NONE
115	A3	f69v	f69v.4	A69_LEFT_28_PLACE_WHEEL	2	363|364	länger ansetzen; von dort	0	0	UNSPECIFIED	NONE
116	A3	f69v	f69v.5	A69_LEFT_28_PLACE_WHEEL	2	365|366	ansetzen + kurz + Arbeitsgang; dies	0	0	UNSPECIFIED	NONE
117	A3	f69v	f69v.6	A69_LEFT_28_PLACE_WHEEL	1	367	Arbeitsgang + Gabe + dies + zufuehren	0	0	UNSPECIFIED	NONE
118	A3	f69v	f69v.7	A69_LEFT_28_PLACE_WHEEL	1	368	dies + zufuehren + laenger + dies	0	0	UNSPECIFIED	NONE
119	A3	f69v	f69v.8	A69_LEFT_28_PLACE_WHEEL	1	369	dies + eintragen + Ansatz + dies	0	0	UNSPECIFIED	NONE
120	A3	f69v	f69v.9	A69_LEFT_28_PLACE_WHEEL	1	370	Arbeitsgang + laenger + dies	0	0	UNSPECIFIED	NONE
121	A3	f69v	f69v.10	A69_LEFT_28_PLACE_WHEEL	1	371	dies + eintragen + Arbeitsgang + Schluss	0	0	UNSPECIFIED	NONE
122	A3	f69v	f69v.11	A69_LEFT_28_PLACE_WHEEL	1	372	ansetzen + Arbeitsgang + Schluss	0	0	UNSPECIFIED	NONE
123	A3	f69v	f69v.12	A69_LEFT_28_PLACE_WHEEL	1	373	danach + Arbeitsgang + Schluss	0	0	UNSPECIFIED	NONE
124	A3	f69v	f69v.13	A69_LEFT_28_PLACE_WHEEL	1	374	ansetzen + kurz + Stelle	0	0	UNSPECIFIED	NONE
125	A3	f69v	f69v.14	A69_LEFT_28_PLACE_WHEEL	1	375	ansetzen + kurz + Arbeitsgang + Teiladresse	0	0	UNSPECIFIED	NONE
126	A3	f69v	f69v.15	A69_LEFT_28_PLACE_WHEEL	1	376	danach + laenger + dies + Sternbezug	0	0	UNSPECIFIED	NONE
127	A3	f69v	f69v.16	A69_LEFT_28_PLACE_WHEEL	1	377	danach + kurz + fortsetzen	0	0	UNSPECIFIED	NONE
128	A3	f69v	f69v.17	A69_LEFT_28_PLACE_WHEEL	1	378	dies + zufuehren + kurz + dies + Schluss	0	0	UNSPECIFIED	NONE
129	A3	f69v	f69v.18	A69_LEFT_28_PLACE_WHEEL	1	379	ansetzen + kurz + Arbeitsgang + Teiladresse	0	0	UNSPECIFIED	NONE
130	A3	f69v	f69v.19	A69_LEFT_28_PLACE_WHEEL	1	380	von dort + Stelle	0	0	UNSPECIFIED	NONE
