decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G662-D59	dchedy	DRY	PRODUCTIVE_COMPOUND	abgemessene Trockendroge, fertig	D_MEASURED+CHEDY_DRY_FINISHED	Dosisfeld trocken und geschlossen	26	25	23	15	16	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D60	kair	MEASURE	PRODUCTIVE_COMPOUND	heiße Drogenfraktion II	K_HOT+AIR_FRACTION_II	Hitze-/Sortierklasse II	11	10	8	8	8	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D61	ra	MEASURE	PRODUCTIVE_COMPOUND	Wurzelanteil	R_ROOT+A_VALUE_LINK	Wurzelkopf vor offener Mengenstelle	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D62	lchedar	WOOD	PRODUCTIVE_COMPOUND	getrocknete Holzfraktion I	L_WOOD+CHED_DRY+AR_FRACTION_I	Holz mit Trockenheitsgrad I	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D63	ey	FUNCTION_WORD	LEARNED_FUNCTION_WORD	anschließend	LEARNED_SEQUENCE_SIGN	mischen oder Mittelstufe	14	14	13	0	0	EY_MIX_BETWEEN_MATERIALS|EY_MIX_NEXT|EY_MIX_PREVIOUS|EY_SEQUENCE_NEXT	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D64	pcheol	DRY	PRODUCTIVE_COMPOUND	getrockneter Pulverstoff	P_POWDER+CHEOL_DRY_MATERIAL	Pulver aus Trockendroge	10	10	8	10	10	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D65	lchedam	WOOD	PRODUCTIVE_COMPOUND	ein Maß getrocknetes Drogenholz	L_WOOD+CHED_DRY+DAM_DOSE_I	Holz mit Trockenheitsmaß I	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D66	qokeeey	Q_COMMAND	PRODUCTIVE_COMPOUND	stark erhitzt, Endstufe III	QO_FRAME+K_HOT+EEE_END_III+Y	Bindungsstufe III	27	27	18	22	22	PRACTICAL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D67	oldy	HYBRID	PRODUCTIVE_COMPOUND	fertiger, abgeseihter Auszug	OL_MATERIAL+D_FINISHED+Y	fertig aufbereitetes Drogenmaterial	25	24	18	17	18	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D68	sheekchy	MOIST	PRODUCTIVE_COMPOUND	vollständig anfeuchten, dann heiß-trocken ansetzen	SHEE_MOIST_END+KCH_HOT_DRY+Y	Qualitäten ohne Handlungsfolge	2	2	2	2	2	PRACTICAL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D69	ypshedy	ENTRY	PRODUCTIVE_COMPOUND	Eintrag: fertige Pulverpaste	Y_ENTRY+P_POWDER+SHEDY_MOIST_FINISHED	Y-Grenze vor Feuchtpulver	1	1	1	0	0	Y_ENTRY_COMMAND	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D70	opchdy	DRY	PRODUCTIVE_COMPOUND	fertiges Trockenpulverpräparat	O_PREP+P_POWDER+CHDY_DRY_FINISHED	Trockenansatz mit P-Kopf	18	18	14	13	13	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D71	taral	MEASURE	PRODUCTIVE_COMPOUND	kalte Rohdrogenfraktion I	T_COLD+AR_FRACTION_I+AL_RAW_I	kalte Rohstoffklasse I	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D72	dytshy	HYBRID	HYBRID_EXACT	danach kalt-feucht ansetzen	DY_SEQUENCE+T_COLD+SH_MOIST+Y	kalt-feuchter Abschluss	1	1	1	1	1	PRACTICAL_ACTION	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D73	choldy	DRY	PRODUCTIVE_COMPOUND	fertig getrocknete Droge	CHOL_DRY_MATERIAL+DY_FINISHED	Trockengut plus Abschluss	8	8	8	5	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D74	tchor	PART	PRODUCTIVE_COMPOUND	kalt-trockene Drogenportion	T_COLD+CHOR_PLANT_PART	kalt-trockener Pflanzenteil	21	21	18	17	17	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D75	sheoees	HYBRID	PRODUCTIVE_COMPOUND	vollständig eingeweichte Arzneimischung	SHEO_MOIST_PREP+EE_END+S	feuchtes Material, Bindungsstufe II	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
G662-D76	cheyet	LEARNED_WHOLE	LEARNED_WHOLE	getrocknete, abgekühlte Wurzel	LEARNED_LABEL_WHOLE	Pflanzenname im einzigen Labelkontext	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V39_REPLACEABLE_NO_SUBSTRING_EXPORT
