occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	card_type	scope_mode	rendering_class	left_surface	right_surface	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v38_gloss_de	v39_gloss_de	v38_scope_state	v39_scope_state	v39_working_translation_de	exact_surface_dispatch	substring_dispatch
G662-T0011	f102v2	f102v2.20	3	3	12	keeol	P	MEDIAL	P	A	1	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	cho	okeeey	stark erhitzter Drogenstoff	stark erhitzter Drogenstoff	K_HOT+EE_END+OL_MATERIAL	heißer Stoff am Gradende	1	1	1	0	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	qekeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoe	qokeor cho keeol okeeey qokeo y chockhey qokeey dol ol sheeoy to y cheoc	[keeol:?]	stark erhitzter Drogenstoff	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[qokeor:?]; Trockenansatz; stark erhitzter Drogenstoff; [okeeey:?]; [qokeody:?]; Arzneikompositum im Trockenansatz in der Gradmitte; heiß am Ende des Grades; Materialmaß; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [sheeoy:?]; [tody:?]; [cheoc:?]	1	0
G662-T0012	f102v2	f102v2.37	1	1	10	tchor	P	BOS	P	A	1	PART	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	<BOS>	ar	kalt-trockene Drogenportion	kalt-trockene Drogenportion	T_COLD+CHOR_PLANT_PART	kalt-trockener Pflanzenteil	1	1	1	0	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	tchor or chey kor or cthey qoeeey qokeey okeo roly sar	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	[tchor:?]	kalt-trockene Drogenportion	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	kalt-trockene Drogenportion; Drogenfraktion I; trocken in der Mitte des Grades; heiße Drogenportion; Drogenportion; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; [qoeeey:?]; heiß am Ende des Grades; [okeoroly:?]; Samenfraktion I	1	0
G662-T0013	f103r	f103r.12	7	7	9	shar	P	MEDIAL	S	B	3	MOIST	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	keedy	aiin	angefeuchtete Drogenfraktion I	angefeuchtete Drogenfraktion I	SH_MOIST+AR_FRACTION_I	Feuchtfraktion ohne Zubereitungswert	1	1	1	0	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol kee y shar aiin ote y	[shar:?]	angefeuchtete Drogenfraktion I	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[oain:?]; feucht in der Mitte des Grades; Arzneikompositum: feucht, Gradanfang; kalter Ansatz am Ende des Grades; [qokeol:?]; heiß am Ende des Grades, abgeschlossen; angefeuchtete Drogenfraktion I; Menge III; kalter Ansatz in der Mitte des Grades, abgeschlossen	1	0
G662-T0014	f103r	f103r.28	2	2	11	qokeeey	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	PRACTICAL_ACTION	deshedy	dalkain	stark erhitzt, Endstufe III	erhitze bis Endstufe III	QO_FRAME+K_HOT+EEE_END_III+Y	Bindungsstufe III	0	0	1	0	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	deshedy qokchey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	[qokeeey:?]	stark erhitzt, Endstufe III	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[deshedy:?]; erhitze bis Endstufe III; [dalkain:?]; heiß, Grad III, im Ansatzrahmen; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; kalt im Zubereitungsrahmen, Grad II; Menge-/Klassenwert II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Ende des Grades; Drogenholz, heiß am Gradende, abgeschlossen	1	0
G662-T0015	f103r	f103r.32	5	5	8	shety	P	MEDIAL	S	B	3	MOIST	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	PRACTICAL_ACTION	qokal	otedy	feucht-kalt ansetzen	setze feucht-kalt an	SH_MOIST+E+T_COLD+Y	feucht-kalter Zustand	1	1	1	0	okeey shedy qokedy qokal shety otedy shcthy oraiin	okeey shedy qokedy qokal shety otedy shcthy oraiin	okeey shedy qoke y qokal shety ote y shcthy oraiin	[shety:?]	feucht-kalt ansetzen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	heißer Ansatz am Ende des Grades; feucht in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; setze feucht-kalt an; kalter Ansatz in der Mitte des Grades, abgeschlossen; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; Portion III	1	0
G662-T0016	f103r	f103r.33	5	5	11	choldy	P	MEDIAL	S	B	3	DRY	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	shckhy	qokal	fertig getrocknete Droge	fertig getrocknete Droge	CHOL_DRY_MATERIAL+DY_FINISHED	Trockengut plus Abschluss	1	1	1	0	qokeey chechy qokey shckhy choldy qokal y shedy yteedy qotail shedy	qokeey chechy qokey shckhy choldy qokaly shedy yteedy qotail seedy	qokeey chechy qokey shckhy choldy qokal y she y yteedy qotail she y	[choldy:?]	fertig getrocknete Droge	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	heiß am Ende des Grades; [chechy:?]; heiß in der Mitte des Grades; Arzneikompositum: feucht, Gradanfang; fertig getrocknete Droge; Rohstoffklasse I, heiß am Gradanfang; hierzu: feucht in der Mitte des Grades, abgeschlossen; [yteedy:?]; [qotail:?]; feucht in der Mitte des Grades, abgeschlossen	1	0
G662-T0017	f103r	f103r.50	4	4	11	qol	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QOL_ADD_NEXT	shey	cheey	Drogenstoff zugeben	gib Folgendes hinzu:	QO_FRAME+L_MATERIAL_AS_LEARNED_ACTION	Rezeptgrundlage / Trägerdroge	1	1	1	0	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	ssheey lshey qol cheey chey qokeey okeey qokain cheey qotain	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	[qol:?]	Drogenstoff zugeben	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[ssheey:?]; [l:?]; feucht in der Mitte des Grades; gib Folgendes hinzu: trocken am Ende des Grades; trocken in der Mitte des Grades; heiß am Ende des Grades; heißer Ansatz am Ende des Grades; heiß, Grad II; trocken am Ende des Grades; kalt im qo-Rahmen, Grad II	1	0
G662-T0018	f103r	f103r.52	3	3	10	qol	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QOL_ADD_NEXT	oteey	keedy	Drogenstoff zugeben	gib Folgendes hinzu:	QO_FRAME+L_MATERIAL_AS_LEARNED_ACTION	Rezeptgrundlage / Trägerdroge	0	0	1	0	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	pche al oteey qolkeedy qokeey qoty chepchy qopchey lkaiin otalsy	[qol:?]	Drogenstoff zugeben	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[pchedal:?]; kalter Ansatz am Ende des Grades; gib Folgendes hinzu: heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades; kalt am Anfang des Grades; [chepchy:?]; [qopchey:?]; [lkaiin:?]; [otalsy:?]	1	0
G662-T0019	f103r	f103r.54	1	1	5	dsheey	P	BOS	S	B	3	MOIST	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	<BOS>	qoteeey	abgemessene, vollständig angefeuchtete Droge	abgemessene, vollständig angefeuchtete Droge	D_MEASURED+SHEEY_MOIST_END	Feuchtmaß am Gradende	0	0	1	0	dsheey qoteeey darchedy qokey qoty	dshey qoteeey darchedy qokey qoty	deey qoteeey archedy qokey qoty	[dsheey:?]	abgemessene, vollständig angefeuchtete Droge	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	abgemessene, vollständig angefeuchtete Droge; [qoteeey:?]; [darchedy:?]; heiß in der Mitte des Grades; kalt am Anfang des Grades	1	0
G662-T0020	f103v	f103v.16	2	2	8	sheekchy	P	MEDIAL	S	B	3	MOIST	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	PRACTICAL_ACTION	daiin	okeeshy	vollständig anfeuchten, dann heiß-trocken ansetzen	feuchte vollständig an, dann setze heiß-trocken an	SHEE_MOIST_END+KCH_HOT_DRY+Y	Qualitäten ohne Handlungsfolge	1	1	1	0	daiin sheekchy okeeshy qol shedy otain ol kedy	doiin sheekchy okeeshy qol shedy otain olkedy	d iin sheekchy okeeshy qol shedy otain olke y	[sheekchy:?]	vollständig anfeuchten, dann heiß-trocken ansetzen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Grad-/Maßwert III; feuchte vollständig an, dann setze heiß-trocken an; [okeeshy:?]; gib Folgendes hinzu: feucht in der Mitte des Grades, abgeschlossen; kalt im Zubereitungsrahmen, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß in der Mitte des Grades, abgeschlossen	1	0
G662-T0021	f103v	f103v.16	4	4	8	qol	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QOL_ADD_NEXT	okeeshy	shedy	Drogenstoff zugeben	gib Folgendes hinzu:	QO_FRAME+L_MATERIAL_AS_LEARNED_ACTION	Rezeptgrundlage / Trägerdroge	1	1	1	0	daiin sheekchy okeeshy qol shedy otain ol kedy	doiin sheekchy okeeshy qol shedy otain olkedy	d iin sheekchy okeeshy qol shedy otain olke y	[qol:?]	Drogenstoff zugeben	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Grad-/Maßwert III; feuchte vollständig an, dann setze heiß-trocken an; [okeeshy:?]; gib Folgendes hinzu: feucht in der Mitte des Grades, abgeschlossen; kalt im Zubereitungsrahmen, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß in der Mitte des Grades, abgeschlossen	1	0
G662-T0022	f103v	f103v.32	1	1	7	qokeeey	P	BOS	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	PRACTICAL_ACTION	<BOS>	chey	stark erhitzt, Endstufe III	erhitze bis Endstufe III	QO_FRAME+K_HOT+EEE_END_III+Y	Bindungsstufe III	1	1	1	1	qokeeey chey qotey chokaiin shal chedy olkam	qokeeey chey qotey chokaiin shal chedy olkam	qokeeey chey qotey chokaiin shal chedy olkam	[qokeeey:?]	stark erhitzt, Endstufe III	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	erhitze bis Endstufe III; trocken in der Mitte des Grades; kalt in der Mitte des Grades; [chokaiin:?]; Rohstoffklasse I, feucht am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; heißes Material [terminal-M]	1	0
G662-T0023	f103v	f103v.33	10	10	10	oly	P	EOS	S	B	3	HYBRID	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	OLY_STRAIN_FINISH	opchey	<EOS>	abseihen	seihe Vorstehendes ab.	OL_MATERIAL+Y_CLOSE_AS_LEARNED_ACTION	Drogenmaterial in Grundform	1	1	1	1	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	[oly:?]	abseihen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[yshey:?]; Drogenholz, heiß am Gradende; heiß, Grad II; heißer Ansatz in der Mitte des Grades; heiß, Grad III, im Ansatzrahmen; getrockneter Ansatz; kalter Ansatz in der Mitte des Grades; [shdpchy:?]; [opchey:?]; seihe Vorstehendes ab.	1	0
G662-T0024	f103v	f103v.35	1	1	10	qol	P	BOS	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	QOL_ADD_NEXT	<BOS>	shey	Drogenstoff zugeben	gib Folgendes hinzu:	QO_FRAME+L_MATERIAL_AS_LEARNED_ACTION	Rezeptgrundlage / Trägerdroge	1	1	1	0	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	qol shey ykeey okeey lsheey sheckhy chtain oty okedy otaly	qol shey ykeey keey lshey sheckhy chtain oty okedy otaly	[qol:?]	Drogenstoff zugeben	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	gib Folgendes hinzu: feucht in der Mitte des Grades; [ykeey:?]; heißer Ansatz am Ende des Grades; eingeweichtes Drogenholz, Form I; feuchtes Arzneikompositum am Gradanfang; kalt-trocken, Grad II; kalter Ansatz am Anfang des Grades; heißer Ansatz in der Mitte des Grades, abgeschlossen; [otaly:?]	1	0
G662-T0025	f103v	f103v.4	5	5	8	lkees	P	MEDIAL	S	B	3	WOOD	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	okeey	ol	stark erhitzte Holzdroge, Endstufe	stark erhitzte Holzdroge, Endstufe	L_WOOD+K_HOT+EE_END+S_BOUND	heißer L-Rahmenstoff	1	1	1	0	y cheey qokeey okeey lkees ol qoteedy ykeedy	y cheey qokeey okeey lkees ol qoteedy ykeedy	ycheey qokeey okeey lkees ol qoteed ykeedy	[lkees:?]	stark erhitzte Holzdroge, Endstufe	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Eintrag: trocken am Ende des Grades; heiß am Ende des Grades; heißer Ansatz am Ende des Grades; stark erhitzte Holzdroge, Endstufe; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kalt am Ende des Grades, abgeschlossen; Eintrag/Bezug: heiß am Gradende, abgeschlossen	1	0
G662-T0026	f103v	f103v.45	11	11	11	oly	P	EOS	S	B	3	HYBRID	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	OLY_STRAIN_FINISH	otar	<EOS>	abseihen	seihe Vorstehendes ab.	OL_MATERIAL+Y_CLOSE_AS_LEARNED_ACTION	Drogenmaterial in Grundform	1	1	1	0	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	okey ol cheey lcheey lkain shckhy sheckhy orain otar oly	okey ol cheey lcheey lkain shckhy sheckhyorain otar oly	[oly:?]	abseihen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	heißer Ansatz in der Mitte des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Ende des Grades; Drogenholz, trocken gebunden, Form II; [lkain:?]; Arzneikompositum: feucht, Gradanfang; feuchtes Arzneikompositum am Gradanfang; Drogenportion; Menge-/Klassenwert II; kalte Drogenfraktion I im Ansatz; seihe Vorstehendes ab.	1	0
G662-T0027	f103v	f103v.5	10	10	10	oly	P	EOS	S	B	3	HYBRID	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	OLY_STRAIN_FINISH	qokaiin	<EOS>	abseihen	seihe Vorstehendes ab.	OL_MATERIAL+Y_CLOSE_AS_LEARNED_ACTION	Drogenmaterial in Grundform	1	1	1	0	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokain oly	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly	[oly:?]	abseihen	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[pcheor:?]; [olkeey:?]; [cheky:?]; heiß und feucht am Anfang des Grades, abgeschlossen; heiß, Grad III; [okechdy:?]; [qopchdy:?]; kalt in der Mitte des Grades, abgeschlossen; heiß, Grad III; seihe Vorstehendes ab.	1	0
G662-T0028	f104r	f104r.25	4	4	11	qodaiin	P	MEDIAL	S	B	3	Q_COMMAND	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	chckhey	chckhy	Qualitätsgrad III	Qualitätsgrad III	QO_FRAME+DAIIN_GRADE_III	Ansatzdosis III	1	1	1	0	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar aisam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	[qodaiin:?]	Qualitätsgrad III	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	Samenfraktion I; [okair:?]; Arzneikompositum: trocken, Gradmitte; Qualitätsgrad III; Arzneikompositum: trocken, Gradanfang; [checkhd:?]; [l:?]; Wurzel, Typ/Charge III; kalt im Zubereitungsrahmen, Grad II; Drogenfraktion I; [airam:?]	1	0
