occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G662-T0012	f102v2	f102v2.37	1	tchor	BOS	1	1	0	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	tchor or chey kor or cthey qoeeey qokeey okeo roly sar	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0013	f103r	f103r.12	7	shar	MEDIAL	1	1	0	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol kee y shar aiin ote y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0014	f103r	f103r.28	2	qokeeey	MEDIAL	0	0	0	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	deshedy qokchey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0015	f103r	f103r.32	5	shety	MEDIAL	1	1	0	okeey shedy qokedy qokal shety otedy shcthy oraiin	okeey shedy qokedy qokal shety otedy shcthy oraiin	okeey shedy qoke y qokal shety ote y shcthy oraiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0016	f103r	f103r.33	5	choldy	MEDIAL	1	1	0	qokeey chechy qokey shckhy choldy qokal y shedy yteedy qotail shedy	qokeey chechy qokey shckhy choldy qokaly shedy yteedy qotail seedy	qokeey chechy qokey shckhy choldy qokal y she y yteedy qotail she y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0017	f103r	f103r.50	4	qol	MEDIAL	1	1	0	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	ssheey lshey qol cheey chey qokeey okeey qokain cheey qotain	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0018	f103r	f103r.52	3	qol	MEDIAL	0	0	0	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	pchedal oteey qol keedy qokeey qoty chepchy qopchey lkaiin otalsy	pche al oteey qolkeedy qokeey qoty chepchy qopchey lkaiin otalsy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0019	f103r	f103r.54	1	dsheey	BOS	0	0	0	dsheey qoteeey darchedy qokey qoty	dshey qoteeey darchedy qokey qoty	deey qoteeey archedy qokey qoty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0020	f103v	f103v.16	2	sheekchy	MEDIAL	1	1	0	daiin sheekchy okeeshy qol shedy otain ol kedy	doiin sheekchy okeeshy qol shedy otain olkedy	d iin sheekchy okeeshy qol shedy otain olke y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0021	f103v	f103v.16	4	qol	MEDIAL	1	1	0	daiin sheekchy okeeshy qol shedy otain ol kedy	doiin sheekchy okeeshy qol shedy otain olkedy	d iin sheekchy okeeshy qol shedy otain olke y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0022	f103v	f103v.32	1	qokeeey	BOS	1	1	1	qokeeey chey qotey chokaiin shal chedy olkam	qokeeey chey qotey chokaiin shal chedy olkam	qokeeey chey qotey chokaiin shal chedy olkam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0023	f103v	f103v.33	10	oly	EOS	1	1	1	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0024	f103v	f103v.35	1	qol	BOS	1	1	0	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	qol shey ykeey okeey lsheey sheckhy chtain oty okedy otaly	qol shey ykeey keey lshey sheckhy chtain oty okedy otaly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0025	f103v	f103v.4	5	lkees	MEDIAL	1	1	0	y cheey qokeey okeey lkees ol qoteedy ykeedy	y cheey qokeey okeey lkees ol qoteedy ykeedy	ycheey qokeey okeey lkees ol qoteed ykeedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0026	f103v	f103v.45	11	oly	EOS	1	1	0	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	okey ol cheey lcheey lkain shckhy sheckhy orain otar oly	okey ol cheey lcheey lkain shckhy sheckhyorain otar oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0027	f103v	f103v.5	10	oly	EOS	1	1	0	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokain oly	pcheor olkeey cheky qokshdy qokaiin okechdy qopchdy qotedy qokaiin oly	reader agreement conditions confidence only; it does not identify plaintext
G662-T0028	f104r	f104r.25	4	qodaiin	MEDIAL	1	1	0	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar aisam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0029	f104r	f104r.26	1	shar	BOS	1	1	1	shar sheey kar sheody	shar sheey kar sheody	shar sheey kar sheody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0030	f104r	f104r.4	6	qodaiin	MEDIAL	1	1	0	o l sheedy qokeedy chedal qodaiin qodaiin chry	ol sheedy qokeedy chedal qodaiin qodaiiin chry	ol eedy qokee y chedal qodaiin qodeiiiin chry	reader agreement conditions confidence only; it does not identify plaintext
G662-T0031	f104r	f104r.4	7	qodaiin	MEDIAL	0	0	0	o l sheedy qokeedy chedal qodaiin qodaiin chry	ol sheedy qokeedy chedal qodaiin qodaiiin chry	ol eedy qokee y chedal qodaiin qodeiiiin chry	reader agreement conditions confidence only; it does not identify plaintext
G662-T0032	f104r	f104r.5	5	chl	MEDIAL	1	1	0	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod	kchdal qotaiin qoshedy ol chl ol chedacphy al lod pchdair opchdy qod	chdal qotaiin qoshe y ol chl ol chedacphy al lod pchdair opch y qod	reader agreement conditions confidence only; it does not identify plaintext
G662-T0033	f104r	f104r.5	11	opchdy	MEDIAL	0	0	0	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod	kchdal qotaiin qoshedy ol chl ol chedacphy al lod pchdair opchdy qod	chdal qotaiin qoshe y ol chl ol chedacphy al lod pchdair opch y qod	reader agreement conditions confidence only; it does not identify plaintext
G662-T0034	f104r	f104r.9	3	qokol	MEDIAL	1	1	0	ycheeoy qokecho qokol cheeo dam	ycheeoy qokecho qokol cheeo dam	ycheeoy qokecho qokol cheeodam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0035	f104v	f104v.11	7	qokol	MEDIAL	1	1	0	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qocthey ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0036	f104v	f104v.11	8	qokol	MEDIAL	1	1	0	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qocthey ykchedor cheeky qokchd qotol qokol qokol daiin	ycheedy qoy ykchedor cheeky qokchd qotol qokol qokol daiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0037	f104v	f104v.2	5	ydaiin	MEDIAL	1	1	0	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	yche aiin qotee chockhy otaiin ydaiin qokam y otar ar al ched otair oram	reader agreement conditions confidence only; it does not identify plaintext
G662-T0038	f104v	f104v.20	8	qokol	MEDIAL	1	1	1	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	or sheeo lcheedy qokeey qochey qotcheedy qotchedy qokol chor chorol chdar otam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0039	f104v	f104v.23	5	qodaiin	MEDIAL	1	1	0	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotair ol	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l	reader agreement conditions confidence only; it does not identify plaintext
G662-T0040	f104v	f104v.25	1	dsheey	BOS	1	1	0	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy	dsheey qoykeey lchedy qokedaiin orchcthy daiin cheey sair ol aiin chedy	dsheey qoykeey lchedy qokedaiin rchcthy daiin cheey s air ol aiin chedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0041	f104v	f104v.26	3	qodaiin	MEDIAL	1	1	0	ysheor sheey qodaiin chodar chochs	ysheor cheey qodaiin chodar chochs	ysheor sheey qodaiin chodar chochs	reader agreement conditions confidence only; it does not identify plaintext
G662-T0042	f104v	f104v.28	8	qodaiin	MEDIAL	1	1	0	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody	olsho ls air olcheey qokeechy qokchy daiin chody qodaiin cheody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0043	f104v	f104v.39	3	a	MEDIAL	0	0	0	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ar y ais alod	ysheey rar akain char lkeey roiir shey cheey kas ar lkchs ar y rais alod	yshey ar a kain char lkeey roiir shey cheey kar ar lkchs ary air alod	reader agreement conditions confidence only; it does not identify plaintext
G662-T0044	f104v	f104v.4	8	qol	MEDIAL	1	1	0	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokeedy	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokeedy	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokee y	reader agreement conditions confidence only; it does not identify plaintext
G662-T0045	f104v	f104v.40	1	qokeeey	BOS	1	1	0	qokeeey okchedy qokeey aiin odain orchedy qoky	qokeeey okchedy qokeey aiin odain orchedy qoky	qokeeey okchedy qokeey aiin odain orche y qoky	reader agreement conditions confidence only; it does not identify plaintext
G662-T0046	f104v	f104v.44	6	qokeeey	MEDIAL	0	0	0	daiin y cheeo chey okeeey qokeeey okeey okeey	daiin ycheeo chey okeeey qokeeey okeey okeey	daiin y cheeo chey okeeey qokeee okee okeey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0047	f105r	f105r.15	12	aral	EOS	1	1	0	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	lksheey ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	lkee ol r aiin okeedy olkeeody lkaiin okeeol oteeol shod daiin aral	reader agreement conditions confidence only; it does not identify plaintext
G662-T0048	f105r	f105r.4	8	qokeeey	MEDIAL	0	0	0	ykaiin olkeedy odaiin okar eeeodaiin yteey ochedy qokeeey oy teedy qotam	ykaiin olkeedy odaiin okar eeeodaiin yteey ochedy qokeeey oy teedy qotam	ykaiin olkeedy odaiin ok ar eeeodaiin ytee oched qokeee oy tee qotam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0049	f105v	f105v.10	9	kair	MEDIAL	0	0	0	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	ykeey ky che oiiin dal kaiin okairo lkair chedy sodar air al oral odam	ykeey ky che oiiin dal kaiin otairo l kair chedy s odar air al oral odaj	reader agreement conditions confidence only; it does not identify plaintext
G662-T0050	f105v	f105v.13	6	kair	MEDIAL	1	1	0	saiin opchedy qokchdy otar al kair okees lkchdal	saiin opchedy qokchdy otar al kair okees lkeedal	saiin opched qokch y otar al kair okees lkeedal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0051	f105v	f105v.15	10	opchdy	MEDIAL	1	1	0	ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin r	ycheey kar ykeey otaiin otal dar chdos kalchedy opchdy daiin oraiin r	ycheey kar ykeey otaiin otal dar chdos kalchedy opchdy daiin oraiin r	reader agreement conditions confidence only; it does not identify plaintext
G662-T0052	f105v	f105v.16	4	chl	MEDIAL	1	1	1	daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim	daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim	daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim	reader agreement conditions confidence only; it does not identify plaintext
G662-T0053	f105v	f105v.2	4	qodaiin	MEDIAL	1	1	0	ysheod ykeeedy keshed qodaiin oteodair or chkar otaiin chpor or otchy otor	ysheod ykeeedy keshed qodaiin oteodair or chkas otaiin chpor or otchy otor	ysheod ykeeedy keshed qodaiin oteodair or chkar otaiin chpor or otchy otor	reader agreement conditions confidence only; it does not identify plaintext
G662-T0054	f105v	f105v.30	1	dchedy	BOS	1	1	0	dchedy cheey qokor otaiin otair otair okeedy kaiin aiin s aiin sy	dchedy cheey qokor otaiin otair otair okeedy taiin aiin s aiin sy	dchedy cheey qokor otaiin otair otair okee y taiin aiin s aiin sy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0055	f105v	f105v.33	4	oteeo	MEDIAL	1	1	0	lsheody tair oteey oteeo o l otaiin okeey qokaiin or aiir al dar	lsheody tair oteey oteeo ol otaiin okeey qokaiin ar aiir al dal	lsheody tair oteey oteeo o l otaiin okeey qokaiin or aiir al dar	reader agreement conditions confidence only; it does not identify plaintext
G662-T0056	f105v	f105v.34	4	qokeeey	MEDIAL	1	1	0	sheeo daiin chsd qokeeey dair okaiin otaiin chedaiin olkal lkldain	sheeo daiin chsd qokeeey dair okaiin otaiin chedaiin olkal lkl dain	sheeo daiin chsd qokeeey dair okaiin otaiin chedaiin olkal lkl dain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0057	f105v	f105v.4	7	keeol	MEDIAL	1	1	1	olkeeol orchsey qokeedy chdor olar ol keeol chedaiin	olkeeol orchsey qokeedy chdor olar ol keeol chedaiin	olkeeol orchsey qokeedy chdor olar ol keeol chedaiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0058	f105v	f105v.7	1	ycheeo	BOS	1	1	0	ycheeo lkaiin otair ol olkaiin okairody lchedr	ycheeo lkaiin otair ol olkaiin okairody lchedr	ycheeo lkaiin otair ol olkaiin okairody lche r	reader agreement conditions confidence only; it does not identify plaintext
G662-T0059	f106r	f106r.12	5	dchedy	EOS	0	1	0	okeey lcheedy olkeey qokeeo dchedy	okeey lcheedy olkeey qokeeo dchedy	okeey lcheedy olkeey qokeeb d chedy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0060	f106r	f106r.13	1	pcheol	BOS	1	1	0	pcheol sheokaiin otey qokeeor sheo aiin otchey pcheo ror aiin daiinopal	pcheol sheokaiin otey qokeeor sheo aiin otchey pcheo ror aiin daiin opal	pcheol sheokaiin otey qokeeor sheoaiin otchey pcheo ror aiin daiinopal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0061	f106r	f106r.15	2	oteeo	MEDIAL	0	0	0	podaroar oteeo lchor shol tchedy chotar opchedy opches aiin okchdam	podaroar oteeolchor shol tchedy chotar opchedy opches aiin okchdam	podaroar oteeolchor shol tchedy chotar opchedy opches aiin okchdam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0062	f106r	f106r.26	1	ycheeo	BOS	1	1	1	ycheeo lkeey	ycheeo lkeey	ycheeo lkeey	reader agreement conditions confidence only; it does not identify plaintext
G662-T0063	f106r	f106r.30	1	ycheeo	BOS	1	1	0	ycheeo lkaiin cho ror sheo l kain shor sar aiiry sheo al kairam	ycheeo lkaiin cho ror sheol kain shor sar aiiry sheo al kairam	ycheeo lkaiin cho r r eolkain shor sar aiiry sheoal kairam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0064	f106r	f106r.38	9	opchdy	MEDIAL	0	0	0	pshodaiin opchy sh o teeody shotchey yteey sholfaiin opchdy lchdy dol	pshodaiin opchy shoteeody shotchey yteey sholfaiin opchdy lchdy dol	pshodaiin opchy shoteeo y shotchey yteey sholfaiin opch y lchdy dol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0065	f106v	f106v.10	4	qodaiin	MEDIAL	0	0	0	ysheody cheol oteey qodaiin ytain ychdy oltydy	ysheody cheol oteey qodaiin ytain ychdy oltydy	ysheody cheol otee qo aiin ytain ychdy oltydy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0066	f106v	f106v.11	11	sham	EOS	1	1	0	tchdys arshedy oteeody kshedy qotchdy qotar shedy qotedy opchy kaiin sham	tchdys ar chedo oteeody kshedy qotchdy qotar shedy qotedy opchy kaiin sham	tchdys ar she oteeo y kshe y qotchdy qotar she y qotedy opchy aiin sham	reader agreement conditions confidence only; it does not identify plaintext
G662-T0067	f106v	f106v.15	8	kair	MEDIAL	0	0	0	kcheoakar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alody	kcheo okar shedy qofchdy otshedy qokchdy qotshdy qokchdy kair alo dy	tcheoykar she y qofch y otedy qokchdy qotshdy qokch y air alody	reader agreement conditions confidence only; it does not identify plaintext
G662-T0068	f106v	f106v.17	4	qodaiin	MEDIAL	0	0	0	salar sheodar okain qodaiin chodal	salar sheodar okain qedaiin chodal	salar she dar okain qodaiin chodal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0069	f106v	f106v.18	4	opchdy	MEDIAL	1	1	0	pshodalos qokshdy qokshy opchdy qokshd ar shdar oeedy qotaly dairy	pshodalos qokshdy qokshy opchdy qokshd ar shdar oeedy qotaly dairy	pshodalos qokshdy qoky opchdy qokshd ar shdar oeedy qotaly airy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0070	f106v	f106v.23	3	shar	MEDIAL	0	0	0	ol kalol shar chor okal chdy chol chedy qotaiin or aiin okeedy qokain	olkalol shor chor okal chdy chol chedy qotaiin oraiin okeedy qokain	ol kalol shar chor okal chdy chol che y qotaiin or aiin okeedy qokain	reader agreement conditions confidence only; it does not identify plaintext
G662-T0071	f106v	f106v.24	4	qokol	MEDIAL	1	1	0	soraiin solshedy qokchdy qokol chdaiin chdal air odl charain okay	saraiin solshedy qokchdy qokol chdaiin chdal air odl charain okaifhy	saraiin s lshedy qokchdy qokol chdaiin ch al air o l charain otay	reader agreement conditions confidence only; it does not identify plaintext
G662-T0072	f106v	f106v.25	4	shar	MEDIAL	1	1	1	sar sheol chol shar chol okarol	sar sheol chol shar chol okarol	sar sheol chol shar chol okarol	reader agreement conditions confidence only; it does not identify plaintext
G662-T0073	f106v	f106v.26	10	aral	MEDIAL	0	1	0	tar air kshdain okal chdy lchedy kshar chopchy otches aral opchdy	tar air kshdain okal chdy lchedy kshar chopchy otches ar al opchdy	tar air ksh ain okal chdy l che y shar chopchy otches ar al opchdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0074	f106v	f106v.26	11	opchdy	EOS	1	1	0	tar air kshdain okal chdy lchedy kshar chopchy otches aral opchdy	tar air kshdain okal chdy lchedy kshar chopchy otches ar al opchdy	tar air ksh ain okal chdy l che y shar chopchy otches ar al opchdy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0075	f106v	f106v.28	5	choty	MEDIAL	1	1	0	psheody olkeedy qokor sheos choty qotaiin oteody otaiin qokar otydy	psheody olkeedy qokor sheos choty qotaiin oteody otaiin qokar oty dy	psheody olkee y qokor sheos choty qotaiin oteody otaiin qokar otydy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0076	f106v	f106v.28	10	otydy	EOS	0	1	0	psheody olkeedy qokor sheos choty qotaiin oteody otaiin qokar otydy	psheody olkeedy qokor sheos choty qotaiin oteody otaiin qokar oty dy	psheody olkee y qokor sheos choty qotaiin oteody otaiin qokar otydy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0077	f106v	f106v.37	6	qodaiin	MEDIAL	1	1	0	pyoaly cheo aiir al kcheodar qodaiin shcphoor shedy otedar opol fchedy odr	pyoaly cheo aiir al kcheodar qodaiin shcphoor shedy otedar opol fchedy odr	pyoaly cheoaiir al kcheodar qodaiin shcphoor shedy ote ar opol fche y odr	reader agreement conditions confidence only; it does not identify plaintext
G662-T0078	f106v	f106v.38	7	qol	MEDIAL	1	1	0	okcheody qokeey otchey qokeey qokeedal qotchkeey qol rody raiin oty	okcheody qokeey otchey qokeey qokeedal qokchkeey qol rody raiin oty	okcheo dy qokeey otchey qokeey qokeedal qotchkee qol rody raiin oty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0079	f106v	f106v.41	9	choty	EOS	1	1	0	otedy qoar cheey kaiin qokeeody okaiin oteey qoteedy choty	otedy qoar cheey kaiin qoteeody okaiin oteey qoteedy choty	otedy qoar cheey kaiin qoteeo dy okaiin oteey qotee y choty	reader agreement conditions confidence only; it does not identify plaintext
G662-T0080	f107r	f107r.11	6	keeol	MEDIAL	0	0	0	cheeo cheeol qokaiin ytain y keeol l oraiin okaiin okar okaiin otaram	cheeo cheeol qokaiin ytain ykeeol l or aiin okaiin ekar okaiin otaram	cheeo chee l qokaiin ytain y keeol l oraiin okaiin okar okaiin otaram	reader agreement conditions confidence only; it does not identify plaintext
G662-T0081	f107r	f107r.16	8	kair	MEDIAL	0	0	0	tolshoror olkeedy qotaiin otalar opcheol qeeoy shey kair otaiinam	tolshosor olkeedy qotaiin otalar opcheol qeeoy shey kais otaiin am	tolshosor olkee y qotaiin otalar opcheol qeeo shey kair otaiinam	reader agreement conditions confidence only; it does not identify plaintext
G662-T0082	f107r	f107r.23	2	shar	MEDIAL	1	1	0	chodaiin shar chodaiin	chodaiin shar chodaiin	chodaiin shar cho aiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0083	f107r	f107r.24	5	kair	MEDIAL	1	1	0	pal alchky okil cheol kair lkain qokeeo kair dar aiinpchod lkaiiin olfy	pal alchky okilcheol kair lkain qokeeo kair dar aiin pchod lkaiiin olfy	pal al chky okil cheol kair lkain qokeeo kair dar aiin pchod l kaiiin olfy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0084	f107r	f107r.24	8	kair	MEDIAL	1	1	0	pal alchky okil cheol kair lkain qokeeo kair dar aiinpchod lkaiiin olfy	pal alchky okilcheol kair lkain qokeeo kair dar aiin pchod lkaiiin olfy	pal al chky okil cheol kair lkain qokeeo kair dar aiin pchod l kaiiin olfy	reader agreement conditions confidence only; it does not identify plaintext
G662-T0085	f107r	f107r.28	3	chl	MEDIAL	1	1	0	kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal	kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykal kal	kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0086	f107r	f107r.3	3	qokeeey	MEDIAL	1	1	0	olcheey cheos qokeeey ycheedy qotain ykain okeey raiin	olcheey sheos qokeeey ycheedy qotain ykain okeey raiin	olcheey cheos qokeeey ycheedy qotain ykain okeey raiin	reader agreement conditions confidence only; it does not identify plaintext
G662-T0087	f107r	f107r.33	6	qol	MEDIAL	1	1	1	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal	reader agreement conditions confidence only; it does not identify plaintext
G662-T0088	f107r	f107r.34	3	oro	MEDIAL	0	0	0	pairar al oro lkeey qotal cheotain dar okaiin otaiin otar opaim	pairar al aro lkeey qotal cheotain dar okaiin otaiin otar opaim	fairar al arolkeey qotal cheotain dar okaiin otaiin otar opaim	reader agreement conditions confidence only; it does not identify plaintext
G662-T0089	f107r	f107r.46	3	qodaiin	MEDIAL	1	1	1	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	reader agreement conditions confidence only; it does not identify plaintext
