event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	chain_stage	atomic_default_de	selected_composition_de	contextual_passage_de	strongest_rival_de	decision_note	previous_surface	next_surface
E156	B1	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	sal	TARGET	STELLE	AL=STELLE; S=RENDERER	Die Stelle an der ersten Öffnung	ZIELSTELLE	Kurze Adresskarte	START	teol
E160	B1	f81v	f81v.27	F041	B1-S018	74c76d589d44120f647b	dsheol	SMEAR	EINREIBEN	GELERNTE GANZKARTE	Aus dem gefüllten Gefäß an der Stelle einreiben und bis zur Sollstufe halten	BESTREICHEN	EINREIBEN wird von AUFSTREICHEN der zweiten Karte getrennt	ly	oiiin
E166	B1	f81v	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	chal	TARGET	STELLE	AL=STELLE; CH=RENDERER	Bezeichnete Stelle	ZIELSTELLE	Einwortige Ortskarte	START	END
E171	B2	f82r	f82r.2	F047	B2-S003	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Eine Portion länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Allgemeiner Haltewert; Einweichen bleibt lokale Flüssigkeitslesung	dy	END
E172	B2	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	qokal	TARGET	AN DIE STELLE GEBEN	OK=EINSETZEN; AL=STELLE	An die Stelle der zweiten Öffnung geben	AN DER ZIELSTELLE EINSETZEN	Apparative Zielstelle bleibt möglich	START	lcheckhy
E175	B2	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	qokeey	HOLD_OPEN	LÄNGER HALTEN	OK=ANWENDEN; EE=LÄNGER; Y=POSTEN	Nach dem Hinausführen länger halten und klar seihen	LÄNGER EINWIRKEN LASSEN	Kann hier Kontakt- oder Absetzzeit sein	lched	lcheckhedy
E177	B2	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	qokaly	TARGET	POSTEN AN DIE STELLE GEBEN	OK=EINSETZEN; AL=STELLE; Y=POSTEN	Den Posten an die Stelle geben und durch das Seihtuch führen	AN DER ZIELSTELLE EINSETZEN	Y hält den gegenwärtigen Posten verfügbar	START	solkaiin
E186	B2	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	qokal	TARGET	AN DIE STELLE GEBEN	OK=EINSETZEN; AL=STELLE	Den nächsten länger gehaltenen Posten an die Stelle geben	AN DER ZIELSTELLE EINSETZEN	Über-der-Stelle-Karte folgt separat	oteey	sheckhy
E194	B2	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	qokeey	HOLD_OPEN	LÄNGER HALTEN	OK=ANWENDEN; EE=LÄNGER; Y=POSTEN	Den Posten länger halten und danach den Klarauszug entnehmen	LÄNGER EINWIRKEN LASSEN	Offene Haltephase vor Ergebnis	START	qoky
E201	B2	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Die Portionen aus demselben Vorrat länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Substanz bleibt lokal offen	okain	END
E205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	qokeey	HOLD_OPEN	LÄNGER HALTEN	OK=ANWENDEN; EE=LÄNGER; Y=POSTEN	Den gebrauchsfertigen Klarauszug länger an der benetzten Stelle halten	LÄNGER EINWIRKEN LASSEN	Stärkster topischer OKEEY-Kontext	qcthey	lcheey
E206	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	lcheey	TARGET	BENETZTE STELLE	GELERNTE GANZKARTE	Den länger gehaltenen Klarauszug auf die benetzte Stelle beziehen	BENETZTE KÖRPERSTELLE	Körper bleibt lokale Bild-/Rezeptfüllung	qokeey	daiin
E209	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	qokeeedy	SATURATE_CLOSE	VOLL DURCHTRÄNKEN; SCHLUSS	OK=ANWENDEN; EEE=VOLL; DY=SCHLUSS	Die bemessene Anwendung vollständig durchtränken; Schluss	VOLLSTÄNDIG EINWEICHEN	Oberster geschlossener Kontaktgrad	chey	END
E213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Die Spülflüssigkeit länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Hier ist Einweichen die natürliche lokale Ausführung	tshey	END
E214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	TARGET	STELLE	AL=STELLE; CHE=RENDERER	Von dieser Stelle aus der Quelle hinausführen	ZIELSTELLE	Kann in diesem technischen Satz Ausgangsstation sein	START	lchedar
E220	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	okey	LAY_BRIEF	KURZ ANLEGEN	OK=ANWENDEN; E=KURZ; Y=POSTEN	Den bemessenen Posten kurz anlegen und hineinführen; Schluss	KURZ BENETZEN	Kurze offene Kontaktkarte vor Transferabschluss	qokaiin	pchedy
E224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Einzelzelle ohne Stoffangabe	START	END
E225	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	rshedy	WASH_CLOSE	WASCHUNG; SCHLUSS	GELERNTE WASCHKARTE+DY	Eine Waschung ausführen; Schluss	TEIL ALS WASCHUNG	Teil ist nicht sichtbar nötig	START	END
E227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Einzelzelle ohne Stoffangabe	START	END
E230	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	TARGET_NEXT	DANACH ZUR STELLE	OT=DANACH; AL=STELLE	Danach zur Stelle geben und länger warm halten; Schluss	NÄCHSTE ZIELSTELLE	OT kann zeitlich oder seriell gelesen werden	START	chkeedy
E237	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	TARGET_NEXT	DANACH ZUR STELLE	OT=DANACH; AL=STELLE	Nach dem Einstellen des Maßes zur Stelle und aus demselben Vorrat	NÄCHSTE ZIELSTELLE	Kurzer Zielübergang	qokaiin	dar
E241	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	TARGET	AN DIE STELLE GEBEN	OK=EINSETZEN; AL=STELLE	Den zugeführten Posten an die Stelle geben und weiterführen; Schluss	AN DER ZIELSTELLE EINSETZEN	Technische Station möglich	chedchy	olchedy
E245	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Den bemessenen Posten durcharbeiten und länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Allgemeiner Halteabschluss	chedy	END
E250	B3	f83r	f83r.8	F081	B3-S011	348e81ba084c5acdb32b	shecthedchy	SMEAR	AUFSTREICHEN	GELERNTE GANZKARTE	Aufstreichen, den Posten einsetzen, durcharbeiten und abkühlen	STELLE BESTREICHEN	Handlung statt Karte mit eingebautem Objekt	START	qoky
E259	B3	f83r	f83r.11	F083	B3-S013	7db18b2f0fb7ed0fcfd3	qokedy	WET_CLOSE	KURZ BENETZEN; SCHLUSS	OK=ANWENDEN; E=KURZ; DY=SCHLUSS	Die bemessene gebrauchsfertige Portion kurz benetzen; Schluss	KURZ EINWIRKEN	Kurze geschlossene Anwendung	shcthey	END
E265	B3	f83r	f83r.14	F088	B3-S017	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Einzelzelle ohne Stoffangabe	START	END
E268	B3	f83r	f83r.14	F091	B3-S020	dd0ecaf5e27d81befffc	dal	TARGET	STELLE	AL=STELLE; D=RENDERER	Von der Stelle hinausführen; Schluss	AUSLASSSTELLE	Der folgende LCHEDY trägt die Bewegung	START	lchedy
E272	B3	f83r	f83r.14	F092	B3-S021	dd0ecaf5e27d81befffc	dal	TARGET	STELLE	AL=STELLE; D=RENDERER	Den gebrauchsfertigen Posten an die Stelle geben	ZIELSTELLE	Erste von zwei Stellen desselben langen Arbeitsgangs	shcthy	sy
E278	B3	f83r	f83r.15	F093	B3-S021	dd0ecaf5e27d81befffc	tal	TARGET	STELLE	AL=STELLE; T=RENDERER	Den warmen Posten an die Stelle geben und gebrauchsfertig abschließen	ZIELSTELLE	Zweite lokale Stelle nach sichtbarem Besitzerwechsel	chey	shcthy
E293	B3	f83r	f83r.20	F101	B3-S028	0275fbf14e07935b0a45	qokeey	HOLD_OPEN	LÄNGER HALTEN	OK=ANWENDEN; EE=LÄNGER; Y=POSTEN	Länger halten und kurz benetzen; Schluss	LÄNGER EINWIRKEN LASSEN	Offene Haltephase vor kurzem Waschschluss	START	qokedy
E294	B3	f83r	f83r.20	F101	B3-S028	7db18b2f0fb7ed0fcfd3	qokedy	WET_CLOSE	KURZ BENETZEN; SCHLUSS	OK=ANWENDEN; E=KURZ; DY=SCHLUSS	Nach längerem Halten kurz benetzen; Schluss	KURZ EINWIRKEN	Zweistufige Halte-Wasch-Folge	qokeey	END
E297	B3	f83r	f83r.20	F102	B3-S029	7db18b2f0fb7ed0fcfd3	qokedy	WET_CLOSE	KURZ BENETZEN; SCHLUSS	OK=ANWENDEN; E=KURZ; DY=SCHLUSS	Mit dem Vorigen und der ersten Spülung kurz benetzen; Schluss	KURZ EINWIRKEN	Explizite Spülumgebung	cheeety	END
E302	B3	f83r	f83r.22	F105	B3-S031	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Einzelzelle ohne Stoffangabe	START	END
E315	B4	f83r	f83r.25	F109	B4-S001	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Erste B4-Haltezelle	START	END
E317	B4	f83r	f83r.25	F110	B4-S002	0275fbf14e07935b0a45	qokeey	HOLD_OPEN	LÄNGER HALTEN	OK=ANWENDEN; EE=LÄNGER; Y=POSTEN	Den Gefäßinhalt länger halten und kurz benetzen; Schluss	LÄNGER EINWIRKEN LASSEN	Offene Phase vor kurzem Waschschluss	qolchey	qokedy
E318	B4	f83r	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	WET_CLOSE	KURZ BENETZEN; SCHLUSS	OK=ANWENDEN; E=KURZ; DY=SCHLUSS	Nach längerem Halten kurz benetzen; Schluss	KURZ EINWIRKEN	Wiederkehrende Zweistufe	qokeey	END
E320	B4	f83r	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	TARGET_NEXT	DANACH ZUR STELLE	OT=DANACH; AL=STELLE	Den Posten durcharbeiten und danach zur Stelle geben	NÄCHSTE ZIELSTELLE	Beginnt die lokale Auflagenvorbereitung	chedy	otchey
E322	B4	f83r	f83r.26	F112	B4-S003	0275fbf14e07935b0a45	qokeey	HOLD_OPEN	LÄNGER HALTEN	OK=ANWENDEN; EE=LÄNGER; Y=POSTEN	Den nächsten Posten länger halten, einsetzen, weiterführen und ruhen lassen	LÄNGER EINWIRKEN LASSEN	Vorstufe der folgenden Auflagenkarte	otchey	qoky
E326	B4	f83r	f83r.26	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	BIND_CLOSE	AUFLAGE FESTBINDEN; SCHLUSS	QOKY=POSTEN ANWENDEN; LDDY=FESTBINDEN+SCHLUSS	Den vorbereiteten Posten als Auflage anlegen und festbinden; Schluss	WARMES TUCH AUFLEGEN	Festbinden erklärt den opaken Rest, die Terminalität und den historischen Verbandsschritt	START	END
E329	B4	f83r	f83r.27	F114	B4-S005	7d25241b0e56c836372a	qokeedy	HOLD_CLOSE	LÄNGER EINWIRKEN; SCHLUSS	OK=ANWENDEN; EE=LÄNGER; DY=SCHLUSS	Das Tuch mit dem Posten länger einwirken lassen; Schluss	LÄNGER EINWEICHEN	Tuchkontext erlaubt Umschlag statt bloßes Bad	chedy	END
E335	B4	f83r	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	WET_CLOSE	KURZ BENETZEN; SCHLUSS	OK=ANWENDEN; E=KURZ; DY=SCHLUSS	Nach längerem Warmhalten an der ersten Öffnung kurz benetzen; Schluss	KURZ EINWIRKEN	Kurzer Waschabschluss	sheey	END
E359	B4	f83r	f83r.41	F127	B4-S016	dd0ecaf5e27d81befffc	dal	TARGET	STELLE	AL=STELLE; D=RENDERER	Eine weitere Portion an die Stelle geben, warmes Medium ausgießen und ruhen lassen	ZIELSTELLE	Bad- oder Anwendungsstelle bleibt lokal	qolkain	skar
E365	B5	f83r	f83r.48	F132	B5-S003	dd0ecaf5e27d81befffc	dal	TARGET	STELLE	AL=STELLE; D=RENDERER	Von der Ruhe- oder Absetzstelle zur nächsten Stelle weiterarbeiten	ZIELSTELLE	Stationswert ohne Körperbehauptung	shedal	cheol
