delayed_pair_id	action_case_id	page	locus	action_clause_id	action_clause_start	action_clause_end	action_clause_surfaces	action_ordinal	action_surface	action_gloss_de	right_clause_id	right_clause_start	right_clause_end	v78_decision	target_rank	target_ordinal	target_surface	target_gloss_de	intervening_ordinals	intervening_surfaces	intervening_glosses_de	inner_v79_window	semantic_item	word_delta	status
P012	A006	f105r	f105r.31	2	5	5	aiijy	5	aiijy	in drei Bündel abfüllen und schließen	3	6	13	HOLD_NEW	4	9	lkar	Anteil I der erhitzten Holzdroge	6|7|8	cpheesy|okal|lkedy	vollständig bereitetes und abgeschlossenes Arzneikompositum|Rohstoffklasse I im heißen Ansatz, Gradanfang|bis zur mittleren Heizstufe erhitztes Holz	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P013	A006	f105r	f105r.31	2	5	5	aiijy	5	aiijy	in drei Bündel abfüllen und schließen	3	6	13	HOLD_NEW	5	10	chedy	mittlere Trockenstufe erreicht	6|7|8|9	cpheesy|okal|lkedy|lkar	vollständig bereitetes und abgeschlossenes Arzneikompositum|Rohstoffklasse I im heißen Ansatz, Gradanfang|bis zur mittleren Heizstufe erhitztes Holz|Anteil I der erhitzten Holzdroge	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P014	A006	f105r	f105r.31	2	5	5	aiijy	5	aiijy	in drei Bündel abfüllen und schließen	3	6	13	HOLD_NEW	6	11	qokaiin	heiß, Grad III	6|7|8|9|10	cpheesy|okal|lkedy|lkar|chedy	vollständig bereitetes und abgeschlossenes Arzneikompositum|Rohstoffklasse I im heißen Ansatz, Gradanfang|bis zur mittleren Heizstufe erhitztes Holz|Anteil I der erhitzten Holzdroge|mittlere Trockenstufe erreicht	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P015	A006	f105r	f105r.31	2	5	5	aiijy	5	aiijy	in drei Bündel abfüllen und schließen	3	6	13	HOLD_NEW	7	12	or	Drogenportion	6|7|8|9|10|11	cpheesy|okal|lkedy|lkar|chedy|qokaiin	vollständig bereitetes und abgeschlossenes Arzneikompositum|Rohstoffklasse I im heißen Ansatz, Gradanfang|bis zur mittleren Heizstufe erhitztes Holz|Anteil I der erhitzten Holzdroge|mittlere Trockenstufe erreicht|heiß, Grad III	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P016	A006	f105r	f105r.31	2	5	5	aiijy	5	aiijy	in drei Bündel abfüllen und schließen	3	6	13	HOLD_NEW	8	13	fchoky	heiß-trockene Blütenzubereitung in Grundform	6|7|8|9|10|11|12	cpheesy|okal|lkedy|lkar|chedy|qokaiin|or	vollständig bereitetes und abgeschlossenes Arzneikompositum|Rohstoffklasse I im heißen Ansatz, Gradanfang|bis zur mittleren Heizstufe erhitztes Holz|Anteil I der erhitzten Holzdroge|mittlere Trockenstufe erreicht|heiß, Grad III|Drogenportion	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P017	A009	f105v	f105v.14	2	3	3	qokaiir	3	qokaiir	nimm den heißen Drogenanteil III	3	4	7	RETAIN_PRIOR_HOLD	2	5	olord	abgezogene Portion Holzauszug	4	olpchedy	fertiges Holzextraktpulver	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P018	A009	f105v	f105v.14	2	3	3	qokaiir	3	qokaiir	nimm den heißen Drogenanteil III	3	4	7	RETAIN_PRIOR_HOLD	3	6	aiiin	Menge IV	4|5	olpchedy|olord	fertiges Holzextraktpulver|abgezogene Portion Holzauszug	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P019	A009	f105v	f105v.14	2	3	3	qokaiir	3	qokaiir	nimm den heißen Drogenanteil III	3	4	7	RETAIN_PRIOR_HOLD	4	7	tail	kaltgestellte Rohdroge II	4|5|6	olpchedy|olord|aiiin	fertiges Holzextraktpulver|abgezogene Portion Holzauszug|Menge IV	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P020	A012	f106r	f106r.23	2	2	2	qckhedy	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	3	10	OPEN_PARTIAL	2	4	al	Rohstoffklasse I	3	dair	abgemessener Anteil II	1	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P021	A012	f106r	f106r.23	2	2	2	qckhedy	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	3	10	OPEN_PARTIAL	3	5	qokedy	heiße Mittelstufe erreicht	3|4	dair|al	abgemessener Anteil II|Rohstoffklasse I	1	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P022	A012	f106r	f106r.23	2	2	2	qckhedy	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	3	10	OPEN_PARTIAL	4	6	shecphy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	3|4|5	dair|al|qokedy	abgemessener Anteil II|Rohstoffklasse I|heiße Mittelstufe erreicht	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P023	A012	f106r	f106r.23	2	2	2	qckhedy	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	3	10	OPEN_PARTIAL	5	7	qokchy	heiß und trocken am Anfang des Grades	3|4|5|6	dair|al|qokedy|shecphy	abgemessener Anteil II|Rohstoffklasse I|heiße Mittelstufe erreicht|bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P024	A012	f106r	f106r.23	2	2	2	qckhedy	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	3	10	OPEN_PARTIAL	6	8	otedy	kalter Ansatz, Mittelstufe erreicht	3|4|5|6|7	dair|al|qokedy|shecphy|qokchy	abgemessener Anteil II|Rohstoffklasse I|heiße Mittelstufe erreicht|bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum|heiß und trocken am Anfang des Grades	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P025	A012	f106r	f106r.23	2	2	2	qckhedy	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	3	10	OPEN_PARTIAL	7	9	dar	abgemessener Anteil I	3|4|5|6|7|8	dair|al|qokedy|shecphy|qokchy|otedy	abgemessener Anteil II|Rohstoffklasse I|heiße Mittelstufe erreicht|bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum|heiß und trocken am Anfang des Grades|kalter Ansatz, Mittelstufe erreicht	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P026	A012	f106r	f106r.23	2	2	2	qckhedy	2	qckhedy	das Arzneikompositum bis zur Mittelstufe aufbereiten	3	3	10	OPEN_PARTIAL	8	10	aror	eine Portion des Drogenanteils I	3|4|5|6|7|8|9	dair|al|qokedy|shecphy|qokchy|otedy|dar	abgemessener Anteil II|Rohstoffklasse I|heiße Mittelstufe erreicht|bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum|heiß und trocken am Anfang des Grades|kalter Ansatz, Mittelstufe erreicht|abgemessener Anteil I	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P027	A014	f107r	f107r.2	2	2	2	qoteos	2	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	3	3	5	OPEN_PARTIAL	2	4	shedy	mittlere Feuchtstufe erreicht	3	aiin	Menge III	1	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P028	A014	f107r	f107r.2	2	2	2	qoteos	2	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	3	3	5	OPEN_PARTIAL	3	5	oteed	vollständig abgekühlter und abgezogener Auszug	3|4	aiin|shedy	Menge III|mittlere Feuchtstufe erreicht	1	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P029	A015	f107r	f107r.2	4	6	6	qor	6	qor	nimm eine Drogenportion	5	7	11	OPEN_PARTIAL	2	8	cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	7	aiin	Menge III	1	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P030	A015	f107r	f107r.2	4	6	6	qor	6	qor	nimm eine Drogenportion	5	7	11	OPEN_PARTIAL	3	9	olkeey	Holzansatz vollständig erhitzt	7|8	aiin|cheockhy	Menge III|trocken angesetztes Arzneikompositum am Gradanfang	1	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P031	A015	f107r	f107r.2	4	6	6	qor	6	qor	nimm eine Drogenportion	5	7	11	OPEN_PARTIAL	4	10	qotain	kalter Ansatz, Grad II	7|8|9	aiin|cheockhy|olkeey	Menge III|trocken angesetztes Arzneikompositum am Gradanfang|Holzansatz vollständig erhitzt	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P032	A015	f107r	f107r.2	4	6	6	qor	6	qor	nimm eine Drogenportion	5	7	11	OPEN_PARTIAL	5	11	chey	trocken in der Mitte des Grades	7|8|9|10	aiin|cheockhy|olkeey|qotain	Menge III|trocken angesetztes Arzneikompositum am Gradanfang|Holzansatz vollständig erhitzt|kalter Ansatz, Grad II	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P033	A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	10	OPEN_PARTIAL	2	3	char	trockener Drogenanteil I	2	cthoor	eine Portion Krautansatz	1	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P034	A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	10	OPEN_PARTIAL	3	4	chty	trocken-kalt am Gradanfang	2|3	cthoor|char	eine Portion Krautansatz|trockener Drogenanteil I	1	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P035	A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	10	OPEN_PARTIAL	4	5	os	Ansatzcharge	2|3|4	cthoor|char|chty	eine Portion Krautansatz|trockener Drogenanteil I|trocken-kalt am Gradanfang	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P036	A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	10	OPEN_PARTIAL	5	6	chair	trockener Drogenanteil II	2|3|4|5	cthoor|char|chty|os	eine Portion Krautansatz|trockener Drogenanteil I|trocken-kalt am Gradanfang|Ansatzcharge	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P037	A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	10	OPEN_PARTIAL	6	7	otytchol	nachgekühlter Trockenstoff im Ansatz	2|3|4|5|6	cthoor|char|chty|os|chair	eine Portion Krautansatz|trockener Drogenanteil I|trocken-kalt am Gradanfang|Ansatzcharge|trockener Drogenanteil II	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P038	A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	10	OPEN_PARTIAL	7	8	oky	heißer Ansatz am Anfang des Grades	2|3|4|5|6|7	cthoor|char|chty|os|chair|otytchol	eine Portion Krautansatz|trockener Drogenanteil I|trocken-kalt am Gradanfang|Ansatzcharge|trockener Drogenanteil II|nachgekühlter Trockenstoff im Ansatz	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P039	A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	10	OPEN_PARTIAL	8	9	daiin	Qualitätsgrad III des erhitzten Ansatzes	2|3|4|5|6|7|8	cthoor|char|chty|os|chair|otytchol|oky	eine Portion Krautansatz|trockener Drogenanteil I|trocken-kalt am Gradanfang|Ansatzcharge|trockener Drogenanteil II|nachgekühlter Trockenstoff im Ansatz|heißer Ansatz am Anfang des Grades	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P040	A017	f10r	f10r.2	1	1	1	dchey	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	2	2	10	OPEN_PARTIAL	9	10	etyd	bis Mittelstufe gekühlte Zubereitung, abgeschlossen	2|3|4|5|6|7|8|9	cthoor|char|chty|os|chair|otytchol|oky|daiin	eine Portion Krautansatz|trockener Drogenanteil I|trocken-kalt am Gradanfang|Ansatzcharge|trockener Drogenanteil II|nachgekühlter Trockenstoff im Ansatz|heißer Ansatz am Anfang des Grades|Qualitätsgrad III des erhitzten Ansatzes	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P041	A019	f114r	f114r.26	1	1	1	ycheeodaiin	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	2	10	CONTROL_CONFLICT	2	3	qokaiin	heiß, Grad III	2	olkaiir	Anteil III des heißen Holzansatzes	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P042	A019	f114r	f114r.26	1	1	1	ycheeodaiin	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	2	10	CONTROL_CONFLICT	3	4	chodaiin	Trockenansatz, Dosis III	2|3	olkaiir|qokaiin	Anteil III des heißen Holzansatzes|heiß, Grad III	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P043	A019	f114r	f114r.26	1	1	1	ycheeodaiin	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	2	10	CONTROL_CONFLICT	4	5	okar	Anteil I des heißen Ansatzes	2|3|4	olkaiir|qokaiin|chodaiin	Anteil III des heißen Holzansatzes|heiß, Grad III|Trockenansatz, Dosis III	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P044	A019	f114r	f114r.26	1	1	1	ycheeodaiin	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	2	10	CONTROL_CONFLICT	5	6	olkaiin	heiße Drogenbasis, Stufe III	2|3|4|5	olkaiir|qokaiin|chodaiin|okar	Anteil III des heißen Holzansatzes|heiß, Grad III|Trockenansatz, Dosis III|Anteil I des heißen Ansatzes	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P045	A019	f114r	f114r.26	1	1	1	ycheeodaiin	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	2	10	CONTROL_CONFLICT	6	7	okaiin	heißer Ansatz, Grad III	2|3|4|5|6	olkaiir|qokaiin|chodaiin|okar|olkaiin	Anteil III des heißen Holzansatzes|heiß, Grad III|Trockenansatz, Dosis III|Anteil I des heißen Ansatzes|heiße Drogenbasis, Stufe III	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
P046	A019	f114r	f114r.26	1	1	1	ycheeodaiin	1	ycheeodaiin	hiervon drei Dosen des zweiten Trockenansatzes abmessen	2	2	10	CONTROL_CONFLICT	7	8	cheody	getrocknete Masse	2|3|4|5|6|7	olkaiir|qokaiin|chodaiin|okar|olkaiin|okaiin	Anteil III des heißen Holzansatzes|heiß, Grad III|Trockenansatz, Dosis III|Anteil I des heißen Ansatzes|heiße Drogenbasis, Stufe III|heißer Ansatz, Grad III	0	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
