delayed_cell_id	action_case_id	page	locus	action_clause_id	action_clause_start	action_clause_end	action_clause_surfaces	action_ordinal	action_surface	action_gloss_de	right_clause_id	right_clause_start	right_clause_end	v78_decision	target_rank	target_ordinal	target_surface	target_gloss_de	bridge_ordinals	bridge_surfaces	bridge_glosses_de	decision	result_role	practical_reading_de	bridge_interpretation_de	decisive_reason_de	admitted_result_bundle_ordinals	admitted_result_bundle_surfaces	portable_default	full_window_exact	word_delta	status
D011	A028	f116r	f116r.12	1	1	1	qoin	1	qoin	zweiten Ansatz nehmen	2	2	12	OPEN_PARTIAL	2	3	cholches	nachgetrocknetes Drogenmaterial, Mittelstufe	2	ar	Drogenanteil I	HOLD	POSSIBLE_TAKEN_MATERIAL	zweiter nachgetrockneter Drogenansatz auf Mittelstufe	#2 liefert den Drogenanteil I als Materialbrücke.	Der zweite Drogenanteil kann fortgeführt sein; Nachtrocknen und Mittelstufe sind aber keine Folge von Nehmen.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D012	A028	f116r	f116r.12	1	1	1	qoin	1	qoin	zweiten Ansatz nehmen	2	2	12	OPEN_PARTIAL	3	4	okain	heißer Ansatz, Grad II	2|3	ar|cholches	Drogenanteil I|nachgetrocknetes Drogenmaterial, Mittelstufe	STOP	BLOCKED_LATER_STATE	heißer Ansatz II	#2-3 liefern Anteil und nachgetrocknetes Material.	Hitze und Grad II werden ohne Erhitzung neu eingeführt.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D013	A029	f23r	f23r.6	2	5	5	yky	5	yky	hierzu leicht erhitzen	3	6	10	OPEN_PARTIAL	2	7	okol	heißer Ansatzstoff	6	dar	abgemessener Anteil I	HOLD	POSSIBLE_HEAT_RESULT	leicht erhitzter Ansatzstoff	#6 liefert den weitergetragenen Anteil I.	Erhitzen zu heiß stimmt; Abmessen ist nicht lizenziert und leicht wird rechts nicht genau bewahrt.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D014	A029	f23r	f23r.6	2	5	5	yky	5	yky	hierzu leicht erhitzen	3	6	10	OPEN_PARTIAL	3	8	dchey	fertige abgemessene Mittelstufen-Trockenportion	6|7	dar|okol	abgemessener Anteil I|heißer Ansatzstoff	STOP	BLOCKED_LATER_RESULT	fertige abgemessene Mittelstufen-Trockenportion	#6-7 liefern Anteil und heißen Ansatzstoff.	Abmessen, Trocknen, Abschluss und Mittelstufe werden von leichtem Erhitzen nicht erklärt.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D015	A038	f30r	f30r.9	2	2	2	qochar	2	qochar	trockenen Drogenanteil I nehmen	3	3	4	OPEN_PARTIAL	2	4	keeaiin	vollständig erhitzt, Stufe III	3	chol	trocken	STOP	BLOCKED_LATER_STATE	vollständig erhitzter trockener Anteil III	#3 bewahrt nur den trockenen Zustand des genommenen Anteils.	Nehmen erzeugt weder vollständiges Erhitzen noch Stufe III.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D016	A041	f49r	f49r.16	1	1	1	qocho	1	qocho	getrocknete Droge nehmen	2	2	3	OPEN_PARTIAL	2	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	2	cheey	trocken am Ende des Grades	STOP	BLOCKED_LATER_RESULT	genommene fertige Trockenportion	#2 bewahrt den trockenen Zustand am Gradende.	Mittelstufe, Abmessen und Fertigstellung werden durch Nehmen nicht erzeugt.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D017	A048	f77r	f77r.38	2	3	3	qoeedy	3	qoeedy	nimm die Endportion hinzu	3	4	5	OPEN_PARTIAL	2	5	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	4	qokaiin	heiß, Grad III	STOP	BLOCKED_LATER_RESULT	zugegebene fertige Trocken-Kompositportion	#4 schreibt nur heiß, Grad III, aber keinen Materialträger.	Hinzunehmen erklärt weder Trocknung noch Abschluss des Arzneikompositums.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D018	A059	f80r	f80r.17	5	7	7	chetain	7	chetain	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	6	8	10	OPEN_PARTIAL	2	9	olkar	Anteil I des heißen Holzansatzes	8	ol	Grundansatz	STOP	BLOCKED_MATERIAL_STATE_RESULT	Holzansatzanteil I nach Kühlung	#8 liefert nur einen Grundansatz.	Heißer Holzansatz widerspricht der geschriebenen Kühlung; Trocknung und Kühlstufe II fehlen.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D019	A059	f80r	f80r.17	5	7	7	chetain	7	chetain	bis Mittelstufe trocknen, dann auf Kühlstufe II bringen	6	8	10	OPEN_PARTIAL	3	10	okain	heißer Ansatz, Grad II	8|9	ol|olkar	Grundansatz|Anteil I des heißen Holzansatzes	STOP	BLOCKED_TEMPERATURE_RESULT	Ansatz auf Stufe II	#8-9 liefern Ansatz und heißen Holzanteil.	Die Zahl II ist attraktiv, aber der Zielzustand ist heiß und damit das Gegenteil der Kühlung.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D020	A063	f80v	f80v.35	3	6	6	qol	6	qol	Drogenstoff zugeben	4	7	12	OPEN_PARTIAL	2	8	okiin	erhitzte Zubereitung, Form III	7	kain	heiß, Grad II	HOLD	POSSIBLE_DESTINATION_CHAIN	Drogenstoff in heißen Empfänger geben; erhitzte Zubereitung III	#7 kann den heißen Empfängerzustand liefern.	Die Zugabekette ist konkret; Form III und Erhitzen der Gesamtzubereitung werden aber nicht durch Zugabe erzeugt.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D021	A063	f80v	f80v.35	3	6	6	qol	6	qol	Drogenstoff zugeben	4	7	12	OPEN_PARTIAL	3	9	ol	Grundansatz	7|8	kain|okiin	heiß, Grad II|erhitzte Zubereitung, Form III	STOP	BLOCKED_AFTER_EARLIER_RESULT	Grundansatz als Empfänger	#7-8 liefern bereits heißen Zustand und erhitzte Zubereitung.	Der Grundansatz kann Zielbehälter sein, erscheint aber erst nach einem bereits vollständigen Zustand und ist kein Ergebnis.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D022	A064	f83v	f83v.12	2	4	4	lldar	4	lldar	Anteil I der Holzdroge abmessen	3	5	11	OPEN_PARTIAL	2	6	qoal	Rohstoffklasse I	5	cheey	trocken am Ende des Grades	STOP	BLOCKED_MATERIAL_RESULT	abgemessener Rohstoff I	#5 liefert nur einen trockenen Endzustand.	Der geschriebene Holzanteil und die Menge gehen verloren; die Rohstoffklasse schreibt keine Messung.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D023	A064	f83v	f83v.12	2	4	4	lldar	4	lldar	Anteil I der Holzdroge abmessen	3	5	11	OPEN_PARTIAL	3	7	qokeedy	heiß am Ende des Grades	5|6	cheey|qoal	trocken am Ende des Grades|Rohstoffklasse I	STOP	BLOCKED_LATER_STATE	heißer Endzustand	#5-6 liefern Trockenstand und Rohstoffklasse I.	Hitze wird ohne Erhitzen eingeführt; Holz und Anteil I verschwinden.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D024	A070	f86v3	f86v3.19	4	4	4	qokam	4	qokam	nimm ein Maß und erhitze es	5	5	10	OPEN_PARTIAL	2	6	kchdy	heiß-trockene Anfangsstufe erreicht	5	chol	trocken	HOLD	POSSIBLE_HEAT_RESULT	trockenes Maß bis zum heiß-trockenen Anfang erhitzen	#5 liefert einen kompatiblen trockenen Patienten- oder Zwischenzustand.	Erhitzen stimmt; Maß und genauer Zielgrad sind nicht ausgeschrieben und Anfang wird erst rechts geliefert.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D025	A070	f86v3	f86v3.19	4	4	4	qokam	4	qokam	nimm ein Maß und erhitze es	5	5	10	OPEN_PARTIAL	3	7	chol	trocken	5|6	chol|kchdy	trocken|heiß-trockene Anfangsstufe erreicht	STOP	BLOCKED_AFTER_EARLIER_RESULT	weiterhin trocken	#5-6 schreiben bereits trocken und den heiß-trockenen Anfang.	Die Wiederholung ist nur ein Zustandswert nach dem früheren plausiblen Ergebnis, kein zweites konkretes Produkt.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D026	A077	f86v6	f86v6.25	4	5	5	ykaiin	5	ykaiin	erhitze hiervon auf Stufe III	5	6	10	OPEN_PARTIAL	2	7	okeeeey	Zubereitung vollständig bis zur letzten Heizstufe geführt	6	or	Drogenportion	ADMIT_RESULT_BUNDLE	WRITTEN_MATERIAL_FINAL_HEAT_RESULT_BUNDLE	Die abgemessene Drogenportion auf Stufe III erhitzen. Ergebnis: Die Drogenportion ist vollständig bis zur letzten Heizstufe geführt.	#6 ist nicht übersprungen: or schreibt den Patienten Drogenportion; #7 schreibt Erhitzung, letzte Stufe und Abschluss.	M007 bindet den abgemessenen Drogenanteil bereits an #5; Materialträger, Operation und Stufe bilden zusammen das stärkste vollständige spätere Ergebnis.	6|7	or|okeeeey	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D027	A077	f86v6	f86v6.25	4	5	5	ykaiin	5	ykaiin	erhitze hiervon auf Stufe III	5	6	10	OPEN_PARTIAL	3	8	ofchedy	fertig getrocknete Blütenmasse	6|7	or|okeeeey	Drogenportion|Zubereitung vollständig bis zur letzten Heizstufe geführt	STOP	BLOCKED_AFTER_ADMITTED_RESULT	fertig getrocknete Blütenmasse	#6-7 bilden bereits das aufgenommene Material-Zustands-Ergebnisbündel.	Blüte und Trocknung wechseln den Stoff und die Operation; #8 darf C019 nicht nachträglich erweitern.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
D028	A082	f88r	f88r.19	5	6	6	qockhol	6	qockhol	Drogenstoff aus Arzneikompositum zugeben	6	7	8	OPEN_PARTIAL	2	8	cheol	trockener Drogenstoff	7	okol	heißer Ansatzstoff	HOLD	POSSIBLE_ARGUMENT_CHAIN	trockenen Drogenstoff in heißen Ansatzstoff geben	#7 kann den heißen Empfänger und #8 den zugegebenen Drogenstoff schreiben.	Das ist eine konkrete Argumentkette, aber kein ausgeschriebenes verwandeltes Ergebnis; die Reihenfolge der beiden Nomina bleibt offen.	NONE	NONE	NO	1	0	PASS_V79_83_ACTION_DISPOSITIONS__161_DELAYED_PAIRS__28_BOUNDED_CELLS__1_NEW_C019_BUNDLE_10_HOLDS_17_STOPS__18_EDGES_12_COMPONENTS__ZERO_WORD_DELTA
