record_unit_id	page	record_line_no	locus	event_ids	surfaces	atomic_values_de	statement_ids	microcycles	owner_sequence	decision_from_previous_line	source_positions_contributed
B3	f83r	7	f83r.16	E283|E284|E285|E286|E287|E288|E289|E290	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror	überführen → Neueinsatz → Quelltransfer → Sollabsetzung → Umsetzen → Zugabe → Bereit → Zielbereitung	B3-S024|B3-S025|B3-S026	1|2|3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	REAL_CYCLE_OR_OWNER_RESET	8
B3	f83r	8	f83r.20	E291|E292|E293|E294|E295|E296|E297|E298|E299	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	Langsammlung → Langfolgestufe → Langkontakt → Kurzkontakt → Fortsetzung → Vollteil → Kurzkontakt → Einsetzen → Sollmaß	B3-S026|B3-S027|B3-S028|B3-S029|B3-S030	4|1|2	B3_MAIN_ARCH_LINKED_PAIR	REAL_CYCLE_OR_OWNER_RESET	9
B3	f83r	9	f83r.22	E300|E301|E302|E303|E304|E305|E306|E307|E308	schedair otchedy qokeedy chedain chedy qotedaiin otaiin otedy ldy	Weiterlauf → Folgetransfer → Langkontakt → Anteilstransfer → Umsetzen → Kurzsoll → Folgemaß → Kurzfolge → abziehen	B3-S030|B3-S031|B3-S032|B3-S033	3|1|2	B3_MAIN_ARCH_LINKED_PAIR	REAL_CYCLE_OR_OWNER_RESET	9
B3	f83r	10	f83r.24	E309|E310|E311|E312|E313|E314	soiiin checthy chety otaiin olsaly shedy	Arbeitsstufe → Bereit → Zerkleinern → Folgemaß → Zwischenziel → Kurzabsetzung	B3-S034	1|2|3	B3_MAIN_ARCH_LINKED_PAIR	REAL_CYCLE_OR_OWNER_RESET	6
B4	f83r	1	f83r.25	E315|E316|E317|E318|E319|E320	qokeedy qolchey qokeey qokedy chedy otal	Langkontakt → Weiterposten → Langkontakt → Kurzkontakt → Umsetzen → Folgeziel	B4-S001|B4-S002|B4-S003	1	B4_MAIN_ARCH_LINKED_PAIR	RECORD_START	6
B4	f83r	2	f83r.26	E321|E322|E323|E324|E325|E326	otchey qokeey qoky tol shedy qokylddy	Folgeposten → Langkontakt → Einsetzen → Fortsetzung → Kurzabsetzung → befestigen	B4-S003|B4-S004	2|3|1	B4_MAIN_ARCH_LINKED_PAIR	REAL_CYCLE_OR_OWNER_RESET	6
B4	f83r	3	f83r.27	E327|E328|E329|E330|E331	dain chedy qokeedy shckhedy shckhedy	Einlage → Umsetzen → Langkontakt → durchlassen → durchlassen	B4-S005|B4-S006|B4-S007	1	B4_MAIN_ARCH_LINKED_PAIR	REAL_CYCLE_OR_OWNER_RESET	5
B4	f83r	4	f83r.28	E332|E333|E334|E335|E336|E337	saiin cheeky sheey qokedy shedy oldy	Sollmaß → Langwärme → Langhalt → Kurzkontakt → Kurzabsetzung → Fortschluss	B4-S008|B4-S009|B4-S010	1	B4_MAIN_ARCH_LINKED_PAIR	REAL_CYCLE_OR_OWNER_RESET	6
B4	f83r	5	f83r.35	E338|E339|E340|E341|E342	saiin cheky okeeol okain chdy	Sollmaß → Kurzwärme → Langfortsetzung → Zugabe → Umsetzen	B4-S011	1|2	B4_MAIN_LEFT_OPEN_FRINGE_STATION	REAL_CYCLE_OR_OWNER_RESET	5
B4	f83r	6	f83r.37	E343|E344|E345|E346|E347	sol lkedy lchedy qokol shedy	Fortsetzung → Kurzabzugsschluss → abführen → Wiedereinsatz → Kurzabsetzung	B4-S011|B4-S012|B4-S013	3|1|2	B4_MAIN_LEFT_OPEN_FRINGE_STATION	REAL_CYCLE_OR_OWNER_RESET	5
B4	f83r	7	f83r.38	E348|E349|E350|E351	or chey qockhey dairydy	Ansatz → Diesposten → Kurzdurchgang → Laufschluss	B4-S014	1	B4_MAIN_LEFT_OPEN_FRINGE_STATION	REAL_CYCLE_OR_OWNER_RESET	4
B4	f83r	8	f83r.39	E352|E353|E354|E355	qokain shey kain chckhal	Zugabe → Klarauszug → Portion → Zielpassage	B4-S015	1|2	B4_MAIN_LEFT_OPEN_FRINGE_STATION	REAL_CYCLE_OR_OWNER_RESET	4
B4	f83r	9	f83r.41	E356|E357|E358|E359	solkey lchedy qolkain dal	Kurzsammlung → abführen → Folgeportion → Stelle	B4-S015|B4-S016	2|1	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	REAL_CYCLE_OR_OWNER_RESET	4
B4	f83r	10	f83r.44	E360|E361	skar shedy	Quellausguss → Kurzabsetzung	B4-S016	2	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	REAL_CYCLE_OR_OWNER_RESET	2
B5	f83r	1	f83r.47	E362|E363|E364	otchdy qokchdy shedal	Nachtransfer → Neueinsatz → Zielabsetzung	B5-S001|B5-S002|B5-S003	1	B5_LEFT_OPEN_FRINGE_STATION	RECORD_START	3
B5	f83r	2	f83r.48	E365|E366|E367|E368|E369	dal cheol lol chdal aiin	Stelle → Fortsetzung → Weiterabzug → Zieltransfer → Sollmaß	B5-S003	1|2|3	B5_LEFT_OPEN_FRINGE_STATION	CONTINUE_ACROSS_LINE	5
B5	f83r	3	f83r.49	E370|E371|E372	sol daiiin chedy	Fortsetzung → Endstufe → Umsetzen	B5-S003	4	B5_LEFT_OPEN_FRINGE_STATION	REAL_CYCLE_OR_OWNER_RESET	3
B6	f83r	1	f83r.52	E373|E374|E375|E376	solkeey qekey raly ol	Langsammlung → Kurzbearbeitung → Endposten → Fortsetzung	B6-S001	1|2	B6_RIGHT_S_RUN_MULTIPORT_STATION	RECORD_START	4
B6	f83r	2	f83r.54	E377|E378|E379|E380|E381	daiin ol dain chey ldalor	Sollmaß → Fortsetzung → Einlage → Diesposten → Endziel	B6-S001	2|3|4	B6_RIGHT_S_RUN_MULTIPORT_STATION	CONTINUE_ACROSS_LINE	5
