surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt519_rank	candidate_recipe	gdt518_base_score	anchor_cost	gdt519_score	alignment_trace
chady	CH+A_ADDR+DY	NO	3	3	CH+D_ADDR+Y	3.507907986	0.268232156	3.776140142	cha=>cha~CH@edit0+alias0.268 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	YES	5	4	CH+A_ADDR+DY	3.896411699	0.000000000	3.896411699	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	4	5	CH+Y	3.467391529	1.268232156	4.735623685	cha=>cha~CH@edit0+alias0.268 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	8	6	LOCAL_C+A_ADDR+DY	4.143342910	1.000000000	5.143342910	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	6	7	CH+A_ADDR+D_ADDR+Y	5.855213819	0.000000000	5.855213819	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	15	8	LOCAL_C+SH+A_ADDR+DY	5.783122796	0.501722060	6.284844856	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	10	9	LOCAL_C+A_ADDR+Y	4.649805485	2.000000000	6.649805485	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	7	10	LOCAL_C+SH+A_ADDR+Y	5.300826140	1.501722060	6.802548200	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chady	CH+A_ADDR+DY	NO	9	11	LOCAL_C+A_ADDR+D_ADDR+Y	6.037115289	1.000000000	7.037115289	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chady	CH+A_ADDR+DY	NO	13	12	CH+SH+A_ADDR+Y	5.353893101	2.501722060	7.855615161	ch=>ch~CH@edit0+alias0.000 | a=>h~SH@edit1+alias0.502 | d=>a~A_ADDR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000
chap	CH+A_ADDR+P	NO	1	1	CH+P	1.455323977	0.268232156	1.723556133	cha=>cha~CH@edit0+alias0.268 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	YES	2	2	CH+A_ADDR+P	2.442550023	0.000000000	2.442550023	ch=>ch~CH@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	3	3	LOCAL_C+A_ADDR+P	2.818571349	1.000000000	3.818571349	c=>c~LOCAL_C@edit0+alias0.000 | ha=>a~A_ADDR@edit1+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	4	4	LOCAL_C+SH+A_ADDR+P	4.120586668	0.501722060	4.622308728	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chap	CH+A_ADDR+P	NO	5	5	CH+SH+A_ADDR+P	3.598465391	2.501722060	6.100187451	c=>ch~CH@edit2+alias0.000 | h=>h~SH@edit0+alias0.502 | a=>a~A_ADDR@edit0+alias0.000 | p=>p~P@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	1	1	CH+K+Y	1.448872192	1.544813155	2.993685347	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	YES	5	2	CH+K+CH+Y	3.768785040	0.290546511	4.059331551	chek=>chek~CH+K@edit0+alias0.291 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	17	3	CH+K+LOCAL_C+Y	3.857112649	0.544813155	4.401925804	chek=>chek~CH+K@edit0+alias0.291 | c=>c~LOCAL_C@edit0+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	6	4	CH+E+K+CH+Y	5.600905047	0.000000000	5.600905047	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	4	5	CH+E+K+Y	4.500353852	1.250000000	5.750353852	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | kch=>kh~K@edit1+alias0.250 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	23	6	LOCAL_C+K+CH+Y	4.781248100	1.254762805	6.036010905	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	11	7	CHD+K+CH+Y	4.823670106	1.500000000	6.323670106	che=>chd~CHD@edit1+alias0.500 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekchy	CH+K+CH+Y	NO	3	8	LOCAL_C+K+Y	4.050443104	2.509029450	6.559472554	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | chy=>hy~Y@edit1+alias0.254
chekchy	CH+K+CH+Y	NO	39	9	CH+E+K+LOCAL_C+Y	6.334035027	0.254266645	6.588301672	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	2	10	Y+CH+K	2.480197326	4.254266645	6.734463970	che=>hy~Y@edit2+alias0.254 | kch=>ch~CH@edit1+alias0.000 | y=>k~K@edit1+alias0.000
chekchy	CH+K+CH+Y	NO	8	11	CH+K+E+Y	5.331851861	1.544813155	6.876665016	chek=>chek~CH+K@edit0+alias0.291 | c=>e~E@edit1+alias0.000 | hy=>hy~Y@edit0+alias0.254
chekchy	CH+K+CH+Y	NO	26	12	LOCAL_C+E+K+CH+Y	5.943700151	1.000000000	6.943700151	c=>c~LOCAL_C@edit0+alias0.000 | he=>e~E@edit1+alias0.000 | k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	1	1	CH+E+K+EE+Y	2.172653241	0.000000000	2.172653241	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	YES	2	2	CH+K+EE+Y	1.989776678	0.290546511	2.280323188	chek=>chek~CH+K@edit0+alias0.291 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	10	3	LOCAL_C+E+K+EE+Y	4.439046934	1.000000000	5.439046934	c=>c~LOCAL_C@edit0+alias0.000 | he=>e~E@edit1+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	4	4	CH+K+E+EE+Y	3.542768550	2.000000000	5.542768550	ch=>ch~CH@edit0+alias0.000 | e=>k~K@edit1+alias0.000 | k=>e~E@edit1+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	12	5	LOCAL_C+K+EE+Y	4.378636182	1.254762805	5.633398987	c=>c~LOCAL_C@edit0+alias0.000 | hek=>hk~K@edit1+alias0.255 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	5	6	CHD+K+EE+Y	4.362285430	1.500000000	5.862285430	che=>chd~CHD@edit1+alias0.500 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	9	7	LOCAL_C+SH+E+K+EE+Y	6.097844226	0.501722060	6.599566285	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	3	8	CH+K+E+E+Y	7.415645071	0.290546511	7.706191582	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	8	9	CH+Y+K+EE	5.990605379	2.000000000	7.990605379	ch=>ch~CH@edit0+alias0.000 | e=>y~Y@edit1+alias0.000 | k=>k~K@edit0+alias0.000 | eey=>ee~EE@edit1+alias0.000
chekeey	CH+K+EE+Y	NO	39	10	CH+SH+K+EE+Y	6.974356565	1.501722060	8.476078625	ch=>ch~CH@edit0+alias0.000 | e=>h~SH@edit1+alias0.502 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	27	11	LOCAL_C+SH+K+EE+Y	7.147344386	1.501722060	8.649066445	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | ek=>k~K@edit1+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chekeey	CH+K+EE+Y	NO	17	12	CH+SH+E+K+EE+Y	6.195592049	2.501722060	8.697314109	c=>ch~CH@edit2+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
cheta	CH+E+T+A_ADDR	YES	1	1	CH+E+T+A_ADDR	2.356335867	0.000000000	2.356335867	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000
cheta	CH+E+T+A_ADDR	NO	2	2	CH+E+T	1.742921852	1.000000000	2.742921852	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ta=>t~T@edit1+alias0.000
cheta	CH+E+T+A_ADDR	NO	16	3	LOCAL_C+E+T	4.514877637	1.271130909	5.786008546	c=>c~LOCAL_C@edit0+alias0.000 | heta=>het~E+T@edit1+alias0.271
cheta	CH+E+T+A_ADDR	NO	13	4	LOCAL_C+E+T+A_ADDR	5.608729079	0.271130909	5.879859988	c=>c~LOCAL_C@edit0+alias0.000 | het=>het~E+T@edit0+alias0.271 | a=>a~A_ADDR@edit0+alias0.000
cheta	CH+E+T+A_ADDR	NO	4	5	CH+E+AL	5.254925430	1.500000000	6.754925430	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ta=>la~AL@edit1+alias0.500
cheta	CH+E+T+A_ADDR	NO	6	6	CHD+T	5.048357531	2.000000000	7.048357531	chet=>ched~CHD@edit1+alias0.000 | a=>t~T@edit1+alias0.000
cheta	CH+E+T+A_ADDR	NO	7	7	CH+T+A_ADDR	6.130527524	1.000000000	7.130527524	ch=>ch~CH@edit0+alias0.000 | et=>t~T@edit1+alias0.000 | a=>a~A_ADDR@edit0+alias0.000
cheta	CH+E+T+A_ADDR	NO	3	8	CHD+T+A_ADDR	5.656990411	1.500000000	7.156990411	che=>chd~CHD@edit1+alias0.500 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000
cheta	CH+E+T+A_ADDR	NO	10	9	CH+T	5.179364714	2.000000000	7.179364714	ch=>ch~CH@edit0+alias0.000 | eta=>t~T@edit2+alias0.000
cheta	CH+E+T+A_ADDR	NO	5	10	CH+E+A_ADDR+T	5.208370174	2.000000000	7.208370174	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>a~A_ADDR@edit1+alias0.000 | a=>t~T@edit1+alias0.000
cheta	CH+E+T+A_ADDR	NO	15	11	LOCAL_C+SH+E+T	6.298558810	1.501722060	7.800280870	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | ta=>t~T@edit1+alias0.000
cheta	CH+E+T+A_ADDR	NO	14	12	LOCAL_C+SH+E+T+A_ADDR	7.533841941	0.501722060	8.035564001	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000
chpady	CH+P+A_ADDR+DY	YES	3	1	CH+P+A_ADDR+DY	2.939577258	0.000000000	2.939577258	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chpady	CH+P+A_ADDR+DY	NO	1	2	CH+P+A_ADDR+Y	2.037403931	1.000000000	3.037403931	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chpady	CH+P+A_ADDR+DY	NO	2	3	LOCAL_C+P+A_ADDR+Y	3.672596078	1.250000000	4.922596078	c=>c~LOCAL_C@edit0+alias0.000 | hp=>hp~P@edit0+alias0.250 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chpady	CH+P+A_ADDR+DY	NO	7	4	LOCAL_C+P+A_ADDR+DY	4.728920085	0.250000000	4.978920085	c=>c~LOCAL_C@edit0+alias0.000 | hp=>hp~P@edit0+alias0.250 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chpady	CH+P+A_ADDR+DY	NO	4	5	CH+P+A_ADDR+D_ADDR+Y	5.100716234	0.000000000	5.100716234	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chpady	CH+P+A_ADDR+DY	NO	12	6	LOCAL_C+SH+P+A_ADDR+DY	6.285016729	0.501722060	6.786738789	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chpady	CH+P+A_ADDR+DY	NO	8	7	LOCAL_C+P+A_ADDR+D_ADDR+Y	6.729928108	0.250000000	6.979928108	c=>c~LOCAL_C@edit0+alias0.000 | hp=>hp~P@edit0+alias0.250 | a=>a~A_ADDR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chpady	CH+P+A_ADDR+DY	NO	6	8	LOCAL_C+SH+P+A_ADDR+Y	5.785945675	1.501722060	7.287667734	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chpady	CH+P+A_ADDR+DY	NO	15	9	CH+SH+P+A_ADDR+DY	5.592736017	2.501722060	8.094458077	c=>ch~CH@edit2+alias0.000 | h=>h~SH@edit0+alias0.502 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
chpady	CH+P+A_ADDR+DY	NO	13	10	LOCAL_C+SH+P+A_ADDR+D_ADDR+Y	8.231277768	0.501722060	8.732999828	c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
chpady	CH+P+A_ADDR+DY	NO	10	11	CH+SH+P+A_ADDR+Y	5.381347035	3.501722060	8.883069095	c=>ch~CH@edit2+alias0.000 | h=>h~SH@edit0+alias0.502 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
chpady	CH+P+A_ADDR+DY	NO	5	12	CH+P+DA+D_ADDR+Y	7.055175638	2.000000000	9.055175638	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>da~DA@edit2+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	1	1	CH+T+O+AM_ADDR	1.816461505	1.015801968	2.832263473	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	YES	2	2	CH+T+O+M_LOCAL	3.291420927	0.508031070	3.799451996	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	9	3	LOCAL_C+T+O+AM_ADDR	5.774859833	0.758371501	6.533231334	c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	4	4	O+CH+T+AM_ADDR	3.301765537	3.507770898	6.809536436	c=>o~O@edit1+alias0.000 | th=>ch~CH@edit1+alias0.000 | o=>t~T@edit1+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	11	5	LOCAL_C+T+O+M_LOCAL	6.757342769	0.250600602	7.007943372	c=>c~LOCAL_C@edit0+alias0.000 | th=>th~T@edit0+alias0.251 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	7	6	O+CH+T+M_LOCAL	4.194917422	3.000000000	7.194917422	c=>o~O@edit1+alias0.000 | th=>ch~CH@edit1+alias0.000 | o=>t~T@edit1+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	6	7	CH+T+O+D_ADDR+M_LOCAL	5.409756143	2.500554018	7.910310161	ct=>ct~CH+T@edit0+alias0.501 | h=>o~O@edit1+alias0.000 | o=>d~D_ADDR@edit1+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	10	8	CH+T+SH+O+AM_ADDR	6.470179249	1.510046976	7.980226226	ct=>ct~CH+T@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	3	9	CH+T+O+D_ADDR+AM_ADDR	5.372413875	3.008324916	8.380738792	ct=>ct~CH+T@edit0+alias0.501 | h=>o~O@edit1+alias0.000 | o=>d~D_ADDR@edit1+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	12	10	CH+T+SH+O+M_LOCAL	7.432030194	1.002276078	8.434306272	ct=>ct~CH+T@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
cthom	CH+T+O+M_LOCAL	NO	13	11	LOCAL_C+T+SH+O+AM_ADDR	8.485089911	1.009492958	9.494582869	c=>c~LOCAL_C@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508
cthom	CH+T+O+M_LOCAL	NO	14	12	LOCAL_C+T+SH+O+M_LOCAL	9.338727271	0.501722060	9.840449331	c=>c~LOCAL_C@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	1	1	D_ADDR+AIR+Y+K+O+DA+S	4.408768813	0.000000000	4.408768813	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	YES	5	2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	6.860690711	0.000000000	6.860690711	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	2	3	AIR+Y+K+O+DA+S	6.038832992	1.000000000	7.038832992	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | s=>s~S@edit0+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	7	4	D_ADDR+AIR+Y+K+O+D_ADDR+S	6.394290768	1.000000000	7.394290768	d=>d~D_ADDR@edit0+alias0.000 | air=>air~AIR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | as=>s~S@edit1+alias0.000
dairykodas	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	NO	20	5	AIR+Y+K+O+D_ADDR+A_ADDR+S	7.182100969	1.000000000	8.182100969	dair=>air~AIR@edit1+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | s=>s~S@edit0+alias0.000
