surface	occurrence_count	physical_pages	truth_recipe	candidate_count_capped	gdt518_rank	gdt518_top1	gdt519_rank	gdt519_top1	gdt519_top5	truth_base_score	truth_anchor_cost	truth_selected_score	truth_alignment_trace	top1_base_score	top1_anchor_cost	top1_selected_score	top1_alignment_trace	decision_change_class	working_policy
cheda	1	f31r	CHD+A_ADDR	34	1	CHD+A_ADDR	1	CHD+A_ADDR	CHD+A_ADDR | CHD+DA | CHD+D_ADDR | CH+DA | CH+E+DA	1.348552047	0.000000000	1.348552047	ched=>ched~CHD@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	1.348552047	0.000000000	1.348552047	ched=>ched~CHD@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chedaiir	1	f66r	CHD+IIN+R	100	1	CHD+IIN+R	1	CHD+IIN+R	CHD+IIN+R | CHD+AIIN+R | CHD+A_ADDR+IIN+R | CHD+D_ADDR+IIN+R | CHD+D_ADDR+AIIN+R	2.215922722	2.000000000	4.215922722	ched=>ched~CHD@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	2.215922722	2.000000000	4.215922722	ched=>ched~CHD@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cheeo	1	f66r	CH+EE+O	16	1	CH+EE+O	1	CH+EE+O	CH+EE+O | LOCAL_C+EE+O | SH+EE+O | LOCAL_C+SH+EE+O | CH+EE+O+D_ADDR	1.734416707	0.000000000	1.734416707	ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000	1.734416707	0.000000000	1.734416707	ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chefchy	1	f66r	CH+E+LOCAL_CHAR_F+CH+Y	66	1	CH+E+LOCAL_CHAR_F+CH+Y	1	CH+E+LOCAL_CHAR_F+CH+Y	CH+E+LOCAL_CHAR_F+CH+Y | CH+E+LOCAL_CHAR_F+LOCAL_C+Y | CH+E+LOCAL_CHAR_F+Y | LOCAL_C+E+LOCAL_CHAR_F+CH+Y | CHD+LOCAL_CHAR_F+CH+Y	2.880060480	0.000000000	2.880060480	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.880060480	0.000000000	2.880060480	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekchy	1	f66r	CH+K+CH+Y	100	3	CH+K+Y	2	CH+K+Y	CH+K+Y | CH+K+CH+Y | CH+K+LOCAL_C+Y | CH+E+K+CH+Y | CH+E+K+Y	3.768785040	0.290546511	4.059331551	chek=>chek~CH+K@edit0+alias0.291 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.448872192	1.544813155	2.993685347	chekc=>chek~CH+K@edit1+alias0.291 | hy=>hy~Y@edit0+alias0.254	GDT518_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekeey	1	f66r	CH+K+EE+Y	57	1	CH+K+EE+Y	2	CH+E+K+EE+Y	CH+E+K+EE+Y | CH+K+EE+Y | LOCAL_C+E+K+EE+Y | CH+K+E+EE+Y | LOCAL_C+K+EE+Y	1.989776678	0.290546511	2.280323188	chek=>chek~CH+K@edit0+alias0.291 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	2.172653241	0.000000000	2.172653241	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_LOST	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chekeody	1	f66r	CH+K+E+O+DY	100	1	CH+K+E+O+DY	1	CH+K+E+O+DY	CH+K+E+O+DY | CH+E+K+E+O+DY | CH+K+E+O+D_ADDR+Y | CH+K+E+O+Y | CH+E+K+E+O+D_ADDR+Y	3.211404052	0.290546511	3.501950563	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	3.211404052	0.290546511	3.501950563	chek=>chek~CH+K@edit0+alias0.291 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cheod	1	f31r	CH+E+O+D_ADDR	24	1	CH+E+O+D_ADDR	1	CH+E+O+D_ADDR	CH+E+O+D_ADDR | CH+E+O | LOCAL_C+E+O+D_ADDR | LOCAL_C+SH+E+O+D_ADDR | LOCAL_C+E+O	1.323304052	0.000000000	1.323304052	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	1.323304052	0.000000000	1.323304052	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chepakeo	1	f31r	CH+E+P+A_ADDR+K+E+O	36	1	CH+E+P+A_ADDR+K+E+O	1	CH+E+P+A_ADDR+K+E+O	CH+E+P+A_ADDR+K+E+O | CH+E+P+A_ADDR+OK+E | CH+E+P+K+A_ADDR+E+O | LOCAL_C+E+P+A_ADDR+K+E+O | CH+P+A_ADDR+K+E+O	3.427059284	0.000000000	3.427059284	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	3.427059284	0.000000000	3.427059284	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chepos	1	f31r	CH+E+P+O+S	72	1	CH+E+P+O+S	1	CH+E+P+O+S	CH+E+P+O+S | CH+E+P+O | CH+E+P+OS | CH+E+P+O+S_ADDR | LOCAL_C+E+P+O+S	1.702016587	0.000000000	1.702016587	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | s=>s~S@edit0+alias0.000	1.702016587	0.000000000	1.702016587	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | s=>s~S@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cheta	1	f66r	CH+E+T+A_ADDR	24	2	CH+E+T	1	CH+E+T+A_ADDR	CH+E+T+A_ADDR | CH+E+T | LOCAL_C+E+T | LOCAL_C+E+T+A_ADDR | CH+E+AL	2.356335867	0.000000000	2.356335867	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	2.356335867	0.000000000	2.356335867	ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000	GDT518_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choekeey	1	f66r	CH+O+E+K+EE+Y	99	1	CH+O+E+K+EE+Y	1	CH+O+E+K+EE+Y	CH+O+E+K+EE+Y | LOCAL_C+O+E+K+EE+Y | HO+E+K+EE+Y | LOCAL_C+SH+O+E+K+EE+Y | CH+CARRIER_Q+O+E+K+EE+Y	1.413223386	0.000000000	1.413223386	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.413223386	0.000000000	1.413223386	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choiin	1	f20v	CH+O+IIN	100	1	CH+O+IIN	1	CH+O+IIN	CH+O+IIN | LOCAL_C+O+IIN | HO+IIN | LOCAL_C+SH+O+IIN | CH+O+AIIN	1.033064183	0.000000000	1.033064183	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	1.033064183	0.000000000	1.033064183	ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | iin=>iin~IIN@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cholpchd	1	f66r	OL+P+CHD	100	1	OL+P+CHD	1	OL+P+CHD	OL+P+CHD | CH+OL+P+CHD | OL+P+CH+D_ADDR | LOCAL_C+OL+P+CHD | CH+OL+P+CH+D_ADDR	1.919346273	1.020708611	2.940054885	chol=>chol~OL@edit0+alias0.521 | p=>p~P@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500	1.919346273	1.020708611	2.940054885	chol=>chol~OL@edit0+alias0.521 | p=>p~P@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choraiin	1	f4r	CH+OR+AIIN	100	1	CH+OR+AIIN	1	CH+OR+AIIN	CH+OR+AIIN | LOCAL_C+OR+AIIN | LOCAL_C+SH+OR+AIIN | CH+OR+A_ADDR+AIIN | CH+OR+A_ADDR+IIN	1.543733803	0.000000000	1.543733803	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	1.543733803	0.000000000	1.543733803	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | aiin=>aiin~AIIN@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
choraly	1	f20v	CH+OR+AL+Y	82	1	CH+OR+AL+Y	1	CH+OR+AL+Y	CH+OR+AL+Y | LOCAL_C+OR+AL+Y | LOCAL_C+SH+OR+AL+Y | HO+R+AL+Y | CH+O+R+AL+Y	1.302528268	0.000000000	1.302528268	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.302528268	0.000000000	1.302528268	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chory	1	f20v	CH+OR+Y	16	1	CH+OR+Y	1	CH+OR+Y	CH+OR+Y | LOCAL_C+OR+Y | LOCAL_C+SH+OR+Y | HO+R+Y | CH+O+R+Y	1.011286427	0.000000000	1.011286427	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.011286427	0.000000000	1.011286427	ch=>ch~CH@edit0+alias0.000 | or=>or~OR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chpady	1	f4r	CH+P+A_ADDR+DY	20	2	CH+P+A_ADDR+Y	1	CH+P+A_ADDR+DY	CH+P+A_ADDR+DY | CH+P+A_ADDR+Y | LOCAL_C+P+A_ADDR+Y | LOCAL_C+P+A_ADDR+DY | CH+P+A_ADDR+D_ADDR+Y	2.939577258	0.000000000	2.939577258	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.939577258	0.000000000	2.939577258	ch=>ch~CH@edit0+alias0.000 | p=>p~P@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT518_ERROR_CORRECTED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
chxar	1	f66r	CH+LOCAL_X+AR	9	1	CH+LOCAL_X+AR	1	CH+LOCAL_X+AR	CH+LOCAL_X+AR | LOCAL_C+SH+LOCAL_X+AR | CH+LOCAL_X+A_ADDR+R | CH+LOCAL_X+A_ADDR+AR | CH+SH+LOCAL_X+AR	0.409717487	0.000000000	0.409717487	ch=>ch~CH@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	0.409717487	0.000000000	0.409717487	ch=>ch~CH@edit0+alias0.000 | x=>x~LOCAL_X@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
ckhochy	1	f4r	CH+K+O+CH+Y	50	1	CH+K+O+CH+Y	1	CH+K+O+CH+Y	CH+K+O+CH+Y | CH+K+O+LOCAL_C+Y | CH+K+O+Y | LOCAL_C+K+O+CH+Y | K+O+CH+Y	1.879978981	0.514571181	2.394550162	ckh=>ckh~CH+K@edit0+alias0.515 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	1.879978981	0.514571181	2.394550162	ckh=>ckh~CH+K@edit0+alias0.515 | o=>o~O@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cphaiin	1	f4r	CH+P+AIIN	100	1	CH+P+AIIN	1	CH+P+AIIN	CH+P+AIIN | LOCAL_C+P+AIIN | CH+P+A_ADDR+AIIN | CH+P+SH+AIIN | CH+P+A_ADDR+IIN	1.460617610	0.504939276	1.965556886	cph=>cph~CH+P@edit0+alias0.505 | aiin=>aiin~AIIN@edit0+alias0.000	1.460617610	0.504939276	1.965556886	cph=>cph~CH+P@edit0+alias0.505 | aiin=>aiin~AIIN@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cpholdy	1	f4r	CH+P+OL+DY	78	1	CH+P+OL+DY	1	CH+P+OL+DY	CH+P+OL+DY | CH+P+OL+D_ADDR+Y | CH+P+OL+Y | CH+P+SH+OL+DY | CH+P+OL	2.154335802	0.504939276	2.659275077	cph=>cph~CH+P@edit0+alias0.505 | ol=>ol~OL@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	2.154335802	0.504939276	2.659275077	cph=>cph~CH+P@edit0+alias0.505 | ol=>ol~OL@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cthdy	1	f66r	CH+T+D_ADDR+Y	17	1	CH+T+D_ADDR+Y	1	CH+T+D_ADDR+Y	CH+T+D_ADDR+Y | LOCAL_C+T+D_ADDR+Y | CH+T+DY | CH+T+Y | CH+T+SH+D_ADDR+Y	1.178984595	0.506062462	1.685047057	cthd=>cthd~CH+T+D_ADDR@edit0+alias0.506 | y=>y~Y@edit0+alias0.000	1.178984595	0.506062462	1.685047057	cthd=>cthd~CH+T+D_ADDR@edit0+alias0.506 | y=>y~Y@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
cthom	1	f4r	CH+T+O+M_LOCAL	14	2	CH+T+O+AM_ADDR	2	CH+T+O+AM_ADDR	CH+T+O+AM_ADDR | CH+T+O+M_LOCAL | LOCAL_C+T+O+AM_ADDR | O+CH+T+AM_ADDR | LOCAL_C+T+O+M_LOCAL	3.291420927	0.508031070	3.799451996	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~M_LOCAL@edit0+alias0.000	1.816461505	1.015801968	2.832263473	cth=>cth~CH+T@edit0+alias0.508 | o=>o~O@edit0+alias0.000 | m=>m~AM_ADDR@edit0+alias0.508	GDT518_ERROR_UNCHANGED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
da	1	f31r	DA	4	1	DA	1	DA	DA | D_ADDR | D_ADDR+A_ADDR | CHD+A_ADDR	1.012355067	0.000000000	1.012355067	da=>da~DA@edit0+alias0.000	1.012355067	0.000000000	1.012355067	da=>da~DA@edit0+alias0.000	GDT518_CORRECT_PRESERVED	KNOWN_EVENT_OR_SURFACE_RECIPE_STILL_WINS__ANCHOR_RERANKS_ONLY_FINITE_UNKNOWN_CANDIDATES
