structural_template_id	signature	event_count	recipe_count	recipe_context_cell_count	physical_page_count	register_count	example_microphrases_de
GDT565-T022	DY || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	1	1	Setze den Posten; hier; vom Ausgang; hier; vom Ausgang; abschließen.
GDT565-T023	DY || ACTION_CHAIN || A || SINGLE || NONE	7	4	4	6	2	Bearbeite den Posten; abschließen. || Halte die Einheit; abschließen. || Markiere den Posten; abschließen. || Stelle den Posten ein; abschließen.
GDT565-T024	DY || ACTION_CHAIN || A || SINGLE || RELATION	57	10	21	15	5	Bearbeite den Anteil; über die Verbindung; abschließen. || Bearbeite den Posten; zum Zielort; abschließen. || Bearbeite den Posten; über die Verbindung; abschließen. || Bearbeite den Wert; zum Zielort; abschließen. || Bearbeite den Wert; über die Verbindung; abschließen. || Gib den Posten; entlang der Bahn; abschließen. || Gib den Posten; vom Ausgang; abschließen. || Gib den Posten; über die Verbindung; abschließen. || Halte den Anteil; über die Verbindung; abschließen. || Halte den Posten; zum Zielort; abschließen. || Halte den Posten; über die Verbindung; abschließen. || Nimm den Posten; zum Zielort; abschließen. || Setze den Anteil; zum Zielort; abschließen. || Setze den Anteil; über die Verbindung; abschließen. || Setze den Posten; vom Ausgang; abschließen. || Setze den Posten; zum Zielort; abschließen. || Setze den Posten; über die Verbindung; abschließen. || Wähle den Posten; zum Zielort; abschließen.
GDT565-T025	DY || ACTION_CHAIN || A || SINGLE || RELATION+FORMAL_CONTROL	3	3	3	3	3	Bearbeite den Posten; über die Verbindung; zur Ausführung; abschließen. || Setze den Anteil; zum Zielort; zur Ausführung; abschließen. || Stelle den Posten ein; vom Ausgang; zur Ausführung; abschließen.
GDT565-T026	DY || ACTION_CHAIN || A || SINGLE || RELATION+GRADE	18	4	6	6	2	Gib den Posten; über die Verbindung; auf Grad I; abschließen. || Halte den Posten; zum Zielort; auf Grad I; abschließen. || Halte den Posten; über die Verbindung; auf Grad I; abschließen. || Halte den Wert; über die Verbindung; auf Grad I; abschließen. || Stelle den Anteil ein; über die Verbindung; auf Grad I; abschließen. || Stelle den Posten ein; über die Verbindung; auf Grad I; abschließen.
GDT565-T027	DY || ACTION_CHAIN || A || SINGLE || RELATION+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Setze den Posten; über die Verbindung; hier; abschließen.
GDT565-T028	DY || ACTION_CHAIN || A || SINGLE || RELATION+RELATION+GRADE	1	1	1	1	1	Halte den Posten; zum Zielort; zum Zielort; auf Grad I; abschließen.
GDT565-T029	DY || ACTION_CHAIN || A+A || NONE || FORMAL_CONTROL	3	2	2	3	3	Setze ein und bearbeite; zur Ausführung; abschließen. || Stelle ein und nimm; zur Ausführung; abschließen.
GDT565-T030	DY || ACTION_CHAIN || A+A || NONE || GRADE	2	2	2	2	2	Nimm und setze ein; auf Grad I; abschließen. || Setze ein und halte; auf Grad I; abschließen.
GDT565-T031	DY || ACTION_CHAIN || A+A || NONE || LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	1	1	Setze ein und markiere; hier; entlang der Bahn; abschließen.
GDT565-T032	DY || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL	5	4	4	4	2	Nimm den Posten und gib den Posten; zur Ausführung; abschließen. || Setze den Posten ein und bearbeite den Posten; zur Ausführung; abschließen. || Setze die Einheit ein und nimm die Einheit; zur Ausführung; abschließen. || Stelle den Posten ein und nimm den Posten; zur Ausführung; abschließen.
GDT565-T033	DY || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+FORMAL_CONTROL	1	1	1	1	1	Setze den Posten ein und halte den Posten; zur Ausführung; zur Ausführung; abschließen.
GDT565-T034	DY || ACTION_CHAIN || A+A || SINGLE || GRADE	22	13	16	9	3	Gib den Posten und halte den Posten; auf Grad I; abschließen. || Gib den Wert und halte den Wert; auf Grad I; abschließen. || Halte den Posten und gib den Posten; auf Grad I; abschließen. || Markiere den Anteil und halte den Anteil; auf Grad I; abschließen. || Markiere den Posten und halte den Posten; auf Grad I; abschließen. || Nimm den Anteil und setze den Anteil ein; auf Grad I; abschließen. || Nimm den Posten und gib den Posten; auf Grad II; abschließen. || Nimm die Einheit und gib die Einheit; auf Grad II; abschließen. || Nimm die Einheit und halte die Einheit; auf Grad I; abschließen. || Setze den Posten und bearbeite den Posten; auf Grad I; abschließen. || Setze den Posten und halte den Posten; auf Grad I; abschließen. || Setze den Posten und wähle den Posten; auf Grad I; abschließen. || Setze den Wert und halte den Wert; auf Grad I; abschließen. || Stelle den Posten ein und halte den Posten; auf Grad I; abschließen. || Wähle den Anteil und setze den Anteil; auf Grad II; abschließen. || Wähle den Posten und halte den Posten; auf Grad I; abschließen.
GDT565-T035	DY || ACTION_CHAIN || A+A || SINGLE || GRADE+FORMAL_CONTROL	2	2	2	2	2	Nimm den Posten und gib den Posten; auf Grad I; zur Ausführung; abschließen. || Nimm den Posten und setze den Posten ein; auf Grad I; zur Ausführung; abschließen.
GDT565-T036	DY || ACTION_CHAIN || A+A || SINGLE || LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Nimm den Posten und setze den Posten ein; hier; abschließen.
GDT565-T037	DY || ACTION_CHAIN || A+A || SINGLE || NONE	22	4	7	9	3	Nimm den Anteil und wähle den Anteil; abschließen. || Setze den Anteil ein und bearbeite den Anteil; abschließen. || Setze den Posten ein und bearbeite den Posten; abschließen. || Setze den Posten und bearbeite den Posten; abschließen. || Setze den Posten und halte den Posten; abschließen. || Setze den Wert und bearbeite den Wert; abschließen. || Setze die Einheit und bearbeite die Einheit; abschließen.
GDT565-T038	DY || ACTION_CHAIN || A+A || SINGLE || RELATION	2	2	2	2	2	Nimm die Einheit und setze die Einheit ein; zum Zielort; abschließen. || Setze den Posten und bearbeite den Posten; über die Verbindung; abschließen.
GDT565-T039	DY || ACTION_CHAIN || A+A || SINGLE || RELATION+GRADE	1	1	1	1	1	Nimm den Posten und gib den Posten; über die Verbindung; auf Grad I; abschließen.
GDT565-T040	DY || ACTION_CHAIN || A+A+A || SINGLE || FORMAL_CONTROL+GRADE	1	1	1	1	1	Halte den Posten und nimm den Posten und setze den Posten ein; zur Ausführung; auf Grad I; abschließen.
GDT565-T041	DY || ACTION_CHAIN || A+A+A || SINGLE || GRADE	4	2	2	3	1	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; abschließen. || Nimm den Posten und setze den Posten ein und halte den Posten; auf Grad II; abschließen.
GDT565-T042	DY || ACTION_CHAIN || A+A+A || SINGLE || GRADE+FORMAL_CONTROL	2	2	2	2	2	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; zur Ausführung; abschließen. || Nimm den Posten und nimm den Posten und gib den Posten; auf Grad II; zur Ausführung; abschließen.
GDT565-T043	DY || ACTION_CHAIN || A+A+A || SINGLE || GRADE+GRADE	3	2	3	3	1	Halte den Posten und nimm den Posten und gib den Posten; auf Grad I; auf Grad I; abschließen. || Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; auf Grad I; abschließen. || Nimm die Einheit und nimm die Einheit und setze die Einheit ein; auf Grad I; auf Grad I; abschließen.
GDT565-T044	DY || ACTION_CHAIN || A+A+A || SINGLE || NONE	3	3	3	3	2	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen. || Setze den Posten und bearbeite den Posten und wähle den Posten; abschließen. || Wähle den Posten und gib den Posten und bearbeite den Posten; abschließen.
GDT565-T045	DY || ACTION_CHAIN || Ax2+A || SINGLE || GRADE	4	3	4	3	2	Nimm den Anteil zweimal und setze den Anteil ein; auf Grad I; abschließen. || Nimm den Anteil zweimal und stelle den Anteil ein; auf Grad I; abschließen. || Nimm den Posten zweimal und gib den Posten; auf Grad I; abschließen. || Nimm den Posten zweimal und stelle den Posten ein; auf Grad I; abschließen.
GDT565-T046	DY || ACTION_CHAIN || Ax2+A || SINGLE || RELATION+GRADE	1	1	1	1	1	Nimm den Posten zweimal und setze den Posten ein; über die Verbindung; auf Grad I; abschließen.
GDT565-T047	DY || ACTION_CHAIN || Ax2+A+A || SINGLE || GRADE	1	1	1	1	1	Nimm den Posten zweimal und stelle den Posten ein und gib den Posten; auf Grad I; abschließen.
GDT565-T048	DY+OL || ACTION_CHAIN || A || SINGLE || GRADE	1	1	1	1	1	Setze den Wert; auf Grad II; abschließen; danach weiterführen.
GDT565-T049	OL || ACTION_CHAIN || A || DOUBLE_Y || LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: gib den Posten und den Posten; hier.
GDT565-T050	OL || ACTION_CHAIN || A || DOUBLE_Y || NONE	3	1	1	2	2	Weiter: gib die beiden Posten.
GDT565-T051	OL || ACTION_CHAIN || A || NONE || FORMAL_CONTROL+FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: setze ein; zur Ausführung; zur Ausführung; hier.
GDT565-T052	OL || ACTION_CHAIN || A || NONE || GRADE	3	1	1	3	3	Weiter: halte; auf Grad I.
GDT565-T053	OL || ACTION_CHAIN || A || NONE || GRADE+LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: setze ein; auf Grad II; hier; vom Ausgang; als Klasse.
GDT565-T054	OL || ACTION_CHAIN || A || NONE || NONE	7	4	5	5	3	Weiter: halte. || Weiter: setze. || Weiter: stelle ein. || Weiter: wähle.
GDT565-T055	OL || ACTION_CHAIN || A || PAIR || LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: gib den Posten und den Wert; hier.
GDT565-T056	OL || ACTION_CHAIN || A || PAIR || LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: halte die Einheit und den Wert; hier; hier.
GDT565-T057	OL || ACTION_CHAIN || A || PAIR || NONE	1	1	1	1	1	Weiter: halte den Wert und den Posten.
GDT565-T058	OL || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL	3	2	3	3	3	Weiter: setze den Wert; zur Ausführung. || Weiter: setze die Einheit ein; zur Ausführung. || Weiter: wähle den Wert; zur Ausführung.
GDT565-T059	OL || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+FORMAL_CONTROL	5	4	5	3	2	Weiter: bearbeite den Posten; am Beginn; zur Ausführung. || Weiter: halte den Posten; am Beginn; zur Ausführung. || Weiter: setze den Anteil; am Beginn; zur Ausführung. || Weiter: setze den Posten ein; am Beginn; zur Ausführung. || Weiter: setze die Einheit; zur Ausführung; auf der Stufe.
GDT565-T060	OL || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+FORMAL_CONTROL+GRADE	2	1	1	1	1	Weiter: gib den Wert; am Beginn; zur Ausführung; auf Grad I.
GDT565-T061	OL || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+GRADE+GRADE	1	1	1	1	1	Weiter: gib den Posten; zur Ausführung; auf Grad I; auf Grad I.
GDT565-T062	OL || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	3	2	3	3	3	Weiter: halte den Posten; zur Ausführung; hier. || Weiter: nimm den Anteil; zur Ausführung; hier. || Weiter: setze den Posten; zur Ausführung; hier.
GDT565-T063	OL || ACTION_CHAIN || A || SINGLE || FORMAL_CONTROL+RELATION	1	1	1	1	1	Weiter: halte den Wert; auf der zweiten Stufe; über die Verbindung.
GDT565-T064	OL || ACTION_CHAIN || A || SINGLE || GRADE	76	17	28	15	5	Weiter: gib den Posten; auf Grad I. || Weiter: gib den Posten; auf Grad II. || Weiter: gib den Wert; auf Grad I. || Weiter: gib die Einheit; auf Grad I. || Weiter: halte den Anteil; auf Grad I. || Weiter: halte den Anteil; auf Grad II. || Weiter: halte den Posten; auf Grad I. || Weiter: halte den Posten; auf Grad II. || Weiter: halte den Wert; auf Grad I. || Weiter: halte den Wert; auf Grad II. || Weiter: halte die Einheit; auf Grad I. || Weiter: setze den Posten; auf Grad I. || Weiter: setze den Posten; auf Grad II. || Weiter: setze den Wert; auf Grad I. || Weiter: setze den Wert; auf Grad II. || Weiter: stelle den Anteil ein; auf Grad II. || Weiter: stelle die Einheit ein; auf Grad I. || Weiter: wähle den Posten; auf Grad I. || Weiter: wähle den Wert; auf Grad I.
GDT565-T065	OL || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN	6	4	4	3	1	Weiter: gib den Posten; auf Grad II; hier. || Weiter: halte den Anteil; auf Grad III; hier. || Weiter: halte den Posten; auf Grad II; hier. || Weiter: setze den Posten; auf Grad I; hier.
GDT565-T066	OL || ACTION_CHAIN || A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: halte den Posten; auf Grad I; hier; als Variante.
GDT565-T067	OL || ACTION_CHAIN || A || SINGLE || GRADE+RELATION	1	1	1	1	1	Weiter: halte den Wert; auf Grad I; zum Zielort.
GDT565-T068	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN	30	10	21	16	4	Weiter: bearbeite den Posten; hier. || Weiter: gib den Anteil; hier. || Weiter: gib den Posten; hier. || Weiter: gib den Wert; hier. || Weiter: halte den Posten; hier. || Weiter: halte den Wert; hier. || Weiter: markiere den Posten; hier. || Weiter: nimm den Posten; hier. || Weiter: nimm den Wert; hier. || Weiter: setze den Posten ein; hier. || Weiter: setze den Posten; hier. || Weiter: setze den Wert; hier. || Weiter: wähle den Posten; hier. || Weiter: wähle den Wert; hier.
GDT565-T069	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN+GRADE	2	2	2	2	2	Weiter: halte den Posten; hier; auf Grad I. || Weiter: nimm den Posten; hier; auf Grad III.
GDT565-T070	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: halte den Posten; hier; hier.
GDT565-T071	OL || ACTION_CHAIN || A || SINGLE || LOCAL_OR_CLASS_SIGN+RELATION	4	3	4	4	2	Weiter: halte den Posten; hier; entlang der Bahn. || Weiter: halte den Posten; hier; vom Ausgang. || Weiter: nimm den Posten; hier; über die Verbindung. || Weiter: setze den Posten; hier; entlang der Bahn.
GDT565-T072	OL || ACTION_CHAIN || A || SINGLE || NONE	346	25	80	26	5	Weiter: bearbeite den Anteil. || Weiter: bearbeite den Posten. || Weiter: bearbeite den Wert. || Weiter: bearbeite die Einheit. || Weiter: gib den Anteil. || Weiter: gib den Posten. || Weiter: gib den Wert. || Weiter: gib die Einheit. || Weiter: halte den Anteil. || Weiter: halte den Posten. || Weiter: halte den Wert. || Weiter: halte die Einheit. || Weiter: markiere den Anteil. || Weiter: markiere den Posten. || Weiter: markiere den Wert. || Weiter: markiere die Einheit. || Weiter: nimm den Anteil. || Weiter: nimm den Posten. || Weiter: nimm den Wert. || Weiter: nimm die Einheit. || Weiter: setze den Anteil ein. || Weiter: setze den Anteil. || Weiter: setze den Posten ein. || Weiter: setze den Posten. || Weiter: setze den Wert. || Weiter: setze die Einheit ein. || Weiter: setze die Einheit. || Weiter: stelle den Anteil ein. || Weiter: stelle den Posten ein. || Weiter: stelle den Wert ein. || Weiter: stelle die Einheit ein. || Weiter: wähle den Anteil. || Weiter: wähle den Posten. || Weiter: wähle den Wert.
GDT565-T073	OL || ACTION_CHAIN || A || SINGLE || RELATION	35	14	29	12	5	Weiter: bearbeite den Posten; über die Verbindung. || Weiter: gib den Anteil; vom Ausgang. || Weiter: gib den Posten; vom Ausgang. || Weiter: gib den Posten; zum Zielort. || Weiter: gib den Posten; über die Verbindung. || Weiter: gib die Einheit; vom Ausgang. || Weiter: halte den Anteil; vom Ausgang. || Weiter: halte den Posten; zum Zielort. || Weiter: halte den Posten; über die Verbindung. || Weiter: nimm den Posten; über die Verbindung. || Weiter: setze den Posten ein; vom Ausgang. || Weiter: setze den Posten; zum Zielort. || Weiter: setze den Posten; über die Verbindung. || Weiter: setze den Wert; vom Ausgang. || Weiter: setze den Wert; über die Verbindung. || Weiter: stelle den Posten ein; zum Zielort. || Weiter: stelle den Posten ein; über die Verbindung. || Weiter: stelle den Wert ein; über die Verbindung. || Weiter: wähle den Anteil; vom Ausgang. || Weiter: wähle den Posten; vom Ausgang.
GDT565-T074	OL || ACTION_CHAIN || A || SINGLE || RELATION+GRADE	1	1	1	1	1	Weiter: gib den Posten; über die Verbindung; auf Grad I.
GDT565-T075	OL || ACTION_CHAIN || A+A || NONE || FORMAL_CONTROL+FORMAL_CONTROL	1	1	1	1	1	Weiter: setze ein und nimm; am Beginn; zur Ausführung.
GDT565-T076	OL || ACTION_CHAIN || A+A || NONE || GRADE	1	1	1	1	1	Weiter: setze und wähle; auf Grad II.
GDT565-T077	OL || ACTION_CHAIN || A+A || NONE || LOCAL_OR_CLASS_SIGN+RELATION+LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL	1	1	1	1	1	Weiter: setze ein und wähle; hier; vom Ausgang; hier; auf der Stufe.
GDT565-T078	OL || ACTION_CHAIN || A+A || NONE || NONE	3	2	2	3	2	Weiter: setze ein und halte. || Weiter: stelle ein und halte.
GDT565-T079	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL	2	2	2	2	2	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung. || Weiter: stelle die Einheit ein und nimm die Einheit; zur Ausführung.
GDT565-T080	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+FORMAL_CONTROL	5	2	3	5	3	Weiter: nimm den Posten und gib den Posten; am Beginn; zur Ausführung. || Weiter: nimm den Posten und stelle den Posten ein; am Beginn; zur Ausführung. || Weiter: nimm den Wert und gib den Wert; am Beginn; zur Ausführung.
GDT565-T081	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+GRADE	4	4	4	4	3	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I. || Weiter: nimm die Einheit und stelle die Einheit ein; zur Ausführung; auf Grad I. || Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; auf Grad II. || Weiter: setze die Einheit ein und nimm die Einheit; zur Ausführung; auf Grad I.
GDT565-T082	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+GRADE+RELATION+RELATION	1	1	1	1	1	Weiter: nimm den Wert und stelle den Wert ein; zur Ausführung; auf Grad I; vom Ausgang; über die Verbindung.
GDT565-T083	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+LOCAL_OR_CLASS_SIGN	2	2	2	2	2	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; hier. || Weiter: stelle den Posten ein und nimm den Posten; zur Ausführung; hier.
GDT565-T084	OL || ACTION_CHAIN || A+A || SINGLE || FORMAL_CONTROL+RELATION	1	1	1	1	1	Weiter: setze den Wert ein und nimm den Wert; zur Ausführung; zum Zielort.
GDT565-T085	OL || ACTION_CHAIN || A+A || SINGLE || GRADE	7	7	7	6	5	Weiter: gib den Posten und nimm den Posten; auf Grad II. || Weiter: halte den Posten und gib den Posten; auf Grad I. || Weiter: nimm den Posten und setze den Posten ein; auf Grad I. || Weiter: nimm den Posten und stelle den Posten ein; auf Grad I. || Weiter: nimm den Wert und gib den Wert; auf Grad I. || Weiter: wähle den Posten und halte den Posten; auf Grad I.
GDT565-T086	OL || ACTION_CHAIN || A+A || SINGLE || GRADE+FORMAL_CONTROL	1	1	1	1	1	Weiter: nimm den Posten und markiere den Posten; auf Grad I; zur Ausführung.
GDT565-T087	OL || ACTION_CHAIN || A+A || SINGLE || GRADE+GRADE	2	2	2	2	2	Weiter: halte den Posten und stelle den Posten ein; auf Grad I; auf Grad I. || Weiter: nimm den Posten und nimm den Posten; auf Grad I; auf Grad I.
GDT565-T088	OL || ACTION_CHAIN || A+A || SINGLE || GRADE+LOCAL_OR_CLASS_SIGN	1	1	1	1	1	Weiter: nimm den Posten und setze den Posten ein; auf Grad III; hier.
GDT565-T089	OL || ACTION_CHAIN || A+A || SINGLE || GRADE+RELATION	1	1	1	1	1	Weiter: nimm den Posten und stelle den Posten ein; auf Grad I; vom Ausgang.
GDT565-T090	OL || ACTION_CHAIN || A+A || SINGLE || LOCAL_OR_CLASS_SIGN	5	5	5	4	3	Weiter: gib den Posten und halte den Posten; hier. || Weiter: halte die Einheit und nimm die Einheit; hier. || Weiter: nimm den Posten und gib den Posten; hier. || Weiter: nimm den Posten und halte den Posten; hier. || Weiter: nimm den Posten und stelle den Posten ein; hier.
GDT565-T091	OL || ACTION_CHAIN || A+A || SINGLE || LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL	1	1	1	1	1	Weiter: wähle den Posten und wähle den Posten; hier; auf der Stufe.
GDT565-T092	OL || ACTION_CHAIN || A+A || SINGLE || LOCAL_OR_CLASS_SIGN+FORMAL_CONTROL+FORMAL_CONTROL	1	1	1	1	1	Weiter: halte den Posten und markiere den Posten; hier; auf der zweiten Stufe; auf der Stufe.
GDT565-T093	OL || ACTION_CHAIN || A+A || SINGLE || LOCAL_OR_CLASS_SIGN+RELATION	1	1	1	1	1	Weiter: nimm den Wert und stelle den Wert ein; hier; vom Ausgang.
