family_id	status	surface_forms	joint_tuple_id	surface_occurrences	tuple_occurrences	pages	parse	minimal_working_gloss_de	e_grade_value	y_dy_value	previous_gloss_action	whole_card_status	evidence_note
SH_GRID	TRANSFER_PROVISIONAL	shedy	bc4f1f5c006c74a4d26d	10	12	f81v|f82r|f83r	SH+E+DY	kurz oder gewöhnlich halten oder ruhen lassen; Ende	BRIEF_DEFAULT_HOLD	CLOSED	RETAIN_RUHEN	PROVISIONAL_COMPOSITION	exakte Oberfläche 10 mal; Kartenfamilie mit cheedy und tedy 12 mal
SH_GRID	TRANSFER_PROVISIONAL	sheedy	03626ca94cb17800d767	1	1	f83r	SH+EE+DY	länger halten oder einwirken lassen; Ende	SUSTAINED_HOLD	CLOSED	REPLACE_EINMAL_WASCHEN	PROVISIONAL_COMPOSITION_SINGLETON	ein Beleg zwischen okair und lchedy
CHEK_GRID	TRANSFER_PROVISIONAL	cheky	d904bf7b044dd3922781	3	3	f81v|f83r	CH+E+KY	kurze oder milde Zustands- beziehungsweise Haltestufe	BRIEF_MILD_HOLD	OPEN_STATE	GENERALIZE_SANFTE_WAERME	PROVISIONAL_COMPOSITION	kontrastiert auf f83r direkt mit cheeky
CHEK_GRID	TRANSFER_PROVISIONAL	cheeky	2c1a5fd92b9e3c762242	2	2	f55v|f83r	CH+EE+KY	längere oder festgelegte Zustands- beziehungsweise Haltestufe	SUSTAINED_SPECIFIED_HOLD	OPEN_STATE	GENERALIZE_VORGESCHRIEBENE_ZEIT	PROVISIONAL_COMPOSITION	seitenübergreifend; konkreter Parameter Wärme bleibt offen
SOLK_GRID	PREDICTION_ONLY_RETAIN_WHOLE	solkey	42cdc187d5b9ffc60063	1	1	f83r	SOLK+E+Y	wenn kompositionell: kurze fortgesetzte Haltephase offen	BRIEF_HOLD	OPEN_ACTIVE	RETAIN_OBEREN_LAUF_OEFFNEN	MEMORIZED_WHOLE_CARD	SOLK nicht unabhängig identifiziert; Einzelbeleg
SOLK_GRID	PREDICTION_ONLY_RETAIN_WHOLE	solkeey	1bfd786e6b8b63734a59	1	1	f83r	SOLK+EE+Y	wenn kompositionell: anhaltende fortgesetzte Haltephase offen	SUSTAINED_HOLD	OPEN_ACTIVE	RETAIN_BECKENSTATION	MEMORIZED_WHOLE_CARD	SOLK nicht unabhängig identifiziert; Einzelbeleg
SOLK_GRID	PREDICTION_ONLY_RETAIN_WHOLE	solkeedy	3b70942557b3a40e8030	1	3	f83r	SOLK+EE+DY	wenn kompositionell: anhaltende fortgesetzte Haltephase abgeschlossen	SUSTAINED_HOLD	CLOSED	RETAIN_ABSETZEN_ENDE	MEMORIZED_WHOLE_CARD	genaue sol-Oberfläche einmal; Tuple mit olkeedy dreimal
CHK_EE_PAIR	PREDICTION_ONLY_RETAIN_WHOLE	chkeey	f0db6d30cd34f4cb2a4d	1	1	f82r	CHK+EE+Y	wenn kompositionell: anhaltender CHK-Zustand offen	SUSTAINED_HOLD	OPEN_ACTIVE	RETAIN_BREITES_GEFAESS	MEMORIZED_WHOLE_CARD	CHK ohne unabhängigen Bedeutungswert
CHK_EE_PAIR	PREDICTION_ONLY_RETAIN_WHOLE	chkeedy	a84fbe3ad380df345b97	1	1	f83r	CHK+EE+DY	wenn kompositionell: anhaltender CHK-Zustand abgeschlossen	SUSTAINED_HOLD	CLOSED	RETAIN_VOLLSTAENDIG_BENETZEN	MEMORIZED_WHOLE_CARD	formales Y-DY-Paar aber beide Seiten Einzelbelege
CHED_NOT_GRADE	LEXICAL_BASE_NOT_GRADE	chdy|chedy	6f7ff8287eddf4da9fdb	11	11	f55v|f81v|f83r	CHED+Y_OR_LOCAL_CLOSE	CHED-Arbeit ausführen; lokales Ergebnis oder Ende	NOT_AN_E_GRADE	LEXICAL_CHED_FRAME	RETAIN_RUEHREN_AS_LOCAL_VALUE	COMPOSITIONAL_WITH_CHED_NOT_E	lched lchedal lchedar lchedy machen CHED zum längeren Kern
CHED_NOT_GRADE	RENDERER_VARIANT_NOT_GRADE	cheedy	bc4f1f5c006c74a4d26d	1	12	f81v	SHEDY_CARD_SURFACE_VARIANT	halten oder ruhen lassen; Ende	NO_INDEPENDENT_EE_VALUE	CLOSED	RETAIN_RUHEN	SAME_CARD_AS_SHEDY_FAMILY	cheedy shedy und tedy sind eine Kartenidentität
CHET_PAIR	NO_TRANSFER_RETAIN_WHOLE	chety	80ebbbbf238eee9f0aef	1	2	f83r	WHOLE_CARD	bearbeiten oder zerkleinern	NO_E_GRADE	NONE	RETAIN_ZERKLEINERN	MEMORIZED_WHOLE_CARD	Tuple schließt auch chty ein; kein EE-Zwischenglied
CHET_PAIR	NO_TRANSFER_RETAIN_WHOLE	cheeety	9247e38d29c79a0d2fa5	1	1	f83r	WHOLE_CARD	erster Spül- oder Durchgang	NO_EEE_GRADE	NONE	RETAIN_ERSTE_SPUELUNG	MEMORIZED_WHOLE_CARD	Singleton und keine E-EE-EEE-Reihe
CHEY_PAIR	SEPARATE_CARD_IDENTITIES_NOT_GRADE	chey	b921a237be883a820352	7	18	f81v|f82r|f83r	Y_CARD_SURFACE_VARIANT	aktiver Ansatz	NO_E_GRADE	OPEN_ACTIVE	RETAIN_ANSATZ	EXISTING_Y_CARD	Tuple besitzt auch chy dy shy sy y; sichtbarer Rahmen allographisch
CHEY_PAIR	SEPARATE_CARD_IDENTITIES_NOT_GRADE	cheey	b5df9126607030b95175	2	4	f82r	WHOLE_CARD	klare Flüssigkeit als bisheriger Ganzwert	NO_EE_GRADE	NONE	RETAIN_KLARE_FLUESSIGKEIT	MEMORIZED_WHOLE_CARD	Tuple besitzt auch shey; kein Ableitungspaar mit chey
SHEY_PAIR	SEPARATE_CARD_IDENTITIES_NOT_GRADE	shey	b5df9126607030b95175	2	4	f11r|f83r	WHOLE_CARD	klare Flüssigkeit als bisheriger Ganzwert	NO_E_GRADE	NONE	RETAIN_KLARE_FLUESSIGKEIT	MEMORIZED_WHOLE_CARD	gleiche Kartenidentität wie cheey trotz anderer sichtbarer E-Zahl
SHEY_PAIR	NO_TRANSFER_RETAIN_WHOLE	sheey	92e43836d82f98bf02d3	1	1	f83r	WHOLE_CARD	erste Öffnung oder erster Zugang	NO_EE_GRADE	NONE	RETAIN_ERSTE_OEFFNUNG	MEMORIZED_WHOLE_CARD	Singleton ohne unabhängigen SH-Kern
