statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	revised_event_count	surface_sequence	stem_consistent_card_sequence_de	compact_stem_consistent_reading_de	physical_line_note
H5-S004	H5	f56r	f56r.13	F018	E091|E092|E093	3	2	okchy · chokcheo · kchal	aktuellen Ansatz in Arbeit nehmen oder anwenden · Hilfsmedium · durch Tuch	Aktuellen Ansatz in Arbeit nehmen oder anwenden; Hilfsmedium; durch Tuch	LOCAL_SEQUENCE
H5-S005	H5	f56r	f56r.18	F019	E094|E095|E096|E097	4	1	sho · chokchy · kchoar · sotodan	Pflanze · aktuellen Ansatz in Arbeit nehmen oder anwenden · Brusttrank · gebrauchen	Pflanze; aktuellen Ansatz in Arbeit nehmen oder anwenden; Brusttrank; gebrauchen	LOCAL_SEQUENCE
H5-S006	H5	f56r	f56r.19	F020	E098|E099|E100	3	0	otchey · keol · daiin	Teil auswählen · je Gabe · Maß	Teil auswählen; je Gabe; Maß	LOCAL_SEQUENCE
B1-S001	B1	f81v	f81v.2	F021	E101	1	1	qokedy	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B1-S002	B1	f81v	f81v.2|f81v.7	F022|F023	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	19	4	okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl · olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy	nach Maß einsetzen; den Einsatz bemessen · Rückstrom · an der Zielstelle anwenden; dorthin führen · aus demselben Ansatz · mit Vorigem weiter · abgemessener Teil · unteres Becken · an der Stelle · mit Vorigem weiter · vor dem Abkühlen · Badezusatz · vorige Zubereitung · mit Vorigem weiter · mäßige Menge · Maß · bezeichneten Teil oder Stelle in anhaltenden Kontakt bringen · Maß · durch verbundenen Lauf · Arbeitsbewegung abschließen	Nach Maß einsetzen; den Einsatz bemessen; Rückstrom; an der Zielstelle anwenden; dorthin führen; aus demselben Ansatz; mit Vorigem weiter; abgemessener Teil; unteres Becken; an der Stelle; mit Vorigem weiter; vor dem Abkühlen; Badezusatz; vorige Zubereitung; mit Vorigem weiter; mäßige Menge; Maß; bezeichneten Teil oder Stelle in anhaltenden Kontakt bringen; Maß; durch verbundenen Lauf; Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B1-S003	B1	f81v	f81v.7|f81v.17	F024|F025	E121|E122	2	1	qol · sshkchdy	mit Vorigem weiter · unter besonderer Bedingung umsetzen; Schluss	Mit Vorigem weiter; unter besonderer Bedingung umsetzen; Schluss	CONTINUES_ACROSS_LINE
B1-S004	B1	f81v	f81v.17	F026	E123|E124|E125	3	2	chedy · ol · shedy	Ansatz umsetzen oder durcharbeiten · mit Vorigem weiter · kurz oder gewöhnlich halten oder ruhen lassen; Ende	Ansatz umsetzen oder durcharbeiten; mit Vorigem weiter; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B1-S005	B1	f81v	f81v.17	F027	E126	1	1	qolchedy	weiterführen; Schluss	Weiterführen; Schluss	CONTINUES_ACROSS_LINE
B1-S006	B1	f81v	f81v.17	F028	E127|E128|E129|E130	4	1	qokain · shckhy · dl · ral	eine Portion einsetzen oder zugeben · durch verbundenen Lauf · Badezusatz · abkühlen	Eine Portion einsetzen oder zugeben; durch verbundenen Lauf; Badezusatz; abkühlen	CONTINUES_ACROSS_LINE
B1-S007	B1	f81v	f81v.18	F029	E131	1	1	qokchdy	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B1-S008	B1	f81v	f81v.18	F030	E132|E133|E134|E135|E136	5	2	chey · ol · cheky · ol · shedy	Ansatz · mit Vorigem weiter · kurze oder milde Zustands- beziehungsweise Haltestufe · mit Vorigem weiter · kurz oder gewöhnlich halten oder ruhen lassen; Ende	Ansatz; mit Vorigem weiter; kurze oder milde Zustands- beziehungsweise Haltestufe; mit Vorigem weiter; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B1-S009	B1	f81v	f81v.18	F031	E137	1	1	qokedy	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B1-S010	B1	f81v	f81v.18	F032	E138	1	1	qokedy	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B1-S011	B1	f81v	f81v.18	F033	E139|E140	2	1	chckhy · qoky	durch verbundenen Lauf · aktiven Ansatz einsetzen oder anwenden	Durch verbundenen Lauf; aktiven Ansatz einsetzen oder anwenden	CONTINUES_ACROSS_LINE
B1-S012	B1	f81v	f81v.21	F034	E141|E142|E143	3	1	lsho · qokey · lshedy	Spülung beginnen · aktiven Ansatz kurz anlegen oder benetzen · waschen; Ende	Spülung beginnen; aktiven Ansatz kurz anlegen oder benetzen; waschen; Ende	CONTINUES_ACROSS_LINE
B1-S013	B1	f81v	f81v.21	F035	E144	1	0	lshedy	waschen; Ende	Waschen; Ende	CONTINUES_ACROSS_LINE
B1-S014	B1	f81v	f81v.21	F036	E145|E146|E147|E148|E149	5	2	chedy · qolky · lchedal · qol · otar	Ansatz umsetzen oder durcharbeiten · betroffene Stelle · Ablass- oder Transferstelle · mit Vorigem weiter · danach auslassen	Ansatz umsetzen oder durcharbeiten; betroffene Stelle; Ablass- oder Transferstelle; mit Vorigem weiter; danach auslassen	CONTINUES_ACROSS_LINE
B1-S015	B1	f81v	f81v.24	F037	E150|E151	2	1	ytey · okchedy	Gefäß füllen · Ansatz umsetzen; Schluss	Gefäß füllen; Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B1-S016	B1	f81v	f81v.24	F038	E152|E153|E154|E155	4	3	qokal · okeey · qol · cheedy	an der Zielstelle anwenden; dorthin führen · aktiven Ansatz anhaltend in Kontakt halten · mit Vorigem weiter · kurz oder gewöhnlich halten oder ruhen lassen; Ende	An der Zielstelle anwenden; dorthin führen; aktiven Ansatz anhaltend in Kontakt halten; mit Vorigem weiter; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B1-S017	B1	f81v	f81v.24	F039	E156|E157|E158	3	1	sal · teol · dchdy	an der Stelle · erste Öffnung · Umsetzung abschließen	An der Stelle; erste Öffnung; Umsetzung abschließen	CONTINUES_ACROSS_LINE
B1-S018	B1	f81v	f81v.24|f81v.27	F040|F041	E159|E160|E161|E162	4	0	ly · dsheol · oiiin · olkeedy	Gefäß füllen · Stelle bestreichen · klar · absetzen; Ende	Gefäß füllen; Stelle bestreichen; klar; absetzen; Ende	CONTINUES_ACROSS_LINE
B1-S019	B1	f81v	f81v.27	F042	E163	1	1	tedy	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B1-S020	B1	f81v	f81v.27	F043	E164|E165	2	1	cheky · shckhedy	kurze oder milde Zustands- beziehungsweise Haltestufe · durch Tuch seihen; Ende	Kurze oder milde Zustands- beziehungsweise Haltestufe; durch Tuch seihen; Ende	CONTINUES_ACROSS_LINE
B1-S021	B1	f81v	f81v.27	F044	E166	1	0	chal	an der Stelle	An der Stelle	CONTINUES_ACROSS_LINE
B2-S001	B2	f82r	f82r.2	F045	E167	1	1	dchedy	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B2-S002	B2	f82r	f82r.2	F046	E168	1	1	qolchedy	weiterführen; Schluss	Weiterführen; Schluss	CONTINUES_ACROSS_LINE
B2-S003	B2	f82r	f82r.2	F047	E169|E170|E171	3	2	qokain · dy · qokeedy	eine Portion einsetzen oder zugeben · Ansatz · eintauchen oder einweichen und den Schritt abschließen	Eine Portion einsetzen oder zugeben; Ansatz; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S004	B2	f82r	f82r.2|f82r.3	F048|F049	E172|E173|E174|E175|E176	5	3	qokal · lcheckhy · lched · qokeey · lcheckhedy	an der Zielstelle anwenden; dorthin führen · zweite Öffnung · abführen oder weiterleiten · aktiven Ansatz anhaltend in Kontakt halten · klar seihen; Ende	An der Zielstelle anwenden; dorthin führen; zweite Öffnung; abführen oder weiterleiten; aktiven Ansatz anhaltend in Kontakt halten; klar seihen; Ende	CONTINUES_ACROSS_LINE
B2-S005	B2	f82r	f82r.3|f82r.4	F050|F051	E177|E178|E179|E180|E181|E182|E183|E184	8	3	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	laufenden Ansatz zur Zielstelle führen · durch Tuch · durch verbundenen Lauf · nach Maß einsetzen; den Einsatz bemessen · nach Maß einsetzen; den Einsatz bemessen · gleiche Einstellung · breites Gefäß · abziehen; Ende	Laufenden Ansatz zur Zielstelle führen; durch Tuch; durch verbundenen Lauf; nach Maß einsetzen; den Einsatz bemessen; nach Maß einsetzen; den Einsatz bemessen; gleiche Einstellung; breites Gefäß; abziehen; Ende	CONTINUES_ACROSS_LINE
B2-S006	B2	f82r	f82r.4	F052	E185|E186|E187|E188	4	3	oteey · qokal · sheckhy · qoky	danach anhaltend einwirken lassen; Arbeitszustand offen · an der Zielstelle anwenden; dorthin führen · über der Stelle · aktiven Ansatz einsetzen oder anwenden	Danach anhaltend einwirken lassen; Arbeitszustand offen; an der Zielstelle anwenden; dorthin führen; über der Stelle; aktiven Ansatz einsetzen oder anwenden	CONTINUES_ACROSS_LINE
B2-S007	B2	f82r	f82r.7	F053	E189	1	0	dshedy	sauberes Wasser zugeben	Sauberes Wasser zugeben	CONTINUES_ACROSS_LINE
B2-S008	B2	f82r	f82r.7	F054	E190|E191|E192	3	2	sotaiin · qokar · shedy	voriges Maß wiederholen · von dort heranführen; daraus anwenden · kurz oder gewöhnlich halten oder ruhen lassen; Ende	Voriges Maß wiederholen; von dort heranführen; daraus anwenden; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B2-S009	B2	f82r	f82r.7	F055	E193	1	0	solshedy	warm halten; Ende	Warm halten; Ende	CONTINUES_ACROSS_LINE
B2-S010	B2	f82r	f82r.7	F056	E194|E195|E196|E197	4	2	qokeey · qoky · ls · cheey	aktiven Ansatz anhaltend in Kontakt halten · aktiven Ansatz einsetzen oder anwenden · erste Öffnung · klare Flüssigkeit	Aktiven Ansatz anhaltend in Kontakt halten; aktiven Ansatz einsetzen oder anwenden; erste Öffnung; klare Flüssigkeit	CONTINUES_ACROSS_LINE
B2-S011	B2	f82r	f82r.19	F057	E198|E199|E200|E201	4	3	okain · char · okain · qokeedy	eine Portion einsetzen oder zugeben · aus demselben Ansatz · eine Portion einsetzen oder zugeben · eintauchen oder einweichen und den Schritt abschließen	Eine Portion einsetzen oder zugeben; aus demselben Ansatz; eine Portion einsetzen oder zugeben; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S012	B2	f82r	f82r.19|f82r.23	F058|F059	E202|E203|E204|E205|E206|E207|E208|E209	8	2	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	klare Flüssigkeit abziehen · klare Flüssigkeit · bei gleicher Einstellung · aktiven Ansatz anhaltend in Kontakt halten · benetzte Körperstelle · Maß · Ansatz · vollständig durchtränken und den Schritt abschließen	Klare Flüssigkeit abziehen; klare Flüssigkeit; bei gleicher Einstellung; aktiven Ansatz anhaltend in Kontakt halten; benetzte Körperstelle; Maß; Ansatz; vollständig durchtränken und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S013	B2	f82r	f82r.23	F060	E210	1	1	lchedy	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE
B2-S014	B2	f82r	f82r.23	F061	E211	1	0	lar	unterer Ablauf	Unterer Ablauf	CONTINUES_ACROSS_LINE
B2-S015	B2	f82r	f82r.26	F062	E212|E213	2	1	tshey · qokeedy	Spülung beginnen · eintauchen oder einweichen und den Schritt abschließen	Spülung beginnen; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S016	B2	f82r	f82r.26|f82r.27	F063|F064	E214|E215|E216|E217|E218|E219|E220|E221	8	5	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	an der Stelle · aus einer Quelle oder Station abführen · gleiche Anteile · Maß · danach anhaltend einwirken lassen; Arbeitszustand offen · nach Maß einsetzen; den Einsatz bemessen · aktiven Ansatz kurz anlegen oder benetzen · in den Empfänger überführen; Schluss	An der Stelle; aus einer Quelle oder Station abführen; gleiche Anteile; Maß; danach anhaltend einwirken lassen; Arbeitszustand offen; nach Maß einsetzen; den Einsatz bemessen; aktiven Ansatz kurz anlegen oder benetzen; in den Empfänger überführen; Schluss	CONTINUES_ACROSS_LINE
B2-S017	B2	f82r	f82r.27	F065	E222|E223	2	0	rsheal · daldy	warmes Wasser · zweite Öffnung; Ende	Warmes Wasser; zweite Öffnung; Ende	CONTINUES_ACROSS_LINE
B2-S018	B2	f82r	f82r.27	F066	E224	1	1	qokeedy	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S019	B2	f82r	f82r.27	F067	E225	1	0	rshedy	Teil als Waschung	Teil als Waschung	CONTINUES_ACROSS_LINE
B2-S020	B2	f82r	f82r.27	F068	E226	1	1	qoteedy	danach anhaltend einwirken lassen und abschließen	Danach anhaltend einwirken lassen und abschließen	CONTINUES_ACROSS_LINE
B2-S021	B2	f82r	f82r.27	F069	E227	1	1	qokeedy	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B2-S022	B2	f82r	f82r.27	F070	E228	1	1	lochedy	abführen oder umsetzen; Schluss	Abführen oder umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S001	B3	f83r	f83r.3	F071	E229	1	0	olkeedy	absetzen; Ende	Absetzen; Ende	CONTINUES_ACROSS_LINE
B3-S002	B3	f83r	f83r.3	F072	E230|E231	2	0	qotal · chkeedy	danach zur Ablaufstelle · vollständig benetzen; Ende	Danach zur Ablaufstelle; vollständig benetzen; Ende	CONTINUES_ACROSS_LINE
B3-S003	B3	f83r	f83r.3	F073	E232|E233|E234|E235	4	1	chey · daiin · chey · lchedy	Ansatz · Maß · Ansatz · abführen; Schluss	Ansatz; Maß; Ansatz; abführen; Schluss	CONTINUES_ACROSS_LINE
B3-S004	B3	f83r	f83r.3	F074	E236|E237|E238	3	1	qokaiin · qotal · dar	nach Maß einsetzen; den Einsatz bemessen · danach zur Ablaufstelle · aus demselben Ansatz	Nach Maß einsetzen; den Einsatz bemessen; danach zur Ablaufstelle; aus demselben Ansatz	CONTINUES_ACROSS_LINE
B3-S005	B3	f83r	f83r.6	F075	E239	1	1	schedy	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B3-S006	B3	f83r	f83r.6	F076	E240|E241|E242	3	3	chedchy · qokal · olchedy	Ansatz zuführen oder umsetzen · an der Zielstelle anwenden; dorthin führen · weiterführen; Schluss	Ansatz zuführen oder umsetzen; an der Zielstelle anwenden; dorthin führen; weiterführen; Schluss	CONTINUES_ACROSS_LINE
B3-S007	B3	f83r	f83r.6	F077	E243|E244|E245	3	3	qokaiin · chedy · qokeedy	nach Maß einsetzen; den Einsatz bemessen · Ansatz umsetzen oder durcharbeiten · eintauchen oder einweichen und den Schritt abschließen	Nach Maß einsetzen; den Einsatz bemessen; Ansatz umsetzen oder durcharbeiten; eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B3-S008	B3	f83r	f83r.6	F078	E246	1	1	lchedy	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE
B3-S009	B3	f83r	f83r.6	F079	E247	1	1	qoky	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	CONTINUES_ACROSS_LINE
B3-S010	B3	f83r	f83r.8	F080	E248|E249	2	2	pchedal · otedy	Einfüll- oder Transferstelle · danach kurz oder gewöhnlich einwirken lassen und abschließen	Einfüll- oder Transferstelle; danach kurz oder gewöhnlich einwirken lassen und abschließen	CONTINUES_ACROSS_LINE
B3-S011	B3	f83r	f83r.8	F081	E250|E251|E252|E253	4	2	shecthedchy · qoky · chedy · chary	Stelle bestreichen · aktiven Ansatz einsetzen oder anwenden · Ansatz umsetzen oder durcharbeiten · abkühlen	Stelle bestreichen; aktiven Ansatz einsetzen oder anwenden; Ansatz umsetzen oder durcharbeiten; abkühlen	CONTINUES_ACROSS_LINE
B3-S012	B3	f83r	f83r.11	F082	E254|E255	2	1	sor · shedy	Zubereitung · kurz oder gewöhnlich halten oder ruhen lassen; Ende	Zubereitung; kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B3-S013	B3	f83r	f83r.11	F083	E256|E257|E258|E259	4	2	qokaiin · chkain · shcthey · qokedy	nach Maß einsetzen; den Einsatz bemessen · abgemessener Teil · bei gleicher Einstellung · kurz spülen oder benetzen und den Schritt abschließen	Nach Maß einsetzen; den Einsatz bemessen; abgemessener Teil; bei gleicher Einstellung; kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B3-S014	B3	f83r	f83r.11	F084	E260|E261	2	2	okair · sheedy	Flüssigkeitslauf in Gang setzen; Lauf öffnen · länger halten oder einwirken lassen; Ende	Flüssigkeitslauf in Gang setzen; Lauf öffnen; länger halten oder einwirken lassen; Ende	CONTINUES_ACROSS_LINE
B3-S015	B3	f83r	f83r.11	F085	E262	1	1	lchedy	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE
B3-S016	B3	f83r	f83r.11|f83r.14	F086|F087	E263|E264	2	1	lo · qokchedy	unterer Ablauf · Ansatz umsetzen; Schluss	Unterer Ablauf; Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S017	B3	f83r	f83r.14	F088	E265	1	1	qokeedy	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B3-S018	B3	f83r	f83r.14	F089	E266	1	1	shedy	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	CONTINUES_ACROSS_LINE
B3-S019	B3	f83r	f83r.14	F090	E267	1	1	qokshedy	Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	Ansatz zur Ruhe bringen oder absetzen lassen; abschließen	CONTINUES_ACROSS_LINE
B3-S020	B3	f83r	f83r.14	F091	E268|E269	2	1	dal · lchedy	an der Stelle · abführen; Schluss	An der Stelle; abführen; Schluss	CONTINUES_ACROSS_LINE
B3-S021	B3	f83r	f83r.14|f83r.15	F092|F093	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	11	2	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	nach Maß einsetzen; den Einsatz bemessen · bereit · an der Stelle · Ansatz · Maß · Zeitabschnitt · warmes Wasser · Ansatz · an der Stelle · bereit · lokal umsetzen; Schluss	Nach Maß einsetzen; den Einsatz bemessen; bereit; an der Stelle; Ansatz; Maß; Zeitabschnitt; warmes Wasser; Ansatz; an der Stelle; bereit; lokal umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S022	B3	f83r	f83r.15	F094	E281	1	1	qotchedy	danach oder erneut umsetzen; Schluss	Danach oder erneut umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S023	B3	f83r	f83r.15	F095	E282	1	1	lchedy	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE
B3-S024	B3	f83r	f83r.16	F096	E283	1	1	tchedy	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE
B3-S025	B3	f83r	f83r.16	F097	E284	1	1	qokchdy	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE
B3-S026	B3	f83r	f83r.16|f83r.20	F098|F099	E285|E286|E287|E288|E289|E290|E291	7	2	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	Beckenstation · absetzen lassen · Ansatz umsetzen oder durcharbeiten · eine Portion einsetzen oder zugeben · bereit · bis klar · absetzen; Ende	Beckenstation; absetzen lassen; Ansatz umsetzen oder durcharbeiten; eine Portion einsetzen oder zugeben; bereit; bis klar; absetzen; Ende	CONTINUES_ACROSS_LINE
B3-S027	B3	f83r	f83r.20	F100	E292	1	1	qoteedy	danach anhaltend einwirken lassen und abschließen	Danach anhaltend einwirken lassen und abschließen	CONTINUES_ACROSS_LINE
B3-S028	B3	f83r	f83r.20	F101	E293|E294	2	2	qokeey · qokedy	aktiven Ansatz anhaltend in Kontakt halten · kurz spülen oder benetzen und den Schritt abschließen	Aktiven Ansatz anhaltend in Kontakt halten; kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
B3-S029	B3	f83r	f83r.20	F102	E295|E296|E297	3	1	sol · cheeety · qokedy	mit Vorigem weiter · erste Spülung · kurz spülen oder benetzen und den Schritt abschließen	Mit Vorigem weiter; erste Spülung; kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE
