page	panel_id	record_id	locus	position	word	model	reading	candidate_ids	status
f77r	F77_TOP_ARCH	F77_P1	f77r.19	4	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	5	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	6	qokar	C1	⟦qokar⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	7	qokeey	C1	⟦qokeey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	8	laiin	C1	⟦laiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.19	9	chey	C1	⟦chey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	1	qotain	C1	⟦qotain⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	2	sheal	C1	⟦sheal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	3	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	4	qoteey	C1	⟦qoteey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	5	qokain	C1	⟦qokain⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	6	sheey	C1	⟦sheey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	7	qotedy	C1	⟦qotedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.20	8	dalchedy	C1	⟦dalchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	1	chedaiin	C1	⟦chedaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	2	shedy	C1	⟦shedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	3	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	4	qokedy	C1	⟦qokedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	5	qokeey	C1	⟦qokeey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	6	chedy	C1	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	7	shear	C1	⟦shear⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.21	8	olaiiny	C1	⟦olaiiny⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	1	qoteedy	C1	⟦qoteedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	2	al	C1	⟦al⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	3	lchedy	C1	⟦lchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	4	r	C1	⟦r⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	5	oin	C1	⟦oin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	6	chy	C1	⟦chy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	7	chedaiin	C1	⟦chedaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	8	cheey	C1	⟦cheey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	9	okedy	C1	⟦okedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.22	10	qoky	C1	⟦qoky⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	1	sheoky	C1	⟦sheoky⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	2	qokaiin	C1	⟦qokaiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	3	chedy	C1	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	4	lchedy	C1	⟦lchedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	5	olshedy	C1	⟦olshedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	6	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	7	chedy	C1	⟦chedy⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.23	8	qokal	C1	⟦qokal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	1	daiin	C1	⟦daiin⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	2	dol	C1	⟦dol⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	3	shor	C1	⟦shor⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	4	cphey	C1	⟦cphey⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	5	lfcheal	C1	⟦lfcheal⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	6	shear	C1	⟦shear⟧	NA	OPEN
f77r	F77_TOP_ARCH	F77_P1	f77r.24	7	qolchy	C1	⟦qolchy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	1	otedy	C1	[Klasse otedy; Art unbekannt]	L03	HYPOTHETICAL_CLASS
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	2	qokar	C1	⟦qokar⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	3	shedy	C1	⟦shedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	4	qokal	C1	⟦qokal⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	5	shedar	C1	⟦shedar⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	6	dal	C1	⟦dal⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	7	chedy	C1	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.25	8	daror	C1	⟦daror⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	1	qoteedy	C1	⟦qoteedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	2	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	3	qokaiin	C1	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	4	chcthy	C1	⟦chcthy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	5	lchedy	C1	⟦lchedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.26	6	qokaly	C1	⟦qokaly⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	1	solchedy	C1	⟦solchedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	2	qokain	C1	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	3	okaiin	C1	⟦okaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	4	shedy	C1	⟦shedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	5	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.27	6	qotedy	C1	⟦qotedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	1	olchey	C1	⟦olchey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	2	qotey	C1	⟦qotey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	3	qokain	C1	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	4	olcheedy	C1	⟦olcheedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	5	sar	C1	⟦sar⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.28	6	lom	C1	⟦lom⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	1	saiin	C1	⟦saiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	2	cheeol	C1	⟦cheeol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	3	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	4	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.29	5	qotal	C1	⟦qotal⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	1	qokaiin	C1	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	2	chckhey	C1	⟦chckhey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	3	sa	C1	⟦sa⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	4	iin	C1	⟦iin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	5	qolkain	C1	⟦qolkain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	6	cheeky	C1	⟦cheeky⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.30	7	lol	C1	⟦lol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	1	qokain	C1	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	2	chckhy	C1	⟦chckhy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	3	qokeey	C1	⟦qokeey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	4	qotedy	C1	⟦qotedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	5	qotedy	C1	⟦qotedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.31	6	qotary	C1	⟦qotary⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	1	qor	C1	⟦qor⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	2	ain	C1	⟦ain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	3	cheol	C1	⟦cheol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	4	ol	C1	⟦ol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	5	chealor	C1	⟦chealor⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	6	cheey	C1	⟦cheey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	7	qeteiiin	C1	⟦qeteiiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.32	8	dary	C1	⟦dary⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	1	daiin	C1	⟦daiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	2	chedy	C1	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	3	qol	C1	⟦qol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	4	keedy	C1	⟦keedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	5	qoteeedy	C1	⟦qoteeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	6	sar	C1	⟦sar⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	7	oiiiin	C1	⟦oiiiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	8	cheety	C1	⟦cheety⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.33	9	dy	C1	⟦dy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	1	qokaiin	C1	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	2	shedy	C1	⟦shedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	3	chedy	C1	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	4	qolchedy	C1	⟦qolchedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	5	qokaiin	C1	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	6	qokaiin	C1	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	7	checkhy	C1	⟦checkhy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.34	8	raiin	C1	⟦raiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	1	solkeey	C1	⟦solkeey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	2	okaiin	C1	⟦okaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	3	chedy	C1	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	4	qokain	C1	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	5	sheedy	C1	⟦sheedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	6	qokaiin	C1	⟦qokaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	7	chedaiin	C1	⟦chedaiin⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.35	8	chealy	C1	⟦chealy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	1	dshedy	C1	⟦dshedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	2	pchedy	C1	⟦pchedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	3	qotain	C1	⟦qotain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	4	chedy	C1	⟦chedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	5	dolchl	C1	⟦dolchl⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	6	qokeedy	C1	⟦qokeedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	7	qokol	C1	⟦qokol⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.36	8	olchey	C1	⟦olchey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	1	teeolain	C1	⟦teeolain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	2	chey	C1	⟦chey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	3	qoteedy	C1	⟦qoteedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	4	qokain	C1	⟦qokain⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	5	cheedy	C1	⟦cheedy⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	6	cheey	C1	⟦cheey⟧	NA	OPEN
f77r	F77_MIDDLE_BODY	F77_P2	f77r.37	7	lchedy	C1	⟦lchedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	1	pol	C1	⟦pol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	2	shedy	C1	⟦shedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	3	qoeedy	C1	⟦qoeedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	4	qokaiin	C1	⟦qokaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	5	chcphey	C1	⟦chcphey⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	6	qol	C1	⟦qol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	7	ltaiin	C1	⟦ltaiin⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	8	shedy	C1	⟦shedy⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.38	9	qol	C1	⟦qol⟧	NA	OPEN
f77r	F77_LOWER_VESSEL	F77_P3	f77r.39	1	olaiin	C1	[Klasse olaiin; Art unbekannt]	L22	HYPOTHETICAL_CLASS
