panel,form,A,B,required_pairs
RAW_EXACT,porain,1,0,0
RAW_EXACT,psheoldy,0,1,0
RAW_EXACT,qeear,1,0,0
RAW_EXACT,qo,0,1,0
RAW_EXACT,qoeedy,0,1,0
RAW_EXACT,qokaiin,0,3,0
RAW_EXACT,qokain,0,1,0
RAW_EXACT,qokal,0,2,0
RAW_EXACT,qokedy,0,1,0
RAW_EXACT,qokeedy,1,1,1
RAW_EXACT,qokeey,4,0,0
RAW_EXACT,qokeeylkain,1,0,0
RAW_EXACT,qokey,3,1,1
RAW_EXACT,qokopy,0,1,0
RAW_EXACT,qoky,2,3,2
RAW_EXACT,qol,0,1,0
RAW_EXACT,qolaiin,1,0,0
RAW_EXACT,qoteedy,1,0,0
RAW_EXACT,qoteey,1,0,0
RAW_EXACT,qoy,1,0,0
RAW_EXACT,r,0,3,0
RAW_EXACT,rchey,0,1,0
RAW_EXACT,ror,0,1,0
RAW_EXACT,saiiin,0,1,0
RAW_EXACT,saiin,0,2,0
RAW_EXACT,san,0,1,0
RAW_EXACT,shal,1,0,0
RAW_EXACT,shedy,1,6,1
RAW_EXACT,sheedy,1,0,0
RAW_EXACT,sheey,1,0,0
RAW_EXACT,shekeey,0,1,0
RAW_EXACT,sheo,1,0,0
RAW_EXACT,shey,0,2,0
RAW_EXACT,soain,1,0,0
RAW_EXACT,sol,0,2,0
RAW_EXACT,sor,0,1,0
RAW_EXACT,sshey,0,1,0
RAW_EXACT,sy,0,1,0
RAW_EXACT,tar,0,1,0
RAW_EXACT,teed,1,0,0
RAW_EXACT,teolkedain,1,0,0
RAW_EXACT,y,4,1,1
RAW_EXACT,ycheosaiin,1,0,0
RAW_EXACT,ysheeyqorar,0,1,0
LITERAL_LINES,aiin,2,1,1
LITERAL_LINES,al,3,0,0
LITERAL_LINES,cheal,1,0,0
LITERAL_LINES,chedy,3,2,2
LITERAL_LINES,cheey,0,1,0
LITERAL_LINES,chey,1,1,1
LITERAL_LINES,daiin,0,1,0
LITERAL_LINES,dal,1,1,1
LITERAL_LINES,dchedy,0,1,0
LITERAL_LINES,kedy,1,0,0
LITERAL_LINES,keeedal,1,0,0
LITERAL_LINES,keey,1,0,0
LITERAL_LINES,lkar,1,0,0
LITERAL_LINES,lkeedain,1,0,0
LITERAL_LINES,lshedy,0,1,0
LITERAL_LINES,lteeal,1,0,0
LITERAL_LINES,okaiin,0,1,0
LITERAL_LINES,okain,1,0,0
LITERAL_LINES,okeam,1,0,0
LITERAL_LINES,okechdy,1,0,0
LITERAL_LINES,okeeolkcheey,1,0,0
LITERAL_LINES,okeey,1,0,0
LITERAL_LINES,ol,0,3,0
LITERAL_LINES,or,0,1,0
LITERAL_LINES,oteeol,1,0,0
LITERAL_LINES,oteey,1,0,0
LITERAL_LINES,oty,1,0,0
LITERAL_LINES,pchedar,1,0,0
LITERAL_LINES,porain,1,0,0
LITERAL_LINES,qeear,1,0,0
LITERAL_LINES,qokaiin,0,1,0
LITERAL_LINES,qokal,0,1,0
LITERAL_LINES,qokedy,0,1,0
LITERAL_LINES,qokeey,1,0,0
LITERAL_LINES,qokeeylkain,1,0,0
LITERAL_LINES,qol,0,1,0
LITERAL_LINES,qolaiin,1,0,0
LITERAL_LINES,qoteedy,1,0,0
LITERAL_LINES,qoteey,1,0,0
LITERAL_LINES,r,0,1,0
LITERAL_LINES,shal,1,0,0
LITERAL_LINES,shedy,1,2,1
LITERAL_LINES,sheedy,1,0,0
LITERAL_LINES,sheey,1,0,0
LITERAL_LINES,sheo,1,0,0
LITERAL_LINES,shey,0,2,0
LITERAL_LINES,soain,1,0,0
LITERAL_LINES,sol,0,1,0
LITERAL_LINES,teolkedain,1,0,0
LITERAL_LINES,ysheeyqorar,0,1,0
