event_id	prior_local_code	surface	register	physical_page	source_page	locus	token_index	namespace	role_family	role_detail	concrete_owner_or_name_de	component_recipe	component_label_functions_de	combined_creative_reading_de	owner_source	source_class	interpretation_rule
P912-E1111	B-L020	otain	BIOLOGICAL	f81v	f81v	f81v.28	1	F81_SHARED_POOL_LABEL_BLOCK	SHARED_POOL_LABEL	Beschriftung am gemeinsamen Bad-/Beckenfeld	lokaler Wert am gemeinsamen Becken	OT+AIN	NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG · EINHEIT ODER EINZELPLATZ	lokaler Wert am gemeinsamen Becken: NÄCHSTER PLATZ / NÄCHSTER LISTENEINTRAG; EINHEIT ODER EINZELPLATZ	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1112	B-L016	olkal	BIOLOGICAL	f81v	f81v	f81v.28	2	F81_SHARED_POOL_LABEL_BLOCK	SHARED_POOL_LABEL	Beschriftung am gemeinsamen Bad-/Beckenfeld	lokaler Wert am gemeinsamen Becken	OL+K+AL	GLEICHE REIHE FORTSETZEN · WERT ZUORDNEN · ZIEL- ODER ZUGEWIESENER PLATZ	lokaler Wert am gemeinsamen Becken: GLEICHE REIHE FORTSETZEN; WERT ZUORDNEN; ZIEL- ODER ZUGEWIESENER PLATZ	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1185	B-L019	oroldair	BIOLOGICAL	f82r	f82r	f82r.10	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.10	OR+OL+D_ADDR+AIR	LOKALER EINTRAG ODER ANSATZKLASSE · GLEICHE REIHE FORTSETZEN · UNTER- ODER TEILADRESSE · AIR	lokaler Stationswert f82r.10: LOKALER EINTRAG ODER ANSATZKLASSE; GLEICHE REIHE FORTSETZEN; UNTER- ODER TEILADRESSE; AIR	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1392	B-L014	okor	BIOLOGICAL	f82r	f82r	f82r.34	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.34	OK+OR	PLATZ AKTIVIEREN · LOKALER EINTRAG ODER ANSATZKLASSE	lokaler Stationswert f82r.34: PLATZ AKTIVIEREN; LOKALER EINTRAG ODER ANSATZKLASSE	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1393	B-L006	darol	BIOLOGICAL	f82r	f82r	f82r.35	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.35	DA+R+OL	ZWEITER ODER MARKIERTER UNTERPLATZ · MARKIERTER ZUSTAND · GLEICHE REIHE FORTSETZEN	lokaler Stationswert f82r.35: ZWEITER ODER MARKIERTER UNTERPLATZ; MARKIERTER ZUSTAND; GLEICHE REIHE FORTSETZEN	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1394	B-L010	okal	BIOLOGICAL	f82r	f82r	f82r.36	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.36	OK+AL	PLATZ AKTIVIEREN · ZIEL- ODER ZUGEWIESENER PLATZ	lokaler Stationswert f82r.36: PLATZ AKTIVIEREN; ZIEL- ODER ZUGEWIESENER PLATZ	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1395	B-L011	okaldy	BIOLOGICAL	f82r	f82r	f82r.37	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.37	OK+AL+DY	PLATZ AKTIVIEREN · ZIEL- ODER ZUGEWIESENER PLATZ · GEBUNDENER ODER ABGESCHLOSSENER EINTRAG	lokaler Stationswert f82r.37: PLATZ AKTIVIEREN; ZIEL- ODER ZUGEWIESENER PLATZ; GEBUNDENER ODER ABGESCHLOSSENER EINTRAG	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1396	B-L005	darary	BIOLOGICAL	f82r	f82r	f82r.38	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.38	DA+R+AR+Y	ZWEITER ODER MARKIERTER UNTERPLATZ · MARKIERTER ZUSTAND · QUELL- ODER BEZUGSPLATZ · AKTUELL GEMEINTER BESITZER	lokaler Stationswert f82r.38: ZWEITER ODER MARKIERTER UNTERPLATZ; MARKIERTER ZUSTAND; QUELL- ODER BEZUGSPLATZ; AKTUELL GEMEINTER BESITZER	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1397	B-L009	okairady	BIOLOGICAL	f82r	f82r	f82r.39	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.39	OK+AIR+A_ADDR+D_ADDR+Y	PLATZ AKTIVIEREN · AIR · LOKALE ADRESSE · UNTER- ODER TEILADRESSE · AKTUELL GEMEINTER BESITZER	lokaler Stationswert f82r.39: PLATZ AKTIVIEREN; AIR; LOKALE ADRESSE; UNTER- ODER TEILADRESSE; AKTUELL GEMEINTER BESITZER	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1398	B-L027	sororl	BIOLOGICAL	f82r	f82r	f82r.40	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.40	S+OR+OR+L	KLASSEN- ODER KONTEXTMARKER · LOKALER EINTRAG ODER ANSATZKLASSE · LOKALER EINTRAG ODER ANSATZKLASSE · L	lokaler Stationswert f82r.40: KLASSEN- ODER KONTEXTMARKER; LOKALER EINTRAG ODER ANSATZKLASSE; LOKALER EINTRAG ODER ANSATZKLASSE; L	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1399	B-L017	olkoky	BIOLOGICAL	f82r	f82r	f82r.41	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.41	OL+K+OK+Y	GLEICHE REIHE FORTSETZEN · WERT ZUORDNEN · PLATZ AKTIVIEREN · AKTUELL GEMEINTER BESITZER	lokaler Stationswert f82r.41: GLEICHE REIHE FORTSETZEN; WERT ZUORDNEN; PLATZ AKTIVIEREN; AKTUELL GEMEINTER BESITZER	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1400	B-L025	sokoly	BIOLOGICAL	f82r	f82r	f82r.42	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.42	S+OK+OL+Y	KLASSEN- ODER KONTEXTMARKER · PLATZ AKTIVIEREN · GLEICHE REIHE FORTSETZEN · AKTUELL GEMEINTER BESITZER	lokaler Stationswert f82r.42: KLASSEN- ODER KONTEXTMARKER; PLATZ AKTIVIEREN; GLEICHE REIHE FORTSETZEN; AKTUELL GEMEINTER BESITZER	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1401	B-L008	dolol	BIOLOGICAL	f82r	f82r	f82r.43	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.43	D_ADDR+OL+OL	UNTER- ODER TEILADRESSE · GLEICHE REIHE FORTSETZEN · GLEICHE REIHE FORTSETZEN	lokaler Stationswert f82r.43: UNTER- ODER TEILADRESSE; GLEICHE REIHE FORTSETZEN; GLEICHE REIHE FORTSETZEN	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1402	B-L015	olaiin	BIOLOGICAL	f82r	f82r	f82r.44	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.44	OL+AIIN	GLEICHE REIHE FORTSETZEN · SOLLZAHL ODER MASSINDEX	lokaler Stationswert f82r.44: GLEICHE REIHE FORTSETZEN; SOLLZAHL ODER MASSINDEX	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1403	B-L012	okeear	BIOLOGICAL	f82r	f82r	f82r.45	1	F82_LOCAL_STATION_LABELS	BATH_OR_APPARATUS_STATION_LABEL	lokale Becken-, Gefäß- oder Leitungsstation; Richtung nicht im Bild festgelegt	lokaler Stationswert f82r.45	OK+EE+AR	PLATZ AKTIVIEREN · LÄNGERER / ZWEITER GRAD · QUELL- ODER BEZUGSPLATZ	lokaler Stationswert f82r.45: PLATZ AKTIVIEREN; LÄNGERER / ZWEITER GRAD; QUELL- ODER BEZUGSPLATZ	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1718	B-L001	chtorol	BIOLOGICAL	f83r	f83r	f83r.45	1	F83_LOCAL_ASSEMBLY_LABELS	CHANNEL_OR_FIGURE_ASSEMBLY_LABEL	lokale Figuren-, Becken- oder Kanalbaugruppe; keine seitenweite Verbindung	lokaler Baugruppenwert f83r.45	CH+T+OR+OL	KENNUNG ABLESEN · PLATZ MARKIEREN · LOKALER EINTRAG ODER ANSATZKLASSE · GLEICHE REIHE FORTSETZEN	lokaler Baugruppenwert f83r.45: KENNUNG ABLESEN; PLATZ MARKIEREN; LOKALER EINTRAG ODER ANSATZKLASSE; GLEICHE REIHE FORTSETZEN	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1719	B-L018	olsaiin	BIOLOGICAL	f83r	f83r	f83r.46	1	F83_LOCAL_ASSEMBLY_LABELS	CHANNEL_OR_FIGURE_ASSEMBLY_LABEL	lokale Figuren-, Becken- oder Kanalbaugruppe; keine seitenweite Verbindung	lokaler Baugruppenwert f83r.46	OL+S+AIIN	GLEICHE REIHE FORTSETZEN · KLASSEN- ODER KONTEXTMARKER · SOLLZAHL ODER MASSINDEX	lokaler Baugruppenwert f83r.46: GLEICHE REIHE FORTSETZEN; KLASSEN- ODER KONTEXTMARKER; SOLLZAHL ODER MASSINDEX	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1731	B-L024	sasoldal	BIOLOGICAL	f83r	f83r	f83r.50	1	F83_LOCAL_ASSEMBLY_LABELS	CHANNEL_OR_FIGURE_ASSEMBLY_LABEL	lokale Figuren-, Becken- oder Kanalbaugruppe; keine seitenweite Verbindung	lokaler Baugruppenwert f83r.50	S+A_ADDR+S+OL+DA+L	KLASSEN- ODER KONTEXTMARKER · LOKALE ADRESSE · KLASSEN- ODER KONTEXTMARKER · GLEICHE REIHE FORTSETZEN · ZWEITER ODER MARKIERTER UNTERPLATZ · L	lokaler Baugruppenwert f83r.50: KLASSEN- ODER KONTEXTMARKER; LOKALE ADRESSE; KLASSEN- ODER KONTEXTMARKER; GLEICHE REIHE FORTSETZEN; ZWEITER ODER MARKIERTER UNTERPLATZ; L	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1732	B-L007	darolsy	BIOLOGICAL	f83r	f83r	f83r.51	1	F83_LOCAL_ASSEMBLY_LABELS	CHANNEL_OR_FIGURE_ASSEMBLY_LABEL	lokale Figuren-, Becken- oder Kanalbaugruppe; keine seitenweite Verbindung	lokaler Baugruppenwert f83r.51	DA+R+OL+S+Y	ZWEITER ODER MARKIERTER UNTERPLATZ · MARKIERTER ZUSTAND · GLEICHE REIHE FORTSETZEN · KLASSEN- ODER KONTEXTMARKER · AKTUELL GEMEINTER BESITZER	lokaler Baugruppenwert f83r.51: ZWEITER ODER MARKIERTER UNTERPLATZ; MARKIERTER ZUSTAND; GLEICHE REIHE FORTSETZEN; KLASSEN- ODER KONTEXTMARKER; AKTUELL GEMEINTER BESITZER	PASS910_IMAGE_OWNER	BIO_LABEL	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1749	Z-L132	ykshy	ZODIAC	f67r2	f67r2	f67r2.1	1	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 01 des rechten f67r2-Rades	Y+K+Y	AKTUELL GEMEINTER BESITZER · WERT ZUORDNEN · AKTUELL GEMEINTER BESITZER	dieser lokale Sektorplatz 01 des rechten f67r2-Rades: AKTUELL GEMEINTER BESITZER; WERT ZUORDNEN; AKTUELL GEMEINTER BESITZER	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1750	Z-L109	s	ZODIAC	f67r2	f67r2	f67r2.1	2	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 01 des rechten f67r2-Rades	S	KLASSEN- ODER KONTEXTMARKER	dieser lokale Sektorplatz 01 des rechten f67r2-Rades: KLASSEN- ODER KONTEXTMARKER	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1751	Z-L007	aram	ZODIAC	f67r2	f67r2	f67r2.1	3	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 01 des rechten f67r2-Rades	AR+AM_ADDR	QUELL- ODER BEZUGSPLATZ · GEGEN- ODER INNENFELD	dieser lokale Sektorplatz 01 des rechten f67r2-Rades: QUELL- ODER BEZUGSPLATZ; GEGEN- ODER INNENFELD	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1752	Z-L128	ykecho	ZODIAC	f67r2	f67r2	f67r2.2	1	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 02 des rechten f67r2-Rades	Y+K+E+CH+O	AKTUELL GEMEINTER BESITZER · WERT ZUORDNEN · KURZER / ERSTER GRAD · KENNUNG ABLESEN · LOKALEN GANG / KREISLESUNG AUFRUFEN	dieser lokale Sektorplatz 02 des rechten f67r2-Rades: AKTUELL GEMEINTER BESITZER; WERT ZUORDNEN; KURZER / ERSTER GRAD; KENNUNG ABLESEN; LOKALEN GANG / KREISLESUNG AUFRUFEN	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1753	Z-L070	ols	ZODIAC	f67r2	f67r2	f67r2.2	2	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 02 des rechten f67r2-Rades	OL+S	GLEICHE REIHE FORTSETZEN · KLASSEN- ODER KONTEXTMARKER	dieser lokale Sektorplatz 02 des rechten f67r2-Rades: GLEICHE REIHE FORTSETZEN; KLASSEN- ODER KONTEXTMARKER	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1754	Z-L027	eesydy	ZODIAC	f67r2	f67r2	f67r2.2	3	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 02 des rechten f67r2-Rades	EE+S+Y+D_ADDR+Y	LÄNGERER / ZWEITER GRAD · KLASSEN- ODER KONTEXTMARKER · AKTUELL GEMEINTER BESITZER · UNTER- ODER TEILADRESSE · AKTUELL GEMEINTER BESITZER	dieser lokale Sektorplatz 02 des rechten f67r2-Rades: LÄNGERER / ZWEITER GRAD; KLASSEN- ODER KONTEXTMARKER; AKTUELL GEMEINTER BESITZER; UNTER- ODER TEILADRESSE; AKTUELL GEMEINTER BESITZER	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1755	Z-L028	ey	ZODIAC	f67r2	f67r2	f67r2.3	1	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 03 des rechten f67r2-Rades	E+Y	KURZER / ERSTER GRAD · AKTUELL GEMEINTER BESITZER	dieser lokale Sektorplatz 03 des rechten f67r2-Rades: KURZER / ERSTER GRAD; AKTUELL GEMEINTER BESITZER	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1756	Z-L114	shs	ZODIAC	f67r2	f67r2	f67r2.3	2	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 03 des rechten f67r2-Rades	SH+S	SH · KLASSEN- ODER KONTEXTMARKER	dieser lokale Sektorplatz 03 des rechten f67r2-Rades: SH; KLASSEN- ODER KONTEXTMARKER	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
P912-E1757	Z-L051	okar	ZODIAC	f67r2	f67r2	f67r2.3	3	A1_RIGHT_WHEEL_ONLY	CELESTIAL_SECTOR	RIGHT_WHEEL_CELESTIAL_OR_CALENDAR_SECTOR	dieser lokale Sektorplatz 03 des rechten f67r2-Rades	OK+AR	PLATZ AKTIVIEREN · QUELL- ODER BEZUGSPLATZ	dieser lokale Sektorplatz 03 des rechten f67r2-Rades: PLATZ AKTIVIEREN; QUELL- ODER BEZUGSPLATZ	V75_SELECTED_CELESTIAL_OWNER	VISIBLE_LOCAL_OWNER__HISTORICAL_CONTENT_CLASS_EXEMPLAR_ONLY	OWNER_NAME_FIRST__COMPONENTS_AS_ADDRESS_OR_CLASSIFIER
