subset_id	selected_cards	card_count	observed_or_analytic_cells	remaining_controlled_paraphrases	total_licensed_commands	rejected_commands	newly_licensed_vs_fiftieth	newly_licensed_beyond_25_free_approvals	paraphrases_shortened	utility_score	invented_surface_count
S072	E+CLOSE|SHED	2	99	13	112	32	33	8	4	103	0
S073	CHK|E+CLOSE|SHED	3	107	11	118	26	39	14	6	123	0
S074	CKHE|E+CLOSE|SHED	3	107	12	119	25	40	15	5	125	0
S075	CHK|CKHE|E+CLOSE|SHED	4	115	10	125	19	46	21	7	145	0
S076	CLOSE|E+CLOSE|SHED	3	106	11	117	27	38	13	6	120	0
S077	CHK|CLOSE|E+CLOSE|SHED	4	115	9	124	20	45	20	8	143	0
S078	CKHE|CLOSE|E+CLOSE|SHED	4	114	10	124	20	45	20	7	142	0
S079	CHK|CKHE|CLOSE|E+CLOSE|SHED	5	123	8	131	13	52	27	9	165	0
S080	E+Y|SHED	2	98	10	108	36	29	4	7	94	0
S081	CHK|E+Y|SHED	3	105	8	113	31	34	9	9	111	0
S082	CKHE|E+Y|SHED	3	106	9	115	29	36	11	8	116	0
S083	CHK|CKHE|E+Y|SHED	4	113	7	120	24	41	16	10	133	0
S084	CLOSE|E+Y|SHED	3	105	8	113	31	34	9	9	111	0
S085	CHK|CLOSE|E+Y|SHED	4	113	6	119	25	40	15	11	131	0
S086	CKHE|CLOSE|E+Y|SHED	4	113	7	120	24	41	16	10	133	0
S087	CHK|CKHE|CLOSE|E+Y|SHED	5	121	5	126	18	47	22	12	153	0
S088	E+CLOSE|E+Y|SHED	3	104	9	113	31	34	9	8	110	0
S089	CHK|E+CLOSE|E+Y|SHED	4	112	7	119	25	40	15	10	130	0
S090	CKHE|E+CLOSE|E+Y|SHED	4	113	8	121	23	42	17	9	135	0
S091	CHK|CKHE|E+CLOSE|E+Y|SHED	5	121	6	127	17	48	23	11	155	0
S092	CLOSE|E+CLOSE|E+Y|SHED	4	111	7	118	26	39	14	10	127	0
S093	CHK|CLOSE|E+CLOSE|E+Y|SHED	5	120	5	125	19	46	21	12	150	0
S094	CKHE|CLOSE|E+CLOSE|E+Y|SHED	5	120	6	126	18	47	22	11	152	0
S095	CHK|CKHE|CLOSE|E+CLOSE|E+Y|SHED	6	129	4	133	11	54	29	13	175	0
S096	EE+CLOSE|SHED	2	99	13	112	32	33	8	4	103	0
S097	CHK|EE+CLOSE|SHED	3	106	11	117	27	38	13	6	120	0
S098	CKHE|EE+CLOSE|SHED	3	107	12	119	25	40	15	5	125	0
S099	CHK|CKHE|EE+CLOSE|SHED	4	114	10	124	20	45	20	7	142	0
S100	CLOSE|EE+CLOSE|SHED	3	106	11	117	27	38	13	6	120	0
S101	CHK|CLOSE|EE+CLOSE|SHED	4	114	9	123	21	44	19	8	140	0
S102	CKHE|CLOSE|EE+CLOSE|SHED	4	114	10	124	20	45	20	7	142	0
S103	CHK|CKHE|CLOSE|EE+CLOSE|SHED	5	122	8	130	14	51	26	9	162	0
S104	E+CLOSE|EE+CLOSE|SHED	3	105	12	117	27	38	13	5	119	0
S105	CHK|E+CLOSE|EE+CLOSE|SHED	4	113	10	123	21	44	19	7	139	0
S106	CKHE|E+CLOSE|EE+CLOSE|SHED	4	114	11	125	19	46	21	6	144	0
S107	CHK|CKHE|E+CLOSE|EE+CLOSE|SHED	5	122	9	131	13	52	27	8	164	0
S108	CLOSE|E+CLOSE|EE+CLOSE|SHED	4	112	10	122	22	43	18	7	136	0
S109	CHK|CLOSE|E+CLOSE|EE+CLOSE|SHED	5	121	8	129	15	50	25	9	159	0
S110	CKHE|CLOSE|E+CLOSE|EE+CLOSE|SHED	5	121	9	130	14	51	26	8	161	0
S111	CHK|CKHE|CLOSE|E+CLOSE|EE+CLOSE|SHED	6	130	7	137	7	58	33	10	184	0
S112	E+Y|EE+CLOSE|SHED	3	104	9	113	31	34	9	8	110	0
S113	CHK|E+Y|EE+CLOSE|SHED	4	111	7	118	26	39	14	10	127	0
S114	CKHE|E+Y|EE+CLOSE|SHED	4	113	8	121	23	42	17	9	135	0
S115	CHK|CKHE|E+Y|EE+CLOSE|SHED	5	120	6	126	18	47	22	11	152	0
S116	CLOSE|E+Y|EE+CLOSE|SHED	4	111	7	118	26	39	14	10	127	0
S117	CHK|CLOSE|E+Y|EE+CLOSE|SHED	5	119	5	124	20	45	20	12	147	0
S118	CKHE|CLOSE|E+Y|EE+CLOSE|SHED	5	120	6	126	18	47	22	11	152	0
S119	CHK|CKHE|CLOSE|E+Y|EE+CLOSE|SHED	6	128	4	132	12	53	28	13	172	0
S120	E+CLOSE|E+Y|EE+CLOSE|SHED	4	110	8	118	26	39	14	9	126	0
S121	CHK|E+CLOSE|E+Y|EE+CLOSE|SHED	5	118	6	124	20	45	20	11	146	0
S122	CKHE|E+CLOSE|E+Y|EE+CLOSE|SHED	5	120	7	127	17	48	23	10	154	0
S123	CHK|CKHE|E+CLOSE|E+Y|EE+CLOSE|SHED	6	128	5	133	11	54	29	12	174	0
S124	CLOSE|E+CLOSE|E+Y|EE+CLOSE|SHED	5	117	6	123	21	44	19	11	143	0
S125	CHK|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SHED	6	126	4	130	14	51	26	13	166	0
S126	CKHE|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SHED	6	127	5	132	12	53	28	12	171	0
S127	CHK|CKHE|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SHED	7	136	3	139	5	60	35	14	194	0
S128	SOLK	1	93	14	107	37	28	3	3	87	0
S129	CHK|SOLK	2	100	12	112	32	33	8	5	104	0
S130	CKHE|SOLK	2	100	13	113	31	34	9	4	106	0
S131	CHK|CKHE|SOLK	3	107	11	118	26	39	14	6	123	0
S132	CLOSE|SOLK	2	100	12	112	32	33	8	5	104	0
S133	CHK|CLOSE|SOLK	3	108	10	118	26	39	14	7	124	0
S134	CKHE|CLOSE|SOLK	3	107	11	118	26	39	14	6	123	0
S135	CHK|CKHE|CLOSE|SOLK	4	115	9	124	20	45	20	8	143	0
S136	E+CLOSE|SOLK	2	100	13	113	31	34	9	4	106	0
S137	CHK|E+CLOSE|SOLK	3	108	11	119	25	40	15	6	126	0
S138	CKHE|E+CLOSE|SOLK	3	108	12	120	24	41	16	5	128	0
S139	CHK|CKHE|E+CLOSE|SOLK	4	116	10	126	18	47	22	7	148	0
S140	CLOSE|E+CLOSE|SOLK	3	107	11	118	26	39	14	6	123	0
S141	CHK|CLOSE|E+CLOSE|SOLK	4	116	9	125	19	46	21	8	146	0
S142	CKHE|CLOSE|E+CLOSE|SOLK	4	115	10	125	19	46	21	7	145	0
S143	CHK|CKHE|CLOSE|E+CLOSE|SOLK	5	124	8	132	12	53	28	9	168	0
S144	E+Y|SOLK	2	97	11	108	36	29	4	6	93	0
S145	CHK|E+Y|SOLK	3	104	9	113	31	34	9	8	110	0
S146	CKHE|E+Y|SOLK	3	105	10	115	29	36	11	7	115	0
S147	CHK|CKHE|E+Y|SOLK	4	112	8	120	24	41	16	9	132	0
S148	CLOSE|E+Y|SOLK	3	104	9	113	31	34	9	8	110	0
S149	CHK|CLOSE|E+Y|SOLK	4	112	7	119	25	40	15	10	130	0
S150	CKHE|CLOSE|E+Y|SOLK	4	112	8	120	24	41	16	9	132	0
S151	CHK|CKHE|CLOSE|E+Y|SOLK	5	120	6	126	18	47	22	11	152	0
S152	E+CLOSE|E+Y|SOLK	3	104	10	114	30	35	10	7	112	0
S153	CHK|E+CLOSE|E+Y|SOLK	4	112	8	120	24	41	16	9	132	0
S154	CKHE|E+CLOSE|E+Y|SOLK	4	113	9	122	22	43	18	8	137	0
S155	CHK|CKHE|E+CLOSE|E+Y|SOLK	5	121	7	128	16	49	24	10	157	0
S156	CLOSE|E+CLOSE|E+Y|SOLK	4	111	8	119	25	40	15	9	129	0
S157	CHK|CLOSE|E+CLOSE|E+Y|SOLK	5	120	6	126	18	47	22	11	152	0
S158	CKHE|CLOSE|E+CLOSE|E+Y|SOLK	5	120	7	127	17	48	23	10	154	0
S159	CHK|CKHE|CLOSE|E+CLOSE|E+Y|SOLK	6	129	5	134	10	55	30	12	177	0
S160	EE+CLOSE|SOLK	2	99	13	112	32	33	8	4	103	0
S161	CHK|EE+CLOSE|SOLK	3	106	11	117	27	38	13	6	120	0
S162	CKHE|EE+CLOSE|SOLK	3	107	12	119	25	40	15	5	125	0
S163	CHK|CKHE|EE+CLOSE|SOLK	4	114	10	124	20	45	20	7	142	0
S164	CLOSE|EE+CLOSE|SOLK	3	106	11	117	27	38	13	6	120	0
S165	CHK|CLOSE|EE+CLOSE|SOLK	4	114	9	123	21	44	19	8	140	0
S166	CKHE|CLOSE|EE+CLOSE|SOLK	4	114	10	124	20	45	20	7	142	0
S167	CHK|CKHE|CLOSE|EE+CLOSE|SOLK	5	122	8	130	14	51	26	9	162	0
S168	E+CLOSE|EE+CLOSE|SOLK	3	106	12	118	26	39	14	5	122	0
S169	CHK|E+CLOSE|EE+CLOSE|SOLK	4	114	10	124	20	45	20	7	142	0
S170	CKHE|E+CLOSE|EE+CLOSE|SOLK	4	115	11	126	18	47	22	6	147	0
S171	CHK|CKHE|E+CLOSE|EE+CLOSE|SOLK	5	123	9	132	12	53	28	8	167	0
S172	CLOSE|E+CLOSE|EE+CLOSE|SOLK	4	113	10	123	21	44	19	7	139	0
S173	CHK|CLOSE|E+CLOSE|EE+CLOSE|SOLK	5	122	8	130	14	51	26	9	162	0
S174	CKHE|CLOSE|E+CLOSE|EE+CLOSE|SOLK	5	122	9	131	13	52	27	8	164	0
S175	CHK|CKHE|CLOSE|E+CLOSE|EE+CLOSE|SOLK	6	131	7	138	6	59	34	10	187	0
S176	E+Y|EE+CLOSE|SOLK	3	103	10	113	31	34	9	7	109	0
S177	CHK|E+Y|EE+CLOSE|SOLK	4	110	8	118	26	39	14	9	126	0
S178	CKHE|E+Y|EE+CLOSE|SOLK	4	112	9	121	23	42	17	8	134	0
S179	CHK|CKHE|E+Y|EE+CLOSE|SOLK	5	119	7	126	18	47	22	10	151	0
S180	CLOSE|E+Y|EE+CLOSE|SOLK	4	110	8	118	26	39	14	9	126	0
S181	CHK|CLOSE|E+Y|EE+CLOSE|SOLK	5	118	6	124	20	45	20	11	146	0
S182	CKHE|CLOSE|E+Y|EE+CLOSE|SOLK	5	119	7	126	18	47	22	10	151	0
S183	CHK|CKHE|CLOSE|E+Y|EE+CLOSE|SOLK	6	127	5	132	12	53	28	12	171	0
S184	E+CLOSE|E+Y|EE+CLOSE|SOLK	4	110	9	119	25	40	15	8	128	0
S185	CHK|E+CLOSE|E+Y|EE+CLOSE|SOLK	5	118	7	125	19	46	21	10	148	0
S186	CKHE|E+CLOSE|E+Y|EE+CLOSE|SOLK	5	120	8	128	16	49	24	9	156	0
S187	CHK|CKHE|E+CLOSE|E+Y|EE+CLOSE|SOLK	6	128	6	134	10	55	30	11	176	0
S188	CLOSE|E+CLOSE|E+Y|EE+CLOSE|SOLK	5	117	7	124	20	45	20	10	145	0
S189	CHK|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SOLK	6	126	5	131	13	52	27	12	168	0
S190	CKHE|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SOLK	6	127	6	133	11	54	29	11	173	0
S191	CHK|CKHE|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SOLK	7	136	4	140	4	61	36	13	196	0
S192	SHED|SOLK	2	99	11	110	34	31	6	6	99	0
S193	CHK|SHED|SOLK	3	106	9	115	29	36	11	8	116	0
S194	CKHE|SHED|SOLK	3	106	10	116	28	37	12	7	118	0
S195	CHK|CKHE|SHED|SOLK	4	113	8	121	23	42	17	9	135	0
S196	CLOSE|SHED|SOLK	3	107	9	116	28	37	12	8	119	0
S197	CHK|CLOSE|SHED|SOLK	4	115	7	122	22	43	18	10	139	0
S198	CKHE|CLOSE|SHED|SOLK	4	114	8	122	22	43	18	9	138	0
S199	CHK|CKHE|CLOSE|SHED|SOLK	5	122	6	128	16	49	24	11	158	0
S200	E+CLOSE|SHED|SOLK	3	106	10	116	28	37	12	7	118	0
S201	CHK|E+CLOSE|SHED|SOLK	4	114	8	122	22	43	18	9	138	0
S202	CKHE|E+CLOSE|SHED|SOLK	4	114	9	123	21	44	19	8	140	0
S203	CHK|CKHE|E+CLOSE|SHED|SOLK	5	122	7	129	15	50	25	10	160	0
S204	CLOSE|E+CLOSE|SHED|SOLK	4	114	8	122	22	43	18	9	138	0
S205	CHK|CLOSE|E+CLOSE|SHED|SOLK	5	123	6	129	15	50	25	11	161	0
S206	CKHE|CLOSE|E+CLOSE|SHED|SOLK	5	122	7	129	15	50	25	10	160	0
S207	CHK|CKHE|CLOSE|E+CLOSE|SHED|SOLK	6	131	5	136	8	57	32	12	183	0
S208	E+Y|SHED|SOLK	3	104	7	111	33	32	7	10	106	0
S209	CHK|E+Y|SHED|SOLK	4	111	5	116	28	37	12	12	123	0
S210	CKHE|E+Y|SHED|SOLK	4	112	6	118	26	39	14	11	128	0
S211	CHK|CKHE|E+Y|SHED|SOLK	5	119	4	123	21	44	19	13	145	0
S212	CLOSE|E+Y|SHED|SOLK	4	112	5	117	27	38	13	12	126	0
S213	CHK|CLOSE|E+Y|SHED|SOLK	5	120	3	123	21	44	19	14	146	0
S214	CKHE|CLOSE|E+Y|SHED|SOLK	5	120	4	124	20	45	20	13	148	0
S215	CHK|CKHE|CLOSE|E+Y|SHED|SOLK	6	128	2	130	14	51	26	15	168	0
S216	E+CLOSE|E+Y|SHED|SOLK	4	111	6	117	27	38	13	11	125	0
S217	CHK|E+CLOSE|E+Y|SHED|SOLK	5	119	4	123	21	44	19	13	145	0
S218	CKHE|E+CLOSE|E+Y|SHED|SOLK	5	120	5	125	19	46	21	12	150	0
S219	CHK|CKHE|E+CLOSE|E+Y|SHED|SOLK	6	128	3	131	13	52	27	14	170	0
S220	CLOSE|E+CLOSE|E+Y|SHED|SOLK	5	119	4	123	21	44	19	13	145	0
S221	CHK|CLOSE|E+CLOSE|E+Y|SHED|SOLK	6	128	2	130	14	51	26	15	168	0
S222	CKHE|CLOSE|E+CLOSE|E+Y|SHED|SOLK	6	128	3	131	13	52	27	14	170	0
S223	CHK|CKHE|CLOSE|E+CLOSE|E+Y|SHED|SOLK	7	137	1	138	6	59	34	16	193	0
S224	EE+CLOSE|SHED|SOLK	3	105	10	115	29	36	11	7	115	0
S225	CHK|EE+CLOSE|SHED|SOLK	4	112	8	120	24	41	16	9	132	0
S226	CKHE|EE+CLOSE|SHED|SOLK	4	113	9	122	22	43	18	8	137	0
S227	CHK|CKHE|EE+CLOSE|SHED|SOLK	5	120	7	127	17	48	23	10	154	0
S228	CLOSE|EE+CLOSE|SHED|SOLK	4	113	8	121	23	42	17	9	135	0
S229	CHK|CLOSE|EE+CLOSE|SHED|SOLK	5	121	6	127	17	48	23	11	155	0
S230	CKHE|CLOSE|EE+CLOSE|SHED|SOLK	5	121	7	128	16	49	24	10	157	0
S231	CHK|CKHE|CLOSE|EE+CLOSE|SHED|SOLK	6	129	5	134	10	55	30	12	177	0
S232	E+CLOSE|EE+CLOSE|SHED|SOLK	4	112	9	121	23	42	17	8	134	0
S233	CHK|E+CLOSE|EE+CLOSE|SHED|SOLK	5	120	7	127	17	48	23	10	154	0
S234	CKHE|E+CLOSE|EE+CLOSE|SHED|SOLK	5	121	8	129	15	50	25	9	159	0
S235	CHK|CKHE|E+CLOSE|EE+CLOSE|SHED|SOLK	6	129	6	135	9	56	31	11	179	0
S236	CLOSE|E+CLOSE|EE+CLOSE|SHED|SOLK	5	120	7	127	17	48	23	10	154	0
S237	CHK|CLOSE|E+CLOSE|EE+CLOSE|SHED|SOLK	6	129	5	134	10	55	30	12	177	0
S238	CKHE|CLOSE|E+CLOSE|EE+CLOSE|SHED|SOLK	6	129	6	135	9	56	31	11	179	0
S239	CHK|CKHE|CLOSE|E+CLOSE|EE+CLOSE|SHED|SOLK	7	138	4	142	2	63	38	13	202	0
S240	E+Y|EE+CLOSE|SHED|SOLK	4	110	6	116	28	37	12	11	122	0
S241	CHK|E+Y|EE+CLOSE|SHED|SOLK	5	117	4	121	23	42	17	13	139	0
S242	CKHE|E+Y|EE+CLOSE|SHED|SOLK	5	119	5	124	20	45	20	12	147	0
S243	CHK|CKHE|E+Y|EE+CLOSE|SHED|SOLK	6	126	3	129	15	50	25	14	164	0
S244	CLOSE|E+Y|EE+CLOSE|SHED|SOLK	5	118	4	122	22	43	18	13	142	0
S245	CHK|CLOSE|E+Y|EE+CLOSE|SHED|SOLK	6	126	2	128	16	49	24	15	162	0
S246	CKHE|CLOSE|E+Y|EE+CLOSE|SHED|SOLK	6	127	3	130	14	51	26	14	167	0
S247	CHK|CKHE|CLOSE|E+Y|EE+CLOSE|SHED|SOLK	7	135	1	136	8	57	32	16	187	0
S248	E+CLOSE|E+Y|EE+CLOSE|SHED|SOLK	5	117	5	122	22	43	18	12	141	0
S249	CHK|E+CLOSE|E+Y|EE+CLOSE|SHED|SOLK	6	125	3	128	16	49	24	14	161	0
S250	CKHE|E+CLOSE|E+Y|EE+CLOSE|SHED|SOLK	6	127	4	131	13	52	27	13	169	0
S251	CHK|CKHE|E+CLOSE|E+Y|EE+CLOSE|SHED|SOLK	7	135	2	137	7	58	33	15	189	0
S252	CLOSE|E+CLOSE|E+Y|EE+CLOSE|SHED|SOLK	6	125	3	128	16	49	24	14	161	0
S253	CHK|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SHED|SOLK	7	134	1	135	9	56	31	16	184	0
S254	CKHE|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SHED|SOLK	7	135	2	137	7	58	33	15	189	0
S255	CHK|CKHE|CLOSE|E+CLOSE|E+Y|EE+CLOSE|SHED|SOLK	8	144	0	144	0	65	40	17	212	0
