cell_id	target_atom_sequence	intended_reading_de	four_card_branch	output_atom_sequence	output_surface_or_placeholder	surface_status	new_surface_claimed
B03E05	OT+IIN	zum folgenden Posten gehen bis zur Stufe	ANALYTIC_TWO_CARD_FORM	OT | IIN	ot oiin	OBSERVED_COMPONENTS	NO
B03E06	OT+AL	zum folgenden Posten gehen am Ziel	OBSERVED_FUSED_CARD	OT+AL	otal	OBSERVED	NO
B03E07	OT+AR	zum folgenden Posten gehen aus der Quelle	OBSERVED_FUSED_CARD	OT+AR	otar	OBSERVED	NO
B03E08	OT+AIR	zum folgenden Posten gehen entlang des Laufs	OBSERVED_FUSED_CARD	OT+AIR	qotair	OBSERVED	NO
B03E09	OT+E+Y	zum folgenden Posten gehen kurz am aktuellen Posten	CONTROLLED_PARAPHRASE	OT+Y | OK+E+Y	otchey okey	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B03E10	OT+EE+Y	zum folgenden Posten gehen länger am aktuellen Posten	OBSERVED_FUSED_CARD	OT+EE+Y	oteey	OBSERVED	NO
B03E11	OT+E+CLOSE	zum folgenden Posten gehen kurz und dann schließen	OBSERVED_FUSED_CARD	OT+E+CLOSE	otedy	OBSERVED	NO
B03E12	OT+EE+CLOSE	zum folgenden Posten gehen länger und dann schließen	OBSERVED_FUSED_CARD	OT+EE+CLOSE	qoteedy	OBSERVED	NO
B04E01	CHD+Y	umsetzen am aktuellen Posten	OBSERVED_FUSED_CARD	CHD+Y	chdy	OBSERVED	NO
B04E02	CHD+CLOSE	umsetzen und den Schritt schließen	OBSERVED_FUSED_CARD	CHD+CLOSE	dchdy	OBSERVED	NO
B04E03	CHD+AIIN	umsetzen mit Sollwert	OBSERVED_FUSED_CARD	CHD+AIIN	chedaiin	OBSERVED	NO
B04E04	CHD+AIN	umsetzen an einer Portion	OBSERVED_FUSED_CARD	CHD+AIN	chedain	OBSERVED	NO
B04E05	CHD+IIN	umsetzen bis zur Stufe	ANALYTIC_TWO_CARD_FORM	CHD | IIN	chda oiin	OBSERVED_COMPONENTS	NO
B04E06	CHD+AL	umsetzen am Ziel	OBSERVED_FUSED_CARD	CHD+AL	chdal	OBSERVED	NO
B04E07	CHD+AR	umsetzen aus der Quelle	OBSERVED_FUSED_CARD	CHD+AR	dchdar	OBSERVED	NO
B04E08	CHD+AIR	umsetzen entlang des Laufs	ANALYTIC_TWO_CARD_FORM	CHD | AIR	chda air	OBSERVED_COMPONENTS	NO
B04E09	CHD+E+Y	umsetzen kurz am aktuellen Posten	CONTROLLED_PARAPHRASE	CHD+Y | OK+E+Y	chdy okey	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B04E10	CHD+EE+Y	umsetzen länger am aktuellen Posten	ANALYTIC_TWO_CARD_FORM	CHD | EE+Y	chda oeesy	OBSERVED_COMPONENTS	NO
B04E11	CHD+E+CLOSE	umsetzen kurz und dann schließen	ANALYTIC_TWO_CARD_FORM	CHD | E+CLOSE	chda <E+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B04E12	CHD+EE+CLOSE	umsetzen länger und dann schließen	ANALYTIC_TWO_CARD_FORM	CHD | EE+CLOSE	chda <EE+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B05E01	CTH+Y	bereitstellen am aktuellen Posten	OBSERVED_FUSED_CARD	CTH+Y	cthy	OBSERVED	NO
B05E02	CTH+CLOSE	bereitstellen und den Schritt schließen	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B05E03	CTH+AIIN	bereitstellen mit Sollwert	OBSERVED_FUSED_CARD	CTH+AIIN	cthaiin	OBSERVED	NO
B05E04	CTH+AIN	bereitstellen an einer Portion	ANALYTIC_TWO_CARD_FORM	CTH | AIN	octhey ain	OBSERVED_COMPONENTS	NO
B05E05	CTH+IIN	bereitstellen bis zur Stufe	ANALYTIC_TWO_CARD_FORM	CTH | IIN	octhey oiin	OBSERVED_COMPONENTS	NO
B05E06	CTH+AL	bereitstellen am Ziel	ANALYTIC_TWO_CARD_FORM	CTH | AL	octhey al	OBSERVED_COMPONENTS	NO
B05E07	CTH+AR	bereitstellen aus der Quelle	ANALYTIC_TWO_CARD_FORM	CTH | AR	octhey ar	OBSERVED_COMPONENTS	NO
B05E08	CTH+AIR	bereitstellen entlang des Laufs	ANALYTIC_TWO_CARD_FORM	CTH | AIR	octhey air	OBSERVED_COMPONENTS	NO
B05E09	CTH+E+Y	bereitstellen kurz am aktuellen Posten	OBSERVED_FUSED_CARD	CTH+E+Y	qcthey	OBSERVED	NO
B05E10	CTH+EE+Y	bereitstellen länger am aktuellen Posten	ANALYTIC_TWO_CARD_FORM	CTH | EE+Y	octhey oeesy	OBSERVED_COMPONENTS	NO
B05E11	CTH+E+CLOSE	bereitstellen kurz und dann schließen	ANALYTIC_TWO_CARD_FORM	CTH | E+CLOSE	octhey <E+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B05E12	CTH+EE+CLOSE	bereitstellen länger und dann schließen	ANALYTIC_TWO_CARD_FORM	CTH | EE+CLOSE	octhey <EE+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B06E01	CKH+Y	durchführen am aktuellen Posten	OBSERVED_FUSED_CARD	CKH+Y	chckhy	OBSERVED	NO
B06E02	CKH+CLOSE	durchführen und den Schritt schließen	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B06E03	CKH+AIIN	durchführen mit Sollwert	ANALYTIC_TWO_CARD_FORM	CKH | AIIN	ockhy aiin	OBSERVED_COMPONENTS	NO
B06E04	CKH+AIN	durchführen an einer Portion	ANALYTIC_TWO_CARD_FORM	CKH | AIN	ockhy ain	OBSERVED_COMPONENTS	NO
B06E05	CKH+IIN	durchführen bis zur Stufe	ANALYTIC_TWO_CARD_FORM	CKH | IIN	ockhy oiin	OBSERVED_COMPONENTS	NO
B06E06	CKH+AL	durchführen am Ziel	OBSERVED_FUSED_CARD	CKH+AL	chckhal	OBSERVED	NO
B06E07	CKH+AR	durchführen aus der Quelle	ANALYTIC_TWO_CARD_FORM	CKH | AR	ockhy ar	OBSERVED_COMPONENTS	NO
B06E08	CKH+AIR	durchführen entlang des Laufs	ANALYTIC_TWO_CARD_FORM	CKH | AIR	ockhy air	OBSERVED_COMPONENTS	NO
B06E09	CKH+E+Y	durchführen kurz am aktuellen Posten	OBSERVED_FUSED_CARD	CKH+E+Y	sheckhy	OBSERVED	NO
B06E10	CKH+EE+Y	durchführen länger am aktuellen Posten	ANALYTIC_TWO_CARD_FORM	CKH | EE+Y	ockhy oeesy	OBSERVED_COMPONENTS	NO
B06E11	CKH+E+CLOSE	durchführen kurz und dann schließen	ANALYTIC_TWO_CARD_FORM	CKH | E+CLOSE	ockhy <E+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B06E12	CKH+EE+CLOSE	durchführen länger und dann schließen	ANALYTIC_TWO_CARD_FORM	CKH | EE+CLOSE	ockhy <EE+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E01	CKHE+Y	trennen am aktuellen Posten	ANALYTIC_TWO_CARD_FORM	CKHE | Y	<CKHE_MASTER_CARD> y	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E02	CKHE+CLOSE	trennen und den Schritt schließen	OBSERVED_FUSED_CARD	CKHE+CLOSE	shckhedy	OBSERVED	NO
B07E03	CKHE+AIIN	trennen mit Sollwert	ANALYTIC_TWO_CARD_FORM	CKHE | AIIN	<CKHE_MASTER_CARD> aiin	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E04	CKHE+AIN	trennen an einer Portion	ANALYTIC_TWO_CARD_FORM	CKHE | AIN	<CKHE_MASTER_CARD> ain	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E05	CKHE+IIN	trennen bis zur Stufe	ANALYTIC_TWO_CARD_FORM	CKHE | IIN	<CKHE_MASTER_CARD> oiin	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E06	CKHE+AL	trennen am Ziel	ANALYTIC_TWO_CARD_FORM	CKHE | AL	<CKHE_MASTER_CARD> al	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E07	CKHE+AR	trennen aus der Quelle	OBSERVED_FUSED_CARD	CKHE+AR	eckhear	OBSERVED	NO
B07E08	CKHE+AIR	trennen entlang des Laufs	ANALYTIC_TWO_CARD_FORM	CKHE | AIR	<CKHE_MASTER_CARD> air	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E09	CKHE+E+Y	trennen kurz am aktuellen Posten	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B07E10	CKHE+EE+Y	trennen länger am aktuellen Posten	ANALYTIC_TWO_CARD_FORM	CKHE | EE+Y	<CKHE_MASTER_CARD> oeesy	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E11	CKHE+E+CLOSE	trennen kurz und dann schließen	ANALYTIC_TWO_CARD_FORM	CKHE | E+CLOSE	<CKHE_MASTER_CARD> <E+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B07E12	CKHE+EE+CLOSE	trennen länger und dann schließen	ANALYTIC_TWO_CARD_FORM	CKHE | EE+CLOSE	<CKHE_MASTER_CARD> <EE+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E01	CHK+Y	wärmen am aktuellen Posten	ANALYTIC_TWO_CARD_FORM	CHK | Y	<CHK_MASTER_CARD> y	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E02	CHK+CLOSE	wärmen und den Schritt schließen	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B08E03	CHK+AIIN	wärmen mit Sollwert	ANALYTIC_TWO_CARD_FORM	CHK | AIIN	<CHK_MASTER_CARD> aiin	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E04	CHK+AIN	wärmen an einer Portion	ANALYTIC_TWO_CARD_FORM	CHK | AIN	<CHK_MASTER_CARD> ain	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E05	CHK+IIN	wärmen bis zur Stufe	ANALYTIC_TWO_CARD_FORM	CHK | IIN	<CHK_MASTER_CARD> oiin	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E06	CHK+AL	wärmen am Ziel	ANALYTIC_TWO_CARD_FORM	CHK | AL	<CHK_MASTER_CARD> al	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E07	CHK+AR	wärmen aus der Quelle	ANALYTIC_TWO_CARD_FORM	CHK | AR	<CHK_MASTER_CARD> ar	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E08	CHK+AIR	wärmen entlang des Laufs	ANALYTIC_TWO_CARD_FORM	CHK | AIR	<CHK_MASTER_CARD> air	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E09	CHK+E+Y	wärmen kurz am aktuellen Posten	OBSERVED_FUSED_CARD	CHK+E+Y	cheky	OBSERVED	NO
B08E10	CHK+EE+Y	wärmen länger am aktuellen Posten	OBSERVED_FUSED_CARD	CHK+EE+Y	cheeky	OBSERVED	NO
B08E11	CHK+E+CLOSE	wärmen kurz und dann schließen	ANALYTIC_TWO_CARD_FORM	CHK | E+CLOSE	<CHK_MASTER_CARD> <E+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B08E12	CHK+EE+CLOSE	wärmen länger und dann schließen	OBSERVED_FUSED_CARD	CHK+EE+CLOSE	chkeedy	OBSERVED	NO
B09E01	SHED+Y	absetzen lassen am aktuellen Posten	CONTROLLED_PARAPHRASE	Y | SHED+E+CLOSE	y tedy	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B09E02	SHED+CLOSE	absetzen lassen und den Schritt schließen	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B09E03	SHED+AIIN	absetzen lassen mit Sollwert	OBSERVED_FUSED_CARD	SHED+AIIN	chldaiin	OBSERVED	NO
B09E04	SHED+AIN	absetzen lassen an einer Portion	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B09E05	SHED+IIN	absetzen lassen bis zur Stufe	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B09E06	SHED+AL	absetzen lassen am Ziel	OBSERVED_FUSED_CARD	SHED+AL	shedal	OBSERVED	NO
B09E07	SHED+AR	absetzen lassen aus der Quelle	CONTROLLED_PARAPHRASE	AR | SHED+E+CLOSE	ar tedy	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B09E08	SHED+AIR	absetzen lassen entlang des Laufs	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B09E09	SHED+E+Y	absetzen lassen kurz am aktuellen Posten	CONTROLLED_PARAPHRASE	Y | SHED+E+CLOSE	y tedy	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B09E10	SHED+EE+Y	absetzen lassen länger am aktuellen Posten	CONTROLLED_PARAPHRASE	Y | SHED+EE+CLOSE	y sheedy	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B09E11	SHED+E+CLOSE	absetzen lassen kurz und dann schließen	OBSERVED_FUSED_CARD	SHED+E+CLOSE	tedy	OBSERVED	NO
B09E12	SHED+EE+CLOSE	absetzen lassen länger und dann schließen	OBSERVED_FUSED_CARD	SHED+EE+CLOSE	sheedy	OBSERVED	NO
B10E01	SOLK+Y	auffangen am aktuellen Posten	CONTROLLED_PARAPHRASE	SOLK+E+Y	solkey	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B10E02	SOLK+CLOSE	auffangen und den Schritt schließen	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B10E03	SOLK+AIIN	auffangen mit Sollwert	OBSERVED_FUSED_CARD	SOLK+AIIN	solkaiin	OBSERVED	NO
B10E04	SOLK+AIN	auffangen an einer Portion	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B10E05	SOLK+IIN	auffangen bis zur Stufe	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B10E06	SOLK+AL	auffangen am Ziel	CONTROLLED_PARAPHRASE	AL | SOLK+E+Y	al solkey	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B10E07	SOLK+AR	auffangen aus der Quelle	CONTROLLED_PARAPHRASE	AR | SOLK+E+Y	ar solkey	OBSERVED_COMPONENTS_WITH_DRIFT	NO
B10E08	SOLK+AIR	auffangen entlang des Laufs	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B10E09	SOLK+E+Y	auffangen kurz am aktuellen Posten	OBSERVED_FUSED_CARD	SOLK+E+Y	solkey	OBSERVED	NO
B10E10	SOLK+EE+Y	auffangen länger am aktuellen Posten	OBSERVED_FUSED_CARD	SOLK+EE+Y	solkeey	OBSERVED	NO
B10E11	SOLK+E+CLOSE	auffangen kurz und dann schließen	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B10E12	SOLK+EE+CLOSE	auffangen länger und dann schließen	OBSERVED_FUSED_CARD	SOLK+EE+CLOSE	olkeedy	OBSERVED	NO
B11E01	KCH+Y	bearbeiten am aktuellen Posten	OBSERVED_FUSED_CARD	KCH+Y	kchy	OBSERVED	NO
B11E02	KCH+CLOSE	bearbeiten und den Schritt schließen	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B11E03	KCH+AIIN	bearbeiten mit Sollwert	ANALYTIC_TWO_CARD_FORM	KCH | AIIN	kchy aiin	OBSERVED_COMPONENTS	NO
B11E04	KCH+AIN	bearbeiten an einer Portion	ANALYTIC_TWO_CARD_FORM	KCH | AIN	kchy ain	OBSERVED_COMPONENTS	NO
B11E05	KCH+IIN	bearbeiten bis zur Stufe	ANALYTIC_TWO_CARD_FORM	KCH | IIN	kchy oiin	OBSERVED_COMPONENTS	NO
B11E06	KCH+AL	bearbeiten am Ziel	OBSERVED_FUSED_CARD	KCH+AL	kchal	OBSERVED	NO
B11E07	KCH+AR	bearbeiten aus der Quelle	OBSERVED_FUSED_CARD	KCH+AR	chkchdar	OBSERVED	NO
B11E08	KCH+AIR	bearbeiten entlang des Laufs	ANALYTIC_TWO_CARD_FORM	KCH | AIR	kchy air	OBSERVED_COMPONENTS	NO
B11E09	KCH+E+Y	bearbeiten kurz am aktuellen Posten	OBSERVED_FUSED_CARD	KCH+E+Y	kchey	OBSERVED	NO
B11E10	KCH+EE+Y	bearbeiten länger am aktuellen Posten	ANALYTIC_TWO_CARD_FORM	KCH | EE+Y	kchy oeesy	OBSERVED_COMPONENTS	NO
B11E11	KCH+E+CLOSE	bearbeiten kurz und dann schließen	ANALYTIC_TWO_CARD_FORM	KCH | E+CLOSE	kchy <E+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B11E12	KCH+EE+CLOSE	bearbeiten länger und dann schließen	ANALYTIC_TWO_CARD_FORM	KCH | EE+CLOSE	kchy <EE+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B12E01	SH+Y	halten am aktuellen Posten	OBSERVED_FUSED_CARD	SH+Y	lkshy	OBSERVED	NO
B12E02	SH+CLOSE	halten und den Schritt schließen	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B12E03	SH+AIIN	halten mit Sollwert	OBSERVED_FUSED_CARD	SH+AIIN	shfydaiin	OBSERVED	NO
B12E04	SH+AIN	halten an einer Portion	ANALYTIC_TWO_CARD_FORM	SH | AIN	sh ain	OBSERVED_COMPONENTS	NO
B12E05	SH+IIN	halten bis zur Stufe	ANALYTIC_TWO_CARD_FORM	SH | IIN	sh oiin	OBSERVED_COMPONENTS	NO
B12E06	SH+AL	halten am Ziel	ANALYTIC_TWO_CARD_FORM	SH | AL	sh al	OBSERVED_COMPONENTS	NO
B12E07	SH+AR	halten aus der Quelle	ANALYTIC_TWO_CARD_FORM	SH | AR	sh ar	OBSERVED_COMPONENTS	NO
B12E08	SH+AIR	halten entlang des Laufs	ANALYTIC_TWO_CARD_FORM	SH | AIR	sh air	OBSERVED_COMPONENTS	NO
B12E09	SH+E+Y	halten kurz am aktuellen Posten	REJECT_AND_ASK_MASTER	NONE	NONE	NO_SURFACE	NO
B12E10	SH+EE+Y	halten länger am aktuellen Posten	OBSERVED_FUSED_CARD	SH+EE+Y	sheey	OBSERVED	NO
B12E11	SH+E+CLOSE	halten kurz und dann schließen	ANALYTIC_TWO_CARD_FORM	SH | E+CLOSE	sh <E+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
B12E12	SH+EE+CLOSE	halten länger und dann schließen	ANALYTIC_TWO_CARD_FORM	SH | EE+CLOSE	sh <EE+CLOSE_MASTER_CARD>	HYPOTHETICAL_MASTER_CATEGORY	NO
