occurrence_id	page	physical_folio	locus	section	language	hand	sal_ordinal	line_token_count	line_position	normalized_position	paragraph_start_line	paragraph_end_line	sal_at_true_paragraph_start	sal_at_true_paragraph_end	written_line_eva	l2_surface	l2_reader_exact	l2_axes	l1_surface	l1_reader_exact	l1_axes	r1_surface	r1_reader_exact	r1_axes	r2_surface	r2_reader_exact	r2_axes	fixed_working_default_de	contextual_focus_render_de	syntax_dispatch	role_confidence	identity_confidence	reader_exact_sal	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G785-O011	f76r	f76	f76r.50	T	B	2	2	8	MIDDLE	0.142857	0	1	0	0	pchedy sal dol shdy olkedy qokaiin otal rory	EDGE	0	EDGE	pchedy	0	DRY	dol	1	MATERIAL	shdy	1	BEGIN_STAGE|CLOSE|END_STAGE|MOIST|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O012	f76r	f76	f76r.51	T	B	2	5	11	MIDDLE	0.400000	1	0	0	0	qkor shedy shey keedy sal raiin opchdy dar chedy qopchedy rorol	shey	1	MIDDLE_STAGE|MOIST|VALUE	keedy	1	CLOSE|END_STAGE|HOT|VALUE	raiin	1	LEVEL_III|VALUE	opchdy	1	CLOSE|DRY|END_STAGE	Droge	Droge; H3-Stufe III	RIGHT_VALUE_FIELD	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O013	f77r	f77	f77r.10	B	B	2	10	10	LAST	1.000000	0	0	0	0	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal	qokain	1	HOT|LEVEL_II|VALUE	chetey	1	OPEN	EDGE	0	EDGE	EDGE	0	EDGE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O014	f77r	f77	f77r.47	B	B	2	4	8	MIDDLE	0.428571	0	0	0	0	ysheey dal saiisol sal dalo tain dary dalo	dal	0	MATERIAL	saiisol	0	OPEN	dalo	1	OPEN	tain	1	COLD|LEVEL_II|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O015	f77v	f77	f77v.10	B	B	2	4	11	MIDDLE	0.300000	0	0	0	0	tchedar alain checkhy sal shedy qokal chedy qokedy qol shedy lol	alain	0	OPEN	checkhy	1	BEGIN_STAGE|DRY|PREPARATION|VALUE	shedy	1	CLOSE|END_STAGE|MIDDLE_STAGE|MOIST|VALUE	qokal	1	BEGIN_STAGE|HOT|MATERIAL|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O016	f78v	f78	f78v.30	B	B	2	1	10	FIRST	0.000000	0	0	0	0	sal shol sain sheety or oiiin okal oltal qokar ary	EDGE	0	EDGE	EDGE	0	EDGE	shol	1	MATERIAL|MOIST	sain	1	AMOUNT|LEVEL_II|VALUE	Droge	feuchte Droge	RIGHT_MOIST_GERMAN_REORDER	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O017	f79r	f79	f79r.12	B	B	2	6	6	LAST	1.000000	0	1	0	1	qokchy qotchey ldain shedy qotaiin sal	shedy	1	CLOSE|END_STAGE|MIDDLE_STAGE|MOIST|VALUE	qotaiin	1	COLD|LEVEL_III|VALUE	EDGE	0	EDGE	EDGE	0	EDGE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O018	f80r	f80	f80r.22	B	B	2	8	11	MIDDLE	0.700000	0	0	0	0	qokeedy qol shecthy qokalkeol qoky qokal shedy sal olkain shey qokl	qokal	1	BEGIN_STAGE|HOT|MATERIAL|VALUE	shedy	0	CLOSE|END_STAGE|MIDDLE_STAGE|MOIST|VALUE	olkain	1	HOT|LEVEL_II|MATERIAL|VALUE	shey	0	MIDDLE_STAGE|MOIST|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O019	f80r	f80	f80r.48	B	B	2	1	10	FIRST	0.000000	0	0	0	0	sal shy loiin cheey qotl shety sheoky qokaiin cheey ram	EDGE	0	EDGE	EDGE	0	EDGE	shy	1	BEGIN_STAGE|MOIST|VALUE	loiin	1	PREPARATION	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O020	f81v	f81	f81v.24	B	B	2	7	10	MIDDLE	0.666667	0	0	0	0	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly	qol	1	MATERIAL	cheedy	0	CLOSE|DRY|END_STAGE|VALUE	teol	1	MATERIAL|MIDDLE_STAGE|VALUE	dchdy	0	AMOUNT|CLOSE|DRY|END_STAGE|MATERIAL|PROCESS	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O021	f82r	f82	f82r.24	B	B	2	4	10	MIDDLE	0.333333	0	0	0	0	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	lcheedy	1	DRY|END_STAGE|MATERIAL|PROCESS	qokeoy	0	HOT|MIDDLE_STAGE|PREPARATION|PROCESS|VALUE	raiin	1	LEVEL_III|VALUE	qokeey	1	END_STAGE|HOT|VALUE	Droge	Droge; H3-Stufe III	RIGHT_VALUE_FIELD	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O022	f86v5	f86	f86v5.11	T	B	2	4	10	MIDDLE	0.333333	0	1	0	0	taral okar octhey sal kaiin ytal chey otal aiiin olkam	okar	1	HOT|MATERIAL|PART|PREPARATION	octhey	1	PREPARATION	kaiin	1	HOT|LEVEL_III|VALUE	ytal	1	BEGIN_STAGE|COLD|MATERIAL|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O023	f87v	f87	f87v.12	H	A	1	7	8	MIDDLE	0.857143	0	0	0	0	ytcheoqo chos ckheos cheoy s cheol sal dain	s	0	OPEN	cheol	0	DRY|MATERIAL	dain	1	AMOUNT|LEVEL_II|VALUE	EDGE	0	EDGE	Droge	trockene Droge; Wert II	BILATERAL_DRY_VALUE_FIELD	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O024	f89v1	f89	f89v1.17	P	A	1	1	9	FIRST	0.000000	0	0	0	0	sal shol ykol daram sholckhy dolchey dalshdy okeol dalchy	EDGE	0	EDGE	EDGE	0	EDGE	shol	1	MATERIAL|MOIST	ykol	0	HOT|MATERIAL|PROCESS	Droge	feuchte Droge	RIGHT_MOIST_GERMAN_REORDER	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O025	f93r	f93	f93r.11	H	A	1	7	7	LAST	1.000000	0	0	0	0	okeol oteol s odam sheo al sal	sheo	1	MOIST|PREPARATION	al	1	MATERIAL|VALUE	EDGE	0	EDGE	EDGE	0	EDGE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O026	f100v	f100	f100v.18	P	A	1	11	11	LAST	1.000000	0	0	0	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	chod	1	DRY|PREPARATION	qokeol	1	HOT|MATERIAL|MIDDLE_STAGE|PROCESS|VALUE	EDGE	0	EDGE	EDGE	0	EDGE	Droge	Droge bis zur mittleren Heizstufe erhitzen	LEFT_HEAT_FIELD	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O027	f102v2	f102	f102v2.34	P	A	1	8	8	LAST	1.000000	0	0	0	0	sorshey okeeor sheockhey qokeos okchol ctheor okey sal	ctheor	0	AMOUNT|MATERIAL	okey	1	HOT|MIDDLE_STAGE|PREPARATION|VALUE	EDGE	0	EDGE	EDGE	0	EDGE	Droge	bis zur Mittelstufe erhitzte Droge	LEFT_HEAT_FIELD	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O028	f103r	f103	f103r.2	S	B	3	10	15	MIDDLE	0.642857	0	0	0	0	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	ar	1	MATERIAL|PART	otchy	1	BEGIN_STAGE|COLD|DRY|PREPARATION|VALUE	lkeey	1	END_STAGE|HOT|MATERIAL|VALUE	sar	1	PART|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O029	f103v	f103	f103v.12	S	B	3	1	13	FIRST	0.000000	1	0	1	0	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	EDGE	0	EDGE	EDGE	0	EDGE	sheal	0	MATERIAL|MIDDLE_STAGE|MOIST|VALUE	shedy	1	CLOSE|END_STAGE|MIDDLE_STAGE|MOIST|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O030	f103v	f103	f103v.29	S	B	3	6	8	MIDDLE	0.714286	0	1	0	0	olcheeey chey lkchdy sho chcthy sal araiin qokeey	sho	1	MOIST|PREPARATION	chcthy	1	DRY|MATERIAL	araiin	1	OPEN	qokeey	1	END_STAGE|HOT|VALUE	Droge	drei Anteile Droge	RIGHT_AMOUNT_FIELD	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O031	f108v	f108	f108v.27	S	B	3	1	13	FIRST	0.000000	0	0	0	0	sal lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam	EDGE	0	EDGE	EDGE	0	EDGE	lcheal	1	OPEN	lkeeey	1	END_STAGE|HOT|PART|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O032	f111r	f111	f111r.3	S	B	3	10	11	MIDDLE	0.900000	0	0	0	0	dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeear cheokedy sal lokam	qokeear	0	OPEN	cheokedy	1	CLOSE|DRY|END_STAGE|HOT|MIDDLE_STAGE|PREPARATION|VALUE	lokam	1	OPEN	EDGE	0	EDGE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
G785-O033	f112r	f112	f112r.29	S	B	3	5	11	MIDDLE	0.400000	0	0	0	0	sar aiin olshedy chokeey sal okaiin oteey qokeey olor al chealy	olshedy	0	END_STAGE|MATERIAL|PREPARATION	chokeey	1	DRY|END_STAGE|HOT|PREPARATION|VALUE	okaiin	1	HOT|LEVEL_III|PREPARATION|VALUE	oteey	1	COLD|END_STAGE|PREPARATION|VALUE	Droge	Droge	GLOBAL_NOUN	C1_WORKING_ROLE	C0_REPLACEABLE_DISPLAY	1	0	0	0	0
