occurrence_id	page	locus	token_index	surface	prefix	remainder	bare_counterpart_surface	zl3b_mode	it2a_mode	rf1b_mode	triple_exact_token_stable	triple_boundary_normalized	any_split_prefix_reader	surface_line
G631-O0054	f111v	f111v.24	11	chctham	CH	am	ctham	FUSED	FUSED	FUSED	1	1	0	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham
G631-O0055	f111v	f111v.35	3	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y
G631-O0056	f111v	f111v.39	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy
G631-O0057	f112r	f112r.13	8	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy
G631-O0058	f112r	f112r.21	4	chcthey	CH	ey	cthey	FUSED	FUSED	FUSED	1	1	0	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy
G631-O0059	f112r	f112r.25	10	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey
G631-O0060	f112v	f112v.39	9	chcthd	CH	d	cthd	FUSED	FUSED	FUSED	1	1	0	teodarody opcheed okaiin chaiin otam oteedy qoteey qotain chcthd
G631-O0061	f112v	f112v.45	6	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ycheey chokeey okasal tchdy oteol chcthy alaiin char al kamdam
G631-O0062	f113r	f113r.32	3	chcthal	CH	al	cthal	FUSED	FUSED	FUSED	1	1	0	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal
G631-O0070	f113v	f113v.39	9	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr
G631-O0071	f114r	f114r.14	3	chcthdy	CH	dy	cthdy	FUSED	FUSED	FUSED	1	1	0	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary
G631-O0073	f114v	f114v.10	7	chcthdy	CH	dy	cthdy	FUSED	FUSED	FUSED	1	1	0	olkees chedaiin qotaiin olchedaiin chedain dain chcthdy
G631-O0074	f114v	f114v.13	5	chcthain	CH	ain	cthain	FUSED	FUSED	FUSED	1	1	0	sheedy qoteeo s oiiin chcthain
G631-O0075	f114v	f114v.26	11	chcthey	CH	ey	cthey	FUSED	FUSED	FUSED	1	1	0	pcheodal chopcheod qoto s araiin qota l cheo pchdal qoeedy chcthey
G631-O0077	f115r	f115r.15	4	chcthed	CH	ed	cthed	FUSED	FUSED	FUSED	1	1	0	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om
G631-O0078	f115v	f115v.25	7	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ykees aiin olkeeody qos ain cheodain chcthy tchedy qokeedy lkeedas
G631-O0079	f115v	f115v.33	3	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ychedal qotchy chcthy chdal lchedy
G631-O0081	f116r	f116r.16	7	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam
G631-O0082	f116r	f116r.19	8	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain
G631-O0083	f116r	f116r.22	8	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dol shedy shekchy qokain chedy otar okalain shcthy oteey dar chedy lg
G631-O0084	f116r	f116r.24	3	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qokedy okain chcthy oty shedy qokeey chalkeey okey kedy chey lag
G631-O0087	f116r	f116r.30	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	saraiin shey qokain chcthy okar air ollaiin okaly
G631-O0089	f116r	f116r.50	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	sodal ch al chcthy chckhy qol ain ary
G631-O0094	f11v	f11v.2	4	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	shol dy chckhy shcthy daiin dam ykchy dain dchy
G631-O0101	f14v	f14v.3	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ychy dy daiin chcthy yk ykaiin dytchy y ky dy
G631-O0121	f16r	f16r.12	4	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dy cho kchy shcthy shtshy sho tchokyd
G631-O0122	f16v	f16v.4	2	chcthody	CH	ody	cthody	FUSED	FUSED	FUSED	1	1	0	dchol chcthody cphod chotol dal
G631-O0123	f16v	f16v.8	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	daiin chol y daiin chcthy qot char chor sholo
G631-O0142	f18r	f18r.6	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ychy kchor dair ytol chcthy dar dar dal
G631-O0144	f18r	f18r.9	2	chcthal	CH	al	cthal	FUSED	FUSED	FUSED	1	1	0	chol chcthal okshal chykald
G631-O0153	f19v	f19v.4	2	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ytch chcthy qotol daiin daiin
G631-O0160	f20v	f20v.3	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	okchy sho kchol shol chcthy qoty chy tolshy qotchy
G631-O0171	f21r	f21r.11	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	shol chol shol tchol chcthy otyky shey yteol shody
G631-O0195	f24r	f24r.13	5	chcth	CH	BARE	cth	FUSED	FUSED	FUSED	1	1	0	oees ol s chey chcth s ar
G631-O0198	f24v	f24v.3	5	chcth	CH	BARE	cth	FUSED	FUSED	FUSED	1	1	0	octhyl odchees oesearies okam chcth
G631-O0199	f24v	f24v.8	2	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	kochky chcthy shol sain
G631-O0205	f26r	f26r.3	2	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s
G631-O0234	f2r	f2r.13	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	sho ykeey chey daiin chcthy
G631-O0235	f2v	f2v.3	7	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	otchy chor lshy chol chody chodain chcthy daiin
G631-O0237	f30r	f30r.9	5	chcthey	CH	ey	cthey	FUSED	FUSED	FUSED	1	1	0	dchey qochar chol keeaiin chcthey chor cheky
G631-O0238	f30r	f30r.10	5	chctho	CH	o	ctho	FUSED	FUSED	FUSED	1	1	0	chokchaiin dchor chkchean qotchy chctho rchody
G631-O0242	f31r	f31r.9	3	shcthey	SH	ey	cthey	FUSED	FUSED	FUSED	1	1	0	daiir sheeo shcthey okeol
G631-O0253	f34r	f34r.14	11	chcthedy	CH	edy	cthedy	FUSED	FUSED	FUSED	1	1	0	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram
G631-O0254	f34v	f34v.1	9	chcthdy	CH	dy	cthdy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0	kechdy chdy chefchy shdy qopchdy shdydy chdalchdy ypchdy chcthdy spaiin
G631-O0255	f34v	f34v.3	9	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam
G631-O0261	f35v	f35v.6	4	chcthaiin	CH	aiin	cthaiin	FUSED	FUSED	FUSED	1	1	0	shol tcheey chkcheeu chcthaiin
G631-O0269	f36v	f36v.11	2	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	oty chcthy ytoryd
G631-O0294	f42v	f42v.3	8	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	sho chotody chotol oky chol chol dl chcthy otoy
G631-O0297	f43v	f43v.5	4	chcthdy	CH	dy	cthdy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0	qokchedy oralody otedol chcthdy chtey
G631-O0298	f43v	f43v.7	6	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ytshedy ykeody oykeedy chedy tedy chcthy otam ot ytaiin otas
G631-O0301	f44v	f44v.3	3	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	tol okchor shcthy otol daiin cthy cthy
G631-O0310	f44v	f44v.9	7	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dshor cthees l o lkeees ckhy chcthy lo
G631-O0313	f44v	f44v.12	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	ychey teol chaiin chcthy ctho cthol
G631-O0317	f45r	f45r.3	2	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qo chcthy kchol daiin qoaiin cthy chaiin ykeey cthom
G631-O0326	f46r	f46r.7	13	chcthy	CH	y	cthy	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0	xol shol qokaiin ytchdy qokchdy s ar chdy cthy otedy chedy qokar chcthy m
G631-O0330	f46v	f46v.12	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dair aly chdam chcthy chdam
G631-O0339	f49r	f49r.12	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	podaiin cheo kcho daiin chcthy
G631-O0341	f49v	f49v.6	2	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	chotchy chcthy cthey koddy
G631-O0344	f49v	f49v.36	6	chcthey	CH	ey	cthey	FUSED	FUSED	FUSED	1	1	0	qotcho cheol chol s cho chcthey dcheol chotchody
G631-O0345	f49v	f49v.46	7	chctho	CH	o	ctho	FUSED	FUSED	FUSED	1	1	0	oaiin cheky cho rchseesy kchor sol chctho s
G631-O0356	f4v	f4v.9	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qooko iiin cheog chcthy shoky daiin
G631-O0379	f58r	f58r.36	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	skaiin shokal chockhy qoky chcthy ykeeshy shoekar
G631-O0381	f58v	f58v.13	7	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qoeear alkeain ytal chos alor okal chcthy tal y kar
G631-O0387	f66r	f66r.55	7	chctho	CH	o	ctho	FUSED	FUSED	FUSED	1	1	0	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin
G631-O0388	f66r	f66r.59	3	shcthy	SH	y	cthy	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard
G631-O0389	f66r	f66r.71	5	chcthedy	CH	edy	cthedy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody
G631-O0390	f66r	f66r.76	7	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy
G631-O0391	f66r	f66r.80	6	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar
G631-O0410	f75r	f75r.6	6	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	pcheykeeor olky dar okey qokain chcthy qokeedy qoky
G631-O0411	f75r	f75r.9	2	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal
G631-O0412	f75r	f75r.33	8	chcthedy	CH	edy	cthedy	FUSED	FUSED	FUSED	1	1	0	qokeey l shedy qo l chedy qokain chcthedy ltedy darom
G631-O0416	f76r	f76r.30	3	shcthy	SH	y	cthy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0	darchey cheolchey shcthy chedy qo qokey dalaiin sheeky qokain olky sain chy
G631-O0417	f76r	f76r.34	10	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	cheor shey qoolkal shedy shedy shey shedy ollchy shlches shcthy sain oly
G631-O0418	f76r	f76r.35	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy
G631-O0419	f76r	f76r.35	11	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy
G631-O0420	f76v	f76v.5	4	chcthedy	CH	edy	cthedy	FUSED	FUSED	FUSED	1	1	0	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg
G631-O0422	f76v	f76v.14	8	shcthedy	SH	edy	cthedy	FUSED	FUSED	FUSED	1	1	0	qokeedy qol cheedy otedy cthedy otedy qoteedy shcthedy qoeekeedy deedy
G631-O0424	f77r	f77r.11	6	shcthey	SH	ey	cthey	FUSED	FUSED	FUSED	1	1	0	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham
G631-O0425	f77r	f77r.26	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qoteedy qokeedy qokaiin chcthy lchedy qokaly
G631-O0426	f77v	f77v.31	4	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qoas shedy qokaiin shcthy qotedy rchr oltedy lchy
G631-O0427	f78r	f78r.6	6	chcthey	CH	ey	cthey	FUSED	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0	yteedy qotal dol shedy qokedar chcthey otor dor or
G631-O0430	f78v	f78v.11	9	chcthy	CH	y	cthy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0	qol chedy qol okeey ykal ol chdy qokain chcthy daiin
G631-O0431	f78v	f78v.28	7	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	olkain shey qokey okar ol oteedy chcthy los aiin d
G631-O0432	f79r	f79r.5	3	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qokal shedy chcthy or chear salchey qol shal chey l cheol chol chy
G631-O0433	f79r	f79r.8	6	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qokol cheedy qokal shed ykchedy chcthy yoky qokal cholo
G631-O0434	f79r	f79r.11	7	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	shoy chedy tshey dshdy otchar shek chcthy otal ory
G631-O0435	f79r	f79r.25	8	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	cholchey qotshy qol shey qokar shedy oteey chcthy
G631-O0442	f80r	f80r.14	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal
G631-O0443	f80r	f80r.18	7	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam
G631-O0444	f80r	f80r.19	8	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dcheol shedy qokeel qotaiin chtal schcthy qokal chcthy qokain okain oloky
G631-O0445	f80r	f80r.21	11	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	shedy qokey shckhey qotar chckhy otol teol sheol qotal oltain chcthy
G631-O0446	f80r	f80r.23	7	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	yshey l shey kaiin lor aiiin shcthy pchey ty ol keedy tar oky lar
G631-O0447	f80r	f80r.30	3	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dshedy qokal chcthy qokain shedy okaiin shey dainol
G631-O0448	f80r	f80r.40	5	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	torolshsdy opchey shepchy qotain shcthy qokedy daly
G631-O0449	f80v	f80v.3	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	schedy qolchedy qokaiin chcthy otaiin sheeky qol
G631-O0450	f80v	f80v.10	4	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	sol sheey qokaiin shcthy dolshedy qokal shecthy qotainol
G631-O0452	f80v	f80v.34	8	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dol sheyr shey olshey cthor ylchdy olkain shcthy qoly
G631-O0453	f81r	f81r.4	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dchedy qokain ol ol chcthy ykeedy al
G631-O0454	f81r	f81r.7	3	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dshees okain chcthy otey okain
G631-O0455	f81r	f81r.29	6	chcthy	CH	y	cthy	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0	y sheedy shy chey l chcthy ytar olkaiin ol
G631-O0456	f81v	f81v.4	10	chcthy	CH	y	cthy	FUSED	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0	qokaiin okain cheeky dy ol kaiin dain dy daiin chcthy
G631-O0458	f82r	f82r.28	5	chcthey	CH	ey	cthey	FUSED	FUSED	FUSED	1	1	0	qokoiin shedy qokeedy qotaiin chcthey qoteeol chey qokaiin oly
G631-O0459	f82v	f82v.12	10	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky
G631-O0462	f83r	f83r.11	5	shcthey	SH	ey	cthey	FUSED	FUSED	FUSED	1	1	0	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo
G631-O0463	f83r	f83r.14	8	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy
G631-O0464	f83r	f83r.15	6	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy
G631-O0465	f83r	f83r.42	3	chcthdy	CH	dy	cthdy	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0	sol ol chcthdy l chedy lchdy
G631-O0467	f83v	f83v.3	2	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey
G631-O0469	f85r1	f85r1.25	3	chcthdy	CH	dy	cthdy	FUSED	FUSED	FUSED	1	1	0	schedaiir oteody chcthdy qokaiin ykchedy
G631-O0470	f85r1	f85r1.30	4	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dorchdy oraiin okeder chcthy okedy chdy chdy otal otchdy otalom
G631-O0471	f85r2	f85r2.1	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar
G631-O0472	f86v3	f86v3.6	3	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	daiinls aiin chcthy ykaiin ykaiin chdar ar aiin
G631-O0473	f86v5	f86v5.5	7	chcthody	CH	ody	cthody	FUSED	FUSED	FUSED	1	1	0	daiin or otol otshey otal olkey chcthody ytar dal ar okary
G631-O0475	f86v6	f86v6.29	2	chcthdy	CH	dy	cthdy	FUSED	FUSED	FUSED	1	1	0	dchedy chcthdy shol oky ytaiin ykaiin chedy dy dal shdaiin
G631-O0477	f86v6	f86v6.40	6	shcthdy	SH	dy	cthdy	FUSED	FUSED	FUSED	1	1	0	daiin ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky
G631-O0479	f87r	f87r.4	5	chcthody	CH	ody	cthody	FUSED	FUSED	FUSED	1	1	0	soraiin qockhos cheodor ckheokey chcthody s odar
G631-O0494	f88r	f88r.7	8	chcthol	CH	ol	cthol	FUSED	ABSENT_OR_DIFFERENT	FUSED	0	0	0	dorsheoy ctheol qockhey dory sheor sholfchor dal chcthol
G631-O0506	f8v	f8v.2	1	shcthal	SH	al	cthal	FUSED	FUSED	FUSED	1	1	0	shcthal sar chor sheaiin shor chykchy otaiin y
G631-O0519	f93r	f93r.21	4	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	dol shol daiin shcthy
G631-O0532	f94v	f94v.12	2	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	daiin chcthy chdy chckhy okaiin
G631-O0533	f95r1	f95r1.6	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	tchdor or chekchdy qokar chcthy qotchdy lshedy qoky qofain dy
G631-O0534	f95r2	f95r2.8	9	chctham	CH	am	ctham	FUSED	FUSED	ABSENT_OR_DIFFERENT	0	0	0	tedykaiin y cheol okal chedy shdy qokchdy otar chctham
G631-O0535	f95v1	f95v1.3	8	chcthykedy	CH	ykedy	cthykedy	FUSED	OTHER_BOUNDARY	ABSENT_OR_DIFFERENT	0	0	0	tchody qokaiin y char okain sheody chedy chcthykedy ety dain al
G631-O0536	f95v1	f95v1.12	7	shcthy	SH	y	cthy	FUSED	FUSED	FUSED	1	1	0	shotshey s aiin ody olkchdy qotaiin shcthy dolkchy tchdaiin dal
G631-O0537	f95v1	f95v1.13	5	chcthy	CH	y	cthy	FUSED	FUSED	FUSED	1	1	0	lshee qodain okaiin otody chcthy
G631-O0542	f96v	f96v.3	4	chcthory	CH	ory	cthory	FUSED	ABSENT_OR_DIFFERENT	ABSENT_OR_DIFFERENT	0	0	0	dcheoteos cpheos sor chcthory cth ytchey daiin
G631-O0554	f9r	f9r.4	3	chcthod	CH	od	cthod	FUSED	FUSED	FUSED	1	1	0	yshy chokcho chcthod shor shaiin otar dor ytol dayty
