contact_id	occurrence_id	page	locus	part_surface	part_prefix	part_remainder	part_token_index	quality_source	quality_surface	quality_root	quality_axes	quality_token_start	quality_token_end	distance	order	prefix_axis_relation	both_triple_stable	working_part_de	working_quality_de	surface_line
G631-Q011	G631-O0034	f10r	f10r.4	ctho	BARE	o	4	GDT627_MINIM_QUALITY_DEGREE	chaiin	ch	DRY	2	2	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	0	cth-Pflanzenteilform (ctho)	trocken, Grad III	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody
G631-Q012	G631-O0048	f111r	f111r.53	chcthydain	CH	ydain	9	GDT627_MINIM_QUALITY_DEGREE	qokaiin	qok	HOT	8	8	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockenes cth-Pflanzenteilform (chcthydain)	heiß im qo-Qualitätsrahmen, Grad III	yshe aiin okshdy shkeey kain chaiin alolshey qokaiin chcthydain
G631-Q013	G631-O0048	f111r	f111r.53	chcthydain	CH	ydain	9	GDT627_MINIM_QUALITY_DEGREE	chaiin	ch	DRY	6	6	3	QUALITY_BEFORE_PART	MATCHING_PREFIX_AXIS	1	trockenes cth-Pflanzenteilform (chcthydain)	trocken, Grad III	yshe aiin okshdy shkeey kain chaiin alolshey qokaiin chcthydain
G631-Q014	G631-O0049	f111v	f111v.3	chcthar	CH	ar	9	GDT627_MINIM_QUALITY_DEGREE	qotain	qot	COLD	11	11	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockenes cth-Pflanzenteilform (chcthar)	kalt im qo-Qualitätsrahmen, Grad II	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim
G631-Q015	G631-O0050	f111v	f111v.8	chcthey	CH	ey	5	GDT627_MINIM_QUALITY_DEGREE	okain	ok	HOT	6	6	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockenes cth-Pflanzenteilform (chcthey)	heiß im o-Rahmen, Grad II	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am
G631-Q016	G631-O0051	f111v	f111v.10	shcthy	SH	y	12	GDT627_MINIM_QUALITY_DEGREE	qokain	qok	HOT	9	9	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchtes CTH-Pflanzen-/Drogengut	heiß im qo-Qualitätsrahmen, Grad II	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy
G631-Q017	G631-O0052	f111v	f111v.19	shcthey	SH	ey	8	GDT627_MINIM_QUALITY_DEGREE	qokain	qok	HOT	6	6	2	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchtes cth-Pflanzenteilform (shcthey)	heiß im qo-Qualitätsrahmen, Grad II	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin
G631-Q018	G631-O0052	f111v	f111v.19	shcthey	SH	ey	8	GDT627_MINIM_QUALITY_DEGREE	qokaiin	qok	HOT	11	11	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	feuchtes cth-Pflanzenteilform (shcthey)	heiß im qo-Qualitätsrahmen, Grad III	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin
G631-Q019	G631-O0053	f111v	f111v.20	shcthy	SH	y	8	GDT627_MINIM_QUALITY_DEGREE	qotain	qot	COLD	7	7	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchtes CTH-Pflanzen-/Drogengut	kalt im qo-Qualitätsrahmen, Grad II	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G631-Q020	G631-O0053	f111v	f111v.20	shcthy	SH	y	8	GDT627_MINIM_QUALITY_DEGREE	qotain	qot	COLD	10	10	2	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	feuchtes CTH-Pflanzen-/Drogengut	kalt im qo-Qualitätsrahmen, Grad II	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G631-Q021	G631-O0053	f111v	f111v.20	shcthy	SH	y	8	GDT627_MINIM_QUALITY_DEGREE	qotain	qot	COLD	5	5	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	feuchtes CTH-Pflanzen-/Drogengut	kalt im qo-Qualitätsrahmen, Grad II	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G631-Q022	G631-O0055	f111v	f111v.35	chcthy	CH	y	3	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	2	2	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockenes CTH-Pflanzen-/Drogengut	heiß im o-Rahmen, Grad III	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y
G631-Q023	G631-O0056	f111v	f111v.39	chcthy	CH	y	4	GDT627_MINIM_QUALITY_DEGREE	qokain	qok	HOT	5	5	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockenes CTH-Pflanzen-/Drogengut	heiß im qo-Qualitätsrahmen, Grad II	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy
G631-Q024	G631-O0057	f112r	f112r.13	chcthy	CH	y	8	GDT627_MINIM_QUALITY_DEGREE	otaiin	ot	COLD	7	7	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockenes CTH-Pflanzen-/Drogengut	kalt im o-Rahmen, Grad III	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy
G631-Q025	G631-O0060	f112v	f112v.39	chcthd	CH	d	9	GDT627_MINIM_QUALITY_DEGREE	qotain	qot	COLD	8	8	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockenes cth-Pflanzenteilform (chcthd)	kalt im qo-Qualitätsrahmen, Grad II	teodarody opcheed okaiin chaiin otam oteedy qoteey qotain chcthd
G631-Q026	G631-O0062	f113r	f113r.32	chcthal	CH	al	3	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	6	6	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockenes cth-Pflanzenteilform (chcthal)	heiß im o-Rahmen, Grad III	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal
G631-Q027	G631-O0066	f113v	f113v.14	cthol	BARE	ol	6	GDT627_MINIM_QUALITY_DEGREE	qotaiin	qot	COLD	4	4	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthol)	kalt im qo-Qualitätsrahmen, Grad III	dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal o kaiin olo
G631-Q028	G631-O0066	f113v	f113v.14	cthol	BARE	ol	6	GDT627_MINIM_QUALITY_DEGREE	qokaiin	qok	HOT	9	9	3	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthol)	heiß im qo-Qualitätsrahmen, Grad III	dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal o kaiin olo
G631-Q029	G631-O0067	f113v	f113v.17	cthororaiin	BARE	ororaiin	6	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	5	5	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthororaiin)	heiß im o-Rahmen, Grad III	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor
G631-Q030	G631-O0069	f113v	f113v.29	cthey	BARE	ey	8	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	9	9	1	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthey)	heiß im o-Rahmen, Grad III	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg
G631-Q031	G631-O0069	f113v	f113v.29	cthey	BARE	ey	8	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	5	5	3	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthey)	heiß im o-Rahmen, Grad III	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg
G631-Q032	G631-O0070	f113v	f113v.39	chcthy	CH	y	9	GDT627_MINIM_QUALITY_DEGREE	qokain	qok	HOT	8	8	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockenes CTH-Pflanzen-/Drogengut	heiß im qo-Qualitätsrahmen, Grad II	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr
G631-Q033	G631-O0070	f113v	f113v.39	chcthy	CH	y	9	GDT627_MINIM_QUALITY_DEGREE	otain	ot	COLD	6	6	3	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockenes CTH-Pflanzen-/Drogengut	kalt im o-Rahmen, Grad II	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr
G631-Q034	G631-O0072	f114v	f114v.6	cthedy	BARE	edy	3	GDT627_MINIM_QUALITY_DEGREE	qotaiin	qot	COLD	5	5	2	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthedy)	kalt im qo-Qualitätsrahmen, Grad III	tedcheo cheo cthedy qotchedy qotaiin opchedy shedy qepoepy chedar dairy
G631-Q035	G631-O0077	f115r	f115r.15	chcthed	CH	ed	4	GDT627_MINIM_QUALITY_DEGREE	qotain	qot	COLD	7	7	3	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	1	trockenes cth-Pflanzenteilform (chcthed)	kalt im qo-Qualitätsrahmen, Grad II	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om
G631-Q036	G631-O0084	f116r	f116r.24	chcthy	CH	y	3	GDT627_MINIM_QUALITY_DEGREE	okain	ok	HOT	2	2	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockenes CTH-Pflanzen-/Drogengut	heiß im o-Rahmen, Grad II	qokedy okain chcthy oty shedy qokeey chalkeey okey kedy chey lag
G631-Q037	G631-O0087	f116r	f116r.30	chcthy	CH	y	4	GDT627_MINIM_QUALITY_DEGREE	qokain	qok	HOT	3	3	1	QUALITY_BEFORE_PART	ORTHOGONAL_AXIS	1	trockenes CTH-Pflanzen-/Drogengut	heiß im qo-Qualitätsrahmen, Grad II	saraiin shey qokain chcthy okar air ollaiin okaly
G631-Q038	G631-O0100	f14v	f14v.2	cthy	BARE	y	6	GDT630_OL_QUALITY_DEGREE	chol daiin	ch	DRY	9	10	3	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	Blattgut/Blattdroge	trocken, Grad III	okchor d chytshy oty chy cthy otchy ty chol daiin
G631-Q039	G631-O0109	f15r	f15r.8	ctholy	BARE	oly	6	GDT627_MINIM_QUALITY_DEGREE	kaiin	k	HOT	3	3	3	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	0	cth-Pflanzenteilform (ctholy)	heiß, Grad III	shocthy tol kaiin s dain ctholy
G631-Q040	G631-O0110	f15r	f15r.9	cthl	BARE	l	5	GDT627_MINIM_QUALITY_DEGREE	qokaiin	qok	HOT	2	2	3	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	0	cth-Pflanzenteilform (cthl)	heiß im qo-Qualitätsrahmen, Grad III	octhain qokaiin chos odaiin cthl s y
G631-Q041	G631-O0111	f15r	f15r.12	cthaiin	BARE	aiin	5	GDT627_MINIM_QUALITY_DEGREE	shan	sh	MOIST	6	6	1	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthaiin)	feucht, Grad I	qotor shor tcheor chy cthaiin shan
G631-Q042	G631-O0116	f15v	f15v.10	cthoiin	BARE	oiin	3	GDT627_MINIM_QUALITY_DEGREE	qokaiin	qok	HOT	5	5	2	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthoiin)	heiß im qo-Qualitätsrahmen, Grad III	sor chor cthoiin cthy qokaiin
G631-Q043	G631-O0117	f15v	f15v.10	cthy	BARE	y	4	GDT627_MINIM_QUALITY_DEGREE	qokaiin	qok	HOT	5	5	1	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	Blattgut/Blattdroge	heiß im qo-Qualitätsrahmen, Grad III	sor chor cthoiin cthy qokaiin
G631-Q044	G631-O0118	f15v	f15v.11	cthy	BARE	y	6	GDT630_OL_QUALITY_DEGREE	chol daiin	ch	DRY	4	5	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	Blattgut/Blattdroge	trocken, Grad III	sol oiin cheor chol daiin cthy
G631-Q045	G631-O0124	f16v	f16v.9	cthor	BARE	or	6	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	3	3	3	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	heiß im o-Rahmen, Grad III	dshy okaiin okaiin chol chor cthor ty chody
G631-Q046	G631-O0125	f16v	f16v.10	cthor	BARE	or	7	GDT627_MINIM_QUALITY_DEGREE	otain	ot	COLD	6	6	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	kalt im o-Rahmen, Grad II	qokchy chy dy ykchy chckhy otain cthor cthy
G631-Q047	G631-O0126	f16v	f16v.10	cthy	BARE	y	8	GDT627_MINIM_QUALITY_DEGREE	otain	ot	COLD	6	6	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	Blattgut/Blattdroge	kalt im o-Rahmen, Grad II	qokchy chy dy ykchy chckhy otain cthor cthy
G631-Q048	G631-O0129	f17r	f17r.11	cthar	BARE	ar	2	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	3	3	1	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthar)	heiß im o-Rahmen, Grad III	otchol cthar okaiin chol daiiin
G631-Q049	G631-O0129	f17r	f17r.11	cthar	BARE	ar	2	GDT630_OL_QUALITY_DEGREE	chol daiiin	ch	DRY	4	5	2	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthar)	trocken, Grad IV	otchol cthar okaiin chol daiiin
G631-Q050	G631-O0139	f18r	f18r.4	cthor	BARE	or	2	GDT627_MINIM_QUALITY_DEGREE	okain	ok	HOT	5	5	3	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	heiß im o-Rahmen, Grad II	chor cthor okeor ykchol okain
G631-Q051	G631-O0143	f18r	f18r.7	cthy	BARE	y	3	GDT627_MINIM_QUALITY_DEGREE	shaiin	sh	MOIST	2	2	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	Blattgut/Blattdroge	feucht, Grad III	oshor shaiin cthy sholdy doldy doldaiin
G631-Q052	G631-O0147	f18r	f18r.13	cthar	BARE	ar	3	GDT627_MINIM_QUALITY_DEGREE	shaiin	sh	MOIST	2	2	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthar)	feucht, Grad III	or shaiin cthar cthal okal dar
G631-Q053	G631-O0148	f18r	f18r.13	cthal	BARE	al	4	GDT627_MINIM_QUALITY_DEGREE	shaiin	sh	MOIST	2	2	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthal)	feucht, Grad III	or shaiin cthar cthal okal dar
G631-Q054	G631-O0149	f19r	f19r.7	cthar	BARE	ar	4	GDT627_MINIM_QUALITY_DEGREE	chan	ch	DRY	6	6	2	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthar)	trocken, Grad I	qok cho ky cthar dor chan dar
G631-Q055	G631-O0153	f19v	f19v.4	chcthy	CH	y	2	GDT630_OL_QUALITY_DEGREE	qotol daiin	t	COLD	3	4	1	PART_BEFORE_QUALITY	ORTHOGONAL_AXIS	0	trockenes Blattgut/Blattdroge	im qo-Qualitätsrahmen: kalt, Grad III	ytch chcthy qotol daiin daiin
G631-Q056	G631-O0155	f19v	f19v.7	cthor	BARE	or	4	GDT627_MINIM_QUALITY_DEGREE	chaiin	ch	DRY	3	3	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	trocken, Grad III	ycho r chaiin cthor
G631-Q057	G631-O0170	f21r	f21r.10	ctheey	BARE	eey	8	GDT627_MINIM_QUALITY_DEGREE	otaiin	ot	COLD	9	9	1	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (ctheey)	kalt im o-Rahmen, Grad III	totchy keor chy ky qotaiin qotchol ty ctheey otaiin
G631-Q058	G631-O0170	f21r	f21r.10	ctheey	BARE	eey	8	GDT627_MINIM_QUALITY_DEGREE	qotaiin	qot	COLD	5	5	3	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (ctheey)	kalt im qo-Qualitätsrahmen, Grad III	totchy keor chy ky qotaiin qotchol ty ctheey otaiin
G631-Q059	G631-O0174	f22r	f22r.2	cthor	BARE	or	9	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	8	8	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	0	cth-Pflanzenteilform (cthor)	heiß im o-Rahmen, Grad III	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom
G631-Q060	G631-O0174	f22r	f22r.2	cthor	BARE	or	9	GDT630_OL_QUALITY_DEGREE	qokchol daiin	kch	DRY|HOT	6	7	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	im qo-Qualitätsrahmen: heiß-trocken, Grad III	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom
G631-Q061	G631-O0175	f22r	f22r.3	cthol	BARE	ol	6	GDT627_MINIM_QUALITY_DEGREE	shain	sh	MOIST	9	9	3	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthol)	feucht, Grad II	qokol dykaiin o kchy daiin cthol ctholo dar shain
G631-Q062	G631-O0176	f22r	f22r.3	ctholo	BARE	olo	7	GDT627_MINIM_QUALITY_DEGREE	shain	sh	MOIST	9	9	2	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (ctholo)	feucht, Grad II	qokol dykaiin o kchy daiin cthol ctholo dar shain
G631-Q063	G631-O0184	f22v	f22v.8	cthy	BARE	y	2	GDT630_OL_QUALITY_DEGREE	qokol daiin	k	HOT	3	4	1	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	Blattgut/Blattdroge	im qo-Qualitätsrahmen: heiß, Grad III	qotchy cthy qokol daiin dam
G631-Q064	G631-O0187	f23r	f23r.3	cth	BARE	BARE	6	GDT627_MINIM_QUALITY_DEGREE	kaiin	k	HOT	4	4	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	0	cth-Pflanzenteilform (cth)	heiß, Grad III	dchar ykor y kaiin daiin cth g
G631-Q065	G631-O0201	f25r	f25r.4	cthor	BARE	or	4	GDT627_MINIM_QUALITY_DEGREE	chan	ch	DRY	6	6	2	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	trocken, Grad I	dchckhy shocthy ytchey cthor s chan chaiin qotchain
G631-Q066	G631-O0201	f25r	f25r.4	cthor	BARE	or	4	GDT627_MINIM_QUALITY_DEGREE	chaiin	ch	DRY	7	7	3	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	trocken, Grad III	dchckhy shocthy ytchey cthor s chan chaiin qotchain
G631-Q067	G631-O0203	f25r	f25r.5	cthain	BARE	ain	6	GDT627_MINIM_QUALITY_DEGREE	qotaiin	qot	COLD	7	7	1	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthain)	kalt im qo-Qualitätsrahmen, Grad III	qotcheaiin dchain cthain daiin daiin cthain qotaiin
G631-Q068	G631-O0219	f28v	f28v.8	cthor	BARE	or	4	GDT627_MINIM_QUALITY_DEGREE	chain	ch	DRY	3	3	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	trocken, Grad II	okain chan chain cthor dain yk chy daiin cthol
G631-Q069	G631-O0219	f28v	f28v.8	cthor	BARE	or	4	GDT627_MINIM_QUALITY_DEGREE	chan	ch	DRY	2	2	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	trocken, Grad I	okain chan chain cthor dain yk chy daiin cthol
G631-Q070	G631-O0219	f28v	f28v.8	cthor	BARE	or	4	GDT627_MINIM_QUALITY_DEGREE	okain	ok	HOT	1	1	3	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	heiß im o-Rahmen, Grad II	okain chan chain cthor dain yk chy daiin cthol
G631-Q071	G631-O0226	f29v	f29v.4	cthy	BARE	y	4	GDT627_MINIM_QUALITY_DEGREE	okaiin	ok	HOT	3	3	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	Blattgut/Blattdroge	heiß im o-Rahmen, Grad III	ysho otshy okaiin cthy oltchy s shot sho okaiin
G631-Q072	G631-O0227	f29v	f29v.6	cthod	BARE	od	5	GDT627_MINIM_QUALITY_DEGREE	shaiin	sh	MOIST	4	4	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthod)	feucht, Grad III	dchor chol chaiin shaiin cthod dar chs shody
G631-Q073	G631-O0227	f29v	f29v.6	cthod	BARE	od	5	GDT627_MINIM_QUALITY_DEGREE	chaiin	ch	DRY	3	3	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthod)	trocken, Grad III	dchor chol chaiin shaiin cthod dar chs shody
G631-Q074	G631-O0230	f2r	f2r.3	cthey	BARE	ey	2	GDT627_MINIM_QUALITY_DEGREE	qotaiin	qot	COLD	1	1	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthey)	kalt im qo-Qualitätsrahmen, Grad III	qotaiin cthey y chor chy ydy chaiin
G631-Q075	G631-O0233	f2r	f2r.12	cthor	BARE	or	4	GDT627_MINIM_QUALITY_DEGREE	chan	ch	DRY	7	7	3	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthor)	trocken, Grad I	okol chy chor cthor yor an chan saiin chety chyky sal
G631-Q076	G631-O0236	f30r	f30r.7	cthorchy	BARE	orchy	3	GDT627_MINIM_QUALITY_DEGREE	chain	ch	DRY	2	2	1	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthorchy)	trocken, Grad II	qor chain cthorchy
G631-Q077	G631-O0247	f32v	f32v.8	ctho	BARE	o	4	GDT627_MINIM_QUALITY_DEGREE	qotaiin	qot	COLD	6	6	2	PART_BEFORE_QUALITY	NO_PREFIX_BASELINE	0	cth-Pflanzenteilform (ctho)	kalt im qo-Qualitätsrahmen, Grad III	otchol daiin daiin ctho daiin qotaiin otchy d shan
G631-Q078	G631-O0247	f32v	f32v.8	ctho	BARE	o	4	GDT630_OL_QUALITY_DEGREE	otchol daiin	tch	COLD|DRY	1	2	2	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	0	cth-Pflanzenteilform (ctho)	im o-Rahmen: kalt-trocken, Grad III	otchol daiin daiin ctho daiin qotaiin otchy d shan
G631-Q079	G631-O0249	f32v	f32v.10	cthol	BARE	ol	8	GDT630_OL_QUALITY_DEGREE	chol daiin	ch	DRY	4	5	3	QUALITY_BEFORE_PART	NO_PREFIX_BASELINE	1	cth-Pflanzenteilform (cthol)	trocken, Grad III	sho keol chor chol daiin cpho l cthol da ar
