occurrence_id	page	locus	token_index	surface	prefix	prefix_surface	cth_root	remainder	bare_counterpart_surface	section	hand	triple_exact_token_stable	triple_boundary_normalized	in_inherited_cth_surface_deck	working_composition_de	surface_line
G631-O0017	f104r	f104r.2	13	chcthedy	CH	ch	cth	edy	cthedy	S	3	1	1	1	trockene cth-Pflanzenteilform	o ar aiin yteeody cheedaiin cheodar s aiin chey tair os aiin chcthedy teedaram
G631-O0018	f104r	f104r.3	3	cthedy	BARE	NONE	cth	edy	cthedy	S	3	0	0	1	unmarkierte cth-Pflanzenteilform	daiir o cthedy otech ykar otedy otody qoteeor yteeody oteedy aky okal daram
G631-O0019	f104r	f104r.40	9	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	olkeeos olkaiin oair qcthy oiinol al ly oeear chcthy olched qotaiiin
G631-O0020	f104v	f104v.25	6	chcthy	CH	ch	cth	y	cthy	S	3	0	0	1	trockene cth-Pflanzenteilform	dsheey qoykeey lchedy qokedaiin ar chcthy daiin cheey sair ol aiin chedy
G631-O0021	f104v	f104v.31	3	cthey	BARE	NONE	cth	ey	cthey	S	3	0	0	1	unmarkierte cth-Pflanzenteilform	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy
G631-O0022	f106v	f106v.4	4	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	ycheoto lsheo aiin chcthy okain chdal chdam charam
G631-O0023	f106v	f106v.34	5	shcthy	SH	sh	cth	y	cthy	S	3	1	1	1	feuchte cth-Pflanzenteilform	pchodaiin kcheeor al ky shcthy otos ar odal pcheody qotaiin otor alodam
G631-O0024	f106v	f106v.43	12	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	chedy okeey qokeedy okeey sheey qokaiin al al kalos chedy dkaiin chcthy
G631-O0025	f106v	f106v.44	1	cthey	BARE	NONE	cth	ey	cthey	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	cthey chey okal chey keeyrain okeeo otaiin chedar oteedy otol oty
G631-O0026	f107r	f107r.14	1	cthedy	BARE	NONE	cth	edy	cthedy	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	cthedy lshedy cheolchear or alam chtaiin otarain chey qokaiin otain
G631-O0027	f107v	f107v.15	8	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	solain qokal okeey lkaiin okain chkal otain chcthy tarairy
G631-O0028	f107v	f107v.35	4	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol
G631-O0029	f108r	f108r.9	1	cthey	BARE	NONE	cth	ey	cthey	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	cthey chedain chedy okedy lkedy raraiin qokar otal kedy ar air ockhedy
G631-O0030	f108v	f108v.9	12	cthdy	BARE	NONE	cth	dy	cthdy	S	3	0	0	1	unmarkierte cth-Pflanzenteilform	qokeeo dar chedam chlal okaldain sheed lchedy l keedy ched kel cthdy
G631-O0031	f108v	f108v.25	7	ctheo	BARE	NONE	cth	eo	ctheo	S	3	0	0	1	unmarkierte cth-Pflanzenteilform	sheeol okeey kaiin okaiin ol lchey ctheo r aiin cheey qokeey qokeeaiin al
G631-O0032	f10r	f10r.2	2	cthoor	BARE	NONE	cth	oor	cthoor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchey cthoor char chty os chair otytchol oky daiin etyd
G631-O0033	f10r	f10r.4	3	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody
G631-O0034	f10r	f10r.4	4	ctho	BARE	NONE	cth	o	ctho	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	sor chaiin chcthy ctho ckhy or aiin chtchor doiir ody
G631-O0035	f10r	f10r.5	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokchy qotchol chol cthy
G631-O0036	f10r	f10r.6	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ycheor cthy chor cthaiin qoctholy dy chy taiin shy
G631-O0037	f10r	f10r.6	4	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ycheor cthy chor cthaiin qoctholy dy chy taiin shy
G631-O0038	f10r	f10r.7	7	cth	BARE	NONE	cth	BARE	cth	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dchy qokchol y kchaiin yty daiin cth dain dair am
G631-O0039	f10r	f10r.10	4	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	oqotor otor cfhy cthor osain ytoiin
G631-O0040	f10r	f10r.11	4	cthyd	BARE	NONE	cth	yd	cthyd	H	1	0	1	1	unmarkierte cth-Pflanzenteilform	otchoshor qoty qotor cthyd otar
G631-O0041	f10v	f10v.1	7	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	paiin daiin sheo pcheey qoty daiin cthor otydy sain
G631-O0042	f10v	f10v.2	4	chcthor	CH	ch	cth	or	cthor	H	1	1	1	1	trockene cth-Pflanzenteilform	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin
G631-O0043	f10v	f10v.2	8	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin
G631-O0044	f10v	f10v.6	3	shcthy	SH	sh	cth	y	cthy	H	1	1	1	1	feuchte cth-Pflanzenteilform	shoiin chor shcthy qoty qotoiin qokol chor aiin
G631-O0045	f111r	f111r.2	10	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	daiin sheeky okeey okeey qaal shedy okeey oteey shedy chcthy lcheol oteeam
G631-O0046	f111r	f111r.22	15	cthedy	BARE	NONE	cth	edy	cthedy	S	3	0	0	1	unmarkierte cth-Pflanzenteilform	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey
G631-O0047	f111r	f111r.38	6	chcthedy	CH	ch	cth	edy	cthedy	S	3	1	1	1	trockene cth-Pflanzenteilform	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain
G631-O0048	f111r	f111r.53	9	chcthydain	CH	ch	cth	ydain	cthydain	S	3	0	1	0	trockene cth-Pflanzenteilform	yshe aiin okshdy shkeey kain chaiin alolshey qokaiin chcthydain
G631-O0049	f111v	f111v.3	9	chcthar	CH	ch	cth	ar	cthar	S	3	1	1	1	trockene cth-Pflanzenteilform	dain chedy shedal otedy oteey chedy qokeey dain chcthar otar qotain otaim
G631-O0050	f111v	f111v.8	5	chcthey	CH	ch	cth	ey	cthey	S	3	1	1	1	trockene cth-Pflanzenteilform	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am
G631-O0051	f111v	f111v.10	12	shcthy	SH	sh	cth	y	cthy	S	3	1	1	1	feuchte cth-Pflanzenteilform	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy
G631-O0052	f111v	f111v.19	8	shcthey	SH	sh	cth	ey	cthey	S	3	1	1	1	feuchte cth-Pflanzenteilform	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin
G631-O0053	f111v	f111v.20	8	shcthy	SH	sh	cth	y	cthy	S	3	1	1	1	feuchte cth-Pflanzenteilform	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar
G631-O0054	f111v	f111v.24	11	chctham	CH	ch	cth	am	ctham	S	3	1	1	1	trockene cth-Pflanzenteilform	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham
G631-O0055	f111v	f111v.35	3	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y
G631-O0056	f111v	f111v.39	4	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy
G631-O0057	f112r	f112r.13	8	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	sor aiin chdy ches qokeey okeey otaiin chcthy oteey dy
G631-O0058	f112r	f112r.21	4	chcthey	CH	ch	cth	ey	cthey	S	3	1	1	1	trockene cth-Pflanzenteilform	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy
G631-O0059	f112r	f112r.25	10	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	tedain shedy ochor okchd ykedy kedy chor aiin cheety chcthy okey
G631-O0060	f112v	f112v.39	9	chcthd	CH	ch	cth	d	cthd	S	3	1	1	1	trockene cth-Pflanzenteilform	teodarody opcheed okaiin chaiin otam oteedy qoteey qotain chcthd
G631-O0061	f112v	f112v.45	6	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	ycheey chokeey okasal tchdy oteol chcthy alaiin char al kamdam
G631-O0062	f113r	f113r.32	3	chcthal	CH	ch	cth	al	cthal	S	3	1	1	1	trockene cth-Pflanzenteilform	shodaiin shkaiin chcthal okshedy otal okaiin cphoal otain okaiin chedy qotal
G631-O0063	f113r	f113r.40	5	cthes	BARE	NONE	cth	es	cthes	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qo tchey taram
G631-O0064	f113r	f113r.40	7	ctheey	BARE	NONE	cth	eey	ctheey	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qo tchey taram
G631-O0065	f113r	f113r.40	8	ctharad	BARE	NONE	cth	arad	ctharad	S	3	0	0	1	unmarkierte cth-Pflanzenteilform	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qo tchey taram
G631-O0066	f113v	f113v.14	6	cthol	BARE	NONE	cth	ol	cthol	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	dar al sheey qotaiin chor cthol okeshos olchedy qokaiin okal o kaiin olo
G631-O0067	f113v	f113v.17	6	cthororaiin	BARE	NONE	cth	ororaiin	cthororaiin	S	3	0	1	1	unmarkierte cth-Pflanzenteilform	saraiin shedy lcheey olkar okaiin cthororaiin yteeeor
G631-O0068	f113v	f113v.25	7	cthol	BARE	NONE	cth	ol	cthol	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam
G631-O0069	f113v	f113v.29	8	cthey	BARE	NONE	cth	ey	cthey	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg
G631-O0070	f113v	f113v.39	9	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	osheol cheol ar aloiiin oteeey otain chekey qokain chcthy qotam lr
G631-O0071	f114r	f114r.14	3	chcthdy	CH	ch	cth	dy	cthdy	S	3	1	1	1	trockene cth-Pflanzenteilform	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary
G631-O0072	f114v	f114v.6	3	cthedy	BARE	NONE	cth	edy	cthedy	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	tedcheo cheo cthedy qotchedy qotaiin opchedy shedy qepoepy chedar dairy
G631-O0073	f114v	f114v.10	7	chcthdy	CH	ch	cth	dy	cthdy	S	3	1	1	1	trockene cth-Pflanzenteilform	olkees chedaiin qotaiin olchedaiin chedain dain chcthdy
G631-O0074	f114v	f114v.13	5	chcthain	CH	ch	cth	ain	cthain	S	3	1	1	1	trockene cth-Pflanzenteilform	sheedy qoteeo s oiiin chcthain
G631-O0075	f114v	f114v.26	11	chcthey	CH	ch	cth	ey	cthey	S	3	1	1	1	trockene cth-Pflanzenteilform	pcheodal chopcheod qoto s araiin qota l cheo pchdal qoeedy chcthey
G631-O0076	f114v	f114v.33	8	ctheey	BARE	NONE	cth	eey	ctheey	S	3	0	0	1	unmarkierte cth-Pflanzenteilform	kaiin sheey oaiin sheol qoteey qokeeedy cheo ctheey qokeeo lkealy
G631-O0077	f115r	f115r.15	4	chcthed	CH	ch	cth	ed	cthed	S	@	1	1	0	trockene cth-Pflanzenteilform	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om
G631-O0078	f115v	f115v.25	7	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	ykees aiin olkeeody qos ain cheodain chcthy tchedy qokeedy lkeedas
G631-O0079	f115v	f115v.33	3	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	ychedal qotchy chcthy chdal lchedy
G631-O0080	f116r	f116r.3	4	cthy	BARE	NONE	cth	y	cthy	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	dain chl lshey cthy lshedy oteor shey qo saly
G631-O0081	f116r	f116r.16	7	shcthy	SH	sh	cth	y	cthy	S	3	1	1	1	feuchte cth-Pflanzenteilform	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam
G631-O0082	f116r	f116r.19	8	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain
G631-O0083	f116r	f116r.22	8	shcthy	SH	sh	cth	y	cthy	S	3	1	1	1	feuchte cth-Pflanzenteilform	dol shedy shekchy qokain chedy otar okalain shcthy oteey dar chedy lg
G631-O0084	f116r	f116r.24	3	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	qokedy okain chcthy oty shedy qokeey chalkeey okey kedy chey lag
G631-O0085	f116r	f116r.28	7	cthedy	BARE	NONE	cth	edy	cthedy	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	cheol lchey lkeey sheal lshalshy qotalshy cthedy l ky chedy oteedy lched
G631-O0086	f116r	f116r.29	1	cthan	BARE	NONE	cth	an	cthan	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory
G631-O0087	f116r	f116r.30	4	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	saraiin shey qokain chcthy okar air ollaiin okaly
G631-O0088	f116r	f116r.35	8	cthar	BARE	NONE	cth	ar	cthar	S	3	1	1	1	unmarkierte cth-Pflanzenteilform	shedy qokeey qokain qokeey lchey olkey raiin cthar shckhy qorar
G631-O0089	f116r	f116r.50	4	chcthy	CH	ch	cth	y	cthy	S	3	1	1	1	trockene cth-Pflanzenteilform	sodal ch al chcthy chckhy qol ain ary
G631-O0090	f11r	f11r.3	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qoty chol cthy dor ykychy choty dain chaiin daiin dod
G631-O0091	f11r	f11r.5	7	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchol shor shor dky y daiin cthy d y chodl daiin
G631-O0092	f11r	f11r.6	10	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	odl d s y otol chaiin ykchor dair chody cthy s daiin
G631-O0093	f11r	f11r.7	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchy okchol cthy dy
G631-O0094	f11v	f11v.2	4	shcthy	SH	sh	cth	y	cthy	H	1	1	1	1	feuchte cth-Pflanzenteilform	shol dy chckhy shcthy daiin dam ykchy dain dchy
G631-O0095	f11v	f11v.4	6	ctho	BARE	NONE	cth	o	ctho	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokchor cholol chyky dchy qoky ctho tchey tu
G631-O0096	f11v	f11v.6	7	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	soydy qoteey qot chor dy ddy cthor shy arg
G631-O0097	f11v	f11v.7	4	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ycheor ksho dor cthey s chold
G631-O0098	f13v	f13v.3	5	cthody	BARE	NONE	cth	ody	cthody	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokchy qokod chy otchy cthody
G631-O0099	f13v	f13v.9	3	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchtod otal cthor ytal y cho tal sho qocthy
G631-O0100	f14v	f14v.2	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okchor d chytshy oty chy cthy otchy ty chol daiin
G631-O0101	f14v	f14v.3	4	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	ychy dy daiin chcthy yk ykaiin dytchy y ky dy
G631-O0102	f14v	f14v.5	7	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okshy daiin okchor chky qotchy daiin cthor oty
G631-O0103	f14v	f14v.6	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qoty choky cthy chokchy dy dy dy chckhy dchyd n
G631-O0104	f14v	f14v.9	2	ctholdg	BARE	NONE	cth	oldg	ctholdg	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dykchy ctholdg dchckhy
G631-O0105	f15r	f15r.3	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokaiin qotchy tydy daiin chol cthy
G631-O0106	f15r	f15r.5	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchy r shor cthy daiin cthy dy
G631-O0107	f15r	f15r.5	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotchy r shor cthy daiin cthy dy
G631-O0108	f15r	f15r.7	3	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin shkaiin cthy sho keocthy
G631-O0109	f15r	f15r.8	6	ctholy	BARE	NONE	cth	oly	ctholy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	shocthy tol kaiin s dain ctholy
G631-O0110	f15r	f15r.9	5	cthl	BARE	NONE	cth	l	cthl	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	octhain qokaiin chos odaiin cthl s y
G631-O0111	f15r	f15r.12	5	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qotor shor tcheor chy cthaiin shan
G631-O0112	f15r	f15r.13	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ykshol dor sheey cthy dain sky shor shoty
G631-O0113	f15v	f15v.2	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chor or oro r aiin cthy ain dar
G631-O0114	f15v	f15v.3	1	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	cthor daiin qokor okeor okaiin
G631-O0115	f15v	f15v.5	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otchor chor chor ytchor cthy s
G631-O0116	f15v	f15v.10	3	cthoiin	BARE	NONE	cth	oiin	cthoiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sor chor cthoiin cthy qokaiin
G631-O0117	f15v	f15v.10	4	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sor chor cthoiin cthy qokaiin
G631-O0118	f15v	f15v.11	6	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sol oiin cheor chol daiin cthy
G631-O0119	f15v	f15v.12	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	daiin cthor chol chor
G631-O0120	f16r	f16r.11	5	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	sokchy qokol choty okchy cthy chy kchy
G631-O0121	f16r	f16r.12	4	shcthy	SH	sh	cth	y	cthy	H	1	1	1	1	feuchte cth-Pflanzenteilform	dy cho kchy shcthy shtshy sho tchokyd
G631-O0122	f16v	f16v.4	2	chcthody	CH	ch	cth	ody	cthody	H	1	1	1	1	trockene cth-Pflanzenteilform	dchol chcthody cphod chotol dal
G631-O0123	f16v	f16v.8	5	chcthy	CH	ch	cth	y	cthy	H	1	1	1	1	trockene cth-Pflanzenteilform	daiin chol y daiin chcthy qot char chor sholo
G631-O0124	f16v	f16v.9	6	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dshy okaiin okaiin chol chor cthor ty chody
G631-O0125	f16v	f16v.10	7	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokchy chy dy ykchy chckhy otain cthor cthy
G631-O0126	f16v	f16v.10	8	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokchy chy dy ykchy chckhy otain cthor cthy
G631-O0127	f17r	f17r.5	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychekchy cthy chor shor cphor cphaldy dair cthey qody
G631-O0128	f17r	f17r.5	8	cthey	BARE	NONE	cth	ey	cthey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychekchy cthy chor shor cphor cphaldy dair cthey qody
G631-O0129	f17r	f17r.11	2	cthar	BARE	NONE	cth	ar	cthar	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	otchol cthar okaiin chol daiiin
G631-O0130	f17v	f17v.2	3	cthodal	BARE	NONE	cth	odal	cthodal	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ycheey keeor cthodal okol odaiin okal
G631-O0131	f17v	f17v.11	3	ctheol	BARE	NONE	cth	eol	ctheol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokcheo qokoiir ctheol chol
G631-O0132	f17v	f17v.13	4	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ykeor chol chol cthol chkor sheol
G631-O0133	f17v	f17v.15	2	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	ychor cthy cheeky cheo otor oteol
G631-O0134	f17v	f17v.16	4	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	okcheol chol okeol cthol otcheolom
G631-O0135	f17v	f17v.17	6	cthor	BARE	NONE	cth	or	cthor	H	1	0	0	1	unmarkierte cth-Pflanzenteilform	qoain sar she dol qopchaiin cthor
G631-O0136	f17v	f17v.19	4	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	dain chey qoaiin cthor cholchom
G631-O0137	f17v	f17v.22	6	ctheey	BARE	NONE	cth	eey	ctheey	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokeee dar chey keeor cheeol ctheey cthy
G631-O0138	f17v	f17v.22	7	cthy	BARE	NONE	cth	y	cthy	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	qokeee dar chey keeor cheeol ctheey cthy
G631-O0139	f18r	f18r.4	2	cthor	BARE	NONE	cth	or	cthor	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	chor cthor okeor ykchol okain
G631-O0140	f18r	f18r.5	3	cthaiin	BARE	NONE	cth	aiin	cthaiin	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchor shor cthaiin cthol chlol chom
G631-O0141	f18r	f18r.5	4	cthol	BARE	NONE	cth	ol	cthol	H	1	1	1	1	unmarkierte cth-Pflanzenteilform	tchor shor cthaiin cthol chlol chom
