clause_id	physical_page	register	start_event	end_event	events	learned_card_events	composed_events	spoken_units	end_reason	hybrid_card_translation_de	event_ids
P915-C040	f75r	BIOLOGICAL	P912-E0551	P912-E0551	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0551
P915-C041	f75r	BIOLOGICAL	P912-E0552	P912-E0552	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0552
P915-C042	f75r	BIOLOGICAL	P912-E0553	P912-E0553	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0553
P915-C043	f75r	BIOLOGICAL	P912-E0554	P912-E0554	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0554
P915-C044	f75r	BIOLOGICAL	P912-E0555	P912-E0556	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0555|P912-E0556
P915-C045	f75r	BIOLOGICAL	P912-E0557	P912-E0562	6	4	2	6	LICENSED_DY_CLOSE	Merkformel: einheit wählen; dann Merkformel: zur zielstelle; dann gebildete Karte: Material zugeben, kurz oder direkt, Arbeitsgegenstand halten, dieser Arbeitsgegenstand; dann Merkformel: eine portion ansetzen; dann Merkformel: dieser posten; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0557|P912-E0558|P912-E0559|P912-E0560|P912-E0561|P912-E0562
P915-C046	f75r	BIOLOGICAL	P912-E0563	P912-E0575	13	11	2	13	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann Merkformel: durch den durchlass führen; dann Merkformel: eine portion ansetzen; dann Merkformel: danach aus der quelle; dann gebildete Karte: Ziel- oder Anschlussstelle, dieser Arbeitsgegenstand; dann Merkformel: einheit wählen; dann Merkformel: eine portion ansetzen; dann gebildete Karte: auffangen, länger oder gehalten, im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: sollwert wählen; dann Merkformel: diesen posten umsetzen; dann Merkformel: damit weiter; dann Merkformel: der ansatz; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0563|P912-E0564|P912-E0565|P912-E0566|P912-E0567|P912-E0568|P912-E0569|P912-E0570|P912-E0571|P912-E0572|P912-E0573|P912-E0574|P912-E0575
P915-C047	f75r	BIOLOGICAL	P912-E0576	P912-E0576	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0576
P915-C048	f75r	BIOLOGICAL	P912-E0577	P912-E0578	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0577|P912-E0578
P915-C049	f75r	BIOLOGICAL	P912-E0579	P912-E0580	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: aus der quelle ansetzen; dann Merkformel: länger halten; ende. Arbeitszug beendet.	P912-E0579|P912-E0580
P915-C050	f75r	BIOLOGICAL	P912-E0581	P912-E0584	4	1	3	4	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, bezeichneten Anteil entnehmen; dann gebildete Karte: Arbeitsgegenstand halten, Arbeitsgang ansetzen, Portion; dann Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0581|P912-E0582|P912-E0583|P912-E0584
P915-C051	f75r	BIOLOGICAL	P912-E0585	P912-E0594	10	5	5	10	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann Merkformel: diesen posten umsetzen; dann gebildete Karte: Material einsetzen, Arbeitsgut umsetzen, Entnahmestelle; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Material einsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgegenstand halten, kurz oder direkt, bezeichneter Teil, Entnahmestelle, dieser Arbeitsgegenstand; dann Merkformel: zur zielstelle; dann gebildete Karte: Arbeitsgegenstand halten, Ziel- oder Anschlussstelle; dann Merkformel: dieser posten; dann gebildete Karte: Material zugeben, im selben Arbeitsgang fortfahren; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0585|P912-E0586|P912-E0587|P912-E0588|P912-E0589|P912-E0590|P912-E0591|P912-E0592|P912-E0593|P912-E0594
P915-C052	f75r	BIOLOGICAL	P912-E0595	P912-E0597	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Innenstelle; dann Merkformel: damit weiter; dann Merkformel: länger halten; ende. Arbeitszug beendet.	P912-E0595|P912-E0596|P912-E0597
P915-C053	f75r	BIOLOGICAL	P912-E0598	P912-E0599	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: damit weiter; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0598|P912-E0599
P915-C054	f75r	BIOLOGICAL	P912-E0600	P912-E0605	6	3	3	6	LICENSED_DY_CLOSE	Merkformel: damit weiter; dann gebildete Karte: danach oder nächster Posten, Portion; dann Merkformel: aus der quelle; dann Merkformel: quelle wählen; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann gebildete Karte: Arbeitsgang ansetzen, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0600|P912-E0601|P912-E0602|P912-E0603|P912-E0604|P912-E0605
P915-C055	f75r	BIOLOGICAL	P912-E0606	P912-E0655	50	32	18	50	LICENSED_DY_CLOSE	Merkformel: damit weiter; dann Merkformel: kurz halten; dann Merkformel: diesen posten ansetzen; dann Merkformel: kurz halten; dann gebildete Karte: kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: eine portion ansetzen; dann Merkformel: aus der quelle; dann gebildete Karte: Zustand kennzeichnen, dieser Arbeitsgegenstand; dann Merkformel: kurz halten; dann Merkformel: der ansatz; dann Merkformel: dieser posten; dann gebildete Karte: entlang des Arbeitswegs führen, dieser Arbeitsgegenstand; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang ausführen; dann gebildete Karte: dieser Arbeitsgegenstand, Portion; dann Merkformel: kurz halten; dann Merkformel: eine portion ansetzen; dann gebildete Karte: Arbeitsgang ausführen, Arbeitsgang ansetzen, Portion; dann Merkformel: dieser posten; dann Merkformel: durch den durchlass führen; dann Merkformel: der ansatz; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgegenstand halten, kurz oder direkt, Ansatz oder Zubereitung; dann Merkformel: damit weiter; dann gebildete Karte: entlang des Arbeitswegs führen, Ansatz oder Zubereitung; dann Merkformel: an der innenstelle; dann gebildete Karte: Arbeitsgang ausführen, bezeichneter Teil, Entnahmestelle; dann Merkformel: kurz halten; dann Merkformel: eine portion ansetzen; dann Merkformel: diesen posten umsetzen; dann Merkformel: der ansatz; dann Merkformel: kurz halten; dann gebildete Karte: Material zugeben, Entnahmestelle; dann Merkformel: diesen posten umsetzen; dann Merkformel: quelle wählen; dann gebildete Karte: Material einsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, Arbeitsgegenstand halten, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; dann Merkformel: an der zielstelle ansetzen; dann gebildete Karte: Arbeitsvariante auswählen, Arbeitsgegenstand halten, kurz oder direkt, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann gebildete Karte: Arbeitsgut umsetzen, dieser Arbeitsgegenstand, Arbeitsgang ansetzen, Innenstelle; dann Merkformel: eine portion ansetzen; dann gebildete Karte: auffangen, länger oder gehalten, dieser Arbeitsgegenstand; dann gebildete Karte: auffangen, Entnahmestelle, dieser Arbeitsgegenstand; dann Merkformel: einheit wählen; dann Merkformel: bis bereit führen; dann gebildete Karte: entlang des Arbeitswegs führen, Ansatz oder Zubereitung; dann Merkformel: damit weiter; dann Merkformel: einheit wählen; dann gebildete Karte: Arbeitsgegenstand halten, durch einen Durchlass führen, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0606|P912-E0607|P912-E0608|P912-E0609|P912-E0610|P912-E0611|P912-E0612|P912-E0613|P912-E0614|P912-E0615|P912-E0616|P912-E0617|P912-E0618|P912-E0619|P912-E0620|P912-E0621|P912-E0622|P912-E0623|P912-E0624|P912-E0625|P912-E0626|P912-E0627|P912-E0628|P912-E0629|P912-E0630|P912-E0631|P912-E0632|P912-E0633|P912-E0634|P912-E0635|P912-E0636|P912-E0637|P912-E0638|P912-E0639|P912-E0640|P912-E0641|P912-E0642|P912-E0643|P912-E0644|P912-E0645|P912-E0646|P912-E0647|P912-E0648|P912-E0649|P912-E0650|P912-E0651|P912-E0652|P912-E0653|P912-E0654|P912-E0655
P915-C056	f75r	BIOLOGICAL	P912-E0656	P912-E0658	3	3	0	2	LICENSED_DY_CLOSE	Merkformel: dieser posten (2×); dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0656|P912-E0657|P912-E0658
P915-C057	f75r	BIOLOGICAL	P912-E0659	P912-E0659	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: weiter umsetzen; ende. Arbeitszug beendet.	P912-E0659
P915-C058	f75r	BIOLOGICAL	P912-E0660	P912-E0673	14	7	7	14	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, Innenstelle; dann Merkformel: eine portion; dann Merkformel: damit weiter; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, im selben Arbeitsgang fortfahren; dann Merkformel: eine portion; dann Merkformel: damit weiter; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: aus dem bezeichneten teil; dann gebildete Karte: lokale Arbeitsstelle, dieser Arbeitsgegenstand; dann gebildete Karte: Material einsetzen, bezeichneter Teil, Ziel- oder Anschlussstelle, Arbeitsgegenstand halten, Ansatz oder Zubereitung; dann gebildete Karte: Arbeitsgegenstand halten, Arbeitsgang einstellen, im selben Arbeitsgang fortfahren; dann Merkformel: danach dieser posten; dann gebildete Karte: Material einsetzen, Arbeitsgegenstand halten, Entnahmestelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0660|P912-E0661|P912-E0662|P912-E0663|P912-E0664|P912-E0665|P912-E0666|P912-E0667|P912-E0668|P912-E0669|P912-E0670|P912-E0671|P912-E0672|P912-E0673
P915-C059	f75r	BIOLOGICAL	P912-E0674	P912-E0674	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, Ziel- oder Anschlussstelle, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0674
P915-C060	f75r	BIOLOGICAL	P912-E0675	P912-E0677	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: aus dem bezeichneten teil; dann Merkformel: danach aus der quelle; dann gebildete Karte: danach oder nächster Posten, Arbeitsgang ausführen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0675|P912-E0676|P912-E0677
P915-C061	f75r	BIOLOGICAL	P912-E0678	P912-E0681	4	1	3	4	LICENSED_DY_CLOSE	Merkformel: dieser posten; dann gebildete Karte: Zustand kennzeichnen, im selben Arbeitsgang fortfahren; dann gebildete Karte: Arbeitsgang einstellen, Arbeitsgut umsetzen, dieser Arbeitsgegenstand; dann gebildete Karte: Material einsetzen, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0678|P912-E0679|P912-E0680|P912-E0681
P915-C062	f75r	BIOLOGICAL	P912-E0682	P912-E0688	7	4	3	7	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; dann Merkformel: damit weiter; dann gebildete Karte: im selben Arbeitsgang fortfahren, bezeichneter Teil, Flüssigkeits- oder Stationslauf; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, bis bereit führen, dieser Arbeitsgegenstand; dann Merkformel: damit weiter; dann gebildete Karte: entlang des Arbeitswegs führen; dann Merkformel: länger halten; ende. Arbeitszug beendet.	P912-E0682|P912-E0683|P912-E0684|P912-E0685|P912-E0686|P912-E0687|P912-E0688
P915-C063	f75r	BIOLOGICAL	P912-E0689	P912-E0689	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0689
P915-C064	f75r	BIOLOGICAL	P912-E0690	P912-E0690	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, im selben Arbeitsgang fortfahren, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0690
P915-C065	f75r	BIOLOGICAL	P912-E0691	P912-E0700	10	5	5	10	LICENSED_DY_CLOSE	Merkformel: eine portion; dann gebildete Karte: Arbeitsgegenstand behandeln, Ziel- oder Anschlussstelle; dann Merkformel: dieser posten; dann gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang ausführen; dann gebildete Karte: entlang des Arbeitswegs führen, Material zugeben, Sollmaß; dann Merkformel: damit weiter; dann gebildete Karte: Arbeitsgang ansetzen, länger oder gehalten, Arbeitsschritt schließen, im selben Arbeitsgang fortfahren; dann Merkformel: eine portion; dann gebildete Karte: im selben Arbeitsgang fortfahren, dieser Arbeitsgegenstand; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0691|P912-E0692|P912-E0693|P912-E0694|P912-E0695|P912-E0696|P912-E0697|P912-E0698|P912-E0699|P912-E0700
P915-C066	f75r	BIOLOGICAL	P912-E0701	P912-E0714	14	11	3	14	LICENSED_DY_CLOSE	Merkformel: diesen posten umsetzen; dann gebildete Karte: danach oder nächster Posten, weiteren Posten zugeben; dann Merkformel: arbeitsgang ausführen; dann Merkformel: eine portion; dann gebildete Karte: Arbeitsgegenstand behandeln, länger oder gehalten, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; dann Merkformel: eine portion ansetzen; dann Merkformel: kurz behandeln; dann Merkformel: an der zielstelle ansetzen; dann Merkformel: eine portion; dann Merkformel: diesen posten umsetzen; dann Merkformel: arbeitsgang ausführen; dann gebildete Karte: Material zugeben, Ziel- oder Anschlussstelle, im selben Arbeitsgang fortfahren; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0701|P912-E0702|P912-E0703|P912-E0704|P912-E0705|P912-E0706|P912-E0707|P912-E0708|P912-E0709|P912-E0710|P912-E0711|P912-E0712|P912-E0713|P912-E0714
P915-C067	f75r	BIOLOGICAL	P912-E0715	P912-E0717	3	1	2	3	LICENSED_DY_CLOSE	Merkformel: aus der quelle ansetzen; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgang ausführen, Innenstelle; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0715|P912-E0716|P912-E0717
P915-C068	f75r	BIOLOGICAL	P912-E0718	P912-E0721	4	4	0	4	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; dann Merkformel: durch den durchlass führen; dann Merkformel: aus der quelle ansetzen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0718|P912-E0719|P912-E0720|P912-E0721
P915-C069	f75r	BIOLOGICAL	P912-E0722	P912-E0724	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: dieser posten; dann gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, bezeichneter Teil; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0722|P912-E0723|P912-E0724
P915-C070	f75r	BIOLOGICAL	P912-E0725	P912-E0725	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Ziel- oder Anschlussstelle, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0725
P915-C071	f75r	BIOLOGICAL	P912-E0726	P912-E0728	3	2	1	3	LICENSED_DY_CLOSE	gebildete Karte: Material einsetzen, im selben Arbeitsgang fortfahren, Arbeitsgegenstand halten, dieser Arbeitsgegenstand; dann Merkformel: zur zielstelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0726|P912-E0727|P912-E0728
P915-C072	f75r	BIOLOGICAL	P912-E0729	P912-E0731	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann Merkformel: aus dem bezeichneten teil; dann gebildete Karte: bezeichneten Anteil entnehmen, Arbeitsvariante auswählen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0729|P912-E0730|P912-E0731
P915-C073	f75r	BIOLOGICAL	P912-E0732	P912-E0732	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0732
P915-C074	f75r	BIOLOGICAL	P912-E0733	P912-E0734	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: danach aus der quelle; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0733|P912-E0734
P915-C075	f75r	BIOLOGICAL	P912-E0735	P912-E0735	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0735
P915-C076	f75r	BIOLOGICAL	P912-E0736	P912-E0738	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; dann gebildete Karte: entlang des Arbeitswegs führen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0736|P912-E0737|P912-E0738
P915-C077	f75r	BIOLOGICAL	P912-E0739	P912-E0743	5	3	2	5	LICENSED_DY_CLOSE	Merkformel: arbeitsgang ausführen; dann gebildete Karte: entlang des Arbeitswegs führen; dann Merkformel: diesen posten umsetzen; dann Merkformel: eine portion ansetzen; dann gebildete Karte: bezeichneten Anteil entnehmen, bis bereit führen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0739|P912-E0740|P912-E0741|P912-E0742|P912-E0743
P915-C078	f75r	BIOLOGICAL	P912-E0744	P912-E0744	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsgang einstellen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0744
P915-C079	f75r	BIOLOGICAL	P912-E0745	P912-E0747	3	1	2	3	LICENSED_DY_CLOSE	gebildete Karte: bezeichneter Teil, Entnahmestelle, Arbeitsgang ausführen, Innenstelle; dann Merkformel: variante wählen; dann gebildete Karte: auffangen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0745|P912-E0746|P912-E0747
P915-C080	f75r	BIOLOGICAL	P912-E0748	P912-E0755	8	6	2	8	LICENSED_DY_CLOSE	Merkformel: an der zielstelle ansetzen; dann Merkformel: aus dem bezeichneten teil; dann Merkformel: danach dieser posten; dann Merkformel: aus der quelle ansetzen; dann Merkformel: danach aus der quelle; dann Merkformel: damit weiter; dann gebildete Karte: Material zugeben, Portion; dann gebildete Karte: im selben Arbeitsgang fortfahren, Arbeitsgang einstellen, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0748|P912-E0749|P912-E0750|P912-E0751|P912-E0752|P912-E0753|P912-E0754|P912-E0755
P915-C081	f75r	BIOLOGICAL	P912-E0756	P912-E0761	6	5	1	5	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann gebildete Karte: Arbeitsgegenstand halten, länger oder gehalten, Arbeitsgang einstellen, dieser Arbeitsgegenstand; dann Merkformel: eine portion ansetzen; dann Merkformel: aus dem bezeichneten teil (2×); dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0756|P912-E0757|P912-E0758|P912-E0759|P912-E0760|P912-E0761
P915-C082	f75r	BIOLOGICAL	P912-E0762	P912-E0763	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann Merkformel: damit fortfahren; ende. Arbeitszug beendet.	P912-E0762|P912-E0763
P915-C083	f75r	BIOLOGICAL	P912-E0764	P912-E0765	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: damit weiter; dann gebildete Karte: Material zugeben, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0764|P912-E0765
P915-C084	f75r	BIOLOGICAL	P912-E0766	P912-E0766	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0766
P915-C085	f75r	BIOLOGICAL	P912-E0767	P912-E0770	4	3	1	4	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; dann Merkformel: aus der quelle ansetzen; dann Merkformel: danach aus der quelle; dann gebildete Karte: bezeichneter Teil, Entnahmestelle, bezeichneter Teil, Entnahmestelle, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0767|P912-E0768|P912-E0769|P912-E0770
P915-C086	f75r	BIOLOGICAL	P912-E0771	P912-E0771	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0771
P915-C087	f75r	BIOLOGICAL	P912-E0772	P912-E0774	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: dieser posten; dann gebildete Karte: Arbeitsgegenstand halten, länger oder gehalten, Arbeitsgang einstellen, dieser Arbeitsgegenstand; dann Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0772|P912-E0773|P912-E0774
P915-C088	f75r	BIOLOGICAL	P912-E0775	P912-E0775	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0775
P915-C089	f75r	BIOLOGICAL	P912-E0776	P912-E0776	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsgang ansetzen, kurz oder direkt, Arbeitsgut umsetzen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0776
P915-C090	f75r	BIOLOGICAL	P912-E0777	P912-E0778	2	1	1	2	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, im selben Arbeitsgang fortfahren; dann Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0777|P912-E0778
P915-C091	f75r	BIOLOGICAL	P912-E0779	P912-E0779	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0779
P915-C092	f75r	BIOLOGICAL	P912-E0780	P912-E0780	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0780
P915-C093	f75r	BIOLOGICAL	P912-E0781	P912-E0781	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0781
P915-C094	f75r	BIOLOGICAL	P912-E0782	P912-E0782	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0782
P915-C095	f75r	BIOLOGICAL	P912-E0783	P912-E0783	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: entlang des Arbeitswegs führen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0783
P915-C096	f75r	BIOLOGICAL	P912-E0784	P912-E0784	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0784
P915-C097	f75r	BIOLOGICAL	P912-E0785	P912-E0785	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0785
P915-C098	f75r	BIOLOGICAL	P912-E0786	P912-E0786	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0786
P915-C099	f75r	BIOLOGICAL	P912-E0787	P912-E0787	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: auffangen, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0787
P915-C100	f75r	BIOLOGICAL	P912-E0788	P912-E0789	2	0	2	2	LICENSED_DY_CLOSE	gebildete Karte: danach oder nächster Posten, kurz oder direkt, dieser Arbeitsgegenstand; dann gebildete Karte: Material zugeben, im selben Arbeitsgang fortfahren, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0788|P912-E0789
P915-C101	f75r	BIOLOGICAL	P912-E0790	P912-E0791	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: aus dem bezeichneten teil; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0790|P912-E0791
P915-C102	f75r	BIOLOGICAL	P912-E0792	P912-E0793	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: eine portion ansetzen; dann Merkformel: absetzen; ende. Arbeitszug beendet.	P912-E0792|P912-E0793
P915-C103	f75r	BIOLOGICAL	P912-E0794	P912-E0795	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: zur zielstelle; dann gebildete Karte: Material zugeben, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0794|P912-E0795
P915-C104	f75r	BIOLOGICAL	P912-E0796	P912-E0796	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Zustand kennzeichnen, absetzen lassen, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0796
P915-C105	f75r	BIOLOGICAL	P912-E0797	P912-E0797	1	0	1	1	LICENSED_DY_CLOSE	gebildete Karte: Arbeitsvariante auswählen, Arbeitsgang ansetzen, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0797
P915-C106	f75r	BIOLOGICAL	P912-E0798	P912-E0798	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0798
P915-C107	f75r	BIOLOGICAL	P912-E0799	P912-E0799	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E0799
P915-C108	f75r	BIOLOGICAL	P912-E0800	P912-E0802	3	2	1	3	LICENSED_DY_CLOSE	Merkformel: diesen posten ansetzen; dann Merkformel: dieser posten; dann gebildete Karte: Material zugeben, länger oder gehalten, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0800|P912-E0801|P912-E0802
P915-C109	f75r	BIOLOGICAL	P912-E0803	P912-E0804	2	1	1	2	LICENSED_DY_CLOSE	Merkformel: dieser posten; dann gebildete Karte: Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0803|P912-E0804
P915-C110	f75r	BIOLOGICAL	P912-E0805	P912-E0805	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: kurz ansetzen; ende. Arbeitszug beendet.	P912-E0805
P915-C111	f75r	BIOLOGICAL	P912-E0806	P912-E0806	1	1	0	1	LICENSED_DY_CLOSE	Merkformel: länger ansetzen; ende. Arbeitszug beendet.	P912-E0806
P915-C112	f75r	BIOLOGICAL	P912-E0807	P912-E0808	2	2	0	2	LICENSED_DY_CLOSE	Merkformel: nächsten posten länger halten; dann Merkformel: nächsten schritt länger; ende. Arbeitszug beendet.	P912-E0807|P912-E0808
P915-C113	f75r	BIOLOGICAL	P912-E0809	P912-E0810	2	0	2	2	LICENSED_DY_CLOSE	gebildete Karte: bezeichneter Teil, Ansatz oder Zubereitung; dann gebildete Karte: dieser Arbeitsgegenstand, Arbeitsgegenstand halten, kurz oder direkt, Arbeitsschritt schließen. Arbeitszug beendet.	P912-E0809|P912-E0810
