card_no	event_id	statement_id	record	page	owner_code	left_surface	surface	right_surface	back_value_de	procedure_tokens	three_card_context
PROC013	E027	H2-S002	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	chol	cholor	fortsetzen	CONTINUE_USE	otol [chol] cholor
PROC013	E029	H2-S002	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	chol	daiin	fortsetzen	CONTINUE_USE	cholor [chol] daiin
PROC009	E030	H2-S002	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	daiin	dar	Maß	METER_CHECK	chol [daiin] dar
PROC003	E031	H2-S002	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	daiin	dar	END	von dort	SOURCE_DRAW	daiin [dar] END
PROC016	E033	H2-S003	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	shor	chor	Ansatz	ACTIVATE_CHARGE	oykchor [shor] chor
PROC016	E034	H2-S003	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	chor	chy	Ansatz	ACTIVATE_CHARGE	shor [chor] chy
PROC019	E035	H2-S003	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	chy	kaiiin	dies	CONTINUE_USE	chor [chy] kaiiin
PROC019	E037	H2-S003	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	kaiiin	dy	chodaiin	dies	CONTINUE_USE	kaiiin [dy] chodaiin
PROC028	E041	H3-S001	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	schoal	cfhy	shfydaiin	auswringen	SOURCE_DRAW	schoal [cfhy] shfydaiin
PROC031	E044	H3-S001	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cphy	shey	tchody	Empfangsbestand	HOLD_STATE	cphy [shey] tchody
PROC034	E047	H3-S003	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	START	dchol	chy	fortsetzen	CONTINUE_USE	START [dchol] chy
PROC019	E048	H3-S003	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dchol	chy	kchy	dies	CONTINUE_USE	dchol [chy] kchy
PROC019	E050	H3-S003	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	kchy	dy	daiin	dies	CONTINUE_USE	kchy [dy] daiin
PROC009	E051	H3-S003	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	daiin	END	Maß	METER_CHECK	dy [daiin] END
PROC019	E055	H3-S004	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	cthy	dy	END	dies	CONTINUE_USE	cthy [dy] END
PROC009	E057	H4-S001	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	qokaiin	chaiin	ykain	Maß	METER_CHECK	qokaiin [chaiin] ykain
PROC009	E061	H4-S002	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	START	daiin	chedy	Maß	METER_CHECK	START [daiin] chedy
PROC043	E063	H4-S002	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	chedy	talam	END	verwahren	CONTINUE_USE	chedy [talam] END
PROC009	E068	H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	START	aiin	okal	Maß	METER_CHECK	START [aiin] okal
PROC016	E071	H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	oltchy	or	y	Ansatz	ACTIVATE_CHARGE	oltchy [or] y
PROC019	E072	H4-S004	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	or	y	orain	dies	CONTINUE_USE	or [y] orain
PROC052	E075	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chochor	cho	chodaly	Gabe	ACTIVATE_CHARGE	chochor [cho] chodaly
PROC009	E077	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	chodaly	daiin	sho	Maß	METER_CHECK	chodaly [daiin] sho
PROC052	E078	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	daiin	sho	kchol	Gabe	ACTIVATE_CHARGE	daiin [sho] kchol
PROC055	E082	H5-S001	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	choky	dal	END	Zielstelle	TARGET_HANDOFF	choky [dal] END
PROC034	E083	H5-S002	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	START	schol	choy	fortsetzen	CONTINUE_USE	START [schol] choy
PROC058	E087	H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	START	sh	cho	halten	HOLD_STATE	START [sh] cho
PROC052	E088	H5-S003	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	sh	cho	kchey	Gabe	ACTIVATE_CHARGE	sh [cho] kchey
PROC052	E094	H5-S005	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	START	sho	chokchy	Gabe	ACTIVATE_CHARGE	START [sho] chokchy
PROC009	E100	H5-S006	H5	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	keol	daiin	END	Maß	METER_CHECK	keol [daiin] END
PROC003	E105	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	okal	sar	ol	von dort	SOURCE_DRAW	okal [sar] ol
PROC013	E106	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	sar	ol	kain	fortsetzen	CONTINUE_USE	sar [ol] kain
PROC055	E109	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	olkain	al	ol	Zielstelle	TARGET_HANDOFF	olkain [al] ol
PROC013	E110	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	al	ol	rol	fortsetzen	CONTINUE_USE	al [ol] rol
PROC072	E112	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	rol	dl	olor	führen	MOVE_PASS	rol [dl] olor
PROC013	E114	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	olor	ol	sheckhal	fortsetzen	CONTINUE_USE	olor [ol] sheckhal
PROC009	E116	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	sheckhal	daiin	qokeedal	Maß	METER_CHECK	sheckhal [daiin] qokeedal
PROC009	E118	B1-S002	B1	f81v	B1_SHARED_TWO_ROW_POOL	qokeedal	daiin	chckhy	Maß	METER_CHECK	qokeedal [daiin] chckhy
PROC013	E121	B1-S003	B1	f81v	B1_SHARED_TWO_ROW_POOL	START	qol	sshkchdy	fortsetzen	CONTINUE_USE	START [qol] sshkchdy
PROC013	E124	B1-S004	B1	f81v	B1_SHARED_TWO_ROW_POOL	chedy	ol	shedy	fortsetzen	CONTINUE_USE	chedy [ol] shedy
PROC072	E129	B1-S006	B1	f81v	B1_SHARED_TWO_ROW_POOL	shckhy	dl	ral	führen	MOVE_PASS	shckhy [dl] ral
PROC019	E132	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	START	chey	ol	dies	CONTINUE_USE	START [chey] ol
PROC013	E133	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	chey	ol	cheky	fortsetzen	CONTINUE_USE	chey [ol] cheky
PROC013	E135	B1-S008	B1	f81v	B1_SHARED_TWO_ROW_POOL	cheky	ol	shedy	fortsetzen	CONTINUE_USE	cheky [ol] shedy
PROC013	E148	B1-S014	B1	f81v	B1_SHARED_TWO_ROW_POOL	lchedal	qol	otar	fortsetzen	CONTINUE_USE	lchedal [qol] otar
PROC013	E154	B1-S016	B1	f81v	B1_SHARED_TWO_ROW_POOL	okeey	qol	cheedy	fortsetzen	CONTINUE_USE	okeey [qol] cheedy
PROC055	E156	B1-S017	B1	f81v	B1_SHARED_TWO_ROW_POOL	START	sal	teol	Zielstelle	TARGET_HANDOFF	START [sal] teol
PROC055	E166	B1-S021	B1	f81v	B1_SHARED_TWO_ROW_POOL	START	chal	END	Zielstelle	TARGET_HANDOFF	START [chal] END
PROC019	E170	B2-S003	B2	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	qokain	dy	qokeedy	dies	ACTIVATE_CHARGE	qokain [dy] qokeedy
PROC115	E196	B2-S010	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	qoky	ls	cheey	fortsetzen	CONTINUE_USE	qoky [ls] cheey
PROC031	E197	B2-S010	B2	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	ls	cheey	END	Empfangsbestand	HOLD_STATE	ls [cheey] END
PROC003	E199	B2-S011	B2	f82r	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	okain	char	okain	von dort	ACTIVATE_CHARGE	okain [char] okain
PROC031	E203	B2-S012	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	lchy	cheey	qcthey	Empfangsbestand	HOLD_STATE	lchy [cheey] qcthey
PROC009	E207	B2-S012	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	lcheey	daiin	chey	Maß	METER_CHECK	lcheey [daiin] chey
PROC019	E208	B2-S012	B2	f82r	B2_LOWER_GREEN_MULTI_FIGURE_POOL	daiin	chey	qokeeedy	dies	CONTINUE_USE	daiin [chey] qokeeedy
PROC055	E214	B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	START	cheal	lchedar	Zielstelle	TARGET_HANDOFF	START [cheal] lchedar
PROC124	E216	B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	lchedar	ches	aiin	teilen	ACTIVATE_CHARGE	lchedar [ches] aiin
PROC009	E217	B2-S016	B2	f82r	B2_LOWER_POOL_EDGE_STATIONS	ches	aiin	oteey	Maß	METER_CHECK	ches [aiin] oteey
PROC019	E232	B3-S003	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	START	chey	daiin	dies	CONTINUE_USE	START [chey] daiin
PROC009	E233	B3-S003	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	chey	daiin	chey	Maß	METER_CHECK	chey [daiin] chey
PROC019	E234	B3-S003	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	daiin	chey	lchedy	dies	CONTINUE_USE	daiin [chey] lchedy
PROC003	E238	B3-S004	B3	f83r	B3_UPPER_MARGIN_OPEN_FAN_STATION	qotal	dar	END	von dort	SOURCE_DRAW	qotal [dar] END
PROC016	E254	B3-S012	B3	f83r	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	START	sor	shedy	Ansatz	ACTIVATE_CHARGE	START [sor] shedy
PROC055	E268	B3-S020	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	START	dal	lchedy	Zielstelle	TARGET_HANDOFF	START [dal] lchedy
PROC055	E272	B3-S021	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	shcthy	dal	sy	Zielstelle	TARGET_HANDOFF	shcthy [dal] sy
PROC019	E273	B3-S021	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	dal	sy	saiin	dies	CONTINUE_USE	dal [sy] saiin
PROC009	E274	B3-S021	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	sy	saiin	shedal	Maß	METER_CHECK	sy [saiin] shedal
PROC019	E277	B3-S021	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	shecthy	chey	tal	dies	CONTINUE_USE	shecthy [chey] tal
PROC055	E278	B3-S021	B3	f83r	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	chey	tal	shcthy	Zielstelle	TARGET_HANDOFF	chey [tal] shcthy
PROC013	E295	B3-S029	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	START	sol	cheeety	fortsetzen	CONTINUE_USE	START [sol] cheeety
PROC009	E299	B3-S030	B3	f83r	B3_MAIN_ARCH_LINKED_PAIR	qoky	saiin	schedair	Maß	METER_CHECK	qoky [saiin] schedair
PROC013	E324	B4-S003	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	qoky	tol	shedy	fortsetzen	CONTINUE_USE	qoky [tol] shedy
PROC156	E327	B4-S005	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	START	dain	chedy	Portion	ACTIVATE_CHARGE	START [dain] chedy
PROC009	E332	B4-S008	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	START	saiin	cheeky	Maß	METER_CHECK	START [saiin] cheeky
PROC009	E338	B4-S011	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	START	saiin	cheky	Maß	METER_CHECK	START [saiin] cheky
PROC013	E343	B4-S011	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	chdy	sol	lkedy	fortsetzen	CONTINUE_USE	chdy [sol] lkedy
PROC016	E348	B4-S014	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	START	or	chey	Ansatz	ACTIVATE_CHARGE	START [or] chey
PROC019	E349	B4-S014	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	or	chey	qockhey	dies	CONTINUE_USE	or [chey] qockhey
PROC031	E353	B4-S015	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	qokain	shey	kain	Empfangsbestand	HOLD_STATE	qokain [shey] kain
PROC055	E359	B4-S016	B4	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	qolkain	dal	skar	Zielstelle	TARGET_HANDOFF	qolkain [dal] skar
PROC055	E365	B5-S003	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	shedal	dal	cheol	Zielstelle	TARGET_HANDOFF	shedal [dal] cheol
PROC013	E366	B5-S003	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	dal	cheol	lol	fortsetzen	CONTINUE_USE	dal [cheol] lol
PROC009	E369	B5-S003	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	chdal	aiin	sol	Maß	METER_CHECK	chdal [aiin] sol
PROC013	E370	B5-S003	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	aiin	sol	daiiin	fortsetzen	CONTINUE_USE	aiin [sol] daiiin
PROC013	E376	B6-S001	B6	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	raly	ol	daiin	fortsetzen	CONTINUE_USE	raly [ol] daiin
PROC009	E377	B6-S001	B6	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	ol	daiin	ol	Maß	METER_CHECK	ol [daiin] ol
PROC013	E378	B6-S001	B6	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	daiin	ol	dain	fortsetzen	CONTINUE_USE	daiin [ol] dain
PROC156	E379	B6-S001	B6	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	ol	dain	chey	Portion	ACTIVATE_CHARGE	ol [dain] chey
PROC019	E380	B6-S001	B6	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	dain	chey	ldalor	dies	ACTIVATE_CHARGE	dain [chey] ldalor
