record_id	plaintext	units	unit_names
43	pleri	85,94,71,56	P c q N
44	ad	2,11	C k
45	voluntatem	23,27,94,93,5,9,2,9,42,96	l p c u s ok C ok r z
46	eorum	42,27,49,46	r p a T
47	respondeant	49,42,89,85,27,5,11,42,2,5,9	a r I P p s k r C s ok
48	qua	92,2	j C
49	consuetudine	13,89,93,42,9,93,11,56,5,42	S I u r ok u k N s r
50	cognita	20,27,90,5,56,9,2	e p x s N ok C
51	caesar	20,2,42,89,2,49	e C r I C a
52	ne	5,42	s r
53	graviori	90,49,2,23,56,27,49,56	x a C l N p a N
54	bello	7,42,94,94,27	d r c c p
55	occurreret	27,86,86,93,49,49,8,9	p n n u a a o ok
56	maturius	96,2,9,93,49,56,93,87	z C ok u a N u g
57	quam	92,2,96	j C z
58	consuerat	13,89,93,71,2,9	S I u q C ok
59	ad	2,11	C k
60	eo	42,27	r p
61	cum	20,95	e h
62	venisset	23,42,5,56,89,89,42,9	l r s N I I r ok
63	ea	42,2	r C
64	quas	92,2,87	j C g
65	suspicatus	89,93,89,85,56,86,2,9,93,87	I u I P N n C ok u g
66	erat	71,2,9	q C ok
67	cognovit	20,27,90,5,27,23,56,9	e p x s p l N ok
68	missas	96,56,89,89,2,87	z N I I C g
69	legationes	94,42,90,2,9,56,27,5,42,87	c r x C ok N p s r g
70	ab	2,7	C d
71	non	5,27,5	s p s
72	nullis	5,93,94,94,56,87	s u c c N g
73	civitatibus	20,56,23,56,9,2,9,56,7,93,87	e N l N ok C ok N d u g
74	ad	2,11	C k
75	germanos	90,71,96,2,5,27,87	x q z C s p g
76	invitatos	56,5,23,56,9,2,9,27,87	N s l N ok C ok p g
77	eos	42,27,87	r p g
78	uti	93,9,56	u ok N
79	ab	2,7	C d
80	discederent	11,56,89,86,42,11,71,6	k N I n r k q aN
81	omnia	27,96,5,56,2	p z s N C
82	quae	92,2,42	j C r
83	que	14	t
84	postulassent	85,27,89,9,93,94,2,89,89,6	P p I ok u c C I I aN
85	ab	2,7	C d
86	se	15	Ce
87	parata	85,2,49,2,9,2	P C a C ok C
88	qua	92,2	j C
89	spe	89,85,42	I P r
90	adducti	2,11,11,93,86,9,56	C k k u n ok N
91	germani	90,71,96,2,5,56	x q z C s N
92	latius	94,2,9,56,93,87	c C ok N u g
93	iam	56,2,96	N C z
94	vagabantur	23,2,90,2,7,2,5,9,93,49	l C x C d C s ok u a
95	et	22	E
96	in	1	y
97	eburonum	42,7,93,49,27,5,46	r d u a p s T
98	et	22	E
99	condrusorum	13,11,49,93,89,27,49,46	S k a u I p a T
100	qui	3	ar
101	sunt	89,93,5,9	I u s ok
102	treverorum	9,49,42,23,71,27,49,46	ok a r l q p a T
103	clientes	20,94,56,6,42,87	e c N aN r g
104	pervenerant	85,71,23,42,5,71,2,5,9	P q l r s q C s ok
105	principibus	85,49,56,5,86,56,85,56,7,93,87	P a N s n N P N d u g
106	gallice	90,2,94,94,56,86,42	x C c c N n r
107	evocatis	42,23,27,86,2,9,56,87	r l p n C ok N g
108	caesar	20,2,42,89,2,49	e C r I C a
109	ea	42,2	r C
110	quae	92,2,42	j C r
111	cognoverat	20,27,90,5,27,23,71,2,9	e p x s p l q C ok
112	dissimulanda	11,56,89,89,56,96,93,94,2,5,11,2	k N I I N z u c C s k C
113	sibi	89,56,7,56	I N d N
114	eorumque	42,27,49,95,91	r p a h b
115	animis	2,5,56,96,56,87	C s N z N g
116	permulsis	85,71,96,93,94,89,56,87	P q z u c I N g
117	et	22	E
118	equitatu	42,0,56,9,2,9,93	r ol N ok C ok u
119	imperato	56,96,85,71,2,9,27	N z P q C ok p
120	bellum	7,42,94,94,46	d r c c T
121	cum	20,95	e h
122	germanis	90,71,96,2,5,56,87	x q z C s N g
123	gerere	90,71,8	x q o
124	constituit	13,89,9,56,9,93,56,9	S I ok N ok u N ok
125	re	49,42	a r
126	comparata	20,27,97,96,85,2,49,2,9,2	e p v z P C a C ok C
127	equitibusque	42,0,56,9,56,7,93,89,91	r ol N ok N d u I b
128	delectis	11,42,94,42,86,9,56,87	k r c r n ok N g
129	iter	56,9,71	N ok q
130	in	1	y
131	ea	42,2	r C
132	loca	94,27,86,2	c p n C
133	coepit	20,27,42,85,56,9	e p r P N ok
134	quibus	92,56,7,93,87	j N d u g
135	in	1	y
136	locis	94,27,86,56,87	c p n N g
137	esse	42,89,89,42	r I I r
138	germanos	90,71,96,2,5,27,87	x q z C s p g
139	audiebat	2,93,11,56,42,7,2,9	C u k N r d C ok
140	a	2	C
141	quibus	92,56,7,93,87	j N d u g
142	cum	20,95	e h
143	paucorum	85,2,93,86,27,49,46	P C u n p a T
144	dierum	11,56,71,46	k N q T
145	iter	56,9,71	N ok q
146	abesset	2,7,42,89,89,42,9	C d r I I r ok
147	legati	94,42,90,2,9,56	c r x C ok N
148	ab	2,7	C d
149	iis	56,56,87	N N g
150	venerunt	23,42,5,71,93,5,9	l r s q u s ok
151	quorum	92,27,49,46	j p a T
152	oratio	27,49,2,9,56,27	p a C ok N p
153	germanos	90,71,96,2,5,27,87	x q z C s p g
154	neque	5,42,91	s r b
155	priores	85,49,56,27,49,42,87	P a N p a r g
156	populo	85,27,85,93,94,27	P p P u c p
157	romano	49,27,96,2,5,27	a p z C s p
158	bellum	7,42,94,94,46	d r c c T
159	neque	5,42,91	s r b
160	tamen	9,2,96,42,5	ok C z r s
161	recusare	49,42,86,93,89,2,49,42	a r n u I C a r
162	si	89,56	I N
163	lacessantur	94,2,86,42,89,89,2,5,9,93,49	c C n r I I C s ok u a
164	quin	92,56,5	j N s
165	armis	2,49,96,56,87	C a z N g
166	contendant	13,9,42,5,11,2,5,9	S ok r s k C s ok
167	quod	92,27,11	j p k
168	germanorum	90,71,96,2,5,27,49,46	x q z C s p a T
169	consuetudo	13,89,93,42,9,93,11,27	S I u r ok u k p
170	sit	89,56,9	I N ok
171	a	2	C
172	maioribus	96,2,56,27,49,56,7,93,87	z C N p a N d u g
173	tradita	9,49,2,11,56,9,2	ok a C k N ok C
174	quicumque	92,56,86,95,91	j N n h b
175	bellum	7,42,94,94,46	d r c c T
176	resistere	49,42,89,56,89,9,8	a r I N I ok o
177	neque	5,42,91	s r b
178	deprecari	11,42,85,49,42,86,2,49,56	k r P a r n C a N
179	tamen	9,2,96,42,5	ok C z r s
180	dicere	11,56,86,8	k N n o
181	venisse	23,42,5,56,89,89,42	l r s N I I r
182	invitos	56,5,23,56,9,27,87	N s l N ok p g
183	eiectos	42,56,42,86,9,27,87	r N r n ok p g
184	domo	11,27,96,27	k p z p
185	si	89,56	I N
186	suam	89,93,2,96	I u C z
187	gratiam	90,49,2,9,56,2,96	x a C ok N C z
188	romani	49,27,96,2,5,56	a p z C s N
189	velint	23,42,94,56,5,9	l r c N s ok
190	posse	85,27,89,89,42	P p I I r
191	iis	56,56,87	N N g
192	utiles	93,9,56,94,42,87	u ok N c r g
193	esse	42,89,89,42	r I I r
194	amicos	2,96,56,86,27,87	C z N n p g
195	vel	23,42,94	l r c
196	sibi	89,56,7,56	I N d N
197	agros	2,90,49,27,87	C x a p g
198	attribuant	2,9,9,49,56,7,93,2,5,9	C ok ok a N d u C s ok
199	vel	23,42,94	l r c
200	patiantur	85,2,9,56,2,5,9,93,49	P C ok N C s ok u a
201	eos	42,27,87	r p g
202	tenere	9,42,5,8	ok r s o
203	quos	92,27,87	j p g
204	armis	2,49,96,56,87	C a z N g
205	possederint	85,27,89,89,42,11,71,56,5,9	P p I I r k q N s ok
206	sese	89,42,89,42	I r I r
207	unis	93,5,56,87	u s N g
208	suebis	89,93,42,7,56,87	I u r d N g
209	concedere	13,86,42,11,8	S n r k o
210	quibus	92,56,7,93,87	j N d u g
211	ne	5,42	s r
212	di	11,56	k N
213	quidem	92,56,11,42,96	j N k r z
214	immortales	56,96,96,27,49,9,2,94,42,87	N z z p a ok C c r g
215	pares	85,2,49,42,87	P C a r g
216	esse	42,89,89,97,42	r I I v r
217	possint	85,27,89,89,56,5,9	P p I I N s ok
218	reliquum	49,42,94,56,0,46	a r c N ol T
219	quidem	92,56,11,42,96	j N k r z
220	in	1	y
221	terris	9,71,49,56,87	ok q a N g
222	esse	42,89,89,42	r I I r
223	neminem	5,42,96,56,5,42,96	s r z N s r z
224	quem	14,96	t z
225	non	5,27,5	s p s
226	superare	89,93,85,71,2,49,42	I u P q C a r
227	possint	85,27,89,89,56,5,9	P p I I N s ok
228	ad	2,11	C k
229	caesar	20,2,42,89,2,49	e C r I C a
230	quae	92,2,42	j C r
231	visum	23,56,89,46	l N I T
232	est	42,89,9	r I ok
233	respondit	49,42,89,85,27,5,11,56,9	a r I P p s k N ok
234	sed	89,42,11	I r k
235	orationis	27,49,2,9,56,27,5,56,87	p a C ok N p s N g
236	sibi	89,56,7,56	I N d N
237	nullam	5,93,94,94,2,96	s u c c C z
238	cum	20,95	e h
239	iis	56,56,87	N N g
240	amicitiam	2,96,56,86,56,9,56,2,96	C z N n N ok N C z
241	esse	42,89,89,42	r I I r
242	posse	85,27,89,89,42	P p I I r
243	si	89,56	I N
244	in	1	y
245	gallia	90,2,94,94,56,2	x C c c N C
246	remanerent	49,42,96,2,5,71,6	a r z C s q aN
247	neque	5,42,91	s r b
248	verum	23,71,46	l q T
249	esse	42,89,89,42	r I I r
250	qui	3	ar
251	suos	89,93,27,87	I u p g
252	tueri	9,93,71,56	ok u q N
253	non	5,27,5	s p s
254	potuerint	85,27,9,93,71,56,5,9	P p ok u q N s ok
255	alienos	2,94,56,42,5,27,87	C c N r s p g
256	occupare	27,86,86,93,85,2,49,42	p n n u P C a r
257	neque	5,42,91	s r b
258	ullos	93,94,94,27,87	u c c p g
259	in	1	y
260	gallia	90,2,94,94,56,2	x C c c N C
261	vacare	23,2,86,2,49,42	l C n C a r
262	agros	2,90,49,27,87	C x a p g
263	qui	3	ar
264	dari	11,2,49,56	k C a N
265	tantae	9,2,5,9,2,42	ok C s ok C r
266	praesertim	85,49,2,42,89,71,9,56,96	P a C r I q ok N z
267	multitudini	96,93,94,9,56,9,93,11,56,5,56	z u c ok N ok u k N s N
268	sine	89,56,5,42	I N s r
269	iniuria	56,5,56,93,49,56,2	N s N u a N C
270	possint	85,27,89,89,56,5,9	P p I I N s ok
271	sed	89,42,11	I r k
272	licere	94,56,86,8	c N n o
273	si	89,56	I N
274	velint	23,42,94,56,5,9	l r c N s ok
275	in	1	y
276	ubiorum	93,7,56,27,49,46	u d N p a T
277	considere	13,89,56,11,8	S I N k o
278	quorum	92,27,49,46	j p a T
279	sint	89,56,5,9	I N s ok
280	legati	94,42,90,2,9,56	c r x C ok N
281	apud	2,85,93,11	C P u k
282	se	15	Ce
283	et	22	E
284	de	11,42	k r
285	sueborum	89,93,42,7,27,49,46	I u r d p a T
286	iniuriis	56,5,56,93,49,56,56,87	N s N u a N N g
287	querantur	92,71,2,5,9,93,49	j q C s ok u a
288	et	22	E
289	a	2	C
290	se	15	Ce
291	petant	85,42,9,2,5,9	P r ok C s ok
292	se	15	Ce
293	ubiis	93,7,56,56,87	u d N N g
294	imperaturus	56,96,85,71,2,9,93,49,93,87	N z P q C ok u a u g
295	legati	94,42,90,2,9,56	c r x C ok N
296	se	15	Ce
297	ad	2,11	C k
298	suos	89,93,27,87	I u p g
299	relaturos	49,42,94,2,9,93,49,27,87	a r c C ok u a p g
300	et	22	E
301	re	49,42	a r
302	deliberata	11,42,94,56,7,71,2,9,2	k r c N d q C ok C
303	post	85,27,89,9	P p I ok
304	diem	11,56,42,96,97	k N r z v
305	tertium	9,71,9,56,46	ok q ok N T
306	ad	2,11	C k
307	caesarem	20,2,42,89,2,49,42,96	e C r I C a r z
308	reversuros	49,42,23,71,89,93,49,27,87	a r l q I u a p g
309	interea	56,5,9,8,2	N s ok o C
310	ne	5,42	s r
311	propius	85,49,27,85,56,93,87	P a p P N u g
312	se	15	Ce
313	castra	20,2,89,9,49,2	e C I ok a C
314	moveret	96,27,23,8,9	z p l o ok
315	petierunt	85,42,9,56,71,93,5,9	P r ok N q u s ok
316	ne	5,42	s r
317	id	56,11	N k
318	quidem	92,56,11,42,96	j N k r z
319	caesar	20,2,42,89,2,49	e C r I C a
320	ab	2,7	C d
321	se	15	Ce
322	impetrari	56,96,85,42,9,49,2,49,56	N z P r ok a C a N
323	posse	85,27,89,89,42	P p I I r
324	cognoverat	20,27,90,5,27,23,71,2,9	e p x s p l q C ok
325	enim	42,5,56,96	r s N z
326	magnam	96,2,90,5,2,96	z C x s C z
327	partem	85,2,49,9,42,96	P C a ok r z
328	equitatus	42,0,56,9,2,9,93,87	r ol N ok C ok u g
329	ab	2,7	C d
330	iis	56,56,87	N N g
331	aliquot	2,94,56,0,27,9	C c N ol p ok
332	diebus	11,56,42,7,93,87	k N r d u g
333	ante	2,5,9,42	C s ok r
334	praedandi	85,49,2,42,11,2,5,11,56	P a C r k C s k N
335	causa	20,2,93,89,2	e C u I C
336	ad	2,11	C k
337	ambivaritos	2,96,7,56,23,2,49,56,9,27,87	C z d N l C a N ok p g
338	trans	9,49,2,5,87	ok a C s g
339	mosam	96,27,89,2,96	z p I C z
340	missam	96,56,89,89,2,96	z N I I C z
341	equites	42,0,56,9,42,87	r ol N ok r g
342	atque	2,9,91	C ok b
343	eius	42,56,93,87	r N u g
344	rei	49,42,56	a r N
345	causa	20,2,93,89,2	e C u I C
346	moram	96,27,49,2,96	z p a C z
347	interponi	56,5,9,71,85,27,5,56	N s ok q P p s N
348	arbitrabatur	2,49,7,56,9,49,2,7,2,9,93,49	C a d N ok a C d C ok u a
349	mosa	96,27,89,2	z p I C
350	ex	10	ot
351	monte	96,27,5,9,42	z p s ok r
352	vosego	23,27,89,42,90,27	l p I r x p
353	qui	3	ar
354	est	42,89,9	r I ok
355	in	1	y
356	lingonum	94,56,5,90,27,5,46	c N s x p s T
357	et	22	E
358	parte	85,2,49,9,42	P C a ok r
359	quadam	92,2,11,2,96	j C k C z
360	ex	10	ot
361	recepta	49,42,86,42,85,9,2	a r n r P ok C
362	quae	92,2,42	j C r
363	appellatur	2,85,85,42,94,94,2,9,93,49	C P P r c c C ok u a
364	vacalus	23,2,86,2,94,93,87	l C n C c u g
365	insulam	56,5,89,93,94,2,96	N s I u c C z
366	batavorum	7,2,9,2,23,27,49,46	d C ok C l p a T
367	in	1	y
368	oceanum	27,86,42,2,5,46	p n r C s T
369	neque	5,42,91	s r b
370	longius	94,27,5,90,56,93,87	c p s x N u g
371	ab	2,7	C d
372	oceano	27,86,42,2,5,27	p n r C s p
373	milibus	96,56,94,56,7,93,87	z N c N d u g
374	passuum	85,2,89,89,93,46	P C I I u T
375	in	1	y
376	autem	2,93,9,42,96	C u ok r z
377	oritur	27,49,56,9,93,49	p a N ok u a
378	ex	10	ot
379	lepontiis	94,42,85,27,5,9,56,56,87	c r P p s ok N N g
380	qui	3	ar
381	alpes	2,94,85,42,87	C c P r g
382	incolunt	56,5,86,27,94,93,5,9	N s n p c u s ok
383	et	22	E
384	longo	94,27,5,90,27	c p s x p
385	spatio	89,85,2,9,56,27	I P C ok N p
386	per	85,71	P q
387	nantuatium	5,2,5,9,93,97,2,9,56,46	s C s ok u v C ok N T
388	sequanorum	89,42,0,2,5,27,49,46	I r ol C s p a T
389	mediomatricorum	96,42,11,56,27,96,2,9,49,56,86,27,49,46	z r k N p z C ok a N n p a T
390	tribocorum	9,49,56,7,27,86,27,49,46	ok a N d p n p a T
391	treverorum	9,49,42,23,71,27,49,46	ok a r l q p a T
392	citatus	20,56,9,2,9,93,87	e N ok C ok u g
393	et	22	E
394	ubi	93,7,56	u d N
395	oceano	27,86,42,2,5,27	p n r C s p
396	adpropinquavit	2,11,85,49,27,85,56,5,0,2,23,56,9	C k P a p P N s ol C l N ok
397	in	1	y
398	plures	85,94,93,49,42,87	P c u a r g
399	partes	85,2,49,9,42,87	P C a ok r g
400	multis	96,93,94,9,56,87	z u c ok N g
401	ingentibus	56,5,90,6,56,7,93,87	N s x aN N d u g
402	insulis	56,5,89,93,94,56,87	N s I u c N g
403	quarum	92,2,49,46	j C a T
404	pars	85,2,49,87	P C a g
405	magna	96,2,90,5,2	z C x s C
406	a	2	C
407	barbaris	7,2,49,7,2,49,56,87	d C a d C a N g
408	nationibus	5,2,9,56,27,5,56,7,93,87	s C ok N p s N d u g
409	incolitur	56,5,86,27,94,56,9,93,49	N s n p c N ok u a
410	ex	10	ot
411	quibus	92,56,7,93,87	j N d u g
412	sunt	89,93,5,9	I u s ok
413	qui	3	ar
414	piscibus	85,56,89,86,56,7,93,87	P N I n N d u g
415	atque	2,9,91	C ok b
416	ovis	27,23,56,87	p l N g
417	avium	2,23,56,46	C l N T
418	vivere	23,56,23,8	l N l o
419	multis	96,93,94,9,56,87	z u c ok N g
420	capitibus	20,2,85,56,9,56,7,93,87	e C P N ok N d u g
421	in	1	y
422	oceanum	27,86,42,2,5,46	p n r C s T
423	caesar	20,2,42,89,2,49	e C r I C a
424	cum	20,95	e h
425	ab	2,7	C d
426	non	5,27,5	s p s
427	amplius	2,96,85,94,56,93,87	C z P c N u g
428	passuum	85,2,89,89,93,46	P C I I u T
429	milibus	96,56,94,56,7,93,87	z N c N d u g
430	abesset	2,7,42,89,89,42,9	C d r I I r ok
431	ut	12	al
432	erat	71,2,9	q C ok
433	constitutum	13,89,9,56,9,93,9,46	S I ok N ok u ok T
434	ad	2,11	C k
435	eum	42,46	r T
436	legati	94,42,90,2,9,56	c r x C ok N
437	revertuntur	49,42,23,71,9,93,5,9,93,49	a r l q ok u s ok u a
438	qui	3	ar
439	in	1	y
440	itinere	56,9,56,5,8	N ok N s o
441	congressi	13,90,49,42,89,89,56	S x a r I I N
442	magnopere	96,2,90,5,27,85,8	z C x s p P o
443	ne	5,42	s r
444	longius	94,27,5,90,56,93,87	c p s x N u g
445	progrederetur	85,49,27,90,49,42,11,8,9,93,49	P a p x a r k o ok u a
446	orabant	27,49,2,7,2,5,9	p a C d C s ok
447	cum	20,95	e h
448	id	56,11	N k
449	non	5,27,5	s p s
450	impetrassent	56,96,85,42,9,49,2,89,89,6	N z P r ok a C I I aN
451	petebant	85,42,9,42,7,2,5,9	P r ok r d C s ok
452	uti	93,9,56	u ok N
453	ad	2,11	C k
454	eos	42,27,87	r p g
455	equites	42,0,56,9,42,87	r ol N ok r g
456	qui	3	ar
457	agmen	2,90,96,42,5	C x z r s
458	antecessissent	2,5,9,42,86,42,89,89,56,89,89,6	C s ok r n r I I N I I aN
459	praemitteret	85,49,2,42,96,56,9,9,8,9	P a C r z N ok ok o ok
460	eos	42,27,87	r p g
461	pugna	85,93,90,5,2	P u x s C
462	sibique	89,56,7,56,91	I N d N b
463	ut	12	al
464	potestatem	85,27,9,42,89,9,2,9,42,96	P p ok r I ok C ok r z
465	in	1	y
466	ubios	93,7,56,27,87	u d N p g
467	legatos	94,42,90,2,9,27,87	c r x C ok p g
468	mittendi	96,56,9,9,42,5,11,56	z N ok ok r s k N
469	quorum	92,27,49,46	j p a T
470	si	89,56	I N
471	principes	85,49,56,5,86,56,85,42,87	P a N s n N P r g
472	ac	2,86	C n
473	senatus	97,89,42,5,2,9,93,87	v I r s C ok u g
474	sibi	89,56,7,56	I N d N
475	iure	56,93,49,42	N u a r
476	iurando	56,93,49,2,5,11,27	N u a C s k p
477	ea	42,2	r C
478	condicione	13,11,56,86,56,27,5,42	S k N n N p s r
479	quae	92,2,42	j C r
480	a	2	C
481	caesare	20,2,42,89,2,49,42	e C r I C a r
482	se	15	Ce
483	usuros	93,89,93,49,27,87	u I u a p g
484	ostendebant	27,89,9,42,5,11,42,7,2,5,9	p I ok r s k r d C s ok
485	ad	2,11	C k
486	res	49,42,87	a r g
487	sibi	89,56,7,56	I N d N
488	tridui	9,49,56,11,93,56	ok a N k u N
489	spatium	89,85,2,9,56,46	I P C ok N T
490	daret	11,2,49,42,9	k C a r ok
491	omnia	27,96,5,56,2	p z s N C
492	caesar	20,2,42,89,2,49	e C r I C a
493	eodem	42,27,11,42,96	r p k r z
494	illo	56,94,94,27	N c c p
495	pertinere	85,71,9,56,5,8	P q ok N s o
496	arbitrabatur	2,49,7,56,9,49,2,7,2,9,93,49	C a d N ok a C d C ok u a
497	ut	12	al
498	tridui	9,49,56,11,93,56	ok a N k u N
499	mora	96,27,49,2	z p a C
500	interposita	56,5,9,71,85,27,89,56,9,2	N s ok q P p I N ok C
501	equites	42,0,56,9,42,87	r ol N ok r g
502	eorum	42,27,49,46	r p a T
503	qui	3	ar
504	abessent	2,7,42,89,89,6	C d r I I aN
505	reverterentur	49,42,23,71,9,71,6,93,49	a r l q ok q aN u a
506	tamen	9,2,96,42,5	ok C z r s
507	sese	89,42,89,42	I r I r
508	non	5,27,5	s p s
509	longius	94,27,5,90,56,93,87	c p s x N u g
510	milibus	96,56,94,56,7,93,87	z N c N d u g
511	passuum	85,2,89,89,93,46	P C I I u T
512	iiii	56,56,56,56	N N N N
513	aquationis	2,0,2,9,56,27,5,56,87	C ol C ok N p s N g
514	causa	20,2,93,89,2	e C u I C
515	processurum	85,49,27,86,42,89,89,93,49,46	P a p n r I I u a T
516	eo	42,27	r p
517	die	11,56,42	k N r
518	postero	85,27,89,9,71,27	P p I ok q p
519	die	11,56,42	k N r
520	quam	92,2,96	j C z
521	convenirent	13,23,42,5,56,49,6	S l r s N a aN
522	ut	12	al
523	de	11,42	k r
524	eorum	42,27,49,46	r p a T
525	postulatis	85,27,89,9,93,94,2,9,56,87	P p I ok u c C ok N g
526	cognosceret	20,27,90,5,27,89,86,8,9	e p x s p I n o ok
527	interim	56,5,9,71,56,96	N s ok q N z
528	ad	2,11	C k
529	qui	3	ar
530	cum	20,95	e h
531	omni	27,96,5,56	p z s N
532	equitatu	42,0,56,9,2,9,93	r ol N ok C ok u
533	antecesserant	2,5,9,42,86,42,89,89,71,2,5,9	C s ok r n r I I q C s ok
534	mittit	96,56,9,9,56,9	z N ok ok N ok
535	qui	3	ar
536	nuntiarent	5,93,5,9,56,2,49,6	s u s ok N C a aN
537	ne	5,42	s r
538	proelio	85,49,27,42,94,56,27	P a p r c N p
539	lacesserent	94,2,86,42,89,89,71,6	c C n r I I q aN
540	et	22	E
541	si	89,56	I N
542	ipsi	56,85,89,56	N P I N
543	lacesserentur	94,2,86,42,89,89,71,6,93,49	c C n r I I q aN u a
544	sustinerent	89,93,89,9,56,5,71,6	I u I ok N s q aN
545	quoad	92,27,2,11	j p C k
546	ipse	56,85,89,42	N P I r
547	cum	20,95	e h
548	propius	85,49,27,85,56,93,87	P a p P N u g
549	accessisset	2,86,86,42,89,89,56,89,89,42,9	C n n r I I N I I r ok
550	at	2,9	C ok
551	ubi	93,7,56	u d N
552	primum	85,49,56,96,46	P a N z T
553	nostros	5,27,89,9,49,27,87	s p I ok a p g
554	equites	42,0,56,9,42,87	r ol N ok r g
555	quorum	92,27,49,46	j p a T
556	erat	71,97,2,9	q v C ok
557	v	23	l
558	milium	96,56,94,56,46	z N c N T
559	numerus	5,95,71,93,87	s h q u g
560	cum	20,95	e h
561	ipsi	56,85,89,56	N P I N
562	non	5,27,5	s p s
563	amplius	2,96,85,94,56,93,87	C z P c N u g
564	dccc	11,86,86,86	k n n n
565	equites	42,0,56,9,42,87	r ol N ok r g
566	quod	92,27,11	j p k
567	ii	56,56	N N
568	qui	3	ar
569	causa	20,2,93,89,2	e C u I C
570	erant	71,2,5,9	q C s ok
571	trans	9,49,2,5,87	ok a C s g
572	mosam	96,27,89,2,96	z p I C z
573	nondum	5,27,5,11,46	s p s k T
574	redierant	49,42,11,56,71,2,5,9	a r k N q C s ok
575	timentibus	9,56,96,6,56,7,93,87	ok N z aN N d u g
576	nostris	5,27,89,9,49,56,87	s p I ok a N g
577	quod	92,27,11	j p k
578	legati	94,42,90,2,9,56	c r x C ok N
579	eorum	42,27,49,46	r p a T
580	paulo	85,2,93,94,27	P C u c p
581	ante	2,5,9,42	C s ok r
582	a	2	C
583	caesare	20,2,42,89,2,49,42	e C r I C a r
584	discesserant	11,56,89,86,42,89,89,71,2,5,9	k N I n r I I q C s ok
585	atque	2,9,91	C ok b
586	is	56,87	N g
587	dies	11,56,42,87	k N r g
588	indutiis	56,5,11,93,9,56,56,87	N s k u ok N N g
589	erat	71,2,9	q C ok
590	ab	2,7	C d
591	petitus	85,42,9,56,9,93,87	P r ok N ok u g
592	impetu	56,96,85,42,9,93	N z P r ok u
593	celeriter	20,42,94,71,56,9,71	e r c q N ok q
594	nostros	5,27,89,9,49,27,87	s p I ok a p g
595	perturbaverunt	85,71,9,93,49,7,2,23,71,93,5,9	P q ok u a d C l q u s ok
596	rursus	49,93,49,89,93,87	a u a I u g
597	resistentibus	49,42,89,56,89,9,6,56,7,93,87	a r I N I ok aN N d u g
598	consuetudine	13,89,93,42,9,93,11,56,5,42	S I u r ok u k N s r
599	sua	89,93,2	I u C
600	ad	2,11	C k
601	pedes	85,42,11,42,87	P r k r g
602	desiluerunt	11,42,89,56,94,93,71,93,5,9	k r I N c u q u s ok
603	equis	42,0,56,87	r ol N g
604	compluribus	20,27,96,85,94,93,49,56,7,93,87	e p z P c u a N d u g
605	nostris	5,27,89,9,49,56,87	s p I ok a N g
606	deiectis	11,42,56,42,86,9,56,87	k r N r n ok N g
607	reliquos	49,42,94,56,0,27,87	a r c N ol p g
608	in	1	y
609	coniecerunt	13,56,42,86,71,93,5,9	S N r n q u s ok
610	atque	2,9,91	C ok b
611	ita	56,9,2	N ok C
612	perterritos	85,71,9,71,49,56,9,27,87	P q ok q a N ok p g
613	egerunt	42,90,71,93,5,9	r x q u s ok
614	ut	12	al
615	non	5,27,5	s p s
616	prius	85,49,56,93,87	P a N u g
617	desisterent	11,42,89,56,89,9,71,6	k r I N I ok q aN
