language	carrier_level	carrier_id	carrier	modal_role	role_support_of_6	modal_output	output_support_of_6	modal_exact_pair	exact_pair_support_of_6
middle_high_german	primitive	19	k	literal_carrier	4	o	2	literal_carrier:o	2
middle_high_german	primitive	20	l	connector	3	doz	2	connector:doz	2
middle_high_german	primitive	21	m	literal_carrier	2	t	2	prefix_operator:p	1
middle_high_german	primitive	22	n	literal_carrier	6	h	2	literal_carrier:h	2
middle_high_german	primitive	23	o	connector	2	doz	2	connector:doz	2
middle_high_german	primitive	24	p	literal_carrier	4	ro	1	syllabic_carrier:ro	1
middle_high_german	primitive	25	q	literal_carrier	3	r	2	prefix_operator:r	2
middle_high_german	primitive	26	r	literal_carrier	4	z	2	literal_carrier:z	2
middle_high_german	primitive	27	s	literal_carrier	4	n	2	literal_carrier:n	2
middle_high_german	primitive	28	t	literal_carrier	4	o	1	literal_carrier:o	1
middle_high_german	primitive	29	u	syllabic_carrier	4	q	1	literal_carrier:q	1
middle_high_german	primitive	30	v	literal_carrier	2	f	1	literal_carrier:f	1
middle_high_german	primitive	31	x	literal_carrier	2	m	1	literal_carrier:m	1
middle_high_german	primitive	32	y	suffix_operator	6	oy	3	suffix_operator:oy	3
middle_high_german	primitive	33	z	literal_carrier	5	a	2	literal_carrier:a	2
middle_high_german	unit	0	ol			doz duz	1		1
middle_high_german	unit	1	y			oy	3		3
middle_high_german	unit	2	C			e	2		2
middle_high_german	unit	3	ar			geschach z	1		1
middle_high_german	unit	4	or			doz z	2		2
middle_high_german	unit	5	s			n	2		2
middle_high_german	unit	6	aN			geschach p	1		1
middle_high_german	unit	7	d			r	3		3
middle_high_german	unit	8	o			doz	2		2
middle_high_german	unit	9	ok			doz le	1		1
middle_high_german	unit	10	ot			doz o	1		1
middle_high_german	unit	11	k			o	2		2
middle_high_german	unit	12	al			ceiin	2		2
middle_high_german	unit	13	S			de	1		1
middle_high_german	unit	14	t			o	1		1
middle_high_german	unit	15	Ce			ex	2		2
middle_high_german	unit	16	qok			t doz le	1		1
middle_high_german	unit	17	daN			r geschach p	1		1
middle_high_german	unit	18	Cedy			craft roy	1		1
middle_high_german	unit	19	qot			t doz o	1		1
middle_high_german	unit	20	e			x	3		3
middle_high_german	unit	21	Cy			yoy	1		1
middle_high_german	unit	22	E			<EMPTY>	4		4
middle_high_german	unit	23	l			doz	2		2
middle_high_german	unit	24	ody			doz roy	1		1
middle_high_german	unit	25	dy			roy	3		3
middle_high_german	unit	26	aI			geschach e	1		1
middle_high_german	unit	27	p			ro	1		1
middle_high_german	unit	28	Se			dex	1		1
middle_high_german	unit	29	Col			y doz duz	1		1
middle_high_german	unit	30	Cey			craft oy	1		1
middle_high_german	unit	31	Ey			oy	3		3
middle_high_german	unit	32	ey			xoy	2		2
middle_high_german	unit	33	Edy			roy	3		3
middle_high_german	unit	34	edy			xroy	2		2
middle_high_german	unit	35	od			doz r	1		1
middle_high_german	unit	36	Sedy			dexroy	1		1
middle_high_german	unit	37	am			geschach p	1		1
middle_high_german	unit	38	olk			doz duz le	1		1
middle_high_german	unit	39	yk			exo	2		2
middle_high_german	unit	40	Cor			y doz z	1		1
middle_high_german	unit	41	yt			oyo	1		1
middle_high_german	unit	42	r			z	2		2
middle_high_german	unit	43	qo			t doz	1		1
middle_high_german	unit	44	Co			y doz	1		1
middle_high_german	unit	45	dal			r geschach duz	1		1
middle_high_german	unit	46	T			r	2		2
middle_high_german	unit	47	dar			r geschach z	1		1
middle_high_german	unit	48	Cdy			yroy	1		1
middle_high_german	unit	49	a			geschach	1		1
middle_high_german	unit	50	Ky			dex	3		3
middle_high_german	unit	51	ai			geschach do	1		1
middle_high_german	unit	52	air			geschach doz	1		1
middle_high_german	unit	53	Ty			roy	1		1
middle_high_german	unit	54	K			d	3		3
middle_high_german	unit	55	Sey			dexoy	1		1
middle_high_german	unit	56	N			p	3		3
middle_high_german	unit	57	f			l	1		1
middle_high_german	unit	58	ky			oex	2		2
middle_high_german	unit	59	So			ceiin	1		1
middle_high_german	unit	60	qokaI			t doz le geschach e	1		1
middle_high_german	unit	61	i			q	3		3
middle_high_german	unit	62	op			ro	1		1
middle_high_german	unit	63	Sol			de doz duz	1		1
middle_high_german	unit	64	qokaN			t doz le geschach p	1		1
middle_high_german	unit	65	qokEdy			t doz leroy	1		1
middle_high_german	unit	66	qokal			t doz le geschach duz	1		1
middle_high_german	unit	67	qokedy			t doz lexroy	1		1
middle_high_german	unit	68	CE			gedahte	2		2
middle_high_german	unit	69	Sy			disiu	1		1
middle_high_german	unit	70	eol			x doz duz	1		1
middle_high_german	unit	71	q			r	2		2
middle_high_german	unit	72	CEy			yoy	1		1
middle_high_german	unit	73	Ceol			craft doz duz	1		1
middle_high_german	unit	74	daI			r geschach e	1		1
middle_high_german	unit	75	os			doz n	1		1
middle_high_german	unit	76	qol			t doz duz	1		1
middle_high_german	unit	77	lk			duz le	1		1
middle_high_german	unit	78	qokEy			t doz leoy	1		1
middle_high_german	unit	79	okaN			doz le geschach p	1		1
middle_high_german	unit	80	okal			doz le geschach duz	1		1
middle_high_german	unit	81	m			t	2		2
middle_high_german	unit	82	otal			doz o geschach duz	1		1
middle_high_german	unit	83	oky			doz leoy	1		1
middle_high_german	unit	84	oty			doz ooy	1		1
middle_high_german	unit	85	P			ro	2		2
middle_high_german	unit	86	n			h	2		2
middle_high_german	unit	87	g			z	2		2
middle_high_german	unit	88	F			c	3		3
middle_high_german	unit	89	I			e	1		1
middle_high_german	unit	90	x			m	1		1
middle_high_german	unit	91	b			ant	1		1
middle_high_german	unit	92	j			m	2		2
middle_high_german	unit	93	u			q	1		1
middle_high_german	unit	94	c			ben	2		2
middle_high_german	unit	95	h			i	2		2
middle_high_german	unit	96	z			a	2		2
middle_high_german	unit	97	v			f	1		1
