carrier_a	carrier_b	component_id	train_shared_frames	train_weight	train_internal_weight	train_left_weight	train_right_weight	train_both_weight	held_reused_exact_frames	held_reused_weight	held_channels	held_examples
C+Ky	C+l	X001	6	6.841615476	2.564949357	3.178053830	1.098612289	0.000000000	2	3.178053830	internal:1;left:1	internal:1/2:C+*;left:qokaI
C+Ky	C+oky	X001	10	9.901886271	3.258096538	4.564348191	2.079441542	0.000000000	1	1.945910149	internal:1	internal:1/2:C+*
C+Ky	Ce+Ky	X001	16	14.268408719	3.465735903	4.564348191	6.238324625	0.000000000	4	4.787491743	internal:1;left:3	left:daN;internal:0/2:*+Ky;left:qok+ar
C+Ky	Cedy	X001	47	39.340618769	0.000000000	22.587303399	16.060168189	0.693147181	11	8.030084094	left:8;right:3	left:daN;right:daN;left:okaN
C+Ky	Cey	X001	35	28.590061953	0.000000000	14.897017379	12.999897394	0.693147181	7	5.257495372	left:5;right:2	left:daN;right:daN;left:dar
C+Ky	S+Ky	X001	13	12.748582966	3.332204510	5.257495372	4.158883083	0.000000000	2	3.784189634	internal:1;left:1	internal:0/2:*+Ky;left:qokaI
C+Ky	Se+Ky	X001	15	12.748582966	3.044522438	3.465735903	6.238324625	0.000000000	2	3.178053830	internal:1;left:1	internal:0/2:*+Ky;left:qokaI
C+Ky	Sedy	X001	44	35.858005995	0.000000000	20.203302915	14.961555900	0.693147181	9	6.238324625	left:7;right:2	left:daN;left:okaN;left:ot+aI
C+Ky	daN	X001	43	35.533956279	0.000000000	17.276563513	18.257392766	0.000000000	6	4.158883083	left:3;right:3	left:daN;right:daN;right:dy
C+Ky	ok+E+ey	X001	6	4.158883083	0.000000000	2.772588722	1.386294361	0.000000000	0	0.000000000		<NA>
C+Ky	ol	X001	39	31.662755268	0.000000000	18.375175802	13.287579466	0.000000000	7	5.257495372	left:6;right:1	left:daN;right:daN;left:okaN
C+Ky	ol+Sedy	X001	10	6.931471806	0.000000000	3.465735903	3.465735903	0.000000000	0	0.000000000		<NA>
C+Ky	y+CEy	X001	5	3.465735903	0.000000000	0.693147181	2.772588722	0.000000000	0	0.000000000		<NA>
C+Ty	Cedy	X001	24	20.559977859	0.000000000	11.143599403	8.723231275	0.693147181	4	3.178053830	left:2;right:2	left:daN;right:C+Ky;right:qokaI
C+Ty	Cey	X001	23	19.356005055	0.000000000	11.325920960	7.336936914	0.693147181	4	3.178053830	left:2;right:2	left:daN;right:qok+y;right:qokaI
C+Ty	S+Ty	X001	8	8.348537825	3.091042453	3.178053830	2.079441542	0.000000000	1	2.197224577	internal:1	internal:0/2:*+Ty
C+Ty	Sedy	X001	23	19.238222019	0.000000000	11.613603033	7.624618986	0.000000000	5	3.465735903	left:3;right:2	left:daN;right:qok+y;right:qokaI
C+Ty	ol	X001	21	16.988881440	0.000000000	11.731386068	5.257495372	0.000000000	3	2.484906650	left:3	left:daN;left:Sedy;left:qokaI
C+aN	Col	X001	20	14.673873827	0.000000000	9.416378455	5.257495372	0.000000000	0	0.000000000		<NA>
C+aN	daI	X001	18	12.882114358	0.000000000	6.238324625	6.643789733	0.000000000	0	0.000000000		<NA>
C+aN	daN	X001	27	20.336834308	0.000000000	11.208137925	9.128696383	0.000000000	1	0.693147181	left:1	left:Cy
C+aN	o+aN	X001	6	6.410174882	2.944438979	0.693147181	2.772588722	0.000000000	1	2.079441542	internal:1	internal:0/2:*+aN
C+aN	ol	X001	16	12.306750213	0.000000000	9.128696383	3.178053830	0.000000000	0	0.000000000		<NA>
C+aN	or	X001	18	12.882114358	0.000000000	7.336936914	4.852030264	0.693147181	0	0.000000000		<NA>
C+al	Cedy	X001	10	6.931471806	0.000000000	4.158883083	2.772588722	0.000000000	3	2.079441542	left:3	left:qokaN;left:qokEy;left:qokaI
C+al	Cey	X001	12	8.317766167	0.000000000	4.852030264	3.465735903	0.000000000	3	2.079441542	left:3	left:qokaN;left:qokEy;left:qokaI
C+al	dar	X001	11	7.624618986	0.000000000	4.158883083	3.465735903	0.000000000	0	0.000000000		<NA>
C+al	ol	X001	12	8.317766167	0.000000000	4.852030264	3.465735903	0.000000000	4	2.772588722	left:4	left:Cor;left:qokaN;left:qokEy
C+ar	Cey	X001	22	15.654703080	0.000000000	8.723231275	6.931471806	0.000000000	1	0.693147181	left:1	left:aN
C+ar	ar	X001	25	18.545074838	0.000000000	9.416378455	8.435549202	0.693147181	2	2.197224577	right:2	right:aN;right:ar
C+ar	daN	X001	26	18.832756911	0.000000000	9.416378455	9.416378455	0.000000000	0	0.000000000		<NA>
C+ar	ol	X001	24	17.851927658	0.000000000	10.109525636	7.742402022	0.000000000	2	1.386294361	left:1;right:1	right:aN;left:aN
C+ar	or	X001	22	16.871098405	0.000000000	9.128696383	7.742402022	0.000000000	2	2.197224577	right:2	right:aN;right:ar
C+l	Cey	X001	10	7.336936914	0.000000000	4.852030264	2.484906650	0.000000000	2	1.386294361	left:2	left:aN;left:qokaI
C+l	Sedy	X001	10	7.742402022	0.000000000	5.950642553	1.791759469	0.000000000	1	0.693147181	left:1	left:qokaI
C+l	daN	X001	9	7.049254841	0.000000000	2.772588722	4.276666119	0.000000000	0	0.000000000		<NA>
C+l	ol	X001	11	8.435549202	0.000000000	5.257495372	2.484906650	0.693147181	2	1.386294361	left:2	left:aN;left:qokaI
C+ody	C+oky	X001	9	9.208739091	3.258096538	3.871201011	2.079441542	0.000000000	1	1.945910149	internal:1	internal:1/2:C+*
C+ody	C+oty	X001	9	8.946374826	3.401197382	3.465735903	2.079441542	0.000000000	1	2.079441542	internal:1	internal:1/2:C+*
C+ody	Cedy	X001	31	23.109423030	0.000000000	13.287579466	9.128696383	0.693147181	4	2.772588722	left:2;right:2	right:daN;left:Col;left:Ceol
C+ody	Col	X001	26	19.525904091	0.000000000	12.188967178	7.336936914	0.000000000	3	2.079441542	left:2;right:1	right:daN;left:Col;left:Ceol
C+ody	Se+ody	X001	8	8.147867130	3.295836866	3.465735903	1.386294361	0.000000000	1	2.079441542	internal:1	internal:0/2:*+ody
C+ody	Sedy	X001	26	18.832756911	0.000000000	12.882114358	5.950642553	0.000000000	2	1.386294361	left:1;right:1	left:Ceol;right:qokaN
C+ody	Sol	X001	24	17.734144622	0.000000000	9.010913347	8.723231275	0.000000000	1	0.693147181	right:1	right:daN
C+ody	daN	X001	42	30.616258980	0.000000000	15.942385153	13.287579466	1.386294361	4	2.772588722	left:3;right:1	right:daN;left:Col;left:Ceol
C+oky	Col	X001	16	11.901285105	0.000000000	5.662960480	5.545177444	0.693147181	0	0.000000000		<NA>
C+oky	Sol	X001	11	8.435549202	0.000000000	5.662960480	2.772588722	0.000000000	0	0.000000000		<NA>
C+oky	daN	X001	15	11.208137925	0.000000000	6.356107661	4.852030264	0.000000000	0	0.000000000		<NA>
C+oty	Sol	X001	15	10.802672817	0.000000000	3.465735903	7.336936914	0.000000000	0	0.000000000		<NA>
C+oty	daN	X001	15	10.802672817	0.000000000	4.158883083	6.643789733	0.000000000	0	0.000000000		<NA>
C+oty	ol	X001	12	8.723231275	0.000000000	0.693147181	8.030084094	0.000000000	0	0.000000000		<NA>
C+oty	qokaN	X001	13	9.010913347	0.000000000	4.158883083	4.852030264	0.000000000	0	0.000000000		<NA>
CE+s	Cedy	X001	8	5.545177444	0.000000000	4.158883083	1.386294361	0.000000000	1	0.693147181	right:1	right:ol
CE+s	Cey	X001	8	5.545177444	0.000000000	3.465735903	2.079441542	0.000000000	1	0.693147181	right:1	right:ol
CE+s	Sedy	X001	8	5.545177444	0.000000000	4.158883083	1.386294361	0.000000000	1	0.693147181	right:1	right:ol
CE+s	daN	X001	8	5.950642553	0.000000000	4.564348191	1.386294361	0.000000000	1	0.693147181	right:1	right:ol
CE+s	or	X001	9	6.238324625	0.000000000	3.465735903	2.772588722	0.000000000	0	0.000000000		<NA>
CEy	Ce+o	X001	8	5.545177444	0.000000000	2.772588722	2.772588722	0.000000000	0	0.000000000		<NA>
CEy	Cedy	X001	35	28.926534190	0.000000000	15.772486116	11.074606532	2.079441542	10	8.435549202	left:9;right:1	left:daN;left:Col;left:or
CEy	Cey	X001	33	27.609232700	0.000000000	15.995629667	11.613603033	0.000000000	9	8.147867130	left:8;right:1	left:daN;right:Cey;left:Col
CEy	Sedy	X001	42	32.120336377	0.000000000	20.624516380	11.495819997	0.000000000	5	4.158883083	left:5	left:daN;left:or;left:ol
CEy	daN	X001	33	25.764228716	0.000000000	13.287579466	11.783502070	0.693147181	5	4.564348191	left:3;right:2	left:daN;right:Cey;left:Col
CEy	ol	X001	37	27.961453294	0.000000000	15.484804044	12.476649250	0.000000000	9	8.147867130	left:8;right:1	left:daN;right:Cey;left:Col
Cdy	Cedy	X001	44	36.920250640	0.000000000	22.939523993	13.287579466	0.693147181	8	5.545177444	left:7;right:1	left:daN;left:ol;right:qokaN
Cdy	Cey	X001	33	27.503872184	0.000000000	14.791656863	12.712215321	0.000000000	6	4.158883083	left:5;right:1	right:Cy;left:daN;left:ol
Cdy	Sedy	X001	45	37.325715748	0.000000000	20.860082451	15.772486116	0.693147181	7	4.852030264	left:6;right:1	left:daN;left:ol;right:qokaN
Cdy	daN	X001	38	29.465530690	0.000000000	15.367021008	14.098509683	0.000000000	4	2.772588722	left:2;right:2	right:Cy;left:daN;left:ol
Cdy	ol	X001	42	31.139507124	0.000000000	16.177951224	14.961555900	0.000000000	5	3.465735903	left:4;right:1	left:daN;left:ol;left:qokaN
Ce+Ky	Ce+o	X001	4	4.644390899	2.564949357	1.386294361	0.693147181	0.000000000	1	2.564949357	internal:1	internal:1/2:Ce+*
Ce+Ky	Cedy	X001	27	19.931369199	0.000000000	10.920455852	7.624618986	1.386294361	6	4.564348191	left:5;right:1	left:daN;left:qokaN;left:qok+ar
Ce+Ky	S+Ky	X001	10	9.975994243	3.332204510	4.564348191	2.079441542	0.000000000	3	4.499809670	internal:1;left:2	left:qokaN;internal:0/2:*+Ky;left:qokaI
Ce+Ky	Sedy	X001	24	17.851927658	0.000000000	10.920455852	6.931471806	0.000000000	6	4.158883083	left:5;right:1	left:daN;left:qokaN;left:qok+ar
Ce+Ky	ol	X001	20	14.673873827	0.000000000	8.435549202	6.238324625	0.000000000	3	2.484906650	left:3	left:daN;left:qokaN;left:qokaI
Ce+Ky	qokEdy	X001	18	12.476649250	0.000000000	5.545177444	6.931471806	0.000000000	2	1.386294361	left:1;right:1	right:qokaI;left:qokEdy
Ce+Ty	Ce+ody	X001	7	7.397561536	2.833213344	2.772588722	1.098612289	0.693147181	1	2.197224577	internal:1	internal:1/2:Ce+*
Ce+Ty	Cedy	X001	10	8.253227646	0.000000000	5.768320996	2.484906650	0.000000000	0	0.000000000		<NA>
Ce+Ty	Sedy	X001	11	8.946374826	0.000000000	5.768320996	3.178053830	0.000000000	0	0.000000000		<NA>
Ce+Ty	ol	X001	11	8.540909718	0.000000000	5.075173815	3.465735903	0.000000000	0	0.000000000		<NA>
Ce+Ty	qokaI	X001	8	6.356107661	0.000000000	3.871201011	2.484906650	0.000000000	0	0.000000000		<NA>
Ce+ar	Sedy	X001	20	14.268408719	0.000000000	8.723231275	5.545177444	0.000000000	2	1.386294361	left:2	left:okaN;left:dar
Ce+ar	ar	X001	16	11.901285105	0.000000000	5.950642553	5.950642553	0.000000000	3	2.079441542	left:1;right:2	right:aN;left:dar;right:Cedy
Ce+ar	daN	X001	19	13.980726647	0.000000000	6.643789733	7.336936914	0.000000000	1	0.693147181	right:1	right:Cedy
Ce+ar	ol	X001	24	17.446462550	0.000000000	9.416378455	8.030084094	0.000000000	3	2.079441542	left:1;right:2	right:aN;left:okaN;right:Cedy
Ce+ar	or	X001	17	12.594432286	0.000000000	5.950642553	5.950642553	0.693147181	3	2.079441542	left:1;right:2	right:aN;left:okaN;right:Cedy
Ce+daN	Sedy	X001	13	9.416378455	0.000000000	4.564348191	4.852030264	0.000000000	0	0.000000000		<NA>
Ce+daN	daN	X001	15	10.802672817	0.000000000	4.564348191	6.238324625	0.000000000	0	0.000000000		<NA>
Ce+daN	ol	X001	15	10.397207708	0.000000000	5.545177444	4.852030264	0.000000000	0	0.000000000		<NA>
Ce+daN	ot+aN	X001	13	9.010913347	0.000000000	5.545177444	3.465735903	0.000000000	0	0.000000000		<NA>
Ce+daN	qokaN	X001	15	10.802672817	0.000000000	4.564348191	6.238324625	0.000000000	1	0.693147181	left:1	left:ol+Cedy
Ce+ky	Cedy	X001	21	16.583416332	0.000000000	11.325920960	5.257495372	0.000000000	1	0.693147181	right:1	right:qokedy
Ce+ky	Sedy	X001	18	13.693044574	0.000000000	8.841014310	4.852030264	0.000000000	1	0.693147181	right:1	right:qokedy
Ce+ky	daN	X001	20	14.673873827	0.000000000	8.435549202	6.238324625	0.000000000	0	0.000000000		<NA>
Ce+ky	okaN	X001	19	14.386191755	0.000000000	9.534161491	4.852030264	0.000000000	0	0.000000000		<NA>
Ce+ky	ol	X001	20	15.484804044	0.000000000	9.246479419	6.238324625	0.000000000	0	0.000000000		<NA>
Ce+ky	qo+p+Cedy	X001	7	4.852030264	0.000000000	2.772588722	2.079441542	0.000000000	0	0.000000000		<NA>
Ce+o	Ce+os	X001	4	4.644390899	2.564949357	1.386294361	0.693147181	0.000000000	1	2.397895273	internal:1	internal:1/2:Ce+*
Ce+o	Cey	X001	9	6.238324625	0.000000000	2.772588722	3.465735903	0.000000000	0	0.000000000		<NA>
Ce+o	dar	X001	7	4.852030264	0.000000000	2.772588722	2.079441542	0.000000000	0	0.000000000		<NA>
Ce+ody	Cedy	X001	22	15.654703080	0.000000000	9.010913347	6.643789733	0.000000000	1	0.693147181	left:1	left:ol+aN
Ce+ody	Sedy	X001	23	16.347850261	0.000000000	9.010913347	7.336936914	0.000000000	0	0.000000000		<NA>
Ce+ody	daN	X001	23	15.942385153	0.000000000	9.010913347	6.931471806	0.000000000	0	0.000000000		<NA>
Ce+ody	or	X001	17	11.783502070	0.000000000	9.704060528	2.079441542	0.000000000	1	0.693147181	left:1	left:ol+aN
Ce+ody	qokaN	X001	17	11.783502070	0.000000000	4.852030264	6.931471806	0.000000000	0	0.000000000		<NA>
Ce+or	Ce+s	X001	10	9.477003077	2.833213344	3.178053830	3.465735903	0.000000000	1	2.302585093	internal:1	internal:1/2:Ce+*
Ce+or	Cey	X001	22	16.347850261	0.000000000	10.109525636	6.238324625	0.000000000	2	1.386294361	right:2	right:Cey;right:ol
Ce+or	Col	X001	19	15.079338936	0.000000000	7.049254841	8.030084094	0.000000000	2	1.791759469	right:2	right:Cey;right:ol
Ce+or	Se+or	X001	8	8.553332238	3.295836866	2.079441542	3.178053830	0.000000000	1	2.397895273	internal:1	internal:0/2:*+or
Ce+or	ar	X001	22	17.158780477	0.000000000	8.841014310	8.317766167	0.000000000	3	2.079441542	right:3	right:Cey;right:ol;right:aI
Ce+or	daN	X001	26	19.238222019	0.000000000	8.723231275	10.514990744	0.000000000	4	3.178053830	left:1;right:3	right:Cey;right:Sey;left:C+ody
Ce+or	or	X001	20	16.177951224	0.000000000	8.841014310	7.336936914	0.000000000	2	1.791759469	right:2	right:Cey;right:aI
Ce+or	s+or	X001	8	8.317766167	3.465735903	1.386294361	3.465735903	0.000000000	2	2.772588722	internal:1;right:1	internal:0/2:*+or;right:Cey
Ce+os	Cey	X001	14	9.704060528	0.000000000	5.545177444	4.158883083	0.000000000	0	0.000000000		<NA>
Ce+os	aN	X001	14	9.704060528	0.000000000	5.545177444	4.158883083	0.000000000	0	0.000000000		<NA>
Ce+os	daN	X001	17	11.783502070	0.000000000	6.931471806	4.852030264	0.000000000	0	0.000000000		<NA>
Ce+os	ol	X001	16	11.090354889	0.000000000	6.238324625	4.852030264	0.000000000	0	0.000000000		<NA>
Ce+os	or	X001	15	10.397207708	0.000000000	5.545177444	4.852030264	0.000000000	0	0.000000000		<NA>
Ce+s	daN	X001	14	9.704060528	0.000000000	4.158883083	5.545177444	0.000000000	1	0.693147181	right:1	right:or
Ce+s	dar	X001	11	8.540909718	0.000000000	2.772588722	5.075173815	0.693147181	1	1.098612289	right:1	right:aN
Ce+s	ol	X001	12	9.416378455	0.000000000	5.257495372	4.158883083	0.000000000	1	0.693147181	right:1	right:aN
Ce+s	or	X001	12	9.639522007	0.000000000	4.564348191	4.382026635	0.693147181	2	1.791759469	right:2	right:or;right:aN
Cedy	Ceol	X001	38	29.583313726	0.000000000	16.988881440	12.594432286	0.000000000	9	6.643789733	left:5;right:4	left:daN;right:daN;right:Col
Cedy	Cey	X001	62	57.140659023	0.000000000	32.437546437	24.703112585	0.000000000	22	21.201009038	left:15;right:7	left:daN;right:daN;left:Col
Cedy	Co	X001	13	9.416378455	0.000000000	5.257495372	4.158883083	0.000000000	0	0.000000000		<NA>
Cedy	Col	X001	57	44.111233641	0.000000000	25.817473231	17.600613229	0.693147181	13	11.038238888	left:9;right:4	right:daN;left:Col;right:Col
Cedy	Cy	X001	36	27.933282417	0.000000000	16.976458920	10.956823496	0.000000000	5	4.276666119	left:4;right:1	left:daN;right:daN;left:Col
Cedy	S+Edy	X001	28	25.396259766	0.000000000	12.712215321	11.990897264	0.693147181	6	4.564348191	left:2;right:4	right:daN;right:qokEy;left:ol
Cedy	S+Ey	X001	46	34.892925099	0.000000000	16.347850261	17.158780477	1.386294361	14	10.514990744	left:4;right:10	right:qok+ey;right:daN;right:Col
Cedy	S+Ky	X001	14	12.188967178	0.000000000	7.624618986	4.564348191	0.000000000	2	2.197224577	left:2	left:qokaN;left:qokaI
Cedy	S+Ty	X001	12	9.010913347	0.000000000	4.158883083	4.852030264	0.000000000	1	0.693147181	left:1	left:qot+aI
Cedy	S+dy	X001	17	12.188967178	0.000000000	8.030084094	4.158883083	0.000000000	1	0.693147181	left:1	left:qokaN
Cedy	S+ody	X001	11	8.317766167	0.000000000	4.852030264	3.465735903	0.000000000	0	0.000000000		<NA>
Cedy	Se+Ky	X001	16	12.188967178	0.000000000	5.950642553	6.238324625	0.000000000	4	2.772588722	left:2;right:2	right:qokaI;right:qok+ar;left:qokaI
Cedy	Se+ar	X001	9	6.238324625	0.000000000	3.465735903	2.772588722	0.000000000	0	0.000000000		<NA>
Cedy	Se+ody	X001	15	11.090354889	0.000000000	7.624618986	3.465735903	0.000000000	2	1.386294361	left:1;right:1	left:daN;right:qokedy
Cedy	Se+ol	X001	36	27.961453294	0.000000000	13.287579466	13.980726647	0.693147181	4	2.772588722	left:1;right:3	right:daN;right:qokaI;right:qokEdy
Cedy	Sedy	X001	101	96.041333887	0.000000000	52.446293258	35.277274463	8.317766167	31	27.321550628	left:18;right:13	right:qok+ey;left:daN;left:Ceol
Cedy	Sey	X001	54	45.854202946	0.000000000	22.051632736	21.029981488	2.772588722	17	13.798405090	left:8;right:9	right:qok+ey;left:daN;right:Col
Cedy	So+daN	X001	7	4.852030264	0.000000000	2.079441542	2.772588722	0.000000000	0	0.000000000		<NA>
Cedy	Sy	X001	22	17.040997442	0.000000000	9.010913347	8.030084094	0.000000000	1	0.693147181	right:1	right:qok+ar
Cedy	T+ey	X001	14	10.397207708	0.000000000	6.238324625	4.158883083	0.000000000	0	0.000000000		<NA>
Cedy	air	X001	8	5.950642553	0.000000000	4.564348191	1.386294361	0.000000000	1	0.693147181	left:1	left:ar
Cedy	al	X001	31	24.208035318	0.000000000	13.810827610	9.704060528	0.693147181	8	6.238324625	left:5;right:3	left:daN;left:or;left:dar
Cedy	am	X001	12	9.128696383	0.000000000	7.742402022	1.386294361	0.000000000	2	1.386294361	left:2	left:aN;left:ar
Cedy	d+Cedy	X001	6	4.564348191	0.000000000	0.693147181	3.871201011	0.000000000	0	0.000000000		<NA>
Cedy	d+air	X001	19	13.575261539	0.000000000	8.030084094	5.545177444	0.000000000	0	0.000000000		<NA>
Cedy	d+am	X001	13	9.927204079	0.000000000	7.847762537	2.079441542	0.000000000	1	1.386294361	left:1	left:daN
Cedy	d+ol	X001	23	16.753315369	0.000000000	7.742402022	9.010913347	0.000000000	1	0.693147181	left:1	left:Col
Cedy	daN	X001	81	68.647773026	0.000000000	37.013188636	31.634584391	0.000000000	18	15.602587079	left:10;right:8	left:y;left:daN;left:dal
Cedy	dal	X001	42	34.399204943	0.000000000	23.191067019	9.821843563	1.386294361	11	8.030084094	left:6;right:5	left:daN;right:daN;left:Ceol
Cedy	dal+dy	X001	6	4.158883083	0.000000000	2.079441542	2.079441542	0.000000000	0	0.000000000		<NA>
Cedy	dy	X001	50	41.014595202	0.000000000	21.370908075	18.257392766	1.386294361	7	5.257495372	left:5;right:2	left:daN;left:dal;right:daN
Cedy	k+Edy	X001	13	9.416378455	0.000000000	5.545177444	3.871201011	0.000000000	1	0.693147181	left:1	left:Col
Cedy	k+aN	X001	17	12.188967178	0.000000000	7.336936914	4.852030264	0.000000000	2	1.386294361	left:2	left:Ceol;left:ol
Cedy	l+Cedy	X001	35	30.040894835	0.000000000	12.476649250	16.871098405	0.693147181	10	8.435549202	left:5;right:5	left:al;right:qok+ey;left:dal
Cedy	l+Sedy	X001	22	16.465633297	0.000000000	7.049254841	8.723231275	0.693147181	1	0.693147181	left:1	left:qokedy
Cedy	l+dy	X001	11	7.624618986	0.000000000	6.238324625	1.386294361	0.000000000	0	0.000000000		<NA>
Cedy	l+or	X001	11	7.624618986	0.000000000	4.158883083	3.465735903	0.000000000	1	0.693147181	right:1	right:ol
Cedy	lk+Edy	X001	10	6.931471806	0.000000000	2.079441542	4.852030264	0.000000000	0	0.000000000		<NA>
Cedy	o+daN	X001	21	14.961555900	0.000000000	9.704060528	5.257495372	0.000000000	1	0.693147181	left:1	left:Col
Cedy	ok+E+ey	X001	6	4.158883083	0.000000000	2.772588722	1.386294361	0.000000000	0	0.000000000		<NA>
Cedy	ok+Edy	X001	32	24.495717391	0.000000000	13.575261539	10.920455852	0.000000000	10	8.253227646	left:6;right:4	left:daN;right:qokEy;left:dar
Cedy	ok+Ey	X001	29	24.208035318	0.000000000	11.613603033	12.594432286	0.000000000	12	10.227308672	left:6;right:6	right:daN;right:qokEy;left:ok+Ey
Cedy	ok+aI	X001	33	26.916085520	0.000000000	16.113412703	10.802672817	0.000000000	8	6.761572769	left:5;right:3	left:qokaN;right:ol;left:aN
Cedy	ok+am	X001	12	8.317766167	0.000000000	5.545177444	2.772588722	0.000000000	0	0.000000000		<NA>
Cedy	ok+ar	X001	36	27.791554257	0.000000000	16.008052187	11.090354889	0.693147181	3	2.079441542	left:3	left:qokaN;left:qokedy;left:Cedy
Cedy	ok+edy	X001	38	29.060065582	0.000000000	16.465633297	12.594432286	0.000000000	7	5.950642553	left:4;right:3	left:daN;left:qokedy;right:qokedy
Cedy	okaN	X001	44	36.267925454	0.000000000	26.446081890	9.821843563	0.000000000	14	11.495819997	left:9;right:5	right:Col;left:okaN;left:ol
Cedy	okal	X001	37	28.536817439	0.000000000	15.654703080	12.188967178	0.693147181	8	6.761572769	left:4;right:4	right:Col;left:okaN;left:qokaN
Cedy	oky	X001	25	18.545074838	0.000000000	9.821843563	8.723231275	0.000000000	2	1.386294361	left:1;right:1	right:daN;left:ar
Cedy	ol	X001	67	55.031689493	0.000000000	35.400424886	19.631264607	0.000000000	17	15.838153151	left:14;right:3	left:al;left:daN;right:daN
Cedy	ol+Cedy	X001	24	17.446462550	0.000000000	8.723231275	8.030084094	0.693147181	2	1.386294361	right:2	right:qokaN;right:qokEdy
Cedy	ol+Cey	X001	11	7.624618986	0.000000000	2.079441542	4.852030264	0.693147181	0	0.000000000		<NA>
Cedy	ol+Sedy	X001	12	8.317766167	0.000000000	4.852030264	3.465735903	0.000000000	1	0.693147181	right:1	right:qokEdy
Cedy	ol+aN	X001	17	12.882114358	0.000000000	8.030084094	4.852030264	0.000000000	2	1.386294361	left:1;right:1	left:ol;right:Cedy
Cedy	ol+y	X001	18	13.287579466	0.000000000	11.901285105	1.386294361	0.000000000	2	1.386294361	left:2	left:ol;left:qokaN
Cedy	olk+Edy	X001	21	16.060168189	0.000000000	5.950642553	10.109525636	0.000000000	1	1.098612289	right:1	right:qokEdy
Cedy	olk+Ey	X001	14	10.514990744	0.000000000	4.969813300	5.545177444	0.000000000	0	0.000000000		<NA>
Cedy	olk+edy	X001	12	8.723231275	0.000000000	5.950642553	2.772588722	0.000000000	1	0.693147181	left:1	left:qokedy
Cedy	op+Cedy	X001	15	10.802672817	0.000000000	3.465735903	7.336936914	0.000000000	0	0.000000000		<NA>
Cedy	op+Cey	X001	8	5.545177444	0.000000000	2.079441542	3.465735903	0.000000000	0	0.000000000		<NA>
Cedy	or	X001	50	39.628300841	0.000000000	30.211922386	9.416378455	0.000000000	7	4.852030264	left:6;right:1	left:daN;left:or;left:okaN
Cedy	ot+Cdy	X001	10	6.931471806	0.000000000	3.465735903	3.465735903	0.000000000	0	0.000000000		<NA>
Cedy	ot+Cedy	X001	10	7.742402022	0.000000000	3.871201011	3.871201011	0.000000000	2	1.386294361	left:1;right:1	left:okal;right:qokEdy
Cedy	ot+Edy	X001	29	23.109423030	0.000000000	11.613603033	11.495819997	0.000000000	6	4.852030264	left:4;right:2	right:qot+aN;left:okaN;left:qokedy
Cedy	ot+Ey	X001	27	20.742299416	0.000000000	9.939626599	10.802672817	0.000000000	7	5.257495372	left:3;right:4	left:qok+ol;right:qokaN;left:daI
Cedy	ot+aI	X001	29	20.794415417	0.000000000	12.476649250	8.317766167	0.000000000	7	4.852030264	left:4;right:3	left:daN;left:okaN;left:qokaN
Cedy	ot+edy	X001	44	34.589494670	0.000000000	16.619783976	17.276563513	0.693147181	9	8.553332238	left:5;right:4	left:okaN;left:qok+ar;right:otal
Cedy	ot+ol	X001	18	13.980726647	0.000000000	6.643789733	7.336936914	0.000000000	2	1.791759469	right:2	right:Col;right:Cedy
Cedy	otal	X001	39	31.585794227	0.000000000	17.787389137	13.105257910	0.693147181	4	2.772588722	left:3;right:1	left:qokaN;left:okal;right:Cedy
