paragraph_id	page	physical_folio	locus	section	eva_clean	unit_carriers	candidate_annotation
f111v:p1	f111v	f111	f111v.12	S	qear ain shey okeeey qokaiin checkhy sho lchal sheey shckhey kshartar	q+e+ar+aI | Sey | ok+E+ey | qokaN | Ce+Ky | So | l+C+al | S+Ey | S+K+ey | k+S+ar+t+ar	q+e+ar+aI | Sey | ok+E+ey | qokaN | Ce+Ky | So | l+C+al | S+Ey | S+K+ey | k+S+ar+t+ar
f111v:p1	f111v	f111	f111v.13	S	sheaiin okaiin shckhy cheol kedy chetar okaiin shal lchdal tedy tar amd	Se+aN | okaN | S+Ky | Ce+olk+edy | Ce+t+ar | okaN | S+al | l+C+dal+t+edy | t+ar+am+d	Se+aN | okaN | S+Ky | Ce+olk+edy | Ce+t+ar | okaN | S+al | l+C+dal+t+edy | t+ar+am+d
f111v:p1	f111v	f111	f111v.14	S	qocheol qokain chear ol oin shedy qotaiin qokeechy olkeey lkain lal gm	qo+Ceol | qokaI | Ce+ar | ol | o+I | Sedy | qot+aN | qok+E+Cy | olk+Ey | lk+aI | l+al+g+m	qo+Ceol | [WASSER?] | Ce+ar | ol | o+I | Sedy | qot+aN | qok+E+Cy | olk+Ey | lk+aI | l+al+g+m
f111v:p1	f111v	f111	f111v.15	S	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	s+ar | Sey | l | ot+aI | qokaN | al | k+aI | Cedy | otal | l+Cedy | qokaI | C+t+al | ot+aI | l+s	s+ar | Sey | l | ot+aI | qokaN | al | k+aI | Cedy | otal | l+Cedy | [WASSER?] | C+t+al | ot+aI | l+s
f111v:p1	f111v	f111	f111v.16	S	qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin am	qokaI | Se+ol | qokaI | S+K+ey | l+Cedy | ok+ar+al | qot+al | Sedy | ot+aI | f+ar | aN | am	[WASSER?] | Se+ol | [WASSER?] | S+K+ey | l+Cedy | ok+ar+al | qot+al | Sedy | ot+aI | f+ar | aN | am
f111v:p1	f111v	f111	f111v.17	S	solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain	s+olk+aI | Sey | okaN | S+Ey | qokaI | C+k+al | C+Ky | s+aN | ar | l+C+al | Se | ot+aI	s+olk+aI | Sey | okaN | S+Ey | [WASSER?] | C+k+al | C+Ky | s+aN | ar | l+C+al | Se | ot+aI
f111v:p1	f111v	f111	f111v.18	S	tais shedy qoeedaiin okain ey kaiin shey otain alkain o l r ol dain	t+ai+s | Sedy | qo+E+daN | ok+aI | ey+k+aN | Sey | ot+aI | al+k+aI | o | l | r | ol | daI	t+ai+s | Sedy | qo+E+daN | ok+aI | ey+k+aN | Sey | ot+aI | al+k+aI | o | l | r | ol | daI
f111v:p1	f111v	f111	f111v.19	S	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	qokaN | Ce+al | t+aI | qokaI | Sey | qokaI | C+ar | S+T+ey | qok+y | Cy | qokaN	qokaN | Ce+al | t+aI | [WASSER?] | Sey | [WASSER?] | C+ar | S+T+ey | qok+y | Cy | qokaN
f111v:p1	f111v	f111	f111v.20	S	shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar	S+aI | qokal | S+ar | qot+e+al | qot+aI | Cedy | qot+aI | S+Ty | qok+Sedy | qot+aI | ar	S+aI | qokal | S+ar | qot+e+al | qot+aI | Cedy | qot+aI | S+Ty | qok+Sedy | qot+aI | ar
f111v:p1	f111v	f111	f111v.21	S	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	s+air | air | aI | qol | r+ar | aI | CEy | lk+Ey | lk+aI | Ce+ok+aI | Se+o | qo | qokaI | Ce+ar | al+am	s+air | air | aI | [WEIN?] | r+ar | aI | CEy | lk+Ey | lk+aI | Ce+ok+aI | Se+o | qo | [WASSER?] | Ce+ar | al+am
f111v:p1	f111v	f111	f111v.22	S	saiin ychear olsheey chetain chedy qokain okain al chan okalchey lkeeey	s+aN | y+Ce+ar | ol+S+Ey | Ce+t+aI | Cedy | qokaI | ok+aI | al | C+a+n | okal+Cey | lk+E+ey	s+aN | y+Ce+ar | ol+S+Ey | Ce+t+aI | Cedy | [WASSER?] | ok+aI | al | C+a+n | okal+Cey | lk+E+ey
f111v:p1	f111v	f111	f111v.23	S	qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol daiin lam	qokaN | Se+Ky | qok+ar | C+al+k+aI | C+K+edy | l+Ceol | okaN | qokaI | Ceol | daN | l+am	qokaN | [SALZ?] | qok+ar | C+al+k+aI | C+K+edy | l+Ceol | okaN | [WASSER?] | Ceol | daN | l+am
f111v:p1	f111v	f111	f111v.24	S	cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham	Ce+od+aI | qok+ar | ot+aI | Cedy | lk+aI | Cey | S+Ky | qok+l | Cedy | qok+ar | C+T+am	Ce+od+aI | qok+ar | ot+aI | Cedy | lk+aI | Cey | S+Ky | qok+l | Cedy | qok+ar | C+T+am
f111v:p1	f111v	f111	f111v.25	S	tair alchedar shykaiin chd	t+air | al+Ce+dar | S+yk+aN | C+d	t+air | al+Ce+dar | S+yk+aN | C+d
