event_id	page	record	statement_id	locus	owner_de	card_no	component_recipe	pass723_semantic_de	pass724_semantic_de	observed_surface	second_wave_revision	surface_unchanged	owner_unchanged	boundary_unchanged
E022	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC009	AIIN	MASS	MASS	taiin	NO	YES	YES	YES
E023	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC019	Y	DIES	DIES	shy	NO	YES	YES	YES
E024	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC020	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	DANACH · ENTNEHMEN · ANSATZ	qotchor	NO	YES	YES	YES
E025	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC016	OR	ANSATZ	ANSATZ	chor	NO	YES	YES	YES
E026	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC021	OT+OL	DANACH · FORTSETZEN	DANACH · FORTSETZEN	otol	NO	YES	YES	YES
E027	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC013	OL	FORTSETZEN	FORTSETZEN	chol	NO	YES	YES	YES
E028	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC022	OL+OR	FORTSETZEN · ANSATZ	FORTSETZEN · ANSATZ	cholor	NO	YES	YES	YES
E029	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC013	OL	FORTSETZEN	FORTSETZEN	chol	NO	YES	YES	YES
E030	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC009	AIIN	MASS	MASS	daiin	NO	YES	YES	YES
E031	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC003	AR	QUELLE	QUELLE	dar	NO	YES	YES	YES
E032	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC023	O+Y+K+OR	GANG · DIES · ZUGEBEN · ANSATZ	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	oykchor	YES	YES	YES	YES
E033	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC016	OR	ANSATZ	ANSATZ	shor	NO	YES	YES	YES
E034	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC016	OR	ANSATZ	ANSATZ	chor	NO	YES	YES	YES
E035	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC019	Y	DIES	DIES	chy	NO	YES	YES	YES
E036	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC024	K+IIN	ZUGEBEN · STUFE	ZUGEBEN · STUFE	kaiiin	NO	YES	YES	YES
E037	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC019	Y	DIES	DIES	dy	NO	YES	YES	YES
E038	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC025	CH+O+AIIN	ENTNEHMEN · GANG · MASS	ENTNEHMEN · ARBEITSGANG · MASS	chodaiin	YES	YES	YES	YES
E039	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC026	T+SH+OL	ANWENDEN · HALTEN · FORTSETZEN	ANWENDEN · HALTEN · FORTSETZEN	tshol	NO	YES	YES	YES
E040	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC027	SH+O+AL	HALTEN · GANG · ZIEL	HALTEN · ARBEITSGANG · ZIEL	schoal	YES	YES	YES	YES
E041	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC028	CFH+Y	AUSWRINGEN · DIES	AUSWRINGEN · DIES	cfhy	NO	YES	YES	YES
E042	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC029	SH+Y+AIIN	HALTEN · DIES · MASS	HALTEN · DIES · MASS	shfydaiin	NO	YES	YES	YES
E043	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC030	P+Y	EINFUELLEN · DIES	EINFUELLEN · DIES	cphy	NO	YES	YES	YES
E044	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC031	SH+EE+Y	HALTEN · LANG · DIES	HALTEN · LANG · DIES	shey	NO	YES	YES	YES
E045	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC032	T+CH+O+DY	ANWENDEN · ENTNEHMEN · GANG · SCHLUSS	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	tchody	YES	YES	YES	YES
E046	f11r	H3	H3-S002	f11r.1	abgebildete dicht blau blühende Kronenpflanze	PROC033	SH+O+Y+T+Y	HALTEN · GANG · DIES · ANWENDEN · DIES	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	shoyty	YES	YES	YES	YES
E047	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	WIEDERAUFNEHMEN	dchol	NO	YES	YES	YES
E048	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC019	Y	DIES	DIES	chy	NO	YES	YES	YES
E049	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC035	K+Y	ZUGEBEN · DIES	ZUGEBEN · DIES	kchy	NO	YES	YES	YES
E050	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC019	Y	DIES	DIES	dy	NO	YES	YES	YES
E051	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC009	AIIN	MASS	MASS	daiin	NO	YES	YES	YES
E052	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC036	OT+Y	DANACH · DIES	DANACH · DIES	qotchy	NO	YES	YES	YES
E053	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC037	OK+OL	ANSETZEN · FORTSETZEN	ANSETZEN · FORTSETZEN	okchol	NO	YES	YES	YES
E054	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC014	CTH+Y	BEREIT · DIES	BEREITEN · DIES	cthy	YES	YES	YES	YES
E055	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC019	Y	DIES	DIES	dy	NO	YES	YES	YES
E056	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC038	OK+AIIN	ANSETZEN · MASS	ANSETZEN · MASS	qokaiin	NO	YES	YES	YES
E057	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC009	AIIN	MASS	MASS	chaiin	NO	YES	YES	YES
E058	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC039	Y+K+AIN	DIES · ZUGEBEN · PORTION	DIES · ZUGEBEN · PORTION	ykain	NO	YES	YES	YES
E059	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC040	Y+K+AN	DIES · ZUGEBEN · NACHGABE	DIES · ZUGEBEN · NACHGABE	ykan	NO	YES	YES	YES
E060	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC041	O+DY	GANG · SCHLUSS	ARBEITSGANG · SCHLUSS	ody	YES	YES	YES	YES
E061	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC009	AIIN	MASS	MASS	daiin	NO	YES	YES	YES
E062	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC042	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	chedy	NO	YES	YES	YES
E063	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC043	TALAM	VERWAHREN	VERWAHREN	talam	NO	YES	YES	YES
E064	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC044	Y+K+AIIN	DIES · ZUGEBEN · MASS	DIES · ZUGEBEN · MASS	ykaiin	NO	YES	YES	YES
E065	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC045	CH+E+O+AR	ENTNEHMEN · KURZ · GANG · QUELLE	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	cheoar	YES	YES	YES	YES
E066	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC046	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · DIES	cheeky	NO	YES	YES	YES
E067	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC047	OL+DY	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	oldy	NO	YES	YES	YES
E068	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC009	AIIN	MASS	MASS	aiin	NO	YES	YES	YES
E069	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC048	OK+AL	ANSETZEN · ZIEL	ANSETZEN · ZIEL	okal	NO	YES	YES	YES
E070	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC049	OL+T+Y	FORTSETZEN · ANWENDEN · DIES	FORTSETZEN · ANWENDEN · DIES	oltchy	NO	YES	YES	YES
E071	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC016	OR	ANSATZ	ANSATZ	or	NO	YES	YES	YES
E072	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC019	Y	DIES	DIES	y	NO	YES	YES	YES
E073	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC050	OR+AIN	ANSATZ · PORTION	ANSATZ · PORTION	orain	NO	YES	YES	YES
E074	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC051	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	ZUTAT · ENTNEHMEN · ANSATZ	chochor	NO	YES	YES	YES
E075	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC052	HO	ZUTAT	ZUTAT	cho	NO	YES	YES	YES
E076	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC053	HO+AL+Y	ZUTAT · ZIEL · DIES	ZUTAT · ZIEL · DIES	chodaly	NO	YES	YES	YES
E077	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	PROC009	AIIN	MASS	MASS	daiin	NO	YES	YES	YES
E078	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC052	HO	ZUTAT	ZUTAT	sho	NO	YES	YES	YES
E079	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC054	K+OL	ZUGEBEN · FORTSETZEN	ZUGEBEN · FORTSETZEN	kchol	NO	YES	YES	YES
E080	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC020	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	DANACH · ENTNEHMEN · ANSATZ	otchor	NO	YES	YES	YES
E081	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC008	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	choky	NO	YES	YES	YES
E082	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	PROC055	AL	ZIEL	ZIEL	dal	NO	YES	YES	YES
E083	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	WIEDERAUFNEHMEN	schol	NO	YES	YES	YES
E084	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC056	HO+Y	ZUTAT · DIES	ZUTAT · DIES	choy	NO	YES	YES	YES
E085	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC008	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	choky	NO	YES	YES	YES
E086	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC057	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	cheeckhody	YES	YES	YES	YES
E087	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC058	SH	HALTEN	HALTEN	sh	NO	YES	YES	YES
E088	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC052	HO	ZUTAT	ZUTAT	cho	NO	YES	YES	YES
E089	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC059	K+E+Y	ZUGEBEN · KURZ · DIES	ZUGEBEN · KURZ · DIES	kchey	NO	YES	YES	YES
E090	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	PROC060	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	ANSETZEN · ANSETZEN · DIES	qokokchy	NO	YES	YES	YES
E091	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC011	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	okchy	NO	YES	YES	YES
E092	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC061	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · GANG	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	chokcheo	YES	YES	YES	YES
E093	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	PROC062	K+AL	ZUGEBEN · ZIEL	ZUGEBEN · ZIEL	kchal	NO	YES	YES	YES
E094	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC052	HO	ZUTAT	ZUTAT	sho	NO	YES	YES	YES
E095	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC011	OK+Y	ANSETZEN · DIES	ANSETZEN · DIES	chokchy	NO	YES	YES	YES
E096	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC063	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	ZUGEBEN · ZUTAT · QUELLE	kchoar	NO	YES	YES	YES
E097	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC064	OT+O+AIN	DANACH · GANG · PORTION	DANACH · ARBEITSGANG · PORTION	sotodan	YES	YES	YES	YES
E098	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC065	OT+Y	DANACH · DIES	DANACH · DIES	otchey	NO	YES	YES	YES
E099	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC066	K+E+OL	ZUGEBEN · KURZ · FORTSETZEN	ZUGEBEN · KURZ · FORTSETZEN	keol	NO	YES	YES	YES
E100	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	PROC009	AIIN	MASS	MASS	daiin	NO	YES	YES	YES
E101	f81v	B1	B1-S001	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	qokedy	NO	YES	YES	YES
E102	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC038	OK+AIIN	ANSETZEN · MASS	ANSETZEN · MASS	okaiin	NO	YES	YES	YES
E103	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC068	K+AIR	ZUGEBEN · LAUF	ZUGEBEN · WASSER	kair	YES	YES	YES	YES
E104	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	OK+AL	ANSETZEN · ZIEL	ANSETZEN · ZIEL	okal	NO	YES	YES	YES
E105	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC003	AR	QUELLE	QUELLE	sar	NO	YES	YES	YES
E106	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	NO	YES	YES	YES
E107	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC069	K+AIN	ZUGEBEN · PORTION	ZUGEBEN · PORTION	kain	NO	YES	YES	YES
E108	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC070	OL+K+AIN	FORTSETZEN · ZUGEBEN · PORTION	FORTSETZEN · ZUGEBEN · PORTION	olkain	NO	YES	YES	YES
E109	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	AL	ZIEL	ZIEL	al	NO	YES	YES	YES
E110	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	NO	YES	YES	YES
E111	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC071	R+OL	KUEHLEN · FORTSETZEN	KUEHLEN · FORTSETZEN	rol	NO	YES	YES	YES
E112	f81v	B1	B1-S002	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	L	WEITERLEITEN	WEITERLEITEN	dl	NO	YES	YES	YES
E113	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC022	OL+OR	FORTSETZEN · ANSATZ	FORTSETZEN · ANSATZ	olor	NO	YES	YES	YES
E114	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	NO	YES	YES	YES
E115	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC073	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	HALTEN · KURZ · DURCHLASS · ZIEL	sheckhal	NO	YES	YES	YES
E116	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	AIIN	MASS	MASS	daiin	NO	YES	YES	YES
E117	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC074	OK+EE+AL	ANSETZEN · LANG · ZIEL	ANSETZEN · LANG · ZIEL	qokeedal	NO	YES	YES	YES
E118	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	AIIN	MASS	MASS	daiin	NO	YES	YES	YES
E119	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	chckhy	NO	YES	YES	YES
E120	f81v	B1	B1-S002	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC076	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	schedy	NO	YES	YES	YES
E121	f81v	B1	B1-S003	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	qol	NO	YES	YES	YES
E122	f81v	B1	B1-S003	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC077	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	sshkchdy	NO	YES	YES	YES
E123	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC042	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	chedy	NO	YES	YES	YES
E124	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	NO	YES	YES	YES
E125	f81v	B1	B1-S004	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	shedy	NO	YES	YES	YES
E126	f81v	B1	B1-S005	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC079	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN · SCHLUSS	qolchedy	NO	YES	YES	YES
E127	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC080	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION	qokain	NO	YES	YES	YES
E128	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	shckhy	NO	YES	YES	YES
E129	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	L	WEITERLEITEN	WEITERLEITEN	dl	NO	YES	YES	YES
E130	f81v	B1	B1-S006	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC081	R+AL	KUEHLEN · ZIEL	KUEHLEN · ZIEL	ral	NO	YES	YES	YES
E131	f81v	B1	B1-S007	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	qokchdy	NO	YES	YES	YES
E132	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC019	Y	DIES	DIES	chey	NO	YES	YES	YES
E133	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	NO	YES	YES	YES
E134	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC083	CHK+E+Y	WAERMEN · KURZ · DIES	WAERMEN · KURZ · DIES	cheky	NO	YES	YES	YES
E135	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	OL	FORTSETZEN	FORTSETZEN	ol	NO	YES	YES	YES
E136	f81v	B1	B1-S008	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	shedy	NO	YES	YES	YES
E137	f81v	B1	B1-S009	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	qokedy	NO	YES	YES	YES
E138	f81v	B1	B1-S010	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	qokedy	NO	YES	YES	YES
E139	f81v	B1	B1-S011	f81v.18	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	chckhy	NO	YES	YES	YES
