pair	event_id	page	record	statement_id	surface	component_parse	contains	compact_statement_de
LS/OL	E242	f83r	B3	B3-S006	olchedy	OL+CHD+DY	OL	dies umsetzen
LS/OL	E295	f83r	B3	B3-S029	sol	OL	OL	dies weiter vollständig eintragen
LS/OL	E313	f83r	B3	B3-S034	olsaly	OL+AL+Y	OL	dies im Gang bis bereit bis zum Sollgrad eintragen
LS/OL	E316	f83r	B4	B4-S002	qolchey	OL+Y	OL	dies weiter länger wirken lassen
LS/OL	E324	f83r	B4	B4-S003	tol	OL	OL	dies umsetzen
LS/OL	E337	f83r	B4	B4-S010	oldy	OL+DY	OL	weiterarbeiten; schließe
LS/OL	E340	f83r	B4	B4-S011	okeeol	OK+EE+OL	OL	dies nach Maß kurz warm halten
LS/OL	E343	f83r	B4	B4-S011	sol	OL	OL	dies nach Maß kurz warm halten
LS/OL	E346	f83r	B4	B4-S013	qokol	OK+OL	OL	dies weiter einsetzen
LS/OL	E358	f83r	B4	B4-S016	qolkain	OL+K+AIN	OL	eine Portion weiter dosiert zugeben
LS/OL	E366	f83r	B5	B5-S003	cheol	OL	OL	dies dorthin ablagern
LS/OL	E367	f83r	B5	B5-S003	lol	L+OL	OL	dies dorthin ablagern
LS/OL	E370	f83r	B5	B5-S003	sol	OL	OL	dies dorthin ablagern
LS/OL	E376	f83r	B6	B6-S001	ol	OL	OL	dies länger auffangen
LS/OL	E378	f83r	B6	B6-S001	ol	OL	OL	dies länger auffangen
K/P	E032	f10r	H2	H2-S003	oykchor	O+Y+K+OR	K	danach dies weiter davon nach Maß im Gang zugeben
K/P	E036	f10r	H2	H2-S003	kaiiin	K+IIN	K	danach dies weiter davon nach Maß im Gang zugeben
K/P	E043	f11r	H3	H3-S001	cphy	P+Y	P	dies weiter eintragen und halten
K/P	E049	f11r	H3	H3-S003	kchy	K+Y	K	dies weiter zugeben
K/P	E058	f55v	H4	H4-S001	ykain	Y+K+AIN	K	dies nach Maß einsetzen
K/P	E059	f55v	H4	H4-S001	ykan	Y+K+AIN	K	dies nach Maß einsetzen
K/P	E064	f55v	H4	H4-S003	ykaiin	Y+K+AIIN	K	dies nach Maß dosiert zugeben
K/P	E079	f56r	H5	H5-S001	kchol	K+OL	K	den Ansatz abziehen
K/P	E089	f56r	H5	H5-S003	kchey	K+E+Y	K	dies halten
K/P	E093	f56r	H5	H5-S004	kchal	K+AL	K	dies einsetzen
K/P	E096	f56r	H5	H5-S005	kchoar	K+HO+AR	K	dies ansetzen
K/P	E099	f56r	H5	H5-S006	keol	K+E+OL	K	danach dies weiter nach Maß als Portion im Gang kurz zugeben
K/P	E103	f81v	B1	B1-S002	kair	K+AIR	K	dies nach Maß einsetzen
K/P	E107	f81v	B1	B1-S002	kain	K+AIN	K	dies nach Maß einsetzen
K/P	E108	f81v	B1	B1-S002	olkain	OL+K+AIN	K	dies nach Maß einsetzen
K/P	E122	f81v	B1	B1-S003	sshkchdy	SH+K+CHD+DY	K	dies weiter halten und zugeben und überführen; schließe
K/P	E221	f82r	B2	B2-S016	pchedy	P+CHD+DY	P	dies davon dorthin ableiten und umfüllen
K/P	E248	f83r	B3	B3-S010	pchedal	P+CHD+AL	P	danach dies dorthin kurz einfüllen und umfüllen; schließe
K/P	E257	f83r	B3	B3-S013	chkain	K+AIN	K	dies nach Maß einsetzen
K/P	E344	f83r	B4	B4-S011	lkedy	L+K+E+DY	K	dies nach Maß kurz warm halten
K/P	E354	f83r	B4	B4-S015	kain	K+AIN	K	eine Portion einsetzen
K/P	E358	f83r	B4	B4-S016	qolkain	OL+K+AIN	K	eine Portion weiter dosiert zugeben
K/P	E360	f83r	B4	B4-S016	skar	K+AR	K	eine Portion weiter dosiert zugeben
K/P	E374	f83r	B6	B6-S001	qekey	E+K+E+Y	K	dies länger auffangen
CH/CHD	E001	f10r	H1	H1-S001	dchey	CH+E+Y	CH	dies kurz abnehmen
CH/CHD	E006	f10r	H1	H1-S001	chair	CH+AIR	CH	dies kurz abnehmen
CH/CHD	E007	f10r	H1	H1-S001	otytchol	OT+Y+T+CH+OL	CH	dies kurz abnehmen
CH/CHD	E012	f10r	H1	H1-S002	qotchol	OT+CH+OL	CH	dies einsetzen
CH/CHD	E015	f10r	H2	H2-S001	ycheor	Y+CH+E+OR	CH	dies kurz abziehen
CH/CHD	E024	f10r	H2	H2-S002	qotchor	OT+CH+OR	CH	danach dies weiter nach Maß im Gang bis bereit abziehen
CH/CHD	E038	f10r	H2	H2-S003	chodaiin	CH+O+AIIN	CH	danach dies weiter davon nach Maß im Gang zugeben
CH/CHD	E045	f11r	H3	H3-S001	tchody	T+CH+O+DY	CH	dies weiter eintragen und halten
CH/CHD	E062	f55v	H4	H4-S002	chedy	CHD+Y	CHD	dies nach Maß abmessen und umsetzen
CH/CHD	E065	f55v	H4	H4-S003	cheoar	CH+E+O+AR	CH	dies nach Maß dosiert zugeben
CH/CHD	E074	f56r	H5	H5-S001	chochor	HO+CH+OR	CH	den Ansatz abziehen
CH/CHD	E080	f56r	H5	H5-S001	otchor	OT+CH+OR	CH	den Ansatz abziehen
CH/CHD	E086	f56r	H5	H5-S002	cheeckhody	CH+EE+CKH+O+DY	CH	dies weiter dorthin anlegen
CH/CHD	E092	f56r	H5	H5-S004	chokcheo	OK+CH+E+O	CH	dies einsetzen
CH/CHD	E120	f81v	B1	B1-S002	schedy	CHD+DY	CHD	dies nach Maß einsetzen
CH/CHD	E122	f81v	B1	B1-S003	sshkchdy	SH+K+CHD+DY	CHD	dies weiter halten und zugeben und überführen; schließe
CH/CHD	E123	f81v	B1	B1-S004	chedy	CHD+Y	CHD	dies umsetzen
CH/CHD	E126	f81v	B1	B1-S005	qolchedy	OL+CHD+DY	CHD	dies weiter überführen; schließe
CH/CHD	E131	f81v	B1	B1-S007	qokchdy	OK+CHD+DY	CHD	dies einsetzen und überführen; schließe
CH/CHD	E145	f81v	B1	B1-S014	chedy	CHD+Y	CHD	dies umsetzen
CH/CHD	E147	f81v	B1	B1-S014	lchedal	L+CHD+AL	CHD	dies umsetzen
CH/CHD	E151	f81v	B1	B1-S015	okchedy	OK+CHD+DY	CHD	danach dies weiter davon kurz übertragen
CH/CHD	E158	f81v	B1	B1-S017	dchdy	CHD+DY	CHD	dies weiter dorthin kurz umfüllen; schließe
CH/CHD	E167	f82r	B2	B2-S001	dchedy	CHD+DY	CHD	dies überführen; schließe
CH/CHD	E168	f82r	B2	B2-S002	qolchedy	OL+CHD+DY	CHD	dies weiter überführen; schließe
CH/CHD	E174	f82r	B2	B2-S004	lched	L+CHD	CHD	dies dorthin anlegen
CH/CHD	E202	f82r	B2	B2-S012	lchy	L+CH+Y	CH	dies führen und abnehmen
CH/CHD	E210	f82r	B2	B2-S013	lchedy	L+CHD+DY	CHD	dies abführen und überführen; schließe
CH/CHD	E215	f82r	B2	B2-S016	lchedar	L+CHD+AR	CHD	dies davon dorthin ableiten und umfüllen
CH/CHD	E216	f82r	B2	B2-S016	ches	CH+E+S	CH	dies davon dorthin ableiten und umfüllen
CH/CHD	E221	f82r	B2	B2-S016	pchedy	P+CHD+DY	CHD	dies davon dorthin ableiten und umfüllen
CH/CHD	E228	f82r	B2	B2-S022	lochedy	L+O+CHD+DY	CHD	dies im Gang abführen und überführen; schließe
CH/CHD	E235	f83r	B3	B3-S003	lchedy	L+CHD+DY	CHD	dies nach Maß abführen und abmessen und umsetzen; schließe
CH/CHD	E239	f83r	B3	B3-S005	schedy	CHD+DY	CHD	danach dies davon dorthin umfüllen; schließe
CH/CHD	E240	f83r	B3	B3-S006	chedchy	CHD+Y	CHD	dies umsetzen
CH/CHD	E242	f83r	B3	B3-S006	olchedy	OL+CHD+DY	CHD	dies umsetzen
CH/CHD	E244	f83r	B3	B3-S007	chedy	CHD+Y	CHD	dies nach Maß einsetzen
CH/CHD	E246	f83r	B3	B3-S008	lchedy	L+CHD+DY	CHD	dies abführen und überführen; schließe
CH/CHD	E248	f83r	B3	B3-S010	pchedal	P+CHD+AL	CHD	danach dies dorthin kurz einfüllen und umfüllen; schließe
CH/CHD	E250	f83r	B3	B3-S011	shecthedchy	SH+E+CTH+CHD+Y	CHD	dies kurz bis bereit halten und umsetzen
CH/CHD	E252	f83r	B3	B3-S011	chedy	CHD+Y	CHD	dies kurz bis bereit halten und umsetzen
CH/CHD	E262	f83r	B3	B3-S015	lchedy	L+CHD+DY	CHD	dies abführen und überführen; schließe
CH/CHD	E264	f83r	B3	B3-S016	qokchedy	OK+CHD+DY	CHD	dies im Gang führen
CH/CHD	E269	f83r	B3	B3-S020	lchedy	L+CHD+DY	CHD	dies dorthin hinleiten und umfüllen; schließe
CH/CHD	E280	f83r	B3	B3-S021	dalchdy	AL+CHD+DY	CHD	dies nach Maß einsetzen
CH/CHD	E281	f83r	B3	B3-S022	qotchedy	OT+CHD+DY	CHD	danach dies überführen; schließe
CH/CHD	E282	f83r	B3	B3-S023	lchedy	L+CHD+DY	CHD	dies abführen und überführen; schließe
CH/CHD	E283	f83r	B3	B3-S024	tchedy	CHD+DY	CHD	dies überführen; schließe
CH/CHD	E284	f83r	B3	B3-S025	qokchdy	OK+CHD+DY	CHD	dies einsetzen und überführen; schließe
CH/CHD	E287	f83r	B3	B3-S026	chedy	CHD+Y	CHD	dies davon nach Maß länger ableiten
CH/CHD	E300	f83r	B3	B3-S030	schedair	CHD+AIR	CHD	dies einsetzen
CH/CHD	E301	f83r	B3	B3-S030	otchedy	OT+CHD+DY	CHD	dies einsetzen
CH/CHD	E303	f83r	B3	B3-S032	chedain	CHD+AIN	CHD	eine Portion abmessen und umsetzen
CH/CHD	E304	f83r	B3	B3-S032	chedy	CHD+Y	CHD	eine Portion abmessen und umsetzen
CH/CHD	E319	f83r	B4	B4-S003	chedy	CHD+Y	CHD	dies umsetzen
CH/CHD	E328	f83r	B4	B4-S005	chedy	CHD+Y	CHD	dies als Portion abmessen und umsetzen
CH/CHD	E342	f83r	B4	B4-S011	chdy	CHD+Y	CHD	dies nach Maß kurz warm halten
CH/CHD	E345	f83r	B4	B4-S012	lchedy	L+CHD+DY	CHD	dies abführen und überführen; schließe
CH/CHD	E355	f83r	B4	B4-S015	chckhal	CH+CKH+AL	CH	eine Portion einsetzen
CH/CHD	E357	f83r	B4	B4-S015	lchedy	L+CHD+DY	CHD	eine Portion einsetzen
CH/CHD	E362	f83r	B5	B5-S001	otchdy	OT+CHD+DY	CHD	danach dies überführen; schließe
CH/CHD	E363	f83r	B5	B5-S002	qokchdy	OK+CHD+DY	CHD	dies einsetzen und überführen; schließe
CH/CHD	E368	f83r	B5	B5-S003	chdal	CHD+AL	CHD	dies dorthin ablagern
CH/CHD	E372	f83r	B5	B5-S003	chedy	CHD+Y	CHD	dies dorthin ablagern
AIIN/IIN	E009	f10r	H1	H1-S001	daiin	AIIN	AIIN	dies kurz abnehmen
AIIN/IIN	E018	f10r	H2	H2-S001	cthaiin	CTH+AIIN	AIIN	dies kurz abziehen
AIIN/IIN	E022	f10r	H2	H2-S001	taiin	AIIN	AIIN	dies kurz abziehen
AIIN/IIN	E030	f10r	H2	H2-S002	daiin	AIIN	AIIN	danach dies weiter nach Maß im Gang bis bereit abziehen
AIIN/IIN	E036	f10r	H2	H2-S003	kaiiin	K+IIN	IIN	danach dies weiter davon nach Maß im Gang zugeben
AIIN/IIN	E038	f10r	H2	H2-S003	chodaiin	CH+O+AIIN	AIIN	danach dies weiter davon nach Maß im Gang zugeben
AIIN/IIN	E042	f11r	H3	H3-S001	shfydaiin	SH+Y+AIIN	AIIN	dies weiter eintragen und halten
AIIN/IIN	E051	f11r	H3	H3-S003	daiin	AIIN	AIIN	dies weiter zugeben
AIIN/IIN	E056	f55v	H4	H4-S001	qokaiin	OK+AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E057	f55v	H4	H4-S001	chaiin	AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E061	f55v	H4	H4-S002	daiin	AIIN	AIIN	dies nach Maß abmessen und umsetzen
AIIN/IIN	E064	f55v	H4	H4-S003	ykaiin	Y+K+AIIN	AIIN	dies nach Maß dosiert zugeben
AIIN/IIN	E068	f55v	H4	H4-S004	aiin	AIIN	AIIN	dies nach Maß dorthin anlegen
AIIN/IIN	E077	f56r	H5	H5-S001	daiin	AIIN	AIIN	den Ansatz abziehen
AIIN/IIN	E100	f56r	H5	H5-S006	daiin	AIIN	AIIN	danach dies weiter nach Maß als Portion im Gang kurz zugeben
AIIN/IIN	E102	f81v	B1	B1-S002	okaiin	OK+AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E116	f81v	B1	B1-S002	daiin	AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E118	f81v	B1	B1-S002	daiin	AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E161	f81v	B1	B1-S018	oiiin	O+IIN	IIN	dies führen
AIIN/IIN	E178	f82r	B2	B2-S005	solkaiin	SOLK+AIIN	AIIN	dies dorthin anlegen
AIIN/IIN	E180	f82r	B2	B2-S005	qokaiin	OK+AIIN	AIIN	dies dorthin anlegen
AIIN/IIN	E181	f82r	B2	B2-S005	qokaiin	OK+AIIN	AIIN	dies dorthin anlegen
AIIN/IIN	E190	f82r	B2	B2-S008	sotaiin	OT+AIIN	AIIN	danach dies davon nach Maß einsetzen
AIIN/IIN	E207	f82r	B2	B2-S012	daiin	AIIN	AIIN	dies führen und abnehmen
AIIN/IIN	E217	f82r	B2	B2-S016	aiin	AIIN	AIIN	dies davon dorthin ableiten und umfüllen
AIIN/IIN	E219	f82r	B2	B2-S016	qokaiin	OK+AIIN	AIIN	dies davon dorthin ableiten und umfüllen
AIIN/IIN	E233	f83r	B3	B3-S003	daiin	AIIN	AIIN	dies nach Maß abführen und abmessen und umsetzen; schließe
AIIN/IIN	E236	f83r	B3	B3-S004	qokaiin	OK+AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E243	f83r	B3	B3-S007	qokaiin	OK+AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E256	f83r	B3	B3-S013	qokaiin	OK+AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E270	f83r	B3	B3-S021	qokaiin	OK+AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E274	f83r	B3	B3-S021	saiin	AIIN	AIIN	dies nach Maß einsetzen
AIIN/IIN	E286	f83r	B3	B3-S026	chldaiin	L+AIIN	AIIN	dies davon nach Maß länger ableiten
AIIN/IIN	E299	f83r	B3	B3-S030	saiin	AIIN	AIIN	dies einsetzen
AIIN/IIN	E305	f83r	B3	B3-S032	qotedaiin	OT+E+AIIN	AIIN	eine Portion abmessen und umsetzen
AIIN/IIN	E306	f83r	B3	B3-S032	otaiin	OT+AIIN	AIIN	eine Portion abmessen und umsetzen
AIIN/IIN	E309	f83r	B3	B3-S034	soiiin	O+IIN	IIN	dies im Gang bis bereit bis zum Sollgrad eintragen
AIIN/IIN	E312	f83r	B3	B3-S034	otaiin	OT+AIIN	AIIN	dies im Gang bis bereit bis zum Sollgrad eintragen
AIIN/IIN	E332	f83r	B4	B4-S008	saiin	AIIN	AIIN	dies nach Maß länger warm halten
AIIN/IIN	E338	f83r	B4	B4-S011	saiin	AIIN	AIIN	dies nach Maß kurz warm halten
AIIN/IIN	E369	f83r	B5	B5-S003	aiin	AIIN	AIIN	dies dorthin ablagern
AIIN/IIN	E371	f83r	B5	B5-S003	daiiin	DA+IIN	IIN	dies dorthin ablagern
AIIN/IIN	E377	f83r	B6	B6-S001	daiin	AIIN	AIIN	dies länger auffangen
AL/OS	E005	f10r	H1	H1-S001	os	OS	OS	dies kurz abnehmen
AL/OS	E040	f11r	H3	H3-S001	schoal	SH+O+AL	AL	dies weiter eintragen und halten
AL/OS	E069	f55v	H4	H4-S004	okal	OK+AL	AL	dies nach Maß dorthin anlegen
AL/OS	E076	f56r	H5	H5-S001	chodaly	HO+AL+Y	AL	den Ansatz abziehen
AL/OS	E082	f56r	H5	H5-S001	dal	AL	AL	den Ansatz abziehen
AL/OS	E093	f56r	H5	H5-S004	kchal	K+AL	AL	dies einsetzen
AL/OS	E104	f81v	B1	B1-S002	okal	OK+AL	AL	dies nach Maß einsetzen
AL/OS	E109	f81v	B1	B1-S002	al	AL	AL	dies nach Maß einsetzen
AL/OS	E115	f81v	B1	B1-S002	sheckhal	SH+E+CKH+AL	AL	dies nach Maß einsetzen
AL/OS	E117	f81v	B1	B1-S002	qokeedal	OK+EE+AL	AL	dies nach Maß einsetzen
AL/OS	E130	f81v	B1	B1-S006	ral	R+AL	AL	eine Portion einsetzen
AL/OS	E147	f81v	B1	B1-S014	lchedal	L+CHD+AL	AL	dies umsetzen
AL/OS	E152	f81v	B1	B1-S016	qokal	OK+AL	AL	dies dorthin anlegen
AL/OS	E156	f81v	B1	B1-S017	sal	AL	AL	dies weiter dorthin kurz umfüllen; schließe
AL/OS	E166	f81v	B1	B1-S021	chal	AL	AL	dorthin weiterarbeiten
AL/OS	E172	f82r	B2	B2-S004	qokal	OK+AL	AL	dies dorthin anlegen
AL/OS	E177	f82r	B2	B2-S005	qokaly	OK+AL+Y	AL	dies dorthin anlegen
AL/OS	E186	f82r	B2	B2-S006	qokal	OK+AL	AL	danach dies dorthin länger anlegen
AL/OS	E214	f82r	B2	B2-S016	cheal	AL	AL	dies davon dorthin ableiten und umfüllen
AL/OS	E222	f82r	B2	B2-S017	rsheal	R+SH+E+AL	AL	dies dorthin kurz abkühlen lassen und ruhen lassen; schließe
AL/OS	E223	f82r	B2	B2-S017	daldy	AL+DY	AL	dies dorthin kurz abkühlen lassen und ruhen lassen; schließe
AL/OS	E230	f83r	B3	B3-S002	qotal	OT+AL	AL	danach dies dorthin länger anwärmen; schließe
AL/OS	E237	f83r	B3	B3-S004	qotal	OT+AL	AL	dies nach Maß einsetzen
AL/OS	E241	f83r	B3	B3-S006	qokal	OK+AL	AL	dies umsetzen
AL/OS	E248	f83r	B3	B3-S010	pchedal	P+CHD+AL	AL	danach dies dorthin kurz einfüllen und umfüllen; schließe
AL/OS	E268	f83r	B3	B3-S020	dal	AL	AL	dies dorthin hinleiten und umfüllen; schließe
AL/OS	E272	f83r	B3	B3-S021	dal	AL	AL	dies nach Maß einsetzen
AL/OS	E275	f83r	B3	B3-S021	shedal	SHED+AL	AL	dies nach Maß einsetzen
AL/OS	E278	f83r	B3	B3-S021	tal	AL	AL	dies nach Maß einsetzen
AL/OS	E280	f83r	B3	B3-S021	dalchdy	AL+CHD+DY	AL	dies nach Maß einsetzen
AL/OS	E290	f83r	B3	B3-S026	chealror	AL+R+OR	AL	dies davon nach Maß länger ableiten
AL/OS	E313	f83r	B3	B3-S034	olsaly	OL+AL+Y	AL	dies im Gang bis bereit bis zum Sollgrad eintragen
AL/OS	E320	f83r	B4	B4-S003	otal	OT+AL	AL	dies umsetzen
AL/OS	E355	f83r	B4	B4-S015	chckhal	CH+CKH+AL	AL	eine Portion einsetzen
AL/OS	E359	f83r	B4	B4-S016	dal	AL	AL	eine Portion weiter dosiert zugeben
AL/OS	E364	f83r	B5	B5-S003	shedal	SHED+AL	AL	dies dorthin ablagern
AL/OS	E365	f83r	B5	B5-S003	dal	AL	AL	dies dorthin ablagern
AL/OS	E368	f83r	B5	B5-S003	chdal	CHD+AL	AL	dies dorthin ablagern
AL/OS	E375	f83r	B6	B6-S001	raly	R+AL+Y	AL	dies länger auffangen
AL/OS	E381	f83r	B6	B6-S001	ldalor	L+AL+OR	AL	dies länger auffangen
