prompt_id	fresh_prompt_de	requested_recipe	requested_components_known	encoding_status	exact_card_numbers	exact_surfaces	nearest_edit_distance	nearest_recipe_count	nearest_recipes	nearest_card_numbers	nearest_surfaces	master_approval	encoder_decision_de
P12	Absetzen und den Schritt schliessen.	SHED+DY	YES	EXACT_EXISTING_RECIPE	PROC078	cheedy|shedy|tedy	0	1	SHED+DY	PROC078	cheedy|shedy|tedy	NO	Vorhandene Kartenfamilie waehlen; danach ihren belegten Renderer kopieren.
P13	Diesen Posten kurz waermen.	CHK+E+Y	YES	EXACT_EXISTING_RECIPE	PROC083	cheky	0	1	CHK+E+Y	PROC083	cheky	NO	Vorhandene Kartenfamilie waehlen; danach ihren belegten Renderer kopieren.
P14	Laenger waermen und den Schritt schliessen.	CHK+EE+DY	YES	EXACT_EXISTING_RECIPE	PROC132	chkeedy	0	1	CHK+EE+DY	PROC132	chkeedy	NO	Vorhandene Kartenfamilie waehlen; danach ihren belegten Renderer kopieren.
P15	Diesen Posten einfuellen.	P+Y	YES	EXACT_EXISTING_RECIPE	PROC030	cphy	0	1	P+Y	PROC030	cphy	NO	Vorhandene Kartenfamilie waehlen; danach ihren belegten Renderer kopieren.
P16	Weiterleiten, umsetzen und den Schritt schliessen.	L+CHD+DY	YES	EXACT_EXISTING_RECIPE	PROC120	lchedy	0	1	L+CHD+DY	PROC120	lchedy	NO	Vorhandene Kartenfamilie waehlen; danach ihren belegten Renderer kopieren.
P17	Diesen Posten waschen.	LSH+Y	YES	NO_EXACT_CARD__NEAREST_FAMILY_ONLY			1	16	AR+Y|CFH+Y|CHD+Y|CKH+Y|CTH+Y|HO+Y|K+Y|L+Y|LSH+O|OK+Y|OL+Y|OT+Y|P+Y|SOLK+Y|T+Y|Y	PROC137|PROC028|PROC042|PROC133|PROC075|PROC014|PROC056|PROC035|PROC095|PROC084|PROC008|PROC011|PROC154|PROC036|PROC065|PROC030|PROC087|PROC004|PROC019	chary|cfhy|chdy|chedy|chedchy|chckhy|shckhy|checthy|cthy|shcthy|choy|kchy|ly|lsho|choky|oky|qoky|chokchy|okchy|qokchy|qolchey|qotchy|otchey|cphy|qolky|chety|chty|chey|chy|dy|shy|sy|y	REQUIRED	Keine neue Oberflaeche bilden. Naechste vorhandene Familien vorlegen und den Meister entscheiden lassen.
P18	Diesen Posten kuehlen.	R+Y	YES	NO_EXACT_CARD__NEAREST_FAMILY_ONLY			1	18	AR+Y|CFH+Y|CHD+Y|CKH+Y|CTH+Y|HO+Y|K+Y|L+Y|OK+Y|OL+Y|OT+Y|P+Y|R+AL|R+AL+Y|R+OL|SOLK+Y|T+Y|Y	PROC137|PROC028|PROC042|PROC133|PROC075|PROC014|PROC056|PROC035|PROC095|PROC008|PROC011|PROC154|PROC036|PROC065|PROC030|PROC081|PROC172|PROC071|PROC087|PROC004|PROC019	chary|cfhy|chdy|chedy|chedchy|chckhy|shckhy|checthy|cthy|shcthy|choy|kchy|ly|choky|oky|qoky|chokchy|okchy|qokchy|qolchey|qotchy|otchey|cphy|ral|raly|rol|qolky|chety|chty|chey|chy|dy|shy|sy|y	REQUIRED	Keine neue Oberflaeche bilden. Naechste vorhandene Familien vorlegen und den Meister entscheiden lassen.
P19	Eine Portion teilen.	S+AIN	YES	NO_EXACT_CARD__NEAREST_FAMILY_ONLY			1	5	AIN|CHD+AIN|K+AIN|OK+AIN|OR+AIN	PROC156|PROC151|PROC069|PROC080|PROC050	dain|chedain|chkain|kain|okain|qokain|orain	REQUIRED	Keine neue Oberflaeche bilden. Naechste vorhandene Familien vorlegen und den Meister entscheiden lassen.
P20	Eine Portion an der Zielstelle einfuellen.	P+AIN+AL	YES	NO_EXACT_CARD__NEAREST_FAMILY_ONLY			1	1	P+CHD+AL	PROC134	pchedal	REQUIRED	Keine neue Oberflaeche bilden. Naechste vorhandene Familien vorlegen und den Meister entscheiden lassen.
P21	Den Lauf weiterleiten.	L+AIR	YES	NO_EXACT_CARD__NEAREST_FAMILY_ONLY			1	12	CH+AIR|CHD+AIR|K+AIR|L|L+AIIN|L+AR|L+CHD|L+DY|L+O|L+OL|L+Y|OK+AIR	PROC006|PROC150|PROC068|PROC072|PROC147|PROC121|PROC102|PROC108|PROC140|PROC167|PROC095|PROC138	chair|schedair|kair|dl|chldaiin|lar|lched|ldy|lo|lol|ly|okair	REQUIRED	Keine neue Oberflaeche bilden. Naechste vorhandene Familien vorlegen und den Meister entscheiden lassen.
P22	Den Ansatz kurz halten.	SH+E+OR	YES	NO_EXACT_CARD__NEAREST_FAMILY_ONLY			1	3	SH+E+DY|SH+E+OL|SH+E+Y	PROC111|PROC096|PROC122	dshedy|dsheol|tshey	REQUIRED	Keine neue Oberflaeche bilden. Naechste vorhandene Familien vorlegen und den Meister entscheiden lassen.
P23	Eine Nachgabe ansetzen.	OK+AN	YES	NO_EXACT_CARD__NEAREST_FAMILY_ONLY			1	7	OK+AIIN|OK+AIN|OK+AIR|OK+AL|OK+AR|OK+OL|OK+Y	PROC038|PROC080|PROC138|PROC048|PROC113|PROC037|PROC160|PROC008|PROC011	okaiin|qokaiin|okain|qokain|okair|okal|qokal|qokar|okchol|qokol|choky|oky|qoky|chokchy|okchy|qokchy	REQUIRED	Keine neue Oberflaeche bilden. Naechste vorhandene Familien vorlegen und den Meister entscheiden lassen.
P24	Auswringen und den Schritt schliessen.	CFH+DY	YES	NO_EXACT_CARD__NEAREST_FAMILY_ONLY			1	7	AL+DY|CFH+Y|CHD+DY|L+DY|O+DY|OL+DY|SHED+DY	PROC127|PROC028|PROC076|PROC094|PROC108|PROC041|PROC047|PROC078	daldy|cfhy|dchedy|schedy|tchedy|dchdy|ldy|ody|oldy|cheedy|shedy|tedy	REQUIRED	Keine neue Oberflaeche bilden. Naechste vorhandene Familien vorlegen und den Meister entscheiden lassen.
