statement_id	page	record	events	surface_sequence	component_sequence	compact_atomic_sequence_de	image_owner	owner_noun_de	owner_context_de	owner_kind	owner_break_inside_statement	owner_supplied_expansions_de	compact_owner_reading_de	closes
H4-S002	f55v	H4	3	daiin chedy talam	AIIN | CHD+Y | TALAM	MASS | UMSETZEN · DIES | VERWAHREN	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	die breitblaettrige rispige Pflanze	bei der breitblaettrigen rispigen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der breitblaettrigen rispigen Pflanze	Bei der breitblaettrigen rispigen Pflanze: Nach Mass den laufenden Posten umsetzen und anschliessend verwahren.	NO
H4-S003	f55v	H4	4	ykaiin cheoar cheeky oldy	Y+K+AIIN | CH+E+O+AR | CHK+EE+Y | OL+DY	DIES · ZUDOSIEREN · MASS | ABNEHMEN · KURZ · GANG · QUELLE | WAERMEN · LANG · DIES | FORTSETZEN · SCHLUSS	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	die breitblaettrige rispige Pflanze	bei der breitblaettrigen rispigen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der breitblaettrigen rispigen Pflanze | QUELLE=lokaler Ausgang bei der breitblaettrigen rispigen Pflanze	Bei der breitblaettrigen rispigen Pflanze: Den laufenden Posten nach Mass zudosieren; dann kurz im Gang aus der Quelle abnehmen; dann ihn laenger erwaermen; dann fortsetzen; den Schritt schliessen.	YES
H4-S004	f55v	H4	6	aiin okal oltchy or y orain	AIIN | OK+AL | OL+T+Y | OR | Y | OR+AIN	MASS | ANSETZEN · ZIEL | FORTSETZEN · EINTRAGEN · DIES | ANSATZ | DIES | ANSATZ · PORTION	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	die breitblaettrige rispige Pflanze	bei der breitblaettrigen rispigen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der breitblaettrigen rispigen Pflanze | ZIEL=bezeichnetes Ziel bei der breitblaettrigen rispigen Pflanze	Bei der breitblaettrigen rispigen Pflanze: Nach Mass am Ziel ansetzen, den laufenden Posten weiter eintragen, als Ansatz beibehalten und als Ansatzportion fuehren.	NO
H5-S001	f56r	H5	9	chochor cho chodaly daiin sho kchol otchor choky dal	HO+CH+OR | HO | HO+AL+Y | AIIN | HO | K+OL | OT+CH+OR | OK+Y | AL	ZUTAT · ABNEHMEN · ANSATZ | ZUTAT | ZUTAT · ZIEL · DIES | MASS | ZUTAT | ZUDOSIEREN · FORTSETZEN | DANACH · ABNEHMEN · ANSATZ | ANSETZEN · DIES | ZIEL	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	die mehrkoepfige stachelige Pflanze	bei der mehrkoepfigen stacheligen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der mehrkoepfigen stacheligen Pflanze | ZIEL=bezeichnetes Ziel bei der mehrkoepfigen stacheligen Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Eine Zutat fuer den Ansatz abnehmen, zum Ziel bringen und nach Mass weiter zudosieren; danach vom Ansatz abnehmen und den Posten am Ziel ansetzen.	NO
H5-S002	f56r	H5	4	schol choy choky cheeckhody	RESUME_CARD | HO+Y | OK+Y | CH+EE+CKH+O+DY	WIEDERAUFNEHMEN | ZUTAT · DIES | ANSETZEN · DIES | ABNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	die mehrkoepfige stachelige Pflanze	bei der mehrkoepfigen stacheligen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der mehrkoepfigen stacheligen Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Den vorigen Vorgang wiederaufnehmen, die Zutat als laufenden Posten fuehren und ansetzen; laenger im Gang durch den Durchlass abnehmen und schliessen.	YES
H5-S003	f56r	H5	4	sh cho kchey qokokchy	SH | HO | K+E+Y | OK+OK+Y	HALTEN | ZUTAT | ZUDOSIEREN · KURZ · DIES | ANSETZEN · ANSETZEN · DIES	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	die mehrkoepfige stachelige Pflanze	bei der mehrkoepfigen stacheligen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der mehrkoepfigen stacheligen Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat halten, dem laufenden Posten kurz zudosieren und ihn zweimal ansetzen.	NO
H5-S004	f56r	H5	3	okchy chokcheo kchal	OK+Y | OK+CH+E+O | K+AL	ANSETZEN · DIES | ANSETZEN · ABNEHMEN · KURZ · GANG | ZUDOSIEREN · ZIEL	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	die mehrkoepfige stachelige Pflanze	bei der mehrkoepfigen stacheligen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der mehrkoepfigen stacheligen Pflanze | ZIEL=bezeichnetes Ziel bei der mehrkoepfigen stacheligen Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Den laufenden Posten ansetzen; dann kurz im Gang ansetzen und abnehmen; dann zum Ziel zudosieren.	NO
H5-S005	f56r	H5	4	sho chokchy kchoar sotodan	HO | OK+Y | K+HO+AR | OT+O+AIN	ZUTAT | ANSETZEN · DIES | ZUDOSIEREN · ZUTAT · QUELLE | DANACH · GANG · PORTION	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	die mehrkoepfige stachelige Pflanze	bei der mehrkoepfigen stacheligen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der mehrkoepfigen stacheligen Pflanze | QUELLE=lokaler Ausgang bei der mehrkoepfigen stacheligen Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Die Zutat bereitstellen, den laufenden Posten ansetzen und die Zutat aus der Quelle zudosieren; danach eine Portion in den Gang nehmen.	NO
H5-S006	f56r	H5	3	otchey keol daiin	OT+Y | K+E+OL | AIIN	DANACH · DIES | ZUDOSIEREN · KURZ · FORTSETZEN | MASS	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	die mehrkoepfige stachelige Pflanze	bei der mehrkoepfigen stacheligen Pflanze	VISIBLE_WHOLE_PLANT	NO	DIES=aktueller Posten bei der mehrkoepfigen stacheligen Pflanze	Bei der mehrkoepfigen stacheligen Pflanze: Danach den laufenden Posten kurz weiterdosieren, bis das Mass erreicht ist.	NO
B1-S001	f81v	B1	1	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am gemeinsamen zweireihigen Becken: Kurz ansetzen und den Schritt schliessen.	YES
B1-S002	f81v	B1	19	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	OK+AIIN | K+AIR | OK+AL | AR | OL | K+AIN | OL+K+AIN | AL | OL | R+OL | L | OL+OR | OL | SH+E+CKH+AL | AIIN | OK+EE+AL | AIIN | CKH+Y | CHD+DY	ANSETZEN · MASS | ZUDOSIEREN · LAUF | ANSETZEN · ZIEL | QUELLE | FORTSETZEN | ZUDOSIEREN · PORTION | FORTSETZEN · ZUDOSIEREN · PORTION | ZIEL | FORTSETZEN | KUEHLEN · FORTSETZEN | WEITERLEITEN | FORTSETZEN · ANSATZ | FORTSETZEN | HALTEN · KURZ · DURCHLASS · ZIEL | MASS | ANSETZEN · LANG · ZIEL | MASS | DURCHLASS · DIES | UMSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken | LAUF=lokaler Lauf am gemeinsamen zweireihigen Becken | ZIEL=bezeichnetes Ziel am gemeinsamen zweireihigen Becken | QUELLE=lokaler Ausgang am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Nach Mass ansetzen und die laufende Fluessigkeit zudosieren. Am Ziel aus der Quelle weiterarbeiten: eine Portion und dann eine weitere Portion zudosieren, weiter kuehlen und weiterleiten. Den Ansatz fortsetzen, kurz am Durchlass dem Ziel halten, erneut nach Mass laenger ansetzen, den Posten durch den Durchlass umsetzen und schliessen.	YES
B1-S003	f81v	B1	2	qol sshkchdy	OL | SH+K+CHD+DY	FORTSETZEN | HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am gemeinsamen zweireihigen Becken: Fortsetzen; dann halten, zudosieren und umsetzen; den Schritt schliessen.	YES
B1-S004	f81v	B1	3	chedy ol shedy	CHD+Y | OL | SHED+DY	UMSETZEN · DIES | FORTSETZEN | ABSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Den laufenden Posten umsetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	YES
B1-S005	f81v	B1	1	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am gemeinsamen zweireihigen Becken: Weiter umsetzen; den Schritt schliessen.	YES
B1-S006	f81v	B1	4	qokain shckhy dl ral	OK+AIN | CKH+Y | L | R+AL	ANSETZEN · PORTION | DURCHLASS · DIES | WEITERLEITEN | KUEHLEN · ZIEL	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken | ZIEL=bezeichnetes Ziel am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Als Portion ansetzen; dann den laufenden Posten durch den Durchlass; dann weiterleiten; dann zum Ziel kuehlen.	NO
B1-S007	f81v	B1	1	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am gemeinsamen zweireihigen Becken: Ansetzen und umsetzen; den Schritt schliessen.	YES
B1-S008	f81v	B1	5	chey ol cheky ol shedy	Y | OL | CHK+E+Y | OL | SHED+DY	DIES | FORTSETZEN | WAERMEN · KURZ · DIES | FORTSETZEN | ABSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Den Posten beibehalten und fortsetzen, kurz erwaermen, weiterfuehren, absetzen lassen und den Schritt schliessen.	YES
B1-S009	f81v	B1	1	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	YES
B1-S010	f81v	B1	1	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am gemeinsamen zweireihigen Becken: Kurz ansetzen; den Schritt schliessen.	YES
B1-S011	f81v	B1	2	chckhy qoky	CKH+Y | OK+Y	DURCHLASS · DIES | ANSETZEN · DIES	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Den laufenden Posten durch den Durchlass; dann ihn ansetzen.	NO
B1-S012	f81v	B1	3	lsho qokey lshedy	LSH+O | OK+E+Y | LSH+E+DY	WASCHEN · GANG | ANSETZEN · KURZ · DIES | WASCHEN · KURZ · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Den Gang waschen, den Posten kurz ansetzen, nochmals kurz waschen und den Schritt schliessen.	YES
B1-S013	f81v	B1	1	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am gemeinsamen zweireihigen Becken: Kurz waschen und den Schritt schliessen.	YES
B1-S014	f81v	B1	5	chedy qolky lchedal qol otar	CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR	UMSETZEN · DIES | AUFFANGEN · DIES | WEITERLEITEN · UMSETZEN · ZIEL | FORTSETZEN | DANACH · QUELLE	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken | ZIEL=bezeichnetes Ziel am gemeinsamen zweireihigen Becken | QUELLE=lokaler Ausgang am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Den Posten umsetzen und auffangen; zum Ziel weiterleiten und umsetzen, dort fortsetzen und danach zum Quelle wechseln.	NO
B1-S015	f81v	B1	2	ytey okchedy	T+E+Y | OK+CHD+DY	EINTRAGEN · KURZ · DIES | ANSETZEN · UMSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten eintragen; dann ansetzen und umsetzen; den Schritt schliessen.	YES
B1-S016	f81v	B1	4	qokal okeey qol cheedy	OK+AL | OK+EE+Y | OL | SHED+DY	ANSETZEN · ZIEL | ANSETZEN · LANG · DIES | FORTSETZEN | ABSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken | ZIEL=bezeichnetes Ziel am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Zum Ziel ansetzen; dann laenger den laufenden Posten ansetzen; dann fortsetzen; dann absetzen lassen; den Schritt schliessen.	YES
B1-S017	f81v	B1	3	sal teol dchdy	AL | E+OL | CHD+DY	ZIEL | KURZ · FORTSETZEN | UMSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	ZIEL=bezeichnetes Ziel am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Am Ziel kurz fortsetzen, umsetzen und den Schritt schliessen.	YES
B1-S018	f81v	B1	4	ly dsheol oiiin olkeedy	L+Y | SH+E+OL | O+IIN | SOLK+EE+DY	WEITERLEITEN · DIES | HALTEN · KURZ · FORTSETZEN | GANG · STUFE | AUFFANGEN · LANG · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Den laufenden Posten weiterleiten; dann kurz weiter halten; dann im Gang bis zur Stufe; dann laenger auffangen; den Schritt schliessen.	YES
B1-S019	f81v	B1	1	tedy	SHED+DY	ABSETZEN · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	Am gemeinsamen zweireihigen Becken: Absetzen lassen; den Schritt schliessen.	YES
B1-S020	f81v	B1	2	cheky shckhedy	CHK+E+Y | SH+CKH+E+DY	WAERMEN · KURZ · DIES | HALTEN · DURCHLASS · KURZ · SCHLUSS	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Kurz den laufenden Posten erwaermen; dann kurz durch den Durchlass halten; den Schritt schliessen.	YES
B1-S021	f81v	B1	1	chal	AL	ZIEL	B1_SHARED_TWO_ROW_POOL	das gemeinsame zweireihige Becken	am gemeinsamen zweireihigen Becken	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	ZIEL=bezeichnetes Ziel am gemeinsamen zweireihigen Becken	Am gemeinsamen zweireihigen Becken: Das Ziel festlegen.	NO
B2-S001	f82r	B2	1	dchedy	CHD+DY	UMSETZEN · SCHLUSS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	die oberen Paarbecken mit Zylinder	an den oberen Paarbecken mit Zylinder	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An den oberen Paarbecken mit Zylinder: Umsetzen und den Schritt schliessen.	YES
B2-S002	f82r	B2	1	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	die oberen Paarbecken mit Zylinder	an den oberen Paarbecken mit Zylinder	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	KEINE_DIES_LAUF_ZIEL_QUELLE_KARTE	An den oberen Paarbecken mit Zylinder: Weiter umsetzen; den Schritt schliessen.	YES
B2-S003	f82r	B2	3	qokain dy qokeedy	OK+AIN | Y | OK+EE+DY	ANSETZEN · PORTION | DIES | ANSETZEN · LANG · SCHLUSS	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	die oberen Paarbecken mit Zylinder	an den oberen Paarbecken mit Zylinder	VISIBLE_BASIN_FIGURE_OR_LOCAL_STATION	NO	DIES=aktueller Posten an den oberen Paarbecken mit Zylinder	An den oberen Paarbecken mit Zylinder: Als Portion ansetzen; dann den laufenden Posten beibehalten; dann laenger ansetzen; den Schritt schliessen.	YES
