event_id	page	record	statement_id	locus	silent_owner_de	observed_surface	card_no	component_parse	abstract_component_reading_de	context_selection	owner_slot_fill	contextual_card_reading_de	concrete_frame_verb_de	whole_card_gloss_lookup	complete
E011	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	qokchy	PROC011	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, ansetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten neu ansetzen	einsetzen	NO	YES
E012	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	qotchol	PROC012	OT+CH+OL	danach · abziehen · fortsetzen [Rahmen: abnehmen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach fortsetzen den laufenden Posten abziehen	abnehmen	NO	YES
E013	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	chol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E014	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	cthy	PROC014	CTH+Y	bereit · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E015	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	ycheor	PROC015	Y+CH+E+OR	dieser Posten · abziehen · kurz · Ansatz [Rahmen: abziehen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz abziehen	abziehen	NO	YES
E016	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	cthy	PROC014	CTH+Y	bereit · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E017	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	chor	PROC016	OR	Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Ansatz	NOT_AN_ACTION_CARD	NO	YES
E018	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	cthaiin	PROC017	CTH+AIIN	bereit · vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E019	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	qoctholy	PROC018	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Arbeitsgang · bereit · fortsetzen · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E020	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	dy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E021	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	chy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E022	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	taiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E023	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	shy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E024	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	qotchor	PROC020	OT+CH+OR	danach · abziehen · Ansatz [Rahmen: abziehen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach den Ansatz abziehen	abziehen	NO	YES
E025	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	chor	PROC016	OR	Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Ansatz	NOT_AN_ACTION_CARD	NO	YES
E026	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	otol	PROC021	OT+OL	danach · fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E027	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	chol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E028	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	cholor	PROC022	OL+OR	fortsetzen · Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen · Ansatz	NOT_AN_ACTION_CARD	NO	YES
E029	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	chol	PROC013	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E030	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E031	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	dar	PROC003	AR	von dort	PORTABLE_COMPONENT_READING	NOT_REQUIRED	von dort	NOT_AN_ACTION_CARD	NO	YES
E032	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	oykchor	PROC023	O+Y+K+OR	Arbeitsgang · dieser Posten · zuführen · Ansatz [Rahmen: zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten zuführen	zugeben	NO	YES
E033	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	shor	PROC016	OR	Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Ansatz	NOT_AN_ACTION_CARD	NO	YES
E034	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	chor	PROC016	OR	Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Ansatz	NOT_AN_ACTION_CARD	NO	YES
E035	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	chy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E036	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	kaiiin	PROC024	K+IIN	zuführen · Sollstufe [Rahmen: zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten zuführen bis Sollstufe	zugeben	NO	YES
E037	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	dy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E038	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	chodaiin	PROC025	CH+O+AIIN	abziehen · Arbeitsgang · vorgeschriebenes Maß [Rahmen: abziehen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang nach vorgeschriebenes Maß abziehen	abziehen	NO	YES
E039	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	tshol	PROC026	T+SH+OL	eintragen · halten · fortsetzen [Rahmen: halten, eintragen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten eintragen und halten	eintragen + halten	NO	YES
E040	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	schoal	PROC027	SH+O+AL	halten · Arbeitsgang · bezeichnete Stelle [Rahmen: an Ort halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang an bezeichnete Stelle halten	an Ort halten	NO	YES
E041	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	cfhy	PROC028	CFH+Y	auswringen · dieser Posten [Rahmen: auswringen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten auswringen	auswringen	NO	YES
E042	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	shfydaiin	PROC029	SH+Y+AIIN	halten · dieser Posten · vorgeschriebenes Maß [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten nach vorgeschriebenes Maß halten	halten	NO	YES
E043	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	cphy	PROC030	P+Y	hineingeben · dieser Posten [Rahmen: hineingeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten hineingeben	hineingeben	NO	YES
E044	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	shey	PROC031	SH+EE+Y	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten länger halten	halten	NO	YES
E045	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	tchody	PROC032	T+CH+O+DY	eintragen · abziehen · Arbeitsgang · Schluss [Rahmen: abziehen, abschließend eintragen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang eintragen und abziehen; Schritt schließen	abschließend eintragen + abziehen	NO	YES
E046	f11r	H3	H3-S002	f11r.1	abgebildete dicht blau blühende Kronenpflanze	shoyty	PROC033	SH+O+Y+T+Y	halten · Arbeitsgang · dieser Posten · eintragen · dieser Posten [Rahmen: halten, eintragen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten halten und eintragen	halten + eintragen	NO	YES
E047	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	dchol	PROC034	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E048	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	chy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E049	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	kchy	PROC035	K+Y	zuführen · dieser Posten [Rahmen: zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten zuführen	zugeben	NO	YES
E050	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	dy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E051	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E052	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	qotchy	PROC036	OT+Y	danach · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E053	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	okchol	PROC037	OK+OL	ansetzen · fortsetzen [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten ansetzen	einsetzen	NO	YES
E054	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	cthy	PROC014	CTH+Y	bereit · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bereit · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E055	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	dy	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E056	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_SLOT_FILL	BASE_OPERATION	den laufenden Posten nach Sollmaß ansetzen	einsetzen	NO	YES
E057	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	chaiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E058	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	ykain	PROC039	Y+K+AIN	dieser Posten · zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten nach Portion zuführen	dosiert zugeben	NO	YES
E059	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	ykan	PROC040	Y+K+AIN	dieser Posten · zuführen · Portion [Rahmen: zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten nach Portion zuführen	zugeben	NO	YES
E060	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	ody	PROC041	O+DY	Arbeitsgang · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Arbeitsgang; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E061	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E062	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	chedy	PROC042	CHD+Y	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_SLOT_FILL	MEASURE_SLOT	diesen Posten umsetzen	abmessen und umsetzen	NO	YES
E063	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	talam	PROC043	TALAM	verwahren [Rahmen: verwahren]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten verwahren	verwahren	NO	YES
E064	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	ykaiin	PROC044	Y+K+AIIN	dieser Posten · zuführen · vorgeschriebenes Maß [Rahmen: dosiert zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten nach vorgeschriebenes Maß zuführen	dosiert zugeben	NO	YES
E065	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	cheoar	PROC045	CH+E+O+AR	abziehen · kurz · Arbeitsgang · von dort [Rahmen: entnehmen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang von dort kurz abziehen	entnehmen	NO	YES
E066	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dieser Posten [Rahmen: temperieren, warm halten]	OWNER_SLOT_FILL	THERMAL_STATE	diesen Posten länger temperieren	temperieren	NO	YES
E067	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	oldy	PROC047	OL+DY	fortsetzen · Schluss	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen; Schritt schließen	NOT_AN_ACTION_CARD	NO	YES
E068	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	aiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E069	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	okal	PROC048	OK+AL	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	NO	YES
E070	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	oltchy	PROC049	OL+T+Y	fortsetzen · eintragen · dieser Posten [Rahmen: eintragen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen diesen Posten eintragen	eintragen	NO	YES
E071	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	or	PROC016	OR	Ansatz	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Ansatz	NOT_AN_ACTION_CARD	NO	YES
E072	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	y	PROC019	Y	dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E073	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	orain	PROC050	OR+AIN	Ansatz · Portion	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Ansatz · Portion	NOT_AN_ACTION_CARD	NO	YES
E074	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	chochor	PROC051	HO+CH+OR	Gabe · abziehen · Ansatz [Rahmen: abziehen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Gabe und Ansatz abziehen	abziehen	NO	YES
E075	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	cho	PROC052	HO	Gabe	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Gabe	NOT_AN_ACTION_CARD	NO	YES
E076	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	chodaly	PROC053	HO+AL+Y	Gabe · bezeichnete Stelle · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Gabe · bezeichnete Stelle · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E077	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	daiin	PROC009	AIIN	vorgeschriebenes Maß	PORTABLE_COMPONENT_READING	NOT_REQUIRED	vorgeschriebenes Maß	NOT_AN_ACTION_CARD	NO	YES
E078	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	sho	PROC052	HO	Gabe	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Gabe	NOT_AN_ACTION_CARD	NO	YES
E079	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	kchol	PROC054	K+OL	zuführen · fortsetzen [Rahmen: zuführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten zuführen	zuführen	NO	YES
E080	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	otchor	PROC020	OT+CH+OR	danach · abziehen · Ansatz [Rahmen: abziehen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach den Ansatz abziehen	abziehen	NO	YES
E081	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	choky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten in Einsatz bringen	einsetzen	NO	YES
E082	f56r	H5	H5-S001	f56r.7	abgebildete mehrköpfige stachelige Pflanze	dal	PROC055	AL	bezeichnete Stelle	PORTABLE_COMPONENT_READING	NOT_REQUIRED	bezeichnete Stelle	NOT_AN_ACTION_CARD	NO	YES
E083	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	schol	PROC034	OL	fortsetzen	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen	NOT_AN_ACTION_CARD	NO	YES
E084	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	choy	PROC056	HO+Y	Gabe · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Gabe · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E085	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	choky	PROC008	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_SLOT_FILL	CONTACT_OR_APPLICATION_OWNER	diesen Posten in Einsatz bringen	anlegen	NO	YES
E086	f56r	H5	H5-S002	f56r.8	abgebildete mehrköpfige stachelige Pflanze	cheeckhody	PROC057	CH+EE+CKH+O+DY	abziehen · länger · Durchlass · Arbeitsgang · Schluss [Rahmen: ablaufen lassen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang durch Durchlass länger abziehen; Schritt schließen	ablaufen lassen	NO	YES
E087	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	sh	PROC058	SH	halten [Rahmen: halten]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten halten	halten	NO	YES
E088	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	cho	PROC052	HO	Gabe	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Gabe	NOT_AN_ACTION_CARD	NO	YES
E089	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	kchey	PROC059	K+E+Y	zuführen · kurz · dieser Posten [Rahmen: zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten kurz zuführen	zugeben	NO	YES
E090	f56r	H5	H5-S003	f56r.12	abgebildete mehrköpfige stachelige Pflanze	qokokchy	PROC060	OK+OK+Y	ansetzen · ansetzen · dieser Posten [Rahmen: einsetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	diesen Posten ansetzen und ansetzen	einsetzen + einsetzen	NO	YES
E091	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	okchy	PROC011	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, ansetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten neu ansetzen	einsetzen	NO	YES
E092	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	chokcheo	PROC061	OK+CH+E+O	ansetzen · abziehen · kurz · Arbeitsgang [Rahmen: abziehen, ansetzen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Arbeitsgang kurz ansetzen und abziehen	ansetzen + abziehen	NO	YES
E093	f56r	H5	H5-S004	f56r.13	abgebildete mehrköpfige stachelige Pflanze	kchal	PROC062	K+AL	zuführen · bezeichnete Stelle [Rahmen: zuführen]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den laufenden Posten an bezeichnete Stelle zuführen	zuführen	NO	YES
E094	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	sho	PROC052	HO	Gabe	PORTABLE_COMPONENT_READING	NOT_REQUIRED	Gabe	NOT_AN_ACTION_CARD	NO	YES
E095	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	chokchy	PROC011	OK+Y	ansetzen · dieser Posten [Rahmen: einsetzen, ansetzen]	OWNER_SLOT_FILL	BASE_OPERATION	diesen Posten neu ansetzen	ansetzen	NO	YES
E096	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	kchoar	PROC063	K+HO+AR	zuführen · Gabe · von dort [Rahmen: zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	den Gabe von dort zuführen	zugeben	NO	YES
E097	f56r	H5	H5-S005	f56r.18	abgebildete mehrköpfige stachelige Pflanze	sotodan	PROC064	OT+O+AIN	danach · Arbeitsgang · Portion	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · Arbeitsgang · Portion	NOT_AN_ACTION_CARD	NO	YES
E098	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	otchey	PROC065	OT+Y	danach · dieser Posten	PORTABLE_COMPONENT_READING	NOT_REQUIRED	danach · dieser Posten	NOT_AN_ACTION_CARD	NO	YES
E099	f56r	H5	H5-S006	f56r.19	abgebildete mehrköpfige stachelige Pflanze	keol	PROC066	K+E+OL	zuführen · kurz · fortsetzen [Rahmen: zugeben]	PORTABLE_COMPONENT_READING	NOT_REQUIRED	fortsetzen den laufenden Posten kurz zuführen	zugeben	NO	YES
