residual_id	page	locus	token_ordinal	surface	residual_gloss_de	residual_class	gdt732_rewrite_allowed	line_changed_by_gdt732	current_v99_position_id	current_v99_reading_id	current_v99_context_realization_de	next_route_reason_de
G732-X0041	f103r	f103r.10	12	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0042	f103r	f103r.11	6	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0043	f103r	f103r.11	8	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0044	f103r	f103r.12	2	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0045	f103r	f103r.12	3	shckhy	Arzneikompositum: feucht, Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0046	f103r	f103r.12	9	otedy	kalter Ansatz in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0047	f103r	f103r.13	4	okeey	heißer Ansatz am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0048	f103r	f103r.13	6	checkhy	trockenes Arzneikompositum am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0049	f103r	f103r.13	8	chedy	trocken in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0050	f103r	f103r.14	3	chedy	trocken in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0051	f103r	f103r.14	6	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0052	f103r	f103r.14	10	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0053	f103r	f103r.16	4	cheey	trocken am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0054	f103r	f103r.16	6	okeey	heißer Ansatz am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0055	f103r	f103r.16	9	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0056	f103r	f103r.17	2	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0057	f103r	f103r.17	6	chckhy	Arzneikompositum: trocken, Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0058	f103r	f103r.17	7	qokal	Rohstoffklasse I, heiß am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0059	f103r	f103r.17	8	oty	kalter Ansatz am Anfang des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0060	f103r	f103r.19	2	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0061	f103r	f103r.19	4	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0062	f103r	f103r.19	6	chedy	trocken in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0063	f103r	f103r.2	3	chdy	trocken am Anfang des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0064	f103r	f103r.2	9	otchy	kalt-trockener Ansatz am Anfang des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0065	f103r	f103r.2	15	chedy	trocken in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0066	f103r	f103r.20	2	shckhy	Arzneikompositum: feucht, Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0067	f103r	f103r.20	4	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0068	f103r	f103r.20	6	shedy	feucht in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0069	f103r	f103r.21	4	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0070	f103r	f103r.21	5	qokal	Rohstoffklasse I, heiß am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0071	f103r	f103r.21	7	okedy	heißer Ansatz in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0072	f103r	f103r.21	11	qokeedy	heiß am Ende des Grades, abgeschlossen	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0073	f103r	f103r.22	4	shdal	feuchte abgemessene Rohstoffmenge I am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0074	f103r	f103r.22	5	qokeedy	heiß am Ende des Grades, abgeschlossen	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	0	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0075	f103r	f103r.22	6	shedy	feucht in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0076	f103r	f103r.23	2	sheckhy	feuchtes Arzneikompositum am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0077	f103r	f103r.23	4	chckhy	Arzneikompositum: trocken, Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0078	f103r	f103r.24	3	shedy	feucht in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0079	f103r	f103r.24	4	qokal	Rohstoffklasse I, heiß am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0080	f103r	f103r.24	5	oty	kalter Ansatz am Anfang des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0081	f103r	f103r.24	12	oky	heißer Ansatz am Anfang des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0082	f103r	f103r.25	2	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0083	f103r	f103r.25	5	chey	trocken in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0084	f103r	f103r.26	1	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0085	f103r	f103r.26	2	okeey	heißer Ansatz am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0086	f103r	f103r.26	4	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0087	f103r	f103r.26	6	shey	feucht in der Mitte des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0088	f103r	f103r.27	2	okeey	heißer Ansatz am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0089	f103r	f103r.27	5	sheey	feucht am Ende des Grades	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0090	f103r	f103r.27	10	okeey	heißer Ansatz am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0091	f103r	f103r.28	5	chedy	trocken in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0092	f103r	f103r.28	10	cheey	trocken am Ende des Grades	TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	0	1	NONE	NONE	NONE	Eine der 13 Zieloberflächen liegt außerhalb ihrer 30 exakten V99-Positionen.
G732-X0093	f103r	f103r.29	5	chal	Rohstoffklasse I, trocken am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0094	f103r	f103r.29	6	chedy	trocken in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0095	f103r	f103r.3	5	chedy	trocken in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0096	f103r	f103r.3	6	chckhy	Arzneikompositum: trocken, Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0097	f103r	f103r.3	14	chal	Rohstoffklasse I, trocken am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0098	f103r	f103r.30	2	sheckhy	feuchtes Arzneikompositum am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0099	f103r	f103r.30	5	shedy	feucht in der Mitte des Grades, abgeschlossen	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	1	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
G732-X0100	f103r	f103r.31	4	chal	Rohstoffklasse I, trocken am Gradanfang	OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE	0	0	NONE	NONE	NONE	Eine andere aktive V99-Oberfläche liegt außerhalb ihrer exakten V99-Positionen.
