overlay_id	page	locus	token_ordinal	surface	reading_id	current_layer	dispatch_scope	active_position_id	old_v99r4_meaning_de	new_v99r5_spoken_render_de	formal_stage_sequence	workflow_closure	modality_class	renderer_mode	inherited_v48_gloss_de	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	historical_confirmation	component_relation_credit	token_retained	ordinal_retained
G732-P0011	f102r1	f102r1.13	5	okshey	okshey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß-feuchter Ansatz in der Mitte des Grades	heiß-feuchter Ansatz, Mittelstufe	MIDDLE	OPEN	HEISS>FEUCHT	MIXED_NEUTRAL_STAGE	heiß-feuchter Ansatz in der Mitte des Grades	68	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 9 exakte ZL3b-Vorkommen auf 8 Seiten und 9 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0012	f102r1	f102r1.9	6	qokshdy	qokshdy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß und feucht am Anfang des Grades, abgeschlossen	heiß und feucht, Anfangsstufe erreicht; abgeschlossen	BEGIN	CLOSED	HEISS>FEUCHT	MIXED_NEUTRAL_STAGE	heiß und feucht am Anfang des Grades, abgeschlossen	61	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0013	f102v1	f102v1.10	9	qokey	qokey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß in der Mitte des Grades	bis zur Mittelstufe erhitzt	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heiß in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 96 exakte ZL3b-Vorkommen auf 44 Seiten und 95 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0014	f102v1	f102v1.14	3	ckhey	ckhey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Arzneikompositum in der Gradmitte	Arzneikompositum, Mittelstufe	MIDDLE	OPEN	NONE	NO_MODALITY_NEUTRAL_STAGE	Arzneikompositum in der Gradmitte	63	W3_SOLID_WORKING_THEORY	V48-Quelle GDT652:STRONG_NEUTRAL_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 16 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0015	f102v1	f102v1.20	3	qokeey	qokeey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Ende des Grades	vollständig erhitzt	END	OPEN	HEISS	SINGLE_DIRECT	heiß am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 280 exakte ZL3b-Vorkommen auf 70 Seiten und 247 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0016	f102v1	f102v1.22	8	okchy	okchy#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß-trockener Ansatz am Anfang des Grades	heiß-trockener Ansatz, Anfangsstufe	BEGIN	OPEN	HEISS>TROCKEN	MIXED_NEUTRAL_STAGE	heiß-trockener Ansatz am Anfang des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 20 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0017	f102v1	f102v1.23	3	qokey	qokey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß in der Mitte des Grades	bis zur Mittelstufe erhitzt	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heiß in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 96 exakte ZL3b-Vorkommen auf 44 Seiten und 95 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0018	f102v1	f102v1.24	2	ckhey	ckhey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Arzneikompositum in der Gradmitte	Arzneikompositum, Mittelstufe	MIDDLE	OPEN	NONE	NO_MODALITY_NEUTRAL_STAGE	Arzneikompositum in der Gradmitte	63	W3_SOLID_WORKING_THEORY	V48-Quelle GDT652:STRONG_NEUTRAL_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 16 Seiten und 20 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0019	f102v1	f102v1.7	2	ockhey	ockhey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Ansatz eines Arzneikompositums in der Gradmitte	Ansatz eines Arzneikompositums, Mittelstufe	MIDDLE	OPEN	NONE	NO_MODALITY_NEUTRAL_STAGE	Ansatz eines Arzneikompositums in der Gradmitte	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:STRONG_BOUNDARY_COMPOUND mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 7 exakte ZL3b-Vorkommen auf 7 Seiten und 7 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0020	f102v1	f102v1.8	9	qokey	qokey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß in der Mitte des Grades	bis zur Mittelstufe erhitzt	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heiß in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 96 exakte ZL3b-Vorkommen auf 44 Seiten und 95 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0021	f102v1	f102v1.9	2	ckheey	ckheey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Arzneikompositum am Gradende	Arzneikompositum, Endstufe	END	OPEN	NONE	NO_MODALITY_NEUTRAL_STAGE	Arzneikompositum am Gradende	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:STRONG_NEUTRAL_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0022	f102v2	f102v2.20	6	chockhey	chockhey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Arzneikompositum im Trockenansatz in der Gradmitte	Arzneikompositum im Trockenansatz, Mittelstufe	MIDDLE	OPEN	TROCKEN	SINGLE_COMPOSITE_NEUTRAL_STAGE	Arzneikompositum im Trockenansatz in der Gradmitte	61	W3_SOLID_WORKING_THEORY	V48-Quelle GDT652:STRONG_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0023	f102v2	f102v2.20	7	qokeey	qokeey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Ende des Grades	vollständig erhitzt	END	OPEN	HEISS	SINGLE_DIRECT	heiß am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 280 exakte ZL3b-Vorkommen auf 70 Seiten und 247 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0024	f102v2	f102v2.23	1	okey	okey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heißer Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 40 exakte ZL3b-Vorkommen auf 24 Seiten und 36 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0025	f102v2	f102v2.23	2	okey	okey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heißer Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 40 exakte ZL3b-Vorkommen auf 24 Seiten und 36 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0026	f102v2	f102v2.23	4	okey	okey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heißer Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 40 exakte ZL3b-Vorkommen auf 24 Seiten und 36 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0027	f102v2	f102v2.30	5	oteey	oteey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	END	OPEN	KALT	SINGLE_DIRECT	kalter Ansatz am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 100 exakte ZL3b-Vorkommen auf 42 Seiten und 93 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0028	f102v2	f102v2.33	11	ky	ky#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Anfang des Grades	leicht erhitzt	BEGIN	OPEN	HEISS	SINGLE_DIRECT	heiß am Anfang des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 29 exakte ZL3b-Vorkommen auf 27 Seiten und 29 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0029	f102v2	f102v2.34	3	sheockhey	sheockhey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	feucht angesetztes Arzneikompositum in der Gradmitte	feucht angesetztes Arzneikompositum, Mittelstufe	MIDDLE	OPEN	FEUCHT	SINGLE_COMPOSITE_NEUTRAL_STAGE	feucht angesetztes Arzneikompositum in der Gradmitte	53	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0030	f102v2	f102v2.34	7	okey	okey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heißer Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 40 exakte ZL3b-Vorkommen auf 24 Seiten und 36 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0031	f102v2	f102v2.35	6	qoky	qoky#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Anfang des Grades	leicht erhitzt	BEGIN	OPEN	HEISS	SINGLE_DIRECT	heiß am Anfang des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 138 exakte ZL3b-Vorkommen auf 65 Seiten und 135 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0032	f102v2	f102v2.36	6	okey	okey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heißer Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 40 exakte ZL3b-Vorkommen auf 24 Seiten und 36 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0033	f102v2	f102v2.36	7	okey	okey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heißer Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 40 exakte ZL3b-Vorkommen auf 24 Seiten und 36 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0034	f102v2	f102v2.37	8	qokeey	qokeey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heiß am Ende des Grades	vollständig erhitzt	END	OPEN	HEISS	SINGLE_DIRECT	heiß am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 280 exakte ZL3b-Vorkommen auf 70 Seiten und 247 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0035	f102v2	f102v2.38	3	ckheey	ckheey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	Arzneikompositum am Gradende	Arzneikompositum, Endstufe	END	OPEN	NONE	NO_MODALITY_NEUTRAL_STAGE	Arzneikompositum am Gradende	58	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:STRONG_NEUTRAL_CKH_FAMILY mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 8 exakte ZL3b-Vorkommen auf 8 Seiten und 8 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0036	f102v2	f102v2.38	5	okey	okey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz	MIDDLE	OPEN	HEISS	SINGLE_DIRECT	heißer Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 40 exakte ZL3b-Vorkommen auf 24 Seiten und 36 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0037	f103r	f103r.1	4	otey	otey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalter Ansatz in der Mitte des Grades	bis zur Mittelstufe abgekühlter Ansatz	MIDDLE	OPEN	KALT	SINGLE_DIRECT	kalter Ansatz in der Mitte des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 42 exakte ZL3b-Vorkommen auf 28 Seiten und 42 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
G732-P0038	f103r	f103r.1	6	qoteey	qoteey#GLOBAL	GLOBAL_V48_DEFAULT	GLOBAL_SURFACE	NONE	kalt am Ende des Grades	vollständig abgekühlt	END	OPEN	KALT	SINGLE_DIRECT	kalt am Ende des Grades	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 40 exakte ZL3b-Vorkommen auf 28 Seiten und 38 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	H0_NONE	0	1	1
