audit_id	surface	reading_id	current_layer	dispatch_scope	occurrence_count	old_working_meaning_de	new_spoken_render_de	formal_stage_sequence	source_grade_phrases	workflow_closure	modality_class	modality_count	renderer_mode	policy_rule_ids	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	global_export_scope	historical_confirmation	component_relation_credit	source_gdts	source_row_sha256
G732-R011	chedal	chedal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	22	trockener abgewogener Rohstoffposten I in der Gradmitte	bis zur Mittelstufe getrockneter abgewogener Rohstoffposten I	MIDDLE	in der Gradmitte	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT655:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_DAL_AL_CONSOLIDATION und Scope KNOWN_EXACT_WHOLE; 22 exakte ZL3b-Vorkommen auf 15 Seiten und 22 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT655:NEW_EXACT_WHOLE|GDT730	da3eb33efd820b8f5db901787ba021cec606a4d36372d1a7e87b8053fd0353d5
G732-R012	cheeal	cheeal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	3	Rohstoffklasse I, trocken am Gradende	Rohstoffklasse I, vollständig getrocknet	END	am Gradende	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT656:NEW_EXACT_WHOLE mit Staerke EXACT_WHOLE_AL_QUALITY_POSITION_SHELL und Scope KNOWN_EXACT_WHOLE; 3 exakte ZL3b-Vorkommen auf 3 Seiten und 3 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT656:NEW_EXACT_WHOLE	cff5043bce9e1a8fd67920bf496ea0053d16c69a74929094d584c4444f670e7e
G732-R013	cheedy	cheedy#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	56	trocken am Ende des Grades, abgeschlossen	vollständig getrocknet, abgeschlossen	END	am Ende des Grades	CLOSED	TROCKEN	1	SINGLE_DIRECT	P03	71	W3_SOLID_WORKING_THEORY	V48-Quelle GDT647:FAMILY_MIGRATION mit Staerke EXACT_QUALITY_SUBDEGREE_FAMILY und Scope KNOWN_EXACT_WHOLE; 56 exakte ZL3b-Vorkommen auf 29 Seiten und 54 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT647:FAMILY_MIGRATION	b0039dae70601707c6617f68b5b620fc9f8138f1ee187e2079cd1c2a41fe5d77
G732-R014	cheeky	cheeky#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	23	trocken am Gradende, dann heiß am Gradanfang	vollständig getrocknet, dann leicht erhitzt	END>BEGIN	am Gradende | am Gradanfang	OPEN	TROCKEN>HEISS	2	CLAUSE_LOCAL_MULTI_STAGE	P07	76	W3_SOLID_WORKING_THEORY	V48-Quelle GDT661:EXACT_WHOLE mit Staerke STRONG_FAMILY_COMPOSITION und Scope KNOWN_EXACT_WHOLE; 23 exakte ZL3b-Vorkommen auf 22 Seiten und 23 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT661:EXACT_WHOLE	421f8942a651ba5e8313064c3e361d79901b1a382362a1b46cb41d2796b0b405
G732-R015	cheey	cheey#1	ACTIVE_V99_LEXICAL_CORE	EXACT_ACTIVE_POSITION_ONLY_30	5	trocken am Ende des Grades	vollständig getrocknet	END	am Ende des Grades	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	53	W2_PROVISIONAL_WORKING	5 aktive exakte Positionen auf 4 Seiten und 4 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	H0_NONE	0	GDT647	8e30182705fc56df91c71e13f7b2d73e340733e611fe0fa93a7b89142e92bab3
G732-R016	cheeytal	cheeytal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	1	Rohstoffklasse I: trocken am Gradende, kalt am Gradanfang	Rohstoffklasse I: vollständig getrocknet; leicht abgekühlt	END>BEGIN	am Gradende | am Gradanfang	OPEN	TROCKEN>KALT	2	CLAUSE_LOCAL_MULTI_STAGE	P10	36	W1_WEAK_WORKING	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT660:EXACT_WHOLE	d4c6986418e32976a9817aeb522bd647adeff2aaf31ae26d9ca7fd731cf834a3
G732-R017	chekal	chekal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	11	Rohstoffklasse I: trocken in der Gradmitte; heiß am Gradanfang	Rohstoffklasse I: bis zur Mittelstufe getrocknet; leicht erhitzt	MIDDLE>BEGIN	in der Gradmitte | am Gradanfang	OPEN	TROCKEN>HEISS	2	CLAUSE_LOCAL_MULTI_STAGE	P08	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT657:EXACT_ORDERED_WHOLE mit Staerke EXACT_WHOLE_MULTI_QUALITY_AL_ORDER und Scope KNOWN_EXACT_WHOLE; 11 exakte ZL3b-Vorkommen auf 9 Seiten und 11 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT657:EXACT_ORDERED_WHOLE	5ab38bad66e604ffa6ba5f7cfbd64a8d87c773ad88fab22893c1f506249677aa
G732-R018	cheockhey	cheockhey#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	1	trocken angesetztes Arzneikompositum in der Gradmitte	trocken angesetztes Arzneikompositum, Mittelstufe	MIDDLE	in der Gradmitte	OPEN	TROCKEN	1	SINGLE_COMPOSITE_NEUTRAL_STAGE	P03|P05	41	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	206ec0294f5fa79e6895c13a8d2dcf082433e2f14919566907ae00ce31001fd1
G732-R019	cheokal	cheokal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	1	trocken angesetzte Zubereitung aus heißem Rohstoff Klasse I am Gradanfang	trocken angesetzte Zubereitung aus heißem Rohstoff Klasse I, Anfangsstufe	BEGIN	am Gradanfang	OPEN	TROCKEN>HEISS	2	MIXED_NEUTRAL_STAGE	P05	36	W1_WEAK_WORKING	V48-Quelle GDT657:EXACT_PREPARATION_HEAD_WHOLE mit Staerke EXACT_WHOLE_MULTI_QUALITY_AL_ORDER und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT657:EXACT_PREPARATION_HEAD_WHOLE	baf9e1b020243de2e3af923ec0534e1d209a17d792bf57ef340f27504f1e62f0
G732-R020	cheokedy	cheokedy#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	2	trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen	trocken angesetzte heiße Zubereitung, Mittelstufe erreicht; abgeschlossen	MIDDLE	in der Gradmitte	CLOSED	TROCKEN>HEISS	2	MIXED_NEUTRAL_STAGE	P05	53	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	74119751169df24a14fdbb69e6881928b25ad0de32396018e8bbc2226c04a7ef
G732-R021	cheokeey	cheokeey#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	4	trocken angesetzte heiße Zubereitung am Gradende	trocken angesetzte heiße Zubereitung, Endstufe	END	am Gradende	OPEN	TROCKEN>HEISS	2	MIXED_NEUTRAL_STAGE	P05	61	W3_SOLID_WORKING_THEORY	V48-Quelle GDT652:STRONG_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT652:STRONG_COMPONENT_GRID	d537f1237949aada7a351b85975540f28b791cad827e45c0933f650a6d1d51fb
G732-R022	cheokey	cheokey#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	2	trocken angesetzte heiße Zubereitung in der Gradmitte	trocken angesetzte heiße Zubereitung, Mittelstufe	MIDDLE	in der Gradmitte	OPEN	TROCKEN>HEISS	2	MIXED_NEUTRAL_STAGE	P05	53	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 2 exakte ZL3b-Vorkommen auf 2 Seiten und 2 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	da56008c27f26accb988c70a64028cb1a01e9190ecb26ef81756cc0f8c842c2c
G732-R023	cheoky	cheoky#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	6	trocken angesetzte heiße Zubereitung am Gradanfang	trocken angesetzte heiße Zubereitung, Anfangsstufe	BEGIN	am Gradanfang	OPEN	TROCKEN>HEISS	2	MIXED_NEUTRAL_STAGE	P05	66	W3_SOLID_WORKING_THEORY	V48-Quelle GDT652:STRONG_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 6 exakte ZL3b-Vorkommen auf 6 Seiten und 6 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT652:STRONG_COMPONENT_GRID	184be7fe0d376d4105664927d7f95e9821e30f681fa93a8f09fc0abddb9e14b4
G732-R024	cheoty	cheoty#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	4	trocken angesetzte kalte Zubereitung am Gradanfang	trocken angesetzte kalte Zubereitung, Anfangsstufe	BEGIN	am Gradanfang	OPEN	TROCKEN>KALT	2	MIXED_NEUTRAL_STAGE	P05	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT660:EXACT_WHOLE mit Staerke PROVISIONAL_CONCRETE_EXACT_WHOLE und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT660:EXACT_WHOLE	ca96d7ee830aa53ba10a6e0c8ad60b375831898ebebab63ed3171ba3bf8beb5b
G732-R025	chey	chey#1	ACTIVE_V99_LEXICAL_CORE	EXACT_ACTIVE_POSITION_ONLY_30	3	trocken in der Mitte des Grades	bis zur Mittelstufe getrocknet	MIDDLE	in der Mitte des Grades	OPEN	TROCKEN	1	SINGLE_DIRECT	P03	48	W2_PROVISIONAL_WORKING	3 aktive exakte Positionen auf 2 Seiten und 3 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	H0_NONE	0	GDT647	2815d352f8151924d48f6235bf36f7ee0e3fb5a3d09d1ce472bb9be4f14f943c
G732-R026	chkal	chkal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	10	Rohstoffklasse I, trocken-heiß am Gradanfang	Rohstoffklasse I, trocken-heiß, Anfangsstufe	BEGIN	am Gradanfang	OPEN	TROCKEN>HEISS	2	MIXED_NEUTRAL_STAGE	P05	63	W3_SOLID_WORKING_THEORY	V48-Quelle GDT657:EXACT_ORDERED_WHOLE mit Staerke EXACT_WHOLE_MULTI_QUALITY_AL_ORDER und Scope KNOWN_EXACT_WHOLE; 10 exakte ZL3b-Vorkommen auf 8 Seiten und 10 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT657:EXACT_ORDERED_WHOLE	fffcb9bdac89462af66414c5ee702948a4d1726237ff36f22621164dde273550
G732-R027	chockhedy	chockhedy#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	1	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	Arzneikompositum im Trockenansatz, Mittelstufe erreicht; abgeschlossen	MIDDLE	in der Gradmitte	CLOSED	TROCKEN	1	SINGLE_COMPOSITE_NEUTRAL_STAGE	P03|P05	41	W2_PROVISIONAL_WORKING	V48-Quelle GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 1 exakte ZL3b-Vorkommen auf 1 Seiten und 1 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie; kein seitenuebergreifender Bedeutungsbeleg	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	34c88c59947658dd5872bca1130724102410fdc610244f70a75af55fefdf8017
G732-R028	chockhey	chockhey#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	4	Arzneikompositum im Trockenansatz in der Gradmitte	Arzneikompositum im Trockenansatz, Mittelstufe	MIDDLE	in der Gradmitte	OPEN	TROCKEN	1	SINGLE_COMPOSITE_NEUTRAL_STAGE	P03|P05	61	W3_SOLID_WORKING_THEORY	V48-Quelle GDT652:STRONG_COMPONENT_GRID mit Staerke EXACT_WHOLE_FAMILY_EXTENSION und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT652:STRONG_COMPONENT_GRID	4504ac16ca67e4351456b6bcdd9b9da6d8da1317db217fb9c80d86799a711212
G732-R029	chokal	chokal#GLOBAL	GLOBAL_V48_DEFAULT	SURFACE_GLOBAL_2401	4	Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	Trockenansatz aus heißem Rohstoff Klasse I, Anfangsstufe	BEGIN	am Gradanfang	OPEN	TROCKEN>HEISS	2	MIXED_NEUTRAL_STAGE	P05	56	W2_PROVISIONAL_WORKING	V48-Quelle GDT657:EXACT_ORDERED_WHOLE mit Staerke EXACT_WHOLE_MULTI_QUALITY_AL_ORDER und Scope KNOWN_EXACT_WHOLE; 4 exakte ZL3b-Vorkommen auf 4 Seiten und 4 Zeilen	keine unabhaengige Klartextzuordnung; Bedeutung bleibt Arbeitstheorie	KNOWN_EXACT_WHOLE	GLOBAL_V48_EXACT_WHOLE_DEFAULT	H0_NONE	0	GDT657:EXACT_ORDERED_WHOLE	a5990822ea334b4113d55ee0aafd955688659ef391b776af0ba979c36580f4a3
