page	locus	section	language	hand	token_count	unknown_tokens	complete_v48	target_count	global_target_count	active_target_count	target_ordinals	target_surfaces	target_reading_ids	formal_grade_tags	zl3b_line	v99r4_projected_token_glosses_de	v99r5_spoken_token_glosses_de	v99r4_target_glosses_de	v99r5_spoken_target_glosses_de	v99r4_render_de	v99r5_spoken_render_de	non_target_cells_unchanged	exact_tokens_and_ordinals_retained
f102v1	f102v1.10	P	A	1	10	0	1	1	1	0	9	qokey	qokey#GLOBAL	MIDDLE|OPEN	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	erhitzter Pflanzenteil im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | davon drei Maße | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | erhitze hiervon bis zur Endstufe und schließe ab | heiße Drogenportion | feucht in der Mitte des Grades | heiß in der Mitte des Grades | Qualitäts-/Wertfeld geschlossen	erhitzter Pflanzenteil im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | davon drei Maße | Blüten-/Pflanzenteil, Menge/Klasse III | feucht am Ende des Grades | erhitze hiervon bis zur Endstufe und schließe ab | heiße Drogenportion | feucht in der Mitte des Grades | bis zur Mittelstufe erhitzt | Qualitäts-/Wertfeld geschlossen	heiß in der Mitte des Grades	bis zur Mittelstufe erhitzt	erhitzter Pflanzenteil im Ansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; davon drei Maße; Blüten-/Pflanzenteil, Menge/Klasse III; feucht am Ende des Grades; erhitze hiervon bis zur Endstufe und schließe ab; heiße Drogenportion; feucht in der Mitte des Grades; heiß in der Mitte des Grades; Qualitäts-/Wertfeld geschlossen	erhitzter Pflanzenteil im Ansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; davon drei Maße; Blüten-/Pflanzenteil, Menge/Klasse III; feucht am Ende des Grades; erhitze hiervon bis zur Endstufe und schließe ab; heiße Drogenportion; feucht in der Mitte des Grades; bis zur Mittelstufe erhitzt; Qualitäts-/Wertfeld geschlossen	9	1
f102v1	f102v1.14	P	A	1	5	0	1	1	1	0	3	ckhey	ckhey#GLOBAL	MIDDLE|OPEN	chor cheor ckhey oteol aeky	Pflanzen-/Reproduktionsteil | trockener Drogenteil | Arzneikompositum in der Gradmitte | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | einen Teil bis zur Mittelstufe erhitzen und abschließen	Pflanzen-/Reproduktionsteil | trockener Drogenteil | Arzneikompositum, Mittelstufe | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | einen Teil bis zur Mittelstufe erhitzen und abschließen	Arzneikompositum in der Gradmitte	Arzneikompositum, Mittelstufe	Pflanzen-/Reproduktionsteil; trockener Drogenteil; Arzneikompositum in der Gradmitte; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; einen Teil bis zur Mittelstufe erhitzen und abschließen	Pflanzen-/Reproduktionsteil; trockener Drogenteil; Arzneikompositum, Mittelstufe; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; einen Teil bis zur Mittelstufe erhitzen und abschließen	4	1
f102v1	f102v1.20	P	A	1	9	3	0	1	1	0	3	qokeey	qokeey#GLOBAL	END|OPEN	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dam	Samen/Saatgutzubereitung, Form III | feucht in der Mitte des Grades | heiß am Ende des Grades | [qoeeol:?] | [qokeody:?] | angefeuchteter Ansatz, abgeschlossen | [qoeteey:?] | heißer Ansatz am Ende des Grades | Dosis I	Samen/Saatgutzubereitung, Form III | feucht in der Mitte des Grades | vollständig erhitzt | [qoeeol:?] | [qokeody:?] | angefeuchteter Ansatz, abgeschlossen | [qoeteey:?] | heißer Ansatz am Ende des Grades | Dosis I	heiß am Ende des Grades	vollständig erhitzt	Samen/Saatgutzubereitung, Form III; feucht in der Mitte des Grades; heiß am Ende des Grades; [qoeeol:?]; [qokeody:?]; angefeuchteter Ansatz, abgeschlossen; [qoeteey:?]; heißer Ansatz am Ende des Grades; Dosis I	Samen/Saatgutzubereitung, Form III; feucht in der Mitte des Grades; vollständig erhitzt; [qoeeol:?]; [qokeody:?]; angefeuchteter Ansatz, abgeschlossen; [qoeteey:?]; heißer Ansatz am Ende des Grades; Dosis I	8	1
f102v1	f102v1.22	P	A	1	8	4	0	1	1	0	8	okchy	okchy#GLOBAL	BEGIN|OPEN	ykeeody chodaiin qokeos cheol qool chsey oteody okchy	[ykeeody:?] | Trockenansatz, Dosis III | [qokeos:?] | trockener Drogenstoff | [qool:?] | Saatgut bis zur mittleren Stufe trocknen | [oteody:?] | heiß-trockener Ansatz am Anfang des Grades	[ykeeody:?] | Trockenansatz, Dosis III | [qokeos:?] | trockener Drogenstoff | [qool:?] | Saatgut bis zur mittleren Stufe trocknen | [oteody:?] | heiß-trockener Ansatz, Anfangsstufe	heiß-trockener Ansatz am Anfang des Grades	heiß-trockener Ansatz, Anfangsstufe	[ykeeody:?]; Trockenansatz, Dosis III; [qokeos:?]; trockener Drogenstoff; [qool:?]; Saatgut bis zur mittleren Stufe trocknen; [oteody:?]; heiß-trockener Ansatz am Anfang des Grades	[ykeeody:?]; Trockenansatz, Dosis III; [qokeos:?]; trockener Drogenstoff; [qool:?]; Saatgut bis zur mittleren Stufe trocknen; [oteody:?]; heiß-trockener Ansatz, Anfangsstufe	7	1
f102v1	f102v1.23	P	A	1	8	2	0	1	1	0	3	qokey	qokey#GLOBAL	MIDDLE|OPEN	ksheody sho qokey sheody qockhey olcheor odain okchody	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen | feuchter Ansatz | heiß in der Mitte des Grades | angefeuchteter Ansatz, abgeschlossen | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | [olcheor:?] | Zubereitungsdosis II | [okchody:?]	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen | feuchter Ansatz | bis zur Mittelstufe erhitzt | angefeuchteter Ansatz, abgeschlossen | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | [olcheor:?] | Zubereitungsdosis II | [okchody:?]	heiß in der Mitte des Grades	bis zur Mittelstufe erhitzt	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen; feuchter Ansatz; heiß in der Mitte des Grades; angefeuchteter Ansatz, abgeschlossen; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; [olcheor:?]; Zubereitungsdosis II; [okchody:?]	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen; feuchter Ansatz; bis zur Mittelstufe erhitzt; angefeuchteter Ansatz, abgeschlossen; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; [olcheor:?]; Zubereitungsdosis II; [okchody:?]	7	1
f102v1	f102v1.24	P	A	1	4	1	0	1	1	0	2	ckhey	ckhey#GLOBAL	MIDDLE|OPEN	ysaiin ckhey qoor cheol	[ysaiin:?] | Arzneikompositum in der Gradmitte | Drogenportion | trockener Drogenstoff	[ysaiin:?] | Arzneikompositum, Mittelstufe | Drogenportion | trockener Drogenstoff	Arzneikompositum in der Gradmitte	Arzneikompositum, Mittelstufe	[ysaiin:?]; Arzneikompositum in der Gradmitte; Drogenportion; trockener Drogenstoff	[ysaiin:?]; Arzneikompositum, Mittelstufe; Drogenportion; trockener Drogenstoff	3	1
f102v1	f102v1.7	P	A	1	8	2	0	1	1	0	2	ockhey	ockhey#GLOBAL	MIDDLE|OPEN	poaiin ockhey pchol doiin shey shockhsy sheocthy qokeody	Pulverzubereitung, Charge III | Ansatz eines Arzneikompositums in der Gradmitte | trockener Pulverstoff/Trockengut | Zubereitungsmaß, Form III | feucht in der Mitte des Grades | [shockhsy:?] | attributiv feuchte CTH-Drogenzubereitung | [qokeody:?]	Pulverzubereitung, Charge III | Ansatz eines Arzneikompositums, Mittelstufe | trockener Pulverstoff/Trockengut | Zubereitungsmaß, Form III | feucht in der Mitte des Grades | [shockhsy:?] | attributiv feuchte CTH-Drogenzubereitung | [qokeody:?]	Ansatz eines Arzneikompositums in der Gradmitte	Ansatz eines Arzneikompositums, Mittelstufe	Pulverzubereitung, Charge III; Ansatz eines Arzneikompositums in der Gradmitte; trockener Pulverstoff/Trockengut; Zubereitungsmaß, Form III; feucht in der Mitte des Grades; [shockhsy:?]; attributiv feuchte CTH-Drogenzubereitung; [qokeody:?]	Pulverzubereitung, Charge III; Ansatz eines Arzneikompositums, Mittelstufe; trockener Pulverstoff/Trockengut; Zubereitungsmaß, Form III; feucht in der Mitte des Grades; [shockhsy:?]; attributiv feuchte CTH-Drogenzubereitung; [qokeody:?]	7	1
f102v1	f102v1.8	P	A	1	10	3	0	1	1	0	9	qokey	qokey#GLOBAL	MIDDLE|OPEN	dairn ol chey ctheol qokeor os aiin cheor qokey choky	[dairn:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | Krautdrogenstoff der Mittelstufe | [qokeor:?] | [os:?] | Menge III | trockener Drogenteil | heiß in der Mitte des Grades | heiß-trockene Zubereitung, Grundform	[dairn:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades | Krautdrogenstoff der Mittelstufe | [qokeor:?] | [os:?] | Menge III | trockener Drogenteil | bis zur Mittelstufe erhitzt | heiß-trockene Zubereitung, Grundform	heiß in der Mitte des Grades	bis zur Mittelstufe erhitzt	[dairn:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades; Krautdrogenstoff der Mittelstufe; [qokeor:?]; [os:?]; Menge III; trockener Drogenteil; heiß in der Mitte des Grades; heiß-trockene Zubereitung, Grundform	[dairn:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades; Krautdrogenstoff der Mittelstufe; [qokeor:?]; [os:?]; Menge III; trockener Drogenteil; bis zur Mittelstufe erhitzt; heiß-trockene Zubereitung, Grundform	9	1
f102v1	f102v1.9	P	A	1	10	2	0	1	1	0	2	ckheey	ckheey#GLOBAL	END|OPEN	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	kühle den Ansatz ab und schließe | Arzneikompositum am Gradende | erhitze den Drogenstoff bis zur Mittelstufe | bis zur Mittelstufe einweichen, erhitzen und abschließen | [qockheor:?] | Drogenportion | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | abgemessene Fraktion I	kühle den Ansatz ab und schließe | Arzneikompositum, Endstufe | erhitze den Drogenstoff bis zur Mittelstufe | bis zur Mittelstufe einweichen, erhitzen und abschließen | [qockheor:?] | Drogenportion | trocken angesetzte Zubereitung | trockener Wurzel/Wurzeldrogestoff/Trockengut | [qoteor:?] | abgemessene Fraktion I	Arzneikompositum am Gradende	Arzneikompositum, Endstufe	kühle den Ansatz ab und schließe; Arzneikompositum am Gradende; erhitze den Drogenstoff bis zur Mittelstufe; bis zur Mittelstufe einweichen, erhitzen und abschließen; [qockheor:?]; Drogenportion; trocken angesetzte Zubereitung; trockener Wurzel/Wurzeldrogestoff/Trockengut; [qoteor:?]; abgemessene Fraktion I	kühle den Ansatz ab und schließe; Arzneikompositum, Endstufe; erhitze den Drogenstoff bis zur Mittelstufe; bis zur Mittelstufe einweichen, erhitzen und abschließen; [qockheor:?]; Drogenportion; trocken angesetzte Zubereitung; trockener Wurzel/Wurzeldrogestoff/Trockengut; [qoteor:?]; abgemessene Fraktion I	9	1
f102v2	f102v2.20	P	A	1	12	5	0	2	2	0	6|7	chockhey|qokeey	chockhey#GLOBAL|qokeey#GLOBAL	MIDDLE|OPEN | END|OPEN	qokeor cho keeol okeeey qokeody chockhey qokeey dol ol sheeoy tody cheoc	[qokeor:?] | Trockenansatz | stark erhitzter Drogenstoff | [okeeey:?] | [qokeody:?] | Arzneikompositum im Trockenansatz in der Gradmitte | heiß am Ende des Grades | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheeoy:?] | kalten Ansatz fertigstellen | [cheoc:?]	[qokeor:?] | Trockenansatz | stark erhitzter Drogenstoff | [okeeey:?] | [qokeody:?] | Arzneikompositum im Trockenansatz, Mittelstufe | vollständig erhitzt | Materialmaß | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheeoy:?] | kalten Ansatz fertigstellen | [cheoc:?]	Arzneikompositum im Trockenansatz in der Gradmitte | heiß am Ende des Grades	Arzneikompositum im Trockenansatz, Mittelstufe | vollständig erhitzt	[qokeor:?]; Trockenansatz; stark erhitzter Drogenstoff; [okeeey:?]; [qokeody:?]; Arzneikompositum im Trockenansatz in der Gradmitte; heiß am Ende des Grades; Materialmaß; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [sheeoy:?]; kalten Ansatz fertigstellen; [cheoc:?]	[qokeor:?]; Trockenansatz; stark erhitzter Drogenstoff; [okeeey:?]; [qokeody:?]; Arzneikompositum im Trockenansatz, Mittelstufe; vollständig erhitzt; Materialmaß; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [sheeoy:?]; kalten Ansatz fertigstellen; [cheoc:?]	10	1
f102v2	f102v2.23	P	A	1	7	0	1	3	3	0	1|2|4	okey|okey|okey	okey#GLOBAL|okey#GLOBAL|okey#GLOBAL	MIDDLE|OPEN | MIDDLE|OPEN | MIDDLE|OPEN	okey okey shey okey oiees or eey	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | feucht in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | vollständig bereitete Ansatzcharge, Form I | Drogenportion | Endstufe abschließen	bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzter Ansatz | feucht in der Mitte des Grades | bis zur Mittelstufe erhitzter Ansatz | vollständig bereitete Ansatzcharge, Form I | Drogenportion | Endstufe abschließen	heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades | heißer Ansatz in der Mitte des Grades	bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzter Ansatz	heißer Ansatz in der Mitte des Grades; heißer Ansatz in der Mitte des Grades; feucht in der Mitte des Grades; heißer Ansatz in der Mitte des Grades; vollständig bereitete Ansatzcharge, Form I; Drogenportion; Endstufe abschließen	bis zur Mittelstufe erhitzter Ansatz; bis zur Mittelstufe erhitzter Ansatz; feucht in der Mitte des Grades; bis zur Mittelstufe erhitzter Ansatz; vollständig bereitete Ansatzcharge, Form I; Drogenportion; Endstufe abschließen	4	1
f102v2	f102v2.30	P	A	1	9	7	0	1	1	0	5	oteey	oteey#GLOBAL	END|OPEN	pydchy odiy pcheady qoekeey oteey qokeod sheey opaiin deear	[pydchy:?] | [odiy:?] | [pcheady:?] | [qoekeey:?] | kalter Ansatz am Ende des Grades | [qokeod:?] | feucht am Ende des Grades | [opaiin:?] | [deear:?]	[pydchy:?] | [odiy:?] | [pcheady:?] | [qoekeey:?] | vollständig abgekühlter Ansatz | [qokeod:?] | feucht am Ende des Grades | [opaiin:?] | [deear:?]	kalter Ansatz am Ende des Grades	vollständig abgekühlter Ansatz	[pydchy:?]; [odiy:?]; [pcheady:?]; [qoekeey:?]; kalter Ansatz am Ende des Grades; [qokeod:?]; feucht am Ende des Grades; [opaiin:?]; [deear:?]	[pydchy:?]; [odiy:?]; [pcheady:?]; [qoekeey:?]; vollständig abgekühlter Ansatz; [qokeod:?]; feucht am Ende des Grades; [opaiin:?]; [deear:?]	8	1
