rank	page	locus	section	language	hand	token_count	unknown_tokens	complete_v48	target_count	global_target_count	active_target_count	target_ordinals	target_surfaces	target_reading_ids	formal_grade_tags	zl3b_line	v99r4_projected_token_glosses_de	v99r5_spoken_token_glosses_de	v99r4_target_glosses_de	v99r5_spoken_target_glosses_de	v99r4_render_de	v99r5_spoken_render_de	non_target_cells_unchanged	exact_tokens_and_ordinals_retained	residual_grade_cell_count	residual_grade_cells_de
11	f108v	f108v.40	S	B	3	10	0	1	4	4	0	2|6|7|8	sheeal|qotey|qokeey|qokeey	sheeal#GLOBAL|qotey#GLOBAL|qokeey#GLOBAL|qokeey#GLOBAL	END|OPEN | MIDDLE|OPEN | END|OPEN | END|OPEN	daiin sheeal qokeedy qokeedy qokeedy qotey qokeey qokeey otedy qotaiin	Grad-/Maßwert III | Rohstoffklasse I, feucht am Gradende | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades | heiß am Ende des Grades | heiß am Ende des Grades | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt, Grad III	Grad-/Maßwert III | Rohstoffklasse I, vollständig angefeuchtet | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | bis zur Mittelstufe abgekühlt | vollständig erhitzt | vollständig erhitzt | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt, Grad III	Rohstoffklasse I, feucht am Gradende | kalt in der Mitte des Grades | heiß am Ende des Grades | heiß am Ende des Grades	Rohstoffklasse I, vollständig angefeuchtet | bis zur Mittelstufe abgekühlt | vollständig erhitzt | vollständig erhitzt	Grad-/Maßwert III; Rohstoffklasse I, feucht am Gradende; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; kalt in der Mitte des Grades; heiß am Ende des Grades; heiß am Ende des Grades; kalter Ansatz in der Mitte des Grades, abgeschlossen; kalt, Grad III	Grad-/Maßwert III; Rohstoffklasse I, vollständig angefeuchtet; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; bis zur Mittelstufe abgekühlt; vollständig erhitzt; vollständig erhitzt; kalter Ansatz in der Mitte des Grades, abgeschlossen; kalt, Grad III	6	1	4	3:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 4:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 5:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 9:kalter Ansatz in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
12	f108v	f108v.45	S	B	3	11	0	1	4	4	0	3|5|8|10	qokeey|sheal|qokey|qokeal	qokeey#GLOBAL|sheal#GLOBAL|qokey#GLOBAL|qokeal#GLOBAL	END|OPEN | MIDDLE|OPEN | MIDDLE|OPEN | MIDDLE|OPEN	sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral	feuchtes Material | feucht in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | abgemessene Trockenfraktion I, Mittelstufe | Rohstoffklasse I, feucht in der Gradmitte | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades | feucht am Ende des Grades | Rohstoffklasse I, heiß in der Gradmitte | Rohdrogenfraktion I	feuchtes Material | feucht in der Mitte des Grades, abgeschlossen | vollständig erhitzt | abgemessene Trockenfraktion I, Mittelstufe | Rohstoffklasse I, bis zur Mittelstufe angefeuchtet | heiß am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | bis zur Mittelstufe erhitzt | feucht am Ende des Grades | Rohstoffklasse I, bis zur Mittelstufe erhitzt | Rohdrogenfraktion I	heiß am Ende des Grades | Rohstoffklasse I, feucht in der Gradmitte | heiß in der Mitte des Grades | Rohstoffklasse I, heiß in der Gradmitte	vollständig erhitzt | Rohstoffklasse I, bis zur Mittelstufe angefeuchtet | bis zur Mittelstufe erhitzt | Rohstoffklasse I, bis zur Mittelstufe erhitzt	feuchtes Material; feucht in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; abgemessene Trockenfraktion I, Mittelstufe; Rohstoffklasse I, feucht in der Gradmitte; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades; feucht am Ende des Grades; Rohstoffklasse I, heiß in der Gradmitte; Rohdrogenfraktion I	feuchtes Material; feucht in der Mitte des Grades, abgeschlossen; vollständig erhitzt; abgemessene Trockenfraktion I, Mittelstufe; Rohstoffklasse I, bis zur Mittelstufe angefeuchtet; heiß am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; bis zur Mittelstufe erhitzt; feucht am Ende des Grades; Rohstoffklasse I, bis zur Mittelstufe erhitzt; Rohdrogenfraktion I	7	1	4	2:feucht in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 6:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 7:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 9:feucht am Ende des Grades [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
13	f108v	f108v.50	S	B	3	12	0	1	4	4	0	2|5|8|12	oteey|okeedy|oteey|qokey	oteey#GLOBAL|okeedy#GLOBAL|oteey#GLOBAL|qokey#GLOBAL	END|OPEN | END|CLOSED | END|OPEN | MIDDLE|OPEN	dsheey oteey cheol teedar okeedy qokeedy checkhy oteey aiin okeey chey qokey	abgemessene, vollständig angefeuchtete Droge | kalter Ansatz am Ende des Grades | trockener Drogenstoff | abgemessene kalte Fraktion I, Endstufe | heißer Ansatz am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockenes Arzneikompositum am Gradanfang | kalter Ansatz am Ende des Grades | Menge III | heißer Ansatz am Ende des Grades | trocken in der Mitte des Grades | heiß in der Mitte des Grades	abgemessene, vollständig angefeuchtete Droge | vollständig abgekühlter Ansatz | trockener Drogenstoff | abgemessene kalte Fraktion I, Endstufe | vollständig erhitzter Ansatz, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockenes Arzneikompositum am Gradanfang | vollständig abgekühlter Ansatz | Menge III | heißer Ansatz am Ende des Grades | trocken in der Mitte des Grades | bis zur Mittelstufe erhitzt	kalter Ansatz am Ende des Grades | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | heiß in der Mitte des Grades	vollständig abgekühlter Ansatz | vollständig erhitzter Ansatz, abgeschlossen | vollständig abgekühlter Ansatz | bis zur Mittelstufe erhitzt	abgemessene, vollständig angefeuchtete Droge; kalter Ansatz am Ende des Grades; trockener Drogenstoff; abgemessene kalte Fraktion I, Endstufe; heißer Ansatz am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; trockenes Arzneikompositum am Gradanfang; kalter Ansatz am Ende des Grades; Menge III; heißer Ansatz am Ende des Grades; trocken in der Mitte des Grades; heiß in der Mitte des Grades	abgemessene, vollständig angefeuchtete Droge; vollständig abgekühlter Ansatz; trockener Drogenstoff; abgemessene kalte Fraktion I, Endstufe; vollständig erhitzter Ansatz, abgeschlossen; heiß am Ende des Grades, abgeschlossen; trockenes Arzneikompositum am Gradanfang; vollständig abgekühlter Ansatz; Menge III; heißer Ansatz am Ende des Grades; trocken in der Mitte des Grades; bis zur Mittelstufe erhitzt	8	1	4	6:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 7:trockenes Arzneikompositum am Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 10:heißer Ansatz am Ende des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 11:trocken in der Mitte des Grades [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
14	f111v	f111v.38	S	B	3	11	0	1	4	4	0	4|9|10|11	checkhey|qokeey|okeedy|lkeey	checkhey#GLOBAL|qokeey#GLOBAL|okeedy#GLOBAL|lkeey#GLOBAL	MIDDLE|OPEN | END|OPEN | END|CLOSED | END|OPEN	ycheey o aiin checkhey otain qotl chear chedy qokeey okeedy lkeey	trockne hiervon bis zur Endstufe | Ansatzmenge III | Menge III | trockenes Arzneikompositum in der Gradmitte | kalt im Zubereitungsrahmen, Grad II | kalte Holzdroge | trockene Fraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heißer Ansatz am Ende des Grades, abgeschlossen | Drogenholz, heiß am Gradende	trockne hiervon bis zur Endstufe | Ansatzmenge III | Menge III | bis zur Mittelstufe getrocknetes Arzneikompositum | kalt im Zubereitungsrahmen, Grad II | kalte Holzdroge | trockene Fraktion I | trocken in der Mitte des Grades, abgeschlossen | vollständig erhitzt | vollständig erhitzter Ansatz, abgeschlossen | Drogenholz, vollständig erhitzt	trockenes Arzneikompositum in der Gradmitte | heiß am Ende des Grades | heißer Ansatz am Ende des Grades, abgeschlossen | Drogenholz, heiß am Gradende	bis zur Mittelstufe getrocknetes Arzneikompositum | vollständig erhitzt | vollständig erhitzter Ansatz, abgeschlossen | Drogenholz, vollständig erhitzt	trockne hiervon bis zur Endstufe; Ansatzmenge III; Menge III; trockenes Arzneikompositum in der Gradmitte; kalt im Zubereitungsrahmen, Grad II; kalte Holzdroge; trockene Fraktion I; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; heißer Ansatz am Ende des Grades, abgeschlossen; Drogenholz, heiß am Gradende	trockne hiervon bis zur Endstufe; Ansatzmenge III; Menge III; bis zur Mittelstufe getrocknetes Arzneikompositum; kalt im Zubereitungsrahmen, Grad II; kalte Holzdroge; trockene Fraktion I; trocken in der Mitte des Grades, abgeschlossen; vollständig erhitzt; vollständig erhitzter Ansatz, abgeschlossen; Drogenholz, vollständig erhitzt	7	1	1	8:trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
15	f111v	f111v.41	S	B	3	11	0	1	4	4	0	1|5|9|11	oteey|lkeey|qokeey|qotal	oteey#GLOBAL|lkeey#GLOBAL|qokeey#GLOBAL|qotal#GLOBAL	END|OPEN | END|OPEN | END|OPEN | BEGIN|OPEN	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	kalter Ansatz am Ende des Grades | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | vollständig abgekühlt und abgeschlossen | Drogenholz, heiß am Gradende | kalter Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | Rohstoffklasse I, kalt am Gradanfang	vollständig abgekühlter Ansatz | getrocknetes Drogenholz | trocken in der Mitte des Grades, abgeschlossen | vollständig abgekühlt und abgeschlossen | Drogenholz, vollständig erhitzt | kalter Ansatz am Ende des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | vollständig erhitzt | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | Rohstoffklasse I, leicht abgekühlt	kalter Ansatz am Ende des Grades | Drogenholz, heiß am Gradende | heiß am Ende des Grades | Rohstoffklasse I, kalt am Gradanfang	vollständig abgekühlter Ansatz | Drogenholz, vollständig erhitzt | vollständig erhitzt | Rohstoffklasse I, leicht abgekühlt	kalter Ansatz am Ende des Grades; getrocknetes Drogenholz; trocken in der Mitte des Grades, abgeschlossen; vollständig abgekühlt und abgeschlossen; Drogenholz, heiß am Gradende; kalter Ansatz am Ende des Grades, abgeschlossen; heißer Ansatz in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; Rohstoffklasse I, kalt am Gradanfang	vollständig abgekühlter Ansatz; getrocknetes Drogenholz; trocken in der Mitte des Grades, abgeschlossen; vollständig abgekühlt und abgeschlossen; Drogenholz, vollständig erhitzt; kalter Ansatz am Ende des Grades, abgeschlossen; heißer Ansatz in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; vollständig erhitzt; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; Rohstoffklasse I, leicht abgekühlt	7	1	4	3:trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 6:kalter Ansatz am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 7:heißer Ansatz in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 8:trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
16	f115v	f115v.20	S	B	3	8	0	1	4	4	0	1|2|3|8	ysheey|qoteey|lkeey|otchedy	ysheey#GLOBAL|qoteey#GLOBAL|lkeey#GLOBAL|otchedy#GLOBAL	END|OPEN | END|OPEN | END|OPEN | MIDDLE|CLOSED	ysheey qoteey lkeey raiin cheo lor otal otchedy	Eintragsform: feucht am Gradende | kalt am Ende des Grades | Drogenholz, heiß am Gradende | Wurzel, Typ/Charge III | trocken angesetzte Zubereitung | Holzportion | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	Eintragsform: vollständig angefeuchtet | vollständig abgekühlt | Drogenholz, vollständig erhitzt | Wurzel, Typ/Charge III | trocken angesetzte Zubereitung | Holzportion | Rohstoffklasse I im Ansatz, kalt am Gradanfang | kalt-trockener Ansatz, Mittelstufe erreicht; abgeschlossen	Eintragsform: feucht am Gradende | kalt am Ende des Grades | Drogenholz, heiß am Gradende | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	Eintragsform: vollständig angefeuchtet | vollständig abgekühlt | Drogenholz, vollständig erhitzt | kalt-trockener Ansatz, Mittelstufe erreicht; abgeschlossen	Eintragsform: feucht am Gradende; kalt am Ende des Grades; Drogenholz, heiß am Gradende; Wurzel, Typ/Charge III; trocken angesetzte Zubereitung; Holzportion; Rohstoffklasse I im Ansatz, kalt am Gradanfang; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	Eintragsform: vollständig angefeuchtet; vollständig abgekühlt; Drogenholz, vollständig erhitzt; Wurzel, Typ/Charge III; trocken angesetzte Zubereitung; Holzportion; Rohstoffklasse I im Ansatz, kalt am Gradanfang; kalt-trockener Ansatz, Mittelstufe erreicht; abgeschlossen	4	1	1	7:Rohstoffklasse I im Ansatz, kalt am Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
17	f75v	f75v.13	B	B	2	11	0	1	4	4	0	2|6|8|10	cheedy|qoky|tedy|tedy	cheedy#GLOBAL|qoky#GLOBAL|tedy#GLOBAL|tedy#GLOBAL	END|CLOSED | BEGIN|OPEN | MIDDLE|CLOSED | MIDDLE|CLOSED	ocheain cheedy qokal dain sheeky qoky sshedy tedy otedy tedy taral	zwei Teile Ansatz bis zur Mittelstufe trocknen | trocken am Ende des Grades, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Grad-/Maßwert II | vollständig einweichen, erhitzen und abschließen | heiß am Anfang des Grades | eingeweichte Samen/Saat | kalt in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | kalte Rohdrogenfraktion I	zwei Teile Ansatz bis zur Mittelstufe trocknen | vollständig getrocknet, abgeschlossen | Rohstoffklasse I, heiß am Gradanfang | Grad-/Maßwert II | vollständig einweichen, erhitzen und abschließen | leicht erhitzt | eingeweichte Samen/Saat | bis zur Mittelstufe abgekühlt, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | bis zur Mittelstufe abgekühlt, abgeschlossen | kalte Rohdrogenfraktion I	trocken am Ende des Grades, abgeschlossen | heiß am Anfang des Grades | kalt in der Mitte des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen	vollständig getrocknet, abgeschlossen | leicht erhitzt | bis zur Mittelstufe abgekühlt, abgeschlossen | bis zur Mittelstufe abgekühlt, abgeschlossen	zwei Teile Ansatz bis zur Mittelstufe trocknen; trocken am Ende des Grades, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; Grad-/Maßwert II; vollständig einweichen, erhitzen und abschließen; heiß am Anfang des Grades; eingeweichte Samen/Saat; kalt in der Mitte des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; kalt in der Mitte des Grades, abgeschlossen; kalte Rohdrogenfraktion I	zwei Teile Ansatz bis zur Mittelstufe trocknen; vollständig getrocknet, abgeschlossen; Rohstoffklasse I, heiß am Gradanfang; Grad-/Maßwert II; vollständig einweichen, erhitzen und abschließen; leicht erhitzt; eingeweichte Samen/Saat; bis zur Mittelstufe abgekühlt, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; bis zur Mittelstufe abgekühlt, abgeschlossen; kalte Rohdrogenfraktion I	7	1	2	3:Rohstoffklasse I, heiß am Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 9:kalter Ansatz in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
18	f76r	f76r.13	T	B	2	13	0	1	4	4	0	3|6|7|8	chckhey|sheckhey|okeedy|otey	chckhey#GLOBAL|sheckhey#GLOBAL|okeedy#GLOBAL|otey#GLOBAL	MIDDLE|OPEN | MIDDLE|OPEN | END|CLOSED | MIDDLE|OPEN	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	heiß am Ende des Grades, abgeschlossen | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | Arzneikompositum: trocken, Gradmitte | Rohstoffklasse I im Ansatz, heiß am Gradanfang | heiß, Grad III, im Ansatzrahmen | feuchtes Arzneikompositum in der Gradmitte | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades | abgemessene Rohstoffmenge I | ; hierzu: | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I	heiß am Ende des Grades, abgeschlossen | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | Arzneikompositum: bis zur Mittelstufe getrocknet | Rohstoffklasse I im Ansatz, heiß am Gradanfang | heiß, Grad III, im Ansatzrahmen | bis zur Mittelstufe angefeuchtetes Arzneikompositum | vollständig erhitzter Ansatz, abgeschlossen | bis zur Mittelstufe abgekühlter Ansatz | abgemessene Rohstoffmenge I | ; hierzu: | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I	Arzneikompositum: trocken, Gradmitte | feuchtes Arzneikompositum in der Gradmitte | heißer Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades	Arzneikompositum: bis zur Mittelstufe getrocknet | bis zur Mittelstufe angefeuchtetes Arzneikompositum | vollständig erhitzter Ansatz, abgeschlossen | bis zur Mittelstufe abgekühlter Ansatz	heiß am Ende des Grades, abgeschlossen; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; Arzneikompositum: trocken, Gradmitte; Rohstoffklasse I im Ansatz, heiß am Gradanfang; heiß, Grad III, im Ansatzrahmen; feuchtes Arzneikompositum in der Gradmitte; heißer Ansatz am Ende des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades; abgemessene Rohstoffmenge I; hierzu: Rohstoffklasse I, heiß am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; Samenfraktion I	heiß am Ende des Grades, abgeschlossen; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; Arzneikompositum: bis zur Mittelstufe getrocknet; Rohstoffklasse I im Ansatz, heiß am Gradanfang; heiß, Grad III, im Ansatzrahmen; bis zur Mittelstufe angefeuchtetes Arzneikompositum; vollständig erhitzter Ansatz, abgeschlossen; bis zur Mittelstufe abgekühlter Ansatz; abgemessene Rohstoffmenge I; hierzu: Rohstoffklasse I, heiß am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; Samenfraktion I	9	1	4	1:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 4:Rohstoffklasse I im Ansatz, heiß am Gradanfang [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 11:Rohstoffklasse I, heiß am Gradanfang [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE] | 12:trocken in der Mitte des Grades, abgeschlossen [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
19	f77r	f77r.20	B	B	2	8	0	1	4	4	0	2|4|7|8	sheal|qoteey|qotedy|dalchedy	sheal#GLOBAL|qoteey#GLOBAL|qotedy#GLOBAL|dalchedy#GLOBAL	MIDDLE|OPEN | END|OPEN | MIDDLE|CLOSED | MIDDLE|CLOSED	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	kalt im qo-Rahmen, Grad II | Rohstoffklasse I, feucht in der Gradmitte | heiß am Ende des Grades, abgeschlossen | kalt am Ende des Grades | heiß, Grad II | feucht am Ende des Grades | kalt in der Mitte des Grades, abgeschlossen | abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen	kalt im qo-Rahmen, Grad II | Rohstoffklasse I, bis zur Mittelstufe angefeuchtet | heiß am Ende des Grades, abgeschlossen | vollständig abgekühlt | heiß, Grad II | feucht am Ende des Grades | bis zur Mittelstufe abgekühlt, abgeschlossen | abgemessener Rohstoff I, bis zur Mittelstufe getrocknet, abgeschlossen	Rohstoffklasse I, feucht in der Gradmitte | kalt am Ende des Grades | kalt in der Mitte des Grades, abgeschlossen | abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen	Rohstoffklasse I, bis zur Mittelstufe angefeuchtet | vollständig abgekühlt | bis zur Mittelstufe abgekühlt, abgeschlossen | abgemessener Rohstoff I, bis zur Mittelstufe getrocknet, abgeschlossen	kalt im qo-Rahmen, Grad II; Rohstoffklasse I, feucht in der Gradmitte; heiß am Ende des Grades, abgeschlossen; kalt am Ende des Grades; heiß, Grad II; feucht am Ende des Grades; kalt in der Mitte des Grades, abgeschlossen; abgemessener Rohstoff I, trocken in der Gradmitte, abgeschlossen	kalt im qo-Rahmen, Grad II; Rohstoffklasse I, bis zur Mittelstufe angefeuchtet; heiß am Ende des Grades, abgeschlossen; vollständig abgekühlt; heiß, Grad II; feucht am Ende des Grades; bis zur Mittelstufe abgekühlt, abgeschlossen; abgemessener Rohstoff I, bis zur Mittelstufe getrocknet, abgeschlossen	4	1	2	3:heiß am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS] | 6:feucht am Ende des Grades [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
20	f79v	f79v.18	B	B	2	9	0	1	4	4	0	3|4|5|7	qokeey|teey|oteey|qokeey	qokeey#GLOBAL|teey#GLOBAL|oteey#GLOBAL|qokeey#GLOBAL	END|OPEN | END|OPEN | END|OPEN | END|OPEN	qokain sheey qokeey teey oteey lcheey qokeey olkeedy rchey	heiß, Grad II | feucht am Ende des Grades | heiß am Ende des Grades | kalt am Ende des Grades | kalter Ansatz am Ende des Grades | Drogenholz, trocken gebunden, Form II | heiß am Ende des Grades | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Wurzel/Wurzeldroge, trocken gebunden, Form I	heiß, Grad II | feucht am Ende des Grades | vollständig erhitzt | vollständig abgekühlt | vollständig abgekühlter Ansatz | Drogenholz, trocken gebunden, Form II | vollständig erhitzt | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Wurzel/Wurzeldroge, trocken gebunden, Form I	heiß am Ende des Grades | kalt am Ende des Grades | kalter Ansatz am Ende des Grades | heiß am Ende des Grades	vollständig erhitzt | vollständig abgekühlt | vollständig abgekühlter Ansatz | vollständig erhitzt	heiß, Grad II; feucht am Ende des Grades; heiß am Ende des Grades; kalt am Ende des Grades; kalter Ansatz am Ende des Grades; Drogenholz, trocken gebunden, Form II; heiß am Ende des Grades; Holzdrogenansatz vollständig erhitzt und abgeschlossen; Wurzel/Wurzeldroge, trocken gebunden, Form I	heiß, Grad II; feucht am Ende des Grades; vollständig erhitzt; vollständig abgekühlt; vollständig abgekühlter Ansatz; Drogenholz, trocken gebunden, Form II; vollständig erhitzt; Holzdrogenansatz vollständig erhitzt und abgeschlossen; Wurzel/Wurzeldroge, trocken gebunden, Form I	5	1	1	2:feucht am Ende des Grades [OTHER_ACTIVE_SURFACE_OUTSIDE_EXACT_SCOPE]
21	f79v	f79v.30	B	B	2	9	0	1	4	4	0	4|5|6|9	okey|qokey|tedy|qoky	okey#GLOBAL|qokey#GLOBAL|tedy#GLOBAL|qoky#GLOBAL	MIDDLE|OPEN | MIDDLE|OPEN | MIDDLE|CLOSED | BEGIN|OPEN	qokain sheeky okar okey qokey tedy skain oteedy qoky	heiß, Grad II | vollständig einweichen, erhitzen und abschließen | heiße Drogenfraktion I im Ansatz | heißer Ansatz in der Mitte des Grades | heiß in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | Saatgut auf Heizstufe II | kalter Ansatz am Ende des Grades, abgeschlossen | heiß am Anfang des Grades	heiß, Grad II | vollständig einweichen, erhitzen und abschließen | heiße Drogenfraktion I im Ansatz | bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzt | bis zur Mittelstufe abgekühlt, abgeschlossen | Saatgut auf Heizstufe II | kalter Ansatz am Ende des Grades, abgeschlossen | leicht erhitzt	heißer Ansatz in der Mitte des Grades | heiß in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades	bis zur Mittelstufe erhitzter Ansatz | bis zur Mittelstufe erhitzt | bis zur Mittelstufe abgekühlt, abgeschlossen | leicht erhitzt	heiß, Grad II; vollständig einweichen, erhitzen und abschließen; heiße Drogenfraktion I im Ansatz; heißer Ansatz in der Mitte des Grades; heiß in der Mitte des Grades; kalt in der Mitte des Grades, abgeschlossen; Saatgut auf Heizstufe II; kalter Ansatz am Ende des Grades, abgeschlossen; heiß am Anfang des Grades	heiß, Grad II; vollständig einweichen, erhitzen und abschließen; heiße Drogenfraktion I im Ansatz; bis zur Mittelstufe erhitzter Ansatz; bis zur Mittelstufe erhitzt; bis zur Mittelstufe abgekühlt, abgeschlossen; Saatgut auf Heizstufe II; kalter Ansatz am Ende des Grades, abgeschlossen; leicht erhitzt	5	1	1	8:kalter Ansatz am Ende des Grades, abgeschlossen [TARGET_ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS]
