control_id	page	locus	token_ordinal	surface	inherited_v48_gloss_de	licensed_target	control_reason	unchanged_in_overlay
G732-C0033	f103r	f103r.16	9	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0034	f103r	f103r.17	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0035	f103r	f103r.19	2	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0036	f103r	f103r.19	4	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0037	f103r	f103r.20	4	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0038	f103r	f103r.21	11	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0039	f103r	f103r.22	5	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0040	f103r	f103r.24	12	oky	heißer Ansatz am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0041	f103r	f103r.25	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0042	f103r	f103r.25	5	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0043	f103r	f103r.26	1	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0044	f103r	f103r.26	2	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0045	f103r	f103r.26	4	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0046	f103r	f103r.26	6	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0047	f103r	f103r.27	2	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0048	f103r	f103r.27	10	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0049	f103r	f103r.28	10	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0050	f103r	f103r.31	11	chty	trocken-kalt am Gradanfang	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0051	f103r	f103r.32	1	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0052	f103r	f103r.35	4	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0053	f103r	f103r.35	8	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0054	f103r	f103r.36	4	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0055	f103r	f103r.37	5	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0056	f103r	f103r.38	9	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0057	f103r	f103r.41	5	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0058	f103r	f103r.41	10	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0059	f103r	f103r.41	11	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0060	f103r	f103r.43	8	sheedy	feucht am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0061	f103r	f103r.44	3	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0062	f103r	f103r.45	1	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0063	f103r	f103r.45	2	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0064	f103r	f103r.45	7	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0065	f103r	f103r.46	2	keey	heiß am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0066	f103r	f103r.49	1	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0067	f103r	f103r.49	9	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0068	f103r	f103r.50	3	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0069	f103r	f103r.50	5	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0070	f103r	f103r.50	6	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0071	f103r	f103r.50	8	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0072	f103r	f103r.50	10	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0073	f103r	f103r.51	3	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0074	f103r	f103r.52	6	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0075	f103r	f103r.54	5	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0076	f103r	f103r.7	2	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0077	f103r	f103r.9	4	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0078	f103r	f103r.9	5	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0079	f103r	f103r.9	7	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0080	f103v	f103v.10	2	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0081	f103v	f103v.10	4	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0082	f103v	f103v.11	1	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0083	f103v	f103v.12	12	sheedy	feucht am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0084	f103v	f103v.13	7	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0085	f103v	f103v.14	4	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0086	f103v	f103v.14	8	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0087	f103v	f103v.15	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0088	f103v	f103v.17	1	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0089	f103v	f103v.17	4	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0090	f103v	f103v.18	8	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0091	f103v	f103v.19	2	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0092	f103v	f103v.2	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0093	f103v	f103v.2	5	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0094	f103v	f103v.2	7	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0095	f103v	f103v.2	8	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0096	f103v	f103v.21	4	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0097	f103v	f103v.23	4	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0098	f103v	f103v.23	12	keey	heiß am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0099	f103v	f103v.23	13	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0100	f103v	f103v.25	4	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0101	f103v	f103v.27	3	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0102	f103v	f103v.27	4	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0103	f103v	f103v.28	7	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0104	f103v	f103v.28	8	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0105	f103v	f103v.29	2	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0106	f103v	f103v.3	8	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0107	f103v	f103v.31	1	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0108	f103v	f103v.31	3	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0109	f103v	f103v.32	2	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0110	f103v	f103v.34	4	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0111	f103v	f103v.34	6	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0112	f103v	f103v.35	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0113	f103v	f103v.35	4	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0114	f103v	f103v.36	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0115	f103v	f103v.37	4	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0116	f103v	f103v.38	5	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0117	f103v	f103v.38	6	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0118	f103v	f103v.4	2	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0119	f103v	f103v.4	4	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0120	f103v	f103v.40	3	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0121	f103v	f103v.40	6	keey	heiß am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0122	f103v	f103v.41	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0123	f103v	f103v.41	4	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0124	f103v	f103v.42	3	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0125	f103v	f103v.44	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0126	f103v	f103v.44	5	oky	heißer Ansatz am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0127	f103v	f103v.45	3	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0128	f103v	f103v.6	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0129	f103v	f103v.6	3	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0130	f103v	f103v.7	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0131	f103v	f103v.7	4	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0132	f103v	f103v.8	2	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0133	f103v	f103v.8	6	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0134	f104r	f104r.11	6	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0135	f104r	f104r.15	6	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0136	f104r	f104r.16	6	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0137	f104r	f104r.2	9	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0138	f104r	f104r.3	10	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0139	f104r	f104r.3	12	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0140	f104r	f104r.31	3	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0141	f104r	f104r.33	9	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0142	f104r	f104r.35	5	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0143	f104r	f104r.37	9	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0144	f104r	f104r.4	3	sheedy	feucht am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0145	f104r	f104r.4	4	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0146	f104r	f104r.41	4	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0147	f104r	f104r.43	6	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0148	f104r	f104r.44	2	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0149	f104r	f104r.6	8	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0150	f104v	f104v.10	6	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0151	f104v	f104v.12	6	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0152	f104v	f104v.12	7	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0153	f104v	f104v.16	6	chy	trocken am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0154	f104v	f104v.17	2	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0155	f104v	f104v.17	9	sheedy	feucht am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0156	f104v	f104v.19	6	sheedy	feucht am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0157	f104v	f104v.21	2	sheedy	feucht am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0158	f104v	f104v.22	11	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0159	f104v	f104v.25	8	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0160	f104v	f104v.3	8	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0161	f104v	f104v.31	8	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0162	f104v	f104v.33	6	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0163	f104v	f104v.35	2	sheedy	feucht am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0164	f104v	f104v.35	4	oteedy	kalter Ansatz am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0165	f104v	f104v.37	9	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0166	f104v	f104v.38	6	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0167	f104v	f104v.39	8	shey	feucht in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0168	f104v	f104v.39	9	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0169	f104v	f104v.4	7	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0170	f104v	f104v.4	11	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0171	f104v	f104v.41	6	qoty	kalt am Anfang des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0172	f104v	f104v.43	1	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0173	f104v	f104v.44	4	chey	trocken in der Mitte des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0174	f104v	f104v.44	7	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0175	f104v	f104v.44	8	okeey	heißer Ansatz am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0176	f104v	f104v.7	4	cheey	trocken am Ende des Grades	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
G732-C0177	f104v	f104v.9	4	qokeedy	heiß am Ende des Grades, abgeschlossen	0	ACTIVE_SURFACE_OUTSIDE_30_EXACT_POSITIONS	1
