left_root	right_root	literal_prediction_de	pair_status	adjacent_event_count	gapped_event_count	page_count	registers	adjacent_surface_examples	gapped_surface_examples	forward_rule_de
Y	S	AKTIVER POSTEN + WÄHLEN	GAPPED_ATTESTED	0	6	4	BIOLOGICAL|CELESTIAL|HERBAL	NONE	ykeesan|ydchos|yekees|ytalchos|shlches|dylches	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
Y	CHD	AKTIVER POSTEN + UMSETZEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
Y	OR	AKTIVER POSTEN + ANSATZ	GAPPED_ATTESTED	0	11	8	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	NONE	ykor|oykchor|ykchor|yteoor|ytor|pcheykeeor|ysheor|ykeor|ykeeor	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
Y	L	AKTIVER POSTEN + VERBINDUNG	ADJACENT_ATTESTED	3	0	3	BIOLOGICAL	shlches|dylches|qokylddy	NONE	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Führe die eingeschlossene oder rechts folgende Handlung über eine lokale Verbindung; keine Richtung.
Y	T	AKTIVER POSTEN + EINSTELLEN	ADJACENT_ATTESTED	32	0	13	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	ytedy|yty|ytchy|ytaiin|ytain|otytchol|ytoiin|shoyty|ytchoky|ytshy	NONE	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Stelle den rechts folgenden Posten, Grad oder die Menge ein.
Y	AIN	AKTIVER POSTEN + PORTION	ADJACENT_ATTESTED	1	7	5	BIOLOGICAL|HERBAL|PHARMA	ydain	ykain|ytain|dykain|ykeodain	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Lies die vorherige Handlung mit einer Portion.
Y	R	AKTIVER POSTEN + MARKIEREN	GAPPED_ATTESTED	0	2	2	HERBAL|PHARMA	NONE	ycheor|ycheo	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Markiere den rechts folgenden Wert oder den soeben gesetzten lokalen Platz.
Y	P	AKTIVER POSTEN + EINSETZEN	ADJACENT_ATTESTED	7	2	5	CELESTIAL|HERBAL	ypch|dypchy|ypod|ypchy|ypaim|chypcham|ypair	ychocphy|ytoeopchey	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Setze den rechts bezeichneten Posten oder die Menge in den laufenden Gang ein.
Y	AIR	AKTIVER POSTEN + LAUF	GAPPED_ATTESTED	0	5	4	CELESTIAL|HERBAL|PHARMA	NONE	ydair|ypaim|ykair|ypair	Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen. Danach Binde die Handlung an den bezeichneten Lauf; Wasser oder Richtung kommen nur vom Besitzer.
OK	Y	SETZEN + AKTIVER POSTEN	ADJACENT_ATTESTED	62	138	20	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	qoky|oky|qokchy|choky|okchy|sheoky|ytchoky|okchey|okshy|tchoky	qokeey|qokey|okeey|qokeody|okey|okeody|qokeeey|okees|qokchedy|chokchy	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen.
OK	OK	SETZEN + SETZEN	ADJACENT_ATTESTED	1	0	1	HERBAL	qokokchy	NONE	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang.
OK	OL	SETZEN + FORTSETZEN	ADJACENT_ATTESTED	27	24	17	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	qokol|okol|qokchol|okoldy|okchol|chokchol|chokeol|chokol	qokeol|okeol|okeeol|okeeols|okeolaiin|okeedyqol|okeolor|qokedol|qokeeol|yokeeol	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort.
OK	OT	SETZEN + DANACH	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt.
OK	AL	SETZEN + ZIELORT	ADJACENT_ATTESTED	56	13	13	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	qokal|okal|chokal|okedal|qokaly|chykald|okalar|okalal|chokaly|shokal	okchal|okeodaly|okshal|okchoal|okaikaly|okalchal|qokeodal|okeedal|okedalor|qokeedal	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Binde die vorherige Handlung an den bezeichneten Zielort.
OK	CH	SETZEN + NEHMEN	ADJACENT_ATTESTED	22	5	12	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	okchor|okchal|qokchor|chokchy|okchom|qokcheor|chykchy|okshal|chokchey|qokokchy	qokokchy|qokeochy|okaipchy|qokalchey|okearcheol	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung.
OK	SH	SETZEN + HALTEN	ADJACENT_ATTESTED	6	0	3	BIOLOGICAL	qokshedy|okshedy|qokshdy	NONE	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad.
OK	AR	SETZEN + AUSGANG	ADJACENT_ATTESTED	35	7	11	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	okar|qokar|qokardy|okarchedy|chokar	okalar|okeosar|okalal|okarar|qokedar|qokear|okearcheol	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden.
OK	K	SETZEN + GEBEN	GAPPED_ATTESTED	0	1	1	CELESTIAL	NONE	okaikaly	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe.
OK	AIIN	SETZEN + MASS	ADJACENT_ATTESTED	61	3	15	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	qokaiin|okaiin|shokaiin|okaiir|chokaiin|okalaiin|okoiin	qokoaiin|okeolaiin|sqokeodaiin	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Lies die vorherige Handlung nach dem vorgegebenen Maß.
OK	S	SETZEN + WÄHLEN	ADJACENT_ATTESTED	1	2	3	CELESTIAL|HERBAL	choksy	okoes|okeosar	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
OK	CHD	SETZEN + UMSETZEN	ADJACENT_ATTESTED	14	2	6	BIOLOGICAL|HERBAL	qokchdy|qokchedy|okchd|okchdy|qokchsdy|qokchdyl|okchedy	qokechdy|okarchedy	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
OK	OR	SETZEN + ANSATZ	ADJACENT_ATTESTED	12	15	10	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	okor|chokor|okorory|okeor|chokshor|cheokeor|potchokor|qokor|cheokor	okchor|qokeor|qokchor|okeor|okorory|qokaloro|okedor|okedalor|okeeor	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
OK	L	SETZEN + VERBINDUNG	GAPPED_ATTESTED	0	2	2	BIOLOGICAL|PHARMA	NONE	qokylddy|okearcheol	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Führe die eingeschlossene oder rechts folgende Handlung über eine lokale Verbindung; keine Richtung.
OK	T	SETZEN + EINSTELLEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Stelle den rechts folgenden Posten, Grad oder die Menge ein.
OK	AIN	SETZEN + PORTION	ADJACENT_ATTESTED	57	0	9	BIOLOGICAL|HERBAL|PHARMA	qokain|okain|qolain|shokain|oqokain	NONE	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Lies die vorherige Handlung mit einer Portion.
OK	R	SETZEN + MARKIEREN	GAPPED_ATTESTED	0	2	2	HERBAL|PHARMA	NONE	qokcheor|qokcheody	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Markiere den rechts folgenden Wert oder den soeben gesetzten lokalen Platz.
OK	P	SETZEN + EINSETZEN	GAPPED_ATTESTED	0	1	1	CELESTIAL	NONE	okaipchy	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Setze den rechts bezeichneten Posten oder die Menge in den laufenden Gang ein.
OK	AIR	SETZEN + LAUF	ADJACENT_ATTESTED	3	0	3	BIOLOGICAL|PHARMA	qokair|okair	NONE	Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang. Danach Binde die Handlung an den bezeichneten Lauf; Wasser oder Richtung kommen nur vom Besitzer.
OL	Y	FORTSETZEN + AKTIVER POSTEN	ADJACENT_ATTESTED	39	45	17	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	oly|olchey|qolchey|choly|ykoly|qoly|loly|qoctholy|ydoly|chkchykoly	olkeey|solchedy|olchy|solkeey|sholdy|olky|polshy|solkeedy|oldckhy|choldshy	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen.
OL	OK	FORTSETZEN + SETZEN	ADJACENT_ATTESTED	1	0	1	BIOLOGICAL	oloky	NONE	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang.
OL	OL	FORTSETZEN + FORTSETZEN	ADJACENT_ATTESTED	5	5	7	BIOLOGICAL|CELESTIAL|PHARMA	olol|ykeolol|rorol|lolol	qolkeeoly|olsheol|olkeol|solarol|dolchsyckheol	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort.
OL	OT	FORTSETZEN + DANACH	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt.
OL	AL	FORTSETZEN + ZIELORT	ADJACENT_ATTESTED	6	2	5	BIOLOGICAL|CELESTIAL|PHARMA	qolal|opcholalaiin|qoolkal|polalchdy|olsaly	solchkal|chorcholsal	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Binde die vorherige Handlung an den bezeichneten Zielort.
OL	CH	FORTSETZEN + NEHMEN	ADJACENT_ATTESTED	14	5	11	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	olchy|olcheor|cheolchey|ollchy|qolchy|olcheedy|dolchl|olcthdy|solchkal|olcheody	oldckhy|olkeechy|sholfchor|dolchsyckheol|otolpchy	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung.
OL	SH	FORTSETZEN + HALTEN	ADJACENT_ATTESTED	14	1	7	BIOLOGICAL|HERBAL	olshedy|polshy|solshedy|olsheedy|olsheed|solshey|qolcheedy|solshed|dolshed	choldshy	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad.
OL	AR	FORTSETZEN + AUSGANG	ADJACENT_ATTESTED	3	5	7	BIOLOGICAL|CELESTIAL	olar|octheolarl|solarol	olkar|qolkary|poleedaran|poldarais|checholtar	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden.
OL	K	FORTSETZEN + GEBEN	ADJACENT_ATTESTED	35	3	10	BIOLOGICAL|HERBAL|PHARMA	olkeedy|olkeey|olkedy|solkeey|olky|qolkain|olkain|solkeedy|olkeechy|olkar	oldckhy|solchkal|dolchsyckheol	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe.
OL	AIIN	FORTSETZEN + MASS	ADJACENT_ATTESTED	17	8	10	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	olaiin|olain|sheolaiin|okeolaiin|qolaiin|olaiiny|yfolaiin	oldaiin|doldaiin|otoldaiin|opcholalaiin|solkaiin|oldain	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Lies die vorherige Handlung nach dem vorgegebenen Maß.
OL	S	FORTSETZEN + WÄHLEN	ADJACENT_ATTESTED	2	3	5	BIOLOGICAL|CELESTIAL|PHARMA	ols|chorcholsal	otoldos|poldarais|dolchsyckheol	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
OL	CHD	FORTSETZEN + UMSETZEN	ADJACENT_ATTESTED	20	1	6	BIOLOGICAL	olchedy|qolchedy|solchedy|lolchedy|olchdy|tolchd|kolchdy|polched	polalchdy	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
OL	OR	FORTSETZEN + ANSATZ	ADJACENT_ATTESTED	6	1	6	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	olor|cholor|cheolor|alolor	sholfchor	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
OL	L	FORTSETZEN + VERBINDUNG	GAPPED_ATTESTED	0	3	3	BIOLOGICAL|CELESTIAL|PHARMA	NONE	octheolarl|dolchl|oldal	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Führe die eingeschlossene oder rechts folgende Handlung über eine lokale Verbindung; keine Richtung.
OL	T	FORTSETZEN + EINSTELLEN	ADJACENT_ATTESTED	5	1	5	BIOLOGICAL|CELESTIAL|HERBAL	oltchy|sheoltey|oltedy|solteedy|checholtar	olcthdy	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Stelle den rechts folgenden Posten, Grad oder die Menge ein.
OL	AIN	FORTSETZEN + PORTION	ADJACENT_ATTESTED	1	4	3	BIOLOGICAL	teeolain	qolkain|olkain	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Lies die vorherige Handlung mit einer Portion.
OL	R	FORTSETZEN + MARKIEREN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Markiere den rechts folgenden Wert oder den soeben gesetzten lokalen Platz.
OL	P	FORTSETZEN + EINSETZEN	ADJACENT_ATTESTED	1	0	1	PHARMA	otolpchy	NONE	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Setze den rechts bezeichneten Posten oder die Menge in den laufenden Gang ein.
OL	AIR	FORTSETZEN + LAUF	GAPPED_ATTESTED	0	2	2	BIOLOGICAL	NONE	oldair|qolair	Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort. Danach Binde die Handlung an den bezeichneten Lauf; Wasser oder Richtung kommen nur vom Besitzer.
OT	Y	DANACH + AKTIVER POSTEN	ADJACENT_ATTESTED	36	56	18	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	qoty|oty|qotchy|otchey|choty|otytchol|sotchy|ot	oteey|otey|qoteey|otchy|oteody|otees|qotey|choteey|otaly|otaky	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen.
OT	OK	DANACH + SETZEN	GAPPED_ATTESTED	0	1	1	BIOLOGICAL	NONE	potchokor	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang.
OT	OL	DANACH + FORTSETZEN	ADJACENT_ATTESTED	11	15	15	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	otol|qotol|otoldaiin|chotol|otoldos|otolpchy	otchol|oteol|qotchol|otytchol|otshol|qoteeol|soteol|qoteol	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort.
OT	OT	DANACH + DANACH	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt.
OT	AL	DANACH + ZIELORT	ADJACENT_ATTESTED	16	1	6	BIOLOGICAL|CELESTIAL	qotal|otal|otaly|chotal|qotaly	otcheodal	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Binde die vorherige Handlung an den bezeichneten Zielort.
OT	CH	DANACH + NEHMEN	ADJACENT_ATTESTED	21	2	10	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	otchol|otchy|qotchol|otchor|qotchor|otchoshor|otshol|chotchey|otchl|otcheodal	otytchol|otolpchy	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung.
OT	SH	DANACH + HALTEN	ADJACENT_ATTESTED	1	3	4	BIOLOGICAL|CELESTIAL|HERBAL	otshdy	otchoshor|oteoshar|qotedshedy	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad.
OT	AR	DANACH + AUSGANG	ADJACENT_ATTESTED	22	6	9	BIOLOGICAL|CELESTIAL|HERBAL	otar|qotar|otear|otoar|qotary	oteodar|oteoshar|otedar|qotddyar	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Binde die vorherige Handlung an den bezeichneten Ausgang; keine Richtung erfinden.
OT	K	DANACH + GEBEN	GAPPED_ATTESTED	0	3	3	CELESTIAL|HERBAL	NONE	otaky|oteokeey|oteeykeey	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Gib den rechts bezeichneten Posten weiter oder verbinde zwei Handlungsteile durch Übergabe.
OT	AIIN	DANACH + MASS	ADJACENT_ATTESTED	20	3	7	BIOLOGICAL|CELESTIAL|HERBAL	otaiin|qotaiin|sotchaiin|chotaiin|sotaiin	otoldaiin|oteeodaiin|qotedaiin	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Lies die vorherige Handlung nach dem vorgegebenen Maß.
OT	S	DANACH + WÄHLEN	GAPPED_ATTESTED	0	1	1	CELESTIAL	NONE	otoldos	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Wähle den rechts bezeichneten Posten, die Portion oder Adresse.
OT	CHD	DANACH + UMSETZEN	ADJACENT_ATTESTED	5	0	2	BIOLOGICAL|CELESTIAL	qotchedy|otochedy|otchedy|otchdy	NONE	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Setze den aktiven Posten in den nächsten lokalen Arbeitszustand um.
OT	OR	DANACH + ANSATZ	ADJACENT_ATTESTED	9	10	11	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	otor|qotor|oqotor	otchor|qotchor|otchoshor|oteeor|potchokor|qoteor|qotedor|oteor|oeeor	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Beziehe die vorherige Handlung auf den laufenden Ansatz.
OT	L	DANACH + VERBINDUNG	GAPPED_ATTESTED	0	1	1	CELESTIAL	NONE	otchl	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Führe die eingeschlossene oder rechts folgende Handlung über eine lokale Verbindung; keine Richtung.
OT	T	DANACH + EINSTELLEN	GAPPED_ATTESTED	0	1	1	HERBAL	NONE	otytchol	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Stelle den rechts folgenden Posten, Grad oder die Menge ein.
OT	AIN	DANACH + PORTION	ADJACENT_ATTESTED	11	0	5	BIOLOGICAL	otain|qotain|otarain	NONE	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Lies die vorherige Handlung mit einer Portion.
OT	R	DANACH + MARKIEREN	GAPPED_ATTESTED	0	1	1	CELESTIAL	NONE	otchr	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Markiere den rechts folgenden Wert oder den soeben gesetzten lokalen Platz.
OT	P	DANACH + EINSETZEN	GAPPED_ATTESTED	0	1	1	PHARMA	NONE	otolpchy	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Setze den rechts bezeichneten Posten oder die Menge in den laufenden Gang ein.
OT	AIR	DANACH + LAUF	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt. Danach Binde die Handlung an den bezeichneten Lauf; Wasser oder Richtung kommen nur vom Besitzer.
AL	Y	ZIELORT + AKTIVER POSTEN	ADJACENT_ATTESTED	26	11	14	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	aly|okeodaly|otaly|chaly|qokaly|chodaly|oraly|okaikaly|aloy|chealdy	aldy|talody|qokalchey|alshy|salchtedytar|ralchey|altedy|salchedy|salsaly|alsy	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Schließe die lokale Form mit dem aktuell gemeinten Posten; Y ist kein Schlusszeichen.
AL	OK	ZIELORT + SETZEN	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Setze den rechts folgenden Posten, Grad, die Menge oder Adresse in Gang.
AL	OL	ZIELORT + FORTSETZEN	ADJACENT_ATTESTED	3	0	3	BIOLOGICAL	kalol|alol|shealol	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Führe die rechts folgende Handlung oder den allein stehenden aktiven Gang fort.
AL	OT	ZIELORT + DANACH	UNSEEN_ORDERED_PAIR	0	0	0	NONE	NONE	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Lies die rechts folgende Handlung, Adresse oder den Grad als nächsten Schritt.
AL	AL	ZIELORT + ZIELORT	ADJACENT_ATTESTED	2	1	3	BIOLOGICAL|PHARMA	dalal|daldal	salsaly	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Binde die vorherige Handlung an den bezeichneten Zielort.
AL	CH	ZIELORT + NEHMEN	ADJACENT_ATTESTED	5	0	5	BIOLOGICAL|CELESTIAL	ytalchos|qokalchey|salchtedytar|ralchey|salcheol	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Nimm den rechts bezeichneten Posten, die Menge, Adresse oder Folgehandlung.
AL	SH	ZIELORT + HALTEN	ADJACENT_ATTESTED	1	0	1	BIOLOGICAL	pdalshor	NONE	Binde die vorherige Handlung an den bezeichneten Zielort. Danach Halte den rechts bezeichneten Posten oder Ansatz im folgenden Grad.
