statement_id	page	record	owner_id	owner_de	transition	object_before_id	object_after_id	object_classes	concrete_objects_de	operations_de	outputs_de	target_or_path_de	complete_working_instruction_de	object_crosses_visible_owner_reset
H4-S002	f55v	H4	H4:OWNER_01	abgebildete breitblättrige rispige Pflanze	CURRENT_ITEM_CONTINUATION	H4:OWNER_01:STATE_01	H4:OWNER_01:STATE_02	OWNER_BOUND_MATERIAL|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten	umsetzen -> verwahren	umgesetzter Arbeitsposten -> verwahrter Arbeitsposten	beim aktiven Bildbesitzer	Miss den nächsten Posten ab, setze ihn um und verwahre ihn nach Maß.	NO
H4-S003	f55v	H4	H4:OWNER_01	abgebildete breitblättrige rispige Pflanze	EXPLICIT_LOCAL_CONTINUATION	H4:OWNER_01:STATE_02	H4:OWNER_01:STATE_03	CURRENT_ITEM|SOURCE_STOCK|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | lokaler Quellvorrat | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	zufuehren -> abziehen -> waermen	zugefuehrte Portion -> abgenommener oder abgezogener Anteil -> erwaermter Arbeitsposten	beim aktiven Bildbesitzer	Gib dosiert zu, entnimm den Fortsatz, temperiere ihn und schließe.	NO
H4-S004	f55v	H4	H4:OWNER_01	abgebildete breitblättrige rispige Pflanze	EXPLICIT_LOCAL_CONTINUATION	H4:OWNER_01:STATE_03	H4:OWNER_01:STATE_04	OWNER_BOUND_MATERIAL|TARGET_PLACE|CURRENT_ITEM|PREPARATION	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | bezeichnete Zielstelle | aktuell gemeinter Arbeitsposten | aktueller Ansatz	ansetzen -> eintragen	angesetzter Arbeitsposten -> im Arbeitsfach eingetragener Posten	bezeichnete Zielstelle	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	NO
H5-S001	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	RECORD_INITIALIZE	H5:OWNER_01:MASTER_OR_IMAGE_SUPPLIED	H5:OWNER_01:STATE_01	PREPARATION|MATERIAL_CHARGE|OWNER_BOUND_MATERIAL|CURRENT_ITEM|TARGET_PLACE	aktueller Ansatz | einzusetzende Materialgabe | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten | bezeichnete Zielstelle	abziehen -> zufuehren -> abziehen -> ansetzen	abgenommener oder abgezogener Anteil -> zugefuehrte Portion -> abgenommener oder abgezogener Anteil -> angesetzter Arbeitsposten	bezeichnete Zielstelle	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	NO
H5-S002	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	EXPLICIT_LOCAL_CONTINUATION	H5:OWNER_01:STATE_01	H5:OWNER_01:STATE_02	OWNER_BOUND_MATERIAL|MATERIAL_CHARGE|CURRENT_ITEM|PASSAGE	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | einzusetzende Materialgabe | aktuell gemeinter Arbeitsposten | Durchlass oder Gang	ansetzen -> abziehen	angesetzter Arbeitsposten -> abgenommener oder abgezogener Anteil	Durchlass oder Gang	Lege die folgende Gabe an, lass sie ablaufen und fahre fort.	NO
H5-S003	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	CURRENT_ITEM_CONTINUATION	H5:OWNER_01:STATE_02	H5:OWNER_01:STATE_03	OWNER_BOUND_MATERIAL|MATERIAL_CHARGE|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | einzusetzende Materialgabe | aktuell gemeinter Arbeitsposten	halten -> zufuehren -> ansetzen + ansetzen	gehaltener oder einwirkender Arbeitsposten -> zugefuehrte Portion -> angesetzter Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Lass die Gabe ziehen, gib sie zu und setze sie zweimal ein.	NO
H5-S004	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	CURRENT_ITEM_CONTINUATION	H5:OWNER_01:STATE_03	H5:OWNER_01:STATE_04	CURRENT_ITEM|OWNER_BOUND_MATERIAL|TARGET_PLACE	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | bezeichnete Zielstelle	ansetzen -> ansetzen + abziehen -> zufuehren	angesetzter Arbeitsposten -> angesetzter Arbeitsposten -> abgenommener oder abgezogener Anteil -> zugefuehrte Portion	bezeichnete Zielstelle	Gib den nächsten Posten in den Ansatz, setze ihn an, zieh ihn ab und führe ihn weiter.	NO
H5-S005	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	EXPLICIT_LOCAL_CONTINUATION	H5:OWNER_01:STATE_04	H5:OWNER_01:STATE_05	MATERIAL_CHARGE|CURRENT_ITEM|PORTION	einzusetzende Materialgabe | aktuell gemeinter Arbeitsposten | abgeteilte Portion	ansetzen -> zufuehren	angesetzter Arbeitsposten -> zugefuehrte Portion	beim aktiven Bildbesitzer	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.	NO
H5-S006	f56r	H5	H5:OWNER_01	abgebildete mehrköpfige stachelige Pflanze	EXPLICIT_LOCAL_CONTINUATION	H5:OWNER_01:STATE_05	H5:OWNER_01:STATE_06	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	zufuehren	zugefuehrte Portion	beim aktiven Bildbesitzer	Gib danach diesen Posten nach Maß zu.	NO
B1-S001	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	RECORD_INITIALIZE	B1:OWNER_01:MASTER_OR_IMAGE_SUPPLIED	B1:OWNER_01:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NO
B1-S002	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_01	B1:OWNER_01:STATE_02	OWNER_BOUND_MATERIAL|FLOWING_MEDIUM|TARGET_PLACE|SOURCE_STOCK|PORTION|PREPARATION|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | laufende Arbeitsfluessigkeit | bezeichnete Zielstelle | lokaler Quellvorrat | abgeteilte Portion | aktueller Ansatz | aktuell gemeinter Arbeitsposten	ansetzen -> zufuehren -> ansetzen -> zufuehren -> zufuehren -> abkuehlen -> fuehren -> halten -> ansetzen -> umsetzen	angesetzter Arbeitsposten -> zugefuehrte Portion -> angesetzter Arbeitsposten -> zugefuehrte Portion -> zugefuehrte Portion -> abgekuehlter Arbeitsposten -> weitergefuehrter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten -> angesetzter Arbeitsposten -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies.	NO
B1-S003	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_02	B1:OWNER_01:STATE_03	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	halten + zufuehren + umsetzen	gehaltener oder einwirkender Arbeitsposten -> zugefuehrte Portion -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort.	NO
B1-S004	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_03	B1:OWNER_01:STATE_04	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen -> absetzen	umgesetzter Arbeitsposten -> abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort.	NO
B1-S005	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_04	B1:OWNER_01:STATE_05	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen	umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station.	NO
B1-S006	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	B1:OWNER_01:STATE_05	B1:OWNER_01:STATE_06	PORTION|CURRENT_ITEM|OWNER_BOUND_MATERIAL|TARGET_PLACE	abgeteilte Portion | aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | bezeichnete Zielstelle	ansetzen -> fuehren -> abkuehlen	angesetzter Arbeitsposten -> weitergefuehrter Arbeitsposten -> abgekuehlter Arbeitsposten	bezeichnete Zielstelle	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies.	NO
B1-S007	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01:NEW_OR_B1:OWNER_01:STATE_06	B1:OWNER_01:STATE_07	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen + umsetzen	angesetzter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen.	NO
B1-S008	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_07	B1:OWNER_01:STATE_08	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	waermen -> absetzen	erwaermter Arbeitsposten -> abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	NO
B1-S009	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01:NEW_OR_B1:OWNER_01:STATE_08	B1:OWNER_01:STATE_09	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NO
B1-S010	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01:NEW_OR_B1:OWNER_01:STATE_09	B1:OWNER_01:STATE_10	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	NO
B1-S011	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	B1:OWNER_01:STATE_10	B1:OWNER_01:STATE_11	CURRENT_ITEM	aktuell gemeinter Arbeitsposten	ansetzen	angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	NO
B1-S012	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	B1:OWNER_01:STATE_11	B1:OWNER_01:STATE_12	OWNER_BOUND_MATERIAL|CURRENT_ITEM	vom Bildbesitzer gesetzter lokaler Arbeitsstoff | aktuell gemeinter Arbeitsposten	waschen -> ansetzen -> waschen	gewaschener Arbeitsposten oder Waschfluessigkeit -> angesetzter Arbeitsposten -> gewaschener Arbeitsposten oder Waschfluessigkeit	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	NO
B1-S013	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01:NEW_OR_B1:OWNER_01:STATE_12	B1:OWNER_01:STATE_13	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	waschen	gewaschener Arbeitsposten oder Waschfluessigkeit	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	NO
B1-S014	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_13	B1:OWNER_01:STATE_14	CURRENT_ITEM|TARGET_PLACE|OWNER_BOUND_MATERIAL|SOURCE_STOCK	aktuell gemeinter Arbeitsposten | bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | lokaler Quellvorrat	umsetzen -> auffangen -> fuehren + umsetzen	umgesetzter Arbeitsposten -> aufgefangener Auszug oder Arbeitsbestand -> weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	NO
B1-S015	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	B1:OWNER_01:STATE_14	B1:OWNER_01:STATE_15	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	eintragen -> ansetzen + umsetzen	im Arbeitsfach eingetragener Posten -> angesetzter Arbeitsposten -> umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	NO
B1-S016	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_15	B1:OWNER_01:STATE_16	TARGET_PLACE|CURRENT_ITEM|OWNER_BOUND_MATERIAL	bezeichnete Zielstelle | aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> ansetzen -> absetzen	angesetzter Arbeitsposten -> angesetzter Arbeitsposten -> abgesetzter Stoff mit Ueberstand und Rueckstand	bezeichnete Zielstelle	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	NO
B1-S017	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_16	B1:OWNER_01:STATE_17	TARGET_PLACE|OWNER_BOUND_MATERIAL	bezeichnete Zielstelle | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen	umgesetzter Arbeitsposten	bezeichnete Zielstelle	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	NO
B1-S018	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	EXPLICIT_LOCAL_CONTINUATION	B1:OWNER_01:STATE_17	B1:OWNER_01:STATE_18	CURRENT_ITEM|OWNER_BOUND_MATERIAL	aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	fuehren -> halten -> auffangen	weitergefuehrter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten -> aufgefangener Auszug oder Arbeitsbestand	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	NO
B1-S019	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01:NEW_OR_B1:OWNER_01:STATE_18	B1:OWNER_01:STATE_19	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	absetzen	abgesetzter Stoff mit Ueberstand und Rueckstand	beim aktiven Bildbesitzer	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	NO
B1-S020	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	CURRENT_ITEM_CONTINUATION	B1:OWNER_01:STATE_19	B1:OWNER_01:STATE_20	CURRENT_ITEM|PASSAGE	aktuell gemeinter Arbeitsposten | Durchlass oder Gang	waermen -> halten	erwaermter Arbeitsposten -> gehaltener oder einwirkender Arbeitsposten	Durchlass oder Gang	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	NO
B1-S021	f81v	B1	B1:OWNER_01	gemeinsame zweireihige Figuren-/Beckenstation	SAME_OWNER_UNSPECIFIED_STEP	B1:OWNER_01:NEW_OR_B1:OWNER_01:STATE_20	B1:OWNER_01:STATE_21	TARGET_PLACE	bezeichnete Zielstelle	nur Objekt, Mass, Ziel oder Zustand setzen	lokaler Objektzustand bleibt spezifiziert	bezeichnete Zielstelle	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.	NO
B2-S001	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	RECORD_INITIALIZE	B2:OWNER_01:MASTER_OR_IMAGE_SUPPLIED	B2:OWNER_01:STATE_01	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen	umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	NO
B2-S002	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	EXPLICIT_LOCAL_CONTINUATION	B2:OWNER_01:STATE_01	B2:OWNER_01:STATE_02	OWNER_BOUND_MATERIAL	vom Bildbesitzer gesetzter lokaler Arbeitsstoff	umsetzen	umgesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	NO
B2-S003	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	CURRENT_ITEM_CONTINUATION	B2:OWNER_01:STATE_02	B2:OWNER_01:STATE_03	PORTION|CURRENT_ITEM|OWNER_BOUND_MATERIAL	abgeteilte Portion | aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff	ansetzen -> ansetzen	angesetzter Arbeitsposten -> angesetzter Arbeitsposten	beim aktiven Bildbesitzer	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	NO
B2-S004	f82r	B2	B2:OWNER_01	oberes Beckenpaar mit Zylinder	CURRENT_ITEM_CONTINUATION	B2:OWNER_01:STATE_03	B2:OWNER_01:STATE_04	TARGET_PLACE|CURRENT_ITEM|OWNER_BOUND_MATERIAL|PASSAGE	bezeichnete Zielstelle | aktuell gemeinter Arbeitsposten | vom Bildbesitzer gesetzter lokaler Arbeitsstoff | Durchlass oder Gang	ansetzen -> fuehren -> fuehren + umsetzen -> ansetzen -> fuehren	angesetzter Arbeitsposten -> weitergefuehrter Arbeitsposten -> weitergefuehrter Arbeitsposten -> umgesetzter Arbeitsposten -> angesetzter Arbeitsposten -> weitergefuehrter Arbeitsposten	bezeichnete Zielstelle | Durchlass oder Gang	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	NO
