audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	other_token_positions	context_fraction	local_before_de	local_after_de	flags	verdict	review_reason
G639-A01-011	1	qotchor	f90r1	f90r1.2	H	A	1	4	MIDDLE	sheor	qoky	yshol tor sheor qotchor qoky darala	yshol tor sheor qotchor qoky darala	yshol tor sheor qotchor qoky darala	1	1	UNKNOWN_SURFACE	[qotchor:?]	kalt-trockene Drogenportion	1	5	0.200000	[yshol:?] | [tor:?] | [sheor:?] | [qotchor:?] | heiße Grundform | [darala:?]	[yshol:?] | [tor:?] | [sheor:?] | kalt-trockene Drogenportion | heiße Grundform | [darala:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-001	2	dchol	f115r	f115r.31	S	B	@	5	MIDDLE	qotchedy	daiin	shod ykaiin chdy qotchedy dchol daiin qopol qokairor lchea raiin dlchd	shod ykaiin chdy qotchedy dchol daiin qopol qokairor lchea raiin dlchd	shod ykaiin chdy qotchedy dchol daiin qopol qokair r lchea raiin dlchd	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	2	10	0.200000	[shod:?] | [ykaiin:?] | [chdy:?] | [qotchedy:?] | [dchol:?] | Qualitätsgrad III | [qopol:?] | [qokairor:?] | [lchea:?] | Wurzel, Typ/Charge III | [dlchd:?]	[shod:?] | [ykaiin:?] | [chdy:?] | [qotchedy:?] | Maß trockenen Materials | Qualitätsgrad III | [qopol:?] | [qokairor:?] | [lchea:?] | Wurzel, Typ/Charge III | [dlchd:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-002	2	dchol	f11r	f11r.4	H	A	1	1	FIRST	<BOS>	chy	dchol chy kchy dy daiin	dchol chy kchy dy daiin	dchol chy kchy dy daiin	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	2	4	0.500000	[dchol:?] | trocken, Grundform | [kchy:?] | [dy:?] | Grad-/Maßwert III	Maß trockenen Materials | trocken, Grundform | [kchy:?] | [dy:?] | Grad-/Maßwert III	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A02-003	2	dchol	f13r	f13r.2	H	A	1	1	FIRST	<BOS>	chol	dchol chol dol shkchy ydal shy ykchy qoty daiin s y	dchol chol dol shkchy ydal shy ykchy qotey daiin s y	dchol chol dol shkchy ydal shy ykchy qothy aiin s y	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	4	10	0.400000	[dchol:?] | trocken; nominal trockenes Gut/Material | Materialmaß | [shkchy:?] | [ydal:?] | [shy:?] | [ykchy:?] | kalt, Grundform | Grad-/Maßwert III | [s:?] | [y:?]	Maß trockenen Materials | trocken; nominal trockenes Gut/Material | Materialmaß | [shkchy:?] | [ydal:?] | [shy:?] | [ykchy:?] | kalt, Grundform | Grad-/Maßwert III | [s:?] | [y:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-004	2	dchol	f16v	f16v.4	H	A	1	1	FIRST	<BOS>	chcthody	dchol chcthody cphod chotol dal	dchol chcthody cphod chotol dal	dchol chcthody cphod chotol dal	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	0	4	0.000000	[dchol:?] | [chcthody:?] | [cphod:?] | [chotol:?] | [dal:?]	Maß trockenen Materials | [chcthody:?] | [cphod:?] | [chotol:?] | [dal:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-005	2	dchol	f19v	f19v.8	H	A	1	4	MIDDLE	qo	qokchs	toy tchey qo dchol qokchs dom	toy tchey qo dchol qokchs dom	toy tchey qo chol qokchs dom	0	0	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	0	5	0.000000	[toy:?] | [tchey:?] | [qo:?] | [dchol:?] | [qokchs:?] | [dom:?]	[toy:?] | [tchey:?] | [qo:?] | Maß trockenen Materials | [qokchs:?] | [dom:?]	READER_SPLIT_OR_FUSION|OPAQUE_OTHER_TOKENS	READER_BOUNDARY_WARNING	target surface is split, fused or changed in at least one alternate reading
G639-A02-006	2	dchol	f22r	f22r.12	H	A	1	5	MIDDLE	kchy	daiin	odchaiin cthy okchy kchy dchol daiin ydaiin	odchaiin cthy okchy kchy dchol daiin ydaiin	odchaiin cth okchy kchy dchol aiin ydaiin	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	2	6	0.333333	[odchaiin:?] | CTH-Drogenmaterial | [okchy:?] | [kchy:?] | [dchol:?] | Qualitätsgrad III | [ydaiin:?]	[odchaiin:?] | CTH-Drogenmaterial | [okchy:?] | [kchy:?] | Maß trockenen Materials | Qualitätsgrad III | [ydaiin:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-007	2	dchol	f27r	f27r.2	H	A	1	7	MIDDLE	shokyd	cthey	dy ain shol dain dar shokyd dchol cthey ds	dy coain shol dain dar shokyd dchol cthey ds	dy ain shol dain dar shokyd dchol cthey ds	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	4	8	0.500000	[dy:?] | Menge-/Klassenwert II | feucht; nominal feuchtes Gut/Material | Qualitätsgrad II | [dar:?] | [shokyd:?] | [dchol:?] | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [ds:?]	[dy:?] | Menge-/Klassenwert II | feucht; nominal feuchtes Gut/Material | Qualitätsgrad II | [dar:?] | [shokyd:?] | Maß trockenen Materials | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [ds:?]	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A02-008	2	dchol	f2r	f2r.6	H	A	1	7	MIDDLE	ytoldy	dchy	saiin dain d dkol sor ytoldy dchol dchy cthy	saiin daind dkol sor ytoldy dchol dchy cthy	saiin daind dkol sor ytoldy dchol dchy cthy	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	4	8	0.500000	Samen/Saatgut, Typ/Charge III | Grad-/Maßwert II | [d:?] | [dkol:?] | Samenportion | [ytoldy:?] | [dchol:?] | [dchy:?] | CTH-Drogenmaterial	Samen/Saatgut, Typ/Charge III | Grad-/Maßwert II | [d:?] | [dkol:?] | Samenportion | [ytoldy:?] | Maß trockenen Materials | [dchy:?] | CTH-Drogenmaterial	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A02-009	2	dchol	f32r	f32r.19	H	A	1	2	MIDDLE	dol	dan	dol dchol dan	dol dchol dan	dol dchol dan	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	2	2	1.000000	Materialmaß | [dchol:?] | Qualitätsgrad I	Materialmaß | Maß trockenen Materials | Qualitätsgrad I	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A02-010	2	dchol	f32v	f32v.5	H	A	1	8	MIDDLE	dain	dosg	chokchy daiin shy chor qo kaiin dain dchol dosg	chokchy daiin shy chor qo kaiin dain dchol dorg	chokchy daiin shy chor qo kaiin dain dchol dorg	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	4	8	0.500000	[chokchy:?] | Grad-/Maßwert III | [shy:?] | Pflanzen-/Reproduktionsteil | [qo:?] | heiß, Grad III | Grad-/Maßwert II | [dchol:?] | [dosg:?]	[chokchy:?] | Grad-/Maßwert III | [shy:?] | Pflanzen-/Reproduktionsteil | [qo:?] | heiß, Grad III | Grad-/Maßwert II | Maß trockenen Materials | [dosg:?]	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A02-011	2	dchol	f37r	f37r.6	H	A	1	5	MIDDLE	qotomody	daiin	shor shol qokchy qotomody dchol daiin	shor shol qokchy qotomody dchol daiin	shor shol qokchy qotomody dchol daiin	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	4	5	0.800000	Blüten-/Fruchtstand; reproduktiver Teil | feucht; nominal feuchtes Gut/Material | heiß-trocken | [qotomody:?] | [dchol:?] | Qualitätsgrad III	Blüten-/Fruchtstand; reproduktiver Teil | feucht; nominal feuchtes Gut/Material | heiß-trocken | [qotomody:?] | Maß trockenen Materials | Qualitätsgrad III	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A02-012	2	dchol	f49r	f49r.11	H	A	1	2	LAST	chotcheol	<EOS>	chotcheol dchol	chotcheol dchol	chotcheol dchol	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	0	1	0.000000	[chotcheol:?] | [dchol:?]	[chotcheol:?] | Maß trockenen Materials	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-013	2	dchol	f49v	f49v.22	H	A	1	1	FIRST	<BOS>	cthol	dchol cthol daiin choky	dchol cthol daiin choky	dchol cthol daiin choky	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	1	3	0.333333	[dchol:?] | [cthol:?] | Qualitätsgrad III | [choky:?]	Maß trockenen Materials | [cthol:?] | Qualitätsgrad III | [choky:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-014	2	dchol	f51v	f51v.3	H	A	1	6	MIDDLE	ytchody	saiin	tchody cthy chckhey qod ytchody dchol saiin ytam	tchody cthy chckhey qod ytchody dchol saiin ytam	tchody cthy chckhey qod ytchody dchol saiin ytam	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	2	7	0.285714	[tchody:?] | CTH-Drogenmaterial | [chckhey:?] | [qod:?] | [ytchody:?] | [dchol:?] | Samen/Saatgut, Typ/Charge III | [ytam:?]	[tchody:?] | CTH-Drogenmaterial | [chckhey:?] | [qod:?] | [ytchody:?] | Maß trockenen Materials | Samen/Saatgut, Typ/Charge III | [ytam:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-015	2	dchol	f58r	f58r.41	S	A	3	1	FIRST	<BOS>	chokal	dchol chokal saiin dal okal s alchey	dchol chokal saiin dal okalsalchey	dchol chokal saiin dal okals alchey	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	1	6	0.166667	[dchol:?] | [chokal:?] | Samen/Saatgut, Typ/Charge III | [dal:?] | [okal:?] | [s:?] | [alchey:?]	Maß trockenen Materials | [chokal:?] | Samen/Saatgut, Typ/Charge III | [dal:?] | [okal:?] | [s:?] | [alchey:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-016	2	dchol	f5v	f5v.2	H	A	1	1	FIRST	<BOS>	chol	dchol chol otaiin dain cthor chots ychopordg	dchol sy chol otaiin dain cthor chots ychopordg	dchol chol otaiin ain cthor chots ychopordg	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	4	6	0.666667	[dchol:?] | trocken; nominal trockenes Gut/Material | kalt im Zubereitungsrahmen, Grad III | Grad-/Maßwert II | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [chots:?] | [ychopordg:?]	Maß trockenen Materials | trocken; nominal trockenes Gut/Material | kalt im Zubereitungsrahmen, Grad III | Grad-/Maßwert II | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [chots:?] | [ychopordg:?]	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A02-017	2	dchol	f79r	f79r.29	B	B	2	7	MIDDLE	okchd	dchy	lcheey qochey qody qokal olor okchd dchol dchy oly	lcheey qochey qody qokal olor okchd dchol dchy oly	lcheey qochey qody qokal olor okchd dchol dchy oly	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	3	8	0.375000	Drogenholz, trocken gebunden, Form II | [qochey:?] | [qody:?] | heiße Substanz | Zutat | [okchd:?] | [dchol:?] | [dchy:?] | [oly:?]	Drogenholz, trocken gebunden, Form II | [qochey:?] | [qody:?] | heiße Substanz | Zutat | [okchd:?] | Maß trockenen Materials | [dchy:?] | [oly:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-018	2	dchol	f81r	f81r.13	B	B	2	1	FIRST	<BOS>	shedy	dchol shedy qotedy qol chedy chetyry	dchol shedy qotedy qol chedy chety ry	dchol ed qoted qol ched chetyry	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	1	5	0.200000	[dchol:?] | [shedy:?] | [qotedy:?] | [qol:?] | getrockneter Zustand | [chetyry:?]	Maß trockenen Materials | [shedy:?] | [qotedy:?] | [qol:?] | getrockneter Zustand | [chetyry:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-019	2	dchol	f86v5	f86v5.37	T	B	2	1	FIRST	<BOS>	chedy	dchol chedy qotain otaiin ol cheody olkeeody oreeeg	dchol chedy qotain otaiin ol cheody olkeeody oreeem	dchol chedy qotain otaiin ol cheo y ol keeody oreeeg	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	5	7	0.714286	[dchol:?] | getrockneter Zustand | kalt im qo-Rahmen, Grad II | kalt im Zubereitungsrahmen, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | getrockneter Ansatz | [olkeeody:?] | [oreeeg:?]	Maß trockenen Materials | getrockneter Zustand | kalt im qo-Rahmen, Grad II | kalt im Zubereitungsrahmen, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | getrockneter Ansatz | [olkeeody:?] | [oreeeg:?]	ACTIVE_RIVAL_CONTEXT	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A02-020	2	dchol	f87r	f87r.9	H	A	1	4	MIDDLE	oteody	saraiin	sor shocthey oteody dchol saraiin	sor shocthey oteody dchol soraiin	sor shocthey oteody dchol s raiin	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	1	4	0.250000	Samenportion | [shocthey:?] | [oteody:?] | [dchol:?] | [saraiin:?]	Samenportion | [shocthey:?] | [oteody:?] | Maß trockenen Materials | [saraiin:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A02-021	2	dchol	f8r	f8r.4	H	A	1	5	MIDDLE	sheey	shesed	qotor chor chor sheey dchol shesed chof chy dam	qotor chor chor sheey dchol shesed chofchy dam	qotor chor chor sheey dchol shesed chof chy dam	1	1	UNKNOWN_SURFACE	[dchol:?]	Maß trockenen Materials	4	8	0.500000	[qotor:?] | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil | feucht, Bindungsstufe II | [dchol:?] | [shesed:?] | [chof:?] | trocken, Grundform | [dam:?]	[qotor:?] | Pflanzen-/Reproduktionsteil | Pflanzen-/Reproduktionsteil | feucht, Bindungsstufe II | Maß trockenen Materials | [shesed:?] | [chof:?] | trocken, Grundform | [dam:?]	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
G639-A03-001	3	chotaiin	f113r	f113r.9	S	B	3	11	LAST	chody	<EOS>	dchos aiin oteey qokaiin cho okaiin cheodaiin aky le chody chotaiin	dchos aiin oteey qokaiin cho okaiin cheo daiin chky le chody chotaiin	dchos aiin oteey qokaiin cho okaiin cheo aiin aky le chody chotaiin	1	1	UNKNOWN_SURFACE	[chotaiin:?]	trockene Zubereitung: kalt, Grad III	3	10	0.300000	[dchos:?] | Menge III | [oteey:?] | heiß, Grad III | [cho:?] | heiß, Grad III, im Ansatzrahmen | [cheodaiin:?] | [aky:?] | [le:?] | [chody:?] | [chotaiin:?]	[dchos:?] | Menge III | [oteey:?] | heiß, Grad III | [cho:?] | heiß, Grad III, im Ansatzrahmen | [cheodaiin:?] | [aky:?] | [le:?] | [chody:?] | trockene Zubereitung: kalt, Grad III	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A03-002	3	chotaiin	f22r	f22r.8	H	A	1	6	MIDDLE	qoky	chocthy	dchor oty daiin ctholy qoky chotaiin chocthy do iin dchor	dchor oty daiin ctholy qoky chotaiin chocthy doiiin dchor	dchor ot daiin ctholy qoky chotaiin chocth do iin dchor	1	1	UNKNOWN_SURFACE	[chotaiin:?]	trockene Zubereitung: kalt, Grad III	4	9	0.444444	[dchor:?] | kalter Ansatz, Grundform | Grad-/Maßwert III | [ctholy:?] | heiße Grundform | [chotaiin:?] | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | [do:?] | [iin:?] | [dchor:?]	[dchor:?] | kalter Ansatz, Grundform | Grad-/Maßwert III | [ctholy:?] | heiße Grundform | trockene Zubereitung: kalt, Grad III | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | [do:?] | [iin:?] | [dchor:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A03-003	3	chotaiin	f24r	f24r.10	H	A	1	6	MIDDLE	am	dy	qor cfhar chor s am chotaiin dy	qor cfhar chor s am chotaiin dy	q r cfhar chor s am chotaiin y	1	1	UNKNOWN_SURFACE	[chotaiin:?]	trockene Zubereitung: kalt, Grad III	1	6	0.166667	[qor:?] | [cfhar:?] | Pflanzen-/Reproduktionsteil | [s:?] | [am:?] | [chotaiin:?] | [dy:?]	[qor:?] | [cfhar:?] | Pflanzen-/Reproduktionsteil | [s:?] | [am:?] | trockene Zubereitung: kalt, Grad III | [dy:?]	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A03-004	3	chotaiin	f25r	f25r.6	H	A	1	2	LAST	okal	<EOS>	okal chotaiin	okal chotaiin	okal chotaiin	1	1	UNKNOWN_SURFACE	[chotaiin:?]	trockene Zubereitung: kalt, Grad III	0	1	0.000000	[okal:?] | [chotaiin:?]	[okal:?] | trockene Zubereitung: kalt, Grad III	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A03-005	3	chotaiin	f37v	f37v.16	H	A	1	3	LAST	daiin	<EOS>	qotor daiin chotaiin	qotor daiin chotaiin	qotor daiin chotaiin	1	1	UNKNOWN_SURFACE	[chotaiin:?]	trockene Zubereitung: kalt, Grad III	1	2	0.500000	[qotor:?] | Menge/Portion III | [chotaiin:?]	[qotor:?] | Menge/Portion III | trockene Zubereitung: kalt, Grad III	OPAQUE_OTHER_TOKENS	OPAQUE_CONTEXT	too few independently concrete neighbouring positions to test the complete noun phrase
G639-A03-006	3	chotaiin	f56v	f56v.15	H	A	1	5	LAST	daiin	<EOS>	otchol chol chol daiin chotaiin	otchol chol chol daiin chotaiin	otchol chol chol daiin chotaiin	1	1	UNKNOWN_SURFACE	[chotaiin:?]	trockene Zubereitung: kalt, Grad III	4	4	1.000000	kalt-trockener Zubereitungsstoff | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [chotaiin:?]	kalt-trockener Zubereitungsstoff | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trockene Zubereitung: kalt, Grad III	NONE	CONSISTENT_CONCRETE	all visible candidate fields remain present and no opposite bound component is introduced
