segment_id	record_unit_id	register	page	owner_code	phase	ends_with_close	events	event_ids	statement_ids	readable_segment_de
H5-P022	H5	HERBAL	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	SELECT	NO	1	E098	H5-S006	nächster Posten.
H5-P023	H5	HERBAL	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	HOLD	NO	1	E099	H5-S006	kurz weiter zuführen.
H5-P024	H5	HERBAL	f56r	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MEASURE	NO	1	E100	H5-S006	Maß.
B1-P001	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E101	B1-S001	kurz ansetzen; Schluss.
B1-P002	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MEASURE	NO	1	E102	B1-S002	bemessen.
B1-P003	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E103	B1-S002	Wasser zuführen.
B1-P004	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	APPLY	NO	1	E104	B1-S002	an die Stelle setzen.
B1-P005	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E105	B1-S002	aus der Arbeitsflüssigkeit.
B1-P006	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E106	B1-S002	fortsetzen.
B1-P007	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MEASURE	NO	2	E107|E108	B1-S002	eine Portion; weitere Portion.
B1-P008	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E109	B1-S002	Stelle.
B1-P009	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E110	B1-S002	fortsetzen.
B1-P010	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	NO	1	E111	B1-S002	weiter abkühlen.
B1-P011	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E112	B1-S002	weiterführen.
B1-P012	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	2	E113|E114	B1-S002	weiterer Ansatz; fortsetzen.
B1-P013	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	NO	1	E115	B1-S002	kurz an der Durchlassstelle.
B1-P014	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MEASURE	NO	1	E116	B1-S002	Maß.
B1-P015	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	APPLY	NO	1	E117	B1-S002	länger an der Stelle halten.
B1-P016	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MEASURE	NO	1	E118	B1-S002	Maß.
B1-P017	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	YES	2	E119|E120	B1-S002	durchführen; umsetzen; Schluss.
B1-P018	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E121	B1-S003	fortsetzen.
B1-P019	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E122	B1-S003	gebuendelt umsetzen; Schluss.
B1-P020	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E123	B1-S004	laufender Stationsansatz umsetzen.
B1-P021	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E124	B1-S004	fortsetzen.
B1-P022	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E125	B1-S004	absetzen; Schluss.
B1-P023	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	YES	1	E126	B1-S005	weiterführen; Schluss.
B1-P024	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MEASURE	NO	1	E127	B1-S006	eine Portion zugeben.
B1-P025	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	2	E128|E129	B1-S006	durchführen; weiterführen.
B1-P026	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	NO	1	E130	B1-S006	an der Stelle abkühlen.
B1-P027	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	YES	1	E131	B1-S007	Ansatz umsetzen; Schluss.
B1-P028	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E132	B1-S008	laufender Stationsansatz.
B1-P029	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E133	B1-S008	fortsetzen.
B1-P030	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	NO	1	E134	B1-S008	kurz wärmen.
B1-P031	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E135	B1-S008	fortsetzen.
B1-P032	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E136	B1-S008	absetzen; Schluss.
B1-P033	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E137	B1-S009	kurz ansetzen; Schluss.
B1-P034	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E138	B1-S010	kurz ansetzen; Schluss.
B1-P035	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E139	B1-S011	durchführen.
B1-P036	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	APPLY	NO	1	E140	B1-S011	verwende den laufenden Stationsansatz.
B1-P037	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E141	B1-S012	Waschgang.
B1-P038	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	2	E142|E143	B1-S012	kurz ansetzen; Waschgang; Schluss.
B1-P039	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E144	B1-S013	Waschgang; Schluss.
B1-P040	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E145	B1-S014	laufender Stationsansatz umsetzen.
B1-P041	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	COLLECT	NO	1	E146	B1-S014	laufender Stationsansatz auffangen.
B1-P042	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E147	B1-S014	zum Auslass führen.
B1-P043	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E148	B1-S014	fortsetzen.
B1-P044	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E149	B1-S014	danach von aufgefangener Bestand des laufender Stationsansatz.
B1-P045	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	NO	1	E150	B1-S015	aufgefangener Bestand des laufender Stationsansatz kurz füllen.
B1-P046	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	YES	1	E151	B1-S015	Ansatz umsetzen; Schluss.
B1-P047	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	APPLY	NO	1	E152	B1-S016	an die Stelle setzen.
B1-P048	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	NO	1	E153	B1-S016	länger ansetzen.
B1-P049	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	PREPARE	NO	1	E154	B1-S016	fortsetzen.
B1-P050	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E155	B1-S016	absetzen; Schluss.
B1-P051	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E156	B1-S017	Stelle.
B1-P052	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	NO	1	E157	B1-S017	kurz fortsetzen.
B1-P053	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	YES	1	E158	B1-S017	umsetzen; Schluss.
B1-P054	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E159	B1-S018	laufender Stationsansatz führen.
B1-P055	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	NO	1	E160	B1-S018	kurz halten.
B1-P056	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MEASURE	NO	1	E161	B1-S018	Sollstand.
B1-P057	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	COLLECT	YES	1	E162	B1-S018	länger auffangen; Schluss.
B1-P058	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	1	E163	B1-S019	absetzen; Schluss.
B1-P059	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	HOLD	YES	2	E164|E165	B1-S020	kurz wärmen; seihen; Schluss.
B1-P060	B1	BIOLOGICAL	f81v	B1_SHARED_TWO_ROW_POOL	MOVE	NO	1	E166	B1-S021	Stelle.
B2-P001	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MOVE	YES	1	E167	B2-S001	umsetzen; Schluss.
B2-P002	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MOVE	YES	1	E168	B2-S002	weiterführen; Schluss.
B2-P003	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MEASURE	NO	2	E169|E170	B2-S003	eine Portion zugeben; Teilportion von obere Beckenflüssigkeit.
B2-P004	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	HOLD	YES	1	E171	B2-S003	länger ansetzen; Schluss.
B2-P005	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	APPLY	NO	1	E172	B2-S004	an die Stelle setzen.
B2-P006	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MEASURE	NO	1	E173	B2-S004	Teilportion von obere Beckenflüssigkeit zum Durchlass führen.
B2-P007	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MOVE	NO	1	E174	B2-S004	hinausführen.
B2-P008	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	HOLD	NO	1	E175	B2-S004	länger ansetzen.
B2-P009	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MOVE	YES	1	E176	B2-S004	hinaus seihen; Schluss.
B2-P010	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	APPLY	NO	1	E177	B2-S005	Teilportion von obere Beckenflüssigkeit an die Stelle setzen.
B2-P011	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MEASURE	NO	1	E178	B2-S005	Auffangmass.
B2-P012	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MOVE	NO	1	E179	B2-S005	durchführen.
B2-P013	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MEASURE	NO	2	E180|E181	B2-S005	bemessen; bemessen.
B2-P014	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	HOLD	NO	1	E182	B2-S005	kurz bereit fortsetzen.
B2-P015	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MEASURE	NO	1	E183	B2-S005	Teilportion von obere Beckenflüssigkeit länger wärmen.
B2-P016	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MOVE	YES	1	E184	B2-S005	abführen; Schluss.
B2-P017	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	HOLD	NO	1	E185	B2-S006	nächsten Posten länger halten.
B2-P018	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	APPLY	NO	1	E186	B2-S006	an die Stelle setzen.
B2-P019	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	MEASURE	NO	1	E187	B2-S006	Teilportion von obere Beckenflüssigkeit kurz im Durchlass halten.
B2-P020	B2	BIOLOGICAL	f82r	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	APPLY	NO	1	E188	B2-S006	verwende Teilportion von obere Beckenflüssigkeit.
B2-P021	B2	BIOLOGICAL	f82r	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	HOLD	YES	1	E189	B2-S007	kurz halten; Schluss.
