pair_id	kluge_a_member	left_template	right_template	left_array	right_array	left_folio	right_folio	left_locus	right_locus	left_surface	right_surface	surface_edit_distance	compact_edit_distance	same_boundary_family	same_zl_member_sequence	cross_physical_folio	terminal_lm_same_stem	a09_holdout	semantic_ceiling
GDT800-H012	2	T15	T15	SCARR021|f70v1|S1	SCARR025|f71v|S2	f70	f71	f70v1.14	f71v.14	otalaiin	otalody	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H013	2	T15	T15	SCARR021|f70v1|S1	SCARR027|f72r1|S2	f70	f72	f70v1.14	f72r1.14	otalaiin	otchoshy	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H014	2	T15	T30	SCARR021|f70v1|S1	SCARR030|f72r2|S2	f70	f72	f70v1.14	f72r2.24	otalaiin	ralal	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H015	2	T30	T15	SCARR019|f70v2|S1	SCARR025|f71v|S2	f70	f71	f70v2.23	f71v.14	otar al	otalody	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H016	2	T30	T15	SCARR019|f70v2|S1	SCARR027|f72r1|S2	f70	f72	f70v2.23	f72r1.14	otar al	otchoshy	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H017	2	T30	T30	SCARR019|f70v2|S1	SCARR030|f72r2|S2	f70	f72	f70v2.23	f72r2.24	otar al	ralal	4	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H018	2	T15	T15	SCARR025|f71v|S2	SCARR027|f72r1|S2	f71	f72	f71v.14	f72r1.14	otalody	otchoshy	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H019	2	T15	T30	SCARR025|f71v|S2	SCARR030|f72r2|S2	f71	f72	f71v.14	f72r2.24	otalody	ralal	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H020	2	T15	T30	SCARR027|f72r1|S2	SCARR030|f72r2|S2	f72	f72	f72r1.14	f72r2.24	otchoshy	ralal	8	8	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H021	3	T15	T30	SCARR021|f70v1|S1	SCARR019|f70v2|S1	f70	f70	f70v1.15	f70v2.24	oteo alals araly	otalar	10	8	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H022	3	T15	T15	SCARR021|f70v1|S1	SCARR025|f71v|S2	f70	f71	f70v1.15	f71v.15	oteo alals araly	otalaiin	11	9	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H023	3	T15	T15	SCARR021|f70v1|S1	SCARR027|f72r1|S2	f70	f72	f70v1.15	f72r1.15	oteo alals araly	otchdal	12	10	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H024	3	T15	T30	SCARR021|f70v1|S1	SCARR030|f72r2|S2	f70	f72	f70v1.15	f72r2.25	oteo alals araly	okam	14	12	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H025	3	T30	T15	SCARR019|f70v2|S1	SCARR025|f71v|S2	f70	f71	f70v2.24	f71v.15	otalar	otalaiin	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H026	3	T30	T15	SCARR019|f70v2|S1	SCARR027|f72r1|S2	f70	f72	f70v2.24	f72r1.15	otalar	otchdal	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H027	3	T30	T30	SCARR019|f70v2|S1	SCARR030|f72r2|S2	f70	f72	f70v2.24	f72r2.25	otalar	okam	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H028	3	T15	T15	SCARR025|f71v|S2	SCARR027|f72r1|S2	f71	f72	f71v.15	f72r1.15	otalaiin	otchdal	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H029	3	T15	T30	SCARR025|f71v|S2	SCARR030|f72r2|S2	f71	f72	f71v.15	f72r2.25	otalaiin	okam	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H030	3	T15	T30	SCARR027|f72r1|S2	SCARR030|f72r2|S2	f72	f72	f72r1.15	f72r2.25	otchdal	okam	5	5	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H031	4	T15	T30	SCARR021|f70v1|S1	SCARR019|f70v2|S1	f70	f70	f70v1.16	f70v2.25	oteoeey otal okealar	otalam	15	13	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H032	4	T15	T15	SCARR021|f70v1|S1	SCARR025|f71v|S2	f70	f71	f70v1.16	f71v.16	oteoeey otal okealar	otar shar	14	13	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H033	4	T15	T15	SCARR021|f70v1|S1	SCARR027|f72r1|S2	f70	f72	f70v1.16	f72r1.16	oteoeey otal okealar	okeey ary	14	13	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H034	4	T15	T30	SCARR021|f70v1|S1	SCARR030|f72r2|S2	f70	f72	f70v1.16	f72r2.26	oteoeey otal okealar	otalshy	16	14	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H035	4	T30	T15	SCARR019|f70v2|S1	SCARR025|f71v|S2	f70	f71	f70v2.25	f71v.16	otalam	otar shar	5	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H036	4	T30	T15	SCARR019|f70v2|S1	SCARR027|f72r1|S2	f70	f72	f70v2.25	f72r1.16	otalam	okeey ary	7	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H037	4	T30	T30	SCARR019|f70v2|S1	SCARR030|f72r2|S2	f70	f72	f70v2.25	f72r2.26	otalam	otalshy	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H038	4	T15	T15	SCARR025|f71v|S2	SCARR027|f72r1|S2	f71	f72	f71v.16	f72r1.16	otar shar	okeey ary	7	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H039	4	T15	T30	SCARR025|f71v|S2	SCARR030|f72r2|S2	f71	f72	f71v.16	f72r2.26	otar shar	otalshy	4	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H040	4	T15	T30	SCARR027|f72r1|S2	SCARR030|f72r2|S2	f72	f72	f72r1.16	f72r2.26	okeey ary	otalshy	7	6	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H041	5	T15	T30	SCARR021|f70v1|S1	SCARR019|f70v2|S1	f70	f70	f70v1.17	f70v2.26	otear araydy	dolaram	9	8	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H042	5	T15	T15	SCARR021|f70v1|S1	SCARR025|f71v|S2	f70	f71	f70v1.17	f71v.17	otear araydy	sholshdy	10	9	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H043	5	T15	T15	SCARR021|f70v1|S1	SCARR027|f72r1|S2	f70	f72	f70v1.17	f72r1.17	otear araydy	otainy	8	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H044	5	T15	T30	SCARR021|f70v1|S1	SCARR030|f72r2|S2	f70	f72	f70v1.17	f72r2.27	otear araydy	okaldy	8	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H045	5	T30	T15	SCARR019|f70v2|S1	SCARR025|f71v|S2	f70	f71	f70v2.26	f71v.17	dolaram	sholshdy	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H046	5	T30	T15	SCARR019|f70v2|S1	SCARR027|f72r1|S2	f70	f72	f70v2.26	f72r1.17	dolaram	otainy	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H047	5	T30	T30	SCARR019|f70v2|S1	SCARR030|f72r2|S2	f70	f72	f70v2.26	f72r2.27	dolaram	okaldy	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H048	5	T15	T15	SCARR025|f71v|S2	SCARR027|f72r1|S2	f71	f72	f71v.17	f72r1.17	sholshdy	otainy	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H049	5	T15	T30	SCARR025|f71v|S2	SCARR030|f72r2|S2	f71	f72	f71v.17	f72r2.27	sholshdy	okaldy	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H050	5	T15	T30	SCARR027|f72r1|S2	SCARR030|f72r2|S2	f72	f72	f72r1.17	f72r2.27	otainy	okaldy	3	3	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H051	6	T15	T30	SCARR020|f70v1|S2	SCARR019|f70v2|S1	f70	f70	f70v1.2	f70v2.27	otalchy tar am dy	okaram	12	9	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H052	6	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.2	f71v.2	otalchy tar am dy	char arom	11	9	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H053	6	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.2	f72r1.2	otalchy tar am dy	oshodady	12	9	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H054	6	T15	T30	SCARR020|f70v1|S2	SCARR030|f72r2|S2	f70	f72	f70v1.2	f72r2.28	otalchy tar am dy	chosar	13	10	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H055	6	T30	T15	SCARR019|f70v2|S1	SCARR024|f71v|S1	f70	f71	f70v2.27	f71v.2	okaram	char arom	5	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H056	6	T30	T15	SCARR019|f70v2|S1	SCARR026|f72r1|S1	f70	f72	f70v2.27	f72r1.2	okaram	oshodady	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H057	6	T30	T30	SCARR019|f70v2|S1	SCARR030|f72r2|S2	f70	f72	f70v2.27	f72r2.28	okaram	chosar	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H058	6	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.2	f72r1.2	char arom	oshodady	8	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H059	6	T15	T30	SCARR024|f71v|S1	SCARR030|f72r2|S2	f71	f72	f71v.2	f72r2.28	char arom	chosar	5	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H060	6	T15	T30	SCARR026|f72r1|S1	SCARR030|f72r2|S2	f72	f72	f72r1.2	f72r2.28	oshodady	chosar	5	5	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H061	7	T15	T30	SCARR020|f70v1|S2	SCARR019|f70v2|S1	f70	f70	f70v1.3	f70v2.28	opchey sal	oteosal	5	4	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H062	7	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.3	f71v.3	opchey sal	chfaly	7	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H063	7	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.3	f72r1.3	opchey sal	chdaiirdainy	11	11	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H064	7	T15	T30	SCARR020|f70v1|S2	SCARR030|f72r2|S2	f70	f72	f70v1.3	f72r2.29	opchey sal	otam	8	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H065	7	T30	T15	SCARR019|f70v2|S1	SCARR024|f71v|S1	f70	f71	f70v2.28	f71v.3	oteosal	chfaly	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H066	7	T30	T15	SCARR019|f70v2|S1	SCARR026|f72r1|S1	f70	f72	f70v2.28	f72r1.3	oteosal	chdaiirdainy	11	11	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H067	7	T30	T30	SCARR019|f70v2|S1	SCARR030|f72r2|S2	f70	f72	f70v2.28	f72r2.29	oteosal	otam	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H068	7	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.3	f72r1.3	chfaly	chdaiirdainy	8	8	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H069	7	T15	T30	SCARR024|f71v|S1	SCARR030|f72r2|S2	f71	f72	f71v.3	f72r2.29	chfaly	otam	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H070	7	T15	T30	SCARR026|f72r1|S1	SCARR030|f72r2|S2	f72	f72	f72r1.3	f72r2.29	chdaiirdainy	otam	11	11	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H071	8	T15	T30	SCARR020|f70v1|S2	SCARR019|f70v2|S1	f70	f70	f70v1.4	f70v2.29	otakaizan	salols	8	8	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H072	8	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.4	f71v.4	otakaizan	okolar	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H073	8	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.4	f72r1.4	otakaizan	oaiin ar ary	9	8	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H074	8	T15	T30	SCARR020|f70v1|S2	SCARR030|f72r2|S2	f70	f72	f70v1.4	f72r2.30	otakaizan	ainaly	7	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H075	8	T30	T15	SCARR019|f70v2|S1	SCARR024|f71v|S1	f70	f71	f70v2.29	f71v.4	salols	okolar	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H076	8	T30	T15	SCARR019|f70v2|S1	SCARR026|f72r1|S1	f70	f72	f70v2.29	f72r1.4	salols	oaiin ar ary	11	9	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H077	8	T30	T30	SCARR019|f70v2|S1	SCARR030|f72r2|S2	f70	f72	f70v2.29	f72r2.30	salols	ainaly	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H078	8	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.4	f72r1.4	okolar	oaiin ar ary	9	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H079	8	T15	T30	SCARR024|f71v|S1	SCARR030|f72r2|S2	f71	f72	f71v.4	f72r2.30	okolar	ainaly	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H080	8	T15	T30	SCARR026|f72r1|S1	SCARR030|f72r2|S2	f72	f72	f72r1.4	f72r2.30	oaiin ar ary	ainaly	7	5	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H081	9	T15	T30	SCARR020|f70v1|S2	SCARR019|f70v2|S1	f70	f70	f70v1.5	f70v2.30	okalal	okaldal	1	1	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H082	9	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.5	f71v.5	okalal	otchody	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H083	9	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.5	f72r1.5	okalal	okalam	1	1	1	0	1	1	1	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H084	9	T15	T30	SCARR020|f70v1|S2	SCARR030|f72r2|S2	f70	f72	f70v1.5	f72r2.31	okalal	okarcham	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H085	9	T30	T15	SCARR019|f70v2|S1	SCARR024|f71v|S1	f70	f71	f70v2.30	f71v.5	okaldal	otchody	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H086	9	T30	T15	SCARR019|f70v2|S1	SCARR026|f72r1|S1	f70	f72	f70v2.30	f72r1.5	okaldal	okalam	2	2	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H087	9	T30	T30	SCARR019|f70v2|S1	SCARR030|f72r2|S2	f70	f72	f70v2.30	f72r2.31	okaldal	okarcham	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H088	9	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.5	f72r1.5	otchody	okalam	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H089	9	T15	T30	SCARR024|f71v|S1	SCARR030|f72r2|S2	f71	f72	f71v.5	f72r2.31	otchody	okarcham	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H090	9	T15	T30	SCARR026|f72r1|S1	SCARR030|f72r2|S2	f72	f72	f72r1.5	f72r2.31	okalam	okarcham	3	3	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H091	10	T15	T30	SCARR020|f70v1|S2	SCARR019|f70v2|S1	f70	f70	f70v1.6	f70v2.31	otaly	ykolaiin	6	6	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H092	10	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.6	f71v.6	otaly	alcphy	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H093	10	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.6	f72r1.6	otaly	ytalshdy	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H094	10	T15	T30	SCARR020|f70v1|S2	SCARR029|f72r2|S1	f70	f72	f70v1.6	f72r2.7	otaly	otaraldy	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H095	10	T30	T15	SCARR019|f70v2|S1	SCARR024|f71v|S1	f70	f71	f70v2.31	f71v.6	ykolaiin	alcphy	7	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H096	10	T30	T15	SCARR019|f70v2|S1	SCARR026|f72r1|S1	f70	f72	f70v2.31	f72r1.6	ykolaiin	ytalshdy	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H097	10	T30	T30	SCARR019|f70v2|S1	SCARR029|f72r2|S1	f70	f72	f70v2.31	f72r2.7	ykolaiin	otaraldy	7	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H098	10	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.6	f72r1.6	alcphy	ytalshdy	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H099	10	T15	T30	SCARR024|f71v|S1	SCARR029|f72r2|S1	f71	f72	f71v.6	f72r2.7	alcphy	otaraldy	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H100	10	T15	T30	SCARR026|f72r1|S1	SCARR029|f72r2|S1	f72	f72	f72r1.6	f72r2.7	ytalshdy	otaraldy	4	4	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H101	11	T15	T30	SCARR020|f70v1|S2	SCARR018|f70v2|S2	f70	f70	f70v1.7	f70v2.2	oalcheg	otalalg	4	4	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H102	11	T15	T15	SCARR020|f70v1|S2	SCARR024|f71v|S1	f70	f71	f70v1.7	f71v.7	oalcheg	otaiin	6	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H103	11	T15	T15	SCARR020|f70v1|S2	SCARR026|f72r1|S1	f70	f72	f70v1.7	f72r1.7	oalcheg	char alif	8	7	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H104	11	T15	T30	SCARR020|f70v1|S2	SCARR029|f72r2|S1	f70	f72	f70v1.7	f72r2.8	oalcheg	okalar	5	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H105	11	T30	T15	SCARR018|f70v2|S2	SCARR024|f71v|S1	f70	f71	f70v2.2	f71v.7	otalalg	otaiin	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H106	11	T30	T15	SCARR018|f70v2|S2	SCARR026|f72r1|S1	f70	f72	f70v2.2	f72r1.7	otalalg	char alif	6	5	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H107	11	T30	T30	SCARR018|f70v2|S2	SCARR029|f72r2|S1	f70	f72	f70v2.2	f72r2.8	otalalg	okalar	3	3	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H108	11	T15	T15	SCARR024|f71v|S1	SCARR026|f72r1|S1	f71	f72	f71v.7	f72r1.7	otaiin	char alif	7	6	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H109	11	T15	T30	SCARR024|f71v|S1	SCARR029|f72r2|S1	f71	f72	f71v.7	f72r2.8	otaiin	okalar	4	4	0	0	1	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
GDT800-H110	11	T15	T30	SCARR026|f72r1|S1	SCARR029|f72r2|S1	f72	f72	f72r1.7	f72r2.8	char alif	okalar	7	6	0	0	0	0	0	ANALYST_HOMOLOG_COMPARISON__NO_EDGE_OR_MEANING
