stem	l_surface	m_surface	l_occurrences	m_occurrences	l_pages	m_pages	l_multi_line_final	m_multi_line_final	l_final_rate	m_final_rate	m_minus_l_rate	direction	raw_odds_ratio	one_sided_exact_p	both_endings_at_least_5	semantic_ceiling
kcho	kchol	kchom	24	1	20	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
yta	ytal	ytam	12	12	10	10	3	7	0.25	0.583333333333	0.333333333333	M_HIGHER	4.2	0.10687844932	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ara	aral	aram	15	8	14	8	7	6	0.466666666667	0.75	0.283333333333	M_HIGHER	3.42857142857	0.195113743438	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
dcho	dchol	dchom	21	2	21	2	1	0	0.047619047619	0	-0.047619047619	L_HIGHER	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
olka	olkal	olkam	12	11	11	9	3	8	0.25	0.727272727273	0.477272727273	M_HIGHER	8	0.029630686987	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ro	rol	rom	20	1	15	1	6	1	0.3	1	0.7	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
sha	shal	sham	15	6	12	5	0	4	0	0.666666666667	0.666666666667	M_HIGHER	INF	0.00250626566416	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
d	dl	dm	18	1	15	1	8	1	0.444444444444	1	0.555555555556	M_HIGHER	INF	0.473684210526	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
keo	keol	keom	18	1	16	1	1	1	0.0555555555556	1	0.944444444444	M_HIGHER	INF	0.105263157895	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
oda	odal	odam	14	5	14	5	0	3	0	0.6	0.6	M_HIGHER	INF	0.0103199174407	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ora	oral	oram	10	8	10	8	4	7	0.4	0.875	0.475	M_HIGHER	10.5	0.0565610859729	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
olo	olol	olom	14	3	13	3	5	3	0.357142857143	1	0.642857142857	M_HIGHER	INF	0.0823529411765	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
shea	sheal	sheam	14	1	12	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ala	alal	alam	3	10	3	8	0	9	0	0.9	0.9	M_HIGHER	INF	0.013986013986	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
oro	orol	orom	10	3	8	3	3	3	0.3	1	0.7	M_HIGHER	INF	0.0699300699301	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
sheda	shedal	shedam	11	2	7	2	1	1	0.0909090909091	0.5	0.409090909091	M_HIGHER	10	0.294871794872	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
yka	ykal	ykam	9	4	8	4	1	3	0.111111111111	0.75	0.638888888889	M_HIGHER	24	0.0517482517483	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
cheka	chekal	chekam	11	1	9	1	2	1	0.181818181818	1	0.818181818182	M_HIGHER	INF	0.25	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
cpho	cphol	cphom	11	1	9	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okcho	okchol	okchom	10	2	8	2	0	1	0	0.5	0.5	M_HIGHER	INF	0.166666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
alo	alol	alom	7	4	6	4	1	3	0.142857142857	0.75	0.607142857143	M_HIGHER	18	0.0878787878788	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
chka	chkal	chkam	10	1	8	1	0	1	0	1	1	M_HIGHER	INF	0.0909090909091	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
la	lal	lam	6	5	6	5	1	4	0.166666666667	0.8	0.633333333333	M_HIGHER	20	0.0670995670996	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okea	okeal	okeam	10	1	8	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ycho	ychol	ychom	10	1	10	1	0	1	0	1	1	M_HIGHER	INF	0.0909090909091	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ai	ail	aim	5	5	4	5	0	4	0	0.8	0.8	M_HIGHER	INF	0.0238095238095	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
dai	dail	daim	2	8	2	7	0	3	0	0.375	0.375	M_HIGHER	INF	0.466666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
lka	lkal	lkam	5	5	3	5	1	5	0.2	1	0.8	M_HIGHER	INF	0.0238095238095	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ola	olal	olam	5	5	5	5	1	5	0.2	1	0.8	M_HIGHER	INF	0.0238095238095	1	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
aro	arol	arom	8	1	8	1	1	0	0.125	0	-0.125	L_HIGHER	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
choto	chotol	chotom	7	2	7	2	1	1	0.142857142857	0.5	0.357142857143	M_HIGHER	6	0.416666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
dara	daral	daram	3	6	3	6	2	4	0.666666666667	0.666666666667	0	TIE	1	0.761904761905	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
opa	opal	opam	6	3	5	3	1	3	0.166666666667	1	0.833333333333	M_HIGHER	INF	0.047619047619	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qoda	qodal	qodam	7	2	6	2	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ctha	cthal	ctham	7	1	5	1	2	1	0.285714285714	1	0.714285714286	M_HIGHER	INF	0.375	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
dalo	dalol	dalom	6	2	6	2	0	2	0	1	1	M_HIGHER	INF	0.0357142857143	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okeeo	okeeol	okeeom	7	1	7	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
chota	chotal	chotam	4	3	4	3	0	2	0	0.666666666667	0.666666666667	M_HIGHER	INF	0.142857142857	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
dala	dalal	dalam	3	4	3	4	1	4	0.333333333333	1	0.666666666667	M_HIGHER	INF	0.142857142857	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
lcha	lchal	lcham	6	1	5	1	0	1	0	1	1	M_HIGHER	INF	0.142857142857	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okeda	okedal	okedam	5	2	5	2	0	1	0	0.5	0.5	M_HIGHER	INF	0.285714285714	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
otcha	otchal	otcham	2	5	2	4	0	2	0	0.4	0.4	M_HIGHER	INF	0.47619047619	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
oteda	otedal	otedam	4	3	4	3	0	3	0	1	1	M_HIGHER	INF	0.0285714285714	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qockho	qockhol	qockhom	6	1	6	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ykcho	ykchol	ykchom	6	1	5	1	0	1	0	1	1	M_HIGHER	INF	0.142857142857	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
cheoda	cheodal	cheodam	5	1	5	1	0	1	0	1	1	M_HIGHER	INF	0.166666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
choda	chodal	chodam	5	1	4	1	1	0	0.2	0	-0.2	L_HIGHER	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
choka	chokal	chokam	4	2	4	2	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ckha	ckhal	ckham	3	3	3	3	0	1	0	0.333333333333	0.333333333333	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
daira	dairal	dairam	3	3	3	3	0	3	0	1	1	M_HIGHER	INF	0.05	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
olcheo	olcheol	olcheom	5	1	5	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
olda	oldal	oldam	2	4	2	4	1	3	0.5	0.75	0.25	M_HIGHER	3	0.6	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
pcho	pchol	pchom	5	1	5	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ytcho	ytchol	ytchom	5	1	5	1	0	1	0	1	1	M_HIGHER	INF	0.166666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
alka	alkal	alkam	1	4	1	4	1	4	1	1	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
chckha	chckhal	chckham	4	1	4	1	1	1	0.25	1	0.75	M_HIGHER	INF	0.4	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
chckho	chckhol	chckhom	4	1	4	1	0	1	0	1	1	M_HIGHER	INF	0.2	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
daro	darol	darom	2	3	2	3	0	3	0	1	1	M_HIGHER	INF	0.1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
lchea	lcheal	lcheam	2	3	1	3	0	3	0	1	1	M_HIGHER	INF	0.1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okala	okalal	okalam	4	1	3	1	0	1	0	1	1	M_HIGHER	INF	0.2	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okara	okaral	okaram	4	1	4	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okeeda	okeedal	okeedam	4	1	4	1	0	1	0	1	1	M_HIGHER	INF	0.2	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
otara	otaral	otaram	2	3	2	2	2	3	1	1	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
shda	shdal	shdam	4	1	4	1	1	0	0.25	0	-0.25	L_HIGHER	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
yda	ydal	ydam	2	3	2	3	0	1	0	0.333333333333	0.333333333333	M_HIGHER	INF	0.6	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
chctha	chcthal	chctham	2	2	2	2	0	2	0	1	1	M_HIGHER	INF	0.166666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
daii	daiil	daiim	1	3	1	3	0	1	0	0.333333333333	0.333333333333	M_HIGHER	INF	0.75	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
lta	ltal	ltam	3	1	3	1	0	1	0	1	1	M_HIGHER	INF	0.25	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
opo	opol	opom	3	1	3	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
otala	otalal	otalam	2	2	2	2	1	1	0.5	0.5	0	TIE	1	0.833333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qokeda	qokedal	qokedam	3	1	3	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
rara	raral	raram	1	3	1	3	0	3	0	1	1	M_HIGHER	INF	0.25	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
sai	sail	saim	2	2	2	2	0	1	0	0.5	0.5	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
sara	saral	saram	3	1	3	1	0	1	0	1	1	M_HIGHER	INF	0.25	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
sheka	shekal	shekam	3	1	3	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
teda	tedal	tedam	1	3	1	3	0	2	0	0.666666666667	0.666666666667	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
aira	airal	airam	2	1	2	1	1	1	0.5	1	0.5	M_HIGHER	INF	0.666666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
cheoka	cheokal	cheokam	1	2	1	2	0	2	0	1	1	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
chla	chlal	chlam	2	1	2	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
cthoda	cthodal	cthodam	2	1	2	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
fcho	fchol	fchom	2	1	2	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
kcha	kchal	kcham	2	1	2	1	1	0	0.5	0	-0.5	L_HIGHER	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
lcheda	lchedal	lchedam	1	2	1	2	0	2	0	1	1	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
oa	oal	oam	2	1	2	1	0	1	0	1	1	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
olta	oltal	oltam	2	1	2	1	0	1	0	1	1	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
oteea	oteeal	oteeam	1	2	1	2	0	2	0	1	1	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
pa	pal	pam	2	1	1	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
pchda	pchdal	pchdam	1	2	1	2	0	2	0	1	1	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qokeea	qokeeal	qokeeam	2	1	2	1	0	1	0	1	1	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qopa	qopal	qopam	2	1	2	1	0	1	0	1	1	M_HIGHER	INF	0.333333333333	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
shara	sharal	sharam	1	2	1	2	0	1	0	0.5	0.5	M_HIGHER	INF	0.666666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
tara	taral	taram	2	1	2	1	1	1	0.5	1	0.5	M_HIGHER	INF	0.666666666667	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
tcha	tchal	tcham	2	1	2	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
aii	aiil	aiim	1	1	1	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
arara	araral	araram	1	1	1	1	1	1	1	1	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
chectha	checthal	chectham	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
cholda	choldal	choldam	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
kee	keel	keem	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
lkea	lkeal	lkeam	1	1	1	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
lolo	lolol	lolom	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
octha	octhal	octham	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
odaii	odaiil	odaiim	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ofara	ofaral	ofaram	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okai	okail	okaim	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
okchda	okchdal	okchdam	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
olcha	olchal	olcham	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
opai	opail	opaim	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
opala	opalal	opalam	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
otai	otail	otaim	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
otalda	otaldal	otaldam	1	1	1	1	1	1	1	1	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
otolo	otolol	otolom	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qeta	qetal	qetam	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qodo	qodol	qodom	1	1	1	1	1	0	1	0	-1	L_HIGHER	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qoeta	qoetal	qoetam	1	1	1	1	1	1	1	1	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qokai	qokail	qokaim	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
qokalo	qokalol	qokalom	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
ralo	ralol	ralom	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
sairo	sairol	sairom	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
salda	saldal	saldam	1	1	1	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
sheodo	sheodol	sheodom	1	1	1	1	0	1	0	1	1	M_HIGHER	INF	0.5	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
shoda	shodal	shodam	1	1	1	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
tai	tail	taim	1	1	1	1	0	0	0	0	0	TIE	0	1	0	EXACT_SURFACE_PAIR__NO_EQUIVALENCE_OR_MEANING
