occurrence_id	page	locus	section	language	hand	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	semantic_ceiling
GDT800-O0026	f100v	f100v.11	P	A	1	1	1	ytchol	ytcho	l	0	SINGLE	True	False	True	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0027	f100v	f100v.15	P	A	1	4	11	ol	o	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0028	f100v	f100v.15	P	A	1	5	11	cheol	cheo	l	6	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0029	f100v	f100v.15	P	A	1	7	11	chol	cho	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0030	f100v	f100v.15	P	A	1	9	11	qokeol	qokeo	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0031	f100v	f100v.15	P	A	1	10	11	chotol	choto	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0032	f100v	f100v.16	P	A	1	2	11	chol	cho	l	9	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0033	f100v	f100v.16	P	A	1	7	11	okeol	okeo	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0034	f100v	f100v.16	P	A	1	10	11	okeol	okeo	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0035	f100v	f100v.17	P	A	1	3	8	qokeol	qokeo	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0036	f100v	f100v.17	P	A	1	4	8	okol	oko	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0037	f100v	f100v.17	P	A	1	5	8	chol	cho	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0038	f100v	f100v.18	P	A	1	3	11	ol	o	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0039	f100v	f100v.18	P	A	1	10	11	qokeol	qokeo	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0040	f100v	f100v.18	P	A	1	11	11	sal	sa	l	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0041	f100v	f100v.20	P	A	1	7	8	ol	o	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0042	f100v	f100v.21	P	A	1	3	10	ol	o	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0043	f102r1	f102r1.10	P	A	1	3	9	chol	cho	l	6	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0044	f102r1	f102r1.10	P	A	1	4	9	chol	cho	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0045	f102r1	f102r1.10	P	A	1	6	9	dol	do	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0046	f102r1	f102r1.10	P	A	1	8	9	dal	da	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0047	f102r1	f102r1.11	P	A	1	3	8	sol	so	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0048	f102r1	f102r1.13	P	A	1	6	7	qokeol	qokeo	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0049	f102r1	f102r1.14	P	A	1	7	11	okol	oko	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0050	f102r1	f102r1.15	P	A	1	2	9	chol	cho	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0051	f102r1	f102r1.16	P	A	1	6	10	okeol	okeo	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0052	f102r1	f102r1.16	P	A	1	9	10	aral	ara	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0053	f102r1	f102r1.5	P	A	1	2	10	sheol	sheo	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0054	f102r1	f102r1.5	P	A	1	7	10	chol	cho	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0055	f102r1	f102r1.5	P	A	1	9	10	qokol	qoko	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0056	f102r1	f102r1.8	P	A	1	6	8	oteol	oteo	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0057	f102r1	f102r1.9	P	A	1	3	7	qokeol	qokeo	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0058	f102v1	f102v1.10	P	A	1	2	10	ol	o	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0059	f102v1	f102v1.11	P	A	1	1	10	sol	so	l	9	FIRST	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0060	f102v1	f102v1.11	P	A	1	2	10	chol	cho	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0061	f102v1	f102v1.11	P	A	1	4	10	qokol	qoko	l	6	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0062	f102v1	f102v1.11	P	A	1	5	10	cheol	cheo	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0063	f102v1	f102v1.12	P	A	1	2	10	cheol	cheo	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0064	f102v1	f102v1.12	P	A	1	3	10	cheol	cheo	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0065	f102v1	f102v1.13	P	A	1	2	10	ol	o	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0066	f102v1	f102v1.13	P	A	1	5	10	cheol	cheo	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0067	f102v1	f102v1.14	P	A	1	4	5	oteol	oteo	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0068	f102v1	f102v1.19	P	A	1	4	8	sheol	sheo	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0069	f102v1	f102v1.19	P	A	1	5	8	okeeol	okeeo	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0070	f102v1	f102v1.20	P	A	1	9	9	dam	da	m	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0071	f102v1	f102v1.21	P	A	1	8	8	ram	ra	m	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0072	f102v1	f102v1.22	P	A	1	4	8	cheol	cheo	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0073	f102v1	f102v1.24	P	A	1	4	4	cheol	cheo	l	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0074	f102v1	f102v1.7	P	A	1	3	8	pchol	pcho	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0075	f102v1	f102v1.8	P	A	1	2	10	ol	o	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0076	f102v1	f102v1.9	P	A	1	3	10	qokeol	qokeo	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0077	f102v2	f102v2.18	P	A	1	3	6	okeol	okeo	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0078	f102v2	f102v2.18	P	A	1	4	6	okeol	okeo	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0079	f102v2	f102v2.20	P	A	1	8	12	dol	do	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0080	f102v2	f102v2.20	P	A	1	9	12	ol	o	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0081	f102v2	f102v2.21	P	A	1	6	14	cheol	cheo	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0082	f102v2	f102v2.22	P	A	1	4	15	cheol	cheo	l	11	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0083	f102v2	f102v2.22	P	A	1	7	15	chol	cho	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0084	f102v2	f102v2.22	P	A	1	10	15	ol	o	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0085	f102v2	f102v2.32	P	A	1	4	12	okeol	okeo	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0086	f102v2	f102v2.32	P	A	1	10	12	ol	o	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0087	f102v2	f102v2.33	P	A	1	7	12	al	a	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0088	f102v2	f102v2.34	P	A	1	5	8	okchol	okcho	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0089	f102v2	f102v2.34	P	A	1	8	8	sal	sa	l	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0090	f102v2	f102v2.35	P	A	1	2	10	sheol	sheo	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0091	f102v2	f102v2.35	P	A	1	9	10	qokeol	qokeo	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0092	f102v2	f102v2.7	P	A	1	1	1	okol	oko	l	0	SINGLE	True	False	True	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0093	f103r	f103r.1	S	B	3	7	12	qotal	qota	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0094	f103r	f103r.1	S	B	3	11	12	okal	oka	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0095	f103r	f103r.10	S	B	3	2	14	ol	o	l	12	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0096	f103r	f103r.10	S	B	3	4	14	okeol	okeo	l	10	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0097	f103r	f103r.10	S	B	3	5	14	chol	cho	l	9	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0098	f103r	f103r.10	S	B	3	6	14	okam	oka	m	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0099	f103r	f103r.11	S	B	3	10	12	qokeol	qokeo	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0100	f103r	f103r.12	S	B	3	5	9	qokeol	qokeo	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0101	f103r	f103r.13	S	B	3	11	12	dal	da	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0102	f103r	f103r.14	S	B	3	7	13	lol	lo	l	6	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0103	f103r	f103r.15	S	B	3	3	5	shol	sho	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0104	f103r	f103r.17	S	B	3	7	10	qokal	qoka	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0105	f103r	f103r.18	S	B	3	2	9	qokeol	qokeo	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0106	f103r	f103r.19	S	B	3	8	12	oteol	oteo	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0107	f103r	f103r.19	S	B	3	10	12	okaral	okara	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0108	f103r	f103r.2	S	B	3	10	15	sal	sa	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0109	f103r	f103r.21	S	B	3	4	12	otal	ota	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0110	f103r	f103r.21	S	B	3	5	12	qokal	qoka	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0111	f103r	f103r.22	S	B	3	4	12	shdal	shda	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0112	f103r	f103r.23	S	B	3	5	5	shol	sho	l	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0113	f103r	f103r.24	S	B	3	2	12	okeal	okea	l	10	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0114	f103r	f103r.24	S	B	3	4	12	qokal	qoka	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0115	f103r	f103r.25	S	B	3	7	12	chedal	cheda	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0116	f103r	f103r.25	S	B	3	12	12	ol	o	l	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0117	f103r	f103r.28	S	B	3	9	11	ol	o	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0118	f103r	f103r.29	S	B	3	5	6	chal	cha	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0119	f103r	f103r.3	S	B	3	8	14	orol	oro	l	6	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0120	f103r	f103r.3	S	B	3	14	14	chal	cha	l	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0121	f103r	f103r.31	S	B	3	2	11	chol	cho	l	9	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0122	f103r	f103r.31	S	B	3	4	11	chal	cha	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0123	f103r	f103r.31	S	B	3	7	11	qokal	qoka	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0124	f103r	f103r.32	S	B	3	4	8	qokal	qoka	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0125	f103r	f103r.33	S	B	3	6	11	qokal	qoka	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0126	f103r	f103r.35	S	B	3	6	10	sheol	sheo	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0127	f103r	f103r.39	S	B	3	4	6	qotal	qota	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0128	f103r	f103r.4	S	B	3	7	9	ol	o	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0129	f103r	f103r.40	S	B	3	4	10	sheol	sheo	l	6	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0130	f103r	f103r.40	S	B	3	10	10	otam	ota	m	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0131	f103r	f103r.41	S	B	3	1	13	cheol	cheo	l	12	FIRST	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0132	f103r	f103r.41	S	B	3	4	13	oteeal	oteea	l	9	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0133	f103r	f103r.41	S	B	3	12	13	qokal	qoka	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0134	f103r	f103r.41	S	B	3	13	13	dal	da	l	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0135	f103r	f103r.42	S	B	3	2	4	sheol	sheo	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0136	f103r	f103r.43	S	B	3	2	11	cheal	chea	l	9	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0137	f103r	f103r.43	S	B	3	3	11	ol	o	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0138	f103r	f103r.43	S	B	3	5	11	qotal	qota	l	6	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0139	f103r	f103r.43	S	B	3	6	11	sheal	shea	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0140	f103r	f103r.43	S	B	3	7	11	qokal	qoka	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0141	f103r	f103r.44	S	B	3	4	5	sheal	shea	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0142	f103r	f103r.45	S	B	3	3	10	shol	sho	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0143	f103r	f103r.46	S	B	3	1	11	chol	cho	l	10	FIRST	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0144	f103r	f103r.46	S	B	3	4	11	cheol	cheo	l	7	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0145	f103r	f103r.46	S	B	3	9	11	ol	o	l	2	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0146	f103r	f103r.48	S	B	3	9	9	sam	sa	m	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0147	f103r	f103r.49	S	B	3	5	13	ol	o	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0148	f103r	f103r.49	S	B	3	8	13	sheol	sheo	l	5	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0149	f103r	f103r.49	S	B	3	13	13	am	a	m	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0150	f103r	f103r.6	S	B	3	13	13	am	a	m	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0151	f103r	f103r.7	S	B	3	8	9	ol	o	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0152	f103r	f103r.9	S	B	3	3	14	cheal	chea	l	11	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0153	f103v	f103v.1	S	B	3	12	12	dal	da	l	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0154	f103v	f103v.11	S	B	3	4	5	qokal	qoka	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0155	f103v	f103v.12	S	B	3	1	13	sal	sa	l	12	FIRST	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0156	f103v	f103v.12	S	B	3	2	13	sheal	shea	l	11	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0157	f103v	f103v.12	S	B	3	7	13	ol	o	l	6	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0158	f103v	f103v.12	S	B	3	13	13	opalam	opala	m	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0159	f103v	f103v.14	S	B	3	2	12	sheol	sheo	l	10	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0160	f103v	f103v.14	S	B	3	12	12	otam	ota	m	0	FINAL	True	True	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0161	f103v	f103v.16	S	B	3	7	8	ol	o	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0162	f103v	f103v.17	S	B	3	7	11	qokal	qoka	l	4	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0163	f103v	f103v.17	S	B	3	8	11	ol	o	l	3	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0164	f103v	f103v.17	S	B	3	10	11	otal	ota	l	1	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0165	f103v	f103v.18	S	B	3	2	10	ol	o	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
GDT800-O0166	f103v	f103v.2	S	B	3	3	11	qokal	qoka	l	8	INTERNAL	False	False	False	FORMAL_TERMINAL_OCCURRENCE__NO_MEANING
