event_id	physical_page	source_page	locus	token_index	register	surface	component_recipe	source_slot_sequence	component_spoken_sequence_de	licensed_close	source_reading_de
P912-E0037	f10r	f10r	f10r.4	8	HERBAL	chtchor	CH+T+CH+OR	ACTION>ACTION>ACTION>OWNER_CONTENT	entnehmen/ablesen; bearbeiten/markieren; entnehmen/ablesen; den Ansatz/Inhalt	NO	den Pflanzenteil entnehmen; den Teil bearbeiten; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0038	f10r	f10r	f10r.4	9	HERBAL	doiir	D_ADDR+O+IIN+R	SOURCE_REFERENCE>ACTION>QUANTITY_INDEX>ACTION	aus dem Teilfeld; den Gang ausführen; auf der Stufe; den Zustand markieren	NO	an der Teiladresse; den Verarbeitungsgang ausführen; auf der Stufe; den Zustand markieren
P912-E0039	f10r	f10r	f10r.4	10	HERBAL	ody	O+DY	ACTION>CLOSE	den Gang ausführen; Schritt schließen	YES	den Verarbeitungsgang ausführen; den Schritt schließen
P912-E0040	f10r	f10r	f10r.5	1	HERBAL	qokchy	OK+Y	ACTION>OWNER_CONTENT	ansetzen; diesen Posten	NO	die Zubereitung ansetzen; diesen Posten
P912-E0041	f10r	f10r	f10r.5	2	HERBAL	qotchol	OT+CH+OL	ORDER_CALL>ACTION>ORDER_CALL	danach; entnehmen/ablesen; weiter	NO	danach; den Pflanzenteil entnehmen; fortsetzen
P912-E0042	f10r	f10r	f10r.5	3	HERBAL	chol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0043	f10r	f10r	f10r.5	4	HERBAL	cthy	CTH+Y	ACTION>OWNER_CONTENT	den Status prüfen; diesen Posten	NO	den Zubereitungsstatus prüfen; diesen Posten
P912-E0044	f10r	f10r	f10r.6	1	HERBAL	ycheor	Y+CHEO+R	OWNER_CONTENT>OWNER_CONTENT>ACTION	diesen Posten; den Auszug/Eintrag; den Zustand markieren	NO	diesen Posten; den Auszug verwenden; den Zustand markieren
P912-E0045	f10r	f10r	f10r.6	2	HERBAL	cthy	CTH+Y	ACTION>OWNER_CONTENT	den Status prüfen; diesen Posten	NO	den Zubereitungsstatus prüfen; diesen Posten
P912-E0046	f10r	f10r	f10r.6	3	HERBAL	chor	CH+OR	ACTION>OWNER_CONTENT	entnehmen/ablesen; den Ansatz/Inhalt	NO	den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0047	f10r	f10r	f10r.6	4	HERBAL	cthaiin	CTH+AIIN	ACTION>QUANTITY_INDEX	den Status prüfen; nach Sollmaß	NO	den Zubereitungsstatus prüfen; nach Sollmaß
P912-E0048	f10r	f10r	f10r.6	5	HERBAL	qoctholy	CARRIER_Q+O+CTH+OL+Y	ACTION>ACTION>ORDER_CALL>OWNER_CONTENT	den Gang ausführen; den Status prüfen; weiter; diesen Posten	NO	den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; fortsetzen; diesen Posten
P912-E0049	f10r	f10r	f10r.6	6	HERBAL	dy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0050	f10r	f10r	f10r.6	7	HERBAL	chy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0051	f10r	f10r	f10r.6	8	HERBAL	taiin	T+AIIN	ACTION>QUANTITY_INDEX	bearbeiten/markieren; nach Sollmaß	NO	den Teil bearbeiten; nach Sollmaß
P912-E0052	f10r	f10r	f10r.6	9	HERBAL	shy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0053	f10r	f10r	f10r.7	1	HERBAL	dchy	D_ADDR+Y	SOURCE_REFERENCE>OWNER_CONTENT	aus dem Teilfeld; diesen Posten	NO	an der Teiladresse; diesen Posten
P912-E0054	f10r	f10r	f10r.7	2	HERBAL	qokchol	OK+OL	ACTION>ORDER_CALL	ansetzen; weiter	NO	die Zubereitung ansetzen; fortsetzen
P912-E0055	f10r	f10r	f10r.7	3	HERBAL	y	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0056	f10r	f10r	f10r.7	4	HERBAL	kchaiin	K+CH+AIIN	ACTION>ACTION>QUANTITY_INDEX	zugeben/zuordnen; entnehmen/ablesen; nach Sollmaß	NO	Material zugeben; den Pflanzenteil entnehmen; nach Sollmaß
P912-E0057	f10r	f10r	f10r.7	5	HERBAL	yty	Y+T+Y	OWNER_CONTENT>ACTION>OWNER_CONTENT	diesen Posten; bearbeiten/markieren; diesen Posten	NO	diesen Posten; den Teil bearbeiten; diesen Posten
P912-E0058	f10r	f10r	f10r.7	6	HERBAL	daiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E0059	f10r	f10r	f10r.7	7	HERBAL	cth	CTH	ACTION	den Status prüfen	NO	den Zubereitungsstatus prüfen
P912-E0060	f10r	f10r	f10r.7	8	HERBAL	dain	AIN	QUANTITY_INDEX	eine Portion	NO	eine Portion
P912-E0061	f10r	f10r	f10r.7	9	HERBAL	dair	D_ADDR+AIR	SOURCE_REFERENCE>TARGET_PATH	aus dem Teilfeld; entlang des Laufs	NO	an der Teiladresse; entlang des Laufs
P912-E0062	f10r	f10r	f10r.7	10	HERBAL	am	AM_ADDR	TARGET_PATH	zum Gegen-/Innenfeld	NO	am Gegen-/Innenfeld
P912-E0063	f10r	f10r	f10r.8	1	HERBAL	qotchor	OT+CH+OR	ORDER_CALL>ACTION>OWNER_CONTENT	danach; entnehmen/ablesen; den Ansatz/Inhalt	NO	danach; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0064	f10r	f10r	f10r.8	2	HERBAL	chor	CH+OR	ACTION>OWNER_CONTENT	entnehmen/ablesen; den Ansatz/Inhalt	NO	den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0065	f10r	f10r	f10r.8	3	HERBAL	otol	OT+OL	ORDER_CALL>ORDER_CALL	danach; weiter	NO	danach; fortsetzen
P912-E0066	f10r	f10r	f10r.8	4	HERBAL	chol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0067	f10r	f10r	f10r.8	5	HERBAL	cholor	OL+OR	ORDER_CALL>OWNER_CONTENT	weiter; den Ansatz/Inhalt	NO	fortsetzen; mit dem Pflanzenansatz
P912-E0068	f10r	f10r	f10r.8	6	HERBAL	chol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0069	f10r	f10r	f10r.8	7	HERBAL	daiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E0070	f10r	f10r	f10r.8	8	HERBAL	dar	D_ADDR+AR	SOURCE_REFERENCE>SOURCE_REFERENCE	aus dem Teilfeld; von der Quellstelle	NO	an der Teiladresse; von der Quellstelle
P912-E0071	f10r	f10r	f10r.9	1	HERBAL	oykchor	O+Y+K+CH+OR	ACTION>OWNER_CONTENT>ACTION>ACTION>OWNER_CONTENT	den Gang ausführen; diesen Posten; zugeben/zuordnen; entnehmen/ablesen; den Ansatz/Inhalt	NO	den Verarbeitungsgang ausführen; diesen Posten; Material zugeben; den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0072	f10r	f10r	f10r.9	2	HERBAL	shor	SH+OR	ACTION>OWNER_CONTENT	halten; den Ansatz/Inhalt	NO	den Ansatz halten; mit dem Pflanzenansatz
P912-E0073	f10r	f10r	f10r.9	3	HERBAL	chor	CH+OR	ACTION>OWNER_CONTENT	entnehmen/ablesen; den Ansatz/Inhalt	NO	den Pflanzenteil entnehmen; mit dem Pflanzenansatz
P912-E0074	f10r	f10r	f10r.9	4	HERBAL	chy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0075	f10r	f10r	f10r.9	5	HERBAL	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	ACTION>SOURCE_REFERENCE>LOCAL_DETAIL>QUANTITY_INDEX	zugeben/zuordnen; am lokalen Bezug; mit lokalem I-Zeichen; auf der Stufe	NO	Material zugeben; an der lokalen Adresse; mit lokalem I-Kennzeichen; auf der Stufe
P912-E0076	f10r	f10r	f10r.9	6	HERBAL	dy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0077	f10r	f10r	f10r.9	7	HERBAL	chodaiin	CH+O+D_ADDR+AIIN	ACTION>ACTION>SOURCE_REFERENCE>QUANTITY_INDEX	entnehmen/ablesen; den Gang ausführen; aus dem Teilfeld; nach Sollmaß	NO	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; an der Teiladresse; nach Sollmaß
P912-E0078	f10r	f10r	f10r.10	1	HERBAL	oqotor	O+OT+OR	ACTION>ORDER_CALL>OWNER_CONTENT	den Gang ausführen; danach; den Ansatz/Inhalt	NO	den Verarbeitungsgang ausführen; danach; mit dem Pflanzenansatz
P912-E0079	f10r	f10r	f10r.10	2	HERBAL	otor	OT+OR	ORDER_CALL>OWNER_CONTENT	danach; den Ansatz/Inhalt	NO	danach; mit dem Pflanzenansatz
P912-E0080	f10r	f10r	f10r.10	3	HERBAL	cfhy	CFH+Y	ACTION>OWNER_CONTENT	pressen/trennen; diesen Posten	NO	auspressen oder trennen; diesen Posten
P912-E0081	f10r	f10r	f10r.10	4	HERBAL	cthor	CTH+OR	ACTION>OWNER_CONTENT	den Status prüfen; den Ansatz/Inhalt	NO	den Zubereitungsstatus prüfen; mit dem Pflanzenansatz
P912-E0082	f10r	f10r	f10r.10	5	HERBAL	osain	O+S+AIN	ACTION>ACTION>QUANTITY_INDEX	den Gang ausführen; dann/prüfen; eine Portion	NO	den Verarbeitungsgang ausführen; prüfen oder weitergehen; eine Portion
P912-E0083	f10r	f10r	f10r.10	6	HERBAL	ytoiin	Y+T+O+IIN	OWNER_CONTENT>ACTION>ACTION>QUANTITY_INDEX	diesen Posten; bearbeiten/markieren; den Gang ausführen; auf der Stufe	NO	diesen Posten; den Teil bearbeiten; den Verarbeitungsgang ausführen; auf der Stufe
P912-E0084	f10r	f10r	f10r.11	1	HERBAL	otchoshor	OT+CH+O+SH+OR	ORDER_CALL>ACTION>ACTION>ACTION>OWNER_CONTENT	danach; entnehmen/ablesen; den Gang ausführen; halten; den Ansatz/Inhalt	NO	danach; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Ansatz halten; mit dem Pflanzenansatz
P912-E0085	f10r	f10r	f10r.11	2	HERBAL	qoty	OT+Y	ORDER_CALL>OWNER_CONTENT	danach; diesen Posten	NO	danach; diesen Posten
P912-E0086	f10r	f10r	f10r.11	3	HERBAL	qotor	OT+OR	ORDER_CALL>OWNER_CONTENT	danach; den Ansatz/Inhalt	NO	danach; mit dem Pflanzenansatz
P912-E0087	f10r	f10r	f10r.11	4	HERBAL	cthyd	CTH+Y+D_ADDR	ACTION>OWNER_CONTENT>SOURCE_REFERENCE	den Status prüfen; diesen Posten; aus dem Teilfeld	NO	den Zubereitungsstatus prüfen; diesen Posten; an der Teiladresse
P912-E0088	f10r	f10r	f10r.11	5	HERBAL	otar	OT+AR	ORDER_CALL>SOURCE_REFERENCE	danach; von der Quellstelle	NO	danach; von der Quellstelle
P912-E0089	f10r	f10r	f10r.12	1	HERBAL	odaiin	O+D_ADDR+AIIN	ACTION>SOURCE_REFERENCE>QUANTITY_INDEX	den Gang ausführen; aus dem Teilfeld; nach Sollmaß	NO	den Verarbeitungsgang ausführen; an der Teiladresse; nach Sollmaß
P912-E0090	f10r	f10r	f10r.12	2	HERBAL	daiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E0091	f10r	f10r	f10r.12	3	HERBAL	qotchy	OT+Y	ORDER_CALL>OWNER_CONTENT	danach; diesen Posten	NO	danach; diesen Posten
P912-E0092	f10r	f10r	f10r.12	4	HERBAL	qotor	OT+OR	ORDER_CALL>OWNER_CONTENT	danach; den Ansatz/Inhalt	NO	danach; mit dem Pflanzenansatz
P912-E0093	f11r	f11r	f11r.1	1	HERBAL	tshol	T+SH+OL	ACTION>ACTION>ORDER_CALL	bearbeiten/markieren; halten; weiter	NO	den Teil bearbeiten; den Ansatz halten; fortsetzen
P912-E0094	f11r	f11r	f11r.1	2	HERBAL	schoal	SH+O+AL	ACTION>ACTION>TARGET_PATH	halten; den Gang ausführen; zur Zielstelle	NO	den Ansatz halten; den Verarbeitungsgang ausführen; zur Zielstelle
P912-E0095	f11r	f11r	f11r.1	3	HERBAL	cfhy	CFH+Y	ACTION>OWNER_CONTENT	pressen/trennen; diesen Posten	NO	auspressen oder trennen; diesen Posten
P912-E0096	f11r	f11r	f11r.1	4	HERBAL	shfydaiin	SH+Y+AIIN	ACTION>OWNER_CONTENT>QUANTITY_INDEX	halten; diesen Posten; nach Sollmaß	NO	den Ansatz halten; diesen Posten; nach Sollmaß
P912-E0097	f11r	f11r	f11r.1	5	HERBAL	cphy	CPH+Y	ACTION>OWNER_CONTENT	zum Gegen-/Empfangsgang führen; diesen Posten	NO	in den Nachlauf oder zweiten Durchgang geben; diesen Posten
P912-E0098	f11r	f11r	f11r.1	6	HERBAL	shey	SH+E+Y	ACTION>GRADE_STATE>OWNER_CONTENT	halten; kurz; diesen Posten	NO	den Ansatz halten; kurz; diesen Posten
P912-E0099	f11r	f11r	f11r.1	7	HERBAL	tchody	T+CH+O+DY	ACTION>ACTION>ACTION>CLOSE	bearbeiten/markieren; entnehmen/ablesen; den Gang ausführen; Schritt schließen	YES	den Teil bearbeiten; den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Schritt schließen
P912-E0100	f11r	f11r	f11r.1	8	HERBAL	shoyty	SH+O+Y+T+Y	ACTION>ACTION>OWNER_CONTENT>ACTION>OWNER_CONTENT	halten; den Gang ausführen; diesen Posten; bearbeiten/markieren; diesen Posten	NO	den Ansatz halten; den Verarbeitungsgang ausführen; diesen Posten; den Teil bearbeiten; diesen Posten
P912-E0101	f11r	f11r	f11r.2	1	HERBAL	socthody	S+O+CTH+O+D_ADDR+Y	ACTION>ACTION>ACTION>ACTION>SOURCE_REFERENCE>OWNER_CONTENT	dann/prüfen; den Gang ausführen; den Status prüfen; den Gang ausführen; aus dem Teilfeld; diesen Posten	NO	prüfen oder weitergehen; den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; den Verarbeitungsgang ausführen; an der Teiladresse; diesen Posten
P912-E0102	f11r	f11r	f11r.2	2	HERBAL	qodor	CARRIER_Q+O+D_ADDR+OR	ACTION>SOURCE_REFERENCE>OWNER_CONTENT	den Gang ausführen; aus dem Teilfeld; den Ansatz/Inhalt	NO	den Verarbeitungsgang ausführen; an der Teiladresse; mit dem Pflanzenansatz
P912-E0103	f11r	f11r	f11r.2	3	HERBAL	y	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0104	f11r	f11r	f11r.2	4	HERBAL	kshy	K+SH+Y	ACTION>ACTION>OWNER_CONTENT	zugeben/zuordnen; halten; diesen Posten	NO	Material zugeben; den Ansatz halten; diesen Posten
P912-E0105	f11r	f11r	f11r.2	5	HERBAL	daiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E0106	f11r	f11r	f11r.2	6	HERBAL	ytchy	Y+T+Y	OWNER_CONTENT>ACTION>OWNER_CONTENT	diesen Posten; bearbeiten/markieren; diesen Posten	NO	diesen Posten; den Teil bearbeiten; diesen Posten
P912-E0107	f11r	f11r	f11r.2	7	HERBAL	ytchoky	Y+T+OK+Y	OWNER_CONTENT>ACTION>ACTION>OWNER_CONTENT	diesen Posten; bearbeiten/markieren; ansetzen; diesen Posten	NO	diesen Posten; den Teil bearbeiten; die Zubereitung ansetzen; diesen Posten
P912-E0108	f11r	f11r	f11r.2	8	HERBAL	kchol	K+OL	ACTION>ORDER_CALL	zugeben/zuordnen; weiter	NO	Material zugeben; fortsetzen
P912-E0109	f11r	f11r	f11r.2	9	HERBAL	daiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E0110	f11r	f11r	f11r.3	1	HERBAL	qoty	OT+Y	ORDER_CALL>OWNER_CONTENT	danach; diesen Posten	NO	danach; diesen Posten
P912-E0111	f11r	f11r	f11r.3	2	HERBAL	chol	OL	ORDER_CALL	weiter	NO	fortsetzen
P912-E0112	f11r	f11r	f11r.3	3	HERBAL	cthy	CTH+Y	ACTION>OWNER_CONTENT	den Status prüfen; diesen Posten	NO	den Zubereitungsstatus prüfen; diesen Posten
P912-E0113	f11r	f11r	f11r.3	4	HERBAL	dor	D_ADDR+OR	SOURCE_REFERENCE>OWNER_CONTENT	aus dem Teilfeld; den Ansatz/Inhalt	NO	an der Teiladresse; mit dem Pflanzenansatz
P912-E0114	f11r	f11r	f11r.3	5	HERBAL	ykychy	Y+K+Y+CH+Y	OWNER_CONTENT>ACTION>OWNER_CONTENT>ACTION>OWNER_CONTENT	diesen Posten; zugeben/zuordnen; diesen Posten; entnehmen/ablesen; diesen Posten	NO	diesen Posten; Material zugeben; diesen Posten; den Pflanzenteil entnehmen; diesen Posten
P912-E0115	f11r	f11r	f11r.3	6	HERBAL	choty	CH+OT+Y	ACTION>ORDER_CALL>OWNER_CONTENT	entnehmen/ablesen; danach; diesen Posten	NO	den Pflanzenteil entnehmen; danach; diesen Posten
P912-E0116	f11r	f11r	f11r.3	7	HERBAL	dain	AIN	QUANTITY_INDEX	eine Portion	NO	eine Portion
P912-E0117	f11r	f11r	f11r.3	8	HERBAL	chaiin	CH+AIIN	ACTION>QUANTITY_INDEX	entnehmen/ablesen; nach Sollmaß	NO	den Pflanzenteil entnehmen; nach Sollmaß
P912-E0118	f11r	f11r	f11r.3	9	HERBAL	daiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E0119	f11r	f11r	f11r.3	10	HERBAL	dod	D_ADDR+O+D_ADDR	SOURCE_REFERENCE>ACTION>SOURCE_REFERENCE	aus dem Teilfeld; den Gang ausführen; aus dem Teilfeld	NO	an der Teiladresse; den Verarbeitungsgang ausführen; an der Teiladresse
P912-E0120	f11r	f11r	f11r.4	1	HERBAL	dchol	D_ADDR+OL	SOURCE_REFERENCE>ORDER_CALL	aus dem Teilfeld; weiter	NO	an der Teiladresse; fortsetzen
P912-E0121	f11r	f11r	f11r.4	2	HERBAL	chy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0122	f11r	f11r	f11r.4	3	HERBAL	kchy	K+Y	ACTION>OWNER_CONTENT	zugeben/zuordnen; diesen Posten	NO	Material zugeben; diesen Posten
P912-E0123	f11r	f11r	f11r.4	4	HERBAL	dy	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
P912-E0124	f11r	f11r	f11r.4	5	HERBAL	daiin	AIIN	QUANTITY_INDEX	nach Sollmaß	NO	nach Sollmaß
P912-E0125	f11r	f11r	f11r.5	1	HERBAL	tchol	T+OL	ACTION>ORDER_CALL	bearbeiten/markieren; weiter	NO	den Teil bearbeiten; fortsetzen
P912-E0126	f11r	f11r	f11r.5	2	HERBAL	shor	SH+OR	ACTION>OWNER_CONTENT	halten; den Ansatz/Inhalt	NO	den Ansatz halten; mit dem Pflanzenansatz
P912-E0127	f11r	f11r	f11r.5	3	HERBAL	shor	SH+OR	ACTION>OWNER_CONTENT	halten; den Ansatz/Inhalt	NO	den Ansatz halten; mit dem Pflanzenansatz
P912-E0128	f11r	f11r	f11r.5	4	HERBAL	dky	D_ADDR+K+Y	SOURCE_REFERENCE>ACTION>OWNER_CONTENT	aus dem Teilfeld; zugeben/zuordnen; diesen Posten	NO	an der Teiladresse; Material zugeben; diesen Posten
P912-E0129	f11r	f11r	f11r.5	5	HERBAL	y	Y	OWNER_CONTENT	diesen Posten	NO	diesen Posten
