statement_id	dossier_id	record_unit_id	page	loci	event_count	surface_sequence	card_reading_sequence_de	event_macro_trace	macro_sequence	macro_names_de	normalized_master_clause_de	ends_with_commit
B1-S002	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.2|f81v.7	19	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> daraus -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> weiterfuehren -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> umsetzen; Schluss	E102:M04 | E103:M06 | E104:M07 | E105:M05 | E106:M02 | E107:M04 | E108:M04 | E109:M05 | E110:M02 | E111:M02 | E112:M03 | E113:M03 | E114:M02 | E115:M06 | E116:M04 | E117:M07 | E118:M04 | E119:M06 | E120:M06+M09	M04>M06>M07>M05>M02>M04>M05>M02>M03>M02>M06>M04>M07>M04>M06>M09	MENGE_STUFE > FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > QUELLE_ZIEL_WERKZEUG > POSTEN_FORTFUEHREN > MENGE_STUFE > QUELLE_ZIEL_WERKZEUG > POSTEN_FORTFUEHREN > ANSATZ_PRODUKT > POSTEN_FORTFUEHREN > FUEHREN_UEBERTRAGEN > MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > MENGE_STUFE > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Stelle das Sollmass ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, fuehre den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmass ein, halte dort laenger, leite durch, setze um und schliesse.	YES
B1-S003	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.7|f81v.17	2	qol sshkchdy	fortsetzen -> schwenken	E121:M02 | E122:M07+M09	M02>M07>M09	POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe weiter, schwenke den Posten und schließe	YES
B1-S004	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.17	3	chedy ol shedy	umsetzen -> fortsetzen -> absetzen; Schluss	E123:M06 | E124:M02 | E125:M07+M09	M06>M02>M07>M09	FUEHREN_UEBERTRAGEN > POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze um, führe weiter, lass absetzen und schließe	YES
B1-S005	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.17	1	qolchedy	fortsetzen; Schluss	E126:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe den Posten weiter und schließe	YES
B1-S006	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.17	4	qokain shckhy dl ral	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	E127:M04 | E128:M06 | E129:M03 | E130:M05	M04>M06>M03>M05	MENGE_STUFE > FUEHREN_UEBERTRAGEN > ANSATZ_PRODUKT > QUELLE_ZIEL_WERKZEUG	Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt.	NO
B1-S007	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.18	1	qokchdy	umsetzen; Schluss	E131:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze die abgekühlte Badmischung um und schließe	YES
B1-S008	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.18	5	chey ol cheky ol shedy	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> absetzen; Schluss	E132:M02 | E133:M02 | E134:M07 | E135:M02 | E136:M07+M09	M02>M07>M02>M07>M09	POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	YES
B1-S009	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.18	1	qokedy	kurz ansetzen; Schluss	E137:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze kurz an und schließe	YES
B1-S010	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.18	1	qokedy	kurz ansetzen; Schluss	E138:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze kurz an und schließe	YES
B1-S011	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.18	2	chckhy qoky	durchleiten -> Posten ansetzen	E139:M06 | E140:M07	M06>M07	FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN	Leite durch und setze den Posten an	NO
B1-S012	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.21	3	lsho qokey lshedy	Waschgang -> kurz ansetzen -> waschen; Schluss	E141:M07 | E142:M07 | E143:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	YES
B1-S013	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.21	1	lshedy	waschen; Schluss	E144:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Wasche und schließe	YES
B1-S014	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.21	5	chedy qolky lchedal qol otar	umsetzen -> weiterfuehren -> Auslass -> fortsetzen -> danach von dort	E145:M06 | E146:M02 | E147:M06 | E148:M02 | E149:M05	M06>M02>M06>M02>M05	FUEHREN_UEBERTRAGEN > POSTEN_FORTFUEHREN > FUEHREN_UEBERTRAGEN > POSTEN_FORTFUEHREN > QUELLE_ZIEL_WERKZEUG	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.	NO
B1-S015	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.24	2	ytey okchedy	fuellen -> umsetzen; Schluss	E150:M07 | E151:M06+M09	M07>M06>M09	ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	YES
B1-S016	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.24	4	qokal okeey qol cheedy	dort ansetzen -> länger ansetzen -> fortsetzen -> absetzen; Schluss	E152:M07 | E153:M07 | E154:M02 | E155:M07+M09	M07>M02>M07>M09	ARBEITSGANG_AUSFUEHREN > POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze dort länger an, führe weiter, lass absetzen und schließe	YES
B1-S017	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.24	3	sal teol dchdy	dorthin -> kurz weiterfuehren -> umsetzen; Schluss	E156:M05 | E157:M02 | E158:M06+M09	M05>M02>M06>M09	QUELLE_ZIEL_WERKZEUG > POSTEN_FORTFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.	YES
B1-S018	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.24|f81v.27	4	ly dsheol oiiin olkeedy	Gefaess -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	E159:M05 | E160:M08 | E161:M04 | E162:M07+M09	M05>M08>M04>M07>M09	QUELLE_ZIEL_WERKZEUG > ZUSTAND_PRUEFEN > MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Stelle das Gefaess bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle laenger und schliesse.	YES
B1-S019	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.27	1	tedy	absetzen; Schluss	E163:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lass absetzen und schließe	YES
B1-S020	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.27	2	cheky shckhedy	kurz wärmen -> seihen; Schluss	E164:M07 | E165:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Wärme kurz, seih und schließe	YES
B1-S021	D1_ROOT_BATH_RIGHT_WHEEL	B1	f81v	f81v.27	1	chal	dorthin	E166:M05	M05	QUELLE_ZIEL_WERKZEUG	Führe den Posten dorthin	NO
B2-S001	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.2	1	dchedy	umsetzen; Schluss	E167:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze um und schließe	YES
B2-S002	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.2	1	qolchedy	fortsetzen; Schluss	E168:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe weiter und schließe	YES
B2-S003	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.2	3	qokain dy qokeedy	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	E169:M04 | E170:M02 | E171:M07+M09	M04>M02>M07>M09	MENGE_STUFE > POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Gib eine Portion zu, setze den Posten länger an und schließe	YES
B2-S004	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.2|f82r.3	5	qokal lcheckhy lched qokeey lcheckhedy	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	E172:M07 | E173:M06 | E174:M06 | E175:M07 | E176:M06+M09	M07>M06>M07>M06>M09	ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	YES
B2-S005	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.3|f82r.4	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereit weiterfuehren -> länger wärmen -> abziehen; Ende	E177:M07 | E178:M04 | E179:M06 | E180:M04 | E181:M04 | E182:M08 | E183:M07 | E184:M06+M09	M07>M04>M06>M04>M08>M07>M06>M09	ARBEITSGANG_AUSFUEHREN > MENGE_STUFE > FUEHREN_UEBERTRAGEN > MENGE_STUFE > ZUSTAND_PRUEFEN > ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Setze diesen Posten dort an, sammle bis zum Sollmass, leite durch, stelle das Sollmass ein, fuehre bereit weiter, waerme laenger, ziehe ab und schliesse.	YES
B2-S006	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.4	4	oteey qokal sheckhy qoky	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> Posten ansetzen	E185:M02 | E186:M07 | E187:M06 | E188:M07	M02>M07>M06>M07	POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > ARBEITSGANG_AUSFUEHREN	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	NO
B2-S007	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.7	1	dshedy	Frischwasser	E189:M03+M09	M03>M09	ANSATZ_PRODUKT > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	YES
B2-S008	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.7	3	sotaiin qokar shedy	Folgemaß -> daraus ansetzen -> absetzen; Schluss	E190:M04 | E191:M07 | E192:M07+M09	M04>M07>M09	MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	YES
B2-S009	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.7	1	solshedy	weiter absetzen; Schluss	E193:M07+M09	M07>M09	ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Lass weiter absetzen und schließe	YES
B2-S010	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.7	4	qokeey qoky ls cheey	länger ansetzen -> Posten ansetzen -> Auslass -> Klarlauf	E194:M07 | E195:M07 | E196:M06 | E197:M08	M07>M06>M08	ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > ZUSTAND_PRUEFEN	Setze laenger an, fuehre den Posten durch den Auslass und nimm den Klarlauf.	NO
B2-S011	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.19	4	okain char okain qokeedy	eine Portion zugeben -> daraus -> eine Portion zugeben -> länger ansetzen; Schluss	E198:M04 | E199:M05 | E200:M04 | E201:M07+M09	M04>M05>M04>M07>M09	MENGE_STUFE > QUELLE_ZIEL_WERKZEUG > MENGE_STUFE > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	YES
B2-S012	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.19|f82r.23	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	abziehen -> Klarlauf -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	E202:M06 | E203:M08 | E204:M08 | E205:M07 | E206:M06 | E207:M04 | E208:M02 | E209:M07+M09	M06>M08>M07>M06>M04>M02>M07>M09	FUEHREN_UEBERTRAGEN > ZUSTAND_PRUEFEN > ARBEITSGANG_AUSFUEHREN > FUEHREN_UEBERTRAGEN > MENGE_STUFE > POSTEN_FORTFUEHREN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn laenger an, fuehre den Klarlauf ab, stelle das Sollmass ein, fuehre den Posten vollstaendig aus und schliesse.	YES
B2-S013	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.23	1	lchedy	abführen; Schluss	E210:M06+M09	M06>M09	FUEHREN_UEBERTRAGEN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Führe ab und schließe	YES
B2-S014	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.23	1	lar	von dort abfuehren	E211:M06	M06	FUEHREN_UEBERTRAGEN	Fuehre von dort ab.	NO
B2-S015	D2_CLEAR_EXTRACT_STAR_ATLAS	B2	f82r	f82r.26	2	tshey qokeedy	Klarlauf -> länger ansetzen; Schluss	E212:M08 | E213:M07+M09	M08>M07>M09	ZUSTAND_PRUEFEN > ARBEITSGANG_AUSFUEHREN > SCHRITT_SCHLIESSEN_ODER_UEBERGEBEN	Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze laenger an und schliesse.	YES
