occurrence_id	pattern_id	unit_id	record_id	page	start_position	member_ids	observed_sequence	surface_or_clause_sequence	spoken_idiom_de
C05-002	C05	B2-S005	B2	f82r	5	B2-S005-U05|B2-S005-U06	SET > READY	qokaiin | octheol	ansetzen und bereit halten
C05-003	C05	B3-S013	B3	f83r	1	B3-S013-U01|B3-S013-U02	SET > READY	qokaiin chkain | shcthey	ansetzen und bereit halten
C05-004	C05	B3-S021	B3	f83r	1	B3-S021-U01|B3-S021-U02	SET > READY	qokaiin | shcthy dal sy	ansetzen und bereit halten
C05-005	C05	B3-S026	B3	f83r	4	B3-S026-U04|B3-S026-U05	SET > READY	qokain | checthy chealror	ansetzen und bereit halten
C06-001	C06	B1-S004	B1	f81v	1	B1-S004-U01|B1-S004-U02	TRANSFER > CONTINUE	chedy | ol	umsetzen und weiterführen
C06-002	C06	B1-S014	B1	f81v	1	B1-S014-U01|B1-S014-U02	TRANSFER > CONTINUE	chedy | qolky	umsetzen und weiterführen
C06-003	C06	B4-S011	B4	f83r	4	B4-S011-U04|B4-S011-U05	TRANSFER > CONTINUE	chdy | sol	umsetzen und weiterführen
C06-004	C06	B5-S003	B5	f83r	4	B5-S003-U04|B5-S003-U05	TRANSFER > CONTINUE	chdal aiin | sol daiiin	umsetzen und weiterführen
C07-001	C07	B1-S014	B1	f81v	2	B1-S014-U02|B1-S014-U03	CONTINUE > LEAD_OUT	qolky | lchedal	weiterführen und abführen
C07-002	C07	B4-S011	B4	f83r	5	B4-S011-U05|B4-S011-U06	CONTINUE > LEAD_OUT	sol | lkedy	weiterführen und abführen
C07-003	C07	B5-S003	B5	f83r	2	B5-S003-U02|B5-S003-U03	CONTINUE > LEAD_OUT	cheol | lol	weiterführen und abführen
C08-001	C08	H1-S001	H1	f10r	3	H1-S001-U03|H1-S001-U04	CONTINUE > SET	chair otytchol | oky daiin etyd	weiterführen und neu ansetzen
C08-002	C08	B3-S029	B3	f83r	1	B3-S029-U01|B3-S029-U02	CONTINUE > SET	sol cheeety | qokedy	weiterführen und neu ansetzen
C08-003	C08	B4-S002	B4	f83r	1	B4-S002-U01|B4-S002-U02	CONTINUE > SET	qolchey | qokeey	weiterführen und neu ansetzen
C09-001	C09	B2-S008	B2	f82r	1	B2-S008-U01|B2-S008-U02	SET > SETTLE	sotaiin qokar | shedy	ansetzen und absetzen lassen
C09-002	C09	B3-S014	B3	f83r	1	B3-S014-U01|B3-S014-U02	SET > SETTLE	okair | sheedy	ansetzen und absetzen lassen
C09-003	C09	B4-S013	B4	f83r	1	B4-S013-U01|B4-S013-U02	SET > SETTLE	qokol | shedy	ansetzen und absetzen lassen
C10-001	C10	B3-S006	B3	f83r	1	B3-S006-U01|B3-S006-U02	TRANSFER > SET	chedchy | qokal	umsetzen und neu ansetzen
C10-002	C10	B3-S007	B3	f83r	2	B3-S007-U02|B3-S007-U03	TRANSFER > SET	chedy | qokeedy	umsetzen und neu ansetzen
C10-003	C10	B3-S026	B3	f83r	3	B3-S026-U03|B3-S026-U04	TRANSFER > SET	chedy | qokain	umsetzen und neu ansetzen
C10-004	C10	B4-S003	B4	f83r	1	B4-S003-U01|B4-S003-U02	TRANSFER > SET	chedy | otal otchey qokeey	umsetzen und neu ansetzen
C10-005	C10	B4-S005	B4	f83r	1	B4-S005-U01|B4-S005-U02	TRANSFER > SET	dain chedy | qokeedy	umsetzen und neu ansetzen
C11-001	C11	B1-S004	B1	f81v	2	B1-S004-U02|B1-S004-U03	CONTINUE > SETTLE	ol | shedy	weiterführen und absetzen lassen
C11-002	C11	B1-S008	B1	f81v	3	B1-S008-U03|B1-S008-U04	CONTINUE > SETTLE	ol | shedy	weiterführen und absetzen lassen
C11-003	C11	B1-S016	B1	f81v	3	B1-S016-U03|B1-S016-U04	CONTINUE > SETTLE	qol | cheedy	weiterführen und absetzen lassen
C11-004	C11	B4-S003	B4	f83r	4	B4-S003-U04|B4-S003-U05	CONTINUE > SETTLE	tol | shedy	weiterführen und absetzen lassen
C12-001	C12	B1-S002	B1	f81v	9	B1-S002-U09|B1-S002-U10	PASSAGE > SET	sheckhal daiin | qokeedal daiin	durchleiten und ansetzen
C12-002	C12	B1-S011	B1	f81v	1	B1-S011-U01|B1-S011-U02	PASSAGE > SET	chckhy | qoky	durchleiten und ansetzen
C12-003	C12	B2-S005	B2	f82r	3	B2-S005-U03|B2-S005-U04	PASSAGE > SET	chckhy | qokaiin	durchleiten und ansetzen
C12-004	C12	B2-S006	B2	f82r	2	B2-S006-U02|B2-S006-U03	PASSAGE > SET	sheckhy | qoky	durchleiten und ansetzen
C13-001	C13	B3-S007	B3	f83r	1	B3-S007-U01|B3-S007-U02	SET > TRANSFER	qokaiin | chedy	ansetzen und umsetzen
C13-002	C13	B3-S011	B3	f83r	2	B3-S011-U02|B3-S011-U03	SET > TRANSFER	qoky | chedy chary	ansetzen und umsetzen
C13-003	C13	B3-S030	B3	f83r	1	B3-S030-U01|B3-S030-U02	SET > TRANSFER	qoky saiin | schedair otchedy	ansetzen und umsetzen
C13-004	C13	B4-S011	B4	f83r	3	B4-S011-U03|B4-S011-U04	SET > TRANSFER	okain | chdy	ansetzen und umsetzen
C14-001	C14	B2-S004	B2	f82r	3	B2-S004-U03|B2-S004-U04	LEAD_OUT > SET	lched | qokeey	abführen und neu ansetzen
C14-002	C14	B2-S012	B2	f82r	4	B2-S012-U04|B2-S012-U05	LEAD_OUT > SET	lcheey daiin | chey qokeeedy	abführen und neu ansetzen
C14-003	C14	B3-S016	B3	f83r	1	B3-S016-U01|B3-S016-U02	LEAD_OUT > SET	lo | qokchedy	abführen und neu ansetzen
C15-001	C15	H2-S001	H2	f10r	1	H2-S001-U01|H2-S001-U02	READY > READY	ycheor cthy chor | cthaiin	den Bereitschaftszustand bestätigen
C15-002	C15	H2-S001	H2	f10r	2	H2-S001-U02|H2-S001-U03	READY > READY	cthaiin | qoctholy dy chy taiin shy	den Bereitschaftszustand bestätigen
C15-003	C15	B3-S021	B3	f83r	4	B3-S021-U04|B3-S021-U05	READY > READY	shecthy chey | tal shcthy	den Bereitschaftszustand bestätigen
C16-001	C16	B2-S012	B2	f82r	2	B2-S012-U02|B2-S012-U03	READY > SET	qcthey | qokeey	bereitstellen und ansetzen
C16-002	C16	B3-S011	B3	f83r	1	B3-S011-U01|B3-S011-U02	READY > SET	shecthedchy | qoky	bereitstellen und ansetzen
C16-003	C16	B3-S013	B3	f83r	2	B3-S013-U02|B3-S013-U03	READY > SET	shcthey | qokedy	bereitstellen und ansetzen
C17-001	C17	H4-S003	H4	f55v	1	H4-S003-U01|H4-S003-U02	WARM > CONTINUE	ykaiin cheoar cheeky | oldy	wärmen und weiterführen
C17-002	C17	B1-S008	B1	f81v	2	B1-S008-U02|B1-S008-U03	WARM > CONTINUE	cheky | ol	wärmen und weiterführen
