case	bundle	edition	page	leaf	paragraphs	writer	groups	characters	status	codes	independent_meaning_capacity
57	28	ZL3b	f103r	103	f103r|f103r.37-f103r.39	DELTA	24	146	UNKNOWN_SOURCE	0	0
58	29	ZL3b	f103r	103	f103r|f103r.40-f103r.42	FULL	27	137	UNKNOWN_SOURCE	0	0
59	29	ZL3b	f103r	103	f103r|f103r.40-f103r.42	DELTA	27	137	UNKNOWN_SOURCE	0	0
60	30	ZL3b	f103r	103	f103r|f103r.43-f103r.44	FULL	16	85	CONTRADICTED_RECORD_COUNT	0	0
61	30	ZL3b	f103r	103	f103r|f103r.43-f103r.44	DELTA	16	85	CONTRADICTED_RECORD_COUNT	0	0
62	31	ZL3b	f103r	103	f103r|f103r.45-f103r.47	FULL	28	146	UNKNOWN_SOURCE	0	0
63	31	ZL3b	f103r	103	f103r|f103r.45-f103r.47	DELTA	28	146	UNKNOWN_SOURCE	0	0
64	32	ZL3b	f103r	103	f103r|f103r.48-f103r.51	FULL	37	187	UNKNOWN_SOURCE	0	0
65	32	ZL3b	f103r	103	f103r|f103r.48-f103r.51	DELTA	37	187	UNKNOWN_SOURCE	0	0
66	33	ZL3b	f103r	103	f103r|f103r.52-f103r.54	FULL	25	141	UNKNOWN_SOURCE	0	0
67	33	ZL3b	f103r	103	f103r|f103r.52-f103r.54	DELTA	25	141	UNKNOWN_SOURCE	0	0
68	34	ZL3b	f103r	103	f103r|f103r.1-f103r.4;f103r|f103r.5-f103r.7	FULL	86	430	UNKNOWN_SOURCE	0	0
69	34	ZL3b	f103r	103	f103r|f103r.1-f103r.4;f103r|f103r.5-f103r.7	DELTA	86	430	UNKNOWN_SOURCE	0	0
70	35	ZL3b	f103r	103	f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12	FULL	98	487	UNKNOWN_SOURCE	0	0
71	35	ZL3b	f103r	103	f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12	DELTA	98	487	UNKNOWN_SOURCE	0	0
72	36	ZL3b	f103r	103	f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15	FULL	92	468	UNKNOWN_SOURCE	0	0
73	36	ZL3b	f103r	103	f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15	DELTA	92	468	UNKNOWN_SOURCE	0	0
74	37	ZL3b	f103r	103	f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17	FULL	51	271	UNKNOWN_SOURCE	0	0
75	37	ZL3b	f103r	103	f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17	DELTA	51	271	UNKNOWN_SOURCE	0	0
76	38	ZL3b	f103r	103	f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20	FULL	49	271	UNKNOWN_SOURCE	0	0
77	38	ZL3b	f103r	103	f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20	DELTA	49	271	UNKNOWN_SOURCE	0	0
78	39	ZL3b	f103r	103	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23	FULL	57	311	CONTRADICTED_RECORD_COUNT	0	0
79	39	ZL3b	f103r	103	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23	DELTA	57	311	CONTRADICTED_RECORD_COUNT	0	0
80	40	ZL3b	f103r	103	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26	FULL	60	318	UNKNOWN_SOURCE	0	0
81	40	ZL3b	f103r	103	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26	DELTA	60	318	UNKNOWN_SOURCE	0	0
82	41	ZL3b	f103r	103	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29	FULL	59	325	UNKNOWN_SOURCE	0	0
83	41	ZL3b	f103r	103	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29	DELTA	59	325	UNKNOWN_SOURCE	0	0
84	42	ZL3b	f103r	103	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32	FULL	56	319	UNKNOWN_SOURCE	0	0
85	42	ZL3b	f103r	103	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32	DELTA	56	319	UNKNOWN_SOURCE	0	0
86	43	ZL3b	f103r	103	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34	FULL	42	238	CONTRADICTED_RECORD_COUNT	0	0
87	43	ZL3b	f103r	103	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34	DELTA	42	238	CONTRADICTED_RECORD_COUNT	0	0
88	44	ZL3b	f103r	103	f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	FULL	32	178	UNKNOWN_SOURCE	0	0
89	44	ZL3b	f103r	103	f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	DELTA	32	178	UNKNOWN_SOURCE	0	0
90	45	ZL3b	f103r	103	f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	FULL	42	246	UNKNOWN_SOURCE	0	0
91	45	ZL3b	f103r	103	f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	DELTA	42	246	UNKNOWN_SOURCE	0	0
92	46	ZL3b	f103r	103	f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	FULL	51	283	UNKNOWN_SOURCE	0	0
93	46	ZL3b	f103r	103	f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	DELTA	51	283	UNKNOWN_SOURCE	0	0
94	47	ZL3b	f103r	103	f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	FULL	43	222	UNKNOWN_SOURCE	0	0
95	47	ZL3b	f103r	103	f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	DELTA	43	222	UNKNOWN_SOURCE	0	0
96	48	ZL3b	f103r	103	f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	FULL	44	231	UNKNOWN_SOURCE	0	0
97	48	ZL3b	f103r	103	f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	DELTA	44	231	UNKNOWN_SOURCE	0	0
98	49	ZL3b	f103r	103	f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	FULL	65	333	UNKNOWN_SOURCE	0	0
99	49	ZL3b	f103r	103	f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	DELTA	65	333	UNKNOWN_SOURCE	0	0
100	50	ZL3b	f103r	103	f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	FULL	62	328	UNKNOWN_SOURCE	0	0
101	50	ZL3b	f103r	103	f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	DELTA	62	328	UNKNOWN_SOURCE	0	0
102	51	ZL3b	f103r	103	f103r|f103r.1-f103r.4;f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12	FULL	148	739	UNKNOWN_SOURCE	0	0
103	51	ZL3b	f103r	103	f103r|f103r.1-f103r.4;f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12	DELTA	148	739	UNKNOWN_SOURCE	0	0
104	52	ZL3b	f103r	103	f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15	FULL	128	646	UNKNOWN_SOURCE	0	0
105	52	ZL3b	f103r	103	f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15	DELTA	128	646	UNKNOWN_SOURCE	0	0
106	53	ZL3b	f103r	103	f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17	FULL	113	580	UNKNOWN_SOURCE	0	0
107	53	ZL3b	f103r	103	f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17	DELTA	113	580	UNKNOWN_SOURCE	0	0
108	54	ZL3b	f103r	103	f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20	FULL	79	430	UNKNOWN_SOURCE	0	0
109	54	ZL3b	f103r	103	f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20	DELTA	79	430	UNKNOWN_SOURCE	0	0
110	55	ZL3b	f103r	103	f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23	FULL	78	423	UNKNOWN_SOURCE	0	0
111	55	ZL3b	f103r	103	f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23	DELTA	78	423	UNKNOWN_SOURCE	0	0
112	56	ZL3b	f103r	103	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26	FULL	88	477	UNKNOWN_SOURCE	0	0
113	56	ZL3b	f103r	103	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26	DELTA	88	477	UNKNOWN_SOURCE	0	0
114	57	ZL3b	f103r	103	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29	FULL	88	477	UNKNOWN_SOURCE	0	0
115	57	ZL3b	f103r	103	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29	DELTA	88	477	UNKNOWN_SOURCE	0	0
116	58	ZL3b	f103r	103	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32	FULL	87	485	UNKNOWN_SOURCE	0	0
117	58	ZL3b	f103r	103	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32	DELTA	87	485	UNKNOWN_SOURCE	0	0
118	59	ZL3b	f103r	103	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34	FULL	70	397	UNKNOWN_SOURCE	0	0
119	59	ZL3b	f103r	103	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34	DELTA	70	397	UNKNOWN_SOURCE	0	0
120	60	ZL3b	f103r	103	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	FULL	60	338	UNKNOWN_SOURCE	0	0
121	60	ZL3b	f103r	103	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	DELTA	60	338	UNKNOWN_SOURCE	0	0
122	61	ZL3b	f103r	103	f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	FULL	56	324	UNKNOWN_SOURCE	0	0
123	61	ZL3b	f103r	103	f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	DELTA	56	324	UNKNOWN_SOURCE	0	0
124	62	ZL3b	f103r	103	f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	FULL	69	383	UNKNOWN_SOURCE	0	0
125	62	ZL3b	f103r	103	f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	DELTA	69	383	UNKNOWN_SOURCE	0	0
126	63	ZL3b	f103r	103	f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	FULL	67	368	UNKNOWN_SOURCE	0	0
127	63	ZL3b	f103r	103	f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	DELTA	67	368	UNKNOWN_SOURCE	0	0
128	64	ZL3b	f103r	103	f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	FULL	71	368	UNKNOWN_SOURCE	0	0
129	64	ZL3b	f103r	103	f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	DELTA	71	368	UNKNOWN_SOURCE	0	0
130	65	ZL3b	f103r	103	f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	FULL	81	418	UNKNOWN_SOURCE	0	0
131	65	ZL3b	f103r	103	f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	DELTA	81	418	UNKNOWN_SOURCE	0	0
132	66	ZL3b	f103r	103	f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	FULL	90	474	UNKNOWN_SOURCE	0	0
133	66	ZL3b	f103r	103	f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	DELTA	90	474	UNKNOWN_SOURCE	0	0
134	67	ZL3b	f103r	103	f103r|f103r.1-f103r.4;f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15	FULL	178	898	UNKNOWN_SOURCE	0	0
135	67	ZL3b	f103r	103	f103r|f103r.1-f103r.4;f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15	DELTA	178	898	UNKNOWN_SOURCE	0	0
136	68	ZL3b	f103r	103	f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17	FULL	149	758	UNKNOWN_SOURCE	0	0
137	68	ZL3b	f103r	103	f103r|f103r.5-f103r.7;f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17	DELTA	149	758	UNKNOWN_SOURCE	0	0
138	69	ZL3b	f103r	103	f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20	FULL	141	739	UNKNOWN_SOURCE	0	0
139	69	ZL3b	f103r	103	f103r|f103r.8-f103r.12;f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20	DELTA	141	739	UNKNOWN_SOURCE	0	0
140	70	ZL3b	f103r	103	f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23	FULL	108	582	UNKNOWN_SOURCE	0	0
141	70	ZL3b	f103r	103	f103r|f103r.13-f103r.15;f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23	DELTA	108	582	UNKNOWN_SOURCE	0	0
142	71	ZL3b	f103r	103	f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26	FULL	109	589	UNKNOWN_SOURCE	0	0
143	71	ZL3b	f103r	103	f103r|f103r.16-f103r.17;f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26	DELTA	109	589	UNKNOWN_SOURCE	0	0
144	72	ZL3b	f103r	103	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29	FULL	116	636	UNKNOWN_SOURCE	0	0
145	72	ZL3b	f103r	103	f103r|f103r.18-f103r.20;f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29	DELTA	116	636	UNKNOWN_SOURCE	0	0
146	73	ZL3b	f103r	103	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32	FULL	116	637	UNKNOWN_SOURCE	0	0
147	73	ZL3b	f103r	103	f103r|f103r.21-f103r.23;f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32	DELTA	116	637	UNKNOWN_SOURCE	0	0
148	74	ZL3b	f103r	103	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34	FULL	101	563	UNKNOWN_SOURCE	0	0
149	74	ZL3b	f103r	103	f103r|f103r.24-f103r.26;f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34	DELTA	101	563	UNKNOWN_SOURCE	0	0
150	75	ZL3b	f103r	103	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	FULL	88	497	UNKNOWN_SOURCE	0	0
151	75	ZL3b	f103r	103	f103r|f103r.27-f103r.29;f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36	DELTA	88	497	UNKNOWN_SOURCE	0	0
152	76	ZL3b	f103r	103	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	FULL	84	484	UNKNOWN_SOURCE	0	0
153	76	ZL3b	f103r	103	f103r|f103r.30-f103r.32;f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39	DELTA	84	484	UNKNOWN_SOURCE	0	0
154	77	ZL3b	f103r	103	f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	FULL	83	461	UNKNOWN_SOURCE	0	0
155	77	ZL3b	f103r	103	f103r|f103r.33-f103r.34;f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42	DELTA	83	461	UNKNOWN_SOURCE	0	0
156	78	ZL3b	f103r	103	f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	FULL	85	468	UNKNOWN_SOURCE	0	0
157	78	ZL3b	f103r	103	f103r|f103r.35-f103r.36;f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44	DELTA	85	468	UNKNOWN_SOURCE	0	0
158	79	ZL3b	f103r	103	f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	FULL	95	514	UNKNOWN_SOURCE	0	0
159	79	ZL3b	f103r	103	f103r|f103r.37-f103r.39;f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47	DELTA	95	514	UNKNOWN_SOURCE	0	0
160	80	ZL3b	f103r	103	f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	FULL	108	555	UNKNOWN_SOURCE	0	0
161	80	ZL3b	f103r	103	f103r|f103r.40-f103r.42;f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51	DELTA	108	555	UNKNOWN_SOURCE	0	0
162	81	ZL3b	f103r	103	f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	FULL	106	559	UNKNOWN_SOURCE	0	0
163	81	ZL3b	f103r	103	f103r|f103r.43-f103r.44;f103r|f103r.45-f103r.47;f103r|f103r.48-f103r.51;f103r|f103r.52-f103r.54	DELTA	106	559	UNKNOWN_SOURCE	0	0
164	82	ZL3b	f103v	103	f103v|f103v.1-f103v.4	FULL	43	220	UNKNOWN_SOURCE	0	0
165	82	ZL3b	f103v	103	f103v|f103v.1-f103v.4	DELTA	43	220	UNKNOWN_SOURCE	0	0
166	83	ZL3b	f103v	103	f103v|f103v.5-f103v.8	FULL	39	209	CONTRADICTED_RECORD_COUNT	0	0
167	83	ZL3b	f103v	103	f103v|f103v.5-f103v.8	DELTA	39	209	CONTRADICTED_RECORD_COUNT	0	0
168	84	ZL3b	f103v	103	f103v|f103v.9-f103v.11	FULL	28	150	UNKNOWN_SOURCE	0	0
169	84	ZL3b	f103v	103	f103v|f103v.9-f103v.11	DELTA	28	150	UNKNOWN_SOURCE	0	0
170	85	ZL3b	f103v	103	f103v|f103v.12-f103v.13	FULL	24	114	UNKNOWN_SOURCE	0	0
171	85	ZL3b	f103v	103	f103v|f103v.12-f103v.13	DELTA	24	114	UNKNOWN_SOURCE	0	0
172	86	ZL3b	f103v	103	f103v|f103v.14-f103v.16	FULL	32	161	UNKNOWN_SOURCE	0	0
173	86	ZL3b	f103v	103	f103v|f103v.14-f103v.16	DELTA	32	161	UNKNOWN_SOURCE	0	0
174	87	ZL3b	f103v	103	f103v|f103v.17-f103v.19	FULL	28	153	UNKNOWN_SOURCE	0	0
175	87	ZL3b	f103v	103	f103v|f103v.17-f103v.19	DELTA	28	153	UNKNOWN_SOURCE	0	0
176	88	ZL3b	f103v	103	f103v|f103v.20-f103v.26	FULL	70	349	UNKNOWN_SOURCE	0	0
177	88	ZL3b	f103v	103	f103v|f103v.20-f103v.26	DELTA	70	349	UNKNOWN_SOURCE	0	0
178	89	ZL3b	f103v	103	f103v|f103v.27-f103v.29	FULL	29	150	UNKNOWN_SOURCE	0	0
