event_id	page	record	locus	locus_position	card_no	component_parse	atomic_card_value_de	card_surface_inventory	multi_surface_card	renderer_first_choice	context_wrapper_rule	remove_wrapper	applied_wrapper_stamp	renderer_final_surface	wrapper_assignment_source	residual_locus_mode	residual_mode_load_here	free_renderer_choice	surface_roundtrip
E011	f10r	H1	f10r.5	FIRST	PROC011	OK+Y	den aktuellen Posten in Einsatz bringen	chokchy|okchy|qokchy	YES	okchy	NONE	Ø	q	qokchy	RESIDUAL_LOCUS_TABLE	RR02	YES	NO	YES
E012	f10r	H1	f10r.5	MIDDLE	PROC012	OT+CH+OL	danach fortsetzen den laufenden Posten abziehen	qotchol	NO	qotchol	NONE	NONE	NONE	qotchol	GLOBAL_RULE_RENDERER	RR02	NO	NO	YES
E013	f10r	H1	f10r.5	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	chol	NONE	NONE	NONE	chol	GLOBAL_RULE_RENDERER	RR02	NO	NO	YES
E014	f10r	H1	f10r.5	LAST	PROC014	CTH+Y	bereit · dieser Posten	checthy|cthy|shcthy	YES	cthy	NONE	NONE	NONE	cthy	GLOBAL_RULE_RENDERER	RR02	NO	NO	YES
E015	f10r	H2	f10r.6	FIRST	PROC015	Y+CH+E+OR	diesen Posten kurz abziehen	ycheor	NO	ycheor	NONE	NONE	NONE	ycheor	GLOBAL_RULE_RENDERER	RR03	YES	NO	YES
E016	f10r	H2	f10r.6	MIDDLE	PROC014	CTH+Y	bereit · dieser Posten	checthy|cthy|shcthy	YES	cthy	NONE	NONE	NONE	cthy	GLOBAL_RULE_RENDERER	RR03	NO	NO	YES
E017	f10r	H2	f10r.6	MIDDLE	PROC016	OR	Ansatz	chor|or|shor|sor	YES	chor	NONE	NONE	NONE	chor	GLOBAL_RULE_RENDERER	RR03	NO	NO	YES
E018	f10r	H2	f10r.6	MIDDLE	PROC017	CTH+AIIN	bereit · vorgeschriebenes Maß	cthaiin	NO	cthaiin	NONE	NONE	NONE	cthaiin	GLOBAL_RULE_RENDERER	RR03	NO	NO	YES
E019	f10r	H2	f10r.6	MIDDLE	PROC018	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dieser Posten	qoctholy	NO	qoctholy	NONE	NONE	NONE	qoctholy	GLOBAL_RULE_RENDERER	RR03	NO	NO	YES
E020	f10r	H2	f10r.6	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chy	NONE	ch	d	dy	RESIDUAL_LOCUS_TABLE	RR03	NO	NO	YES
E021	f10r	H2	f10r.6	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chy	NONE	NONE	NONE	chy	GLOBAL_RULE_RENDERER	RR03	NO	NO	YES
E022	f10r	H2	f10r.6	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	d	t	taiin	RESIDUAL_LOCUS_TABLE	RR03	NO	NO	YES
E023	f10r	H2	f10r.6	LAST	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	che	sh	shy	RESIDUAL_LOCUS_TABLE	RR03	NO	NO	YES
E024	f10r	H2	f10r.8	FIRST	PROC020	OT+CH+OR	danach den Ansatz abziehen	otchor|qotchor	YES	otchor	NONE	Ø	q	qotchor	RESIDUAL_LOCUS_TABLE	RR04	YES	NO	YES
E025	f10r	H2	f10r.8	MIDDLE	PROC016	OR	Ansatz	chor|or|shor|sor	YES	chor	NONE	NONE	NONE	chor	GLOBAL_RULE_RENDERER	RR04	NO	NO	YES
E026	f10r	H2	f10r.8	MIDDLE	PROC021	OT+OL	danach · fortsetzen	otol	NO	otol	NONE	NONE	NONE	otol	GLOBAL_RULE_RENDERER	RR04	NO	NO	YES
E027	f10r	H2	f10r.8	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	chol	NONE	NONE	NONE	chol	GLOBAL_RULE_RENDERER	RR04	NO	NO	YES
E028	f10r	H2	f10r.8	MIDDLE	PROC022	OL+OR	fortsetzen · Ansatz	cholor|olor	YES	olor	NONE	Ø	ch	cholor	RESIDUAL_LOCUS_TABLE	RR04	NO	NO	YES
E029	f10r	H2	f10r.8	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	chol	NONE	NONE	NONE	chol	GLOBAL_RULE_RENDERER	RR04	NO	NO	YES
E030	f10r	H2	f10r.8	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	RR04	NO	NO	YES
E031	f10r	H2	f10r.8	LAST	PROC003	AR	von dort	char|dar|sar	YES	char	WR04	ch	d	dar	AUTOMATIC_CONTEXT_RULE	RR04	NO	NO	YES
E032	f10r	H2	f10r.9	FIRST	PROC023	O+Y+K+OR	diesen Posten zuführen	oykchor	NO	oykchor	NONE	NONE	NONE	oykchor	GLOBAL_RULE_RENDERER	RR05	YES	NO	YES
E033	f10r	H2	f10r.9	MIDDLE	PROC016	OR	Ansatz	chor|or|shor|sor	YES	chor	NONE	c	s	shor	RESIDUAL_LOCUS_TABLE	RR05	NO	NO	YES
E034	f10r	H2	f10r.9	MIDDLE	PROC016	OR	Ansatz	chor|or|shor|sor	YES	chor	NONE	NONE	NONE	chor	GLOBAL_RULE_RENDERER	RR05	NO	NO	YES
E035	f10r	H2	f10r.9	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chy	NONE	NONE	NONE	chy	GLOBAL_RULE_RENDERER	RR05	NO	NO	YES
E036	f10r	H2	f10r.9	MIDDLE	PROC024	K+IIN	den laufenden Posten zuführen bis Sollstufe	kaiiin	NO	kaiiin	NONE	NONE	NONE	kaiiin	GLOBAL_RULE_RENDERER	RR05	NO	NO	YES
E037	f10r	H2	f10r.9	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chy	NONE	ch	d	dy	RESIDUAL_LOCUS_TABLE	RR05	NO	NO	YES
E038	f10r	H2	f10r.9	LAST	PROC025	CH+O+AIIN	den Arbeitsgang nach vorgeschriebenes Maß abziehen	chodaiin	NO	chodaiin	NONE	NONE	NONE	chodaiin	GLOBAL_RULE_RENDERER	RR05	NO	NO	YES
E039	f11r	H3	f11r.1	FIRST	PROC026	T+SH+OL	fortsetzen den laufenden Posten eintragen und halten	tshol	NO	tshol	NONE	NONE	NONE	tshol	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E040	f11r	H3	f11r.1	MIDDLE	PROC027	SH+O+AL	den Arbeitsgang an bezeichnete Stelle halten	schoal	NO	schoal	NONE	NONE	NONE	schoal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E041	f11r	H3	f11r.1	MIDDLE	PROC028	CFH+Y	diesen Posten auswringen	cfhy	NO	cfhy	NONE	NONE	NONE	cfhy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E042	f11r	H3	f11r.1	MIDDLE	PROC029	SH+Y+AIIN	diesen Posten nach vorgeschriebenes Maß halten	shfydaiin	NO	shfydaiin	NONE	NONE	NONE	shfydaiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E043	f11r	H3	f11r.1	MIDDLE	PROC030	P+Y	diesen Posten hineingeben	cphy	NO	cphy	NONE	NONE	NONE	cphy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E044	f11r	H3	f11r.1	MIDDLE	PROC031	SH+EE+Y	diesen Posten länger halten	cheey|shey	YES	cheey	WR03	che	sh	shey	AUTOMATIC_CONTEXT_RULE	NONE	NO	NO	YES
E045	f11r	H3	f11r.1	MIDDLE	PROC032	T+CH+O+DY	den Arbeitsgang eintragen und abziehen; Schritt schließen	tchody	NO	tchody	NONE	NONE	NONE	tchody	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E046	f11r	H3	f11r.1	LAST	PROC033	SH+O+Y+T+Y	diesen Posten halten und eintragen	shoyty	NO	shoyty	NONE	NONE	NONE	shoyty	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E047	f11r	H3	f11r.4	FIRST	PROC034	OL	fortsetzen	dchol|schol	YES	dchol	NONE	NONE	NONE	dchol	GLOBAL_RULE_RENDERER	RR06	YES	NO	YES
E048	f11r	H3	f11r.4	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chy	NONE	NONE	NONE	chy	GLOBAL_RULE_RENDERER	RR06	NO	NO	YES
E049	f11r	H3	f11r.4	MIDDLE	PROC035	K+Y	diesen Posten zuführen	kchy	NO	kchy	NONE	NONE	NONE	kchy	GLOBAL_RULE_RENDERER	RR06	NO	NO	YES
E050	f11r	H3	f11r.4	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chy	NONE	ch	d	dy	RESIDUAL_LOCUS_TABLE	RR06	NO	NO	YES
E051	f11r	H3	f11r.4	LAST	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	RR06	NO	NO	YES
E052	f11r	H3	f11r.7	FIRST	PROC036	OT+Y	danach · dieser Posten	qotchy	NO	qotchy	NONE	NONE	NONE	qotchy	GLOBAL_RULE_RENDERER	RR07	YES	NO	YES
E053	f11r	H3	f11r.7	MIDDLE	PROC037	OK+OL	fortsetzen den laufenden Posten ansetzen	okchol	NO	okchol	NONE	NONE	NONE	okchol	GLOBAL_RULE_RENDERER	RR07	NO	NO	YES
E054	f11r	H3	f11r.7	MIDDLE	PROC014	CTH+Y	bereit · dieser Posten	checthy|cthy|shcthy	YES	cthy	NONE	NONE	NONE	cthy	GLOBAL_RULE_RENDERER	RR07	NO	NO	YES
E055	f11r	H3	f11r.7	LAST	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	che	d	dy	RESIDUAL_LOCUS_TABLE	RR07	NO	NO	YES
E056	f55v	H4	f55v.5	FIRST	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	NONE	NONE	qokaiin	GLOBAL_RULE_RENDERER	RR08	YES	NO	YES
E057	f55v	H4	f55v.5	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	d	ch	chaiin	RESIDUAL_LOCUS_TABLE	RR08	NO	NO	YES
E058	f55v	H4	f55v.5	MIDDLE	PROC039	Y+K+AIN	diesen Posten nach Portion zuführen	ykain	NO	ykain	NONE	NONE	NONE	ykain	GLOBAL_RULE_RENDERER	RR08	NO	NO	YES
E059	f55v	H4	f55v.5	MIDDLE	PROC040	Y+K+AIN	diesen Posten nach Portion zuführen	ykan	NO	ykan	NONE	NONE	NONE	ykan	GLOBAL_RULE_RENDERER	RR08	NO	NO	YES
E060	f55v	H4	f55v.5	MIDDLE	PROC041	O+DY	Arbeitsgang; Schritt schließen	ody	NO	ody	NONE	NONE	NONE	ody	GLOBAL_RULE_RENDERER	RR08	NO	NO	YES
E061	f55v	H4	f55v.5	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	RR08	NO	NO	YES
E062	f55v	H4	f55v.5	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	RR08	NO	NO	YES
E063	f55v	H4	f55v.5	LAST	PROC043	TALAM	den laufenden Posten verwahren	talam	NO	talam	NONE	NONE	NONE	talam	GLOBAL_RULE_RENDERER	RR08	NO	NO	YES
E064	f55v	H4	f55v.11	FIRST	PROC044	Y+K+AIIN	diesen Posten nach vorgeschriebenes Maß zuführen	ykaiin	NO	ykaiin	NONE	NONE	NONE	ykaiin	GLOBAL_RULE_RENDERER	RR09	YES	NO	YES
E065	f55v	H4	f55v.11	MIDDLE	PROC045	CH+E+O+AR	den Arbeitsgang von dort kurz abziehen	cheoar	NO	cheoar	NONE	NONE	NONE	cheoar	GLOBAL_RULE_RENDERER	RR09	NO	NO	YES
E066	f55v	H4	f55v.11	MIDDLE	PROC046	CHK+EE+Y	den aktuellen Posten länger wärmen	cheeky	NO	cheeky	NONE	NONE	NONE	cheeky	GLOBAL_RULE_RENDERER	RR09	NO	NO	YES
E067	f55v	H4	f55v.11	MIDDLE	PROC047	OL+DY	fortsetzen; Schritt schließen	oldy	NO	oldy	NONE	NONE	NONE	oldy	GLOBAL_RULE_RENDERER	RR09	NO	NO	YES
E068	f55v	H4	f55v.11	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	d	Ø	aiin	RESIDUAL_LOCUS_TABLE	RR09	NO	NO	YES
E069	f55v	H4	f55v.11	MIDDLE	PROC048	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	okal|qokal	YES	qokal	NONE	q	Ø	okal	RESIDUAL_LOCUS_TABLE	RR09	NO	NO	YES
E070	f55v	H4	f55v.11	MIDDLE	PROC049	OL+T+Y	fortsetzen diesen Posten eintragen	oltchy	NO	oltchy	NONE	NONE	NONE	oltchy	GLOBAL_RULE_RENDERER	RR09	NO	NO	YES
E071	f55v	H4	f55v.11	MIDDLE	PROC016	OR	Ansatz	chor|or|shor|sor	YES	chor	WR02	ch	Ø	or	AUTOMATIC_CONTEXT_RULE	RR09	NO	NO	YES
E072	f55v	H4	f55v.11	MIDDLE	PROC019	Y	dieser Posten	chey|chy|dy|shy|sy|y	YES	chey	NONE	che	Ø	y	RESIDUAL_LOCUS_TABLE	RR09	NO	NO	YES
E073	f55v	H4	f55v.11	LAST	PROC050	OR+AIN	Ansatz · Portion	orain	NO	orain	NONE	NONE	NONE	orain	GLOBAL_RULE_RENDERER	RR09	NO	NO	YES
E074	f56r	H5	f56r.5	FIRST	PROC051	HO+CH+OR	den Gabe und Ansatz abziehen	chochor	NO	chochor	NONE	NONE	NONE	chochor	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E075	f56r	H5	f56r.5	MIDDLE	PROC052	HO	Gabe	cho|sho	YES	cho	NONE	NONE	NONE	cho	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E076	f56r	H5	f56r.5	MIDDLE	PROC053	HO+AL+Y	Gabe · bezeichnete Stelle · dieser Posten	chodaly	NO	chodaly	NONE	NONE	NONE	chodaly	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E077	f56r	H5	f56r.5	LAST	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E078	f56r	H5	f56r.7	FIRST	PROC052	HO	Gabe	cho|sho	YES	sho	NONE	NONE	NONE	sho	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E079	f56r	H5	f56r.7	MIDDLE	PROC054	K+OL	fortsetzen den laufenden Posten zuführen	kchol	NO	kchol	NONE	NONE	NONE	kchol	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E080	f56r	H5	f56r.7	MIDDLE	PROC020	OT+CH+OR	danach den Ansatz abziehen	otchor|qotchor	YES	otchor	NONE	NONE	NONE	otchor	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E081	f56r	H5	f56r.7	MIDDLE	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	choky	NONE	NONE	NONE	choky	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E082	f56r	H5	f56r.7	LAST	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	NONE	NONE	dal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E083	f56r	H5	f56r.8	FIRST	PROC034	OL	fortsetzen	dchol|schol	YES	dchol	NONE	d	s	schol	RESIDUAL_LOCUS_TABLE	RR10	YES	NO	YES
E084	f56r	H5	f56r.8	MIDDLE	PROC056	HO+Y	Gabe · dieser Posten	choy	NO	choy	NONE	NONE	NONE	choy	GLOBAL_RULE_RENDERER	RR10	NO	NO	YES
E085	f56r	H5	f56r.8	MIDDLE	PROC008	OK+Y	den aktuellen Posten in Einsatz bringen	choky|oky|qoky	YES	choky	NONE	NONE	NONE	choky	GLOBAL_RULE_RENDERER	RR10	NO	NO	YES
E086	f56r	H5	f56r.8	LAST	PROC057	CH+EE+CKH+O+DY	den Arbeitsgang durch Durchlass länger abziehen; Schritt schließen	cheeckhody	NO	cheeckhody	NONE	NONE	NONE	cheeckhody	GLOBAL_RULE_RENDERER	RR10	NO	NO	YES
E087	f56r	H5	f56r.12	FIRST	PROC058	SH	den laufenden Posten halten	sh	NO	sh	NONE	NONE	NONE	sh	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E088	f56r	H5	f56r.12	MIDDLE	PROC052	HO	Gabe	cho|sho	YES	cho	NONE	NONE	NONE	cho	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E089	f56r	H5	f56r.12	MIDDLE	PROC059	K+E+Y	diesen Posten kurz zuführen	kchey	NO	kchey	NONE	NONE	NONE	kchey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E090	f56r	H5	f56r.12	LAST	PROC060	OK+OK+Y	diesen Posten ansetzen und ansetzen	qokokchy	NO	qokokchy	NONE	NONE	NONE	qokokchy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E091	f56r	H5	f56r.13	FIRST	PROC011	OK+Y	den aktuellen Posten in Einsatz bringen	chokchy|okchy|qokchy	YES	okchy	NONE	NONE	NONE	okchy	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E092	f56r	H5	f56r.13	MIDDLE	PROC061	OK+CH+E+O	den Arbeitsgang kurz ansetzen und abziehen	chokcheo	NO	chokcheo	NONE	NONE	NONE	chokcheo	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E093	f56r	H5	f56r.13	LAST	PROC062	K+AL	den laufenden Posten an bezeichnete Stelle zuführen	kchal	NO	kchal	NONE	NONE	NONE	kchal	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E094	f56r	H5	f56r.18	FIRST	PROC052	HO	Gabe	cho|sho	YES	sho	NONE	NONE	NONE	sho	GLOBAL_RULE_RENDERER	RR11	YES	NO	YES
E095	f56r	H5	f56r.18	MIDDLE	PROC011	OK+Y	den aktuellen Posten in Einsatz bringen	chokchy|okchy|qokchy	YES	okchy	NONE	Ø	ch	chokchy	RESIDUAL_LOCUS_TABLE	RR11	NO	NO	YES
E096	f56r	H5	f56r.18	MIDDLE	PROC063	K+HO+AR	den Gabe von dort zuführen	kchoar	NO	kchoar	NONE	NONE	NONE	kchoar	GLOBAL_RULE_RENDERER	RR11	NO	NO	YES
E097	f56r	H5	f56r.18	LAST	PROC064	OT+O+AIN	danach · Arbeitsgang · Portion	sotodan	NO	sotodan	NONE	NONE	NONE	sotodan	GLOBAL_RULE_RENDERER	RR11	NO	NO	YES
E098	f56r	H5	f56r.19	FIRST	PROC065	OT+Y	danach · dieser Posten	otchey	NO	otchey	NONE	NONE	NONE	otchey	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E099	f56r	H5	f56r.19	MIDDLE	PROC066	K+E+OL	fortsetzen den laufenden Posten kurz zuführen	keol	NO	keol	NONE	NONE	NONE	keol	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E100	f56r	H5	f56r.19	LAST	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	NONE	NO	NO	YES
E101	f81v	B1	f81v.2	FIRST	PROC067	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	qokedy	NO	qokedy	NONE	NONE	NONE	qokedy	GLOBAL_RULE_RENDERER	RR12	YES	NO	YES
E102	f81v	B1	f81v.2	MIDDLE	PROC038	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	okaiin|qokaiin	YES	qokaiin	NONE	q	Ø	okaiin	RESIDUAL_LOCUS_TABLE	RR12	NO	NO	YES
E103	f81v	B1	f81v.2	MIDDLE	PROC068	K+AIR	den laufenden Posten durch laufender Bestand zuführen	kair	NO	kair	NONE	NONE	NONE	kair	GLOBAL_RULE_RENDERER	RR12	NO	NO	YES
E104	f81v	B1	f81v.2	MIDDLE	PROC048	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	okal|qokal	YES	qokal	NONE	q	Ø	okal	RESIDUAL_LOCUS_TABLE	RR12	NO	NO	YES
E105	f81v	B1	f81v.2	MIDDLE	PROC003	AR	von dort	char|dar|sar	YES	char	NONE	ch	s	sar	RESIDUAL_LOCUS_TABLE	RR12	NO	NO	YES
E106	f81v	B1	f81v.2	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	NONE	NONE	ol	GLOBAL_RULE_RENDERER	RR12	NO	NO	YES
E107	f81v	B1	f81v.2	MIDDLE	PROC069	K+AIN	den laufenden Posten nach Portion zuführen	chkain|kain	YES	kain	NONE	NONE	NONE	kain	GLOBAL_RULE_RENDERER	RR12	NO	NO	YES
E108	f81v	B1	f81v.2	MIDDLE	PROC070	OL+K+AIN	fortsetzen den laufenden Posten nach Portion zuführen	olkain|qolkain	YES	olkain	NONE	NONE	NONE	olkain	GLOBAL_RULE_RENDERER	RR12	NO	NO	YES
E109	f81v	B1	f81v.2	MIDDLE	PROC055	AL	bezeichnete Stelle	al|chal|cheal|dal|sal|tal	YES	dal	NONE	d	Ø	al	RESIDUAL_LOCUS_TABLE	RR12	NO	NO	YES
E110	f81v	B1	f81v.2	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	NONE	NONE	ol	GLOBAL_RULE_RENDERER	RR12	NO	NO	YES
E111	f81v	B1	f81v.2	MIDDLE	PROC071	R+OL	fortsetzen den laufenden Posten abkühlen	rol	NO	rol	NONE	NONE	NONE	rol	GLOBAL_RULE_RENDERER	RR12	NO	NO	YES
E112	f81v	B1	f81v.2	LAST	PROC072	L	leiten	dl	NO	dl	NONE	NONE	NONE	dl	GLOBAL_RULE_RENDERER	RR12	NO	NO	YES
E113	f81v	B1	f81v.7	FIRST	PROC022	OL+OR	fortsetzen · Ansatz	cholor|olor	YES	olor	NONE	NONE	NONE	olor	GLOBAL_RULE_RENDERER	RR13	YES	NO	YES
E114	f81v	B1	f81v.7	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	NONE	NONE	ol	GLOBAL_RULE_RENDERER	RR13	NO	NO	YES
E115	f81v	B1	f81v.7	MIDDLE	PROC073	SH+E+CKH+AL	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	sheckhal	NO	sheckhal	NONE	NONE	NONE	sheckhal	GLOBAL_RULE_RENDERER	RR13	NO	NO	YES
E116	f81v	B1	f81v.7	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	RR13	NO	NO	YES
E117	f81v	B1	f81v.7	MIDDLE	PROC074	OK+EE+AL	den laufenden Posten an bezeichnete Stelle länger ansetzen	qokeedal	NO	qokeedal	NONE	NONE	NONE	qokeedal	GLOBAL_RULE_RENDERER	RR13	NO	NO	YES
E118	f81v	B1	f81v.7	MIDDLE	PROC009	AIIN	vorgeschriebenes Maß	aiin|chaiin|daiin|saiin|taiin	YES	daiin	NONE	NONE	NONE	daiin	GLOBAL_RULE_RENDERER	RR13	NO	NO	YES
E119	f81v	B1	f81v.7	MIDDLE	PROC075	CKH+Y	Durchlass · dieser Posten	chckhy|shckhy	YES	chckhy	NONE	NONE	NONE	chckhy	GLOBAL_RULE_RENDERER	RR13	NO	NO	YES
E120	f81v	B1	f81v.7	MIDDLE	PROC076	CHD+DY	überführen und den Schritt schließen	dchedy|schedy|tchedy	YES	schedy	NONE	NONE	NONE	schedy	GLOBAL_RULE_RENDERER	RR13	NO	NO	YES
E121	f81v	B1	f81v.7	LAST	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	Ø	q	qol	RESIDUAL_LOCUS_TABLE	RR13	NO	NO	YES
E122	f81v	B1	f81v.17	FIRST	PROC077	SH+K+CHD+DY	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	sshkchdy	NO	sshkchdy	NONE	NONE	NONE	sshkchdy	GLOBAL_RULE_RENDERER	RR14	YES	NO	YES
E123	f81v	B1	f81v.17	MIDDLE	PROC042	CHD+Y	den aktuellen Posten umsetzen	chdy|chedy	YES	chedy	NONE	NONE	NONE	chedy	GLOBAL_RULE_RENDERER	RR14	NO	NO	YES
E124	f81v	B1	f81v.17	MIDDLE	PROC013	OL	fortsetzen	cheol|chol|ol|qol|sol|tol	YES	ol	NONE	NONE	NONE	ol	GLOBAL_RULE_RENDERER	RR14	NO	NO	YES
