exact_card_id	semantic_family	component_recipe	state_roots	grade	endpoint	reading_de	registered_surfaces	events	semantic_status
PROC077	SEM075	SH+K+CHD+DY	DY	NONE	DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	sshkchdy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC078	SEM076	SHED+DY	DY	NONE	DY	ABSETZEN · SCHLUSS	cheedy|shedy|tedy	12	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC079	SEM077	OL+CHD+DY	DY	NONE	DY	WEITER · UMSETZEN · SCHLUSS	olchedy|qolchedy	3	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC082	SEM080	OK+CHD+DY	DY	NONE	DY	ANSETZEN · UMSETZEN · SCHLUSS	qokchdy	3	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC091	SEM080	OK+CHD+DY	DY	NONE	DY	ANSETZEN · UMSETZEN · SCHLUSS	okchedy|qokchedy	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC083	SEM081	CHK+E+Y	E+Y	E	Y	WAERMEN · KURZ · DIES	cheky	3	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC085	SEM083	OK+E+Y	E+Y	E	Y	ANSETZEN · KURZ · DIES	okey|qokey	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC086	SEM084	LSH+E+DY	E+DY	E	DY	WASCHEN · KURZ · SCHLUSS	lshedy	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC087	SEM085	SOLK+Y	Y	NONE	Y	AUFFANGEN · DIES	qolky	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC090	SEM088	T+E+Y	E+Y	E	Y	ANWENDEN · KURZ · DIES	ytey	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC092	SEM089	OK+EE+Y	EE+Y	EE	Y	ANSETZEN · LANG · DIES	okeey|qokeey	7	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC093	SEM090	E+OL	E	E	NONE	KURZ · WEITER	teol	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC095	SEM091	L+Y	Y	NONE	Y	WEITERLEITEN · DIES	ly	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC096	SEM092	SH+E+OL	E	E	NONE	HALTEN · KURZ · WEITER	dsheol	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC098	SEM094	SOLK+EE+DY	EE+DY	EE	DY	AUFFANGEN · LANG · SCHLUSS	olkeedy|solkeedy	3	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC099	SEM095	SH+CKH+E+DY	E+DY	E	DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	shckhedy	3	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC100	SEM096	OK+EE+DY	EE+DY	EE	DY	ANSETZEN · LANG · SCHLUSS	qokeedy	10	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC101	SEM097	L+CKH+Y	Y	NONE	Y	WEITERLEITEN · DURCHLASS · DIES	lcheckhy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC103	SEM099	L+CKH+E+DY	E+DY	E	DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	lcheckhedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC104	SEM100	OK+AL+Y	Y	NONE	Y	ANSETZEN · ZIELSTELLE · DIES	qokaly	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC106	SEM102	O+CTH+E+OL	E	E	NONE	ARBEITSGANG · BEREITEN · KURZ · WEITER	octheol	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC108	SEM103	L+DY	DY	NONE	DY	WEITERLEITEN · SCHLUSS	ldy	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC109	SEM104	OT+EE+Y	EE+Y	EE	Y	DANACH · LANG · DIES	oteey	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC110	SEM105	SH+E+CKH+Y	E+Y	E	Y	HALTEN · KURZ · DURCHLASS · DIES	sheckhy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC111	SEM106	SH+E+DY	E+DY	E	DY	HALTEN · KURZ · SCHLUSS	dshedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC114	SEM109	OL+SH+E+DY	E+DY	E	DY	WEITER · HALTEN · KURZ · SCHLUSS	solshedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC116	SEM110	L+CH+Y	Y	NONE	Y	WEITERLEITEN · ENTNEHMEN · DIES	lchy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC117	SEM111	CTH+E+Y	E+Y	E	Y	BEREITEN · KURZ · DIES	qcthey|shcthey	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC118	SEM112	L+EE+Y	EE+Y	EE	Y	WEITERLEITEN · LANG · DIES	lcheey	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC119	SEM113	OK+EEE+DY	EEE+DY	EEE	DY	ANSETZEN · VOLL · SCHLUSS	qokeeedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC120	SEM114	L+CHD+DY	DY	NONE	DY	WEITERLEITEN · UMSETZEN · SCHLUSS	lchedy	8	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC122	SEM116	SH+E+Y	E+Y	E	Y	HALTEN · KURZ · DIES	tshey	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC124	SEM118	CH+E+S	E	E	NONE	ENTNEHMEN · KURZ · TEIL	ches	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC125	SEM119	P+CHD+DY	DY	NONE	DY	EINFUELLEN · UMSETZEN · SCHLUSS	pchedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC126	SEM120	R+SH+E+AL	E	E	NONE	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	rsheal	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC127	SEM121	AL+DY	DY	NONE	DY	ZIELSTELLE · SCHLUSS	daldy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC128	SEM122	R+SHED+DY	DY	NONE	DY	KUEHLEN · ABSETZEN · SCHLUSS	rshedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC129	SEM123	OT+EE+DY	EE+DY	EE	DY	DANACH · LANG · SCHLUSS	qoteedy	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC130	SEM124	L+O+CHD+DY	DY	NONE	DY	WEITERLEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	lochedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC132	SEM126	CHK+EE+DY	EE+DY	EE	DY	WAERMEN · LANG · SCHLUSS	chkeedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC135	SEM128	OT+E+DY	E+DY	E	DY	DANACH · KURZ · SCHLUSS	otedy	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC136	SEM129	SH+E+CTH+CHD+Y	E+Y	E	Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	shecthedchy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC137	SEM130	AR+Y	Y	NONE	Y	QUELLE · DIES	chary	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC139	SEM132	SH+EE+DY	EE+DY	EE	DY	HALTEN · LANG · SCHLUSS	sheedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC141	SEM134	OK+SH+E+DY	E+DY	E	DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	qokshedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC143	SEM136	SH+E+CTH+Y	E+Y	E	Y	HALTEN · KURZ · BEREITEN · DIES	shecthy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC144	SEM137	AL+CHD+DY	DY	NONE	DY	ZIELSTELLE · UMSETZEN · SCHLUSS	dalchdy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC145	SEM138	OT+CHD+DY	DY	NONE	DY	DANACH · UMSETZEN · SCHLUSS	otchedy|qotchedy	2	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC166	SEM138	OT+CHD+DY	DY	NONE	DY	DANACH · UMSETZEN · SCHLUSS	otchdy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC146	SEM139	EE+AR	EE	EE	NONE	LANG · QUELLE	cheedar	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC149	SEM142	EEE+T+Y	EEE+Y	EEE	Y	VOLL · ANWENDEN · DIES	cheeety	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC152	SEM145	OT+E+AIIN	E	E	NONE	DANACH · KURZ · SOLLMASS	qotedaiin	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC153	SEM146	OL+AL+Y	Y	NONE	Y	WEITER · ZIELSTELLE · DIES	olsaly	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC154	SEM147	OL+Y	Y	NONE	Y	WEITER · DIES	qolchey	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC155	SEM148	OK+Y+LD+DY	Y+DY	NONE	DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	qokylddy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC158	SEM150	OK+EE+OL	EE	EE	NONE	ANSETZEN · LANG · WEITER	okeeol	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC159	SEM151	L+K+E+DY	E+DY	E	DY	WEITERLEITEN · ZUGEBEN · KURZ · SCHLUSS	lkedy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC161	SEM152	O+CKH+E+Y	E+Y	E	Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	qockhey	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC162	SEM153	AIR+Y+DY	Y+DY	NONE	DY	WASSER · DIES · SCHLUSS	dairydy	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC164	SEM155	SOLK+E+Y	E+Y	E	Y	AUFFANGEN · KURZ · DIES	solkey	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC170	SEM160	SOLK+EE+Y	EE+Y	EE	Y	AUFFANGEN · LANG · DIES	solkeey	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC171	SEM161	E+K+E+Y	E+Y	E	Y	KURZ · ZUGEBEN · KURZ · DIES	qekey	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
PROC172	SEM162	R+AL+Y	Y	NONE	Y	KUEHLEN · ZIELSTELLE · DIES	raly	1	UNCHANGED__STATE_ENDPOINT_ANNOTATED
