event_id	page	record	statement_id	owner_de	card_no	surface	component_recipe	reading_de	state_roots	grade	endpoint	form_owner_boundary_status
E034	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC016	chor	OR	ANSATZ	NONE	NONE	NONE	UNCHANGED
E035	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	Y	DIES	Y	NONE	Y	UNCHANGED
E036	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC024	kaiiin	K+IIN	ZUGEBEN · ARBEITSSTUFE	NONE	NONE	NONE	UNCHANGED
E037	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC019	dy	Y	DIES	Y	NONE	Y	UNCHANGED
E038	f10r	H2	H2-S003	abgebildete breit gezähnte radialblütige Pflanze	PROC025	chodaiin	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · SOLLMASS	NONE	NONE	NONE	UNCHANGED
E039	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC026	tshol	T+SH+OL	ANWENDEN · HALTEN · WEITER	NONE	NONE	NONE	UNCHANGED
E040	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC027	schoal	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E041	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC028	cfhy	CFH+Y	AUSWRINGEN · DIES	Y	NONE	Y	UNCHANGED
E042	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · SOLLMASS	Y	NONE	Y	UNCHANGED
E043	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC030	cphy	P+Y	EINFUELLEN · DIES	Y	NONE	Y	UNCHANGED
E044	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC031	shey	SH+EE+Y	HALTEN · LANG · DIES	EE+Y	EE	Y	UNCHANGED
E045	f11r	H3	H3-S001	abgebildete dicht blau blühende Kronenpflanze	PROC032	tchody	T+CH+O+DY	ANWENDEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	DY	NONE	DY	UNCHANGED
E046	f11r	H3	H3-S002	abgebildete dicht blau blühende Kronenpflanze	PROC033	shoyty	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · DIES · ANWENDEN · DIES	Y	NONE	Y	UNCHANGED
E047	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC034	dchol	RESUME_CARD	WIEDERAUFNEHMEN	NONE	NONE	NONE	UNCHANGED
E048	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC019	chy	Y	DIES	Y	NONE	Y	UNCHANGED
E049	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC035	kchy	K+Y	ZUGEBEN · DIES	Y	NONE	Y	UNCHANGED
E050	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	DIES	Y	NONE	Y	UNCHANGED
E051	f11r	H3	H3-S003	abgebildete dicht blau blühende Kronenpflanze	PROC009	daiin	AIIN	SOLLMASS	NONE	NONE	NONE	UNCHANGED
E052	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC036	qotchy	OT+Y	DANACH · DIES	Y	NONE	Y	UNCHANGED
E053	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC037	okchol	OK+OL	ANSETZEN · WEITER	NONE	NONE	NONE	UNCHANGED
E054	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC014	cthy	CTH+Y	BEREITEN · DIES	Y	NONE	Y	UNCHANGED
E055	f11r	H3	H3-S004	abgebildete dicht blau blühende Kronenpflanze	PROC019	dy	Y	DIES	Y	NONE	Y	UNCHANGED
E056	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	NONE	NONE	NONE	UNCHANGED
E057	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC009	chaiin	AIIN	SOLLMASS	NONE	NONE	NONE	UNCHANGED
E058	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC039	ykain	Y+K+AIN	DIES · ZUGEBEN · PORTION	Y	NONE	Y	UNCHANGED
E059	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC040	ykan	Y+K+AN	DIES · ZUGEBEN · NACHGABE	Y	NONE	Y	UNCHANGED
E060	f55v	H4	H4-S001	abgebildete breitblättrige rispige Pflanze	PROC041	ody	O+DY	ARBEITSGANG · SCHLUSS	DY	NONE	DY	UNCHANGED
E061	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC009	daiin	AIIN	SOLLMASS	NONE	NONE	NONE	UNCHANGED
E062	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC042	chedy	CHD+Y	UMSETZEN · DIES	Y	NONE	Y	UNCHANGED
E063	f55v	H4	H4-S002	abgebildete breitblättrige rispige Pflanze	PROC043	talam	TALAM	VERWAHREN	NONE	NONE	NONE	UNCHANGED
E064	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC044	ykaiin	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	Y	NONE	Y	UNCHANGED
E065	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC045	cheoar	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	E	E	NONE	UNCHANGED
E066	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	EE+Y	EE	Y	UNCHANGED
E067	f55v	H4	H4-S003	abgebildete breitblättrige rispige Pflanze	PROC047	oldy	OL+DY	WEITER · SCHLUSS	DY	NONE	DY	UNCHANGED
E068	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC009	aiin	AIIN	SOLLMASS	NONE	NONE	NONE	UNCHANGED
E069	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC048	okal	OK+AL	ANSETZEN · ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E070	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC049	oltchy	OL+T+Y	WEITER · ANWENDEN · DIES	Y	NONE	Y	UNCHANGED
E071	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC016	or	OR	ANSATZ	NONE	NONE	NONE	UNCHANGED
E072	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC019	y	Y	DIES	Y	NONE	Y	UNCHANGED
E073	f55v	H4	H4-S004	abgebildete breitblättrige rispige Pflanze	PROC050	orain	OR+AIN	ANSATZ · PORTION	NONE	NONE	NONE	UNCHANGED
E074	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC051	chochor	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	NONE	NONE	NONE	UNCHANGED
E075	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC052	cho	HO	ZUTAT	NONE	NONE	NONE	UNCHANGED
E076	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC053	chodaly	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	Y	NONE	Y	UNCHANGED
E077	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC009	daiin	AIIN	SOLLMASS	NONE	NONE	NONE	UNCHANGED
E078	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC052	sho	HO	ZUTAT	NONE	NONE	NONE	UNCHANGED
E079	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC054	kchol	K+OL	ZUGEBEN · WEITER	NONE	NONE	NONE	UNCHANGED
E080	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC020	otchor	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	NONE	NONE	NONE	UNCHANGED
E081	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	ANSETZEN · DIES	Y	NONE	Y	UNCHANGED
E082	f56r	H5	H5-S001	abgebildete mehrköpfige stachelige Pflanze	PROC055	dal	AL	ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E083	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC034	schol	RESUME_CARD	WIEDERAUFNEHMEN	NONE	NONE	NONE	UNCHANGED
E084	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC056	choy	HO+Y	ZUTAT · DIES	Y	NONE	Y	UNCHANGED
E085	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC008	choky	OK+Y	ANSETZEN · DIES	Y	NONE	Y	UNCHANGED
E086	f56r	H5	H5-S002	abgebildete mehrköpfige stachelige Pflanze	PROC057	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	EE+DY	EE	DY	UNCHANGED
E087	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC058	sh	SH	HALTEN	NONE	NONE	NONE	UNCHANGED
E088	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC052	cho	HO	ZUTAT	NONE	NONE	NONE	UNCHANGED
E089	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC059	kchey	K+E+Y	ZUGEBEN · KURZ · DIES	E+Y	E	Y	UNCHANGED
E090	f56r	H5	H5-S003	abgebildete mehrköpfige stachelige Pflanze	PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	Y	NONE	Y	UNCHANGED
E091	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC011	okchy	OK+Y	ANSETZEN · DIES	Y	NONE	Y	UNCHANGED
E092	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	E	E	NONE	UNCHANGED
E093	f56r	H5	H5-S004	abgebildete mehrköpfige stachelige Pflanze	PROC062	kchal	K+AL	ZUGEBEN · ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E094	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC052	sho	HO	ZUTAT	NONE	NONE	NONE	UNCHANGED
E095	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC011	chokchy	OK+Y	ANSETZEN · DIES	Y	NONE	Y	UNCHANGED
E096	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC063	kchoar	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	NONE	NONE	NONE	UNCHANGED
E097	f56r	H5	H5-S005	abgebildete mehrköpfige stachelige Pflanze	PROC064	sotodan	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	NONE	NONE	NONE	UNCHANGED
E098	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC065	otchey	OT+Y	DANACH · DIES	Y	NONE	Y	UNCHANGED
E099	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC066	keol	K+E+OL	ZUGEBEN · KURZ · WEITER	E	E	NONE	UNCHANGED
E100	f56r	H5	H5-S006	abgebildete mehrköpfige stachelige Pflanze	PROC009	daiin	AIIN	SOLLMASS	NONE	NONE	NONE	UNCHANGED
E101	f81v	B1	B1-S001	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	E+DY	E	DY	UNCHANGED
E102	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC038	okaiin	OK+AIIN	ANSETZEN · SOLLMASS	NONE	NONE	NONE	UNCHANGED
E103	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC068	kair	K+AIR	ZUGEBEN · WASSER	NONE	NONE	NONE	UNCHANGED
E104	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	okal	OK+AL	ANSETZEN · ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E105	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC003	sar	AR	QUELLE	NONE	NONE	NONE	UNCHANGED
E106	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E107	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC069	kain	K+AIN	ZUGEBEN · PORTION	NONE	NONE	NONE	UNCHANGED
E108	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC070	olkain	OL+K+AIN	WEITER · ZUGEBEN · PORTION	NONE	NONE	NONE	UNCHANGED
E109	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	al	AL	ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E110	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E111	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC071	rol	R+OL	KUEHLEN · WEITER	NONE	NONE	NONE	UNCHANGED
E112	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	dl	L	WEITERLEITEN	NONE	NONE	NONE	UNCHANGED
E113	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC022	olor	OL+OR	WEITER · ANSATZ	NONE	NONE	NONE	UNCHANGED
E114	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E115	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC073	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	E	E	NONE	UNCHANGED
E116	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	daiin	AIIN	SOLLMASS	NONE	NONE	NONE	UNCHANGED
E117	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC074	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	EE	EE	NONE	UNCHANGED
E118	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC009	daiin	AIIN	SOLLMASS	NONE	NONE	NONE	UNCHANGED
E119	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	chckhy	CKH+Y	DURCHLASS · DIES	Y	NONE	Y	UNCHANGED
E120	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E121	f81v	B1	B1-S003	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	qol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E122	f81v	B1	B1-S003	gemeinsame zweireihige Figuren-/Beckenstation	PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E123	f81v	B1	B1-S004	gemeinsame zweireihige Figuren-/Beckenstation	PROC042	chedy	CHD+Y	UMSETZEN · DIES	Y	NONE	Y	UNCHANGED
E124	f81v	B1	B1-S004	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E125	f81v	B1	B1-S004	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E126	f81v	B1	B1-S005	gemeinsame zweireihige Figuren-/Beckenstation	PROC079	qolchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E127	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	NONE	NONE	NONE	UNCHANGED
E128	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	shckhy	CKH+Y	DURCHLASS · DIES	Y	NONE	Y	UNCHANGED
E129	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC072	dl	L	WEITERLEITEN	NONE	NONE	NONE	UNCHANGED
E130	f81v	B1	B1-S006	gemeinsame zweireihige Figuren-/Beckenstation	PROC081	ral	R+AL	KUEHLEN · ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E131	f81v	B1	B1-S007	gemeinsame zweireihige Figuren-/Beckenstation	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E132	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC019	chey	Y	DIES	Y	NONE	Y	UNCHANGED
E133	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E134	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	E+Y	E	Y	UNCHANGED
E135	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E136	f81v	B1	B1-S008	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E137	f81v	B1	B1-S009	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	E+DY	E	DY	UNCHANGED
E138	f81v	B1	B1-S010	gemeinsame zweireihige Figuren-/Beckenstation	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	E+DY	E	DY	UNCHANGED
E139	f81v	B1	B1-S011	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	chckhy	CKH+Y	DURCHLASS · DIES	Y	NONE	Y	UNCHANGED
E140	f81v	B1	B1-S011	gemeinsame zweireihige Figuren-/Beckenstation	PROC008	qoky	OK+Y	ANSETZEN · DIES	Y	NONE	Y	UNCHANGED
E141	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	PROC084	lsho	LSH+O	WASCHEN · ARBEITSGANG	NONE	NONE	NONE	UNCHANGED
E142	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	PROC085	qokey	OK+E+Y	ANSETZEN · KURZ · DIES	E+Y	E	Y	UNCHANGED
E143	f81v	B1	B1-S012	gemeinsame zweireihige Figuren-/Beckenstation	PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	E+DY	E	DY	UNCHANGED
E144	f81v	B1	B1-S013	gemeinsame zweireihige Figuren-/Beckenstation	PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	E+DY	E	DY	UNCHANGED
E145	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC042	chedy	CHD+Y	UMSETZEN · DIES	Y	NONE	Y	UNCHANGED
E146	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC087	qolky	SOLK+Y	AUFFANGEN · DIES	Y	NONE	Y	UNCHANGED
E147	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC088	lchedal	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E148	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	qol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E149	f81v	B1	B1-S014	gemeinsame zweireihige Figuren-/Beckenstation	PROC089	otar	OT+AR	DANACH · QUELLE	NONE	NONE	NONE	UNCHANGED
E150	f81v	B1	B1-S015	gemeinsame zweireihige Figuren-/Beckenstation	PROC090	ytey	T+E+Y	ANWENDEN · KURZ · DIES	E+Y	E	Y	UNCHANGED
E151	f81v	B1	B1-S015	gemeinsame zweireihige Figuren-/Beckenstation	PROC091	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E152	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E153	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	PROC092	okeey	OK+EE+Y	ANSETZEN · LANG · DIES	EE+Y	EE	Y	UNCHANGED
E154	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	qol	OL	WEITER	NONE	NONE	NONE	UNCHANGED
E155	f81v	B1	B1-S016	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	cheedy	SHED+DY	ABSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E156	f81v	B1	B1-S017	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	sal	AL	ZIELSTELLE	NONE	NONE	NONE	UNCHANGED
E157	f81v	B1	B1-S017	gemeinsame zweireihige Figuren-/Beckenstation	PROC093	teol	E+OL	KURZ · WEITER	E	E	NONE	UNCHANGED
E158	f81v	B1	B1-S017	gemeinsame zweireihige Figuren-/Beckenstation	PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	DY	NONE	DY	UNCHANGED
E159	f81v	B1	B1-S018	gemeinsame zweireihige Figuren-/Beckenstation	PROC095	ly	L+Y	WEITERLEITEN · DIES	Y	NONE	Y	UNCHANGED
