event_id	page	record	statement_id	card_no	surface	component_recipe	reading_de	contains_licensed_DY	decision
E192	f82r	B2	B2-S008	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	YES	CLOSE
E193	f82r	B2	B2-S009	PROC114	solshedy	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	YES	CLOSE
E201	f82r	B2	B2-S011	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E209	f82r	B2	B2-S012	PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	YES	CLOSE
E210	f82r	B2	B2-S013	PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	YES	CLOSE
E213	f82r	B2	B2-S015	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E221	f82r	B2	B2-S016	PROC125	pchedy	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	YES	CLOSE
E223	f82r	B2	B2-S017	PROC127	daldy	AL+DY	ZIELSTELLE · SCHLUSS	YES	CLOSE
E224	f82r	B2	B2-S018	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E225	f82r	B2	B2-S019	PROC128	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	YES	CLOSE
E226	f82r	B2	B2-S020	PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	YES	CLOSE
E227	f82r	B2	B2-S021	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E228	f82r	B2	B2-S022	PROC130	lochedy	L+O+CHD+DY	WEITERLEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	YES	CLOSE
E229	f83r	B3	B3-S001	PROC098	olkeedy	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	YES	CLOSE
E231	f83r	B3	B3-S002	PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	YES	CLOSE
E235	f83r	B3	B3-S003	PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	YES	CLOSE
E239	f83r	B3	B3-S005	PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	YES	CLOSE
E242	f83r	B3	B3-S006	PROC079	olchedy	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	YES	CLOSE
E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	OPEN_CURRENT_ITEM__SURFACE_DY_IS_NOT_SUFFIX
E245	f83r	B3	B3-S007	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E246	f83r	B3	B3-S008	PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	YES	CLOSE
E249	f83r	B3	B3-S010	PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	YES	CLOSE
E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	OPEN_CURRENT_ITEM__SURFACE_DY_IS_NOT_SUFFIX
E255	f83r	B3	B3-S012	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	YES	CLOSE
E259	f83r	B3	B3-S013	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	YES	CLOSE
E261	f83r	B3	B3-S014	PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	YES	CLOSE
E262	f83r	B3	B3-S015	PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	YES	CLOSE
E264	f83r	B3	B3-S016	PROC091	qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	CLOSE
E265	f83r	B3	B3-S017	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E266	f83r	B3	B3-S018	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	YES	CLOSE
E267	f83r	B3	B3-S019	PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	YES	CLOSE
E269	f83r	B3	B3-S020	PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	YES	CLOSE
E280	f83r	B3	B3-S021	PROC144	dalchdy	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	YES	CLOSE
E281	f83r	B3	B3-S022	PROC145	qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	CLOSE
E282	f83r	B3	B3-S023	PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	YES	CLOSE
E283	f83r	B3	B3-S024	PROC076	tchedy	CHD+DY	UMSETZEN · SCHLUSS	YES	CLOSE
E284	f83r	B3	B3-S025	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	CLOSE
E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	OPEN_CURRENT_ITEM__SURFACE_DY_IS_NOT_SUFFIX
E291	f83r	B3	B3-S026	PROC098	solkeedy	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	YES	CLOSE
E292	f83r	B3	B3-S027	PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	YES	CLOSE
E294	f83r	B3	B3-S028	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	YES	CLOSE
E297	f83r	B3	B3-S029	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	YES	CLOSE
E301	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	CLOSE
E302	f83r	B3	B3-S031	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	OPEN_CURRENT_ITEM__SURFACE_DY_IS_NOT_SUFFIX
E307	f83r	B3	B3-S032	PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	YES	CLOSE
E308	f83r	B3	B3-S033	PROC108	ldy	L+DY	WEITERLEITEN · SCHLUSS	YES	CLOSE
E314	f83r	B3	B3-S034	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	YES	CLOSE
E315	f83r	B4	B4-S001	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E318	f83r	B4	B4-S002	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	YES	CLOSE
E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	OPEN_CURRENT_ITEM__SURFACE_DY_IS_NOT_SUFFIX
E325	f83r	B4	B4-S003	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	YES	CLOSE
E326	f83r	B4	B4-S004	PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	YES	CLOSE
E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	OPEN_CURRENT_ITEM__SURFACE_DY_IS_NOT_SUFFIX
E329	f83r	B4	B4-S005	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	YES	CLOSE
E330	f83r	B4	B4-S006	PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	YES	CLOSE
E331	f83r	B4	B4-S007	PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	YES	CLOSE
E335	f83r	B4	B4-S008	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	YES	CLOSE
E336	f83r	B4	B4-S009	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	YES	CLOSE
E337	f83r	B4	B4-S010	PROC047	oldy	OL+DY	WEITER · SCHLUSS	YES	CLOSE
E342	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	UMSETZEN · DIES	NO	OPEN_CURRENT_ITEM__SURFACE_DY_IS_NOT_SUFFIX
E344	f83r	B4	B4-S011	PROC159	lkedy	L+K+E+DY	WEITERLEITEN · ZUGEBEN · KURZ · SCHLUSS	YES	CLOSE
E345	f83r	B4	B4-S012	PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	YES	CLOSE
E347	f83r	B4	B4-S013	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	YES	CLOSE
E351	f83r	B4	B4-S014	PROC162	dairydy	AIR+Y+DY	WASSER · DIES · SCHLUSS	YES	CLOSE
E357	f83r	B4	B4-S015	PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	YES	CLOSE
E361	f83r	B4	B4-S016	PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	YES	CLOSE
E362	f83r	B5	B5-S001	PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	YES	CLOSE
E363	f83r	B5	B5-S002	PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	YES	CLOSE
E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	UMSETZEN · DIES	NO	OPEN_CURRENT_ITEM__SURFACE_DY_IS_NOT_SUFFIX
