lexicon	shol	paragraph	grammar	chol	timing	mix	relation	index	operation	form	object	value	members	recipient_count	debts	row_status
C	Q	f6v|f6v.6-f6v.21	B	D	I	U	T	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	U	V	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	T	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	V	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	T	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	T	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	V	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	V	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	T	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	T	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	V	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	V	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	T	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	T	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	V	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	V	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	T	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	T	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	V	22	f6v.14:1	qokor	f6v.8:2	hot	"[""f6v.8:2""]"	0	IMPLICIT_SUBJECT_CONTINUATION	recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	V	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	T	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	V	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	T	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	V	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	T	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	V	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	T	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	V	24	f6v.14:2	chol	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	U	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	T	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	T	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	V	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	V	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	V	23	f6v.14:1	qokor	f6v.7:4	hot	"[""f6v.7:4""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	D	V	28	f6v.16:1	ochy	f6v.16:2	cold	"[""f6v.16:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	H	O	U	T	7	f6v.8:4	qokom	f6v.8:2	warm	"[""f6v.8:2""]"	0		recorded
C	Q	f6v|f6v.6-f6v.21	M	H	O	U	T	19	f6v.12:3	qokam	f6v.12:4	warm	"[""f6v.12:4""]"	0		recorded
