lexicon	shol	paragraph	grammar	chol	timing	mix	relation	events	final_edges	potential_transfers	row_status
C	Q	f19v|f19v.8-f19v.14	B	H	O	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	H	I	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	H	I	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	H	I	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	B	H	I	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	D	O	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	D	O	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	D	O	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	D	O	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	D	I	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	D	I	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	D	I	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	D	I	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	H	O	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	H	O	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	H	O	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	H	O	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	H	I	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	H	I	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	H	I	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	J	H	I	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	D	O	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	D	O	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	D	O	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	D	O	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	D	I	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	D	I	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	D	I	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	D	I	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	H	O	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	H	O	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	H	O	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	H	O	D	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	H	I	U	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	H	I	U	V	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	H	I	D	T	16	[]	0	recorded
C	Q	f19v|f19v.8-f19v.14	M	H	I	D	V	16	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	D	O	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	D	O	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	D	O	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	D	O	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	D	I	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	D	I	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	D	I	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	D	I	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	H	O	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	H	O	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	H	O	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	H	O	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	H	I	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	H	I	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	H	I	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	B	H	I	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	D	O	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	D	O	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	D	O	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	D	O	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	D	I	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	D	I	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	D	I	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	D	I	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	H	O	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	H	O	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	H	O	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	H	O	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	H	I	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	H	I	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	H	I	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	J	H	I	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	D	O	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	D	O	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	D	O	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	D	O	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	D	I	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	D	I	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	D	I	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	D	I	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	H	O	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	H	O	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	H	O	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	H	O	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	H	I	U	T	27	[]	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	H	I	U	V	27	"[[""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	H	I	D	T	27	"[[""f22v.15:1"", ""f22v.8:2""]]"	0	recorded
C	Q	f22v|f22v.6-f22v.16	M	H	I	D	V	27	"[[""f22v.15:1"", ""f22v.8:2""], [""f22v.8:2"", ""f22v.8:3""]]"	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	D	O	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	D	O	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	D	O	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	D	O	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	D	I	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	D	I	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	D	I	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	D	I	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	H	O	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	H	O	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	H	O	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	H	O	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	H	I	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	H	I	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	H	I	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	B	H	I	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	D	O	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	D	O	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	D	O	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	D	O	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	D	I	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	D	I	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	D	I	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	D	I	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	H	O	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	H	O	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	H	O	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	H	O	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	H	I	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	H	I	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	H	I	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	J	H	I	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	D	O	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	D	O	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	D	O	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	D	O	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	D	I	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	D	I	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	D	I	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	D	I	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	H	O	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	H	O	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	H	O	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	H	O	D	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	H	I	U	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	H	I	U	V	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	H	I	D	T	6	[]	0	recorded
C	Q	f23r|f23r.4-f23r.5	M	H	I	D	V	6	[]	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	O	U	T	43	[]	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	O	U	V	43	"[[""f24r.12:3"", ""f24r.12:4""]]"	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	O	D	T	43	[]	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	O	D	V	43	"[[""f24r.12:3"", ""f24r.12:4""]]"	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	U	T	43	[]	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	U	V	43	"[[""f24r.12:3"", ""f24r.12:4""]]"	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	D	T	43	[]	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	D	I	D	V	43	"[[""f24r.12:3"", ""f24r.12:4""]]"	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	U	T	43	[]	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	U	V	43	"[[""f24r.12:3"", ""f24r.12:4""]]"	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	D	T	43	[]	0	recorded
C	Q	f24r|f24r.1-f24r.20	B	H	O	D	V	43	"[[""f24r.12:3"", ""f24r.12:4""]]"	0	recorded
