x_occurrence_id	surface	selected_field_type	portable_whole_de	confidence	page	physical_folio	locus	section	language	hand	ordinal	line_token_count	line_position	paragraph_start_line	paragraph_end_line	written_line_eva	component_export_credit	l2_surface	l2_reader_exact	l2_status	l2_axes	l2_roles	l2_semantic_candidate_de	l1_surface	l1_reader_exact	l1_status	l1_axes	l1_roles	l1_semantic_candidate_de	r1_surface	r1_reader_exact	r1_status	r1_axes	r1_roles	r1_semantic_candidate_de	r2_surface	r2_reader_exact	r2_status	r2_axes	r2_roles	r2_semantic_candidate_de	left_is_h1	right_is_exact_daiin
G764-X0011	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f104r	f104	f104r.16	S	B	3	6	10	MIDDLE	1	0	ocheoey qoctheody ykeeodey qoepchy opchey qoty sh tey yteedy shody	0	qoepchy	1	CLEAN	NONE	OPEN	[qoepchy:?]	opchey	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	sh	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	tey	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	0	0
G764-X0012	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f104r	f104	f104r.41	S	B	3	4	10	MIDDLE	0	0	qoteey qokeor soiir qoty qokl lkaiin yteedy qokain oqockhy dar	0	qokeor	1	CLEAN	NONE	OPEN	[qokeor:?]	soiir	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	qokl	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	lkaiin	1	QUARANTINED	NONE	OPEN	QUARANTINED_SOURCE_COMPOSITION	0	0
G764-X0013	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f104r	f104	f104r.43	S	B	3	11	11	LAST	1	0	tsheodl qokaiin qokchedy ykchdy pchedy qokeedy oteey qokain oteo l dal	0	oteo	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	l	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	0	0
G764-X0014	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f104v	f104	f104v.12	S	B	3	7	13	MIDDLE	1	0	polchechy oteoy chotchs cheeta oteeey oteedy qoty ched l cheol par oltedy chedam	0	oteeey	1	CLEAN	COLD|PREPARATION|PROCESS	QUALITY_STAGE|CONTENT_PREPARATION|PROCESS_PASS	Ansatz bis zur letzten Stufe abkühlen und abschließen	oteedy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	ched	1	CLEAN	DRY|CLOSE|END_STAGE	QUALITY_STAGE|CLOSE	Trockenstufe Mitte, abgeschlossen	l	1	CLEAN	NONE	OPEN	Pfund / Gewichtseinheit	0	0
G764-X0015	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f104v	f104	f104v.41	S	B	3	6	11	MIDDLE	1	0	tchedy qotechy otcheeo l keedy qoty raiin cheedy qotaiin otchdy qotain	0	l	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	keedy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	raiin	1	CLEAN	NONE	H3_RECORD_FORM	H3-Ganzform im Feld „Ordinalstufe III“; genaue Bedeutung offen	cheedy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	0	0
G764-X0016	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f104v	f104	f104v.9	S	B	3	11	12	MIDDLE	0	0	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	0	qotar	1	CLEAN	NONE	KNOWN_OTHER	kalter Drogenanteil I	chedy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	dal	1	CLEAN	NONE	AMOUNT_VALUE|CONTENT_PREPARATION	Rohstoff-/Mengenfeld I	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	0	0
G764-X0017	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f104v	f104	f104v.9	S	B	3	12	12	LAST	0	0	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	0	chedy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	qoty	1	CLEAN	NONE	QUALITY_STAGE	kalt am Anfang des Grades	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	0	0
G764-X0018	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f105r	f105	f105r.24	S	B	3	11	13	MIDDLE	1	0	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	0	sheo	1	CLEAN	MOIST|PREPARATION	QUALITY_STAGE|CONTENT_PREPARATION	Feuchtzubereitung	pcheey	1	CLEAN	NONE	H1_RECORD_FORM	H1-Form im trockenen Form-II-Feld; Stoff und Funktion offen	daiin	1	CLEAN	NONE	SCALAR_VALUE	Wert III	dam	1	CLEAN	NONE	AMOUNT_VALUE	Maß-/Wertfeld I	1	1
G764-X0019	qopchdy	NOMINAL_FIELD	qopchdy-Feld; nominal	C2_NOMINAL_C0_AXIS_C1_STAGE_RIVAL	f105r	f105	f105r.26	S	B	3	7	12	MIDDLE	1	0	pdal sheey yqopchy airal sheey fchdy qopchdy raiir oky chdedy qodeedy qokedy	0	sheey	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	fchdy	1	CLEAN	NONE	OPEN	[fchdy:?]	raiir	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	oky	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	0	0
G764-X0020	qopchdy	NOMINAL_FIELD	qopchdy-Feld; nominal	C2_NOMINAL_C0_AXIS_C1_STAGE_RIVAL	f105r	f105	f105r.32	S	B	3	7	11	MIDDLE	0	0	ycheochy lkeol daiin qkair olkchey dar qopchdy dair otar ar ajam	0	olkchey	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	dar	1	CLEAN	NONE	KNOWN_OTHER	abgemessener Anteil I	dair	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	otar	1	CLEAN	NONE	KNOWN_OTHER	kalter Zubereitungsanteil I	0	0
G764-X0021	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f105v	f105	f105v.10	S	B	3	5	16	MIDDLE	0	0	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	0	che	1	CLEAN	NONE	OPEN	[che:?]	oiiin	1	CLEAN	PREPARATION	CONTENT_PREPARATION	Zubereitung in Form IV	kaiin	1	CLEAN	HOT|LEVEL_III	QUALITY_STAGE	heiß, Grad III	okairo	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	0	0
G764-X0022	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f105v	f105	f105v.16	S	B	3	3	12	MIDDLE	0	0	daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim	0	daiin	1	CLEAN	NONE	SCALAR_VALUE	Wert III	cheey	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	trocken; genaue Funktion offen	chl	1	CLEAN	DRY|PROCESS	QUALITY_STAGE|PROCESS_PASS	trocknen	okair	1	CLEAN	HOT|PART|MATERIAL|PREPARATION	QUALITY_STAGE|AMOUNT_VALUE|CONTENT_PREPARATION	heiße Drogenfraktion II im Ansatz	0	0
G764-X0023	qopchdy	NOMINAL_FIELD	qopchdy-Feld; nominal	C2_NOMINAL_C0_AXIS_C1_STAGE_RIVAL	f105v	f105	f105v.5	S	B	3	2	10	MIDDLE	1	0	pchedal qopchdy daiin chedy daiin okaildy opchedaiin opcheo olkeedy sairom	0	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	pchedal	1	CLEAN	NONE	H1_RECORD_FORM	[pchedal:?]	daiin	1	CLEAN	NONE	SCALAR_VALUE	Wert III	chedy	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	mittlere Trockenstufe erreicht	1	1
G764-X0024	oteody	RESULT_STAGE_HEAD	Abkühl-/Ergebnisfeld	C0_AXIS_C1_WHOLE_STAGE_RIVAL	f105v	f105	f105v.6	S	B	3	11	13	MIDDLE	0	0	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	0	daiiidy	1	CLEAN	NONE	OPEN	[daiiidy:?]	otedy	1	CLEAN	NONE	KNOWN_OTHER	kalter Ansatz, Mittelstufe erreicht	ykaiin	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	g	1	CLEAN	NONE	OPEN	vorstehenden Rezeptposten abschließen	0	0
G764-X0025	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f106r	f106	f106r.18	S	B	3	10	11	MIDDLE	1	0	kshed dsheol qokeedy otol okeedy lkeedar sheopchy qopchy qotolchy qoty chdy	0	qopchy	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	qotolchy	1	CLEAN	NONE	OPEN	[qotolchy:?]	chdy	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	trockene Anfangsstufe erreicht	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	0	0
G764-X0026	oteody	RESULT_STAGE_HEAD	Abkühl-/Ergebnisfeld	C0_AXIS_C1_WHOLE_STAGE_RIVAL	f106v	f106	f106v.28	S	B	3	7	10	MIDDLE	1	0	psheody olkeedy qokor sheos choty qotaiin oteody otaiin qokar otydy	0	choty	1	CLEAN	COLD|DRY|PREPARATION	QUALITY_STAGE|CONTENT_PREPARATION	kalter Trockenansatz	qotaiin	1	CLEAN	NONE	KNOWN_OTHER	kalt; Wert III	otaiin	1	CLEAN	NONE	KNOWN_OTHER	kalter Ansatz, Grad III	qokar	1	CLEAN	NONE	KNOWN_OTHER	heißer Drogenanteil I	0	0
G764-X0027	qopchdy	NOMINAL_FIELD	qopchdy-Feld; nominal	C2_NOMINAL_C0_AXIS_C1_STAGE_RIVAL	f106v	f106	f106v.9	S	B	3	6	10	MIDDLE	1	0	tshodaiin sholkair orainkar aiin shtchy qopchdy qopchy lolkair shear am	0	aiin	1	CLEAN	NONE	KNOWN_OTHER	Menge III	shtchy	1	CLEAN	NONE	OPEN	[shtchy:?]	qopchy	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	lolkair	1	CLEAN	NONE	OPEN	[lolkair:?]	0	0
G764-X0028	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f107r	f107	f107r.36	S	B	3	7	12	MIDDLE	0	0	dar alchor kcheo rkeey chaiin al dal qokchey qokl chey lkaiin lkar	0	chaiin	1	CLEAN	NONE	OPEN	trocken, Grad III	al	1	CLEAN	NONE	KNOWN_OTHER	Material I	qokchey	1	CLEAN	HOT|DRY|MIDDLE_STAGE	QUALITY_STAGE	heiß und trocken in der Mitte des Grades	qokl	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	0	0
G764-X0029	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f107v	f107	f107v.18	S	B	3	10	10	LAST	0	0	qokain qokchey qekchdy okaiin lkl chol raiin otaiin alkaiin dal	0	otaiin	1	CLEAN	NONE	KNOWN_OTHER	kalter Ansatz, Grad III	alkaiin	1	CLEAN	NONE	OPEN	[alkaiin:?]	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	0	0
G764-X0030	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f107v	f107	f107v.27	S	B	3	1	11	FIRST	0	0	dal okain okchey qokshy okol lkshedy taraiin sho qokor cheey qokam	0	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	okain	1	CLEAN	NONE	KNOWN_OTHER	heißer Ansatz, Grad II	okchey	1	CLEAN	HOT|DRY|PREPARATION|MIDDLE_STAGE	QUALITY_STAGE|CONTENT_PREPARATION	heiß-trockener Ansatz in der Mitte des Grades	0	0
G764-X0031	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f107v	f107	f107v.45	S	B	3	4	10	MIDDLE	1	0	porain okain okechdy dal keeedal shedy okeeolkcheey lkar aiin al	0	okain	1	CLEAN	NONE	KNOWN_OTHER	heißer Ansatz, Grad II	okechdy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	keeedal	1	CLEAN	NONE	OPEN	[keeedal:?]	shedy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	0	0
G764-X0032	qopchdy	NOMINAL_FIELD	qopchdy-Feld; nominal	C2_NOMINAL_C0_AXIS_C1_STAGE_RIVAL	f107v	f107	f107v.5	S	B	3	9	11	MIDDLE	1	0	tol sheockhedy qotol chdor otechdy teol tedaiin opchedy qopchdy ytar aiiil	0	tedaiin	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	opchedy	1	QUARANTINED	NONE	OPEN	QUARANTINED_SOURCE_COMPOSITION	ytar	1	CLEAN	PART|MATERIAL	AMOUNT_VALUE|CONTENT_PREPARATION	nimm hiervon die erste gekühlte Drogenfraktion	aiiil	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	0	0
G764-X0033	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f108r	f108	f108r.22	S	B	3	3	12	MIDDLE	0	0	dcheol shol dal qokaiin otal ol shedy qokey chey lor aiin okeeam	0	dcheol	1	CLEAN	NONE	OPEN	[dcheol:?]	shol	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	feucht	qokaiin	1	CLEAN	NONE	KNOWN_OTHER	heiß/warm; genaue Funktion und Identität offen	otal	1	CLEAN	NONE	KNOWN_OTHER	Material I im kalten Anfangsansatz	0	0
G764-X0034	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f108r	f108	f108r.45	S	B	3	11	11	LAST	1	0	dain sheckhy okeey keey lchedy okeey qokedy chedy dalkedy qokedy dal	0	dalkedy	1	CLEAN	NONE	OPEN	[dalkedy:?]	qokedy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	0	0
G764-X0035	qopchdy	NOMINAL_FIELD	qopchdy-Feld; nominal	C2_NOMINAL_C0_AXIS_C1_STAGE_RIVAL	f108v	f108	f108v.17	S	B	3	7	11	MIDDLE	0	0	qokeey lkeed chedy qokeeos sheol tedy qopchdy qokeshdy kedar otal raram	0	sheol	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	tedy	1	CLEAN	COLD|CLOSE|MIDDLE_STAGE|END_STAGE	QUALITY_STAGE|CLOSE	kalt in der Mitte des Grades, abgeschlossen	qokeshdy	1	CLEAN	NONE	OPEN	[qokeshdy:?]	kedar	1	CLEAN	NONE	OPEN	[kedar:?]	0	0
G764-X0036	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f10r	f10	f10r.11	H	A	1	2	5	MIDDLE	0	0	otchoshor qoty qotor cthyd otar	0	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	otchoshor	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	qotor	1	CLEAN	COLD|AMOUNT|MATERIAL	QUALITY_STAGE|AMOUNT_VALUE|CONTENT_PREPARATION	kalte Drogenportion	cthyd	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	0	0
G764-X0037	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f10v	f10	f10v.1	H	A	1	5	9	MIDDLE	1	0	paiin daiin sheo pcheey qoty daiin cthor otydy sain	0	sheo	1	CLEAN	MOIST|PREPARATION	QUALITY_STAGE|CONTENT_PREPARATION	Feuchtzubereitung	pcheey	1	CLEAN	NONE	H1_RECORD_FORM	H1-Form im trockenen Form-II-Feld; Stoff und Funktion offen	daiin	1	CLEAN	NONE	SCALAR_VALUE	Wert III	cthor	1	CLEAN	AMOUNT|MATERIAL	AMOUNT_VALUE|CONTENT_PREPARATION	eine Portion Pflanzendroge	1	1
G764-X0038	qoty	QUALITY_HEAD	Kältefeld, Grund-/Anfangsstufe	C2_ROLE_C1_PHRASE	f10v	f10	f10v.6	H	A	1	4	8	MIDDLE	0	0	shoiin chor shcthy qoty qotoiin qokol chor aiin	0	chor	1	CLEAN	NONE	KNOWN_OTHER	KNOWN_WHOLE_ROLE__RETIRED_LITERAL_MATERIAL_SUPPRESSED	shcthy	1	CLEAN	NONE	OPEN	feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut	qotoiin	1	CLEAN	COLD|PREPARATION	QUALITY_STAGE|CONTENT_PREPARATION	kalte Zubereitung, Form III	qokol	1	CLEAN	HOT|PROCESS	QUALITY_STAGE|PROCESS_PASS	erhitzen	0	0
G764-X0039	oteody	RESULT_STAGE_HEAD	Abkühl-/Ergebnisfeld	C0_AXIS_C1_WHOLE_STAGE_RIVAL	f111r	f111	f111r.18	S	B	3	3	12	MIDDLE	0	0	daiin shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched	0	daiin	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	shecthey	1	CLEAN	NONE	OPEN	[shecthey:?]	qochey	1	CLEAN	NONE	OPEN	[qochey:?]	qokeey	1	CLEAN	HOT|END_STAGE	QUALITY_STAGE	heiß am Ende des Grades	0	0
G764-X0040	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f111r	f111	f111r.22	S	B	3	4	16	MIDDLE	0	0	ssheo l keedy dal tched checkhey okey qo ain qo chedy qokeor okeey keo cthedy qokey	0	l	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	keedy	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	tched	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	checkhey	1	CLEAN	DRY|PREPARATION|MIDDLE_STAGE	QUALITY_STAGE|CONTENT_PREPARATION	trockenes Arzneikompositum in der Gradmitte	0	0
G764-X0041	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f111r	f111	f111r.9	S	B	3	10	11	MIDDLE	0	0	ycheeodain okeeo olchedy lchedy qokeey okeeedy okain chedy chedyteey dal lam	0	chedy	1	CLEAN	NONE	QUALITY_STAGE|CONTENT_PREPARATION	mittlere Trockenstufe erreicht	chedyteey	0	NONEXACT	NONE	OPEN	NONEXACT_UNSCORED	lam	1	CLEAN	NONE	H4_RECORD_FORM	H4-Ganzform im Feld „Eintragsabschluss I“; genaue Bedeutung offen	LINE_EDGE	0	EDGE	NONE	OPEN	NONE	0	0
G764-X0042	dal	MATERIAL_MEASURE_HEAD	Rohstoff I, abgemessen	C1_ROLE_C0_AXIS_C1_AMOUNT_RIVAL	f112r	f112	f112r.20	S	B	3	9	11	MIDDLE	0	0	qoaiin or aiin cheol keody qol keol okeeey dal aiin ody	0	keol	1	CLEAN	HOT|MATERIAL	QUALITY_STAGE|CONTENT_PREPARATION	heißer Drogenstoff	okeeey	1	CLEAN	NONE	QUALITY_STAGE	stark erhitzt, Endstufe	aiin	1	CLEAN	NONE	KNOWN_OTHER	Menge III	ody	1	CLEAN	PREPARATION|CLOSE|END_STAGE	QUALITY_STAGE|CONTENT_PREPARATION|CLOSE	fertiggestellter Ansatz	0	0
