event_id	page	record	statement_id	locus	silent_owner_de	containing_clause_de	component_parse	atomic_card_value_de	local_action_expansion_de	allograph_source	predicted_card_no	observed_card_no	card_roundtrip	renderer_source	renderer_rule	predicted_surface	observed_surface	surface_roundtrip	free_choice
E011	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten einsetzen	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	LOCAL_LOCUS_MEMORY	PROC011	PROC011	YES	RECORD_WRAPPER_MELODY	RM01:2	qokchy	qokchy	YES	NO
E012	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	OT+CH+OL	danach fortsetzen den laufenden Posten abziehen	abnehmen	DIRECT_UNIQUE_PARSE	PROC012	PROC012	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotchol	qotchol	YES	NO
E013	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	chol	YES	NO
E014	f10r	H1	H1-S002	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC014	PROC014	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	cthy	YES	NO
E015	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten kurz abziehen	Y+CH+E+OR	diesen Posten kurz abziehen	abziehen	DIRECT_UNIQUE_PARSE	PROC015	PROC015	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ycheor	ycheor	YES	NO
E016	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC014	PROC014	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	cthy	YES	NO
E017	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	OR	Ansatz	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC016	PROC016	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	chor	YES	NO
E018	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	CTH+AIIN	bereit · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC017	PROC017	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthaiin	cthaiin	YES	NO
E019	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC018	PROC018	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoctholy	qoctholy	YES	NO
E020	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	FORMULA_CADENCE_RULE	FC01	dy	dy	YES	NO
E021	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	chy	YES	NO
E022	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	FORMULA_CADENCE_RULE	FC01	taiin	taiin	YES	NO
E023	f10r	H2	H2-S001	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	FORMULA_CADENCE_RULE	FC01	shy	shy	YES	NO
E024	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	OT+CH+OR	danach den Ansatz abziehen	abziehen	DIRECT_UNIQUE_PARSE	PROC020	PROC020	YES	FORMULA_CADENCE_RULE	FC02	qotchor	qotchor	YES	NO
E025	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	OR	Ansatz	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC016	PROC016	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	chor	YES	NO
E026	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	OT+OL	danach · fortsetzen	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC021	PROC021	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otol	otol	YES	NO
E027	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	chol	YES	NO
E028	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	OL+OR	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC022	PROC022	YES	FORMULA_CADENCE_RULE	FC02	cholor	cholor	YES	NO
E029	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC013	PROC013	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chol	chol	YES	NO
E030	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	daiin	YES	NO
E031	f10r	H2	H2-S002	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	AR	von dort	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC003	PROC003	YES	AUTOMATIC_CONTEXT_RULE	WR04	dar	dar	YES	NO
E032	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	O+Y+K+OR	diesen Posten zuführen	zugeben	DIRECT_UNIQUE_PARSE	PROC023	PROC023	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oykchor	oykchor	YES	NO
E033	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	OR	Ansatz	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC016	PROC016	YES	FORMULA_CADENCE_RULE	FC03	shor	shor	YES	NO
E034	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	OR	Ansatz	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC016	PROC016	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chor	chor	YES	NO
E035	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	chy	YES	NO
E036	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	K+IIN	den laufenden Posten zuführen bis Sollstufe	zugeben	DIRECT_UNIQUE_PARSE	PROC024	PROC024	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kaiiin	kaiiin	YES	NO
E037	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	FORMULA_CADENCE_RULE	FC03	dy	dy	YES	NO
E038	f10r	H2	H2-S003	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen	CH+O+AIIN	den Arbeitsgang nach vorgeschriebenes Maß abziehen	abziehen	DIRECT_UNIQUE_PARSE	PROC025	PROC025	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chodaiin	chodaiin	YES	NO
E039	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter eintragen und halten	T+SH+OL	fortsetzen den laufenden Posten eintragen und halten	eintragen + halten	DIRECT_UNIQUE_PARSE	PROC026	PROC026	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	tshol	tshol	YES	NO
E040	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten an der bezeichneten Stelle im Arbeitsgang an Ort halten	SH+O+AL	den Arbeitsgang an bezeichnete Stelle halten	an Ort halten	DIRECT_UNIQUE_PARSE	PROC027	PROC027	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	schoal	schoal	YES	NO
E041	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten auswringen	CFH+Y	diesen Posten auswringen	auswringen	DIRECT_UNIQUE_PARSE	PROC028	PROC028	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cfhy	cfhy	YES	NO
E042	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten nach vorgeschriebenem Maß halten	SH+Y+AIIN	diesen Posten nach vorgeschriebenes Maß halten	halten	DIRECT_UNIQUE_PARSE	PROC029	PROC029	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shfydaiin	shfydaiin	YES	NO
E043	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten hineingeben	P+Y	diesen Posten hineingeben	hineingeben	DIRECT_UNIQUE_PARSE	PROC030	PROC030	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cphy	cphy	YES	NO
E044	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten länger halten	SH+EE+Y	diesen Posten länger halten	halten	NEIGHBOR_RULE	PROC031	PROC031	YES	AUTOMATIC_CONTEXT_RULE	WR03	shey	shey	YES	NO
E045	f11r	H3	H3-S001	f11r.1	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten im Arbeitsgang abschließend eintragen und abziehen und den Schritt schließen	T+CH+O+DY	den Arbeitsgang eintragen und abziehen; Schritt schließen	abschließend eintragen + abziehen	DIRECT_UNIQUE_PARSE	PROC032	PROC032	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	tchody	tchody	YES	NO
E046	f11r	H3	H3-S002	f11r.1	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten im Arbeitsgang halten und eintragen	SH+O+Y+T+Y	diesen Posten halten und eintragen	halten + eintragen	DIRECT_UNIQUE_PARSE	PROC033	PROC033	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shoyty	shoyty	YES	NO
E047	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	OL	fortsetzen	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC034	PROC034	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dchol	dchol	YES	NO
E048	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chy	chy	YES	NO
E049	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	K+Y	diesen Posten zuführen	zugeben	DIRECT_UNIQUE_PARSE	PROC035	PROC035	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kchy	kchy	YES	NO
E050	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	RECORD_WRAPPER_MELODY	RM02:1	dy	dy	YES	NO
E051	f11r	H3	H3-S003	f11r.4	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	daiin	YES	NO
E052	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	OT+Y	danach · dieser Posten	NON_ACTION_CONTRIBUTION	RECORD_RULE	PROC036	PROC036	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotchy	qotchy	YES	NO
E053	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	OK+OL	fortsetzen den laufenden Posten ansetzen	einsetzen	RECORD_RULE	PROC037	PROC037	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okchol	okchol	YES	NO
E054	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC014	PROC014	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cthy	cthy	YES	NO
E055	f11r	H3	H3-S004	f11r.7	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	RECORD_WRAPPER_MELODY	RM02:2	dy	dy	YES	NO
E056	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß einsetzen	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	DIRECT_UNIQUE_PARSE	PROC038	PROC038	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	qokaiin	YES	NO
E057	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	RECORD_WRAPPER_MELODY	RM03:1	chaiin	chaiin	YES	NO
E058	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	Y+K+AIN	diesen Posten nach Portion zuführen	dosiert zugeben	NEIGHBOR_RULE	PROC039	PROC039	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykain	ykain	YES	NO
E059	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	Y+K+AIN	diesen Posten nach Portion zuführen	zugeben	NEIGHBOR_RULE	PROC040	PROC040	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykan	ykan	YES	NO
E060	f55v	H4	H4-S001	f55v.5	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	O+DY	Arbeitsgang; Schritt schließen	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC041	PROC041	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ody	ody	YES	NO
E061	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiin	daiin	YES	NO
E062	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	CHD+Y	den aktuellen Posten umsetzen	abmessen und umsetzen	NEIGHBOR_RULE	PROC042	PROC042	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	chedy	YES	NO
E063	f55v	H4	H4-S002	f55v.5	abgebildete breitblättrige rispige Pflanze	den laufenden Posten verwahren	TALAM	den laufenden Posten verwahren	verwahren	DIRECT_UNIQUE_PARSE	PROC043	PROC043	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	talam	talam	YES	NO
E064	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß dosiert zugeben	Y+K+AIIN	diesen Posten nach vorgeschriebenes Maß zuführen	dosiert zugeben	DIRECT_UNIQUE_PARSE	PROC044	PROC044	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ykaiin	ykaiin	YES	NO
E065	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten von dort im Arbeitsgang kurz entnehmen	CH+E+O+AR	den Arbeitsgang von dort kurz abziehen	entnehmen	DIRECT_UNIQUE_PARSE	PROC045	PROC045	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheoar	cheoar	YES	NO
E066	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen	CHK+EE+Y	den aktuellen Posten länger wärmen	temperieren	RECORD_RULE	PROC046	PROC046	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheeky	cheeky	YES	NO
E067	f55v	H4	H4-S003	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen	OL+DY	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC047	PROC047	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oldy	oldy	YES	NO
E068	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC009	PROC009	YES	RECORD_WRAPPER_MELODY	RM03:2	aiin	aiin	YES	NO
E069	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	DIRECT_UNIQUE_PARSE	PROC048	PROC048	YES	RECORD_WRAPPER_MELODY	RM03:2	okal	okal	YES	NO
E070	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	OL+T+Y	fortsetzen diesen Posten eintragen	eintragen	DIRECT_UNIQUE_PARSE	PROC049	PROC049	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oltchy	oltchy	YES	NO
E071	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	OR	Ansatz	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC016	PROC016	YES	AUTOMATIC_CONTEXT_RULE	WR02	or	or	YES	NO
E072	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	Y	dieser Posten	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC019	PROC019	YES	RECORD_WRAPPER_MELODY	RM03:2	y	y	YES	NO
E073	f55v	H4	H4-S004	f55v.11	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	OR+AIN	Ansatz · Portion	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC050	PROC050	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	orain	orain	YES	NO
E074	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	den Ansatz abziehen	HO+CH+OR	den Gabe und Ansatz abziehen	abziehen	DIRECT_UNIQUE_PARSE	PROC051	PROC051	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chochor	chochor	YES	NO
E075	f56r	H5	H5-S001	f56r.5	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	HO	Gabe	NON_ACTION_CONTRIBUTION	DIRECT_UNIQUE_PARSE	PROC052	PROC052	YES	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cho	cho	YES	NO
