gdt753_reader_id	gdt753_occurrence_id	surface	page	locus	token_ordinal	boundary_complete	anchor_tags	field_channel	role_evidence_decision	old_composition_derived_render_de	old_concrete_render_disposition	current_working_whole_default_de	safe_occurrence_render_de	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G753-R011	G753-O0134	qokeol	f51r	f51r.10	4	1	HOT|DRY|AMOUNT|MATERIAL|PREPARATION|PROCESS	PRESCRIPTIVE_RECIPE	PREPARATION_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Zubereitungskontext; genaue Ganzformrolle offen	ykchol dor shey qokeol kchey shol okam	OPEN	0	0
G753-R012	G753-O0153	qokeol	f58v	f58v.3	4	0	HOT|PREPARATION|MIDDLE_STAGE	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	todal qotain shoy qokeol okey qokalchal daly ar aim	OPEN	0	0
G753-R013	G753-O0163	qokeol	f58v	f58v.25	4	0	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	PRESCRIPTIVE_RECIPE	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	qotain okeor sheey qokeol okeoly qokaly qokair or tas ykal	OPEN	0	0
G753-R014	G753-O0304	okeol	f81v	f81v.26	9	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	ol checholtar oiin okedy dal shey olkeol olkeedy okeol	OPEN	0	0
G753-R015	G753-O0305	qokeol	f82r	f82r.1	2	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	qosheedy qokeol daiin shckhy okeeor cheey daiin shey	OPEN	0	0
G753-R016	G753-O0331	okeol	f83v	f83v.6	7	1	DRY|PROCESS	PRESCRIPTIVE_PROCESS	OTHER_ANCHORED_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: PRESCRIPTIVE_PROCESS; genaue Ganzformrolle offen	chedy qoteedy otalshedy sol chl es okeol shedy qokolchedy qokal	OPEN	0	0
G753-R017	G753-O0377	okeol	f87r	f87r.14	4	1	DRY|PART|MATERIAL	DESCRIPTIVE_MATERIA	OTHER_ANCHORED_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: DESCRIPTIVE_MATERIA; genaue Ganzformrolle offen	daiin shol cthey okeol cheor okeeo daiim	OPEN	0	0
G753-R018	G753-O0378	qokeol	f88r	f88r.10	1	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen	qokeol cheol saiin cheos cheol doleeey or cheom cheojam	OPEN	0	0
G753-R019	G753-O0380	qokeol	f88r	f88r.21	4	1	MATERIAL|MIDDLE_STAGE	MATERIA_OR_INGREDIENT	PROCESS_MATERIAL_MIDDLE_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Mittelstufen-Verarbeitungs-/Stoffkontext	teol chor olsheody qokeol shoy ol sheeol sheoldg	OPEN	0	0
G753-R020	G753-O0382	qokeol	f89r1	f89r1.8	1	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	qokeol chol qodaiin chol cheody qokechy daiin ctheody dam	OPEN	0	0
G753-R021	G753-O0384	okeol	f89v1	f89v1.17	8	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	sal shol ykol daram sholckhy dolchey dalshdy okeol dalchy	OPEN	0	0
G753-R022	G753-O0385	qokeol	f90r1	f90r1.1	2	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen	poleeol qokeol qokchod choly cthog	OPEN	0	0
G753-R023	G753-O0388	okeol	f93r	f93r.11	1	0	COLD|MOIST|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	PRESCRIPTIVE_RECIPE	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	okeol oteol s odam sheo al sal	OPEN	0	0
G753-R024	G753-O0409	qokeol	f96r	f96r.5	6	0	MOIST|PART|MATERIAL	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	daiin chodaiin cthey tol sheor qokeol okol	OPEN	0	0
G753-R025	G753-O0410	okeol	f99r	f99r.17	5	0	HOT|AMOUNT|PART|PREPARATION|PROCESS|BEGIN_STAGE|END_STAGE	PRESCRIPTIVE_RECIPE	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	dcheor chr al yckhy okeol ckhor oraiin chor qokeeor chory	OPEN	0	0
G753-R026	G753-O0412	okeol	f99r	f99r.28	7	0	HOT|COLD|DRY|MOIST|AMOUNT|MATERIAL|PREPARATION|BEGIN_STAGE	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	kodaiin opchey qoky dar otchor opsho okeol sheol oteoefol	OPEN	0	0
G753-R027	G753-O0413	okeol	f99r	f99r.29	4	1	HOT|AMOUNT|MATERIAL|PREPARATION|MIDDLE_STAGE	DESCRIPTIVE_MATERIA	PROCESS_MATERIAL_MIDDLE_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Mittelstufen-Verarbeitungs-/Stoffkontext	dsheol ckhey ckheol okeol ctheol qokey ckhol okeol okeey dald	OPEN	0	0
G753-R028	G753-O0414	okeol	f99r	f99r.31	7	0	COLD|MOIST|MATERIAL	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	chees okeey qotol sheol daiin qotol okeol	OPEN	0	0
G753-R029	G753-O0415	okeol	f99r	f99r.48	2	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	OPEN	0	0
G753-R030	G753-O0417	qokeol	f99v	f99v.11	4	1	HOT|COLD|DRY|MATERIAL|PREPARATION|CLOSE|END_STAGE	DESCRIPTIVE_MATERIA	PREPARATION_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Zubereitungskontext; genaue Ganzformrolle offen	okoiin choty qokchol qokeol okoldy qoldy toly daiin	OPEN	0	0
G753-R031	G753-O0418	qokeol	f99v	f99v.12	2	0	HOT|COLD|PREPARATION	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	qokeo qokeol chockhy otol daiin oty otoey da chor aiin	OPEN	0	0
G753-R032	G753-O0419	okeol	f99v	f99v.22	7	0	COLD|PREPARATION|MIDDLE_STAGE	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	OPEN	0	0
G753-R033	G753-O0420	qokeol	f99v	f99v.22	8	1	MATERIAL|MIDDLE_STAGE	MATERIA_OR_INGREDIENT	PROCESS_MATERIAL_MIDDLE_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Mittelstufen-Verarbeitungs-/Stoffkontext	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	OPEN	0	0
G753-R034	G753-O0421	qokeol	f99v	f99v.22	10	1	MATERIAL|MIDDLE_STAGE	MATERIA_OR_INGREDIENT	PROCESS_MATERIAL_MIDDLE_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Mittelstufen-Verarbeitungs-/Stoffkontext	doiin otey o keeol s aiin okeol qokeol ctheol qokeol dy qokaiin	OPEN	0	0
G753-R035	G753-O0422	okeol	f99v	f99v.23	7	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen	qokeey chol okeoldy qokol qokeolo lchol okeol sheodol qokeechom	OPEN	0	0
G753-R036	G753-O0423	qokeol	f99v	f99v.38	3	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen	ol cheey qokeol okeol okeol shokol ykey	OPEN	0	0
G753-R037	G753-O0424	okeol	f99v	f99v.38	4	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen	ol cheey qokeol okeol okeol shokol ykey	OPEN	0	0
G753-R038	G753-O0425	okeol	f99v	f99v.38	5	1	HOT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	PRESCRIPTIVE_RECIPE	PROCESS_MATERIAL_MIDDLE_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Mittelstufen-Verarbeitungs-/Stoffkontext	ol cheey qokeol okeol okeol shokol ykey	OPEN	0	0
G753-R039	G753-O0426	okeol	f99v	f99v.39	6	0	PREPARATION|MIDDLE_STAGE	MATERIA_OR_INGREDIENT	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	dar shol okchey ckhey qokololal okeol	OPEN	0	0
G753-R040	G753-O0429	qokeol	f100r	f100r.14	6	0	COLD|END_STAGE	DESCRIPTIVE_QUALITY	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	shor chkeey qoteey qokeody qoteold qokeol so raiin otal ykeeeo	OPEN	0	0
G753-R041	G753-O0430	okeol	f100r	f100r.25	10	0	MATERIAL|MIDDLE_STAGE	MATERIA_OR_INGREDIENT	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	OPEN	0	0
G753-R042	G753-O0432	qokeol	f100v	f100v.15	9	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	OPEN	0	0
G753-R043	G753-O0433	okeol	f100v	f100v.16	7	0	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE	PRESCRIPTIVE_RECIPE	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	OPEN	0	0
G753-R044	G753-O0434	okeol	f100v	f100v.16	10	1	HOT|AMOUNT|PREPARATION|PROCESS|MIDDLE_STAGE	PRESCRIPTIVE_RECIPE	PROCESS_MATERIAL_MIDDLE_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Mittelstufen-Verarbeitungs-/Stoffkontext	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	OPEN	0	0
G753-R045	G753-O0435	qokeol	f100v	f100v.17	3	1	COLD|DRY|AMOUNT|PREPARATION	DESCRIPTIVE_MATERIA	PREPARATION_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Zubereitungskontext; genaue Ganzformrolle offen	chockhey sholkcheol qokeol okol chol chotor chso solcthy	OPEN	0	0
G753-R046	G753-O0436	qokeol	f100v	f100v.18	10	0	DRY|AMOUNT|MATERIAL|PREPARATION|END_STAGE	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	OPEN	0	0
G753-R047	G753-O0437	qokeol	f102r1	f102r1.9	3	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	OPEN	0	0
G753-R048	G753-O0438	okeol	f102r1	f102r1.16	6	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	OPEN	0	0
G753-R049	G753-O0439	okeol	f102v2	f102v2.18	3	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen	ocheos chyokeor okeol okeol shy y	OPEN	0	0
G753-R050	G753-O0440	okeol	f102v2	f102v2.18	4	1	NONE	OPEN	COMPLETE_OPEN_CONTEXT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen	ocheos chyokeor okeol okeol shy y	OPEN	0	0
G753-R051	G753-O0442	okeol	f102v2	f102v2.32	4	0	DRY|AMOUNT|MATERIAL|END_STAGE	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	OPEN	0	0
G753-R052	G753-O0443	qokeol	f102v2	f102v2.35	9	0	HOT|BEGIN_STAGE	DESCRIPTIVE_QUALITY	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	OPEN	0	0
G753-R053	G753-O0445	qokeol	f102v1	f102v1.9	3	1	DRY|PREPARATION|END_STAGE	DESCRIPTIVE_MATERIA	PREPARATION_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Zubereitungskontext; genaue Ganzformrolle offen	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	OPEN	0	0
G753-R054	G753-O0451	okeol	f103r	f103r.10	4	0	HOT|COLD|DRY|AMOUNT|PART|PREPARATION	DESCRIPTIVE_MATERIA	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	OPEN	0	0
G753-R055	G753-O0453	qokeol	f103r	f103r.11	10	0	HOT|MIDDLE_STAGE	DESCRIPTIVE_QUALITY	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	dar oteey otain lolshedy okain chey qorain shey otoy qokeol key dayky	OPEN	0	0
G753-R056	G753-O0455	qokeol	f103r	f103r.12	5	1	COLD|MOIST|PART|MATERIAL|PREPARATION|END_STAGE	DESCRIPTIVE_MATERIA	PREPARATION_CONTEXT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Zubereitungskontext; genaue Ganzformrolle offen	oain shey shckhy oteey qokeol keedy shar aiin otedy	OPEN	0	0
G753-R057	G753-O0457	qokeol	f103r	f103r.18	2	0	NONE	OPEN	CENSORED_FIELD_NO_ROLE_CREDIT	erhitze den Drogenstoff bis zur Mittelstufe	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	qokeol: Ganzformrolle offen (Feld abgeschnitten)	polchedy qokeol okain checthy oteeylshedy okain qokain qokalshedy oteys	OPEN	0	0
G753-R058	G753-O0502	okeol	f104v	f104v.3	5	0	AMOUNT|PREPARATION|END_STAGE|LEVEL_III	QUANTITY_OR_PART	CENSORED_FIELD_NO_ROLE_CREDIT	Grundansatz bis zur mittleren Heizstufe erwärmt	DEMOTED_TO_BACKGROUND_HYPOTHESIS	Wärme-/Mittelstufenfeld; genaue Funktion und Träger offen	okeol: Ganzformrolle offen (Feld abgeschnitten)	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl	OPEN	0	0
