gdt753_occurrence_id	gdt753_pair_id	comparison_group	pair_side	surface	paired_surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	current_inherited_semantic_value_de_not_used_as_field_anchor	current_inherited_confidence_not_used_for_field_anchor	current_inherited_authority_not_used_for_field_anchor	current_inherited_dispatch_not_used_for_field_anchor	written_line_eva	left_extent	right_extent	left_boundary_reason	right_boundary_reason	boundary_complete	anchor_count	anchor_surfaces	anchor_tags	anchor_evidence	field_channel	slot_class	slot_label_de	process_or_material_middle_support	preparation_support	quality_stage_support	process_support	material_support	middle_stage_support	unknown_cells_inside	literal_identity	confirmed_lexeme	component_export_credit
G753-O0011	G753-P04	MATCHED_Q_PAIR	BASE	otain	qotain	f5r	f5	f5r.4	1	6	0.000000	kalt im Zubereitungsrahmen, Grad II	NA	GDT671_V48_CACHE_CELL	UNCHANGED_GDT733	otain sheody chan s cheor chocthy	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	1	cheor	DRY|PART|MATERIAL	R4 cheor=trockener Drogenteil [DRY|PART|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	0	OPEN	0	0
G753-O0012	G753-P05	MATCHED_Q_PAIR	PREFIX	qoaiin	oaiin	f5r	f5	f5r.5	3	8	0.285714	nimm drei Teile	W3_SOLID_WORKING_THEORY	qoaiin#GLOBAL	UNCHANGED_GDT733	tchy shody qoaiin cholols sho qotcheo daiin shodaiin	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	3	shody|sho|shodaiin	MOIST|AMOUNT|PREPARATION|END_STAGE	L1 shody=vollständig eingeweichter Ansatz [PREPARATION|END_STAGE;W3_SOLID_WORKING_THEORY] || R2 sho=feuchter Ansatz [MOIST|PREPARATION;W3_SOLID_WORKING_THEORY] || R5 shodaiin=drei Portionen Feuchtansatz [MOIST|AMOUNT|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	2	OPEN	0	0
G753-O0013	G753-P10	MATCHED_NONQ_PAIR	PREFIX	otchor	tchor	f5v	f5	f5v.3	5	9	0.500000	kalt-trockene Drogenportion im Ansatz	W3_SOLID_WORKING_THEORY	otchor#GLOBAL	UNCHANGED_GDT733	qotcho ytor daiin daiin otchor daiin qo darchor do	4	4	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R4	1	2	qotcho|qo	DRY|PROCESS	L4 qotcho=kühle, trockne und setze an [DRY;W3_SOLID_WORKING_THEORY] || R2 qo=nehmen [PROCESS;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_PROCESS	INGREDIENT_OR_PROCESS_COMPLEMENT	Stoff-/Prozessergänzung offen	0	0	1	1	0	0	3	OPEN	0	0
G753-O0014	G753-P11	MATCHED_NONQ_PAIR	PREFIX	otchol	tchol	f5v	f5	f5v.5	4	8	0.428571	kalt-trockener Zubereitungsstoff	W3_SOLID_WORKING_THEORY	otchol#GLOBAL	UNCHANGED_GDT733	shokeeol chor cheotol otchol daiin dal chol chotaiin	3	4	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R4	1	1	chotaiin	COLD|DRY|PREPARATION|LEVEL_III	R4 chotaiin=trockene Zubereitung: kalt, Grad III [COLD|DRY|PREPARATION|LEVEL_III;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	1	1	0	0	0	2	OPEN	0	0
G753-O0015	G753-P10	MATCHED_NONQ_PAIR	BASE	tchor	otchor	f6r	f6	f6r.10	1	7	0.000000	kalt-trockene Drogenportion	W3_SOLID_WORKING_THEORY	tchor#GLOBAL	UNCHANGED_GDT733	tchor ctheod chy shor od she od	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	2	ctheod|od	MATERIAL|PREPARATION|MIDDLE_STAGE	R1 ctheod=Krautansatz auf der mittleren Stufe abschließen [MATERIAL|PREPARATION|MIDDLE_STAGE;W2_PROVISIONAL_WORKING] || R4 od=miss vom Ansatz ab [PREPARATION;W2_PROVISIONAL_WORKING]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	Lemma-/Zutatinhalt offen	0	0	0	0	0	0	0	OPEN	0	0
G753-O0016	G753-P10	MATCHED_NONQ_PAIR	PREFIX	otchor	tchor	f7r	f7	f7r.6	5	6	0.800000	kalt-trockene Drogenportion im Ansatz	W3_SOLID_WORKING_THEORY	otchor#GLOBAL	UNCHANGED_GDT733	ksholo chey qotoees chkoldy otchor choaiin	4	1	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R1	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	4	OPEN	0	0
G753-O0017	G753-P11	MATCHED_NONQ_PAIR	PREFIX	otchol	tchol	f7r	f7	f7r.7	4	8	0.428571	kalt-trockener Zubereitungsstoff	W3_SOLID_WORKING_THEORY	otchol#GLOBAL	UNCHANGED_GDT733	dshoy cthol chol otchol dain shody shol chotchy	3	4	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R4	1	3	cthol|shody|chotchy	COLD|DRY|MATERIAL|PREPARATION|BEGIN_STAGE|END_STAGE	L2 cthol=Pflanzendrogenstoff [MATERIAL;W3_SOLID_WORKING_THEORY] || R2 shody=vollständig eingeweichter Ansatz [PREPARATION|END_STAGE;W3_SOLID_WORKING_THEORY] || R4 chotchy=Trockenansatz aus kalt getrockneter Droge in Grundform [COLD|DRY|MATERIAL|PREPARATION|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	1	1	0	1	0	0	OPEN	0	0
G753-O0018	G753-P07	MATCHED_NONQ_PAIR	BASE	kaiin	ykaiin	f8r	f8	f8r.19	6	10	0.555556	heiß, Grad III	W3_SOLID_WORKING_THEORY	kaiin#GLOBAL	UNCHANGED_GDT733	sair cheain cphol dar shol kaiin shol kaiin dai kam	4	1	STRICT_INITIAL_BEFORE_R5	PAIR_SURFACE_BEFORE_R2	1	2	cphol|cheain	DRY|MATERIAL|LEVEL_II	L4 cheain=Droge bis zur Trockenstufe II [DRY|MATERIAL|LEVEL_II;W2_PROVISIONAL_WORKING] || L3 cphol=zusammengesetzter Drogenstoff [MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	1	0	1	0	0	OPEN	0	0
G753-O0019	G753-P07	MATCHED_NONQ_PAIR	BASE	kaiin	ykaiin	f8r	f8	f8r.19	8	10	0.777778	heiß, Grad III	W3_SOLID_WORKING_THEORY	kaiin#GLOBAL	UNCHANGED_GDT733	sair cheain cphol dar shol kaiin shol kaiin dai kam	1	2	PAIR_SURFACE_BEFORE_R2	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	2	OPEN	0	0
G753-O0020	G753-P02	MATCHED_Q_PAIR	BASE	oteey	qoteey	f8v	f8	f8v.16	4	8	0.428571	kalter Ansatz am Ende des Grades	W3_SOLID_WORKING_THEORY	oteey#GLOBAL	UNCHANGED_GDT733	chor cheor chear oteey dchor chodey cho raiin	3	3	LINE_EDGE_AFTER_R3	STRICT_INITIAL_BEFORE_R4	1	2	dchor|cho	DRY|PART|PREPARATION	R1 dchor=abgemessener Pflanzenteil [PART;W3_SOLID_WORKING_THEORY] || R3 cho=Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	1	1	0	0	0	0	OPEN	0	0
G753-O0021	G753-P11	MATCHED_NONQ_PAIR	PREFIX	otchol	tchol	f9r	f9	f9r.5	8	10	0.777778	kalt-trockener Zubereitungsstoff	W3_SOLID_WORKING_THEORY	otchol#GLOBAL	UNCHANGED_GDT733	daiin chor sor cthy chokoiin shol dsholdy otchol ot dy	4	2	STRICT_INITIAL_BEFORE_R5	LINE_EDGE_AFTER_R2	1	1	cthy	MATERIAL	L4 cthy=CTH-Drogenmaterial [MATERIAL;W3_SOLID_WORKING_THEORY]	MATERIA_OR_INGREDIENT	LEMMA_OR_INGREDIENT	Lemma-/Zutatinhalt offen	0	0	0	0	1	0	3	OPEN	0	0
G753-O0022	G753-P11	MATCHED_NONQ_PAIR	BASE	tchol	otchol	f9r	f9	f9r.7	5	10	0.444444	kalt-trockenes Drogenmaterial	W3_SOLID_WORKING_THEORY	tchol#GLOBAL	UNCHANGED_GDT733	or chol chy tchy tchol ytor qotol chyky chodar aiin	4	5	LINE_EDGE_AFTER_R4	RADIUS5_CENSORED	0	2	qotol|chyky	HOT|COLD|DRY|MATERIAL|BEGIN_STAGE	R2 qotol=kaltes Material [COLD|MATERIAL;W3_SOLID_WORKING_THEORY] || R3 chyky=trocken-heiß, Grundstufe [HOT|DRY|BEGIN_STAGE;W2_PROVISIONAL_WORKING]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	2	OPEN	0	0
G753-O0023	G753-P05	MATCHED_Q_PAIR	PREFIX	qoaiin	oaiin	f9v	f9	f9v.2	2	11	0.100000	nimm drei Teile	W3_SOLID_WORKING_THEORY	qoaiin#GLOBAL	UNCHANGED_GDT733	dchor qoaiin chkaiin cthor chol chor cphol dy oty qokaiin dy	1	5	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	4	dchor|chkaiin|cthor|cphol	HOT|DRY|AMOUNT|PART|MATERIAL|LEVEL_III	L1 dchor=abgemessener Pflanzenteil [PART;W3_SOLID_WORKING_THEORY] || R1 chkaiin=heiß-trocken, Grad III [HOT|DRY|LEVEL_III;W3_SOLID_WORKING_THEORY] || R2 cthor=eine Portion Pflanzendroge [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R5 cphol=zusammengesetzter Drogenstoff [MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	0	OPEN	0	0
G753-O0024	G753-P07	MATCHED_NONQ_PAIR	PREFIX	ykaiin	kaiin	f9v	f9	f9v.3	3	9	0.250000	erhitze hiervon auf Stufe III	NA	GDT671_V48_CACHE_CELL	UNCHANGED_GDT733	ykey chor ykaiin daiin cthy otaiin oky oeees daiin	2	5	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	3	ykey|cthy|oeees	HOT|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	L2 ykey=erhitze hiervon bis zur Mittelstufe und schließe ab [HOT|PROCESS|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || R2 cthy=CTH-Drogenmaterial [MATERIAL;W3_SOLID_WORKING_THEORY] || R5 oeees=Ansatzcharge der letzten Stufe [PREPARATION;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	0	0	0	0	0	0	0	OPEN	0	0
G753-O0025	G753-P11	MATCHED_NONQ_PAIR	BASE	tchol	otchol	f11r	f11	f11r.5	1	11	0.000000	kalt-trockenes Drogenmaterial	W3_SOLID_WORKING_THEORY	tchol#GLOBAL	UNCHANGED_GDT733	tchol shor shor dky y daiin cthy d y chodl daiin	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	OPEN	UNASSIGNED	Inhaltsrolle offen	0	0	0	0	0	0	1	OPEN	0	0
G753-O0026	G753-P10	MATCHED_NONQ_PAIR	PREFIX	otchor	tchor	f11v	f11	f11v.3	1	9	0.000000	kalt-trockene Drogenportion im Ansatz	W3_SOLID_WORKING_THEORY	otchor#GLOBAL	UNCHANGED_GDT733	otchor dy kchy tchy ar qokchd oky choldy dy	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	3	kchy|tchy|qokchd	HOT|COLD|DRY|MATERIAL|BEGIN_STAGE	R2 kchy=heiß und trocken am Anfang des Grades [HOT|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || R3 tchy=kalt und trocken am Anfang des Grades [COLD|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || R5 qokchd=abgemessene heiß-trockene Droge [HOT|DRY|MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	0	OPEN	0	0
G753-O0027	G753-P02	MATCHED_Q_PAIR	PREFIX	qoteey	oteey	f11v	f11	f11v.6	2	9	0.125000	kalt am Ende des Grades	W3_SOLID_WORKING_THEORY	qoteey#GLOBAL	UNCHANGED_GDT733	soydy qoteey qot chor dy ddy cthor shy arg	0	5	STRICT_INITIAL_BEFORE_R1	RADIUS5_CENSORED	0	1	cthor	AMOUNT|MATERIAL	R5 cthor=eine Portion Pflanzendroge [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY]	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	Mengenbezug-/Teilname offen	0	0	0	0	0	0	1	OPEN	0	0
G753-O0028	G753-P10	MATCHED_NONQ_PAIR	PREFIX	otchor	tchor	f13r	f13	f13r.4	3	3	1.000000	kalt-trockene Drogenportion im Ansatz	W3_SOLID_WORKING_THEORY	otchor#GLOBAL	UNCHANGED_GDT733	qodchy ytchy otchor	2	0	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R0	1	2	ytchy|qodchy	COLD|DRY|AMOUNT|MATERIAL|PROCESS|BEGIN_STAGE	L2 qodchy=eine Portion Trockendroge nehmen [DRY|AMOUNT|MATERIAL|PROCESS;W2_PROVISIONAL_WORKING] || L1 ytchy=Eintrag: kalt-trockene Grundform [COLD|DRY|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	0	0	1	1	1	0	0	OPEN	0	0
G753-O0029	G753-P11	MATCHED_NONQ_PAIR	PREFIX	otchol	tchol	f13r	f13	f13r.5	7	8	0.857143	kalt-trockener Zubereitungsstoff	W3_SOLID_WORKING_THEORY	otchol#GLOBAL	UNCHANGED_GDT733	shorodo shy tshy kchol dpchy qopchy otchol cfholdy	5	1	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	2	kchol|tshy	HOT|COLD|DRY|MOIST|BEGIN_STAGE	L4 tshy=kalt und feucht am Anfang des Grades [COLD|MOIST|BEGIN_STAGE;W3_SOLID_WORKING_THEORY] || L3 kchol=erhitztes Trockengut [HOT|DRY;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	2	OPEN	0	0
G753-O0030	G753-P10	MATCHED_NONQ_PAIR	BASE	tchor	otchor	f13r	f13	f13r.6	1	9	0.000000	kalt-trockene Drogenportion	W3_SOLID_WORKING_THEORY	tchor#GLOBAL	UNCHANGED_GDT733	tchor dor daiin qotchol okchy okchor oiin chckhy d	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	3	dor|qotchol|okchy	HOT|COLD|DRY|AMOUNT|MATERIAL|PREPARATION|BEGIN_STAGE	R1 dor=miss eine Portion Droge ab [AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R3 qotchol=Material: kalt und trocken [COLD|DRY|MATERIAL;W3_SOLID_WORKING_THEORY] || R4 okchy=heiß-trockener Ansatz am Anfang des Grades [HOT|DRY|PREPARATION|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	0	OPEN	0	0
G753-O0031	G753-P11	MATCHED_NONQ_PAIR	PREFIX	otchol	tchol	f13v	f13	f13v.2	4	6	0.600000	kalt-trockener Zubereitungsstoff	W3_SOLID_WORKING_THEORY	otchol#GLOBAL	UNCHANGED_GDT733	oko qokol chodal otchol cphol choty	3	2	LINE_EDGE_AFTER_R3	LINE_EDGE_AFTER_R2	1	3	qokol|cphol|choty	HOT|COLD|DRY|MATERIAL|PREPARATION|PROCESS	L2 qokol=erhitzen [HOT|PROCESS;W3_SOLID_WORKING_THEORY] || R1 cphol=zusammengesetzter Drogenstoff [MATERIAL;W3_SOLID_WORKING_THEORY] || R2 choty=kalter Trockenansatz [COLD|DRY|PREPARATION;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	0	1	1	1	1	0	2	OPEN	0	0
G753-O0032	G753-P05	MATCHED_Q_PAIR	BASE	oaiin	qoaiin	f13v	f13	f13v.4	6	8	0.714286	drei Ansatzportionen	W3_SOLID_WORKING_THEORY	oaiin#GLOBAL	UNCHANGED_GDT733	o l s chey okos oaiin okshy qo	5	2	RADIUS5_CENSORED	LINE_EDGE_AFTER_R2	0	2	okos|okshy	HOT|MOIST|AMOUNT|PREPARATION|BEGIN_STAGE	L1 okos=eine Charge Heißansatz [HOT|AMOUNT|PREPARATION;W2_PROVISIONAL_WORKING] || R1 okshy=heiß-feuchter Ansatz am Anfang des Grades [HOT|MOIST|PREPARATION|BEGIN_STAGE;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	0	OPEN	0	0
G753-O0033	G753-P10	MATCHED_NONQ_PAIR	PREFIX	otchor	tchor	f15r	f15	f15r.2	1	6	0.000000	kalt-trockene Drogenportion im Ansatz	W3_SOLID_WORKING_THEORY	otchor#GLOBAL	UNCHANGED_GDT733	otchor qokchor oly okor shy koly	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	2	oly|okor	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS	R2 oly=abseihen [PROCESS;W3_SOLID_WORKING_THEORY] || R3 okor=heiße Drogenportion im Ansatz [HOT|AMOUNT|MATERIAL|PREPARATION;W3_SOLID_WORKING_THEORY]	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	Zutat-/Anweisungsinhalt offen	0	0	0	0	0	0	2	OPEN	0	0
G753-O0034	G753-P10	MATCHED_NONQ_PAIR	PREFIX	otchor	tchor	f15v	f15	f15v.5	1	6	0.000000	kalt-trockene Drogenportion im Ansatz	W3_SOLID_WORKING_THEORY	otchor#GLOBAL	UNCHANGED_GDT733	otchor chor chor ytchor cthy s	0	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	2	ytchor|cthy	COLD|DRY|AMOUNT|MATERIAL	R3 ytchor=kalt-trockene Portion dieser Droge [COLD|DRY|AMOUNT|MATERIAL;W3_SOLID_WORKING_THEORY] || R4 cthy=CTH-Drogenmaterial [MATERIAL;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	0	0	0	0	0	0	OPEN	0	0
G753-O0035	G753-P07	MATCHED_NONQ_PAIR	BASE	kaiin	ykaiin	f15v	f15	f15v.6	3	6	0.400000	heiß, Grad III	W3_SOLID_WORKING_THEORY	kaiin#GLOBAL	UNCHANGED_GDT733	qotchey choty kaiin otchy r aiin	2	3	LINE_EDGE_AFTER_R2	LINE_EDGE_AFTER_R3	1	2	choty|qotchey	COLD|DRY|PREPARATION|MIDDLE_STAGE	L2 qotchey=kalt und trocken in der Mitte des Grades [COLD|DRY|MIDDLE_STAGE;W3_SOLID_WORKING_THEORY] || L1 choty=kalter Trockenansatz [COLD|DRY|PREPARATION;W3_SOLID_WORKING_THEORY]	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	Lemma-/Beschreibungsinhalt offen	0	1	1	0	0	1	0	OPEN	0	0
