master_card_id	master_form	registered_surfaces	semantic_atoms	short_default_de	section_deck_status	herbal_event_count	biological_event_count	herbal_records	biological_records	final_teaching_tier
MC011	lchedar	lchedar	L+CHD+AR	abführen+umsetzen+Quelle	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC012	dl	dl	LOCAL_WHOLE	Zusatz	BIOLOGICAL_EXTENSION_107	0	2	NONE	B1	SPECIALIST_TABLET_CARD
MC013	otchor	otchor|qotchor	OT+OR	danach+Ansatz	HERBAL_EXTENSION_49	2	0	H2|H5	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC014	chair	chair	AIR	Lauf	HERBAL_EXTENSION_49	1	0	H1	NONE	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC015	qokokchy	qokokchy	OK+OK+Y	ansetzen+ansetzen+Posten	HERBAL_EXTENSION_49	1	0	H5	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC016	rol	rol	OL	weiter	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC017	okain	okain|qokain	OK+AIN	ansetzen+Anteil	BIOLOGICAL_EXTENSION_107	0	7	NONE	B1|B2|B3|B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC018	qotedaiin	qotedaiin	OT+E+AIIN	danach+kurz+Sollmaß	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC019	oldy	oldy	OL+CLOSE	weiter+Schluss	SHARED_17	1	1	H4	B4	PORTABLE_EXACT_CORE_CARD
MC020	solkeey	solkeey	SOLK+EE+Y	sammeln+länger+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B6	SPECIALIST_TABLET_CARD
MC021	oltchy	oltchy	OL+CTH+Y	weiter+bereit+Posten	HERBAL_EXTENSION_49	1	0	H4	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC022	chckhal	chckhal	CKH+AL	Durchlass+Ziel	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC023	kair	kair	AIR	Lauf	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC024	qokol	qokol	OK+OL	ansetzen+weiter	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC025	dchedy	dchedy|schedy|tchedy	CHD+CLOSE	umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	4	NONE	B1|B2|B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC026	choky	choky|oky|qoky	OK+Y	ansetzen+Posten	SHARED_17	3	7	H1|H5	B1|B2|B3|B4	PORTABLE_EXACT_CORE_CARD
MC027	oykchor	oykchor	Y+KCH+OR	Posten+bearbeiten+Ansatz	HERBAL_EXTENSION_49	1	0	H2	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC028	olchedy	olchedy|qolchedy	OL+CHD+CLOSE	weiter+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	3	NONE	B1|B2|B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC029	lar	lar	L+AR	abführen+Quelle	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC030	lo	lo	L	abführen	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC031	dalchdy	dalchdy	AL+CHD+CLOSE	Ziel+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC032	cheeky	cheeky	CHK+EE+Y	wärmen+länger+Posten	SHARED_17	1	1	H4	B4	PORTABLE_EXACT_BRIDGE_CARD
MC033	oiiin	oiiin|soiiin	IIN	Stufe	BIOLOGICAL_EXTENSION_107	0	2	NONE	B1|B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC034	cho	cho|sho	HO	Zutat	HERBAL_EXTENSION_49	4	0	H5	NONE	SPECIALIST_TABLET_CARD
MC035	chckhy	chckhy|shckhy	CKH+Y	Durchlass+Posten	BIOLOGICAL_EXTENSION_107	0	4	NONE	B1|B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC036	solkaiin	solkaiin	SOLK+AIIN	sammeln+Sollmaß	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SPECIALIST_TABLET_CARD
MC037	tchody	tchody	HO+CLOSE	Zutat+Schluss	HERBAL_EXTENSION_49	1	0	H3	NONE	SPECIALIST_TABLET_CARD
MC038	lshedy	lshedy	WASH+CLOSE	waschen+Schluss	BIOLOGICAL_EXTENSION_107	0	2	NONE	B1	SPECIALIST_TABLET_CARD
MC039	aiin	aiin|chaiin|daiin|saiin|taiin	AIIN	Sollmaß	SHARED_17	9	11	H1|H2|H3|H4|H5	B1|B2|B3|B4|B5|B6	PORTABLE_EXACT_CORE_CARD
MC040	okal	okal|qokal	OK+AL	ansetzen+Ziel	SHARED_17	1	5	H4	B1|B2|B3	PORTABLE_EXACT_CORE_CARD
MC041	okchol	okchol	OK+OL	ansetzen+weiter	HERBAL_EXTENSION_49	1	0	H3	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC042	cheedar	cheedar	CHD+AR	umsetzen+Quelle	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC043	shecthedchy	shecthedchy	CTH+CHD+Y	bereit+umsetzen+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC044	qokar	qokar	OK+AR	ansetzen+Quelle	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC045	olkeedy	olkeedy|solkeedy	SOLK+EE+CLOSE	sammeln+länger+Schluss	BIOLOGICAL_EXTENSION_107	0	3	NONE	B1|B3	SPECIALIST_TABLET_CARD
MC046	raly	raly	AL+Y	Ziel+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B6	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC047	ykain	ykain	Y+AIN	Posten+Anteil	HERBAL_EXTENSION_49	1	0	H4	NONE	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC048	kaiiin	kaiiin	IIN	Stufe	HERBAL_EXTENSION_49	1	0	H2	NONE	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC049	schoal	schoal	HO+AL	Zutat+Ziel	HERBAL_EXTENSION_49	1	0	H3	NONE	SPECIALIST_TABLET_CARD
MC050	solkey	solkey	SOLK+E+Y	sammeln+kurz+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SPECIALIST_TABLET_CARD
MC051	lchedal	lchedal	L+CHD+AL	abführen+umsetzen+Ziel	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC052	qekey	qekey	KCH+E+Y	bearbeiten+kurz+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B6	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC053	otol	otol	OT+OL	danach+weiter	HERBAL_EXTENSION_49	1	0	H2	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC054	qokaly	qokaly	OK+AL+Y	ansetzen+Ziel+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC055	char	char|dar|sar	AR	Quelle	SHARED_17	2	3	H1|H2	B1|B2|B3	PORTABLE_EXACT_CORE_CARD
MC056	ral	ral	AL	Ziel	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC057	otchedy	otchedy|qotchedy	OT+CHD+CLOSE	danach+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	2	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC058	sheckhal	sheckhal	CKH+E+AL	Durchlass+kurz+Ziel	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC059	dain	dain	DAIN	Tuch	BIOLOGICAL_EXTENSION_107	0	2	NONE	B4|B6	SPECIALIST_TABLET_CARD
MC060	otaiin	otaiin|sotaiin	OT+AIIN	danach+Sollmaß	BIOLOGICAL_EXTENSION_107	0	3	NONE	B2|B3	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC061	sshkchdy	sshkchdy	SH+KCH+CHD+CLOSE	halten+bearbeiten+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC062	shoyty	shoyty	HO+Y+TY	Zutat+Posten+Teil	HERBAL_EXTENSION_49	1	0	H3	NONE	SPECIALIST_TABLET_CARD
MC063	oteey	oteey	OT+EE+Y	danach+länger+Posten	BIOLOGICAL_EXTENSION_107	0	2	NONE	B2	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC064	chedchy	chedchy	CHD+Y	umsetzen+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC065	ls	ls	L	abführen	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC066	lcheey	lcheey	L+CHEEY	abführen+Ergebnis	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC067	otchdy	otchdy	OT+CHD+CLOSE	danach+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B5	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC068	sotodan	sotodan	OT+DAN	danach+anwenden	HERBAL_EXTENSION_49	1	0	H5	NONE	SPECIALIST_TABLET_CARD
MC069	otytchol	otytchol	OT+TY+OL	danach+Teil+weiter	HERBAL_EXTENSION_49	1	0	H1	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC070	pchedy	pchedy	P+CHD+CLOSE	zuführen+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SPECIALIST_TABLET_CARD
MC071	dchey	dchey	DCHE+Y	Wurzel+Posten	HERBAL_EXTENSION_49	1	0	H1	NONE	SPECIALIST_TABLET_CARD
MC072	orain	orain	OR+AIN	Ansatz+Anteil	HERBAL_EXTENSION_49	1	0	H4	NONE	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC073	qcthey	qcthey|shcthey	CTH+E+Y	bereit+kurz+Posten	BIOLOGICAL_EXTENSION_107	0	2	NONE	B2|B3	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC074	chdy	chdy|chedy	CHD+Y	umsetzen+Posten	SHARED_17	1	10	H4	B1|B3|B4|B5	PORTABLE_EXACT_BRIDGE_CARD
MC075	ycheor	ycheor	Y+CHEO+OR	Posten+Auszug+Ansatz	HERBAL_EXTENSION_49	1	0	H2	NONE	SPECIALIST_TABLET_CARD
MC076	dsheol	dsheol	SH+E+OL	halten+kurz+weiter	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC077	kchal	kchal	KCH+AL	bearbeiten+Ziel	HERBAL_EXTENSION_49	1	0	H5	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC078	olsaly	olsaly	AL+Y	Ziel+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC079	daldy	daldy	AL+CLOSE	Ziel+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC080	chor	chor|or|shor|sor	OR	Ansatz	SHARED_17	5	2	H2|H4	B3|B4	PORTABLE_EXACT_CORE_CARD
MC081	okair	okair	OK+AIR	ansetzen+Lauf	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC082	qokeedy	qokeedy	OK+EE+CLOSE	ansetzen+länger+Schluss	BIOLOGICAL_EXTENSION_107	0	10	NONE	B2|B3|B4	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC083	qokedy	qokedy	OK+E+CLOSE	ansetzen+kurz+Schluss	BIOLOGICAL_EXTENSION_107	0	8	NONE	B1|B3|B4	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC084	rshedy	rshedy	WASH+CLOSE	waschen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SPECIALIST_TABLET_CARD
MC085	cheoar	cheoar	CHEO+AR	Auszug+Quelle	HERBAL_EXTENSION_49	1	0	H4	NONE	SPECIALIST_TABLET_CARD
MC086	chety	chety|chty	PARTITION+TY	teilen+Teil	SHARED_17	1	1	H1	B3	PORTABLE_EXACT_BRIDGE_CARD
MC087	chodaiin	chodaiin	HO+AIIN	Zutat+Sollmaß	HERBAL_EXTENSION_49	1	0	H2	NONE	SPECIALIST_TABLET_CARD
MC088	qokchdy	qokchdy	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	3	NONE	B1|B3|B5	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC089	skar	skar	SK+AR	ausgießen+Quelle	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SPECIALIST_TABLET_CARD
MC090	kchol	kchol	KCH+OL	bearbeiten+weiter	HERBAL_EXTENSION_49	1	0	H5	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC091	dairydy	dairydy	AIR+Y+CLOSE	Lauf+Posten+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC092	lol	lol	L+OL	abführen+weiter	BIOLOGICAL_EXTENSION_107	0	1	NONE	B5	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC093	otal	otal|qotal	OT+AL	danach+Ziel	BIOLOGICAL_EXTENSION_107	0	3	NONE	B3|B4	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC094	cheeety	cheeety	EEE+TY	vollständig+Teil	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SPECIALIST_TABLET_CARD
MC095	sheey	sheey	SH+EE+Y	halten+länger+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC096	qokeedal	qokeedal	OK+EE+AL	ansetzen+länger+Ziel	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC097	olkain	olkain|qolkain	OL+AIN	weiter+Anteil	BIOLOGICAL_EXTENSION_107	0	2	NONE	B1|B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC098	tshol	tshol	HO+L	Zutat+abführen	HERBAL_EXTENSION_49	1	0	H3	NONE	SPECIALIST_TABLET_CARD
MC099	cheeckhody	cheeckhody	EE+CKH+HO+CLOSE	länger+Durchlass+Zutat+Schluss	HERBAL_EXTENSION_49	1	0	H5	NONE	SPECIALIST_TABLET_CARD
MC100	ody	ody	ODY	kühlen	HERBAL_EXTENSION_49	1	0	H4	NONE	SPECIALIST_TABLET_CARD
MC101	ldalor	ldalor	AL	Ziel	BIOLOGICAL_EXTENSION_107	0	1	NONE	B6	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC102	rsheal	rsheal	SH+E+AL	halten+kurz+Ziel	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC103	chokchy	chokchy|okchy|qokchy	OK+Y	ansetzen+Posten	HERBAL_EXTENSION_49	3	0	H1|H5	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC104	keol	keol	E+OL	kurz+weiter	HERBAL_EXTENSION_49	1	0	H5	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC105	chkain	chkain|kain	AIN	Anteil	BIOLOGICAL_EXTENSION_107	0	3	NONE	B1|B3|B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC106	teol	teol	E+OL	kurz+weiter	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC107	qotchy	qotchy	OT+Y	danach+Posten	HERBAL_EXTENSION_49	1	0	H3	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC108	etyd	etyd	E+TY	kurz+Teil	HERBAL_EXTENSION_49	1	0	H1	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC109	ytey	ytey	Y+E+TY	Posten+kurz+Teil	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC110	chkeedy	chkeedy	CHK+EE+CLOSE	wärmen+länger+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC111	shfydaiin	shfydaiin	SH+AIIN	halten+Sollmaß	HERBAL_EXTENSION_49	1	0	H3	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC112	octheol	octheol	CTH+OL	bereit+weiter	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC113	shedal	shedal	SHED+AL	absetzen+Ziel	BIOLOGICAL_EXTENSION_107	0	2	NONE	B3|B5	SPECIALIST_TABLET_CARD
MC114	sh	sh	SH	halten	HERBAL_EXTENSION_49	1	0	H5	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC115	qoctholy	qoctholy	CTH+OL+Y	bereit+weiter+Posten	HERBAL_EXTENSION_49	1	0	H2	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC116	schedair	schedair	AIR	Lauf	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC117	kchy	kchy	KCH+Y	bearbeiten+Posten	HERBAL_EXTENSION_49	1	0	H3	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC118	ly	ly	L+Y	abführen+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC119	cheey	cheey|shey	CHEEY	Ergebnis	SHARED_17	1	3	H3	B2|B4	PORTABLE_EXACT_BRIDGE_CARD
MC120	okaiin	okaiin|qokaiin	OK+AIIN	ansetzen+Sollmaß	SHARED_17	1	8	H4	B1|B2|B3	PORTABLE_EXACT_CORE_CARD
MC121	otar	otar	OT+AR	danach+Quelle	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC122	kchey	kchey	KCH+E+Y	bearbeiten+kurz+Posten	HERBAL_EXTENSION_49	1	0	H5	NONE	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC123	chey	chey|chy|dy|shy|sy|y	Y	Posten	SHARED_17	9	9	H2|H3|H4	B1|B2|B3|B4|B6	PORTABLE_EXACT_CORE_CARD
MC124	lkedy	lkedy	L+E+CLOSE	abführen+kurz+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC125	chochor	chochor	HO+OR	Zutat+Ansatz	HERBAL_EXTENSION_49	1	0	H5	NONE	SPECIALIST_TABLET_CARD
MC126	pchedal	pchedal	P+CHD+AL	zuführen+umsetzen+Ziel	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SPECIALIST_TABLET_CARD
MC127	lched	lched	L+CHD	abführen+umsetzen	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC128	cheedy	cheedy|shedy|tedy	SHED+E+CLOSE	absetzen+kurz+Schluss	BIOLOGICAL_EXTENSION_107	0	12	NONE	B1|B2|B3|B4	SPECIALIST_TABLET_CARD
MC129	cfhy	cfhy	CFH+Y	auswringen+Posten	HERBAL_EXTENSION_49	1	0	H3	NONE	SPECIALIST_TABLET_CARD
MC130	lsho	lsho	WASH	waschen	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SPECIALIST_TABLET_CARD
MC131	choy	choy	HO+Y	Zutat+Posten	HERBAL_EXTENSION_49	1	0	H5	NONE	SPECIALIST_TABLET_CARD
MC132	sheckhy	sheckhy	CKH+E+Y	Durchlass+kurz+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC133	lcheckhedy	lcheckhedy	L+CKHE+CLOSE	abführen+trennen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SPECIALIST_TABLET_CARD
MC134	qolky	qolky	OL	weiter	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC135	otedy	otedy	OT+E+CLOSE	danach+kurz+Schluss	BIOLOGICAL_EXTENSION_107	0	2	NONE	B3	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC136	kchoar	kchoar	CHEO+AR	Auszug+Quelle	HERBAL_EXTENSION_49	1	0	H5	NONE	SPECIALIST_TABLET_CARD
MC137	shecthy	shecthy	CTH+E+Y	bereit+kurz+Posten	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC138	dshedy	dshedy	SHED+E+CLOSE	absetzen+kurz+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SPECIALIST_TABLET_CARD
MC139	dchdy	dchdy	CHD+CLOSE	umsetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B1	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC140	qokeeedy	qokeeedy	OK+EEE+CLOSE	ansetzen+vollständig+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SPECIALIST_TABLET_CARD
MC141	tshey	tshey	CHEEY	Ergebnis	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC142	dchol	dchol|schol	DCHOL	vorher	HERBAL_EXTENSION_49	2	0	H3|H5	NONE	SPECIALIST_TABLET_CARD
MC143	shckhedy	shckhedy	CKHE+CLOSE	trennen+Schluss	BIOLOGICAL_EXTENSION_107	0	3	NONE	B1|B4	SPECIALIST_TABLET_CARD
MC144	chldaiin	chldaiin	SHED+AIIN	absetzen+Sollmaß	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SPECIALIST_TABLET_CARD
MC145	chedain	chedain	CHD+AIN	umsetzen+Anteil	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC146	chealror	chealror	AL+OR	Ziel+Ansatz	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC147	cheky	cheky	CHK+E+Y	wärmen+kurz+Posten	BIOLOGICAL_EXTENSION_107	0	3	NONE	B1|B4	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC148	ykan	ykan	Y+AIN	Posten+Anteil	HERBAL_EXTENSION_49	1	0	H4	NONE	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC149	solshedy	solshedy	OL+SHED+CLOSE	weiter+absetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SPECIALIST_TABLET_CARD
MC150	okeeol	okeeol	OK+EE+OL	ansetzen+länger+weiter	BIOLOGICAL_EXTENSION_107	0	1	NONE	B4	SECTIONAL_CARD_WITH_PORTABLE_CORE_ATOMS
MC151	qokshedy	qokshedy	OK+SHED+CLOSE	ansetzen+absetzen+Schluss	BIOLOGICAL_EXTENSION_107	0	1	NONE	B3	SPECIALIST_TABLET_CARD
MC152	ches	ches	PARTITION	teilen	BIOLOGICAL_EXTENSION_107	0	1	NONE	B2	SECTIONAL_CARD_WITH_SHARED_BRIDGE_ATOM
MC153	cheol	cheol|chol|ol|qol|sol|tol	OL	weiter	SHARED_17	3	16	H1|H2	B1|B3|B4|B5|B6	PORTABLE_EXACT_CORE_CARD
MC154	al	al|chal|cheal|dal|sal|tal	AL	Ziel	SHARED_17	1	9	H5	B1|B2|B3|B4|B5	PORTABLE_EXACT_CORE_CARD
